"X1";"X42446";"X2";"X1.1";"X9";"X6";"X3";"X11";"X4";"X7";"X8";"X12";"X5";"X10"
3;11;4;8;5;2;6;1;12;10;9;7;10;35460
10;35460;3;11;4;8;5;2;6;1;12;10;9;7
5;11;4;8;3;2;6;1;12;10;9;7;10;26378
10;26378;5;11;4;8;3;2;6;1;12;10;9;7
5;11;4;8;3;2;1;6;12;10;9;7;10;33762
10;33762;5;11;4;8;3;2;1;6;12;10;9;7
5;11;4;2;3;8;1;6;12;10;9;7;10;25392
10;25392;5;11;4;2;3;8;1;6;12;10;9;7
5;2;4;11;3;8;1;6;12;10;9;7;10;47870
10;25392;5;11;4;2;3;8;1;6;12;10;9;7
5;11;4;2;3;7;1;6;12;10;9;8;10;32596
10;25392;5;11;4;2;3;8;1;6;12;10;9;7
5;11;4;10;3;8;1;6;12;2;9;7;10;24162
10;24162;5;11;4;10;3;8;1;6;12;2;9;7
5;11;10;4;3;8;1;6;12;2;9;7;10;27040
10;27040;5;11;10;4;3;8;1;6;12;2;9;7
5;11;10;4;3;6;1;8;12;2;9;7;10;26804
10;26804;5;11;10;4;3;6;1;8;12;2;9;7
5;11;10;4;3;6;1;2;12;8;9;7;10;31750
10;26804;5;11;10;4;3;6;1;8;12;2;9;7
5;11;10;6;3;4;1;8;12;2;9;7;10;37540
10;37540;5;11;10;6;3;4;1;8;12;2;9;7
3;11;10;6;5;4;1;8;12;2;9;7;10;48778
10;37540;5;11;10;6;3;4;1;8;12;2;9;7
5;11;10;6;3;4;8;1;12;2;9;7;10;29376
10;29376;5;11;10;6;3;4;8;1;12;2;9;7
5;8;10;6;3;4;11;1;12;2;9;7;10;31784
11;31784;5;8;10;6;3;4;11;1;12;2;9;7
5;8;10;2;3;4;11;1;12;6;9;7;11;44776
11;44776;5;8;10;2;3;4;11;1;12;6;9;7
4;8;10;2;3;5;11;1;12;6;9;7;11;43858
11;43858;4;8;10;2;3;5;11;1;12;6;9;7
4;8;10;2;11;5;3;1;12;6;9;7;11;47432
11;47432;4;8;10;2;11;5;3;1;12;6;9;7
3;8;10;2;11;5;4;1;12;6;9;7;11;52240
11;52240;3;8;10;2;11;5;4;1;12;6;9;7
3;8;10;2;11;9;4;1;12;6;5;7;11;57288
11;57288;3;8;10;2;11;9;4;1;12;6;5;7
3;8;11;2;10;9;4;1;12;6;5;7;11;59718
11;59718;3;8;11;2;10;9;4;1;12;6;5;7
3;7;11;2;10;9;4;1;12;6;5;8;11;53660
11;53660;3;7;11;2;10;9;4;1;12;6;5;8
3;7;6;2;10;9;4;1;12;11;5;8;11;44488
11;44488;3;7;6;2;10;9;4;1;12;11;5;8
3;12;6;2;10;9;4;1;7;11;5;8;11;40922
11;40922;3;12;6;2;10;9;4;1;7;11;5;8
10;12;6;2;3;9;4;1;7;11;5;8;11;42868
11;42868;10;12;6;2;3;9;4;1;7;11;5;8
10;12;6;7;3;9;4;1;2;11;5;8;11;46280
11;46280;10;12;6;7;3;9;4;1;2;11;5;8
10;12;6;7;3;9;4;1;5;11;2;8;11;46362
11;46362;10;12;6;7;3;9;4;1;5;11;2;8
10;12;6;8;3;9;4;1;5;11;2;7;11;49442
11;49442;10;12;6;8;3;9;4;1;5;11;2;7
10;12;8;6;3;9;4;1;5;11;2;7;11;50774
11;50774;10;12;8;6;3;9;4;1;5;11;2;7
10;12;8;6;3;11;4;1;5;9;2;7;11;52774
11;52774;10;12;8;6;3;11;4;1;5;9;2;7
3;12;8;6;10;11;4;1;5;9;2;7;11;51692
11;51692;3;12;8;6;10;11;4;1;5;9;2;7
3;12;8;6;10;11;4;1;5;2;9;7;11;42254
11;42254;3;12;8;6;10;11;4;1;5;2;9;7
7;12;8;6;10;11;4;1;5;2;9;3;11;36750
11;36750;7;12;8;6;10;11;4;1;5;2;9;3
7;12;8;6;10;11;9;1;5;2;4;3;11;37944
11;37944;7;12;8;6;10;11;9;1;5;2;4;3
7;12;8;6;10;11;4;1;5;2;9;3;11;36750
12;36750;7;12;8;6;10;11;4;1;5;2;9;3
3;12;8;6;10;11;4;1;5;2;9;7;12;42254
12;42254;3;12;8;6;10;11;4;1;5;2;9;7
3;12;10;6;8;11;4;1;5;2;9;7;12;42456
12;42456;3;12;10;6;8;11;4;1;5;2;9;7
5;12;10;6;8;11;4;1;3;2;9;7;12;38888
12;38888;5;12;10;6;8;11;4;1;3;2;9;7
5;12;4;6;8;11;10;1;3;2;9;7;12;40716
12;40716;5;12;4;6;8;11;10;1;3;2;9;7
5;1;4;6;8;11;10;12;3;2;9;7;12;44472
12;44472;5;1;4;6;8;11;10;12;3;2;9;7
5;12;4;6;8;11;10;1;3;2;9;7;12;40716
12;40716;5;12;4;6;8;11;10;1;3;2;9;7
5;7;4;6;8;11;10;1;3;2;9;12;12;35068
12;35068;5;7;4;6;8;11;10;1;3;2;9;12
5;7;1;6;8;11;10;4;3;2;9;12;12;32584
12;32584;5;7;1;6;8;11;10;4;3;2;9;12
8;7;1;6;5;11;10;4;3;2;9;12;12;45710
12;32584;5;7;1;6;8;11;10;4;3;2;9;12
5;3;1;6;8;11;10;4;7;2;9;12;12;31164
12;31164;5;3;1;6;8;11;10;4;7;2;9;12
5;3;1;6;8;11;12;4;7;2;9;10;12;35812
12;35812;5;3;1;6;8;11;12;4;7;2;9;10
5;1;3;6;8;11;12;4;7;2;9;10;12;40420
12;40420;5;1;3;6;8;11;12;4;7;2;9;10
5;1;8;6;3;11;12;4;7;2;9;10;12;40658
12;40658;5;1;8;6;3;11;12;4;7;2;9;10
5;2;8;6;3;11;12;4;7;1;9;10;12;48320
12;48320;5;2;8;6;3;11;12;4;7;1;9;10
5;2;8;10;3;11;12;4;7;1;9;6;12;50182
12;50182;5;2;8;10;3;11;12;4;7;1;9;6
5;2;8;10;3;11;12;1;7;4;9;6;12;45550
12;45550;5;2;8;10;3;11;12;1;7;4;9;6
3;2;8;10;5;11;12;1;7;4;9;6;12;45300
12;45300;3;2;8;10;5;11;12;1;7;4;9;6
3;2;8;10;5;11;7;1;12;4;9;6;12;45264
12;45264;3;2;8;10;5;11;7;1;12;4;9;6
3;2;8;10;5;11;7;1;12;6;9;4;12;54096
