"X1";"X47220";"X9";"X2";"X8";"X11";"X3";"X5";"X4";"X7";"X1.1";"X10";"X12";"X6"
7;5;9;3;2;11;4;1;8;6;10;12;3;29246
3;29246;7;5;9;3;2;11;4;1;8;6;10;12
7;5;9;3;2;11;8;1;4;6;10;12;3;31804
3;31804;7;5;9;3;2;11;8;1;4;6;10;12
7;5;3;9;2;11;8;1;4;6;10;12;3;31550
3;31550;7;5;3;9;2;11;8;1;4;6;10;12
2;5;3;9;7;11;8;1;4;6;10;12;3;47150
3;47150;2;5;3;9;7;11;8;1;4;6;10;12
2;5;9;3;7;11;8;1;4;6;10;12;3;47794
3;47794;2;5;9;3;7;11;8;1;4;6;10;12
2;5;1;3;7;11;8;9;4;6;10;12;3;40766
3;40766;2;5;1;3;7;11;8;9;4;6;10;12
5;2;1;3;7;11;8;9;4;6;10;12;3;49202
3;49202;5;2;1;3;7;11;8;9;4;6;10;12
5;2;1;3;11;7;8;9;4;6;10;12;3;40534
3;40534;5;2;1;3;11;7;8;9;4;6;10;12
5;4;1;3;11;7;8;9;2;6;10;12;3;43626
3;43626;5;4;1;3;11;7;8;9;2;6;10;12
5;4;7;3;11;1;8;9;2;6;10;12;3;40178
3;40178;5;4;7;3;11;1;8;9;2;6;10;12
5;4;7;3;11;1;8;10;2;6;9;12;3;41960
3;41960;5;4;7;3;11;1;8;10;2;6;9;12
5;4;7;9;11;1;8;10;2;6;3;12;3;47200
3;47200;5;4;7;9;11;1;8;10;2;6;3;12
5;4;7;9;10;1;8;11;2;6;3;12;3;39218
3;39218;5;4;7;9;10;1;8;11;2;6;3;12
4;5;7;9;10;1;8;11;2;6;3;12;3;46804
3;46804;4;5;7;9;10;1;8;11;2;6;3;12
8;5;7;9;10;1;4;11;2;6;3;12;3;31326
3;31326;8;5;7;9;10;1;4;11;2;6;3;12
8;5;7;9;11;1;4;10;2;6;3;12;3;40512
3;40512;8;5;7;9;11;1;4;10;2;6;3;12
8;5;7;9;11;6;4;10;2;1;3;12;3;38846
3;38846;8;5;7;9;11;6;4;10;2;1;3;12
8;5;7;9;11;3;4;10;2;1;6;12;3;28502
3;28502;8;5;7;9;11;3;4;10;2;1;6;12
8;5;7;9;11;3;4;2;10;1;6;12;3;32502
4;32502;8;5;7;9;11;3;4;2;10;1;6;12
8;10;7;9;11;3;4;2;5;1;6;12;4;38896
4;38896;8;10;7;9;11;3;4;2;5;1;6;12
8;10;1;9;11;3;4;2;5;7;6;12;4;31624
4;31624;8;10;1;9;11;3;4;2;5;7;6;12
8;10;1;6;11;3;4;2;5;7;9;12;4;32826
4;32826;8;10;1;6;11;3;4;2;5;7;9;12
8;10;1;6;11;3;4;2;9;7;5;12;4;32944
4;32944;8;10;1;6;11;3;4;2;9;7;5;12
5;10;1;6;11;3;4;2;9;7;8;12;4;31862
4;31862;5;10;1;6;11;3;4;2;9;7;8;12
5;10;1;6;11;3;12;2;9;7;8;4;4;36116
4;36116;5;10;1;6;11;3;12;2;9;7;8;4
5;10;1;6;9;3;12;2;11;7;8;4;4;40510
4;40510;5;10;1;6;9;3;12;2;11;7;8;4
5;10;1;6;8;3;12;2;11;7;9;4;4;37860
4;37860;5;10;1;6;8;3;12;2;11;7;9;4
5;2;1;6;8;3;12;10;11;7;9;4;4;49036
4;37860;5;10;1;6;8;3;12;2;11;7;9;4
4;10;1;6;8;3;12;2;11;7;9;5;4;38480
4;37860;5;10;1;6;8;3;12;2;11;7;9;4
5;10;1;6;4;3;12;2;11;7;9;8;4;46102
4;46102;5;10;1;6;4;3;12;2;11;7;9;8
5;10;1;6;2;3;12;4;11;7;9;8;4;48596
4;48596;5;10;1;6;2;3;12;4;11;7;9;8
1;10;5;6;2;3;12;4;11;7;9;8;4;45656
4;45656;1;10;5;6;2;3;12;4;11;7;9;8
1;4;5;6;2;3;12;10;11;7;9;8;4;31052
4;31052;1;4;5;6;2;3;12;10;11;7;9;8
1;4;5;6;9;3;12;10;11;7;2;8;4;37070
4;37070;1;4;5;6;9;3;12;10;11;7;2;8
6;4;5;1;9;3;12;10;11;7;2;8;4;31124
4;31124;6;4;5;1;9;3;12;10;11;7;2;8
7;4;5;1;9;3;12;10;11;6;2;8;4;39092
4;31124;6;4;5;1;9;3;12;10;11;7;2;8
6;5;4;1;9;3;12;10;11;7;2;8;4;39000
4;31124;6;4;5;1;9;3;12;10;11;7;2;8
6;4;5;1;3;9;12;10;11;7;2;8;4;38984
4;38984;6;4;5;1;3;9;12;10;11;7;2;8
6;4;5;1;3;9;12;10;7;11;2;8;4;42430
5;42430;6;4;5;1;3;9;12;10;7;11;2;8
6;4;5;1;3;9;12;11;7;10;2;8;5;41856
5;41856;6;4;5;1;3;9;12;11;7;10;2;8
6;4;5;1;3;9;11;12;7;10;2;8;5;43508
5;43508;6;4;5;1;3;9;11;12;7;10;2;8
6;4;9;1;3;5;11;12;7;10;2;8;5;53176
5;43508;6;4;5;1;3;9;11;12;7;10;2;8
8;4;5;1;3;9;11;12;7;10;2;6;5;46542
5;46542;8;4;5;1;3;9;11;12;7;10;2;6
8;4;10;1;3;9;11;12;7;5;2;6;5;48722
5;48722;8;4;10;1;3;9;11;12;7;5;2;6
8;4;10;1;3;9;11;7;12;5;2;6;5;33034
5;33034;8;4;10;1;3;9;11;7;12;5;2;6
10;4;8;1;3;9;11;7;12;5;2;6;5;32706
5;32706;10;4;8;1;3;9;11;7;12;5;2;6
10;4;8;6;3;9;11;7;12;5;2;1;5;34038
5;34038;10;4;8;6;3;9;11;7;12;5;2;1
11;4;8;6;3;9;10;7;12;5;2;1;5;34456
5;34456;11;4;8;6;3;9;10;7;12;5;2;1
11;4;8;6;3;9;2;7;12;5;10;1;5;40788
5;40788;11;4;8;6;3;9;2;7;12;5;10;1
11;4;8;9;3;6;2;7;12;5;10;1;5;38184
5;38184;11;4;8;9;3;6;2;7;12;5;10;1
11;4;8;9;1;6;2;7;12;5;10;3;5;33870
5;33870;11;4;8;9;1;6;2;7;12;5;10;3
11;4;8;5;1;6;2;7;12;9;10;3;5;42432
5;42432;11;4;8;5;1;6;2;7;12;9;10;3
11;4;1;5;8;6;2;7;12;9;10;3;5;35834
5;35834;11;4;1;5;8;6;2;7;12;9;10;3
11;4;1;9;8;6;2;7;12;5;10;3;5;27272
5;27272;11;4;1;9;8;6;2;7;12;5;10;3
1;4;11;9;8;6;2;7;12;5;10;3;5;26926
5;26926;1;4;11;9;8;6;2;7;12;5;10;3
1;4;11;9;3;6;2;7;12;5;10;8;5;30052
5;30052;1;4;11;9;3;6;2;7;12;5;10;8
1;5;11;9;3;6;2;7;12;4;10;8;5;53830
5;30052;1;4;11;9;3;6;2;7;12;5;10;8
1;7;11;9;3;6;2;4;12;5;10;8;5;59056
5;30052;1;4;11;9;3;6;2;7;12;5;10;8
1;4;11;9;3;6;8;7;12;5;10;2;5;31238
6;31238;1;4;11;9;3;6;8;7;12;5;10;2
1;4;9;11;3;6;8;7;12;5;10;2;6;31216
6;31216;1;4;9;11;3;6;8;7;12;5;10;2
1;10;9;11;3;6;8;7;12;5;4;2;6;36930
6;36930;1;10;9;11;3;6;8;7;12;5;4;2
1;2;9;11;3;6;8;7;12;5;4;10;6;35578
6;35578;1;2;9;11;3;6;8;7;12;5;4;10
1;10;9;11;3;6;8;7;12;5;4;2;6;36930
6;36930;1;10;9;11;3;6;8;7;12;5;4;2
1;11;9;10;3;6;8;7;12;5;4;2;6;31312
6;31312;1;11;9;10;3;6;8;7;12;5;4;2
2;11;9;10;3;6;8;7;12;5;4;1;6;36954
6;36954;2;11;9;10;3;6;8;7;12;5;4;1
2;11;9;10;3;6;4;7;12;5;8;1;6;36300
6;36300;2;11;9;10;3;6;4;7;12;5;8;1
2;11;9;1;3;6;4;7;12;5;8;10;6;32750
6;32750;2;11;9;1;3;6;4;7;12;5;8;10
2;11;9;1;3;6;12;7;4;5;8;10;6;30178
6;30178;2;11;9;1;3;6;12;7;4;5;8;10
2;11;9;6;3;1;12;7;4;5;8;10;6;39314
6;39314;2;11;9;6;3;1;12;7;4;5;8;10
2;3;9;6;11;1;12;7;4;5;8;10;6;40158
6;40158;2;3;9;6;11;1;12;7;4;5;8;10
2;7;9;6;11;1;12;3;4;5;8;10;6;26546
6;26546;2;7;9;6;11;1;12;3;4;5;8;10
2;7;9;6;8;1;12;3;4;5;11;10;6;28084
6;28084;2;7;9;6;8;1;12;3;4;5;11;10
2;7;9;6;8;3;12;1;4;5;11;10;6;46426
6;46426;2;7;9;6;8;3;12;1;4;5;11;10
2;7;9;6;8;3;12;5;4;1;11;10;6;46404
6;46404;2;7;9;6;8;3;12;5;4;1;11;10
2;7;9;6;8;3;1;5;4;12;11;10;6;57166
6;57166;2;7;9;6;8;3;1;5;4;12;11;10
2;7;9;11;8;3;1;5;4;12;6;10;6;54884
6;54884;2;7;9;11;8;3;1;5;4;12;6;10
5;7;9;11;8;3;1;2;4;12;6;10;6;34594
6;34594;5;7;9;11;8;3;1;2;4;12;6;10
5;6;9;11;8;3;1;2;4;12;7;10;6;54050
6;34594;5;7;9;11;8;3;1;2;4;12;6;10
5;7;9;11;8;3;1;2;4;10;6;12;6;36130
7;36130;5;7;9;11;8;3;1;2;4;10;6;12
5;7;9;2;8;3;1;11;4;10;6;12;7;45160
7;45160;5;7;9;2;8;3;1;11;4;10;6;12
5;7;9;10;8;3;1;11;4;2;6;12;7;39784
7;39784;5;7;9;10;8;3;1;11;4;2;6;12
5;7;3;10;8;9;1;11;4;2;6;12;7;33628
7;33628;5;7;3;10;8;9;1;11;4;2;6;12
5;4;3;10;8;9;1;11;7;2;6;12;7;54688
7;54688;5;4;3;10;8;9;1;11;7;2;6;12
5;7;3;10;8;9;1;11;4;2;6;12;7;33628
7;33628;5;7;3;10;8;9;1;11;4;2;6;12
5;7;3;10;8;9;2;11;4;1;6;12;7;32646
7;32646;5;7;3;10;8;9;2;11;4;1;6;12
5;7;2;10;8;9;3;11;4;1;6;12;7;35046
7;35046;5;7;2;10;8;9;3;11;4;1;6;12
5;7;2;9;8;10;3;11;4;1;6;12;7;33604
7;33604;5;7;2;9;8;10;3;11;4;1;6;12
5;11;2;9;8;10;3;7;4;1;6;12;7;35316
7;35316;5;11;2;9;8;10;3;7;4;1;6;12
5;11;2;9;8;10;3;7;6;1;4;12;7;35328
7;35328;5;11;2;9;8;10;3;7;6;1;4;12
5;11;2;9;8;10;3;7;4;1;6;12;7;35316
7;35316;5;11;2;9;8;10;3;7;4;1;6;12
5;11;2;9;8;4;3;7;10;1;6;12;7;37400
7;37400;5;11;2;9;8;4;3;7;10;1;6;12
5;11;2;9;8;10;3;7;4;1;6;12;7;35316
7;35316;5;11;2;9;8;10;3;7;4;1;6;12
5;11;7;9;8;10;3;2;4;1;6;12;7;38020
7;38020;5;11;7;9;8;10;3;2;4;1;6;12
5;11;7;9;8;10;2;3;4;1;6;12;7;40916
7;38020;5;11;7;9;8;10;3;2;4;1;6;12
5;11;7;9;8;10;2;3;4;1;6;12;7;40916
7;40916;5;11;7;9;8;10;2;3;4;1;6;12
9;11;7;5;8;10;2;3;4;1;6;12;7;48926
7;48926;9;11;7;5;8;10;2;3;4;1;6;12
9;11;7;2;8;10;5;3;4;1;6;12;7;45740
7;45740;9;11;7;2;8;10;5;3;4;1;6;12
9;11;7;2;4;10;5;3;8;1;6;12;7;47560
7;45740;9;11;7;2;8;10;5;3;4;1;6;12
9;11;7;2;8;10;5;3;4;6;1;12;7;50294
8;45740;9;11;7;2;8;10;5;3;4;1;6;12
9;11;7;2;8;3;5;10;4;1;6;12;8;34262
8;34262;9;11;7;2;8;3;5;10;4;1;6;12
9;6;7;2;8;3;5;10;4;1;11;12;8;44898
8;34262;9;11;7;2;8;3;5;10;4;1;6;12
2;11;7;9;8;3;5;10;4;1;6;12;8;44286
8;44286;2;11;7;9;8;3;5;10;4;1;6;12
2;11;7;9;8;3;5;4;10;1;6;12;8;49650
8;49650;2;11;7;9;8;3;5;4;10;1;6;12
2;11;7;9;8;3;1;4;10;5;6;12;8;61316
8;61316;2;11;7;9;8;3;1;4;10;5;6;12
2;11;7;9;8;10;1;4;3;5;6;12;8;66626
8;61316;2;11;7;9;8;3;1;4;10;5;6;12
2;10;7;9;8;3;1;4;11;5;6;12;8;53102
8;53102;2;10;7;9;8;3;1;4;11;5;6;12
2;10;7;5;8;3;1;4;11;9;6;12;8;41698
8;41698;2;10;7;5;8;3;1;4;11;9;6;12
2;10;1;5;8;3;7;4;11;9;6;12;8;41178
8;41178;2;10;1;5;8;3;7;4;11;9;6;12
2;10;1;5;8;3;7;4;11;9;12;6;8;42592
8;42592;2;10;1;5;8;3;7;4;11;9;12;6
11;10;1;5;8;3;7;4;2;9;12;6;8;39226
8;39226;11;10;1;5;8;3;7;4;2;9;12;6
11;10;4;5;8;3;7;1;2;9;12;6;8;49654
8;49654;11;10;4;5;8;3;7;1;2;9;12;6
11;10;4;5;8;1;7;3;2;9;12;6;8;39756
8;39756;11;10;4;5;8;1;7;3;2;9;12;6
11;10;4;5;2;1;7;3;8;9;12;6;8;47808
8;47808;11;10;4;5;2;1;7;3;8;9;12;6
11;10;4;5;8;1;7;3;2;9;12;6;8;39756
8;39756;11;10;4;5;8;1;7;3;2;9;12;6
11;1;4;5;8;10;7;3;2;9;12;6;8;35452
8;35452;11;1;4;5;8;10;7;3;2;9;12;6
11;1;8;5;4;10;7;3;2;9;12;6;8;42314
8;42314;11;1;8;5;4;10;7;3;2;9;12;6
11;1;8;5;4;10;7;3;9;2;12;6;8;44428
8;44428;11;1;8;5;4;10;7;3;9;2;12;6
11;1;7;5;4;10;8;3;9;2;12;6;8;44992
8;44992;11;1;7;5;4;10;8;3;9;2;12;6
11;1;7;5;3;10;8;4;9;2;12;6;8;36108
9;36108;11;1;7;5;3;10;8;4;9;2;12;6
11;1;7;5;3;10;8;4;12;2;9;6;9;36152
9;36152;11;1;7;5;3;10;8;4;12;2;9;6
11;1;7;5;3;10;8;4;9;2;12;6;9;36108
9;36108;11;1;7;5;3;10;8;4;9;2;12;6
11;1;7;3;5;10;8;4;9;2;12;6;9;34148
9;34148;11;1;7;3;5;10;8;4;9;2;12;6
11;1;7;9;5;10;8;4;3;2;12;6;9;35192
9;35192;11;1;7;9;5;10;8;4;3;2;12;6
11;1;7;9;5;10;6;4;3;2;12;8;9;37348
9;37348;11;1;7;9;5;10;6;4;3;2;12;8
11;1;7;10;5;9;6;4;3;2;12;8;9;49702
9;37348;11;1;7;9;5;10;6;4;3;2;12;8
11;1;7;9;2;10;6;4;3;5;12;8;9;51222
9;37348;11;1;7;9;5;10;6;4;3;2;12;8
11;1;7;9;5;10;6;3;4;2;12;8;9;46278
9;46278;11;1;7;9;5;10;6;3;4;2;12;8
1;11;7;9;5;10;6;3;4;2;12;8;9;61150
9;46278;11;1;7;9;5;10;6;3;4;2;12;8
7;1;11;9;5;10;6;3;4;2;12;8;9;34314
9;34314;7;1;11;9;5;10;6;3;4;2;12;8
7;1;11;9;5;6;10;3;4;2;12;8;9;47562
9;34314;7;1;11;9;5;10;6;3;4;2;12;8
7;1;11;9;5;10;6;3;2;4;12;8;9;18668
9;18668;7;1;11;9;5;10;6;3;2;4;12;8
7;1;11;9;5;10;4;3;2;6;12;8;9;37906
9;18668;7;1;11;9;5;10;6;3;2;4;12;8
7;1;10;9;5;11;6;3;2;4;12;8;9;25974
9;25974;7;1;10;9;5;11;6;3;2;4;12;8
7;1;10;9;5;11;3;6;2;4;12;8;9;24386
9;24386;7;1;10;9;5;11;3;6;2;4;12;8
7;1;10;9;5;11;8;6;2;4;12;3;9;20432
9;20432;7;1;10;9;5;11;8;6;2;4;12;3
7;1;10;9;11;5;8;6;2;4;12;3;9;27128
9;27128;7;1;10;9;11;5;8;6;2;4;12;3
7;1;10;9;4;5;8;6;2;11;12;3;9;26406
9;26406;7;1;10;9;4;5;8;6;2;11;12;3
7;1;10;9;4;5;8;6;2;11;3;12;9;25888
9;25888;7;1;10;9;4;5;8;6;2;11;3;12
7;1;3;9;4;5;8;6;2;11;10;12;9;29330
10;29330;7;1;3;9;4;5;8;6;2;11;10;12
4;1;3;9;7;5;8;6;2;11;10;12;10;31742
10;31742;4;1;3;9;7;5;8;6;2;11;10;12
4;1;3;9;7;5;8;6;11;2;10;12;10;45548
10;45548;4;1;3;9;7;5;8;6;11;2;10;12
12;1;3;9;7;5;8;6;11;2;10;4;10;57776
10;45548;4;1;3;9;7;5;8;6;11;2;10;12
11;1;3;9;7;5;8;6;4;2;10;12;10;49660
10;49660;11;1;3;9;7;5;8;6;4;2;10;12
11;3;1;9;7;5;8;6;4;2;10;12;10;39852
10;39852;11;3;1;9;7;5;8;6;4;2;10;12
11;3;1;9;8;5;7;6;4;2;10;12;10;35026
10;35026;11;3;1;9;8;5;7;6;4;2;10;12
11;3;1;9;8;6;7;5;4;2;10;12;10;55904
10;35026;11;3;1;9;8;5;7;6;4;2;10;12
2;3;1;9;8;5;7;6;4;11;10;12;10;31012
10;31012;2;3;1;9;8;5;7;6;4;11;10;12
2;3;1;5;8;9;7;6;4;11;10;12;10;43814
10;43814;2;3;1;5;8;9;7;6;4;11;10;12
2;3;1;5;10;9;7;6;4;11;8;12;10;40426
10;40426;2;3;1;5;10;9;7;6;4;11;8;12
2;3;1;5;10;9;4;6;7;11;8;12;10;43800
10;43800;2;3;1;5;10;9;4;6;7;11;8;12
2;3;8;5;10;9;4;6;7;11;1;12;10;40532
10;40532;2;3;8;5;10;9;4;6;7;11;1;12
2;3;8;5;10;9;4;6;12;11;1;7;10;48328
10;48328;2;3;8;5;10;9;4;6;12;11;1;7
2;3;8;5;12;9;4;6;10;11;1;7;10;43178
10;43178;2;3;8;5;12;9;4;6;10;11;1;7
2;11;8;5;12;9;4;6;10;3;1;7;10;57750
10;57750;2;11;8;5;12;9;4;6;10;3;1;7
2;11;8;5;12;9;3;6;10;4;1;7;10;41894
10;41894;2;11;8;5;12;9;3;6;10;4;1;7
2;11;8;5;12;10;3;6;9;4;1;7;10;50946
10;50946;2;11;8;5;12;10;3;6;9;4;1;7
2;11;8;5;12;10;1;6;9;4;3;7;10;48702
10;48702;2;11;8;5;12;10;1;6;9;4;3;7
2;9;8;5;12;10;1;6;11;4;3;7;10;38868
10;38868;2;9;8;5;12;10;1;6;11;4;3;7
2;9;8;5;6;10;1;12;11;4;3;7;10;55576
11;55576;2;9;8;5;6;10;1;12;11;4;3;7
2;9;10;5;6;8;1;12;11;4;3;7;11;50574
11;50574;2;9;10;5;6;8;1;12;11;4;3;7
9;2;10;5;6;8;1;12;11;4;3;7;11;54594
11;54594;9;2;10;5;6;8;1;12;11;4;3;7
9;2;10;1;6;8;5;12;11;4;3;7;11;54680
11;54680;9;2;10;1;6;8;5;12;11;4;3;7
12;2;10;1;6;8;5;9;11;4;3;7;11;45772
11;45772;12;2;10;1;6;8;5;9;11;4;3;7
12;10;2;1;6;8;5;9;11;4;3;7;11;45076
11;45076;12;10;2;1;6;8;5;9;11;4;3;7
12;10;2;1;6;8;5;11;9;4;3;7;11;53364
11;53364;12;10;2;1;6;8;5;11;9;4;3;7
12;10;2;1;6;4;5;11;9;8;3;7;11;52248
11;52248;12;10;2;1;6;4;5;11;9;8;3;7
2;10;12;1;6;4;5;11;9;8;3;7;11;41358
11;41358;2;10;12;1;6;4;5;11;9;8;3;7
2;10;7;1;6;4;5;11;9;8;3;12;11;38540
11;38540;2;10;7;1;6;4;5;11;9;8;3;12
2;1;7;10;6;4;5;11;9;8;3;12;11;33596
11;33596;2;1;7;10;6;4;5;11;9;8;3;12
2;1;7;10;6;4;5;3;9;8;11;12;11;41712
11;41712;2;1;7;10;6;4;5;3;9;8;11;12
2;6;7;10;1;4;5;3;9;8;11;12;11;41316
11;41316;2;6;7;10;1;4;5;3;9;8;11;12
2;6;7;10;1;4;11;3;9;8;5;12;11;46114
11;46114;2;6;7;10;1;4;11;3;9;8;5;12
2;8;7;10;1;4;11;3;9;6;5;12;11;57190
11;46114;2;6;7;10;1;4;11;3;9;8;5;12
2;4;7;10;1;6;11;3;9;8;5;12;11;41976
11;41976;2;4;7;10;1;6;11;3;9;8;5;12
2;4;7;10;1;6;11;9;3;8;5;12;11;33306
11;33306;2;4;7;10;1;6;11;9;3;8;5;12
2;4;9;10;1;6;11;7;3;8;5;12;11;40010
11;33306;2;4;7;10;1;6;11;9;3;8;5;12
2;4;7;12;1;6;11;9;3;8;5;10;11;27906
11;27906;2;4;7;12;1;6;11;9;3;8;5;10
2;7;4;12;1;6;11;9;3;8;5;10;11;42578
11;42578;2;7;4;12;1;6;11;9;3;8;5;10
1;7;4;12;2;6;11;9;3;8;5;10;11;41332
12;41332;1;7;4;12;2;6;11;9;3;8;5;10
1;7;4;12;11;6;2;9;3;8;5;10;12;40476
12;40476;1;7;4;12;11;6;2;9;3;8;5;10
10;7;4;12;11;6;2;9;3;8;5;1;12;44554
12;44554;10;7;4;12;11;6;2;9;3;8;5;1
10;7;4;3;11;6;2;9;12;8;5;1;12;47106
12;47106;10;7;4;3;11;6;2;9;12;8;5;1
10;7;4;3;11;6;9;2;12;8;5;1;12;53674
12;53674;10;7;4;3;11;6;9;2;12;8;5;1
10;3;4;7;11;6;9;2;12;8;5;1;12;60550
12;53674;10;7;4;3;11;6;9;2;12;8;5;1
10;7;4;3;11;8;9;2;12;6;5;1;12;50450
12;50450;10;7;4;3;11;8;9;2;12;6;5;1
10;7;4;8;11;3;9;2;12;6;5;1;12;43762
12;43762;10;7;4;8;11;3;9;2;12;6;5;1
10;7;4;8;11;3;9;6;12;2;5;1;12;40362
12;40362;10;7;4;8;11;3;9;6;12;2;5;1
10;7;11;8;4;3;9;6;12;2;5;1;12;38630
12;38630;10;7;11;8;4;3;9;6;12;2;5;1
3;7;11;8;4;10;9;6;12;2;5;1;12;38706
12;38706;3;7;11;8;4;10;9;6;12;2;5;1
3;7;10;8;4;11;9;6;12;2;5;1;12;49658
12;49658;3;7;10;8;4;11;9;6;12;2;5;1
3;1;10;8;4;11;9;6;12;2;5;7;12;46734
12;46734;3;1;10;8;4;11;9;6;12;2;5;7
3;1;10;8;4;11;5;6;12;2;9;7;12;41744
12;41744;3;1;10;8;4;11;5;6;12;2;9;7
3;1;10;8;4;11;5;6;12;9;2;7;12;38448
12;38448;3;1;10;8;4;11;5;6;12;9;2;7
3;10;1;8;4;11;5;6;12;9;2;7;12;46604
12;46604;3;10;1;8;4;11;5;6;12;9;2;7
3;11;1;8;4;10;5;6;12;9;2;7;12;45480
12;45480;3;11;1;8;4;10;5;6;12;9;2;7
3;7;1;8;4;10;5;6;12;9;2;11;12;36112
12;36112;3;7;1;8;4;10;5;6;12;9;2;11
3;7;1;11;4;10;5;6;12;9;2;8;12;35930
12;35930;3;7;1;11;4;10;5;6;12;9;2;8
3;5;1;11;4;10;7;6;12;9;2;8;12;25570
