"X1";"X5923696";"X17";"X22";"X20";"X14";"X9";"X1.1";"X24";"X5";"X23";"X13";"X19";"X6";"X25";"X10";"X8";"X11";"X4";"X26";"X18";"X2";"X15";"X7";"X12";"X3";"X21";"X16"
17;2;6;14;9;15;1;22;7;13;25;19;20;10;8;11;4;3;18;5;24;23;12;26;21;16;1;5967120
1;5967120;17;2;6;14;9;15;1;22;7;13;25;19;20;10;8;11;4;3;18;5;24;23;12;26;21;16
17;2;6;14;9;15;1;22;7;13;25;26;20;10;8;11;4;3;18;5;24;23;12;19;21;16;1;6052468
1;6052468;17;2;6;14;9;15;1;22;7;13;25;26;20;10;8;11;4;3;18;5;24;23;12;19;21;16
17;2;6;14;9;15;1;22;7;26;25;13;20;10;8;11;4;3;18;5;24;23;12;19;21;16;1;6052309
1;6052309;17;2;6;14;9;15;1;22;7;26;25;13;20;10;8;11;4;3;18;5;24;23;12;19;21;16
17;2;6;14;9;15;1;22;7;26;25;13;20;8;10;11;4;3;18;5;24;23;12;19;21;16;1;6042917
1;6042917;17;2;6;14;9;15;1;22;7;26;25;13;20;8;10;11;4;3;18;5;24;23;12;19;21;16
3;2;6;14;9;15;1;22;7;26;25;13;20;8;10;11;4;17;18;5;24;23;12;19;21;16;1;6074766
1;6074766;3;2;6;14;9;15;1;22;7;26;25;13;20;8;10;11;4;17;18;5;24;23;12;19;21;16
3;2;6;9;14;15;1;22;7;26;25;13;20;8;10;11;4;17;18;5;24;23;12;19;21;16;1;6076526
1;6076526;3;2;6;9;14;15;1;22;7;26;25;13;20;8;10;11;4;17;18;5;24;23;12;19;21;16
3;23;6;9;14;15;1;22;7;26;25;13;20;8;10;11;4;17;18;5;24;2;12;19;21;16;1;6079170
1;6079170;3;23;6;9;14;15;1;22;7;26;25;13;20;8;10;11;4;17;18;5;24;2;12;19;21;16
3;23;6;9;14;15;1;22;7;26;25;13;21;8;10;11;4;17;18;5;24;2;12;19;20;16;1;6056012
1;6056012;3;23;6;9;14;15;1;22;7;26;25;13;21;8;10;11;4;17;18;5;24;2;12;19;20;16
3;23;13;9;14;15;1;22;7;26;25;6;21;8;10;11;4;17;18;5;24;2;12;19;20;16;1;6064099
1;6064099;3;23;13;9;14;15;1;22;7;26;25;6;21;8;10;11;4;17;18;5;24;2;12;19;20;16
3;23;4;9;14;15;1;22;7;26;25;6;21;8;10;11;13;17;18;5;24;2;12;19;20;16;1;6132762
1;6132762;3;23;4;9;14;15;1;22;7;26;25;6;21;8;10;11;13;17;18;5;24;2;12;19;20;16
3;23;4;9;14;15;1;22;7;26;25;6;21;8;10;11;13;17;19;5;24;2;12;18;20;16;1;6187199
1;6187199;3;23;4;9;14;15;1;22;7;26;25;6;21;8;10;11;13;17;19;5;24;2;12;18;20;16
3;23;4;9;14;15;1;22;7;26;25;6;21;8;10;13;11;17;19;5;24;2;12;18;20;16;1;6186549
2;6186549;3;23;4;9;14;15;1;22;7;26;25;6;21;8;10;13;11;17;19;5;24;2;12;18;20;16
3;23;4;9;17;15;1;22;7;26;25;6;21;8;10;13;11;14;19;5;24;2;12;18;20;16;2;6048687
2;6048687;3;23;4;9;17;15;1;22;7;26;25;6;21;8;10;13;11;14;19;5;24;2;12;18;20;16
3;23;4;9;17;15;1;22;7;26;25;12;21;8;10;13;11;14;19;5;24;2;6;18;20;16;2;6009960
2;6009960;3;23;4;9;17;15;1;22;7;26;25;12;21;8;10;13;11;14;19;5;24;2;6;18;20;16
3;23;4;9;17;15;1;22;7;18;25;12;21;8;10;13;11;14;19;5;24;2;6;26;20;16;2;5895985
2;5895985;3;23;4;9;17;15;1;22;7;18;25;12;21;8;10;13;11;14;19;5;24;2;6;26;20;16
3;20;4;9;17;15;1;22;7;18;25;12;21;8;10;13;11;14;19;5;24;2;6;26;23;16;2;5889039
2;5889039;3;20;4;9;17;15;1;22;7;18;25;12;21;8;10;13;11;14;19;5;24;2;6;26;23;16
3;20;4;9;17;15;23;22;7;18;25;12;21;8;10;13;11;14;19;5;24;2;6;26;1;16;2;5891005
2;5891005;3;20;4;9;17;15;23;22;7;18;25;12;21;8;10;13;11;14;19;5;24;2;6;26;1;16
3;20;4;9;17;15;23;22;7;18;25;12;21;8;10;13;11;14;19;26;24;2;6;5;1;16;2;5955054
2;5955054;3;20;4;9;17;15;23;22;7;18;25;12;21;8;10;13;11;14;19;26;24;2;6;5;1;16
3;20;4;9;17;15;23;22;7;18;13;12;21;8;10;25;11;14;19;26;24;2;6;5;1;16;2;5954455
2;5954455;3;20;4;9;17;15;23;22;7;18;13;12;21;8;10;25;11;14;19;26;24;2;6;5;1;16
3;20;4;9;17;15;12;22;7;18;13;23;21;8;10;25;11;14;19;26;24;2;6;5;1;16;2;5977957
2;5977957;3;20;4;9;17;15;12;22;7;18;13;23;21;8;10;25;11;14;19;26;24;2;6;5;1;16
3;20;4;9;17;15;12;22;23;18;13;7;21;8;10;25;11;14;19;26;24;2;6;5;1;16;2;5975517
2;5975517;3;20;4;9;17;15;12;22;23;18;13;7;21;8;10;25;11;14;19;26;24;2;6;5;1;16
3;20;18;9;17;15;12;22;23;4;13;7;21;8;10;25;11;14;19;26;24;2;6;5;1;16;2;6033393
2;6033393;3;20;18;9;17;15;12;22;23;4;13;7;21;8;10;25;11;14;19;26;24;2;6;5;1;16
3;20;18;9;17;15;12;22;23;11;13;7;21;8;10;25;4;14;19;26;24;2;6;5;1;16;2;6018384
2;6018384;3;20;18;9;17;15;12;22;23;11;13;7;21;8;10;25;4;14;19;26;24;2;6;5;1;16
3;20;18;9;17;15;12;22;23;7;13;11;21;8;10;25;4;14;19;26;24;2;6;5;1;16;2;5995515
2;5995515;3;20;18;9;17;15;12;22;23;7;13;11;21;8;10;25;4;14;19;26;24;2;6;5;1;16
3;20;18;9;5;15;12;22;23;7;13;11;21;8;10;25;4;14;19;26;24;2;6;17;1;16;2;5863091
2;5863091;3;20;18;9;5;15;12;22;23;7;13;11;21;8;10;25;4;14;19;26;24;2;6;17;1;16
3;20;18;9;5;15;12;22;23;7;21;11;13;8;10;25;4;14;19;26;24;2;6;17;1;16;2;5864151
2;5864151;3;20;18;9;5;15;12;22;23;7;21;11;13;8;10;25;4;14;19;26;24;2;6;17;1;16
3;20;18;9;5;15;12;22;19;7;21;11;13;8;10;25;4;14;23;26;24;2;6;17;1;16;2;5883607
2;5883607;3;20;18;9;5;15;12;22;19;7;21;11;13;8;10;25;4;14;23;26;24;2;6;17;1;16
3;20;18;9;5;21;12;22;19;7;15;11;13;8;10;25;4;14;23;26;24;2;6;17;1;16;2;5888788
2;5888788;3;20;18;9;5;21;12;22;19;7;15;11;13;8;10;25;4;14;23;26;24;2;6;17;1;16
3;6;18;9;5;21;12;22;19;7;15;11;13;8;10;25;4;14;23;26;24;2;20;17;1;16;2;5971470
2;5971470;3;6;18;9;5;21;12;22;19;7;15;11;13;8;10;25;4;14;23;26;24;2;20;17;1;16
3;6;18;9;5;21;22;12;19;7;15;11;13;8;10;25;4;14;23;26;24;2;20;17;1;16;2;5950373
2;5950373;3;6;18;9;5;21;22;12;19;7;15;11;13;8;10;25;4;14;23;26;24;2;20;17;1;16
3;6;18;9;5;21;22;12;19;7;15;11;20;8;10;25;4;14;23;26;24;2;13;17;1;16;2;5874273
2;5874273;3;6;18;9;5;21;22;12;19;7;15;11;20;8;10;25;4;14;23;26;24;2;13;17;1;16
3;6;18;9;5;21;22;12;17;7;15;11;20;8;10;25;4;14;23;26;24;2;13;19;1;16;2;6006504
3;6006504;3;6;18;9;5;21;22;12;17;7;15;11;20;8;10;25;4;14;23;26;24;2;13;19;1;16
3;6;18;9;5;21;22;12;17;7;15;11;20;8;23;25;4;14;10;26;24;2;13;19;1;16;3;6023462
3;6023462;3;6;18;9;5;21;22;12;17;7;15;11;20;8;23;25;4;14;10;26;24;2;13;19;1;16
3;6;18;9;5;21;22;12;17;7;15;11;20;8;23;19;4;14;10;26;24;2;13;25;1;16;3;5893463
3;5893463;3;6;18;9;5;21;22;12;17;7;15;11;20;8;23;19;4;14;10;26;24;2;13;25;1;16
3;6;18;17;5;21;22;12;9;7;15;11;20;8;23;19;4;14;10;26;24;2;13;25;1;16;3;5829551
3;5829551;3;6;18;17;5;21;22;12;9;7;15;11;20;8;23;19;4;14;10;26;24;2;13;25;1;16
3;6;18;17;5;21;22;15;9;7;12;11;20;8;23;19;4;14;10;26;24;2;13;25;1;16;3;5818990
3;5818990;3;6;18;17;5;21;22;15;9;7;12;11;20;8;23;19;4;14;10;26;24;2;13;25;1;16
3;6;18;17;5;21;22;15;9;7;12;4;20;8;23;19;11;14;10;26;24;2;13;25;1;16;3;5833224
3;5833224;3;6;18;17;5;21;22;15;9;7;12;4;20;8;23;19;11;14;10;26;24;2;13;25;1;16
3;6;18;17;5;21;22;15;9;7;12;4;20;8;23;19;16;14;10;26;24;2;13;25;1;11;3;5837961
3;5837961;3;6;18;17;5;21;22;15;9;7;12;4;20;8;23;19;16;14;10;26;24;2;13;25;1;11
3;6;18;9;5;21;22;15;17;7;12;4;20;8;23;19;16;14;10;26;24;2;13;25;1;11;3;5950901
3;5950901;3;6;18;9;5;21;22;15;17;7;12;4;20;8;23;19;16;14;10;26;24;2;13;25;1;11
3;6;18;9;5;21;22;15;17;7;13;4;20;8;23;19;16;14;10;26;24;2;12;25;1;11;3;5979634
3;5979634;3;6;18;9;5;21;22;15;17;7;13;4;20;8;23;19;16;14;10;26;24;2;12;25;1;11
3;6;18;21;5;9;22;15;17;7;13;4;20;8;23;19;16;14;10;26;24;2;12;25;1;11;3;5868188
3;5868188;3;6;18;21;5;9;22;15;17;7;13;4;20;8;23;19;16;14;10;26;24;2;12;25;1;11
3;6;18;8;5;9;22;15;17;7;13;4;20;21;23;19;16;14;10;26;24;2;12;25;1;11;3;5892956
3;5892956;3;6;18;8;5;9;22;15;17;7;13;4;20;21;23;19;16;14;10;26;24;2;12;25;1;11
26;6;18;8;5;9;22;15;17;7;13;4;20;21;23;19;16;14;10;3;24;2;12;25;1;11;3;5893032
3;5893032;26;6;18;8;5;9;22;15;17;7;13;4;20;21;23;19;16;14;10;3;24;2;12;25;1;11
26;6;18;8;5;9;22;15;17;7;13;21;20;4;23;19;16;14;10;3;24;2;12;25;1;11;3;5889768
3;5889768;26;6;18;8;5;9;22;15;17;7;13;21;20;4;23;19;16;14;10;3;24;2;12;25;1;11
26;6;18;8;5;9;22;15;17;7;13;21;20;10;23;19;16;14;4;3;24;2;12;25;1;11;3;5877074
3;5877074;26;6;18;8;5;9;22;15;17;7;13;21;20;10;23;19;16;14;4;3;24;2;12;25;1;11
26;6;18;8;5;9;3;15;17;7;13;21;20;10;23;19;16;14;4;22;24;2;12;25;1;11;3;5872271
3;5872271;26;6;18;8;5;9;3;15;17;7;13;21;20;10;23;19;16;14;4;22;24;2;12;25;1;11
26;6;18;8;5;9;3;15;1;7;13;21;20;10;23;19;16;14;4;22;24;2;12;25;17;11;3;5852895
3;5852895;26;6;18;8;5;9;3;15;1;7;13;21;20;10;23;19;16;14;4;22;24;2;12;25;17;11
26;6;18;8;5;4;3;15;1;7;13;21;20;10;23;19;16;14;9;22;24;2;12;25;17;11;3;5830467
3;5830467;26;6;18;8;5;4;3;15;1;7;13;21;20;10;23;19;16;14;9;22;24;2;12;25;17;11
26;6;18;3;5;4;8;15;1;7;13;21;20;10;23;19;16;14;9;22;24;2;12;25;17;11;3;5775578
3;5775578;26;6;18;3;5;4;8;15;1;7;13;21;20;10;23;19;16;14;9;22;24;2;12;25;17;11
26;6;18;3;5;4;8;15;1;7;13;21;20;10;23;19;16;14;9;11;24;2;12;25;17;22;3;5779816
3;5779816;26;6;18;3;5;4;8;15;1;7;13;21;20;10;23;19;16;14;9;11;24;2;12;25;17;22
21;6;18;3;5;4;8;15;1;7;13;26;20;10;23;19;16;14;9;11;24;2;12;25;17;22;3;5808104
3;5808104;21;6;18;3;5;4;8;15;1;7;13;26;20;10;23;19;16;14;9;11;24;2;12;25;17;22
21;6;18;3;5;4;8;9;1;7;13;26;20;10;23;19;16;14;15;11;24;2;12;25;17;22;3;5850375
4;5850375;21;6;18;3;5;4;8;9;1;7;13;26;20;10;23;19;16;14;15;11;24;2;12;25;17;22
21;6;18;3;5;4;8;9;1;23;13;26;20;10;7;19;16;14;15;11;24;2;12;25;17;22;4;5861895
4;5861895;21;6;18;3;5;4;8;9;1;23;13;26;20;10;7;19;16;14;15;11;24;2;12;25;17;22
21;6;18;3;5;4;8;9;1;23;13;26;12;10;7;19;16;14;15;11;24;2;20;25;17;22;4;5896075
4;5896075;21;6;18;3;5;4;8;9;1;23;13;26;12;10;7;19;16;14;15;11;24;2;20;25;17;22
21;6;18;26;5;4;8;9;1;23;13;3;12;10;7;19;16;14;15;11;24;2;20;25;17;22;4;5901263
4;5901263;21;6;18;26;5;4;8;9;1;23;13;3;12;10;7;19;16;14;15;11;24;2;20;25;17;22
21;6;18;26;5;4;11;9;1;23;13;3;12;10;7;19;16;14;15;8;24;2;20;25;17;22;4;5978522
4;5978522;21;6;18;26;5;4;11;9;1;23;13;3;12;10;7;19;16;14;15;8;24;2;20;25;17;22
21;6;18;26;20;4;11;9;1;23;13;3;12;10;7;19;16;14;15;8;24;2;5;25;17;22;4;6015526
4;6015526;21;6;18;26;20;4;11;9;1;23;13;3;12;10;7;19;16;14;15;8;24;2;5;25;17;22
21;6;18;26;20;4;11;9;1;24;13;3;12;10;7;19;16;14;15;8;23;2;5;25;17;22;4;6024955
4;6024955;21;6;18;26;20;4;11;9;1;24;13;3;12;10;7;19;16;14;15;8;23;2;5;25;17;22
21;6;18;26;20;4;11;9;14;24;13;3;12;10;7;19;16;1;15;8;23;2;5;25;17;22;4;6017170
4;6017170;21;6;18;26;20;4;11;9;14;24;13;3;12;10;7;19;16;1;15;8;23;2;5;25;17;22
21;6;18;26;20;4;11;9;14;24;13;3;12;10;7;19;16;1;15;8;23;2;25;5;17;22;4;6017170
4;6017170;21;6;18;26;20;4;11;9;14;24;13;3;12;10;7;19;16;1;15;8;23;2;25;5;17;22
21;6;22;26;20;4;11;9;14;24;13;3;12;10;7;19;16;1;15;8;23;2;25;5;17;18;4;5965788
4;5965788;21;6;22;26;20;4;11;9;14;24;13;3;12;10;7;19;16;1;15;8;23;2;25;5;17;18
21;6;22;26;20;4;11;9;14;24;13;3;12;10;16;19;7;1;15;8;23;2;25;5;17;18;4;5922017
4;5922017;21;6;22;26;20;4;11;9;14;24;13;3;12;10;16;19;7;1;15;8;23;2;25;5;17;18
21;6;22;26;20;4;11;9;14;24;13;3;23;10;16;19;7;1;15;8;12;2;25;5;17;18;4;5944790
4;5944790;21;6;22;26;20;4;11;9;14;24;13;3;23;10;16;19;7;1;15;8;12;2;25;5;17;18
21;6;26;22;20;4;11;9;14;24;13;3;23;10;16;19;7;1;15;8;12;2;25;5;17;18;4;5947512
4;5947512;21;6;26;22;20;4;11;9;14;24;13;3;23;10;16;19;7;1;15;8;12;2;25;5;17;18
21;6;26;22;3;4;11;9;14;24;13;20;23;10;16;19;7;1;15;8;12;2;25;5;17;18;4;5900351
4;5900351;21;6;26;22;3;4;11;9;14;24;13;20;23;10;16;19;7;1;15;8;12;2;25;5;17;18
21;6;3;22;26;4;11;9;14;24;13;20;23;10;16;19;7;1;15;8;12;2;25;5;17;18;4;5900998
4;5900998;21;6;3;22;26;4;11;9;14;24;13;20;23;10;16;19;7;1;15;8;12;2;25;5;17;18
21;6;1;22;26;4;11;9;14;24;13;20;23;10;16;19;7;3;15;8;12;2;25;5;17;18;4;5909068
4;5909068;21;6;1;22;26;4;11;9;14;24;13;20;23;10;16;19;7;3;15;8;12;2;25;5;17;18
21;6;26;22;1;4;11;9;14;24;13;20;23;10;16;19;7;3;15;8;12;2;25;5;17;18;4;5899331
4;5899331;21;6;26;22;1;4;11;9;14;24;13;20;23;10;16;19;7;3;15;8;12;2;25;5;17;18
21;6;26;22;1;4;11;9;14;18;13;20;23;10;16;19;7;3;15;8;12;2;25;5;17;24;4;5872595
4;5872595;21;6;26;22;1;4;11;9;14;18;13;20;23;10;16;19;7;3;15;8;12;2;25;5;17;24
21;6;26;22;1;4;11;9;8;18;13;20;23;10;16;19;7;3;15;14;12;2;25;5;17;24;4;6007382
4;6007382;21;6;26;22;1;4;11;9;8;18;13;20;23;10;16;19;7;3;15;14;12;2;25;5;17;24
21;6;26;22;1;4;11;9;8;18;20;13;23;10;16;19;7;3;15;14;12;2;25;5;17;24;4;6006969
4;6006969;21;6;26;22;1;4;11;9;8;18;20;13;23;10;16;19;7;3;15;14;12;2;25;5;17;24
4;6;26;22;1;21;11;9;8;18;20;13;23;10;16;19;7;3;15;14;12;2;25;5;17;24;4;6015547
5;6015547;4;6;26;22;1;21;11;9;8;18;20;13;23;10;16;19;7;3;15;14;12;2;25;5;17;24
19;6;26;22;1;21;11;9;8;18;20;13;23;10;16;4;7;3;15;14;12;2;25;5;17;24;5;5987107
5;5987107;19;6;26;22;1;21;11;9;8;18;20;13;23;10;16;4;7;3;15;14;12;2;25;5;17;24
19;6;26;23;1;21;11;9;8;18;20;13;22;10;16;4;7;3;15;14;12;2;25;5;17;24;5;5991205
5;5991205;19;6;26;23;1;21;11;9;8;18;20;13;22;10;16;4;7;3;15;14;12;2;25;5;17;24
19;6;26;23;1;9;11;21;8;18;20;13;22;10;16;4;7;3;15;14;12;2;25;5;17;24;5;5983183
5;5983183;19;6;26;23;1;9;11;21;8;18;20;13;22;10;16;4;7;3;15;14;12;2;25;5;17;24
19;6;26;23;1;9;11;21;14;18;20;13;22;10;16;4;7;3;15;8;12;2;25;5;17;24;5;5907277
5;5907277;19;6;26;23;1;9;11;21;14;18;20;13;22;10;16;4;7;3;15;8;12;2;25;5;17;24
19;6;26;23;1;9;11;21;14;18;20;13;22;10;16;4;17;3;15;8;12;2;25;5;7;24;5;5944508
5;5944508;19;6;26;23;1;9;11;21;14;18;20;13;22;10;16;4;17;3;15;8;12;2;25;5;7;24
19;6;26;23;1;9;11;21;14;18;17;13;22;10;16;4;20;3;15;8;12;2;25;5;7;24;5;5886201
5;5886201;19;6;26;23;1;9;11;21;14;18;17;13;22;10;16;4;20;3;15;8;12;2;25;5;7;24
19;10;26;23;1;9;11;21;14;18;17;13;22;6;16;4;20;3;15;8;12;2;25;5;7;24;5;5880465
5;5880465;19;10;26;23;1;9;11;21;14;18;17;13;22;6;16;4;20;3;15;8;12;2;25;5;7;24
19;10;26;23;1;9;11;21;14;18;17;13;22;6;16;4;20;3;15;7;12;2;25;5;8;24;5;5937050
5;5937050;19;10;26;23;1;9;11;21;14;18;17;13;22;6;16;4;20;3;15;7;12;2;25;5;8;24
19;10;4;23;1;9;11;21;14;18;17;13;22;6;16;26;20;3;15;7;12;2;25;5;8;24;5;5965047
5;5965047;19;10;4;23;1;9;11;21;14;18;17;13;22;6;16;26;20;3;15;7;12;2;25;5;8;24
19;10;4;23;1;9;11;21;14;18;17;13;22;6;16;26;20;3;15;7;8;2;25;5;12;24;5;5912298
5;5912298;19;10;4;23;1;9;11;21;14;18;17;13;22;6;16;26;20;3;15;7;8;2;25;5;12;24
19;10;4;23;1;9;11;21;14;6;17;13;22;18;16;26;20;3;15;7;8;2;25;5;12;24;5;5987480
5;5987480;19;10;4;23;1;9;11;21;14;6;17;13;22;18;16;26;20;3;15;7;8;2;25;5;12;24
19;10;4;23;1;9;5;21;14;6;17;13;22;18;16;26;20;3;15;7;8;2;25;11;12;24;5;5892758
5;5892758;19;10;4;23;1;9;5;21;14;6;17;13;22;18;16;26;20;3;15;7;8;2;25;11;12;24
19;10;4;23;1;9;5;21;14;6;2;13;22;18;16;26;20;3;15;7;8;17;25;11;12;24;5;5880574
5;5880574;19;10;4;23;1;9;5;21;14;6;2;13;22;18;16;26;20;3;15;7;8;17;25;11;12;24
19;10;4;23;1;9;5;21;14;12;2;13;22;18;16;26;20;3;15;7;8;17;25;11;6;24;5;5838985
5;5838985;19;10;4;23;1;9;5;21;14;12;2;13;22;18;16;26;20;3;15;7;8;17;25;11;6;24
19;14;4;23;1;9;5;21;10;12;2;13;22;18;16;26;20;3;15;7;8;17;25;11;6;24;5;5768768
5;5768768;19;14;4;23;1;9;5;21;10;12;2;13;22;18;16;26;20;3;15;7;8;17;25;11;6;24
19;14;4;23;1;9;5;21;10;12;2;13;22;18;16;26;20;3;7;15;8;17;25;11;6;24;5;5819424
5;5819424;19;14;4;23;1;9;5;21;10;12;2;13;22;18;16;26;20;3;7;15;8;17;25;11;6;24
19;14;4;23;1;9;5;21;10;12;2;13;22;18;16;26;20;3;7;15;8;17;11;25;6;24;5;5819424
5;5819424;19;14;4;23;1;9;5;21;10;12;2;13;22;18;16;26;20;3;7;15;8;17;11;25;6;24
19;14;26;23;1;9;5;21;10;12;2;13;22;18;16;4;20;3;7;15;8;17;11;25;6;24;5;5831740
5;5831740;19;14;26;23;1;9;5;21;10;12;2;13;22;18;16;4;20;3;7;15;8;17;11;25;6;24
18;14;26;23;1;9;5;21;10;12;2;13;22;19;16;4;20;3;7;15;8;17;11;25;6;24;5;5846417
5;5846417;18;14;26;23;1;9;5;21;10;12;2;13;22;19;16;4;20;3;7;15;8;17;11;25;6;24
18;14;26;23;1;9;5;21;10;12;2;13;22;19;16;3;20;4;7;15;8;17;11;25;6;24;5;5859466
6;5859466;18;14;26;23;1;9;5;21;10;12;2;13;22;19;16;3;20;4;7;15;8;17;11;25;6;24
18;14;26;23;1;9;5;21;10;12;2;13;22;15;16;3;20;4;7;19;8;17;11;25;6;24;6;5847888
6;5847888;18;14;26;23;1;9;5;21;10;12;2;13;22;15;16;3;20;4;7;19;8;17;11;25;6;24
18;9;26;23;1;14;5;21;10;12;2;13;22;15;16;3;20;4;7;19;8;17;11;25;6;24;6;5851559
6;5851559;18;9;26;23;1;14;5;21;10;12;2;13;22;15;16;3;20;4;7;19;8;17;11;25;6;24
4;9;26;23;1;14;5;21;10;12;2;13;22;15;16;3;20;18;7;19;8;17;11;25;6;24;6;5800852
6;5800852;4;9;26;23;1;14;5;21;10;12;2;13;22;15;16;3;20;18;7;19;8;17;11;25;6;24
4;9;26;23;1;14;19;21;10;12;2;13;22;15;16;3;20;18;7;5;8;17;11;25;6;24;6;5907141
6;5907141;4;9;26;23;1;14;19;21;10;12;2;13;22;15;16;3;20;18;7;5;8;17;11;25;6;24
4;9;26;8;1;14;19;21;10;12;2;13;22;15;16;3;20;18;7;5;23;17;11;25;6;24;6;5904156
6;5904156;4;9;26;8;1;14;19;21;10;12;2;13;22;15;16;3;20;18;7;5;23;17;11;25;6;24
4;9;26;8;1;14;19;21;10;12;2;13;22;15;16;3;20;18;7;5;17;23;11;25;6;24;6;5896247
6;5896247;4;9;26;8;1;14;19;21;10;12;2;13;22;15;16;3;20;18;7;5;17;23;11;25;6;24
4;9;26;8;1;14;19;21;10;12;2;13;22;15;16;3;20;5;7;18;17;23;11;25;6;24;6;5784931
6;5784931;4;9;26;8;1;14;19;21;10;12;2;13;22;15;16;3;20;5;7;18;17;23;11;25;6;24
4;9;26;8;1;14;19;21;10;12;2;17;22;15;16;3;20;5;7;18;13;23;11;25;6;24;6;5817258
6;5817258;4;9;26;8;1;14;19;21;10;12;2;17;22;15;16;3;20;5;7;18;13;23;11;25;6;24
4;9;26;8;1;14;19;21;10;12;25;17;22;15;16;3;20;5;7;18;13;23;11;2;6;24;6;5837460
6;5837460;4;9;26;8;1;14;19;21;10;12;25;17;22;15;16;3;20;5;7;18;13;23;11;2;6;24
4;9;26;8;1;14;19;21;10;12;25;17;22;15;16;3;11;5;7;18;13;23;20;2;6;24;6;5876050
6;5876050;4;9;26;8;1;14;19;21;10;12;25;17;22;15;16;3;11;5;7;18;13;23;20;2;6;24
4;9;26;8;1;14;19;21;10;12;25;17;22;15;5;3;11;16;7;18;13;23;20;2;6;24;6;6092548
6;6092548;4;9;26;8;1;14;19;21;10;12;25;17;22;15;5;3;11;16;7;18;13;23;20;2;6;24
4;9;26;8;1;14;19;23;10;12;25;17;22;15;5;3;11;16;7;18;13;21;20;2;6;24;6;6103370
6;6103370;4;9;26;8;1;14;19;23;10;12;25;17;22;15;5;3;11;16;7;18;13;21;20;2;6;24
4;9;26;8;1;14;19;23;10;12;25;18;22;15;5;3;11;16;7;17;13;21;20;2;6;24;6;5946886
6;5946886;4;9;26;8;1;14;19;23;10;12;25;18;22;15;5;3;11;16;7;17;13;21;20;2;6;24
4;9;26;3;1;14;19;23;10;12;25;18;22;15;5;8;11;16;7;17;13;21;20;2;6;24;6;5878756
6;5878756;4;9;26;3;1;14;19;23;10;12;25;18;22;15;5;8;11;16;7;17;13;21;20;2;6;24
4;9;26;3;1;14;19;13;10;12;25;18;22;15;5;8;11;16;7;17;23;21;20;2;6;24;6;5845156
6;5845156;4;9;26;3;1;14;19;13;10;12;25;18;22;15;5;8;11;16;7;17;23;21;20;2;6;24
4;9;26;19;1;14;3;13;10;12;25;18;22;15;5;8;11;16;7;17;23;21;20;2;6;24;6;6020857
6;6020857;4;9;26;19;1;14;3;13;10;12;25;18;22;15;5;8;11;16;7;17;23;21;20;2;6;24
4;6;26;19;1;14;3;13;10;12;25;18;22;15;5;8;11;16;7;17;23;21;20;2;9;24;6;6046812
6;6046812;4;6;26;19;1;14;3;13;10;12;25;18;22;15;5;8;11;16;7;17;23;21;20;2;9;24
4;6;26;19;1;14;3;13;10;12;25;18;22;15;5;16;11;8;7;17;23;21;20;2;9;24;6;5980827
6;5980827;4;6;26;19;1;14;3;13;10;12;25;18;22;15;5;16;11;8;7;17;23;21;20;2;9;24
