"X1";"X48622";"X4";"X11";"X8";"X2";"X10";"X5";"X12";"X6";"X7";"X1.1";"X3";"X9"
5;48670;5;8;6;3;12;7;1;10;11;2;4;9
5;8;6;3;12;7;10;1;11;2;4;9;5;46774
5;46774;5;8;6;3;12;7;10;1;11;2;4;9
5;8;3;6;12;7;10;1;11;2;4;9;5;47966
5;47966;5;8;3;6;12;7;10;1;11;2;4;9
5;8;3;6;12;10;7;1;11;2;4;9;5;35342
5;35342;5;8;3;6;12;10;7;1;11;2;4;9
5;6;3;8;12;10;7;1;11;2;4;9;5;47424
5;47424;5;6;3;8;12;10;7;1;11;2;4;9
12;6;3;8;5;10;7;1;11;2;4;9;5;45430
5;45430;12;6;3;8;5;10;7;1;11;2;4;9
12;6;3;7;5;10;8;1;11;2;4;9;5;43868
5;43868;12;6;3;7;5;10;8;1;11;2;4;9
12;6;4;7;5;10;8;1;11;2;3;9;5;41248
5;41248;12;6;4;7;5;10;8;1;11;2;3;9
12;6;4;7;5;10;9;1;11;2;3;8;5;44274
5;44274;12;6;4;7;5;10;9;1;11;2;3;8
12;6;4;7;2;10;9;1;11;5;3;8;5;41624
5;41624;12;6;4;7;2;10;9;1;11;5;3;8
12;6;4;3;2;10;9;1;11;5;7;8;5;42936
5;42936;12;6;4;3;2;10;9;1;11;5;7;8
12;10;4;3;2;6;9;1;11;5;7;8;5;52156
5;52156;12;10;4;3;2;6;9;1;11;5;7;8
12;10;4;3;2;6;11;1;9;5;7;8;5;52626
5;52626;12;10;4;3;2;6;11;1;9;5;7;8
10;12;4;3;2;6;11;1;9;5;7;8;5;48962
5;48962;10;12;4;3;2;6;11;1;9;5;7;8
10;12;4;3;2;6;8;1;9;5;7;11;5;45730
5;45730;10;12;4;3;2;6;8;1;9;5;7;11
10;12;4;3;2;6;8;1;9;7;5;11;5;42282
5;42282;10;12;4;3;2;6;8;1;9;7;5;11
10;12;4;3;2;6;8;11;9;7;5;1;5;49172
6;49172;10;12;4;3;2;6;8;11;9;7;5;1
10;12;4;3;2;6;8;9;11;7;5;1;6;39954
6;39954;10;12;4;3;2;6;8;9;11;7;5;1
10;12;4;8;2;6;3;9;11;7;5;1;6;36712
6;36712;10;12;4;8;2;6;3;9;11;7;5;1
10;12;4;8;3;6;2;9;11;7;5;1;6;38902
6;38902;10;12;4;8;3;6;2;9;11;7;5;1
5;12;4;8;3;6;2;9;11;7;10;1;6;38168
6;38168;5;12;4;8;3;6;2;9;11;7;10;1
5;12;4;8;3;6;2;9;11;1;10;7;6;46616
6;38168;5;12;4;8;3;6;2;9;11;7;10;1
5;12;4;8;3;6;9;2;11;7;10;1;6;37248
6;37248;5;12;4;8;3;6;9;2;11;7;10;1
5;12;11;8;3;6;9;2;4;7;10;1;6;35748
6;35748;5;12;11;8;3;6;9;2;4;7;10;1
5;12;11;8;10;6;9;2;4;7;3;1;6;34698
6;34698;5;12;11;8;10;6;9;2;4;7;3;1
5;12;11;8;10;1;9;2;4;7;3;6;6;51900
6;51900;5;12;11;8;10;1;9;2;4;7;3;6
9;12;11;8;10;1;5;2;4;7;3;6;6;47890
6;47890;9;12;11;8;10;1;5;2;4;7;3;6
9;12;11;4;10;1;5;2;8;7;3;6;6;50194
6;50194;9;12;11;4;10;1;5;2;8;7;3;6
9;12;11;4;7;1;5;2;8;10;3;6;6;47280
6;47280;9;12;11;4;7;1;5;2;8;10;3;6
9;12;11;4;7;10;5;2;8;1;3;6;6;45448
6;45448;9;12;11;4;7;10;5;2;8;1;3;6
9;12;11;6;7;10;5;2;8;1;3;4;6;42090
6;42090;9;12;11;6;7;10;5;2;8;1;3;4
9;12;11;3;7;10;5;2;8;1;6;4;6;42878
6;42878;9;12;11;3;7;10;5;2;8;1;6;4
9;12;11;10;7;3;5;2;8;1;6;4;6;38708
6;38708;9;12;11;10;7;3;5;2;8;1;6;4
9;12;4;10;7;3;5;2;8;1;6;11;6;43316
6;43316;9;12;4;10;7;3;5;2;8;1;6;11
9;12;4;10;7;8;5;2;3;1;6;11;6;48744
6;48744;9;12;4;10;7;8;5;2;3;1;6;11
9;12;4;10;7;8;5;2;3;1;11;6;6;48174
6;48174;9;12;4;10;7;8;5;2;3;1;11;6
9;12;4;10;7;8;5;2;1;3;11;6;6;56600
7;48174;9;12;4;10;7;8;5;2;3;1;11;6
9;12;4;10;8;7;5;2;3;1;11;6;7;41364
7;41364;9;12;4;10;8;7;5;2;3;1;11;6
9;12;4;2;8;7;5;10;3;1;11;6;7;36798
7;36798;9;12;4;2;8;7;5;10;3;1;11;6
9;12;4;2;8;3;5;10;7;1;11;6;7;41490
7;41490;9;12;4;2;8;3;5;10;7;1;11;6
9;12;4;2;8;3;10;5;7;1;11;6;7;48654
7;48654;9;12;4;2;8;3;10;5;7;1;11;6
9;12;4;2;8;3;10;5;11;1;7;6;7;48646
7;48646;9;12;4;2;8;3;10;5;11;1;7;6
9;10;4;2;8;3;12;5;11;1;7;6;7;55798
7;55798;9;10;4;2;8;3;12;5;11;1;7;6
9;10;4;2;8;3;11;5;12;1;7;6;7;53830
7;53830;9;10;4;2;8;3;11;5;12;1;7;6
9;10;4;2;8;12;11;5;3;1;7;6;7;59448
7;59448;9;10;4;2;8;12;11;5;3;1;7;6
10;9;4;2;8;12;11;5;3;1;7;6;7;48002
7;48002;10;9;4;2;8;12;11;5;3;1;7;6
11;9;4;2;8;12;10;5;3;1;7;6;7;44730
7;44730;11;9;4;2;8;12;10;5;3;1;7;6
11;12;4;2;8;9;10;5;3;1;7;6;7;40962
7;40962;11;12;4;2;8;9;10;5;3;1;7;6
11;8;4;2;12;9;10;5;3;1;7;6;7;42616
7;42616;11;8;4;2;12;9;10;5;3;1;7;6
11;8;6;2;12;9;10;5;3;1;7;4;7;37236
7;37236;11;8;6;2;12;9;10;5;3;1;7;4
11;12;6;2;8;9;10;5;3;1;7;4;7;35582
7;35582;11;12;6;2;8;9;10;5;3;1;7;4
11;12;6;2;8;9;5;10;3;1;7;4;7;27718
7;27718;11;12;6;2;8;9;5;10;3;1;7;4
11;12;6;2;8;9;5;10;3;7;1;4;7;27814
7;27814;11;12;6;2;8;9;5;10;3;7;1;4
11;12;4;2;8;9;5;10;3;7;1;6;7;34190
7;34190;11;12;4;2;8;9;5;10;3;7;1;6
11;12;4;2;8;9;7;10;3;5;1;6;7;30338
7;30338;11;12;4;2;8;9;7;10;3;5;1;6
11;12;4;2;8;9;7;10;1;5;3;6;7;30358
7;30358;11;12;4;2;8;9;7;10;1;5;3;6
3;12;4;2;8;9;7;10;1;5;11;6;7;41164
8;41164;3;12;4;2;8;9;7;10;1;5;11;6
3;12;11;2;8;9;7;10;1;5;4;6;8;41888
8;41888;3;12;11;2;8;9;7;10;1;5;4;6
3;12;4;2;8;9;7;10;1;5;11;6;8;41164
8;41164;3;12;4;2;8;9;7;10;1;5;11;6
6;12;4;2;8;9;7;10;1;5;11;3;8;30132
8;30132;6;12;4;2;8;9;7;10;1;5;11;3
6;12;4;2;11;9;7;10;1;5;8;3;8;24706
8;24706;6;12;4;2;11;9;7;10;1;5;8;3
2;12;4;6;11;9;7;10;1;5;8;3;8;32320
8;32320;2;12;4;6;11;9;7;10;1;5;8;3
2;12;4;6;11;9;8;10;1;5;7;3;8;30558
8;30558;2;12;4;6;11;9;8;10;1;5;7;3
2;12;4;6;11;9;8;10;1;7;5;3;8;36050
8;36050;2;12;4;6;11;9;8;10;1;7;5;3
2;12;4;6;7;9;8;10;1;11;5;3;8;42868
8;42868;2;12;4;6;7;9;8;10;1;11;5;3
2;12;4;6;7;9;8;10;11;1;5;3;8;29480
8;29480;2;12;4;6;7;9;8;10;11;1;5;3
2;12;7;6;4;9;8;10;11;1;5;3;8;30862
8;30862;2;12;7;6;4;9;8;10;11;1;5;3
2;12;5;6;4;9;8;10;11;1;7;3;8;32372
8;32372;2;12;5;6;4;9;8;10;11;1;7;3
2;12;9;6;4;5;8;10;11;1;7;3;8;41088
8;41088;2;12;9;6;4;5;8;10;11;1;7;3
2;12;3;6;4;5;8;10;11;1;7;9;8;44746
8;41088;2;12;9;6;4;5;8;10;11;1;7;3
4;12;9;6;2;5;8;10;11;1;7;3;8;47832
8;47832;4;12;9;6;2;5;8;10;11;1;7;3
4;12;9;6;2;10;8;5;11;1;7;3;8;58170
8;58170;4;12;9;6;2;10;8;5;11;1;7;3
4;12;9;11;2;10;8;5;6;1;7;3;8;63034
8;63034;4;12;9;11;2;10;8;5;6;1;7;3
12;4;9;11;2;10;8;5;6;1;7;3;8;54052
8;54052;12;4;9;11;2;10;8;5;6;1;7;3
12;4;9;11;2;6;8;5;10;1;7;3;8;42786
8;42786;12;4;9;11;2;6;8;5;10;1;7;3
9;4;12;11;2;6;8;5;10;1;7;3;8;36898
8;36898;9;4;12;11;2;6;8;5;10;1;7;3
9;4;12;2;11;6;8;5;10;1;7;3;8;37058
9;37058;9;4;12;2;11;6;8;5;10;1;7;3
9;4;12;2;11;5;8;6;10;1;7;3;9;52390
9;52390;9;4;12;2;11;5;8;6;10;1;7;3
9;11;12;2;4;5;8;6;10;1;7;3;9;37090
9;37090;9;11;12;2;4;5;8;6;10;1;7;3
9;11;12;2;4;5;8;1;10;6;7;3;9;42224
9;37090;9;11;12;2;4;5;8;6;10;1;7;3
2;11;12;9;4;5;8;6;10;1;7;3;9;44178
9;37090;9;11;12;2;4;5;8;6;10;1;7;3
9;11;12;2;4;6;8;5;10;1;7;3;9;35134
9;35134;9;11;12;2;4;6;8;5;10;1;7;3
9;11;2;12;4;6;8;5;10;1;7;3;9;35426
9;35426;9;11;2;12;4;6;8;5;10;1;7;3
9;11;2;12;10;6;8;5;4;1;7;3;9;39694
9;39694;9;11;2;12;10;6;8;5;4;1;7;3
9;11;2;8;10;6;12;5;4;1;7;3;9;38016
9;38016;9;11;2;8;10;6;12;5;4;1;7;3
9;5;2;8;10;6;12;11;4;1;7;3;9;53092
9;38016;9;11;2;8;10;6;12;5;4;1;7;3
9;11;2;12;10;6;8;5;4;1;7;3;9;39694
9;39694;9;11;2;12;10;6;8;5;4;1;7;3
9;11;2;12;10;6;3;5;4;1;7;8;9;37954
9;37954;9;11;2;12;10;6;3;5;4;1;7;8
9;11;4;12;10;6;3;5;2;1;7;8;9;34550
9;34550;9;11;4;12;10;6;3;5;2;1;7;8
9;3;4;12;10;6;11;5;2;1;7;8;9;59466
9;34550;9;11;4;12;10;6;3;5;2;1;7;8
9;3;4;12;10;6;11;5;2;1;7;8;9;59466
9;34550;9;11;4;12;10;6;3;5;2;1;7;8
10;11;4;12;9;6;3;5;2;1;7;8;9;42788
9;42788;10;11;4;12;9;6;3;5;2;1;7;8
10;11;5;12;9;6;3;4;2;1;7;8;9;35240
9;35240;10;11;5;12;9;6;3;4;2;1;7;8
3;11;5;12;9;6;10;4;2;1;7;8;9;31924
9;31924;3;11;5;12;9;6;10;4;2;1;7;8
4;11;5;12;9;6;10;3;2;1;7;8;9;37084
9;37084;4;11;5;12;9;6;10;3;2;1;7;8
4;11;5;12;9;6;10;3;2;8;7;1;9;39388
9;39388;4;11;5;12;9;6;10;3;2;8;7;1
4;6;5;12;9;11;10;3;2;8;7;1;9;29350
10;29350;4;6;5;12;9;11;10;3;2;8;7;1
4;6;5;12;11;9;10;3;2;8;7;1;10;38616
10;38616;4;6;5;12;11;9;10;3;2;8;7;1
4;6;5;12;11;2;10;3;9;8;7;1;10;42426
10;42426;4;6;5;12;11;2;10;3;9;8;7;1
4;6;5;12;11;10;2;3;9;8;7;1;10;45628
10;45628;4;6;5;12;11;10;2;3;9;8;7;1
4;5;6;12;11;10;2;3;9;8;7;1;10;53020
10;53020;4;5;6;12;11;10;2;3;9;8;7;1
4;5;6;12;11;10;3;2;9;8;7;1;10;56104
10;56104;4;5;6;12;11;10;3;2;9;8;7;1
4;5;6;12;11;10;9;2;3;8;7;1;10;54364
10;54364;4;5;6;12;11;10;9;2;3;8;7;1
5;4;6;12;11;10;9;2;3;8;7;1;10;55204
10;55204;5;4;6;12;11;10;9;2;3;8;7;1
10;4;6;12;11;5;9;2;3;8;7;1;10;60772
10;60772;10;4;6;12;11;5;9;2;3;8;7;1
5;4;6;12;11;10;9;2;3;8;7;1;10;55204
10;55204;5;4;6;12;11;10;9;2;3;8;7;1
5;4;6;12;7;10;9;2;3;8;11;1;10;54972
10;54972;5;4;6;12;7;10;9;2;3;8;11;1
11;4;6;12;7;10;9;2;3;8;5;1;10;48358
10;48358;11;4;6;12;7;10;9;2;3;8;5;1
11;4;5;12;7;10;9;2;3;8;6;1;10;56504
10;56504;11;4;5;12;7;10;9;2;3;8;6;1
11;4;5;12;7;10;6;2;3;8;9;1;10;54256
10;54256;11;4;5;12;7;10;6;2;3;8;9;1
11;4;5;12;7;10;6;1;3;8;9;2;10;48072
10;48072;11;4;5;12;7;10;6;1;3;8;9;2
11;4;5;12;7;10;6;8;3;1;9;2;10;44004
10;44004;11;4;5;12;7;10;6;8;3;1;9;2
3;4;5;12;7;10;6;8;11;1;9;2;10;36164
10;36164;3;4;5;12;7;10;6;8;11;1;9;2
3;2;5;12;7;10;6;8;11;1;9;4;10;44080
10;36164;3;4;5;12;7;10;6;8;11;1;9;2
3;4;5;9;7;10;6;8;11;1;12;2;10;35222
10;35222;3;4;5;9;7;10;6;8;11;1;12;2
3;7;5;9;4;10;6;8;11;1;12;2;10;32188
10;32188;3;7;5;9;4;10;6;8;11;1;12;2
3;7;5;9;4;1;6;8;11;10;12;2;10;28156
11;28156;3;7;5;9;4;1;6;8;11;10;12;2
10;7;5;9;4;1;6;8;11;3;12;2;11;34422
11;34422;10;7;5;9;4;1;6;8;11;3;12;2
10;7;5;9;4;1;12;8;11;3;6;2;11;34002
11;34002;10;7;5;9;4;1;12;8;11;3;6;2
10;7;5;9;8;1;12;4;11;3;6;2;11;24314
11;24314;10;7;5;9;8;1;12;4;11;3;6;2
10;7;11;9;8;1;12;4;5;3;6;2;11;25316
11;25316;10;7;11;9;8;1;12;4;5;3;6;2
10;7;11;9;8;1;2;4;5;3;6;12;11;27748
11;25316;10;7;11;9;8;1;12;4;5;3;6;2
9;7;11;10;8;1;12;4;5;3;6;2;11;31768
11;25316;10;7;11;9;8;1;12;4;5;3;6;2
10;6;11;9;8;1;12;4;5;3;7;2;11;40722
11;40722;10;6;11;9;8;1;12;4;5;3;7;2
10;6;7;9;8;1;12;4;5;3;11;2;11;39826
11;39826;10;6;7;9;8;1;12;4;5;3;11;2
10;6;7;9;8;1;12;2;5;3;11;4;11;45450
11;45450;10;6;7;9;8;1;12;2;5;3;11;4
10;12;7;9;8;1;6;2;5;3;11;4;11;58326
11;58326;10;12;7;9;8;1;6;2;5;3;11;4
10;12;7;9;8;1;2;6;5;3;11;4;11;61614
11;61614;10;12;7;9;8;1;2;6;5;3;11;4
10;5;7;9;8;1;2;6;12;3;11;4;11;43504
11;43504;10;5;7;9;8;1;2;6;12;3;11;4
10;5;1;9;8;7;2;6;12;3;11;4;11;33548
11;33548;10;5;1;9;8;7;2;6;12;3;11;4
10;9;1;5;8;7;2;6;12;3;11;4;11;45260
11;45260;10;9;1;5;8;7;2;6;12;3;11;4
7;9;1;5;8;10;2;6;12;3;11;4;11;50682
11;50682;7;9;1;5;8;10;2;6;12;3;11;4
7;9;1;5;6;10;2;8;12;3;11;4;11;44632
11;44632;7;9;1;5;6;10;2;8;12;3;11;4
7;9;11;5;6;10;2;8;12;3;1;4;11;51666
11;44632;7;9;1;5;6;10;2;8;12;3;11;4
7;9;1;5;6;8;2;10;12;3;11;4;11;39596
11;39596;7;9;1;5;6;8;2;10;12;3;11;4
7;6;1;5;9;8;2;10;12;3;11;4;11;47266
11;39596;7;9;1;5;6;8;2;10;12;3;11;4
7;9;1;5;6;8;2;10;11;3;12;4;11;39466
12;39466;7;9;1;5;6;8;2;10;11;3;12;4
7;9;1;5;6;8;2;3;11;10;12;4;12;42648
12;42648;7;9;1;5;6;8;2;3;11;10;12;4
7;3;1;5;6;8;2;9;11;10;12;4;12;52036
12;42648;7;9;1;5;6;8;2;3;11;10;12;4
7;9;3;5;6;8;2;1;11;10;12;4;12;37104
12;37104;7;9;3;5;6;8;2;1;11;10;12;4
3;9;7;5;6;8;2;1;11;10;12;4;12;39864
12;39864;3;9;7;5;6;8;2;1;11;10;12;4
3;1;7;5;6;8;2;9;11;10;12;4;12;45260
12;45260;3;1;7;5;6;8;2;9;11;10;12;4
12;1;7;5;6;8;2;9;11;10;3;4;12;51926
12;45260;3;1;7;5;6;8;2;9;11;10;12;4
3;1;7;5;9;8;2;6;11;10;12;4;12;42884
12;42884;3;1;7;5;9;8;2;6;11;10;12;4
3;1;7;5;9;8;2;10;11;6;12;4;12;37500
12;37500;3;1;7;5;9;8;2;10;11;6;12;4
3;1;7;5;12;8;2;10;11;6;9;4;12;38202
12;38202;3;1;7;5;12;8;2;10;11;6;9;4
9;1;7;5;12;8;2;10;11;6;3;4;12;43568
12;38202;3;1;7;5;12;8;2;10;11;6;9;4
10;1;7;5;12;8;2;3;11;6;9;4;12;42616
12;38202;3;1;7;5;12;8;2;10;11;6;9;4
3;1;10;5;12;8;2;7;11;6;9;4;12;47054
12;47054;3;1;10;5;12;8;2;7;11;6;9;4
3;1;10;5;12;8;2;9;11;6;7;4;12;38600
12;38600;3;1;10;5;12;8;2;9;11;6;7;4
3;5;10;1;12;8;2;9;11;6;7;4;12;31824
12;31824;3;5;10;1;12;8;2;9;11;6;7;4
2;5;10;1;12;8;3;9;11;6;7;4;12;43618
12;43618;2;5;10;1;12;8;3;9;11;6;7;4
2;3;10;1;12;8;5;9;11;6;7;4;12;44730
12;44730;2;3;10;1;12;8;5;9;11;6;7;4
12;3;10;1;2;8;5;9;11;6;7;4;12;46484
12;46484;12;3;10;1;2;8;5;9;11;6;7;4
8;3;10;1;2;12;5;9;11;6;7;4;12;45828
12;45828;8;3;10;1;2;12;5;9;11;6;7;4
8;3;10;1;2;12;7;9;11;6;5;4;12;42610
