"X1";"X5794617";"X16";"X1.1";"X11";"X8";"X9";"X24";"X2";"X22";"X19";"X10";"X3";"X21";"X17";"X23";"X4";"X18";"X5";"X14";"X20";"X12";"X15";"X7";"X26";"X25";"X13";"X6"
16;1;13;8;9;24;2;22;19;10;7;21;14;6;3;18;5;15;20;12;25;23;26;17;11;4;1;5815561
1;5815561;16;1;13;8;9;24;2;22;19;10;7;21;14;6;3;18;5;15;20;12;25;23;26;17;11;4
16;1;13;8;9;24;2;22;19;10;7;21;23;6;3;18;5;15;20;12;25;14;26;17;11;4;1;5916544
1;5916544;16;1;13;8;9;24;2;22;19;10;7;21;23;6;3;18;5;15;20;12;25;14;26;17;11;4
22;1;13;8;9;24;2;16;19;10;7;21;23;6;3;18;5;15;20;12;25;14;26;17;11;4;1;5912406
1;5912406;22;1;13;8;9;24;2;16;19;10;7;21;23;6;3;18;5;15;20;12;25;14;26;17;11;4
22;1;13;8;9;24;2;16;19;10;20;21;23;6;3;18;5;15;7;12;25;14;26;17;11;4;1;5899430
1;5899430;22;1;13;8;9;24;2;16;19;10;20;21;23;6;3;18;5;15;7;12;25;14;26;17;11;4
22;10;13;8;9;24;2;16;19;1;20;21;23;6;3;18;5;15;7;12;25;14;26;17;11;4;1;5843210
1;5843210;22;10;13;8;9;24;2;16;19;1;20;21;23;6;3;18;5;15;7;12;25;14;26;17;11;4
22;10;13;8;9;24;2;16;19;1;20;21;23;6;3;18;5;14;7;12;25;15;26;17;11;4;1;5827915
1;5827915;22;10;13;8;9;24;2;16;19;1;20;21;23;6;3;18;5;14;7;12;25;15;26;17;11;4
22;10;13;8;9;24;2;16;19;1;20;21;23;6;3;18;5;14;7;11;25;15;26;17;12;4;1;5844357
1;5844357;22;10;13;8;9;24;2;16;19;1;20;21;23;6;3;18;5;14;7;11;25;15;26;17;12;4
22;10;13;8;9;24;2;16;19;1;18;21;23;6;3;20;5;14;7;11;25;15;26;17;12;4;1;5817502
1;5817502;22;10;13;8;9;24;2;16;19;1;18;21;23;6;3;20;5;14;7;11;25;15;26;17;12;4
22;10;13;8;9;24;2;16;19;1;18;21;23;6;3;20;25;14;7;11;5;15;26;17;12;4;1;5873721
1;5873721;22;10;13;8;9;24;2;16;19;1;18;21;23;6;3;20;25;14;7;11;5;15;26;17;12;4
22;10;13;8;9;24;2;16;19;20;18;21;23;6;3;1;25;14;7;11;5;15;26;17;12;4;1;5874541
1;5874541;22;10;13;8;9;24;2;16;19;20;18;21;23;6;3;1;25;14;7;11;5;15;26;17;12;4
22;10;13;11;9;24;2;16;19;20;18;21;23;6;3;1;25;14;7;8;5;15;26;17;12;4;1;5902749
1;5902749;22;10;13;11;9;24;2;16;19;20;18;21;23;6;3;1;25;14;7;8;5;15;26;17;12;4
22;10;13;11;9;24;2;16;19;8;18;21;23;6;3;1;25;14;7;20;5;15;26;17;12;4;1;5874665
1;5874665;22;10;13;11;9;24;2;16;19;8;18;21;23;6;3;1;25;14;7;20;5;15;26;17;12;4
22;10;13;11;9;24;2;16;1;8;18;21;23;6;3;19;25;14;7;20;5;15;26;17;12;4;1;5879369
2;5879369;22;10;13;11;9;24;2;16;1;8;18;21;23;6;3;19;25;14;7;20;5;15;26;17;12;4
22;10;13;11;9;24;2;16;1;8;18;21;23;6;3;19;25;14;7;20;12;15;26;17;5;4;2;5881069
2;5881069;22;10;13;11;9;24;2;16;1;8;18;21;23;6;3;19;25;14;7;20;12;15;26;17;5;4
22;10;13;11;9;24;2;16;1;4;18;21;23;6;3;19;25;14;7;20;12;15;26;17;5;8;2;5884125
2;5884125;22;10;13;11;9;24;2;16;1;4;18;21;23;6;3;19;25;14;7;20;12;15;26;17;5;8
22;10;20;11;9;24;2;16;1;4;18;21;23;6;3;19;25;14;7;13;12;15;26;17;5;8;2;5866488
2;5866488;22;10;20;11;9;24;2;16;1;4;18;21;23;6;3;19;25;14;7;13;12;15;26;17;5;8
22;10;20;11;9;24;2;7;1;4;18;21;23;6;3;19;25;14;16;13;12;15;26;17;5;8;2;5880928
2;5880928;22;10;20;11;9;24;2;7;1;4;18;21;23;6;3;19;25;14;16;13;12;15;26;17;5;8
22;24;20;11;9;10;2;7;1;4;18;21;23;6;3;19;25;14;16;13;12;15;26;17;5;8;2;5885128
2;5885128;22;24;20;11;9;10;2;7;1;4;18;21;23;6;3;19;25;14;16;13;12;15;26;17;5;8
22;24;20;11;9;10;16;7;1;4;18;21;23;6;3;19;25;14;2;13;12;15;26;17;5;8;2;5867200
2;5867200;22;24;20;11;9;10;16;7;1;4;18;21;23;6;3;19;25;14;2;13;12;15;26;17;5;8
22;24;20;11;9;10;16;7;1;4;18;21;23;6;3;19;25;17;2;13;12;15;26;14;5;8;2;5960725
2;5960725;22;24;20;11;9;10;16;7;1;4;18;21;23;6;3;19;25;17;2;13;12;15;26;14;5;8
22;24;16;11;9;10;20;7;1;4;18;21;23;6;3;19;25;17;2;13;12;15;26;14;5;8;2;6036234
2;6036234;22;24;16;11;9;10;20;7;1;4;18;21;23;6;3;19;25;17;2;13;12;15;26;14;5;8
22;24;13;11;9;10;20;7;1;4;18;21;23;6;3;19;25;17;2;16;12;15;26;14;5;8;2;6038619
2;6038619;22;24;13;11;9;10;20;7;1;4;18;21;23;6;3;19;25;17;2;16;12;15;26;14;5;8
22;24;13;11;9;10;14;7;1;4;18;21;23;6;3;19;25;17;2;16;12;15;26;20;5;8;2;6102045
2;6102045;22;24;13;11;9;10;14;7;1;4;18;21;23;6;3;19;25;17;2;16;12;15;26;20;5;8
22;24;13;11;9;10;4;7;1;14;18;21;23;6;3;19;25;17;2;16;12;15;26;20;5;8;2;6027289
2;6027289;22;24;13;11;9;10;4;7;1;14;18;21;23;6;3;19;25;17;2;16;12;15;26;20;5;8
22;24;13;11;19;10;4;7;1;14;18;21;23;6;3;9;25;17;2;16;12;15;26;20;5;8;2;6100036
2;6100036;22;24;13;11;19;10;4;7;1;14;18;21;23;6;3;9;25;17;2;16;12;15;26;20;5;8
12;24;13;11;19;10;4;7;1;14;18;21;23;6;3;9;25;17;2;16;22;15;26;20;5;8;2;6092329
2;6092329;12;24;13;11;19;10;4;7;1;14;18;21;23;6;3;9;25;17;2;16;22;15;26;20;5;8
12;24;13;11;19;10;4;7;1;14;23;21;18;6;3;9;25;17;2;16;22;15;26;20;5;8;2;6094032
2;6094032;12;24;13;11;19;10;4;7;1;14;23;21;18;6;3;9;25;17;2;16;22;15;26;20;5;8
12;24;13;11;19;10;4;7;1;14;23;21;18;6;15;9;25;17;2;16;22;3;26;20;5;8;2;6074092
2;6074092;12;24;13;11;19;10;4;7;1;14;23;21;18;6;15;9;25;17;2;16;22;3;26;20;5;8
12;24;13;11;19;10;23;7;1;14;4;21;18;6;15;9;25;17;2;16;22;3;26;20;5;8;2;5967945
2;5967945;12;24;13;11;19;10;23;7;1;14;4;21;18;6;15;9;25;17;2;16;22;3;26;20;5;8
12;24;13;11;19;10;23;7;1;14;4;21;3;6;15;9;25;17;2;16;22;18;26;20;5;8;2;5981325
2;5981325;12;24;13;11;19;10;23;7;1;14;4;21;3;6;15;9;25;17;2;16;22;18;26;20;5;8
12;24;13;11;19;10;23;15;1;14;4;21;3;6;7;9;25;17;2;16;22;18;26;20;5;8;2;5890524
2;5890524;12;24;13;11;19;10;23;15;1;14;4;21;3;6;7;9;25;17;2;16;22;18;26;20;5;8
12;24;13;11;19;10;23;15;1;14;4;21;3;6;7;9;25;22;2;16;17;18;26;20;5;8;2;5907783
2;5907783;12;24;13;11;19;10;23;15;1;14;4;21;3;6;7;9;25;22;2;16;17;18;26;20;5;8
12;24;13;7;19;10;23;15;1;14;4;21;3;6;11;9;25;22;2;16;17;18;26;20;5;8;2;5907567
3;5907567;12;24;13;7;19;10;23;15;1;14;4;21;3;6;11;9;25;22;2;16;17;18;26;20;5;8
12;24;13;7;19;10;14;15;1;23;4;21;3;6;11;9;25;22;2;16;17;18;26;20;5;8;3;6006689
3;6006689;12;24;13;7;19;10;14;15;1;23;4;21;3;6;11;9;25;22;2;16;17;18;26;20;5;8
12;24;13;7;19;10;14;15;1;23;4;21;3;6;17;9;25;22;2;16;11;18;26;20;5;8;3;6011568
3;6011568;12;24;13;7;19;10;14;15;1;23;4;21;3;6;17;9;25;22;2;16;11;18;26;20;5;8
12;24;13;7;19;10;14;15;1;23;4;21;3;6;17;2;25;22;9;16;11;18;26;20;5;8;3;5962039
3;5962039;12;24;13;7;19;10;14;15;1;23;4;21;3;6;17;2;25;22;9;16;11;18;26;20;5;8
12;24;13;7;19;10;14;15;1;23;22;21;3;6;17;2;25;4;9;16;11;18;26;20;5;8;3;6003914
3;6003914;12;24;13;7;19;10;14;15;1;23;22;21;3;6;17;2;25;4;9;16;11;18;26;20;5;8
12;24;13;7;19;10;14;15;1;23;22;21;3;6;17;2;25;18;9;16;11;4;26;20;5;8;3;5934444
3;5934444;12;24;13;7;19;10;14;15;1;23;22;21;3;6;17;2;25;18;9;16;11;4;26;20;5;8
12;24;13;7;19;10;14;15;1;23;22;21;3;6;17;2;25;26;9;16;11;4;18;20;5;8;3;5966529
3;5966529;12;24;13;7;19;10;14;15;1;23;22;21;3;6;17;2;25;26;9;16;11;4;18;20;5;8
12;24;13;7;19;2;14;15;1;23;22;21;3;6;17;10;25;26;9;16;11;4;18;20;5;8;3;5985695
3;5985695;12;24;13;7;19;2;14;15;1;23;22;21;3;6;17;10;25;26;9;16;11;4;18;20;5;8
12;24;13;7;19;2;14;15;1;23;22;21;20;6;17;10;25;26;9;16;11;4;18;3;5;8;3;5939349
3;5939349;12;24;13;7;19;2;14;15;1;23;22;21;20;6;17;10;25;26;9;16;11;4;18;3;5;8
12;24;7;13;19;2;14;15;1;23;22;21;20;6;17;10;25;26;9;16;11;4;18;3;5;8;3;5935968
3;5935968;12;24;7;13;19;2;14;15;1;23;22;21;20;6;17;10;25;26;9;16;11;4;18;3;5;8
12;24;7;13;19;2;14;15;5;23;22;21;20;6;17;10;25;26;9;16;11;4;18;3;1;8;3;5861974
3;5861974;12;24;7;13;19;2;14;15;5;23;22;21;20;6;17;10;25;26;9;16;11;4;18;3;1;8
17;24;7;13;19;2;14;15;5;23;22;21;20;6;12;10;25;26;9;16;11;4;18;3;1;8;3;5861304
3;5861304;17;24;7;13;19;2;14;15;5;23;22;21;20;6;12;10;25;26;9;16;11;4;18;3;1;8
17;24;7;13;19;2;14;15;5;16;22;21;20;6;12;10;25;26;9;23;11;4;18;3;1;8;3;5837267
3;5837267;17;24;7;13;19;2;14;15;5;16;22;21;20;6;12;10;25;26;9;23;11;4;18;3;1;8
17;24;7;13;19;3;14;15;5;16;22;21;20;6;12;10;25;26;9;23;11;4;18;2;1;8;3;5895242
3;5895242;17;24;7;13;19;3;14;15;5;16;22;21;20;6;12;10;25;26;9;23;11;4;18;2;1;8
17;24;23;13;19;3;14;15;5;16;22;21;20;6;12;10;25;26;9;7;11;4;18;2;1;8;3;5894479
3;5894479;17;24;23;13;19;3;14;15;5;16;22;21;20;6;12;10;25;26;9;7;11;4;18;2;1;8
17;24;23;13;19;3;18;15;5;16;22;21;20;6;12;10;25;26;9;7;11;4;14;2;1;8;3;5916059
3;5916059;17;24;23;13;19;3;18;15;5;16;22;21;20;6;12;10;25;26;9;7;11;4;14;2;1;8
17;24;23;22;19;3;18;15;5;16;13;21;20;6;12;10;25;26;9;7;11;4;14;2;1;8;3;5909740
3;5909740;17;24;23;22;19;3;18;15;5;16;13;21;20;6;12;10;25;26;9;7;11;4;14;2;1;8
17;24;23;18;19;3;22;15;5;16;13;21;20;6;12;10;25;26;9;7;11;4;14;2;1;8;3;5831424
3;5831424;17;24;23;18;19;3;22;15;5;16;13;21;20;6;12;10;25;26;9;7;11;4;14;2;1;8
17;24;23;18;19;3;22;15;5;16;13;21;20;6;14;10;25;26;9;7;11;4;12;2;1;8;3;5818258
3;5818258;17;24;23;18;19;3;22;15;5;16;13;21;20;6;14;10;25;26;9;7;11;4;12;2;1;8
17;24;23;18;19;3;22;15;5;9;13;21;20;6;14;10;25;26;16;7;11;4;12;2;1;8;3;5808227
3;5808227;17;24;23;18;19;3;22;15;5;9;13;21;20;6;14;10;25;26;16;7;11;4;12;2;1;8
17;24;23;18;19;3;22;15;5;9;13;21;20;6;14;10;25;26;16;7;11;4;1;2;12;8;3;5943740
4;5943740;17;24;23;18;19;3;22;15;5;9;13;21;20;6;14;10;25;26;16;7;11;4;1;2;12;8
17;24;23;18;6;3;22;15;5;9;13;21;20;19;14;10;25;26;16;7;11;4;1;2;12;8;4;5928513
4;5928513;17;24;23;18;6;3;22;15;5;9;13;21;20;19;14;10;25;26;16;7;11;4;1;2;12;8
17;24;23;18;6;3;22;15;5;9;13;14;20;19;21;10;25;26;16;7;11;4;1;2;12;8;4;5919332
4;5919332;17;24;23;18;6;3;22;15;5;9;13;14;20;19;21;10;25;26;16;7;11;4;1;2;12;8
17;24;23;18;6;3;22;10;5;9;13;14;20;19;21;15;25;26;16;7;11;4;1;2;12;8;4;5920805
4;5920805;17;24;23;18;6;3;22;10;5;9;13;14;20;19;21;15;25;26;16;7;11;4;1;2;12;8
17;24;23;18;6;3;22;10;5;9;25;14;20;19;21;15;13;26;16;7;11;4;1;2;12;8;4;5931522
4;5931522;17;24;23;18;6;3;22;10;5;9;25;14;20;19;21;15;13;26;16;7;11;4;1;2;12;8
17;19;23;18;6;3;22;10;5;9;25;14;20;24;21;15;13;26;16;7;11;4;1;2;12;8;4;5946026
4;5946026;17;19;23;18;6;3;22;10;5;9;25;14;20;24;21;15;13;26;16;7;11;4;1;2;12;8
8;19;23;18;6;3;22;10;5;9;25;14;20;24;21;15;13;26;16;7;11;4;1;2;12;17;4;5841693
4;5841693;8;19;23;18;6;3;22;10;5;9;25;14;20;24;21;15;13;26;16;7;11;4;1;2;12;17
8;19;23;18;6;3;22;10;5;20;25;14;9;24;21;15;13;26;16;7;11;4;1;2;12;17;4;5824260
4;5824260;8;19;23;18;6;3;22;10;5;20;25;14;9;24;21;15;13;26;16;7;11;4;1;2;12;17
8;19;23;13;6;3;22;10;5;20;25;14;9;24;21;15;18;26;16;7;11;4;1;2;12;17;4;5784520
4;5784520;8;19;23;13;6;3;22;10;5;20;25;14;9;24;21;15;18;26;16;7;11;4;1;2;12;17
8;19;23;13;6;3;22;10;5;2;25;14;9;24;21;15;18;26;16;7;11;4;1;20;12;17;4;5862810
4;5784520;8;19;23;13;6;3;22;10;5;20;25;14;9;24;21;15;18;26;16;7;11;4;1;2;12;17
8;19;23;13;6;3;22;10;5;20;25;14;9;24;21;15;18;26;16;7;11;4;1;12;2;17;4;5800891
4;5800891;8;19;23;13;6;3;22;10;5;20;25;14;9;24;21;15;18;26;16;7;11;4;1;12;2;17
8;19;23;13;6;3;22;10;5;20;25;14;9;24;21;15;18;1;16;7;11;4;26;12;2;17;4;5691753
4;5691753;8;19;23;13;6;3;22;10;5;20;25;14;9;24;21;15;18;1;16;7;11;4;26;12;2;17
8;25;23;13;6;3;22;10;5;20;19;14;9;24;21;15;18;1;16;7;11;4;26;12;2;17;4;5660523
4;5660523;8;25;23;13;6;3;22;10;5;20;19;14;9;24;21;15;18;1;16;7;11;4;26;12;2;17
8;25;10;13;6;3;22;23;5;20;19;14;9;24;21;15;18;1;16;7;11;4;26;12;2;17;4;5661375
4;5661375;8;25;10;13;6;3;22;23;5;20;19;14;9;24;21;15;18;1;16;7;11;4;26;12;2;17
8;25;10;13;6;3;22;23;5;20;19;9;14;24;21;15;18;1;16;7;11;4;26;12;2;17;4;5646773
4;5646773;8;25;10;13;6;3;22;23;5;20;19;9;14;24;21;15;18;1;16;7;11;4;26;12;2;17
8;25;10;13;6;12;22;23;5;20;19;9;14;24;21;15;18;1;16;7;11;4;26;3;2;17;4;5747815
4;5747815;8;25;10;13;6;12;22;23;5;20;19;9;14;24;21;15;18;1;16;7;11;4;26;3;2;17
8;25;10;16;6;12;22;23;5;20;19;9;14;24;21;15;18;1;13;7;11;4;26;3;2;17;4;5755755
4;5755755;8;25;10;16;6;12;22;23;5;20;19;9;14;24;21;15;18;1;13;7;11;4;26;3;2;17
8;25;10;16;6;12;22;23;5;20;3;9;14;24;21;15;18;1;13;7;11;4;26;19;2;17;4;5757852
4;5757852;8;25;10;16;6;12;22;23;5;20;3;9;14;24;21;15;18;1;13;7;11;4;26;19;2;17
8;25;24;16;6;12;22;23;5;20;3;9;14;10;21;15;18;1;13;7;11;4;26;19;2;17;4;5757663
4;5757663;8;25;24;16;6;12;22;23;5;20;3;9;14;10;21;15;18;1;13;7;11;4;26;19;2;17
8;25;24;16;6;12;22;23;5;20;3;9;14;10;21;15;7;1;13;18;11;4;26;19;2;17;4;5785927
4;5785927;8;25;24;16;6;12;22;23;5;20;3;9;14;10;21;15;7;1;13;18;11;4;26;19;2;17
8;25;24;16;6;12;22;23;5;20;3;9;14;17;21;15;7;1;13;18;11;4;26;19;2;10;4;5788138
5;5788138;8;25;24;16;6;12;22;23;5;20;3;9;14;17;21;15;7;1;13;18;11;4;26;19;2;10
8;25;24;16;20;12;22;23;5;6;3;9;14;17;21;15;7;1;13;18;11;4;26;19;2;10;5;5853241
5;5853241;8;25;24;16;20;12;22;23;5;6;3;9;14;17;21;15;7;1;13;18;11;4;26;19;2;10
8;25;24;16;20;12;22;23;5;6;3;9;14;17;21;15;7;1;26;18;11;4;13;19;2;10;5;5845371
5;5845371;8;25;24;16;20;12;22;23;5;6;3;9;14;17;21;15;7;1;26;18;11;4;13;19;2;10
8;25;24;16;23;12;22;20;5;6;3;9;14;17;21;15;7;1;26;18;11;4;13;19;2;10;5;5778709
5;5778709;8;25;24;16;23;12;22;20;5;6;3;9;14;17;21;15;7;1;26;18;11;4;13;19;2;10
8;25;24;16;23;12;22;20;5;6;3;9;14;17;21;15;7;1;19;18;11;4;13;26;2;10;5;5783082
5;5783082;8;25;24;16;23;12;22;20;5;6;3;9;14;17;21;15;7;1;19;18;11;4;13;26;2;10
8;25;24;16;21;12;22;20;5;6;3;9;14;17;23;15;7;1;19;18;11;4;13;26;2;10;5;5795690
5;5795690;8;25;24;16;21;12;22;20;5;6;3;9;14;17;23;15;7;1;19;18;11;4;13;26;2;10
8;25;24;16;21;12;22;20;5;6;3;9;14;17;23;15;7;1;11;18;19;4;13;26;2;10;5;5794961
5;5794961;8;25;24;16;21;12;22;20;5;6;3;9;14;17;23;15;7;1;11;18;19;4;13;26;2;10
8;25;24;4;21;12;22;20;5;6;3;9;14;17;23;15;7;1;11;18;19;16;13;26;2;10;5;5782737
5;5782737;8;25;24;4;21;12;22;20;5;6;3;9;14;17;23;15;7;1;11;18;19;16;13;26;2;10
8;25;10;4;21;12;22;20;5;6;3;9;14;17;23;15;7;1;11;18;19;16;13;26;2;24;5;5782020
5;5782020;8;25;10;4;21;12;22;20;5;6;3;9;14;17;23;15;7;1;11;18;19;16;13;26;2;24
8;25;10;4;3;12;22;20;5;6;21;9;14;17;23;15;7;1;11;18;19;16;13;26;2;24;5;5782576
5;5782576;8;25;10;4;3;12;22;20;5;6;21;9;14;17;23;15;7;1;11;18;19;16;13;26;2;24
8;25;10;4;3;12;22;20;5;6;21;9;14;17;23;15;7;16;11;18;19;1;13;26;2;24;5;5861300
5;5861300;8;25;10;4;3;12;22;20;5;6;21;9;14;17;23;15;7;16;11;18;19;1;13;26;2;24
6;25;10;4;3;12;22;20;5;8;21;9;14;17;23;15;7;16;11;18;19;1;13;26;2;24;5;5817200
5;5817200;6;25;10;4;3;12;22;20;5;8;21;9;14;17;23;15;7;16;11;18;19;1;13;26;2;24
6;25;10;21;3;12;22;20;5;8;4;9;14;17;23;15;7;16;11;18;19;1;13;26;2;24;5;5837328
5;5837328;6;25;10;21;3;12;22;20;5;8;4;9;14;17;23;15;7;16;11;18;19;1;13;26;2;24
26;25;10;21;3;12;22;20;5;8;4;9;14;17;23;15;7;16;11;18;19;1;13;6;2;24;5;5833934
5;5833934;26;25;10;21;3;12;22;20;5;8;4;9;14;17;23;15;7;16;11;18;19;1;13;6;2;24
26;25;10;21;3;12;22;20;5;8;4;9;14;6;23;15;7;16;11;18;19;1;13;17;2;24;5;5818299
5;5818299;26;25;10;21;3;12;22;20;5;8;4;9;14;6;23;15;7;16;11;18;19;1;13;17;2;24
26;25;10;21;3;1;22;20;5;8;4;9;14;6;23;15;7;16;11;18;19;12;13;17;2;24;5;5731350
5;5731350;26;25;10;21;3;1;22;20;5;8;4;9;14;6;23;15;7;16;11;18;19;12;13;17;2;24
26;25;10;21;3;1;22;20;5;8;4;9;14;6;23;2;7;16;11;18;19;12;13;17;15;24;5;5733792
5;5733792;26;25;10;21;3;1;22;20;5;8;4;9;14;6;23;2;7;16;11;18;19;12;13;17;15;24
26;25;10;21;3;1;22;20;5;8;4;14;9;6;23;2;7;16;11;18;19;12;13;17;15;24;5;5735069
5;5735069;26;25;10;21;3;1;22;20;5;8;4;14;9;6;23;2;7;16;11;18;19;12;13;17;15;24
26;25;10;21;3;1;22;20;5;8;4;14;9;6;23;24;7;16;11;18;19;12;13;17;15;2;5;5743808
5;5743808;26;25;10;21;3;1;22;20;5;8;4;14;9;6;23;24;7;16;11;18;19;12;13;17;15;2
26;25;10;21;3;1;22;20;5;8;4;14;9;6;23;24;7;18;11;16;19;12;13;17;15;2;5;5747534
5;5747534;26;25;10;21;3;1;22;20;5;8;4;14;9;6;23;24;7;18;11;16;19;12;13;17;15;2
26;25;10;21;3;1;22;20;5;4;8;14;9;6;23;24;7;18;11;16;19;12;13;17;15;2;5;5762867
6;5762867;26;25;10;21;3;1;22;20;5;4;8;14;9;6;23;24;7;18;11;16;19;12;13;17;15;2
26;25;10;21;13;1;22;20;5;4;8;14;9;6;23;24;7;18;11;16;19;12;3;17;15;2;6;5771247
6;5771247;26;25;10;21;13;1;22;20;5;4;8;14;9;6;23;24;7;18;11;16;19;12;3;17;15;2
26;25;10;21;13;1;22;20;5;4;8;14;7;6;23;24;9;18;11;16;19;12;3;17;15;2;6;5733088
6;5733088;26;25;10;21;13;1;22;20;5;4;8;14;7;6;23;24;9;18;11;16;19;12;3;17;15;2
26;25;10;21;13;1;22;20;5;4;8;14;7;6;23;24;9;18;11;16;19;12;3;15;17;2;6;5740858
6;5740858;26;25;10;21;13;1;22;20;5;4;8;14;7;6;23;24;9;18;11;16;19;12;3;15;17;2
26;25;10;21;13;1;15;20;5;4;8;14;7;6;23;24;9;18;11;16;19;12;3;22;17;2;6;5701196
6;5701196;26;25;10;21;13;1;15;20;5;4;8;14;7;6;23;24;9;18;11;16;19;12;3;22;17;2
26;25;10;21;13;1;15;20;5;4;22;14;7;6;23;24;9;18;11;16;19;12;3;8;17;2;6;5747871
6;5747871;26;25;10;21;13;1;15;20;5;4;22;14;7;6;23;24;9;18;11;16;19;12;3;8;17;2
26;25;10;21;13;23;15;20;5;4;22;14;7;6;1;24;9;18;11;16;19;12;3;8;17;2;6;5815331
6;5815331;26;25;10;21;13;23;15;20;5;4;22;14;7;6;1;24;9;18;11;16;19;12;3;8;17;2
26;25;10;16;13;23;15;20;5;4;22;14;7;6;1;24;9;18;11;21;19;12;3;8;17;2;6;5824718
6;5824718;26;25;10;16;13;23;15;20;5;4;22;14;7;6;1;24;9;18;11;21;19;12;3;8;17;2
26;25;10;16;13;23;15;20;5;4;22;14;7;6;1;24;9;18;11;2;19;12;3;8;17;21;6;5765553
6;5765553;26;25;10;16;13;23;15;20;5;4;22;14;7;6;1;24;9;18;11;2;19;12;3;8;17;21
26;25;10;16;13;23;15;20;5;4;22;14;18;6;1;24;9;7;11;2;19;12;3;8;17;21;6;5768399
6;5768399;26;25;10;16;13;23;15;20;5;4;22;14;18;6;1;24;9;7;11;2;19;12;3;8;17;21
26;25;10;16;13;23;15;20;5;18;22;14;4;6;1;24;9;7;11;2;19;12;3;8;17;21;6;5820306
6;5820306;26;25;10;16;13;23;15;20;5;18;22;14;4;6;1;24;9;7;11;2;19;12;3;8;17;21
26;25;10;16;13;23;15;20;5;18;22;8;4;6;1;24;9;7;11;2;19;12;3;14;17;21;6;5799750
6;5799750;26;25;10;16;13;23;15;20;5;18;22;8;4;6;1;24;9;7;11;2;19;12;3;14;17;21
26;25;10;5;13;23;15;20;16;18;22;8;4;6;1;24;9;7;11;2;19;12;3;14;17;21;6;5981287
6;5799750;26;25;10;16;13;23;15;20;5;18;22;8;4;6;1;24;9;7;11;2;19;12;3;14;17;21
26;1;10;16;13;23;15;20;5;18;22;8;4;6;25;24;9;7;11;2;19;12;3;14;17;21;6;5809466
6;5809466;26;1;10;16;13;23;15;20;5;18;22;8;4;6;25;24;9;7;11;2;19;12;3;14;17;21
26;1;10;3;13;23;15;20;5;18;22;8;4;6;25;24;9;7;11;2;19;12;16;14;17;21;6;5803430
6;5803430;26;1;10;3;13;23;15;20;5;18;22;8;4;6;25;24;9;7;11;2;19;12;16;14;17;21
21;1;10;3;13;23;15;20;5;18;22;8;4;6;25;24;9;7;11;2;19;12;16;14;17;26;6;5870756
6;5870756;21;1;10;3;13;23;15;20;5;18;22;8;4;6;25;24;9;7;11;2;19;12;16;14;17;26
21;1;10;3;13;23;24;20;5;18;22;8;4;6;25;15;9;7;11;2;19;12;16;14;17;26;6;5870063
6;5870063;21;1;10;3;13;23;24;20;5;18;22;8;4;6;25;15;9;7;11;2;19;12;16;14;17;26
21;2;10;3;13;23;24;20;5;18;22;8;4;6;25;15;9;7;11;1;19;12;16;14;17;26;6;5892181
6;5892181;21;2;10;3;13;23;24;20;5;18;22;8;4;6;25;15;9;7;11;1;19;12;16;14;17;26
21;2;10;3;13;23;24;20;5;18;22;8;4;6;25;15;9;7;11;1;26;12;16;14;17;19;6;5927792
6;5927792;21;2;10;3;13;23;24;20;5;18;22;8;4;6;25;15;9;7;11;1;26;12;16;14;17;19
