"X1";"X5950996";"X26";"X4";"X1.1";"X19";"X25";"X13";"X21";"X23";"X14";"X9";"X6";"X7";"X10";"X12";"X24";"X5";"X16";"X17";"X20";"X18";"X8";"X11";"X3";"X22";"X15";"X2"
1;10;14;26;2;21;3;7;6;8;19;12;9;22;13;20;16;15;4;17;24;11;18;5;23;25;2;5925551
2;5925551;1;10;14;26;2;21;3;7;6;8;19;12;9;22;13;20;16;15;4;17;24;11;18;5;23;25
1;10;14;26;2;21;3;7;6;8;19;12;9;23;13;20;16;15;4;17;24;11;18;5;22;25;2;5928715
2;5928715;1;10;14;26;2;21;3;7;6;8;19;12;9;23;13;20;16;15;4;17;24;11;18;5;22;25
1;10;14;26;2;21;3;17;6;8;19;12;9;23;13;20;16;15;4;7;24;11;18;5;22;25;2;6030619
2;6030619;1;10;14;26;2;21;3;17;6;8;19;12;9;23;13;20;16;15;4;7;24;11;18;5;22;25
1;10;14;26;2;21;3;17;6;8;5;12;9;23;13;20;16;15;4;7;24;11;18;19;22;25;2;5914476
2;5914476;1;10;14;26;2;21;3;17;6;8;5;12;9;23;13;20;16;15;4;7;24;11;18;19;22;25
1;10;14;26;4;21;3;17;6;8;5;12;9;23;13;20;16;15;2;7;24;11;18;19;22;25;2;5938194
2;5938194;1;10;14;26;4;21;3;17;6;8;5;12;9;23;13;20;16;15;2;7;24;11;18;19;22;25
1;10;14;26;6;21;3;17;4;8;5;12;9;23;13;20;16;15;2;7;24;11;18;19;22;25;2;5900644
2;5900644;1;10;14;26;6;21;3;17;4;8;5;12;9;23;13;20;16;15;2;7;24;11;18;19;22;25
1;10;14;26;6;21;3;17;4;8;5;12;9;23;13;20;19;15;2;7;24;11;18;16;22;25;2;5870781
2;5870781;1;10;14;26;6;21;3;17;4;8;5;12;9;23;13;20;19;15;2;7;24;11;18;16;22;25
1;10;14;26;6;21;3;17;4;8;5;12;9;23;22;20;19;15;2;7;24;11;18;16;13;25;2;5869995
2;5869995;1;10;14;26;6;21;3;17;4;8;5;12;9;23;22;20;19;15;2;7;24;11;18;16;13;25
1;10;14;26;6;21;3;17;4;8;5;12;9;23;22;20;19;15;25;7;24;11;18;16;13;2;2;5879708
2;5879708;1;10;14;26;6;21;3;17;4;8;5;12;9;23;22;20;19;15;25;7;24;11;18;16;13;2
1;2;14;26;6;21;3;17;4;8;5;12;9;23;22;20;19;15;25;7;24;11;18;16;13;10;2;5886477
3;5886477;1;2;14;26;6;21;3;17;4;8;5;12;9;23;22;20;19;15;25;7;24;11;18;16;13;10
1;2;14;26;6;21;3;17;4;8;18;12;9;23;22;20;19;15;25;7;24;11;5;16;13;10;3;5971917
3;5971917;1;2;14;26;6;21;3;17;4;8;18;12;9;23;22;20;19;15;25;7;24;11;5;16;13;10
9;2;14;26;6;21;3;17;4;8;18;12;1;23;22;20;19;15;25;7;24;11;5;16;13;10;3;5997885
3;5997885;9;2;14;26;6;21;3;17;4;8;18;12;1;23;22;20;19;15;25;7;24;11;5;16;13;10
9;2;14;12;6;21;3;17;4;8;18;26;1;23;22;20;19;15;25;7;24;11;5;16;13;10;3;6041333
3;6041333;9;2;14;12;6;21;3;17;4;8;18;26;1;23;22;20;19;15;25;7;24;11;5;16;13;10
9;2;14;12;6;21;3;17;4;8;18;26;1;23;25;20;19;15;22;7;24;11;5;16;13;10;3;6027861
3;6027861;9;2;14;12;6;21;3;17;4;8;18;26;1;23;25;20;19;15;22;7;24;11;5;16;13;10
9;2;14;12;6;21;3;17;4;8;20;26;1;23;25;18;19;15;22;7;24;11;5;16;13;10;3;6049009
3;6049009;9;2;14;12;6;21;3;17;4;8;20;26;1;23;25;18;19;15;22;7;24;11;5;16;13;10
9;2;14;12;6;21;3;17;4;8;20;26;1;23;25;18;19;15;22;10;24;11;5;16;13;7;3;5967978
3;5967978;9;2;14;12;6;21;3;17;4;8;20;26;1;23;25;18;19;15;22;10;24;11;5;16;13;7
22;2;14;12;6;21;3;17;4;8;20;26;1;23;25;18;19;15;9;10;24;11;5;16;13;7;3;5871349
3;5871349;22;2;14;12;6;21;3;17;4;8;20;26;1;23;25;18;19;15;9;10;24;11;5;16;13;7
22;2;14;10;6;21;3;17;4;8;20;26;1;23;25;18;19;15;9;12;24;11;5;16;13;7;3;5866027
3;5866027;22;2;14;10;6;21;3;17;4;8;20;26;1;23;25;18;19;15;9;12;24;11;5;16;13;7
22;2;14;10;6;21;3;17;4;8;20;26;1;23;25;18;19;15;9;12;11;24;5;16;13;7;3;5860263
3;5860263;22;2;14;10;6;21;3;17;4;8;20;26;1;23;25;18;19;15;9;12;11;24;5;16;13;7
22;2;14;10;6;21;3;17;4;8;20;26;1;25;23;18;19;15;9;12;11;24;5;16;13;7;3;5863006
3;5863006;22;2;14;10;6;21;3;17;4;8;20;26;1;25;23;18;19;15;9;12;11;24;5;16;13;7
22;2;14;10;6;21;3;17;4;8;20;26;1;25;23;18;19;24;9;12;11;15;5;16;13;7;3;5917379
3;5917379;22;2;14;10;6;21;3;17;4;8;20;26;1;25;23;18;19;24;9;12;11;15;5;16;13;7
22;2;14;10;6;21;3;17;4;8;12;26;1;25;23;18;19;24;9;20;11;15;5;16;13;7;3;5923211
3;5923211;22;2;14;10;6;21;3;17;4;8;12;26;1;25;23;18;19;24;9;20;11;15;5;16;13;7
22;2;14;10;6;1;3;17;4;8;12;26;21;25;23;18;19;24;9;20;11;15;5;16;13;7;3;5971915
3;5971915;22;2;14;10;6;1;3;17;4;8;12;26;21;25;23;18;19;24;9;20;11;15;5;16;13;7
22;2;14;10;6;1;3;17;4;8;12;26;21;25;23;18;19;24;9;16;11;15;5;20;13;7;3;5956021
3;5956021;22;2;14;10;6;1;3;17;4;8;12;26;21;25;23;18;19;24;9;16;11;15;5;20;13;7
22;2;14;10;6;21;3;17;4;8;12;26;1;25;23;18;19;24;9;16;11;15;5;20;13;7;3;5907317
3;5907317;22;2;14;10;6;21;3;17;4;8;12;26;1;25;23;18;19;24;9;16;11;15;5;20;13;7
22;2;14;10;6;8;3;17;4;21;12;26;1;25;23;18;19;24;9;16;11;15;5;20;13;7;3;5895013
3;5895013;22;2;14;10;6;8;3;17;4;21;12;26;1;25;23;18;19;24;9;16;11;15;5;20;13;7
12;2;14;10;6;8;3;17;4;21;22;26;1;25;23;18;19;24;9;16;11;15;5;20;13;7;3;5925503
3;5925503;12;2;14;10;6;8;3;17;4;21;22;26;1;25;23;18;19;24;9;16;11;15;5;20;13;7
12;2;14;25;6;8;3;17;4;21;22;26;1;10;23;18;19;24;9;16;11;15;5;20;13;7;3;5924536
3;5924536;12;2;14;25;6;8;3;17;4;21;22;26;1;10;23;18;19;24;9;16;11;15;5;20;13;7
12;17;14;25;6;8;3;2;4;21;22;26;1;10;23;18;19;24;9;16;11;15;5;20;13;7;3;5892973
3;5892973;12;17;14;25;6;8;3;2;4;21;22;26;1;10;23;18;19;24;9;16;11;15;5;20;13;7
12;17;14;25;6;8;3;2;4;21;22;26;1;10;23;18;19;24;5;16;11;15;9;20;13;7;3;5884136
4;5884136;12;17;14;25;6;8;3;2;4;21;22;26;1;10;23;18;19;24;5;16;11;15;9;20;13;7
12;17;14;20;6;8;3;2;4;21;22;26;1;10;23;18;19;24;5;16;11;15;9;25;13;7;4;5896237
4;5896237;12;17;14;20;6;8;3;2;4;21;22;26;1;10;23;18;19;24;5;16;11;15;9;25;13;7
12;17;14;20;6;8;3;2;4;21;22;26;1;10;23;18;19;24;13;16;11;15;9;25;5;7;4;6046449
4;6046449;12;17;14;20;6;8;3;2;4;21;22;26;1;10;23;18;19;24;13;16;11;15;9;25;5;7
12;17;14;20;6;8;3;2;4;21;22;26;19;10;23;18;1;24;13;16;11;15;9;25;5;7;4;6059856
4;6059856;12;17;14;20;6;8;3;2;4;21;22;26;19;10;23;18;1;24;13;16;11;15;9;25;5;7
10;17;14;20;6;8;3;2;4;21;22;26;19;12;23;18;1;24;13;16;11;15;9;25;5;7;4;6050019
4;6050019;10;17;14;20;6;8;3;2;4;21;22;26;19;12;23;18;1;24;13;16;11;15;9;25;5;7
10;17;14;20;6;8;3;2;4;21;22;12;19;26;23;18;1;24;13;16;11;15;9;25;5;7;4;6048997
4;6048997;10;17;14;20;6;8;3;2;4;21;22;12;19;26;23;18;1;24;13;16;11;15;9;25;5;7
10;17;14;20;6;8;3;2;24;21;22;12;19;26;23;18;1;4;13;16;11;15;9;25;5;7;4;6038394
4;6038394;10;17;14;20;6;8;3;2;24;21;22;12;19;26;23;18;1;4;13;16;11;15;9;25;5;7
10;17;14;20;6;8;16;2;24;21;22;12;19;26;23;18;1;4;13;3;11;15;9;25;5;7;4;6043752
4;6043752;10;17;14;20;6;8;16;2;24;21;22;12;19;26;23;18;1;4;13;3;11;15;9;25;5;7
10;17;14;15;6;8;16;2;24;21;22;12;19;26;23;18;1;4;13;3;11;20;9;25;5;7;4;6028482
4;6028482;10;17;14;15;6;8;16;2;24;21;22;12;19;26;23;18;1;4;13;3;11;20;9;25;5;7
10;17;14;15;6;8;16;2;24;21;22;12;19;26;23;18;1;4;13;3;11;20;9;7;5;25;4;6018986
4;6018986;10;17;14;15;6;8;16;2;24;21;22;12;19;26;23;18;1;4;13;3;11;20;9;7;5;25
10;17;14;2;6;8;16;15;24;21;22;12;19;26;23;18;1;4;13;3;11;20;9;7;5;25;4;5959615
4;5959615;10;17;14;2;6;8;16;15;24;21;22;12;19;26;23;18;1;4;13;3;11;20;9;7;5;25
10;14;17;2;6;8;16;15;24;21;22;12;19;26;23;18;1;4;13;3;11;20;9;7;5;25;4;5944288
4;5944288;10;14;17;2;6;8;16;15;24;21;22;12;19;26;23;18;1;4;13;3;11;20;9;7;5;25
10;14;17;24;6;8;16;15;2;21;22;12;19;26;23;18;1;4;13;3;11;20;9;7;5;25;4;5973670
4;5973670;10;14;17;24;6;8;16;15;2;21;22;12;19;26;23;18;1;4;13;3;11;20;9;7;5;25
23;14;17;24;6;8;16;15;2;21;22;12;19;26;10;18;1;4;13;3;11;20;9;7;5;25;4;5973700
4;5973700;23;14;17;24;6;8;16;15;2;21;22;12;19;26;10;18;1;4;13;3;11;20;9;7;5;25
23;14;17;24;6;8;16;15;2;21;22;12;19;26;10;3;1;4;13;18;11;20;9;7;5;25;4;5889623
4;5889623;23;14;17;24;6;8;16;15;2;21;22;12;19;26;10;3;1;4;13;18;11;20;9;7;5;25
23;14;17;24;6;8;16;15;2;21;22;12;19;26;10;3;1;4;13;18;11;20;9;7;25;5;4;5889623
4;5889623;23;14;17;24;6;8;16;15;2;21;22;12;19;26;10;3;1;4;13;18;11;20;9;7;25;5
23;26;17;24;6;8;16;15;2;21;22;12;19;14;10;3;1;4;13;18;11;20;9;7;25;5;4;5889369
4;5889369;23;26;17;24;6;8;16;15;2;21;22;12;19;14;10;3;1;4;13;18;11;20;9;7;25;5
23;26;17;24;6;8;16;15;2;21;22;12;19;14;18;3;1;4;13;10;11;20;9;7;25;5;4;5884464
4;5884464;23;26;17;24;6;8;16;15;2;21;22;12;19;14;18;3;1;4;13;10;11;20;9;7;25;5
23;26;17;24;6;8;16;15;5;21;22;12;19;14;18;3;1;4;13;10;11;20;9;7;25;2;4;5834271
4;5834271;23;26;17;24;6;8;16;15;5;21;22;12;19;14;18;3;1;4;13;10;11;20;9;7;25;2
23;26;17;24;6;8;16;15;5;21;22;12;19;14;18;3;11;4;13;10;1;20;9;7;25;2;4;5876674
4;5876674;23;26;17;24;6;8;16;15;5;21;22;12;19;14;18;3;11;4;13;10;1;20;9;7;25;2
23;26;17;24;6;8;16;5;15;21;22;12;19;14;18;3;11;4;13;10;1;20;9;7;25;2;4;5873714
5;5873714;23;26;17;24;6;8;16;5;15;21;22;12;19;14;18;3;11;4;13;10;1;20;9;7;25;2
23;26;17;24;6;8;16;5;15;21;22;12;25;14;18;3;11;4;13;10;1;20;9;7;19;2;5;5907673
5;5907673;23;26;17;24;6;8;16;5;15;21;22;12;25;14;18;3;11;4;13;10;1;20;9;7;19;2
23;26;17;24;6;8;16;5;15;7;22;12;25;14;18;3;11;4;13;10;1;20;9;21;19;2;5;5958384
5;5958384;23;26;17;24;6;8;16;5;15;7;22;12;25;14;18;3;11;4;13;10;1;20;9;21;19;2
23;26;17;24;22;8;16;5;15;7;6;12;25;14;18;3;11;4;13;10;1;20;9;21;19;2;5;5940198
5;5940198;23;26;17;24;22;8;16;5;15;7;6;12;25;14;18;3;11;4;13;10;1;20;9;21;19;2
23;26;17;20;22;8;16;5;15;7;6;12;25;14;18;3;11;4;13;10;1;24;9;21;19;2;5;5950053
5;5950053;23;26;17;20;22;8;16;5;15;7;6;12;25;14;18;3;11;4;13;10;1;24;9;21;19;2
23;26;17;20;22;8;16;5;15;7;6;12;25;14;18;3;11;9;13;10;1;24;4;21;19;2;5;5941813
5;5941813;23;26;17;20;22;8;16;5;15;7;6;12;25;14;18;3;11;9;13;10;1;24;4;21;19;2
23;26;17;20;22;13;16;5;15;7;6;12;25;14;18;3;11;9;8;10;1;24;4;21;19;2;5;5903658
5;5903658;23;26;17;20;22;13;16;5;15;7;6;12;25;14;18;3;11;9;8;10;1;24;4;21;19;2
23;26;17;20;22;24;16;5;15;7;6;12;25;14;18;3;11;9;8;10;1;13;4;21;19;2;5;5905127
5;5905127;23;26;17;20;22;24;16;5;15;7;6;12;25;14;18;3;11;9;8;10;1;13;4;21;19;2
23;26;17;20;22;24;16;5;15;7;6;12;25;14;18;3;11;9;8;10;2;13;4;21;19;1;5;5822353
5;5822353;23;26;17;20;22;24;16;5;15;7;6;12;25;14;18;3;11;9;8;10;2;13;4;21;19;1
23;8;17;20;22;24;16;5;15;7;6;12;25;14;18;3;11;9;26;10;2;13;4;21;19;1;5;5806555
5;5806555;23;8;17;20;22;24;16;5;15;7;6;12;25;14;18;3;11;9;26;10;2;13;4;21;19;1
23;8;17;20;22;24;16;2;15;7;6;12;25;14;18;3;11;9;26;10;5;13;4;21;19;1;5;6006953
5;6006953;23;8;17;20;22;24;16;2;15;7;6;12;25;14;18;3;11;9;26;10;5;13;4;21;19;1
23;8;17;20;22;24;16;2;15;7;6;12;25;14;18;3;11;9;26;10;19;13;4;21;5;1;5;5791134
5;5791134;23;8;17;20;22;24;16;2;15;7;6;12;25;14;18;3;11;9;26;10;19;13;4;21;5;1
23;8;17;20;22;24;16;2;15;9;6;12;25;14;18;3;11;7;26;10;19;13;4;21;5;1;5;5810732
5;5810732;23;8;17;20;22;24;16;2;15;9;6;12;25;14;18;3;11;7;26;10;19;13;4;21;5;1
23;8;17;20;22;24;16;2;15;9;6;12;25;14;18;3;11;7;19;10;26;13;4;21;5;1;5;5808380
5;5808380;23;8;17;20;22;24;16;2;15;9;6;12;25;14;18;3;11;7;19;10;26;13;4;21;5;1
23;8;17;20;22;21;16;2;15;9;6;12;25;14;18;3;11;7;19;10;26;13;4;24;5;1;5;5784565
5;5784565;23;8;17;20;22;21;16;2;15;9;6;12;25;14;18;3;11;7;19;10;26;13;4;24;5;1
23;8;17;20;22;21;16;2;15;9;6;12;25;26;18;3;11;7;19;10;14;13;4;24;5;1;5;5791475
5;5791475;23;8;17;20;22;21;16;2;15;9;6;12;25;26;18;3;11;7;19;10;14;13;4;24;5;1
23;8;17;20;22;21;16;2;15;9;6;12;25;4;18;3;11;7;19;10;14;13;26;24;5;1;5;5765510
5;5765510;23;8;17;20;22;21;16;2;15;9;6;12;25;4;18;3;11;7;19;10;14;13;26;24;5;1
23;8;17;20;22;21;16;2;15;9;12;6;25;4;18;3;11;7;19;10;14;13;26;24;5;1;5;5761859
5;5761859;23;8;17;20;22;21;16;2;15;9;12;6;25;4;18;3;11;7;19;10;14;13;26;24;5;1
23;8;17;20;22;21;16;2;15;9;12;6;25;4;24;3;11;7;19;10;14;13;26;18;5;1;5;5782754
5;5782754;23;8;17;20;22;21;16;2;15;9;12;6;25;4;24;3;11;7;19;10;14;13;26;18;5;1
23;8;17;20;22;21;16;2;15;9;12;6;10;4;24;3;11;7;19;25;14;13;26;18;5;1;5;5782785
5;5782785;23;8;17;20;22;21;16;2;15;9;12;6;10;4;24;3;11;7;19;25;14;13;26;18;5;1
23;8;17;20;22;21;16;2;15;9;12;6;10;4;24;3;7;11;19;25;14;13;26;18;5;1;5;5787070
6;5787070;23;8;17;20;22;21;16;2;15;9;12;6;10;4;24;3;7;11;19;25;14;13;26;18;5;1
23;8;17;20;22;21;16;2;15;9;12;13;10;4;24;3;7;11;19;25;14;6;26;18;5;1;6;5786900
6;5786900;23;8;17;20;22;21;16;2;15;9;12;13;10;4;24;3;7;11;19;25;14;6;26;18;5;1
23;8;17;20;22;3;16;2;15;9;12;13;10;4;24;21;7;11;19;25;14;6;26;18;5;1;6;5767717
6;5767717;23;8;17;20;22;3;16;2;15;9;12;13;10;4;24;21;7;11;19;25;14;6;26;18;5;1
23;8;17;20;22;3;16;2;9;15;12;13;10;4;24;21;7;11;19;25;14;6;26;18;5;1;6;5785337
6;5785337;23;8;17;20;22;3;16;2;9;15;12;13;10;4;24;21;7;11;19;25;14;6;26;18;5;1
23;25;17;20;22;3;16;2;9;15;12;13;10;4;24;21;7;11;19;8;14;6;26;18;5;1;6;5785969
6;5785969;23;25;17;20;22;3;16;2;9;15;12;13;10;4;24;21;7;11;19;8;14;6;26;18;5;1
23;25;17;20;22;3;16;2;9;15;12;13;10;4;18;21;7;11;19;8;14;6;26;24;5;1;6;5765074
6;5765074;23;25;17;20;22;3;16;2;9;15;12;13;10;4;18;21;7;11;19;8;14;6;26;24;5;1
23;25;17;20;22;3;16;2;9;15;12;13;10;4;18;1;7;11;19;8;14;6;26;24;5;21;6;5762792
6;5762792;23;25;17;20;22;3;16;2;9;15;12;13;10;4;18;1;7;11;19;8;14;6;26;24;5;21
23;25;17;20;22;3;16;2;9;15;12;13;10;4;18;1;7;11;19;24;14;6;26;8;5;21;6;5770785
6;5770785;23;25;17;20;22;3;16;2;9;15;12;13;10;4;18;1;7;11;19;24;14;6;26;8;5;21
23;25;17;20;22;3;16;2;9;15;12;13;10;4;18;26;7;11;19;24;14;6;1;8;5;21;6;5864634
6;5864634;23;25;17;20;22;3;16;2;9;15;12;13;10;4;18;26;7;11;19;24;14;6;1;8;5;21
23;25;13;20;22;3;16;2;9;15;12;17;10;4;18;26;7;11;19;24;14;6;1;8;5;21;6;5873755
6;5873755;23;25;13;20;22;3;16;2;9;15;12;17;10;4;18;26;7;11;19;24;14;6;1;8;5;21
23;6;13;20;22;3;16;2;9;15;12;17;10;4;18;26;7;11;19;24;14;25;1;8;5;21;6;5873075
6;5873075;23;6;13;20;22;3;16;2;9;15;12;17;10;4;18;26;7;11;19;24;14;25;1;8;5;21
23;6;13;20;22;3;16;15;9;2;12;17;10;4;18;26;7;11;19;24;14;25;1;8;5;21;6;5873715
6;5873715;23;6;13;20;22;3;16;15;9;2;12;17;10;4;18;26;7;11;19;24;14;25;1;8;5;21
23;11;13;20;22;3;16;15;9;2;12;17;10;4;18;26;7;6;19;24;14;25;1;8;5;21;6;5874177
6;5874177;23;11;13;20;22;3;16;15;9;2;12;17;10;4;18;26;7;6;19;24;14;25;1;8;5;21
23;11;13;20;22;3;16;15;9;2;12;17;10;4;18;26;7;6;24;19;14;25;1;8;5;21;6;5875983
6;5875983;23;11;13;20;22;3;16;15;9;2;12;17;10;4;18;26;7;6;24;19;14;25;1;8;5;21
23;11;13;20;22;3;16;15;9;2;12;6;10;4;18;26;7;17;24;19;14;25;1;8;5;21;6;5877163
6;5877163;23;11;13;20;22;3;16;15;9;2;12;6;10;4;18;26;7;17;24;19;14;25;1;8;5;21
23;11;13;20;22;5;16;15;9;2;12;6;10;4;18;26;7;17;24;19;14;25;1;8;3;21;6;5851061
6;5851061;23;11;13;20;22;5;16;15;9;2;12;6;10;4;18;26;7;17;24;19;14;25;1;8;3;21
23;11;13;20;22;5;16;15;9;2;12;6;10;4;18;26;7;17;25;19;14;24;1;8;3;21;6;5848066
6;5848066;23;11;13;20;22;5;16;15;9;2;12;6;10;4;18;26;7;17;25;19;14;24;1;8;3;21
23;11;13;20;22;5;16;15;9;2;12;25;10;4;18;26;7;17;6;19;14;24;1;8;3;21;6;5845622
6;5845622;23;11;13;20;22;5;16;15;9;2;12;25;10;4;18;26;7;17;6;19;14;24;1;8;3;21
23;12;13;20;22;5;16;15;9;2;11;25;10;4;18;26;7;17;6;19;14;24;1;8;3;21;6;5857178
6;5857178;23;12;13;20;22;5;16;15;9;2;11;25;10;4;18;26;7;17;6;19;14;24;1;8;3;21
