"X1";"X5906931";"X19";"X13";"X10";"X21";"X3";"X11";"X2";"X1.1";"X12";"X14";"X20";"X16";"X22";"X6";"X17";"X23";"X8";"X4";"X5";"X15";"X7";"X26";"X9";"X24";"X18";"X25"
9;1;5;10;26;24;4;7;17;20;18;16;15;3;11;8;21;13;2;6;19;25;22;23;12;14;2;5781790
2;5781790;9;1;5;10;26;24;4;7;17;20;18;16;15;3;11;8;21;13;2;6;19;25;22;23;12;14
9;1;5;10;26;24;4;7;17;16;18;20;15;3;11;8;21;13;2;6;19;25;22;23;12;14;2;5824392
2;5824392;9;1;5;10;26;24;4;7;17;16;18;20;15;3;11;8;21;13;2;6;19;25;22;23;12;14
9;1;5;10;26;24;3;7;17;16;18;20;15;4;11;8;21;13;2;6;19;25;22;23;12;14;2;5891348
2;5891348;9;1;5;10;26;24;3;7;17;16;18;20;15;4;11;8;21;13;2;6;19;25;22;23;12;14
9;1;5;10;26;24;3;7;17;16;18;25;15;4;11;8;21;13;2;6;19;20;22;23;12;14;2;6005811
2;6005811;9;1;5;10;26;24;3;7;17;16;18;25;15;4;11;8;21;13;2;6;19;20;22;23;12;14
9;1;5;10;26;24;3;7;17;16;18;25;15;12;11;8;21;13;2;6;19;20;22;23;4;14;2;5992222
2;5992222;9;1;5;10;26;24;3;7;17;16;18;25;15;12;11;8;21;13;2;6;19;20;22;23;4;14
9;1;5;10;26;24;3;19;17;16;18;25;15;12;11;8;21;13;2;6;7;20;22;23;4;14;2;5934973
2;5934973;9;1;5;10;26;24;3;19;17;16;18;25;15;12;11;8;21;13;2;6;7;20;22;23;4;14
9;1;5;10;26;24;3;19;17;21;18;25;15;12;11;8;16;13;2;6;7;20;22;23;4;14;2;5934874
2;5934874;9;1;5;10;26;24;3;19;17;21;18;25;15;12;11;8;16;13;2;6;7;20;22;23;4;14
9;1;5;10;26;24;21;19;17;3;18;25;15;12;11;8;16;13;2;6;7;20;22;23;4;14;2;5940211
2;5940211;9;1;5;10;26;24;21;19;17;3;18;25;15;12;11;8;16;13;2;6;7;20;22;23;4;14
9;1;5;10;26;24;21;19;17;11;18;25;15;12;3;8;16;13;2;6;7;20;22;23;4;14;2;5888154
2;5888154;9;1;5;10;26;24;21;19;17;11;18;25;15;12;3;8;16;13;2;6;7;20;22;23;4;14
9;1;5;10;26;24;21;19;17;11;18;25;15;12;3;8;16;13;2;6;7;20;22;23;14;4;2;5888154
2;5888154;9;1;5;10;26;24;21;19;17;11;18;25;15;12;3;8;16;13;2;6;7;20;22;23;14;4
12;1;5;10;26;24;21;19;17;11;18;25;15;9;3;8;16;13;2;6;7;20;22;23;14;4;2;5857809
2;5857809;12;1;5;10;26;24;21;19;17;11;18;25;15;9;3;8;16;13;2;6;7;20;22;23;14;4
12;1;5;10;26;24;21;19;17;11;18;25;15;7;3;8;16;13;2;6;9;20;22;23;14;4;2;5918581
2;5918581;12;1;5;10;26;24;21;19;17;11;18;25;15;7;3;8;16;13;2;6;9;20;22;23;14;4
12;1;5;10;26;24;21;18;17;11;19;25;15;7;3;8;16;13;2;6;9;20;22;23;14;4;2;5968625
3;5968625;12;1;5;10;26;24;21;18;17;11;19;25;15;7;3;8;16;13;2;6;9;20;22;23;14;4
12;1;2;10;26;24;21;18;17;11;19;25;15;7;3;8;16;13;5;6;9;20;22;23;14;4;3;5903775
3;5903775;12;1;2;10;26;24;21;18;17;11;19;25;15;7;3;8;16;13;5;6;9;20;22;23;14;4
12;1;2;10;26;24;21;18;17;11;19;25;15;7;3;8;14;13;5;6;9;20;22;23;16;4;3;5794652
3;5794652;12;1;2;10;26;24;21;18;17;11;19;25;15;7;3;8;14;13;5;6;9;20;22;23;16;4
12;1;2;10;16;24;21;18;17;11;19;25;15;7;3;8;14;13;5;6;9;20;22;23;26;4;3;5803420
3;5803420;12;1;2;10;16;24;21;18;17;11;19;25;15;7;3;8;14;13;5;6;9;20;22;23;26;4
12;1;2;10;16;24;21;18;17;11;4;25;15;7;3;8;14;13;5;6;9;20;22;23;26;19;3;5783880
3;5783880;12;1;2;10;16;24;21;18;17;11;4;25;15;7;3;8;14;13;5;6;9;20;22;23;26;19
12;7;2;10;16;24;21;18;17;11;4;25;15;1;3;8;14;13;5;6;9;20;22;23;26;19;3;5776634
3;5776634;12;7;2;10;16;24;21;18;17;11;4;25;15;1;3;8;14;13;5;6;9;20;22;23;26;19
12;7;2;10;16;24;20;18;17;11;4;25;15;1;3;8;14;13;5;6;9;21;22;23;26;19;3;5781418
3;5781418;12;7;2;10;16;24;20;18;17;11;4;25;15;1;3;8;14;13;5;6;9;21;22;23;26;19
23;7;2;10;16;24;20;18;17;11;4;25;15;1;3;8;14;13;5;6;9;21;22;12;26;19;3;5793256
3;5793256;23;7;2;10;16;24;20;18;17;11;4;25;15;1;3;8;14;13;5;6;9;21;22;12;26;19
23;7;2;10;16;24;20;18;17;11;4;12;15;1;3;8;14;13;5;6;9;21;22;25;26;19;3;5755945
3;5755945;23;7;2;10;16;24;20;18;17;11;4;12;15;1;3;8;14;13;5;6;9;21;22;25;26;19
23;7;2;10;12;24;20;18;17;11;4;16;15;1;3;8;14;13;5;6;9;21;22;25;26;19;3;5771036
3;5771036;23;7;2;10;12;24;20;18;17;11;4;16;15;1;3;8;14;13;5;6;9;21;22;25;26;19
23;7;2;10;12;24;11;18;17;20;4;16;15;1;3;8;14;13;5;6;9;21;22;25;26;19;3;5735419
3;5735419;23;7;2;10;12;24;11;18;17;20;4;16;15;1;3;8;14;13;5;6;9;21;22;25;26;19
23;7;2;10;12;24;11;21;17;20;4;16;15;1;3;8;14;13;5;6;9;18;22;25;26;19;3;5709894
3;5709894;23;7;2;10;12;24;11;21;17;20;4;16;15;1;3;8;14;13;5;6;9;18;22;25;26;19
23;7;2;10;12;24;11;21;13;20;4;16;15;1;3;8;14;17;5;6;9;18;22;25;26;19;3;5728840
3;5728840;23;7;2;10;12;24;11;21;13;20;4;16;15;1;3;8;14;17;5;6;9;18;22;25;26;19
23;7;2;10;12;24;11;21;13;20;4;16;15;6;3;8;14;17;5;1;9;18;22;25;26;19;3;5777870
3;5777870;23;7;2;10;12;24;11;21;13;20;4;16;15;6;3;8;14;17;5;1;9;18;22;25;26;19
23;7;2;10;12;24;11;21;22;20;4;16;15;6;3;8;14;17;5;1;9;18;13;25;26;19;3;5799062
3;5799062;23;7;2;10;12;24;11;21;22;20;4;16;15;6;3;8;14;17;5;1;9;18;13;25;26;19
23;7;2;10;12;24;11;21;22;20;4;16;19;6;3;8;14;17;5;1;9;18;13;25;26;15;3;5777962
3;5777962;23;7;2;10;12;24;11;21;22;20;4;16;19;6;3;8;14;17;5;1;9;18;13;25;26;15
23;7;2;10;12;5;11;21;22;20;4;16;19;6;3;8;14;17;24;1;9;18;13;25;26;15;3;5950785
3;5950785;23;7;2;10;12;5;11;21;22;20;4;16;19;6;3;8;14;17;24;1;9;18;13;25;26;15
23;7;2;10;12;5;11;21;22;20;4;16;19;6;14;8;3;17;24;1;9;18;13;25;26;15;3;5905940
3;5905940;23;7;2;10;12;5;11;21;22;20;4;16;19;6;14;8;3;17;24;1;9;18;13;25;26;15
23;7;2;10;12;5;11;21;22;20;4;16;19;6;14;8;3;17;24;1;9;18;13;25;15;26;3;5905940
3;5905940;23;7;2;10;12;5;11;21;22;20;4;16;19;6;14;8;3;17;24;1;9;18;13;25;15;26
23;7;2;10;12;5;11;21;22;9;4;16;19;6;14;8;3;17;24;1;20;18;13;25;15;26;3;5853461
3;5853461;23;7;2;10;12;5;11;21;22;9;4;16;19;6;14;8;3;17;24;1;20;18;13;25;15;26
23;7;2;10;12;5;11;21;22;9;19;16;4;6;14;8;3;17;24;1;20;18;13;25;15;26;3;5856354
4;5856354;23;7;2;10;12;5;11;21;22;9;19;16;4;6;14;8;3;17;24;1;20;18;13;25;15;26
23;7;2;10;12;5;11;21;22;9;19;16;4;6;14;8;3;17;24;1;20;18;13;26;15;25;4;5843693
4;5843693;23;7;2;10;12;5;11;21;22;9;19;16;4;6;14;8;3;17;24;1;20;18;13;26;15;25
23;7;2;10;12;5;11;21;22;9;13;16;4;6;14;8;3;17;24;1;20;18;19;26;15;25;4;5881085
4;5881085;23;7;2;10;12;5;11;21;22;9;13;16;4;6;14;8;3;17;24;1;20;18;19;26;15;25
23;7;2;10;12;5;11;21;16;9;13;22;4;6;14;8;3;17;24;1;20;18;19;26;15;25;4;5857452
4;5857452;23;7;2;10;12;5;11;21;16;9;13;22;4;6;14;8;3;17;24;1;20;18;19;26;15;25
23;7;2;10;12;5;1;21;16;9;13;22;4;6;14;8;3;17;24;11;20;18;19;26;15;25;4;5739740
4;5739740;23;7;2;10;12;5;1;21;16;9;13;22;4;6;14;8;3;17;24;11;20;18;19;26;15;25
23;7;2;10;12;5;1;21;16;9;13;22;4;6;14;8;3;17;24;11;20;25;19;26;15;18;4;5952201
4;5952201;23;7;2;10;12;5;1;21;16;9;13;22;4;6;14;8;3;17;24;11;20;25;19;26;15;18
23;7;2;10;22;5;1;21;16;9;13;12;4;6;14;8;3;17;24;11;20;25;19;26;15;18;4;5944144
4;5944144;23;7;2;10;22;5;1;21;16;9;13;12;4;6;14;8;3;17;24;11;20;25;19;26;15;18
23;3;2;10;22;5;1;21;16;9;13;12;4;6;14;8;7;17;24;11;20;25;19;26;15;18;4;5932004
4;5932004;23;3;2;10;22;5;1;21;16;9;13;12;4;6;14;8;7;17;24;11;20;25;19;26;15;18
23;3;2;10;22;5;1;11;16;9;13;12;4;6;14;8;7;17;24;21;20;25;19;26;15;18;4;5982794
4;5982794;23;3;2;10;22;5;1;11;16;9;13;12;4;6;14;8;7;17;24;21;20;25;19;26;15;18
23;3;2;10;6;5;1;11;16;9;13;12;4;22;14;8;7;17;24;21;20;25;19;26;15;18;4;5989500
4;5989500;23;3;2;10;6;5;1;11;16;9;13;12;4;22;14;8;7;17;24;21;20;25;19;26;15;18
23;3;2;10;6;26;1;11;16;9;13;12;4;22;14;8;7;17;24;21;20;25;19;5;15;18;4;6004358
4;6004358;23;3;2;10;6;26;1;11;16;9;13;12;4;22;14;8;7;17;24;21;20;25;19;5;15;18
23;3;2;10;6;26;1;11;16;9;13;12;4;22;18;8;7;17;24;21;20;25;19;5;15;14;4;6036567
4;6036567;23;3;2;10;6;26;1;11;16;9;13;12;4;22;18;8;7;17;24;21;20;25;19;5;15;14
23;3;2;10;6;26;1;11;22;9;13;12;4;16;18;8;7;17;24;21;20;25;19;5;15;14;4;6043826
4;6043826;23;3;2;10;6;26;1;11;22;9;13;12;4;16;18;8;7;17;24;21;20;25;19;5;15;14
23;22;2;10;6;26;1;11;3;9;13;12;4;16;18;8;7;17;24;21;20;25;19;5;15;14;4;6084683
4;6084683;23;22;2;10;6;26;1;11;3;9;13;12;4;16;18;8;7;17;24;21;20;25;19;5;15;14
23;22;2;10;6;12;1;11;3;9;13;26;4;16;18;8;7;17;24;21;20;25;19;5;15;14;4;6117168
4;6117168;23;22;2;10;6;12;1;11;3;9;13;26;4;16;18;8;7;17;24;21;20;25;19;5;15;14
23;22;2;10;6;12;1;11;3;9;13;26;7;16;18;8;4;17;24;21;20;25;19;5;15;14;4;6126506
4;6126506;23;22;2;10;6;12;1;11;3;9;13;26;7;16;18;8;4;17;24;21;20;25;19;5;15;14
23;22;2;10;6;12;1;11;3;24;13;26;7;16;18;8;4;17;9;21;20;25;19;5;15;14;4;6090023
4;6090023;23;22;2;10;6;12;1;11;3;24;13;26;7;16;18;8;4;17;9;21;20;25;19;5;15;14
23;22;21;10;6;12;1;11;3;24;13;26;7;16;18;8;4;17;9;2;20;25;19;5;15;14;4;6077689
4;6077689;23;22;21;10;6;12;1;11;3;24;13;26;7;16;18;8;4;17;9;2;20;25;19;5;15;14
17;22;21;10;6;12;1;11;3;24;13;26;7;16;18;8;4;23;9;2;20;25;19;5;15;14;4;6065812
4;6065812;17;22;21;10;6;12;1;11;3;24;13;26;7;16;18;8;4;23;9;2;20;25;19;5;15;14
11;22;21;10;6;12;1;17;3;24;13;26;7;16;18;8;4;23;9;2;20;25;19;5;15;14;4;6066843
4;6066843;11;22;21;10;6;12;1;17;3;24;13;26;7;16;18;8;4;23;9;2;20;25;19;5;15;14
11;22;3;10;6;12;1;17;21;24;13;26;7;16;18;8;4;23;9;2;20;25;19;5;15;14;4;6024368
5;6024368;11;22;3;10;6;12;1;17;21;24;13;26;7;16;18;8;4;23;9;2;20;25;19;5;15;14
11;22;3;10;6;12;1;17;21;24;13;15;7;16;18;8;4;23;9;2;20;25;19;5;26;14;5;6011806
5;6011806;11;22;3;10;6;12;1;17;21;24;13;15;7;16;18;8;4;23;9;2;20;25;19;5;26;14
11;22;3;10;20;12;1;17;21;24;13;15;7;16;18;8;4;23;9;2;6;25;19;5;26;14;5;6051414
5;6051414;11;22;3;10;20;12;1;17;21;24;13;15;7;16;18;8;4;23;9;2;6;25;19;5;26;14
11;22;3;10;20;12;1;17;21;18;13;15;7;16;24;8;4;23;9;2;6;25;19;5;26;14;5;5962270
5;5962270;11;22;3;10;20;12;1;17;21;18;13;15;7;16;24;8;4;23;9;2;6;25;19;5;26;14
11;22;3;10;20;14;1;17;21;18;13;15;7;16;24;8;4;23;9;2;6;25;19;5;26;12;5;5944540
5;5944540;11;22;3;10;20;14;1;17;21;18;13;15;7;16;24;8;4;23;9;2;6;25;19;5;26;12
11;22;3;10;20;14;1;17;21;18;13;15;7;16;24;8;4;23;2;9;6;25;19;5;26;12;5;6066120
5;6066120;11;22;3;10;20;14;1;17;21;18;13;15;7;16;24;8;4;23;2;9;6;25;19;5;26;12
11;22;3;24;20;14;1;17;21;18;13;15;7;16;10;8;4;23;2;9;6;25;19;5;26;12;5;6065362
5;6065362;11;22;3;24;20;14;1;17;21;18;13;15;7;16;10;8;4;23;2;9;6;25;19;5;26;12
11;22;3;24;20;14;1;17;21;18;13;15;7;16;10;6;4;23;2;9;8;25;19;5;26;12;5;6149796
5;6149796;11;22;3;24;20;14;1;17;21;18;13;15;7;16;10;6;4;23;2;9;8;25;19;5;26;12
11;22;3;24;20;14;5;17;21;18;13;15;7;16;10;6;4;23;2;9;8;25;19;1;26;12;5;6113149
5;6113149;11;22;3;24;20;14;5;17;21;18;13;15;7;16;10;6;4;23;2;9;8;25;19;1;26;12
11;6;3;24;20;14;5;17;21;18;13;15;7;16;10;22;4;23;2;9;8;25;19;1;26;12;5;6102732
5;6102732;11;6;3;24;20;14;5;17;21;18;13;15;7;16;10;22;4;23;2;9;8;25;19;1;26;12
11;6;22;24;20;14;5;17;21;18;13;15;7;16;10;3;4;23;2;9;8;25;19;1;26;12;5;6007391
5;6007391;11;6;22;24;20;14;5;17;21;18;13;15;7;16;10;3;4;23;2;9;8;25;19;1;26;12
11;6;22;24;20;14;5;25;21;18;13;15;7;16;10;3;4;23;2;9;8;17;19;1;26;12;5;6006671
5;6006671;11;6;22;24;20;14;5;25;21;18;13;15;7;16;10;3;4;23;2;9;8;17;19;1;26;12
11;6;22;24;20;14;5;25;21;18;8;15;7;16;10;3;4;23;2;9;13;17;19;1;26;12;5;6010472
5;6010472;11;6;22;24;20;14;5;25;21;18;8;15;7;16;10;3;4;23;2;9;13;17;19;1;26;12
11;6;22;24;20;14;5;25;21;18;8;15;7;2;10;3;4;23;16;9;13;17;19;1;26;12;5;5999134
5;5999134;11;6;22;24;20;14;5;25;21;18;8;15;7;2;10;3;4;23;16;9;13;17;19;1;26;12
11;6;22;5;20;14;24;25;21;18;8;15;7;2;10;3;4;23;16;9;13;17;19;1;26;12;5;6005274
5;6005274;11;6;22;5;20;14;24;25;21;18;8;15;7;2;10;3;4;23;16;9;13;17;19;1;26;12
11;6;22;5;20;14;24;25;21;18;8;15;7;2;10;3;4;12;16;9;13;17;19;1;26;23;5;5998167
5;5998167;11;6;22;5;20;14;24;25;21;18;8;15;7;2;10;3;4;12;16;9;13;17;19;1;26;23
18;6;22;5;20;14;24;25;21;11;8;15;7;2;10;3;4;12;16;9;13;17;19;1;26;23;5;6127459
5;6127459;18;6;22;5;20;14;24;25;21;11;8;15;7;2;10;3;4;12;16;9;13;17;19;1;26;23
18;6;22;5;20;14;24;25;21;8;11;15;7;2;10;3;4;12;16;9;13;17;19;1;26;23;5;6131607
5;6131607;18;6;22;5;20;14;24;25;21;8;11;15;7;2;10;3;4;12;16;9;13;17;19;1;26;23
18;6;22;5;20;14;24;25;21;8;11;15;7;2;10;3;4;12;16;9;23;17;19;1;26;13;5;6112525
5;6112525;18;6;22;5;20;14;24;25;21;8;11;15;7;2;10;3;4;12;16;9;23;17;19;1;26;13
18;6;22;5;1;14;24;25;21;8;11;15;7;2;10;3;4;12;16;9;23;17;19;20;26;13;5;6139005
5;6139005;18;6;22;5;1;14;24;25;21;8;11;15;7;2;10;3;4;12;16;9;23;17;19;20;26;13
18;6;22;5;1;14;15;25;21;8;11;24;7;2;10;3;4;12;16;9;23;17;19;20;26;13;5;6161123
6;6161123;18;6;22;5;1;14;15;25;21;8;11;24;7;2;10;3;4;12;16;9;23;17;19;20;26;13
18;6;22;5;1;14;4;25;21;8;11;24;7;2;10;3;15;12;16;9;23;17;19;20;26;13;6;6141986
6;6141986;18;6;22;5;1;14;4;25;21;8;11;24;7;2;10;3;15;12;16;9;23;17;19;20;26;13
18;6;22;5;1;14;4;25;21;8;11;24;7;2;10;9;15;12;16;3;23;17;19;20;26;13;6;6040881
6;6040881;18;6;22;5;1;14;4;25;21;8;11;24;7;2;10;9;15;12;16;3;23;17;19;20;26;13
18;6;22;5;1;14;7;25;21;8;11;24;4;2;10;9;15;12;16;3;23;17;19;20;26;13;6;6025216
6;6025216;18;6;22;5;1;14;7;25;21;8;11;24;4;2;10;9;15;12;16;3;23;17;19;20;26;13
18;6;22;5;1;14;7;25;21;8;11;24;4;20;10;9;15;12;16;3;23;17;19;2;26;13;6;5980700
6;5980700;18;6;22;5;1;14;7;25;21;8;11;24;4;20;10;9;15;12;16;3;23;17;19;2;26;13
18;6;22;5;1;14;7;25;21;8;11;24;4;20;10;23;15;12;16;3;9;17;19;2;26;13;6;6078482
6;6078482;18;6;22;5;1;14;7;25;21;8;11;24;4;20;10;23;15;12;16;3;9;17;19;2;26;13
18;6;22;5;1;14;7;10;21;8;11;24;4;20;25;23;15;12;16;3;9;17;19;2;26;13;6;6074747
6;6074747;18;6;22;5;1;14;7;10;21;8;11;24;4;20;25;23;15;12;16;3;9;17;19;2;26;13
18;6;22;5;1;19;7;10;21;8;11;24;4;20;25;23;15;12;16;3;9;17;14;2;26;13;6;6159317
6;6159317;18;6;22;5;1;19;7;10;21;8;11;24;4;20;25;23;15;12;16;3;9;17;14;2;26;13
18;6;22;5;1;19;7;10;21;8;11;24;4;20;25;23;15;9;16;3;12;17;14;2;26;13;6;6035342
6;6035342;18;6;22;5;1;19;7;10;21;8;11;24;4;20;25;23;15;9;16;3;12;17;14;2;26;13
21;6;22;5;1;19;7;10;18;8;11;24;4;20;25;23;15;9;16;3;12;17;14;2;26;13;6;6008566
6;6008566;21;6;22;5;1;19;7;10;18;8;11;24;4;20;25;23;15;9;16;3;12;17;14;2;26;13
21;7;22;5;1;19;6;10;18;8;11;24;4;20;25;23;15;9;16;3;12;17;14;2;26;13;6;6038629
6;6038629;21;7;22;5;1;19;6;10;18;8;11;24;4;20;25;23;15;9;16;3;12;17;14;2;26;13
21;7;22;5;1;19;6;10;18;8;11;20;4;24;25;23;15;9;16;3;12;17;14;2;26;13;6;6026743
6;6026743;21;7;22;5;1;19;6;10;18;8;11;20;4;24;25;23;15;9;16;3;12;17;14;2;26;13
21;7;22;5;1;19;6;10;9;8;11;20;4;24;25;23;15;18;16;3;12;17;14;2;26;13;6;6036787
6;6036787;21;7;22;5;1;19;6;10;9;8;11;20;4;24;25;23;15;18;16;3;12;17;14;2;26;13
21;7;22;5;1;19;6;10;9;8;11;20;4;24;25;23;15;18;16;14;12;17;3;2;26;13;6;5962720
6;5962720;21;7;22;5;1;19;6;10;9;8;11;20;4;24;25;23;15;18;16;14;12;17;3;2;26;13
21;7;22;5;1;19;6;10;9;8;11;20;2;24;25;23;15;18;16;14;12;17;3;4;26;13;6;6015293
6;6015293;21;7;22;5;1;19;6;10;9;8;11;20;2;24;25;23;15;18;16;14;12;17;3;4;26;13
21;11;22;5;1;19;6;10;9;8;7;20;2;24;25;23;15;18;16;14;12;17;3;4;26;13;6;6011462
6;6011462;21;11;22;5;1;19;6;10;9;8;7;20;2;24;25;23;15;18;16;14;12;17;3;4;26;13
21;5;22;11;1;19;6;10;9;8;7;20;2;24;25;23;15;18;16;14;12;17;3;4;26;13;6;5985736
6;5985736;21;5;22;11;1;19;6;10;9;8;7;20;2;24;25;23;15;18;16;14;12;17;3;4;26;13
21;5;22;11;1;19;6;10;24;8;7;20;2;9;25;23;15;18;16;14;12;17;3;4;26;13;6;6046283
6;6046283;21;5;22;11;1;19;6;10;24;8;7;20;2;9;25;23;15;18;16;14;12;17;3;4;26;13
21;5;22;11;1;19;6;10;24;8;7;20;2;9;25;23;15;18;17;14;12;16;3;4;26;13;6;6055666
6;6055666;21;5;22;11;1;19;6;10;24;8;7;20;2;9;25;23;15;18;17;14;12;16;3;4;26;13
