"X1";"X37484";"X11";"X4";"X3";"X2";"X7";"X6";"X12";"X8";"X1.1";"X10";"X9";"X5"
8;11;6;12;2;1;5;9;10;7;3;4;1;40524
1;40524;8;11;6;12;2;1;5;9;10;7;3;4
8;11;6;12;2;1;7;9;10;5;3;4;1;53538
1;40524;8;11;6;12;2;1;5;9;10;7;3;4
3;11;6;12;2;1;5;9;10;7;8;4;1;44330
1;44330;3;11;6;12;2;1;5;9;10;7;8;4
3;11;6;12;2;1;5;10;9;7;8;4;1;42214
2;42214;3;11;6;12;2;1;5;10;9;7;8;4
3;11;6;12;2;9;5;10;1;7;8;4;2;40402
2;40402;3;11;6;12;2;9;5;10;1;7;8;4
3;11;6;12;2;9;5;8;1;7;10;4;2;53272
2;53272;3;11;6;12;2;9;5;8;1;7;10;4
3;11;6;4;2;9;5;8;1;7;10;12;2;50674
2;50674;3;11;6;4;2;9;5;8;1;7;10;12
3;11;6;8;2;9;5;4;1;7;10;12;2;44264
2;44264;3;11;6;8;2;9;5;4;1;7;10;12
3;11;2;8;6;9;5;4;1;7;10;12;2;47936
2;44264;3;11;6;8;2;9;5;4;1;7;10;12
3;11;6;8;2;7;5;4;1;9;10;12;2;45092
2;45092;3;11;6;8;2;7;5;4;1;9;10;12
3;6;11;8;2;7;5;4;1;9;10;12;2;57736
2;57736;3;6;11;8;2;7;5;4;1;9;10;12
3;6;11;8;2;7;10;4;1;9;5;12;2;63552
2;57736;3;6;11;8;2;7;5;4;1;9;10;12
3;6;11;8;2;7;4;5;1;9;10;12;2;66484
2;66484;3;6;11;8;2;7;4;5;1;9;10;12
5;6;11;8;2;7;4;3;1;9;10;12;2;59548
2;59548;5;6;11;8;2;7;4;3;1;9;10;12
5;6;11;8;1;7;4;3;2;9;10;12;2;58490
2;58490;5;6;11;8;1;7;4;3;2;9;10;12
5;6;11;8;10;7;4;3;2;9;1;12;2;54328
2;54328;5;6;11;8;10;7;4;3;2;9;1;12
5;6;2;8;10;7;4;3;11;9;1;12;2;55552
2;55552;5;6;2;8;10;7;4;3;11;9;1;12
5;11;2;8;10;7;4;3;6;9;1;12;2;39480
2;39480;5;11;2;8;10;7;4;3;6;9;1;12
1;11;2;8;10;7;4;3;6;9;5;12;2;45632
2;39480;5;11;2;8;10;7;4;3;6;9;1;12
5;11;2;8;10;7;4;1;6;9;3;12;2;41666
2;41666;5;11;2;8;10;7;4;1;6;9;3;12
5;11;1;8;10;7;4;2;6;9;3;12;2;32130
2;32130;5;11;1;8;10;7;4;2;6;9;3;12
5;11;1;8;10;7;9;2;6;4;3;12;2;38734
2;38734;5;11;1;8;10;7;9;2;6;4;3;12
5;11;1;8;12;7;9;2;6;4;3;10;2;41156
2;41156;5;11;1;8;12;7;9;2;6;4;3;10
5;11;1;8;12;2;9;7;6;4;3;10;2;46376
3;46376;5;11;1;8;12;2;9;7;6;4;3;10
5;11;1;8;7;2;9;12;6;4;3;10;3;50510
3;50510;5;11;1;8;7;2;9;12;6;4;3;10
5;11;1;8;7;2;9;10;6;4;3;12;3;43648
3;43648;5;11;1;8;7;2;9;10;6;4;3;12
5;11;1;8;12;2;9;10;6;4;3;7;3;46868
3;46868;5;11;1;8;12;2;9;10;6;4;3;7
9;11;1;8;12;2;5;10;6;4;3;7;3;49340
3;49340;9;11;1;8;12;2;5;10;6;4;3;7
9;8;1;11;12;2;5;10;6;4;3;7;3;49834
3;49834;9;8;1;11;12;2;5;10;6;4;3;7
9;8;1;5;12;2;11;10;6;4;3;7;3;50860
3;50860;9;8;1;5;12;2;11;10;6;4;3;7
9;8;1;5;4;2;11;10;6;12;3;7;3;57834
3;57834;9;8;1;5;4;2;11;10;6;12;3;7
11;8;1;5;4;2;9;10;6;12;3;7;3;53070
3;53070;11;8;1;5;4;2;9;10;6;12;3;7
11;8;6;5;4;2;9;10;1;12;3;7;3;48664
3;48664;11;8;6;5;4;2;9;10;1;12;3;7
11;8;6;3;4;2;9;10;1;12;5;7;3;51208
3;51208;11;8;6;3;4;2;9;10;1;12;5;7
11;8;6;3;4;2;9;10;5;12;1;7;3;51316
3;51316;11;8;6;3;4;2;9;10;5;12;1;7
11;8;6;3;4;1;9;10;5;12;2;7;3;45308
3;45308;11;8;6;3;4;1;9;10;5;12;2;7
11;7;6;3;4;1;9;10;5;12;2;8;3;51470
3;51470;11;7;6;3;4;1;9;10;5;12;2;8
11;7;3;6;4;1;9;10;5;12;2;8;3;51902
3;51902;11;7;3;6;4;1;9;10;5;12;2;8
10;7;3;6;4;1;9;11;5;12;2;8;3;31426
3;31426;10;7;3;6;4;1;9;11;5;12;2;8
10;7;3;6;4;1;9;11;5;12;8;2;3;24632
3;24632;10;7;3;6;4;1;9;11;5;12;8;2
11;7;3;6;4;1;9;10;5;12;8;2;3;45108
3;24632;10;7;3;6;4;1;9;11;5;12;8;2
2;7;3;6;4;1;9;11;5;12;8;10;3;31058
3;31058;2;7;3;6;4;1;9;11;5;12;8;10
2;7;3;6;11;1;9;4;5;12;8;10;3;46650
3;31058;2;7;3;6;4;1;9;11;5;12;8;10
2;7;3;6;4;11;9;1;5;12;8;10;3;54006
4;54006;2;7;3;6;4;11;9;1;5;12;8;10
2;1;3;6;4;11;9;7;5;12;8;10;4;42318
4;42318;2;1;3;6;4;11;9;7;5;12;8;10
2;1;3;6;8;11;9;7;5;12;4;10;4;49728
4;49728;2;1;3;6;8;11;9;7;5;12;4;10
10;1;3;6;8;11;9;7;5;12;4;2;4;36508
4;36508;10;1;3;6;8;11;9;7;5;12;4;2
10;6;3;1;8;11;9;7;5;12;4;2;4;33370
4;33370;10;6;3;1;8;11;9;7;5;12;4;2
10;6;3;1;12;11;9;7;5;8;4;2;4;51674
4;33370;10;6;3;1;8;11;9;7;5;12;4;2
4;6;3;1;8;11;9;7;5;12;10;2;4;23366
4;23366;4;6;3;1;8;11;9;7;5;12;10;2
4;6;3;1;12;11;9;7;5;8;10;2;4;39176
4;39176;4;6;3;1;12;11;9;7;5;8;10;2
4;12;3;1;6;11;9;7;5;8;10;2;4;49206
4;49206;4;12;3;1;6;11;9;7;5;8;10;2
2;12;3;1;6;11;9;7;5;8;10;4;4;43030
4;43030;2;12;3;1;6;11;9;7;5;8;10;4
2;12;3;1;6;11;7;9;5;8;10;4;4;35322
4;35322;2;12;3;1;6;11;7;9;5;8;10;4
9;12;3;1;6;11;7;2;5;8;10;4;4;41616
4;41616;9;12;3;1;6;11;7;2;5;8;10;4
9;12;3;1;6;11;7;2;10;8;5;4;4;41746
4;41746;9;12;3;1;6;11;7;2;10;8;5;4
9;12;6;1;3;11;7;2;10;8;5;4;4;45288
4;45288;9;12;6;1;3;11;7;2;10;8;5;4
9;12;5;1;3;11;7;2;10;8;6;4;4;44544
4;44544;9;12;5;1;3;11;7;2;10;8;6;4
9;12;8;1;3;11;7;2;10;5;6;4;4;53802
4;53802;9;12;8;1;3;11;7;2;10;5;6;4
9;12;8;1;3;11;10;2;7;5;6;4;4;52518
4;52518;9;12;8;1;3;11;10;2;7;5;6;4
9;12;8;1;3;11;4;2;7;5;6;10;4;48276
4;48276;9;12;8;1;3;11;4;2;7;5;6;10
10;12;8;1;3;11;4;2;7;5;6;9;4;58076
4;58076;10;12;8;1;3;11;4;2;7;5;6;9
10;2;8;1;3;11;4;12;7;5;6;9;4;58628
4;58628;10;2;8;1;3;11;4;12;7;5;6;9
10;2;8;9;3;11;4;12;7;5;6;1;4;59532
5;59532;10;2;8;9;3;11;4;12;7;5;6;1
10;2;6;9;3;11;4;12;7;5;8;1;5;56690
5;56690;10;2;6;9;3;11;4;12;7;5;8;1
2;10;6;9;3;11;4;12;7;5;8;1;5;54884
5;54884;2;10;6;9;3;11;4;12;7;5;8;1
2;6;10;9;3;11;4;12;7;5;8;1;5;48340
5;48340;2;6;10;9;3;11;4;12;7;5;8;1
2;6;8;9;3;11;4;12;7;5;10;1;5;44236
5;44236;2;6;8;9;3;11;4;12;7;5;10;1
2;6;8;9;3;12;4;11;7;5;10;1;5;34470
5;34470;2;6;8;9;3;12;4;11;7;5;10;1
7;6;8;9;3;12;4;11;2;5;10;1;5;42032
5;42032;7;6;8;9;3;12;4;11;2;5;10;1
7;6;11;9;3;12;4;8;2;5;10;1;5;47556
5;47556;7;6;11;9;3;12;4;8;2;5;10;1
7;6;11;9;8;12;4;3;2;5;10;1;5;47306
5;47306;7;6;11;9;8;12;4;3;2;5;10;1
7;6;11;9;8;12;3;4;2;5;10;1;5;62962
5;47306;7;6;11;9;8;12;4;3;2;5;10;1
7;2;11;9;8;12;4;3;6;5;10;1;5;36354
5;36354;7;2;11;9;8;12;4;3;6;5;10;1
7;2;11;12;8;9;4;3;6;5;10;1;5;36278
5;36278;7;2;11;12;8;9;4;3;6;5;10;1
7;2;11;12;8;9;4;3;10;5;6;1;5;36330
5;36330;7;2;11;12;8;9;4;3;10;5;6;1
7;2;11;12;8;9;4;10;3;5;6;1;5;40498
5;40498;7;2;11;12;8;9;4;10;3;5;6;1
9;2;11;12;8;7;4;10;3;5;6;1;5;36618
5;36618;9;2;11;12;8;7;4;10;3;5;6;1
9;2;11;12;8;7;4;10;3;1;6;5;5;36810
5;36810;9;2;11;12;8;7;4;10;3;1;6;5
9;2;11;12;8;6;4;10;3;1;7;5;5;39554
5;39554;9;2;11;12;8;6;4;10;3;1;7;5
9;2;11;12;8;5;4;10;3;1;7;6;5;45974
5;45974;9;2;11;12;8;5;4;10;3;1;7;6
1;2;11;12;8;5;4;10;3;9;7;6;5;54794
5;54794;1;2;11;12;8;5;4;10;3;9;7;6
1;2;11;12;8;5;4;10;7;9;3;6;5;54784
5;54784;1;2;11;12;8;5;4;10;7;9;3;6
1;2;11;4;8;5;12;10;7;9;3;6;5;49010
6;49010;1;2;11;4;8;5;12;10;7;9;3;6
1;2;10;4;8;5;12;11;7;9;3;6;6;47166
6;47166;1;2;10;4;8;5;12;11;7;9;3;6
1;9;10;4;8;5;12;11;7;2;3;6;6;61602
6;47166;1;2;10;4;8;5;12;11;7;9;3;6
2;1;10;4;8;5;12;11;7;9;3;6;6;46448
6;46448;2;1;10;4;8;5;12;11;7;9;3;6
10;1;2;4;8;5;12;11;7;9;3;6;6;35638
6;35638;10;1;2;4;8;5;12;11;7;9;3;6
10;1;2;9;8;5;12;11;7;4;3;6;6;40018
6;40018;10;1;2;9;8;5;12;11;7;4;3;6
10;1;2;9;8;5;11;12;7;4;3;6;6;44142
6;44142;10;1;2;9;8;5;11;12;7;4;3;6
10;1;2;9;8;5;11;12;6;4;3;7;6;49038
6;49038;10;1;2;9;8;5;11;12;6;4;3;7
10;1;4;9;8;5;11;12;6;2;3;7;6;39522
6;39522;10;1;4;9;8;5;11;12;6;2;3;7
10;1;4;9;8;5;12;11;6;2;3;7;6;48118
6;48118;10;1;4;9;8;5;12;11;6;2;3;7
10;1;4;12;8;5;9;11;6;2;3;7;6;46634
6;46634;10;1;4;12;8;5;9;11;6;2;3;7
10;1;4;12;8;5;9;11;6;2;7;3;6;49758
6;49758;10;1;4;12;8;5;9;11;6;2;7;3
10;1;4;12;8;5;9;2;6;11;7;3;6;47296
6;47296;10;1;4;12;8;5;9;2;6;11;7;3
10;1;4;12;5;8;9;2;6;11;7;3;6;43222
6;43222;10;1;4;12;5;8;9;2;6;11;7;3
10;1;4;12;5;8;9;11;6;2;7;3;6;45684
6;45684;10;1;4;12;5;8;9;11;6;2;7;3
10;1;7;12;5;8;9;11;6;2;4;3;6;39584
6;39584;10;1;7;12;5;8;9;11;6;2;4;3
1;10;7;12;5;8;9;11;6;2;4;3;6;39784
6;39784;1;10;7;12;5;8;9;11;6;2;4;3
1;10;7;12;6;8;9;11;5;2;4;3;6;45548
6;45548;1;10;7;12;6;8;9;11;5;2;4;3
1;10;7;5;6;8;9;11;12;2;4;3;6;43530
6;43530;1;10;7;5;6;8;9;11;12;2;4;3
1;10;3;5;6;8;9;11;12;2;4;7;6;42952
6;42952;1;10;3;5;6;8;9;11;12;2;4;7
1;6;3;5;10;8;9;11;12;2;4;7;6;55690
7;42952;1;10;3;5;6;8;9;11;12;2;4;7
1;10;3;5;6;8;11;9;12;2;4;7;7;34204
7;34204;1;10;3;5;6;8;11;9;12;2;4;7
1;10;3;5;6;8;11;7;12;2;4;9;7;33262
7;33262;1;10;3;5;6;8;11;7;12;2;4;9
1;5;3;10;6;8;11;7;12;2;4;9;7;41882
7;41882;1;5;3;10;6;8;11;7;12;2;4;9
12;5;3;10;6;8;11;7;1;2;4;9;7;41514
7;41514;12;5;3;10;6;8;11;7;1;2;4;9
12;5;3;9;6;8;11;7;1;2;4;10;7;39742
7;39742;12;5;3;9;6;8;11;7;1;2;4;10
12;5;3;9;6;8;7;11;1;2;4;10;7;49230
7;39742;12;5;3;9;6;8;11;7;1;2;4;10
12;1;3;9;6;8;11;7;5;2;4;10;7;47918
7;47918;12;1;3;9;6;8;11;7;5;2;4;10
12;2;3;9;6;8;11;7;5;1;4;10;7;39012
7;39012;12;2;3;9;6;8;11;7;5;1;4;10
12;2;3;9;6;7;11;8;5;1;4;10;7;35572
7;35572;12;2;3;9;6;7;11;8;5;1;4;10
12;2;3;9;7;6;11;8;5;1;4;10;7;40876
7;40876;12;2;3;9;7;6;11;8;5;1;4;10
12;2;3;9;7;6;11;5;8;1;4;10;7;40792
7;40792;12;2;3;9;7;6;11;5;8;1;4;10
12;11;3;9;7;6;2;5;8;1;4;10;7;28332
7;28332;12;11;3;9;7;6;2;5;8;1;4;10
12;11;6;9;7;3;2;5;8;1;4;10;7;38226
7;28332;12;11;3;9;7;6;2;5;8;1;4;10
12;11;3;9;6;7;2;5;8;1;4;10;7;37986
7;28332;12;11;3;9;7;6;2;5;8;1;4;10
12;11;7;9;3;6;2;5;8;1;4;10;7;27652
7;27652;12;11;7;9;3;6;2;5;8;1;4;10
1;11;7;9;3;6;2;5;8;12;4;10;7;41844
7;41844;1;11;7;9;3;6;2;5;8;12;4;10
11;1;7;9;3;6;2;5;8;12;4;10;7;53616
7;53616;11;1;7;9;3;6;2;5;8;12;4;10
11;1;7;9;3;6;2;5;8;10;4;12;7;42096
7;42096;11;1;7;9;3;6;2;5;8;10;4;12
11;1;7;9;3;6;2;5;8;10;12;4;7;41604
7;41604;11;1;7;9;3;6;2;5;8;10;12;4
11;1;7;9;3;6;2;5;4;10;12;8;7;39144
8;39144;11;1;7;9;3;6;2;5;4;10;12;8
11;1;7;2;3;6;9;5;4;10;12;8;8;41244
8;41244;11;1;7;2;3;6;9;5;4;10;12;8
11;1;7;2;3;6;9;5;10;4;12;8;8;58242
8;41244;11;1;7;2;3;6;9;5;4;10;12;8
11;1;7;12;3;6;9;5;4;10;2;8;8;35538
8;35538;11;1;7;12;3;6;9;5;4;10;2;8
11;1;7;12;3;6;9;10;4;5;2;8;8;36988
8;35538;11;1;7;12;3;6;9;5;4;10;2;8
11;1;7;12;3;6;8;5;4;10;2;9;8;41882
8;41882;11;1;7;12;3;6;8;5;4;10;2;9
11;1;7;3;12;6;8;5;4;10;2;9;8;40442
8;40442;11;1;7;3;12;6;8;5;4;10;2;9
11;1;7;3;12;6;8;9;4;10;2;5;8;47066
8;47066;11;1;7;3;12;6;8;9;4;10;2;5
11;1;7;5;12;6;8;9;4;10;2;3;8;48142
8;48142;11;1;7;5;12;6;8;9;4;10;2;3
5;1;7;11;12;6;8;9;4;10;2;3;8;54450
8;54450;5;1;7;11;12;6;8;9;4;10;2;3
5;8;7;11;12;6;1;9;4;10;2;3;8;42210
8;42210;5;8;7;11;12;6;1;9;4;10;2;3
5;8;7;11;12;6;10;9;4;1;2;3;8;44676
8;44676;5;8;7;11;12;6;10;9;4;1;2;3
5;8;7;11;12;6;10;9;4;3;2;1;8;42756
8;42756;5;8;7;11;12;6;10;9;4;3;2;1
5;8;7;11;12;6;10;9;4;3;1;2;8;43640
8;42756;5;8;7;11;12;6;10;9;4;3;2;1
5;8;7;11;12;6;4;9;10;3;2;1;8;45182
8;45182;5;8;7;11;12;6;4;9;10;3;2;1
5;8;9;11;12;6;4;7;10;3;2;1;8;44022
8;44022;5;8;9;11;12;6;4;7;10;3;2;1
5;8;9;11;2;6;4;7;10;3;12;1;8;47662
8;47662;5;8;9;11;2;6;4;7;10;3;12;1
5;8;9;7;2;6;4;11;10;3;12;1;8;47022
8;47022;5;8;9;7;2;6;4;11;10;3;12;1
5;8;11;7;2;6;4;9;10;3;12;1;8;50094
8;50094;5;8;11;7;2;6;4;9;10;3;12;1
5;8;4;7;2;6;11;9;10;3;12;1;8;51790
8;51790;5;8;4;7;2;6;11;9;10;3;12;1
5;8;4;2;7;6;11;9;10;3;12;1;8;48390
9;48390;5;8;4;2;7;6;11;9;10;3;12;1
5;8;4;2;7;6;11;9;3;10;12;1;9;43444
9;43444;5;8;4;2;7;6;11;9;3;10;12;1
5;8;4;12;7;6;11;9;3;10;2;1;9;43380
9;43380;5;8;4;12;7;6;11;9;3;10;2;1
5;8;4;1;7;6;11;9;3;10;2;12;9;47704
9;47704;5;8;4;1;7;6;11;9;3;10;2;12
5;8;4;1;7;6;3;9;11;10;2;12;9;45414
9;45414;5;8;4;1;7;6;3;9;11;10;2;12
5;8;4;1;7;12;3;9;11;10;2;6;9;47482
9;47482;5;8;4;1;7;12;3;9;11;10;2;6
5;8;9;1;7;12;3;4;11;10;2;6;9;46566
9;46566;5;8;9;1;7;12;3;4;11;10;2;6
5;8;1;9;7;12;3;4;11;10;2;6;9;45876
9;45876;5;8;1;9;7;12;3;4;11;10;2;6
5;8;11;9;7;12;3;4;1;10;2;6;9;43800
9;43800;5;8;11;9;7;12;3;4;1;10;2;6
5;8;11;9;12;7;3;4;1;10;2;6;9;50262
9;50262;5;8;11;9;12;7;3;4;1;10;2;6
5;3;11;9;12;7;8;4;1;10;2;6;9;40414
9;40414;5;3;11;9;12;7;8;4;1;10;2;6
5;3;11;9;12;7;8;4;1;10;6;2;9;41762
9;41762;5;3;11;9;12;7;8;4;1;10;6;2
3;5;11;9;12;7;8;4;1;10;6;2;9;31974
9;31974;3;5;11;9;12;7;8;4;1;10;6;2
3;5;11;8;12;7;9;4;1;10;6;2;9;33084
9;33084;3;5;11;8;12;7;9;4;1;10;6;2
3;9;11;8;12;7;5;4;1;10;6;2;9;47216
9;47216;3;9;11;8;12;7;5;4;1;10;6;2
3;9;11;8;12;10;5;4;1;7;6;2;9;50916
9;50916;3;9;11;8;12;10;5;4;1;7;6;2
3;10;11;8;12;9;5;4;1;7;6;2;9;49600
9;49600;3;10;11;8;12;9;5;4;1;7;6;2
3;10;11;9;12;8;5;4;1;7;6;2;9;40496
9;40496;3;10;11;9;12;8;5;4;1;7;6;2
3;10;11;9;12;5;8;4;1;7;6;2;9;41770
9;41770;3;10;11;9;12;5;8;4;1;7;6;2
3;10;11;9;8;5;12;4;1;7;6;2;9;42184
9;42184;3;10;11;9;8;5;12;4;1;7;6;2
3;4;11;9;8;5;12;10;1;7;6;2;9;41880
10;41880;3;4;11;9;8;5;12;10;1;7;6;2
3;4;11;9;8;5;1;10;12;7;6;2;10;41166
10;41166;3;4;11;9;8;5;1;10;12;7;6;2
7;4;11;9;8;5;1;10;12;3;6;2;10;58386
10;41166;3;4;11;9;8;5;1;10;12;7;6;2
3;4;7;9;8;5;1;10;12;11;6;2;10;52388
10;52388;3;4;7;9;8;5;1;10;12;11;6;2
3;4;7;9;11;5;1;10;12;8;6;2;10;40146
10;40146;3;4;7;9;11;5;1;10;12;8;6;2
3;11;7;9;4;5;1;10;12;8;6;2;10;27760
10;27760;3;11;7;9;4;5;1;10;12;8;6;2
11;3;7;9;4;5;1;10;12;8;6;2;10;31262
10;31262;11;3;7;9;4;5;1;10;12;8;6;2
11;6;7;9;4;5;1;10;12;8;3;2;10;32728
10;31262;11;3;7;9;4;5;1;10;12;8;6;2
2;3;7;9;4;5;1;10;12;8;6;11;10;26478
10;26478;2;3;7;9;4;5;1;10;12;8;6;11
2;3;7;9;4;5;12;10;1;8;6;11;10;30104
10;30104;2;3;7;9;4;5;12;10;1;8;6;11
2;3;7;5;4;9;12;10;1;8;6;11;10;43058
10;30104;2;3;7;9;4;5;12;10;1;8;6;11
2;11;7;9;4;5;12;10;1;8;6;3;10;34078
10;34078;2;11;7;9;4;5;12;10;1;8;6;3
2;11;7;9;12;5;4;10;1;8;6;3;10;34632
10;34632;2;11;7;9;12;5;4;10;1;8;6;3
2;11;7;9;12;5;4;10;1;6;8;3;10;42786
10;42786;2;11;7;9;12;5;4;10;1;6;8;3
2;11;9;7;12;5;4;10;1;6;8;3;10;43884
10;43884;2;11;9;7;12;5;4;10;1;6;8;3
1;11;9;7;12;5;4;10;2;6;8;3;10;45546
10;45546;1;11;9;7;12;5;4;10;2;6;8;3
1;11;9;7;12;2;4;10;5;6;8;3;10;55728
10;55728;1;11;9;7;12;2;4;10;5;6;8;3
1;11;9;7;12;2;4;6;5;10;8;3;10;52232
10;52232;1;11;9;7;12;2;4;6;5;10;8;3
4;11;9;7;12;2;1;6;5;10;8;3;10;58378
10;58378;4;11;9;7;12;2;1;6;5;10;8;3
4;11;3;7;12;2;1;6;5;10;8;9;10;58868
10;58868;4;11;3;7;12;2;1;6;5;10;8;9
4;11;3;7;12;2;8;6;5;10;1;9;10;61232
11;61232;4;11;3;7;12;2;8;6;5;10;1;9
5;11;3;7;12;2;8;6;4;10;1;9;11;44988
11;44988;5;11;3;7;12;2;8;6;4;10;1;9
2;11;3;7;12;5;8;6;4;10;1;9;11;44370
11;44370;2;11;3;7;12;5;8;6;4;10;1;9
2;11;3;7;12;5;8;6;4;10;9;1;11;41530
11;41530;2;11;3;7;12;5;8;6;4;10;9;1
2;11;3;7;12;5;8;6;4;9;10;1;11;43684
11;43684;2;11;3;7;12;5;8;6;4;9;10;1
2;11;3;7;12;8;5;6;4;9;10;1;11;42426
11;42426;2;11;3;7;12;8;5;6;4;9;10;1
2;11;3;7;12;6;5;8;4;9;10;1;11;39890
11;39890;2;11;3;7;12;6;5;8;4;9;10;1
2;11;3;7;12;6;10;8;4;9;5;1;11;45152
11;45152;2;11;3;7;12;6;10;8;4;9;5;1
2;11;3;7;12;5;10;8;4;9;6;1;11;41496
11;41496;2;11;3;7;12;5;10;8;4;9;6;1
2;11;3;7;12;5;10;8;1;9;6;4;11;41800
11;41800;2;11;3;7;12;5;10;8;1;9;6;4
2;11;3;6;12;5;10;8;1;9;7;4;11;39434
11;39434;2;11;3;6;12;5;10;8;1;9;7;4
2;11;3;6;4;5;10;8;1;9;7;12;11;39052
11;39052;2;11;3;6;4;5;10;8;1;9;7;12
2;11;3;6;4;12;10;8;1;9;7;5;11;44594
11;44594;2;11;3;6;4;12;10;8;1;9;7;5
2;11;10;6;4;12;3;8;1;9;7;5;11;42286
11;42286;2;11;10;6;4;12;3;8;1;9;7;5
2;11;10;9;4;12;3;8;1;6;7;5;11;42452
11;42452;2;11;10;9;4;12;3;8;1;6;7;5
2;10;11;9;4;12;3;8;1;6;7;5;11;48552
11;48552;2;10;11;9;4;12;3;8;1;6;7;5
2;10;11;12;4;9;3;8;1;6;7;5;11;44694
11;44694;2;10;11;12;4;9;3;8;1;6;7;5
2;10;11;12;4;3;9;8;1;6;7;5;11;43336
11;43336;2;10;11;12;4;3;9;8;1;6;7;5
2;10;11;12;4;3;9;1;8;6;7;5;11;51908
11;51908;2;10;11;12;4;3;9;1;8;6;7;5
2;10;5;12;4;3;9;1;8;6;7;11;11;49732
11;49732;2;10;5;12;4;3;9;1;8;6;7;11
2;9;5;12;4;3;10;1;8;6;7;11;11;46400
12;46400;2;9;5;12;4;3;10;1;8;6;7;11
2;9;5;10;4;3;12;1;8;6;7;11;12;49888
12;46400;2;9;5;12;4;3;10;1;8;6;7;11
1;9;5;12;4;3;10;2;8;6;7;11;12;53944
12;53944;1;9;5;12;4;3;10;2;8;6;7;11
1;9;5;12;4;3;11;2;8;6;7;10;12;57368
12;53944;1;9;5;12;4;3;10;2;8;6;7;11
1;9;5;12;4;3;10;8;2;6;7;11;12;48356
12;48356;1;9;5;12;4;3;10;8;2;6;7;11
1;9;5;12;10;3;4;8;2;6;7;11;12;51586
12;51586;1;9;5;12;10;3;4;8;2;6;7;11
1;9;5;12;10;3;4;8;6;2;7;11;12;65724
12;65724;1;9;5;12;10;3;4;8;6;2;7;11
1;9;5;12;10;3;4;2;6;8;7;11;12;62940
12;62940;1;9;5;12;10;3;4;2;6;8;7;11
1;9;5;12;10;4;3;2;6;8;7;11;12;52822
12;52822;1;9;5;12;10;4;3;2;6;8;7;11
1;7;5;12;10;4;3;2;6;8;9;11;12;38442
12;38442;1;7;5;12;10;4;3;2;6;8;9;11
1;12;5;7;10;4;3;2;6;8;9;11;12;56830
12;38442;1;7;5;12;10;4;3;2;6;8;9;11
1;7;5;12;10;3;4;2;6;8;9;11;12;45040
12;38442;1;7;5;12;10;4;3;2;6;8;9;11
1;7;3;12;10;4;5;2;6;8;9;11;12;37798
12;37798;1;7;3;12;10;4;5;2;6;8;9;11
4;7;3;12;10;1;5;2;6;8;9;11;12;39612
12;39612;4;7;3;12;10;1;5;2;6;8;9;11
4;12;3;7;10;1;5;2;6;8;9;11;12;59974
12;39612;4;7;3;12;10;1;5;2;6;8;9;11
4;7;3;12;2;1;5;10;6;8;9;11;12;25438
12;25438;4;7;3;12;2;1;5;10;6;8;9;11
4;7;1;12;2;3;5;10;6;8;9;11;12;35352
12;35352;4;7;1;12;2;3;5;10;6;8;9;11
4;7;1;12;2;3;9;10;6;8;5;11;12;37900
12;37900;4;7;1;12;2;3;9;10;6;8;5;11
4;7;11;12;2;3;9;10;6;8;5;1;12;39762
12;39762;4;7;11;12;2;3;9;10;6;8;5;1
4;9;11;12;2;3;7;10;6;8;5;1;12;40962
