"X1";"X47852";"X9";"X6";"X11";"X5";"X12";"X1.1";"X7";"X4";"X3";"X2";"X10";"X8"
2;47998;12;1;9;5;8;4;6;7;3;2;11;10
12;1;10;5;8;4;6;7;3;2;11;9;2;48456
2;48456;12;1;10;5;8;4;6;7;3;2;11;9
12;1;10;6;8;4;5;7;3;2;11;9;2;44548
2;44548;12;1;10;6;8;4;5;7;3;2;11;9
12;1;11;6;8;4;5;7;3;2;10;9;2;44462
2;44462;12;1;11;6;8;4;5;7;3;2;10;9
12;1;11;5;8;4;6;7;3;2;10;9;2;46134
2;46134;12;1;11;5;8;4;6;7;3;2;10;9
12;1;11;5;8;4;2;7;3;6;10;9;2;63136
2;63136;12;1;11;5;8;4;2;7;3;6;10;9
12;1;11;5;8;4;10;7;3;6;2;9;2;63364
2;63364;12;1;11;5;8;4;10;7;3;6;2;9
12;1;11;5;9;4;10;7;3;6;2;8;2;60580
2;60580;12;1;11;5;9;4;10;7;3;6;2;8
12;1;11;5;8;4;10;7;3;6;2;9;2;63364
2;63364;12;1;11;5;8;4;10;7;3;6;2;9
12;9;11;5;8;4;10;7;3;6;2;1;2;56656
2;56656;12;9;11;5;8;4;10;7;3;6;2;1
12;9;6;5;8;4;10;7;3;11;2;1;2;47820
2;47820;12;9;6;5;8;4;10;7;3;11;2;1
12;9;6;5;8;4;2;7;3;11;10;1;2;47332
2;47332;12;9;6;5;8;4;2;7;3;11;10;1
12;9;6;5;2;4;8;7;3;11;10;1;2;43392
2;43392;12;9;6;5;2;4;8;7;3;11;10;1
12;9;6;5;2;4;8;7;11;3;10;1;2;44984
2;44984;12;9;6;5;2;4;8;7;11;3;10;1
12;9;6;5;2;4;1;7;11;3;10;8;2;46756
2;46756;12;9;6;5;2;4;1;7;11;3;10;8
12;9;6;5;11;4;1;7;2;3;10;8;2;43634
2;43634;12;9;6;5;11;4;1;7;2;3;10;8
12;9;6;5;11;4;7;1;2;3;10;8;2;43346
3;43346;12;9;6;5;11;4;7;1;2;3;10;8
12;4;6;5;11;9;7;1;2;3;10;8;3;52706
3;52706;12;4;6;5;11;9;7;1;2;3;10;8
12;4;6;5;11;9;2;1;7;3;10;8;3;48816
3;48816;12;4;6;5;11;9;2;1;7;3;10;8
12;8;6;5;11;9;2;1;7;3;10;4;3;45818
3;45818;12;8;6;5;11;9;2;1;7;3;10;4
12;8;6;5;11;9;2;7;1;3;10;4;3;47790
3;47790;12;8;6;5;11;9;2;7;1;3;10;4
8;12;6;5;11;9;2;7;1;3;10;4;3;43854
3;43854;8;12;6;5;11;9;2;7;1;3;10;4
11;12;6;5;8;9;2;7;1;3;10;4;3;30490
3;30490;11;12;6;5;8;9;2;7;1;3;10;4
11;12;6;5;8;10;2;7;1;3;9;4;3;43290
3;43290;11;12;6;5;8;10;2;7;1;3;9;4
11;12;6;7;8;10;2;5;1;3;9;4;3;35396
3;35396;11;12;6;7;8;10;2;5;1;3;9;4
3;12;6;7;8;10;2;5;1;11;9;4;3;52432
3;35396;11;12;6;7;8;10;2;5;1;3;9;4
7;12;6;11;8;10;2;5;1;3;9;4;3;46584
3;46584;7;12;6;11;8;10;2;5;1;3;9;4
7;6;12;11;8;10;2;5;1;3;9;4;3;49632
3;49632;7;6;12;11;8;10;2;5;1;3;9;4
7;6;2;11;8;10;12;5;1;3;9;4;3;49940
3;49940;7;6;2;11;8;10;12;5;1;3;9;4
7;6;2;11;8;1;12;5;10;3;9;4;3;52238
3;52238;7;6;2;11;8;1;12;5;10;3;9;4
7;6;10;11;8;1;12;5;2;3;9;4;3;50446
3;50446;7;6;10;11;8;1;12;5;2;3;9;4
7;9;10;11;8;1;12;5;2;3;6;4;3;42032
3;42032;7;9;10;11;8;1;12;5;2;3;6;4
7;9;10;11;8;1;6;5;2;3;12;4;3;39092
3;39092;7;9;10;11;8;1;6;5;2;3;12;4
7;9;10;11;8;2;6;5;1;3;12;4;3;34770
3;34770;7;9;10;11;8;2;6;5;1;3;12;4
7;9;10;1;8;2;6;5;11;3;12;4;3;28228
3;28228;7;9;10;1;8;2;6;5;11;3;12;4
7;9;10;8;1;2;6;5;11;3;12;4;3;25268
3;25268;7;9;10;8;1;2;6;5;11;3;12;4
7;9;10;8;1;3;6;5;11;2;12;4;3;47598
4;25268;7;9;10;8;1;2;6;5;11;3;12;4
7;9;10;6;1;2;8;5;11;3;12;4;4;23682
4;23682;7;9;10;6;1;2;8;5;11;3;12;4
9;7;10;6;1;2;8;5;11;3;12;4;4;27214
4;27214;9;7;10;6;1;2;8;5;11;3;12;4
9;7;10;3;1;2;8;5;11;6;12;4;4;38342
4;38342;9;7;10;3;1;2;8;5;11;6;12;4
9;7;10;3;5;2;8;1;11;6;12;4;4;39652
4;39652;9;7;10;3;5;2;8;1;11;6;12;4
9;7;1;3;5;2;8;10;11;6;12;4;4;37640
4;37640;9;7;1;3;5;2;8;10;11;6;12;4
9;7;6;3;5;2;8;10;11;1;12;4;4;33028
4;33028;9;7;6;3;5;2;8;10;11;1;12;4
9;7;6;3;1;2;8;10;11;5;12;4;4;38052
4;38052;9;7;6;3;1;2;8;10;11;5;12;4
4;7;6;3;1;2;8;10;11;5;12;9;4;31488
4;31488;4;7;6;3;1;2;8;10;11;5;12;9
4;7;6;3;1;2;9;10;11;5;12;8;4;27126
4;27126;4;7;6;3;1;2;9;10;11;5;12;8
4;2;6;3;1;7;9;10;11;5;12;8;4;25100
4;25100;4;2;6;3;1;7;9;10;11;5;12;8
4;2;6;12;1;7;9;10;11;5;3;8;4;30132
4;25100;4;2;6;3;1;7;9;10;11;5;12;8
4;2;6;3;1;7;9;5;11;10;12;8;4;24162
4;24162;4;2;6;3;1;7;9;5;11;10;12;8
4;2;5;3;1;7;9;6;11;10;12;8;4;35054
4;35054;4;2;5;3;1;7;9;6;11;10;12;8
4;7;5;3;1;2;9;6;11;10;12;8;4;37080
4;37080;4;7;5;3;1;2;9;6;11;10;12;8
4;7;5;3;1;2;9;6;10;11;12;8;4;30808
4;30808;4;7;5;3;1;2;9;6;10;11;12;8
4;7;5;3;1;2;11;6;10;9;12;8;4;36558
4;36558;4;7;5;3;1;2;11;6;10;9;12;8
4;7;6;3;1;2;11;5;10;9;12;8;4;41974
4;41974;4;7;6;3;1;2;11;5;10;9;12;8
4;7;6;11;1;2;3;5;10;9;12;8;4;49180
4;49180;4;7;6;11;1;2;3;5;10;9;12;8
4;7;6;3;1;2;11;5;10;9;12;8;4;41974
4;41974;4;7;6;3;1;2;11;5;10;9;12;8
4;7;6;3;5;2;11;1;10;9;12;8;4;48568
5;48568;4;7;6;3;5;2;11;1;10;9;12;8
4;7;6;12;5;2;11;1;10;9;3;8;5;50062
5;50062;4;7;6;12;5;2;11;1;10;9;3;8
4;7;6;12;11;2;5;1;10;9;3;8;5;51240
5;51240;4;7;6;12;11;2;5;1;10;9;3;8
4;7;6;12;11;8;5;1;10;9;3;2;5;59838
5;59838;4;7;6;12;11;8;5;1;10;9;3;2
4;8;6;12;11;7;5;1;10;9;3;2;5;58756
5;58756;4;8;6;12;11;7;5;1;10;9;3;2
4;8;6;12;11;7;5;9;10;1;3;2;5;57742
5;57742;4;8;6;12;11;7;5;9;10;1;3;2
4;2;6;12;11;7;5;9;10;1;3;8;5;47366
5;47366;4;2;6;12;11;7;5;9;10;1;3;8
4;2;6;10;11;7;5;9;12;1;3;8;5;45832
5;45832;4;2;6;10;11;7;5;9;12;1;3;8
4;2;3;10;11;7;5;9;12;1;6;8;5;42514
5;42514;4;2;3;10;11;7;5;9;12;1;6;8
8;2;3;10;11;7;5;9;12;1;6;4;5;44348
5;44348;8;2;3;10;11;7;5;9;12;1;6;4
8;2;3;5;11;7;10;9;12;1;6;4;5;47782
5;47782;8;2;3;5;11;7;10;9;12;1;6;4
8;2;11;5;3;7;10;9;12;1;6;4;5;50656
5;50656;8;2;11;5;3;7;10;9;12;1;6;4
8;5;11;2;3;7;10;9;12;1;6;4;5;39690
5;39690;8;5;11;2;3;7;10;9;12;1;6;4
8;5;12;2;3;7;10;9;11;1;6;4;5;39696
5;39696;8;5;12;2;3;7;10;9;11;1;6;4
8;4;12;2;3;7;10;9;11;1;6;5;5;51334
5;51334;8;4;12;2;3;7;10;9;11;1;6;5
8;4;12;2;3;6;10;9;11;1;7;5;5;48486
5;48486;8;4;12;2;3;6;10;9;11;1;7;5
8;4;12;11;3;6;10;9;2;1;7;5;5;44196
5;44196;8;4;12;11;3;6;10;9;2;1;7;5
8;4;12;11;3;2;10;9;6;1;7;5;5;52072
5;52072;8;4;12;11;3;2;10;9;6;1;7;5
8;7;12;11;3;2;10;9;6;1;4;5;5;54060
5;54060;8;7;12;11;3;2;10;9;6;1;4;5
8;7;12;5;3;2;10;9;6;1;4;11;5;53742
5;53742;8;7;12;5;3;2;10;9;6;1;4;11
11;7;12;5;3;2;10;9;6;1;4;8;5;44618
6;44618;11;7;12;5;3;2;10;9;6;1;4;8
11;7;12;5;3;2;10;9;6;4;1;8;6;40478
6;40478;11;7;12;5;3;2;10;9;6;4;1;8
11;7;12;2;3;5;10;9;6;4;1;8;6;39494
6;39494;11;7;12;2;3;5;10;9;6;4;1;8
12;7;11;2;3;5;10;9;6;4;1;8;6;34230
6;34230;12;7;11;2;3;5;10;9;6;4;1;8
12;7;11;2;3;5;10;9;4;6;1;8;6;32922
6;32922;12;7;11;2;3;5;10;9;4;6;1;8
12;7;4;2;3;5;10;9;11;6;1;8;6;34038
6;34038;12;7;4;2;3;5;10;9;11;6;1;8
12;1;4;2;3;5;10;9;11;6;7;8;6;54562
6;34038;12;7;4;2;3;5;10;9;11;6;1;8
12;7;4;2;11;5;10;9;3;6;1;8;6;30642
6;30642;12;7;4;2;11;5;10;9;3;6;1;8
12;7;4;2;9;5;10;11;3;6;1;8;6;25628
6;25628;12;7;4;2;9;5;10;11;3;6;1;8
12;7;4;2;9;6;10;11;3;5;1;8;6;40854
6;40854;12;7;4;2;9;6;10;11;3;5;1;8
12;7;2;4;9;6;10;11;3;5;1;8;6;42272
6;42272;12;7;2;4;9;6;10;11;3;5;1;8
12;1;2;4;9;6;10;11;3;5;7;8;6;48720
6;48720;12;1;2;4;9;6;10;11;3;5;7;8
12;1;2;4;9;6;10;8;3;5;7;11;6;51520
6;51520;12;1;2;4;9;6;10;8;3;5;7;11
12;1;2;4;9;6;11;8;3;5;7;10;6;54154
6;54154;12;1;2;4;9;6;11;8;3;5;7;10
3;1;2;4;9;6;11;8;12;5;7;10;6;46322
6;46322;3;1;2;4;9;6;11;8;12;5;7;10
3;1;2;8;9;6;11;4;12;5;7;10;6;59304
6;46322;3;1;2;4;9;6;11;8;12;5;7;10
3;11;2;4;9;6;1;8;12;5;7;10;6;31414
6;31414;3;11;2;4;9;6;1;8;12;5;7;10
3;11;9;4;2;6;1;8;12;5;7;10;6;32826
6;32826;3;11;9;4;2;6;1;8;12;5;7;10
3;11;9;4;12;6;1;8;2;5;7;10;6;31608
6;31608;3;11;9;4;12;6;1;8;2;5;7;10
3;11;9;4;12;6;1;8;7;5;2;10;6;31684
6;31684;3;11;9;4;12;6;1;8;7;5;2;10
3;11;9;4;10;6;1;8;7;5;2;12;6;35952
7;35952;3;11;9;4;10;6;1;8;7;5;2;12
3;11;8;4;10;6;1;9;7;5;2;12;7;42576
7;42576;3;11;8;4;10;6;1;9;7;5;2;12
3;6;8;4;10;11;1;9;7;5;2;12;7;50236
7;50236;3;6;8;4;10;11;1;9;7;5;2;12
3;6;8;11;10;4;1;9;7;5;2;12;7;53846
7;53846;3;6;8;11;10;4;1;9;7;5;2;12
3;6;8;11;4;10;1;9;7;5;2;12;7;57728
7;57728;3;6;8;11;4;10;1;9;7;5;2;12
3;6;8;11;4;9;1;10;7;5;2;12;7;42416
7;42416;3;6;8;11;4;9;1;10;7;5;2;12
3;6;7;11;4;9;1;10;8;5;2;12;7;43726
7;43726;3;6;7;11;4;9;1;10;8;5;2;12
3;6;7;11;4;9;2;10;8;5;1;12;7;42266
7;42266;3;6;7;11;4;9;2;10;8;5;1;12
3;6;7;11;4;9;2;10;8;5;12;1;7;43676
7;43676;3;6;7;11;4;9;2;10;8;5;12;1
3;11;7;6;4;9;2;10;8;5;12;1;7;38090
7;38090;3;11;7;6;4;9;2;10;8;5;12;1
3;11;7;6;4;9;5;10;8;2;12;1;7;40464
7;40464;3;11;7;6;4;9;5;10;8;2;12;1
3;11;4;6;7;9;5;10;8;2;12;1;7;48666
7;48666;3;11;4;6;7;9;5;10;8;2;12;1
3;11;4;6;7;9;5;2;8;10;12;1;7;46844
7;46844;3;11;4;6;7;9;5;2;8;10;12;1
3;11;4;8;7;9;5;2;6;10;12;1;7;42738
7;42738;3;11;4;8;7;9;5;2;6;10;12;1
3;1;4;8;7;9;5;2;6;10;12;11;7;53700
7;42738;3;11;4;8;7;9;5;2;6;10;12;1
3;11;7;8;4;9;5;2;6;10;12;1;7;35560
7;35560;3;11;7;8;4;9;5;2;6;10;12;1
3;11;7;8;4;12;5;2;6;10;9;1;7;32088
7;32088;3;11;7;8;4;12;5;2;6;10;9;1
3;1;7;8;4;12;5;2;6;10;9;11;7;49562
7;32088;3;11;7;8;4;12;5;2;6;10;9;1
3;11;7;6;4;12;5;2;8;10;9;1;7;33954
7;33954;3;11;7;6;4;12;5;2;8;10;9;1
3;11;7;6;4;2;5;12;8;10;9;1;7;52974
7;52974;3;11;7;6;4;2;5;12;8;10;9;1
7;11;3;6;4;2;5;12;8;10;9;1;7;56530
8;56530;7;11;3;6;4;2;5;12;8;10;9;1
5;11;3;6;4;2;7;12;8;10;9;1;8;51456
8;51456;5;11;3;6;4;2;7;12;8;10;9;1
5;11;3;6;4;2;12;7;8;10;9;1;8;37156
8;37156;5;11;3;6;4;2;12;7;8;10;9;1
5;2;3;6;4;11;12;7;8;10;9;1;8;52330
8;37156;5;11;3;6;4;2;12;7;8;10;9;1
5;8;3;6;4;2;12;7;11;10;9;1;8;41012
8;37156;5;11;3;6;4;2;12;7;8;10;9;1
5;11;3;6;4;2;12;7;10;8;9;1;8;53330
8;53330;5;11;3;6;4;2;12;7;10;8;9;1
5;11;3;1;4;2;12;7;10;8;9;6;8;54654
8;54654;5;11;3;1;4;2;12;7;10;8;9;6
5;11;3;1;4;2;12;7;10;9;8;6;8;41164
8;41164;5;11;3;1;4;2;12;7;10;9;8;6
5;11;3;1;8;2;12;7;10;9;4;6;8;37748
8;37748;5;11;3;1;8;2;12;7;10;9;4;6
1;11;3;5;8;2;12;7;10;9;4;6;8;46438
8;46438;1;11;3;5;8;2;12;7;10;9;4;6
1;11;3;5;8;2;12;7;10;6;4;9;8;58150
8;46438;1;11;3;5;8;2;12;7;10;9;4;6
1;11;3;5;8;2;12;7;9;10;4;6;8;42358
8;42358;1;11;3;5;8;2;12;7;9;10;4;6
1;11;3;5;8;6;12;7;9;10;4;2;8;27720
8;27720;1;11;3;5;8;6;12;7;9;10;4;2
1;11;3;12;8;6;5;7;9;10;4;2;8;26620
8;26620;1;11;3;12;8;6;5;7;9;10;4;2
1;2;3;12;8;6;5;7;9;10;4;11;8;36952
8;36952;1;2;3;12;8;6;5;7;9;10;4;11
1;2;3;12;8;6;5;7;9;11;4;10;8;45592
8;45592;1;2;3;12;8;6;5;7;9;11;4;10
1;2;8;12;3;6;5;7;9;11;4;10;8;48700
8;48700;1;2;8;12;3;6;5;7;9;11;4;10
1;2;8;12;3;9;5;7;6;11;4;10;8;43202
8;43202;1;2;8;12;3;9;5;7;6;11;4;10
1;2;8;12;3;9;5;7;6;11;10;4;8;45490
8;45490;1;2;8;12;3;9;5;7;6;11;10;4
1;2;8;12;3;9;10;7;6;11;5;4;8;45186
8;45186;1;2;8;12;3;9;10;7;6;11;5;4
1;2;8;12;3;9;5;7;6;11;10;4;8;45490
9;45490;1;2;8;12;3;9;5;7;6;11;10;4
1;8;2;12;3;9;5;7;6;11;10;4;9;48230
9;48230;1;8;2;12;3;9;5;7;6;11;10;4
1;8;2;12;4;9;5;7;6;11;10;3;9;44786
9;44786;1;8;2;12;4;9;5;7;6;11;10;3
1;8;2;12;7;9;5;4;6;11;10;3;9;45788
9;45788;1;8;2;12;7;9;5;4;6;11;10;3
1;8;2;12;7;9;5;4;10;11;6;3;9;45840
9;45840;1;8;2;12;7;9;5;4;10;11;6;3
1;8;2;6;7;9;5;4;10;11;12;3;9;46638
9;46638;1;8;2;6;7;9;5;4;10;11;12;3
1;8;2;6;7;9;5;4;10;3;12;11;9;37614
9;37614;1;8;2;6;7;9;5;4;10;3;12;11
1;8;3;6;7;9;5;4;10;2;12;11;9;37904
9;37904;1;8;3;6;7;9;5;4;10;2;12;11
1;12;3;6;7;9;5;4;10;2;8;11;9;42656
9;42656;1;12;3;6;7;9;5;4;10;2;8;11
1;12;3;7;6;9;5;4;10;2;8;11;9;45176
9;45176;1;12;3;7;6;9;5;4;10;2;8;11
1;12;3;7;6;9;5;8;10;2;4;11;9;56960
9;56960;1;12;3;7;6;9;5;8;10;2;4;11
1;10;3;7;6;9;5;8;12;2;4;11;9;50460
9;50460;1;10;3;7;6;9;5;8;12;2;4;11
1;10;3;7;4;9;5;8;12;2;6;11;9;43546
9;43546;1;10;3;7;4;9;5;8;12;2;6;11
1;10;3;7;4;9;5;6;12;2;8;11;9;43366
9;43366;1;10;3;7;4;9;5;6;12;2;8;11
1;10;3;7;4;9;5;6;12;11;8;2;9;32230
9;32230;1;10;3;7;4;9;5;6;12;11;8;2
1;9;3;7;4;10;5;6;12;11;8;2;9;43496
9;32230;1;10;3;7;4;9;5;6;12;11;8;2
1;10;12;7;4;9;5;6;3;11;8;2;9;33726
9;33726;1;10;12;7;4;9;5;6;3;11;8;2
9;10;12;7;4;1;5;6;3;11;8;2;9;34786
9;34786;9;10;12;7;4;1;5;6;3;11;8;2
9;10;12;7;4;1;5;6;2;11;8;3;9;33596
9;33596;9;10;12;7;4;1;5;6;2;11;8;3
7;10;12;9;4;1;5;6;2;11;8;3;9;24910
9;24910;7;10;12;9;4;1;5;6;2;11;8;3
7;10;12;9;4;1;5;2;6;11;8;3;9;38880
10;38880;7;10;12;9;4;1;5;2;6;11;8;3
7;10;8;9;4;1;5;2;6;11;12;3;10;37482
10;37482;7;10;8;9;4;1;5;2;6;11;12;3
7;10;8;9;4;1;11;2;6;5;12;3;10;35610
10;35610;7;10;8;9;4;1;11;2;6;5;12;3
7;6;8;9;4;1;11;2;10;5;12;3;10;63496
10;63496;7;6;8;9;4;1;11;2;10;5;12;3
7;6;8;9;2;1;11;4;10;5;12;3;10;61480
10;61480;7;6;8;9;2;1;11;4;10;5;12;3
1;6;8;9;2;7;11;4;10;5;12;3;10;62932
10;62932;1;6;8;9;2;7;11;4;10;5;12;3
1;6;8;9;2;7;11;4;3;5;12;10;10;62136
10;62136;1;6;8;9;2;7;11;4;3;5;12;10
1;6;8;9;4;7;11;2;3;5;12;10;10;61916
10;61916;1;6;8;9;4;7;11;2;3;5;12;10
1;6;2;9;4;7;11;8;3;5;12;10;10;53572
10;53572;1;6;2;9;4;7;11;8;3;5;12;10
1;6;2;9;4;10;11;8;3;5;12;7;10;45372
10;45372;1;6;2;9;4;10;11;8;3;5;12;7
1;6;10;9;4;2;11;8;3;5;12;7;10;43140
10;43140;1;6;10;9;4;2;11;8;3;5;12;7
1;6;10;9;4;12;11;8;3;5;2;7;10;39476
10;39476;1;6;10;9;4;12;11;8;3;5;2;7
1;6;10;3;4;12;11;8;9;5;2;7;10;36062
10;36062;1;6;10;3;4;12;11;8;9;5;2;7
1;6;10;3;4;12;11;8;9;2;5;7;10;49698
10;36062;1;6;10;3;4;12;11;8;9;5;2;7
1;6;9;3;4;12;11;8;10;5;2;7;10;37342
10;37342;1;6;9;3;4;12;11;8;10;5;2;7
1;6;9;3;4;12;11;8;10;7;2;5;10;47710
10;47710;1;6;9;3;4;12;11;8;10;7;2;5
1;6;9;3;4;7;11;8;10;12;2;5;10;63150
10;47710;1;6;9;3;4;12;11;8;10;7;2;5
10;6;9;3;4;12;11;8;1;7;2;5;10;45938
10;45938;10;6;9;3;4;12;11;8;1;7;2;5
10;6;9;3;4;12;11;8;2;7;1;5;10;45820
10;45820;10;6;9;3;4;12;11;8;2;7;1;5
10;6;9;3;4;12;11;2;8;7;1;5;10;35328
10;35328;10;6;9;3;4;12;11;2;8;7;1;5
10;6;9;3;4;5;11;2;8;7;1;12;10;42874
11;42874;10;6;9;3;4;5;11;2;8;7;1;12
10;6;9;2;4;5;11;3;8;7;1;12;11;48556
11;48556;10;6;9;2;4;5;11;3;8;7;1;12
10;6;9;2;3;5;11;4;8;7;1;12;11;46346
11;46346;10;6;9;2;3;5;11;4;8;7;1;12
10;6;9;2;3;5;1;4;8;7;11;12;11;47324
11;47324;10;6;9;2;3;5;1;4;8;7;11;12
10;6;9;2;3;11;1;4;8;7;5;12;11;36844
11;36844;10;6;9;2;3;11;1;4;8;7;5;12
1;6;9;2;3;11;10;4;8;7;5;12;11;38634
11;38634;1;6;9;2;3;11;10;4;8;7;5;12
1;6;9;2;3;11;5;4;8;7;10;12;11;38272
11;38272;1;6;9;2;3;11;5;4;8;7;10;12
1;10;9;2;3;11;5;4;8;7;6;12;11;43186
11;43186;1;10;9;2;3;11;5;4;8;7;6;12
1;10;9;2;3;11;7;4;8;5;6;12;11;52964
11;52964;1;10;9;2;3;11;7;4;8;5;6;12
1;10;9;2;3;11;7;4;8;12;6;5;11;51428
11;51428;1;10;9;2;3;11;7;4;8;12;6;5
1;10;9;2;3;11;7;4;8;6;12;5;11;37974
11;37974;1;10;9;2;3;11;7;4;8;6;12;5
1;10;9;2;3;11;7;4;8;6;5;12;11;32796
11;32796;1;10;9;2;3;11;7;4;8;6;5;12
1;10;9;2;7;11;3;4;8;6;5;12;11;30694
11;30694;1;10;9;2;7;11;3;4;8;6;5;12
11;10;9;2;7;1;3;4;8;6;5;12;11;36164
11;36164;11;10;9;2;7;1;3;4;8;6;5;12
11;10;9;2;7;1;12;4;8;6;5;3;11;38954
11;38954;11;10;9;2;7;1;12;4;8;6;5;3
11;10;9;2;8;1;12;4;7;6;5;3;11;33986
11;33986;11;10;9;2;8;1;12;4;7;6;5;3
11;10;9;12;8;1;2;4;7;6;5;3;11;31284
11;31284;11;10;9;12;8;1;2;4;7;6;5;3
11;10;9;7;8;1;2;4;12;6;5;3;11;37322
11;31284;11;10;9;12;8;1;2;4;7;6;5;3
11;10;9;12;8;1;2;5;7;6;4;3;11;44894
11;44894;11;10;9;12;8;1;2;5;7;6;4;3
11;6;9;12;8;1;2;5;7;10;4;3;11;30094
11;30094;11;6;9;12;8;1;2;5;7;10;4;3
7;6;9;12;8;1;2;5;11;10;4;3;11;55366
12;30094;11;6;9;12;8;1;2;5;7;10;4;3
11;8;9;12;6;1;2;5;7;10;4;3;12;24816
12;24816;11;8;9;12;6;1;2;5;7;10;4;3
3;8;9;12;6;1;2;5;7;10;4;11;12;45674
12;24816;11;8;9;12;6;1;2;5;7;10;4;3
11;8;9;12;6;7;2;5;1;10;4;3;12;32280
12;32280;11;8;9;12;6;7;2;5;1;10;4;3
5;8;9;12;6;7;2;11;1;10;4;3;12;52896
12;52896;5;8;9;12;6;7;2;11;1;10;4;3
5;8;9;11;6;7;2;12;1;10;4;3;12;52510
12;52510;5;8;9;11;6;7;2;12;1;10;4;3
12;8;9;11;6;7;2;5;1;10;4;3;12;46784
12;46784;12;8;9;11;6;7;2;5;1;10;4;3
12;5;9;11;6;7;2;8;1;10;4;3;12;30544
12;30544;12;5;9;11;6;7;2;8;1;10;4;3
12;5;9;11;1;7;2;8;6;10;4;3;12;35152
12;35152;12;5;9;11;1;7;2;8;6;10;4;3
12;5;9;11;1;7;2;3;6;10;4;8;12;41734
12;35152;12;5;9;11;1;7;2;8;6;10;4;3
12;5;9;10;1;7;2;8;6;11;4;3;12;38338
12;38338;12;5;9;10;1;7;2;8;6;11;4;3
12;5;9;3;1;7;2;8;6;11;4;10;12;38464
12;38464;12;5;9;3;1;7;2;8;6;11;4;10
12;5;9;3;1;7;2;6;8;11;4;10;12;36990
12;36990;12;5;9;3;1;7;2;6;8;11;4;10
12;3;9;5;1;7;2;6;8;11;4;10;12;44576
12;44576;12;3;9;5;1;7;2;6;8;11;4;10
12;3;9;6;1;7;2;5;8;11;4;10;12;44820
12;44820;12;3;9;6;1;7;2;5;8;11;4;10
12;3;9;6;1;7;5;2;8;11;4;10;12;59848
12;59848;12;3;9;6;1;7;5;2;8;11;4;10
12;3;9;6;1;11;5;2;8;7;4;10;12;45234
12;45234;12;3;9;6;1;11;5;2;8;7;4;10
12;10;9;6;1;11;5;2;8;7;4;3;12;55668
12;55668;12;10;9;6;1;11;5;2;8;7;4;3
12;10;9;6;1;11;3;2;8;7;4;5;12;51382
12;51382;12;10;9;6;1;11;3;2;8;7;4;5
12;7;9;6;1;11;3;2;8;10;4;5;12;43600
