"X1";"X270";"X33";"X41";"X9";"X38";"X58";"X50";"X22";"X27";"X29";"X54";"X2";"X15";"X11";"X37";"X48";"X30";"X23";"X14";"X6";"X7";"X61";"X49";"X8";"X17";"X28";"X3";"X36";"X55";"X62";"X57";"X24";"X47";"X64";"X25";"X51";"X19";"X52";"X45";"X44";"X63";"X42";"X39";"X21";"X1.1";"X16";"X31";"X13";"X56";"X59";"X60";"X10";"X4";"X5";"X20";"X32";"X18";"X35";"X53";"X26";"X46";"X34";"X43";"X40";"X12"
15;270;63;62;39;13;23;9;45;16;15;49;48;56;2;44;6;19;26;60;55;41;40;47;32;34;22;21;27;25;36;51;50;10;5;52;53;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;1;29;57;58;33;37;43;11;28;46;14
63;62;39;13;23;9;45;16;15;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;27;25;36;51;6;10;5;52;53;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;1;29;57;58;33;37;43;11;28;46;14;15;260
15;260;63;62;39;13;23;9;45;16;15;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;27;25;36;51;6;10;5;52;53;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;1;29;57;58;33;37;43;11;28;46;14
63;62;39;1;23;9;45;16;15;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;27;25;36;51;6;10;5;52;53;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;33;37;43;11;28;46;14;15;256
15;256;63;62;39;1;23;9;45;16;15;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;27;25;36;51;6;10;5;52;53;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;33;37;43;11;28;46;14
63;62;39;1;23;9;45;16;15;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;53;25;36;51;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;33;37;43;11;28;46;14;15;272
15;272;63;62;39;1;23;9;45;16;15;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;53;25;36;51;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;33;37;43;11;28;46;14
63;62;39;1;23;9;45;33;15;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;53;25;36;51;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;16;37;43;11;28;46;14;15;256
15;256;63;62;39;1;23;9;45;33;15;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;53;25;36;51;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;16;37;43;11;28;46;14
63;62;39;1;23;9;45;33;51;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;53;25;36;15;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;16;37;43;11;28;46;14;15;256
15;256;63;62;39;1;23;9;45;33;51;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;53;25;36;15;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;16;37;43;11;28;46;14
63;62;39;1;23;9;45;33;51;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;15;37;43;11;28;46;14;15;260
15;260;63;62;39;1;23;9;45;33;51;49;48;56;2;44;50;19;26;60;55;41;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;15;37;43;11;28;46;14
63;62;39;1;23;9;45;33;51;49;48;56;2;44;50;19;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;15;41;43;11;28;46;14;15;256
15;256;63;62;39;1;23;9;45;33;51;49;48;56;2;44;50;19;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;12;35;54;30;8;64;24;18;20;13;29;57;58;15;41;43;11;28;46;14
63;62;39;1;23;9;45;33;51;49;48;56;2;44;50;19;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;13;35;54;30;8;64;24;18;20;12;29;57;58;15;41;43;11;28;46;14;15;256
15;256;63;62;39;1;23;9;45;33;51;49;48;56;2;44;50;19;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;13;35;54;30;8;64;24;18;20;12;29;57;58;15;41;43;11;28;46;14
63;62;39;1;23;9;45;33;51;49;48;56;18;44;50;19;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;13;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;28;46;14;15;256
15;256;63;62;39;1;23;9;45;33;51;49;48;56;18;44;50;19;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;13;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;28;46;14
63;62;39;1;23;9;45;33;51;49;13;56;18;44;50;19;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;28;46;14;15;260
15;260;63;62;39;1;23;9;45;33;51;49;13;56;18;44;50;19;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;28;46;14
63;62;39;1;23;9;45;33;51;49;13;56;18;44;50;28;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;19;46;14;15;260
16;260;63;62;39;1;23;9;45;33;51;49;13;56;18;44;50;28;26;60;55;37;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;19;46;14
63;62;39;1;23;9;45;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;19;46;14;16;262
16;262;63;62;39;1;23;9;45;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;3;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;19;46;14
63;62;39;1;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;19;46;14;16;262
16;262;63;62;39;1;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;19;46;14
63;62;10;1;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;32;34;22;21;53;25;36;16;6;39;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;19;46;14;16;266
16;262;63;62;39;1;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;29;57;58;15;41;43;11;19;46;14
63;62;39;1;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14;16;262
16;262;63;62;39;1;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;32;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;1;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14;16;270
16;270;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;1;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14
63;62;39;32;23;9;3;33;49;37;13;56;18;44;50;28;26;60;55;51;40;47;1;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14;16;282
16;270;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;1;34;22;21;53;25;36;16;6;10;5;52;27;42;59;45;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;1;34;22;21;53;25;45;16;6;10;5;52;27;42;59;36;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14;16;270
16;270;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;1;34;22;21;53;25;45;16;6;10;5;52;27;42;59;36;31;7;61;38;17;4;48;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;1;34;22;21;53;25;45;48;6;10;5;52;27;42;59;36;31;7;61;38;17;4;16;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14;16;270
16;270;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;1;34;22;21;53;25;45;48;6;10;5;52;27;42;59;36;31;7;61;38;17;4;16;35;54;30;8;64;24;2;20;12;41;57;58;15;29;43;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;43;34;22;21;53;25;45;48;6;10;5;52;27;42;59;36;31;7;61;38;17;4;16;35;54;30;8;64;24;2;20;12;41;57;58;15;29;1;11;19;46;14;16;270
16;270;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;51;40;47;43;34;22;21;53;25;45;48;6;10;5;52;27;42;59;36;31;7;61;38;17;4;16;35;54;30;8;64;24;2;20;12;41;57;58;15;29;1;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;10;5;52;27;42;59;51;31;7;61;38;17;4;16;35;54;30;8;64;24;2;20;12;41;57;58;15;29;1;11;19;46;14;16;278
16;278;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;10;5;52;27;42;59;51;31;7;61;38;17;4;16;35;54;30;8;64;24;2;20;12;41;57;58;15;29;1;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;10;5;52;27;42;59;51;31;7;61;38;17;4;16;35;54;30;8;64;24;12;20;2;41;57;58;15;29;1;11;19;46;14;16;278
16;278;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;10;5;52;27;42;59;51;31;7;61;38;17;4;16;35;54;30;8;64;24;12;20;2;41;57;58;15;29;1;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;64;5;52;27;42;59;51;31;7;61;38;17;4;16;35;54;30;8;10;24;12;20;2;41;57;58;15;29;1;11;19;46;14;16;282
16;282;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;64;5;52;27;42;59;51;31;7;61;38;17;4;16;35;54;30;8;10;24;12;20;2;41;57;58;15;29;1;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;64;5;52;27;42;59;51;31;7;61;38;17;4;16;35;1;30;8;10;24;12;20;2;41;57;58;15;29;54;11;19;46;14;16;282
16;282;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;64;5;52;27;42;59;51;31;7;61;38;17;4;16;35;1;30;8;10;24;12;20;2;41;57;58;15;29;54;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;64;5;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;10;24;12;20;2;41;57;58;15;29;54;11;19;46;14;16;282
16;282;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;22;21;53;25;45;48;6;64;5;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;10;24;12;20;2;41;57;58;15;29;54;11;19;46;14
63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;11;21;53;25;45;48;6;64;5;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;10;24;12;20;2;41;57;58;15;29;54;22;19;46;14;16;282
16;282;63;62;39;32;23;9;3;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;11;21;53;25;45;48;6;64;5;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;10;24;12;20;2;41;57;58;15;29;54;22;19;46;14
63;62;39;32;23;9;57;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;11;21;53;25;45;48;6;64;5;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;10;24;12;20;2;41;3;58;15;29;54;22;19;46;14;16;282
16;282;63;62;39;32;23;9;57;33;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;11;21;53;25;45;48;6;64;5;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;10;24;12;20;2;41;3;58;15;29;54;22;19;46;14
63;62;39;32;23;9;57;5;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;11;21;53;25;45;48;6;64;33;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;10;24;12;20;2;41;3;58;15;29;54;22;19;46;14;16;298
16;298;63;62;39;32;23;9;57;5;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;11;21;53;25;45;48;6;64;33;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;10;24;12;20;2;41;3;58;15;29;54;22;19;46;14
63;62;39;32;23;9;57;5;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;11;21;10;25;45;48;6;64;33;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14;16;302
16;302;63;62;39;32;23;9;57;5;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;34;11;21;10;25;45;48;6;64;33;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14
63;62;39;32;23;9;57;5;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;45;34;6;64;33;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14;16;302
16;302;63;62;39;32;23;9;57;5;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;45;34;6;64;33;52;27;42;35;51;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14
63;51;39;32;23;9;57;5;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;45;34;6;64;33;52;27;42;35;62;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14;16;302
17;302;63;51;39;32;23;9;57;5;37;49;13;56;18;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;45;34;6;64;33;52;27;42;35;62;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14
63;51;39;32;23;9;57;5;37;49;13;56;45;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;18;34;6;64;33;52;27;42;35;62;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14;17;302
17;302;63;51;39;32;23;9;57;5;37;49;13;56;45;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;18;34;6;64;33;52;27;42;35;62;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14
63;51;39;32;23;9;57;5;37;49;13;56;45;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;18;34;6;62;33;52;27;42;35;64;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14;17;300
17;300;63;51;39;32;23;9;57;5;37;49;13;56;45;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;18;34;6;62;33;52;27;42;35;64;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;29;54;22;19;46;14
63;51;39;32;23;9;57;5;37;49;13;56;45;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;18;34;6;62;33;52;27;42;35;64;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14;17;300
17;300;63;51;39;32;23;9;57;5;37;49;13;56;45;44;50;28;26;60;55;36;40;47;43;48;11;21;10;25;18;34;6;62;33;52;27;42;35;64;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14
63;51;39;32;23;9;57;5;37;49;13;10;45;44;50;28;26;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;52;27;42;35;64;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14;17;292
17;292;63;51;39;32;23;9;57;5;37;49;13;10;45;44;50;28;26;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;52;27;42;35;64;31;7;61;38;17;4;16;59;1;30;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14
63;51;39;32;23;9;57;5;37;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;52;27;42;35;64;31;7;61;38;17;4;16;26;1;30;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14;17;292
17;292;63;51;39;32;23;9;57;5;37;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;52;27;42;35;64;31;7;61;38;17;4;16;26;1;30;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14
63;51;39;32;23;9;57;5;37;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;52;27;42;35;64;31;7;61;30;17;4;16;26;1;38;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14;17;292
17;292;63;51;39;32;23;9;57;5;37;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;52;27;42;35;64;31;7;61;30;17;4;16;26;1;38;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14
63;51;39;32;23;9;57;5;4;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;52;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14;17;284
17;284;63;51;39;32;23;9;57;5;4;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;52;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;58;15;54;29;22;19;46;14
63;51;39;32;23;9;57;5;4;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;58;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;22;19;46;14;17;284
17;284;63;51;39;32;23;9;57;5;4;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;18;34;6;62;33;58;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;22;19;46;14
63;51;39;32;23;9;18;5;4;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;57;34;6;62;33;58;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;22;19;46;14;17;284
17;284;63;51;39;32;23;9;18;5;4;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;57;34;6;62;33;58;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;22;19;46;14
63;51;22;32;23;9;18;5;4;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;57;34;6;62;33;58;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;46;14;17;284
17;284;63;51;22;32;23;9;18;5;4;49;13;10;45;44;50;28;59;60;55;36;40;47;43;48;11;21;56;25;57;34;6;62;33;58;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;46;14
63;51;22;32;23;9;18;5;4;49;13;10;45;44;50;28;59;60;11;36;40;47;43;48;55;21;56;25;57;34;6;62;33;58;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;46;14;17;276
17;276;63;51;22;32;23;9;18;5;4;49;13;10;45;44;50;28;59;60;11;36;40;47;43;48;55;21;56;25;57;34;6;62;33;58;27;42;35;64;31;7;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;46;14
63;51;22;32;23;9;18;7;4;49;13;10;45;44;50;28;59;60;11;36;40;47;43;48;55;21;56;25;57;34;6;62;33;58;27;42;35;64;31;5;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;46;14;17;280
17;280;63;51;22;32;23;9;18;7;4;49;13;10;45;44;50;28;59;60;11;36;40;47;43;48;55;21;56;25;57;34;6;62;33;58;27;42;35;64;31;5;61;30;17;37;16;26;1;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;46;14
63;51;22;32;23;1;18;7;4;49;13;10;45;44;50;28;59;60;11;36;40;47;43;48;55;21;56;25;57;34;6;62;33;58;27;42;35;64;31;5;61;30;17;37;16;26;9;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;46;14;17;280
17;280;63;51;22;32;23;1;18;7;4;49;13;10;45;44;50;28;59;60;11;36;40;47;43;48;55;21;56;25;57;34;6;62;33;58;27;42;35;64;31;5;61;30;17;37;16;26;9;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;46;14
63;51;22;32;23;1;18;7;4;49;13;10;45;44;50;28;59;60;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;27;42;35;64;31;5;61;30;17;37;16;26;9;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;40;14;17;280
17;280;63;51;22;32;23;1;18;7;4;49;13;10;45;44;50;28;59;60;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;27;42;35;64;31;5;61;30;17;37;16;26;9;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;40;14
63;51;22;32;23;1;18;7;4;49;13;10;45;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;64;31;5;61;30;17;37;16;26;9;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;40;14;17;280
17;280;63;51;22;32;23;1;18;7;4;49;13;10;45;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;64;31;5;61;30;17;37;16;26;9;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;40;14
63;51;22;32;23;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;45;31;5;61;30;17;37;16;26;9;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;40;14;17;280
17;280;63;51;22;32;23;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;45;31;5;61;30;17;37;16;26;9;38;8;53;24;12;20;2;41;3;52;15;54;29;39;19;40;14
63;51;22;32;23;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;45;31;5;61;30;17;37;16;26;9;38;8;53;24;12;41;2;20;3;52;15;54;29;39;19;40;14;17;280
17;280;63;51;22;32;23;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;45;31;5;61;30;17;37;16;26;9;38;8;53;24;12;41;2;20;3;52;15;54;29;39;19;40;14
63;51;22;32;23;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;45;31;5;61;30;17;37;16;26;9;12;8;53;24;38;41;2;20;3;52;15;54;29;39;19;40;14;17;280
17;280;63;51;22;32;23;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;45;31;5;61;30;17;37;16;26;9;12;8;53;24;38;41;2;20;3;52;15;54;29;39;19;40;14
38;51;22;32;23;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;45;31;5;61;30;17;37;16;26;9;12;8;53;24;63;41;2;20;3;52;15;54;29;39;19;40;14;17;280
17;280;38;51;22;32;23;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;58;60;42;35;45;31;5;61;30;17;37;16;26;9;12;8;53;24;63;41;2;20;3;52;15;54;29;39;19;40;14
38;51;22;32;58;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;23;60;42;35;45;31;5;61;30;17;37;16;26;9;12;8;53;24;63;41;2;20;3;52;15;54;29;39;19;40;14;17;280
18;280;38;51;22;32;58;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;43;48;55;21;56;25;57;34;6;62;33;23;60;42;35;45;31;5;61;30;17;37;16;26;9;12;8;53;24;63;41;2;20;3;52;15;54;29;39;19;40;14
38;51;22;32;58;1;18;7;4;49;13;10;64;44;50;28;59;27;11;36;46;47;21;48;55;43;56;25;57;34;6;62;33;23;60;42;35;45;31;5;61;30;17;37;16;26;9;12;8;53;24;63;41;2;20;3;52;15;54;29;39;19;40;14;18;280
