"X1";"X5781148";"X18";"X11";"X22";"X16";"X1.1";"X15";"X7";"X2";"X13";"X10";"X19";"X6";"X5";"X12";"X17";"X26";"X25";"X14";"X3";"X23";"X8";"X24";"X9";"X4";"X20";"X21"
8;3;22;20;5;9;12;19;14;1;6;24;26;16;25;15;7;13;11;23;10;18;17;4;21;2;2;6023127
2;6023127;8;3;22;20;5;9;12;19;14;1;6;24;26;16;25;15;7;13;11;23;10;18;17;4;21;2
8;3;23;20;5;9;12;19;14;1;6;24;26;16;25;15;7;13;11;22;10;18;17;4;21;2;2;6020553
2;6020553;8;3;23;20;5;9;12;19;14;1;6;24;26;16;25;15;7;13;11;22;10;18;17;4;21;2
8;3;23;20;5;9;12;19;14;1;10;24;26;16;25;15;7;13;11;22;6;18;17;4;21;2;2;6026781
2;6026781;8;3;23;20;5;9;12;19;14;1;10;24;26;16;25;15;7;13;11;22;6;18;17;4;21;2
14;3;23;20;5;9;12;19;8;1;10;24;26;16;25;15;7;13;11;22;6;18;17;4;21;2;2;5988945
2;5988945;14;3;23;20;5;9;12;19;8;1;10;24;26;16;25;15;7;13;11;22;6;18;17;4;21;2
14;3;23;19;5;9;12;20;8;1;10;24;26;16;25;15;7;13;11;22;6;18;17;4;21;2;2;5997775
2;5997775;14;3;23;19;5;9;12;20;8;1;10;24;26;16;25;15;7;13;11;22;6;18;17;4;21;2
14;3;23;19;5;24;12;20;8;1;10;9;26;16;25;15;7;13;11;22;6;18;17;4;21;2;2;6015964
2;6015964;14;3;23;19;5;24;12;20;8;1;10;9;26;16;25;15;7;13;11;22;6;18;17;4;21;2
14;3;23;19;5;24;12;20;8;1;10;9;26;16;25;18;7;13;11;22;6;15;17;4;21;2;2;5967617
2;5967617;14;3;23;19;5;24;12;20;8;1;10;9;26;16;25;18;7;13;11;22;6;15;17;4;21;2
14;3;23;19;22;24;12;20;8;1;10;9;26;16;25;18;7;13;11;5;6;15;17;4;21;2;2;6078694
2;6078694;14;3;23;19;22;24;12;20;8;1;10;9;26;16;25;18;7;13;11;5;6;15;17;4;21;2
14;3;23;19;22;24;12;21;8;1;10;9;26;16;25;18;7;13;11;5;6;15;17;4;20;2;2;6091495
2;6091495;14;3;23;19;22;24;12;21;8;1;10;9;26;16;25;18;7;13;11;5;6;15;17;4;20;2
14;3;23;19;5;24;12;21;8;1;10;9;26;16;25;18;7;13;11;22;6;15;17;4;20;2;2;5980418
2;5980418;14;3;23;19;5;24;12;21;8;1;10;9;26;16;25;18;7;13;11;22;6;15;17;4;20;2
14;3;23;19;5;24;12;21;8;1;10;9;26;16;25;7;18;13;11;22;6;15;17;4;20;2;2;5962634
2;5962634;14;3;23;19;5;24;12;21;8;1;10;9;26;16;25;7;18;13;11;22;6;15;17;4;20;2
14;3;18;19;5;24;12;21;8;1;10;9;26;16;25;7;23;13;11;22;6;15;17;4;20;2;2;6049570
2;6049570;14;3;18;19;5;24;12;21;8;1;10;9;26;16;25;7;23;13;11;22;6;15;17;4;20;2
14;18;3;19;5;24;12;21;8;1;10;9;26;16;25;7;23;13;11;22;6;15;17;4;20;2;2;6051474
2;6051474;14;18;3;19;5;24;12;21;8;1;10;9;26;16;25;7;23;13;11;22;6;15;17;4;20;2
14;18;3;19;5;24;12;21;8;9;10;1;26;16;25;7;23;13;11;22;6;15;17;4;20;2;2;5987984
2;5987984;14;18;3;19;5;24;12;21;8;9;10;1;26;16;25;7;23;13;11;22;6;15;17;4;20;2
14;18;3;15;5;24;12;21;8;9;10;1;26;16;25;7;23;13;11;22;6;19;17;4;20;2;2;6009689
2;6009689;14;18;3;15;5;24;12;21;8;9;10;1;26;16;25;7;23;13;11;22;6;19;17;4;20;2
14;24;3;15;5;18;12;21;8;9;10;1;26;16;25;7;23;13;11;22;6;19;17;4;20;2;2;5946002
2;5946002;14;24;3;15;5;18;12;21;8;9;10;1;26;16;25;7;23;13;11;22;6;19;17;4;20;2
14;1;3;15;5;18;12;21;8;9;10;24;26;16;25;7;23;13;11;22;6;19;17;4;20;2;2;5974506
2;5974506;14;1;3;15;5;18;12;21;8;9;10;24;26;16;25;7;23;13;11;22;6;19;17;4;20;2
14;1;3;15;5;9;12;21;8;18;10;24;26;16;25;7;23;13;11;22;6;19;17;4;20;2;2;5984344
2;5984344;14;1;3;15;5;9;12;21;8;18;10;24;26;16;25;7;23;13;11;22;6;19;17;4;20;2
14;1;3;15;5;9;12;21;8;18;10;24;26;16;25;11;23;13;7;22;6;19;17;4;20;2;2;5976033
2;5976033;14;1;3;15;5;9;12;21;8;18;10;24;26;16;25;11;23;13;7;22;6;19;17;4;20;2
14;1;3;15;5;9;12;21;8;11;10;24;26;16;25;18;23;13;7;22;6;19;17;4;20;2;2;5977507
3;5977507;14;1;3;15;5;9;12;21;8;11;10;24;26;16;25;18;23;13;7;22;6;19;17;4;20;2
14;1;3;15;5;9;12;21;8;11;10;26;24;16;25;18;23;13;7;22;6;19;17;4;20;2;3;5977621
3;5977621;14;1;3;15;5;9;12;21;8;11;10;26;24;16;25;18;23;13;7;22;6;19;17;4;20;2
14;1;3;15;5;9;12;11;8;21;10;26;24;16;25;18;23;13;7;22;6;19;17;4;20;2;3;5972241
3;5972241;14;1;3;15;5;9;12;11;8;21;10;26;24;16;25;18;23;13;7;22;6;19;17;4;20;2
14;1;3;15;5;9;12;11;8;26;10;21;24;16;25;18;23;13;7;22;6;19;17;4;20;2;3;6007495
3;6007495;14;1;3;15;5;9;12;11;8;26;10;21;24;16;25;18;23;13;7;22;6;19;17;4;20;2
14;1;3;15;6;9;12;11;8;26;10;21;24;16;25;18;23;13;7;22;5;19;17;4;20;2;3;5987870
3;5987870;14;1;3;15;6;9;12;11;8;26;10;21;24;16;25;18;23;13;7;22;5;19;17;4;20;2
14;1;3;15;6;9;12;11;8;26;10;21;24;16;25;18;13;23;7;22;5;19;17;4;20;2;3;5993691
3;5993691;14;1;3;15;6;9;12;11;8;26;10;21;24;16;25;18;13;23;7;22;5;19;17;4;20;2
14;1;3;15;6;9;12;11;8;26;10;21;25;16;24;18;13;23;7;22;5;19;17;4;20;2;3;5994111
3;5994111;14;1;3;15;6;9;12;11;8;26;10;21;25;16;24;18;13;23;7;22;5;19;17;4;20;2
14;1;3;15;6;9;12;11;8;18;10;21;25;16;24;26;13;23;7;22;5;19;17;4;20;2;3;5991192
3;5991192;14;1;3;15;6;9;12;11;8;18;10;21;25;16;24;26;13;23;7;22;5;19;17;4;20;2
14;1;3;15;6;9;12;11;8;18;10;21;25;16;24;26;13;23;2;22;5;19;17;4;20;7;3;6004119
3;6004119;14;1;3;15;6;9;12;11;8;18;10;21;25;16;24;26;13;23;2;22;5;19;17;4;20;7
14;15;3;1;6;9;12;11;8;18;10;21;25;16;24;26;13;23;2;22;5;19;17;4;20;7;3;5992907
3;5992907;14;15;3;1;6;9;12;11;8;18;10;21;25;16;24;26;13;23;2;22;5;19;17;4;20;7
14;15;3;1;6;9;12;11;8;18;10;21;25;16;24;26;13;23;20;22;5;19;17;4;2;7;3;5927650
3;5927650;14;15;3;1;6;9;12;11;8;18;10;21;25;16;24;26;13;23;20;22;5;19;17;4;2;7
14;15;22;1;6;9;12;11;8;18;10;21;25;16;24;26;13;23;20;3;5;19;17;4;2;7;3;5920399
3;5920399;14;15;22;1;6;9;12;11;8;18;10;21;25;16;24;26;13;23;20;3;5;19;17;4;2;7
14;15;25;1;6;9;12;11;8;18;10;21;22;16;24;26;13;23;20;3;5;19;17;4;2;7;3;5918922
3;5918922;14;15;25;1;6;9;12;11;8;18;10;21;22;16;24;26;13;23;20;3;5;19;17;4;2;7
14;15;25;1;6;22;12;11;8;18;10;21;9;16;24;26;13;23;20;3;5;19;17;4;2;7;3;5938020
3;5938020;14;15;25;1;6;22;12;11;8;18;10;21;9;16;24;26;13;23;20;3;5;19;17;4;2;7
14;15;22;1;6;25;12;11;8;18;10;21;9;16;24;26;13;23;20;3;5;19;17;4;2;7;3;5960198
3;5960198;14;15;22;1;6;25;12;11;8;18;10;21;9;16;24;26;13;23;20;3;5;19;17;4;2;7
14;15;22;1;6;25;12;11;10;18;8;21;9;16;24;26;13;23;20;3;5;19;17;4;2;7;3;6010177
3;6010177;14;15;22;1;6;25;12;11;10;18;8;21;9;16;24;26;13;23;20;3;5;19;17;4;2;7
14;15;22;1;6;9;12;11;10;18;8;21;25;16;24;26;13;23;20;3;5;19;17;4;2;7;3;5965737
3;5965737;14;15;22;1;6;9;12;11;10;18;8;21;25;16;24;26;13;23;20;3;5;19;17;4;2;7
14;15;22;1;6;9;12;23;10;18;8;21;25;16;24;26;13;11;20;3;5;19;17;4;2;7;3;5963590
3;5963590;14;15;22;1;6;9;12;23;10;18;8;21;25;16;24;26;13;11;20;3;5;19;17;4;2;7
14;15;22;1;6;9;12;23;10;18;8;3;25;16;24;26;13;11;20;21;5;19;17;4;2;7;3;5956108
3;5956108;14;15;22;1;6;9;12;23;10;18;8;3;25;16;24;26;13;11;20;21;5;19;17;4;2;7
14;15;22;1;6;9;12;23;10;4;8;3;25;16;24;26;13;11;20;21;5;19;17;18;2;7;3;6052341
3;6052341;14;15;22;1;6;9;12;23;10;4;8;3;25;16;24;26;13;11;20;21;5;19;17;18;2;7
25;15;22;1;6;9;12;23;10;4;8;3;14;16;24;26;13;11;20;21;5;19;17;18;2;7;3;5904191
4;5904191;25;15;22;1;6;9;12;23;10;4;8;3;14;16;24;26;13;11;20;21;5;19;17;18;2;7
25;15;22;21;6;9;12;23;10;4;8;3;14;16;24;26;13;11;20;1;5;19;17;18;2;7;4;5902189
4;5902189;25;15;22;21;6;9;12;23;10;4;8;3;14;16;24;26;13;11;20;1;5;19;17;18;2;7
25;15;22;21;6;9;12;23;10;4;8;3;14;16;24;26;13;11;20;1;5;18;17;19;2;7;4;5900974
4;5900974;25;15;22;21;6;9;12;23;10;4;8;3;14;16;24;26;13;11;20;1;5;18;17;19;2;7
24;15;22;21;6;9;12;23;10;4;8;3;14;16;25;26;13;11;20;1;5;18;17;19;2;7;4;5900946
4;5900946;24;15;22;21;6;9;12;23;10;4;8;3;14;16;25;26;13;11;20;1;5;18;17;19;2;7
24;15;22;21;6;8;12;23;10;4;9;3;14;16;25;26;13;11;20;1;5;18;17;19;2;7;4;5835849
4;5835849;24;15;22;21;6;8;12;23;10;4;9;3;14;16;25;26;13;11;20;1;5;18;17;19;2;7
24;15;22;6;21;8;12;23;10;4;9;3;14;16;25;26;13;11;20;1;5;18;17;19;2;7;4;5834829
4;5834829;24;15;22;6;21;8;12;23;10;4;9;3;14;16;25;26;13;11;20;1;5;18;17;19;2;7
24;15;22;6;21;8;12;20;10;4;9;3;14;16;25;26;13;11;23;1;5;18;17;19;2;7;4;5851368
4;5851368;24;15;22;6;21;8;12;20;10;4;9;3;14;16;25;26;13;11;23;1;5;18;17;19;2;7
24;15;22;6;21;8;12;16;10;4;9;3;14;20;25;26;13;11;23;1;5;18;17;19;2;7;4;5898734
4;5898734;24;15;22;6;21;8;12;16;10;4;9;3;14;20;25;26;13;11;23;1;5;18;17;19;2;7
24;15;22;6;21;8;12;16;10;4;9;3;14;20;19;26;13;11;23;1;5;18;17;25;2;7;4;5860423
4;5860423;24;15;22;6;21;8;12;16;10;4;9;3;14;20;19;26;13;11;23;1;5;18;17;25;2;7
24;15;22;6;21;8;12;16;10;4;9;2;14;20;19;26;13;11;23;1;5;18;17;25;3;7;4;5986868
4;5986868;24;15;22;6;21;8;12;16;10;4;9;2;14;20;19;26;13;11;23;1;5;18;17;25;3;7
24;15;22;6;21;8;12;16;10;4;18;2;14;20;19;26;13;11;23;1;5;9;17;25;3;7;4;5980414
4;5980414;24;15;22;6;21;8;12;16;10;4;18;2;14;20;19;26;13;11;23;1;5;9;17;25;3;7
24;15;22;6;21;8;12;16;10;4;18;2;14;20;19;26;13;11;3;1;5;9;17;25;23;7;4;5925058
4;5925058;24;15;22;6;21;8;12;16;10;4;18;2;14;20;19;26;13;11;3;1;5;9;17;25;23;7
24;15;22;14;21;8;12;16;10;4;18;2;6;20;19;26;13;11;3;1;5;9;17;25;23;7;4;6034966
4;6034966;24;15;22;14;21;8;12;16;10;4;18;2;6;20;19;26;13;11;3;1;5;9;17;25;23;7
24;15;22;14;21;2;12;16;10;4;18;8;6;20;19;26;13;11;3;1;5;9;17;25;23;7;4;6005099
4;6005099;24;15;22;14;21;2;12;16;10;4;18;8;6;20;19;26;13;11;3;1;5;9;17;25;23;7
24;15;22;14;21;2;12;16;10;4;18;8;6;20;19;26;13;25;3;1;5;9;17;11;23;7;4;6045914
4;6045914;24;15;22;14;21;2;12;16;10;4;18;8;6;20;19;26;13;25;3;1;5;9;17;11;23;7
24;15;22;14;21;2;12;1;10;4;18;8;6;20;19;26;13;25;3;16;5;9;17;11;23;7;4;6014375
4;6014375;24;15;22;14;21;2;12;1;10;4;18;8;6;20;19;26;13;25;3;16;5;9;17;11;23;7
24;15;22;14;21;11;12;1;10;4;18;8;6;20;19;26;13;25;3;16;5;9;17;2;23;7;4;6031529
4;6031529;24;15;22;14;21;11;12;1;10;4;18;8;6;20;19;26;13;25;3;16;5;9;17;2;23;7
24;15;22;14;21;20;12;1;10;4;18;8;6;11;19;26;13;25;3;16;5;9;17;2;23;7;4;5972698
4;5972698;24;15;22;14;21;20;12;1;10;4;18;8;6;11;19;26;13;25;3;16;5;9;17;2;23;7
24;15;22;14;21;20;1;12;10;4;18;8;6;11;19;26;13;25;3;16;5;9;17;2;23;7;4;5990026
4;5990026;24;15;22;14;21;20;1;12;10;4;18;8;6;11;19;26;13;25;3;16;5;9;17;2;23;7
24;15;22;14;21;20;1;11;10;4;18;8;6;12;19;26;13;25;3;16;5;9;17;2;23;7;4;6001299
4;6001299;24;15;22;14;21;20;1;11;10;4;18;8;6;12;19;26;13;25;3;16;5;9;17;2;23;7
24;15;22;26;21;20;1;11;10;4;18;8;6;12;19;14;13;25;3;16;5;9;17;2;23;7;4;5920297
5;5920297;24;15;22;26;21;20;1;11;10;4;18;8;6;12;19;14;13;25;3;16;5;9;17;2;23;7
24;15;22;26;21;20;1;11;10;4;18;8;6;12;19;14;16;25;3;13;5;9;17;2;23;7;5;5945021
5;5945021;24;15;22;26;21;20;1;11;10;4;18;8;6;12;19;14;16;25;3;13;5;9;17;2;23;7
24;15;22;26;21;20;1;11;3;4;18;8;6;12;19;14;16;25;10;13;5;9;17;2;23;7;5;5949357
5;5949357;24;15;22;26;21;20;1;11;3;4;18;8;6;12;19;14;16;25;10;13;5;9;17;2;23;7
24;15;12;26;21;20;1;11;3;4;18;8;6;22;19;14;16;25;10;13;5;9;17;2;23;7;5;5988801
5;5988801;24;15;12;26;21;20;1;11;3;4;18;8;6;22;19;14;16;25;10;13;5;9;17;2;23;7
24;15;12;26;21;20;1;8;3;4;18;11;6;22;19;14;16;25;10;13;5;9;17;2;23;7;5;6011266
5;6011266;24;15;12;26;21;20;1;8;3;4;18;11;6;22;19;14;16;25;10;13;5;9;17;2;23;7
24;15;12;26;21;20;5;8;3;4;18;11;6;22;19;14;16;25;10;13;1;9;17;2;23;7;5;6046687
5;6046687;24;15;12;26;21;20;5;8;3;4;18;11;6;22;19;14;16;25;10;13;1;9;17;2;23;7
24;15;12;26;21;20;5;8;3;4;18;11;6;22;19;1;16;25;10;13;14;9;17;2;23;7;5;5983460
5;5983460;24;15;12;26;21;20;5;8;3;4;18;11;6;22;19;1;16;25;10;13;14;9;17;2;23;7
24;14;12;26;21;20;5;8;3;4;18;11;6;22;19;1;16;25;10;13;15;9;17;2;23;7;5;5971229
5;5971229;24;14;12;26;21;20;5;8;3;4;18;11;6;22;19;1;16;25;10;13;15;9;17;2;23;7
24;14;12;26;21;11;5;8;3;4;18;20;6;22;19;1;16;25;10;13;15;9;17;2;23;7;5;5951761
5;5951761;24;14;12;26;21;11;5;8;3;4;18;20;6;22;19;1;16;25;10;13;15;9;17;2;23;7
24;14;12;26;21;11;5;8;3;9;18;20;6;22;19;1;16;25;10;13;15;4;17;2;23;7;5;5893944
5;5893944;24;14;12;26;21;11;5;8;3;9;18;20;6;22;19;1;16;25;10;13;15;4;17;2;23;7
24;14;12;26;21;11;5;8;3;9;18;20;6;22;19;1;16;25;10;13;23;4;17;2;15;7;5;5810271
5;5810271;24;14;12;26;21;11;5;8;3;9;18;20;6;22;19;1;16;25;10;13;23;4;17;2;15;7
24;14;12;26;21;11;5;8;3;9;10;20;6;22;19;1;16;25;18;13;23;4;17;2;15;7;5;5821333
5;5821333;24;14;12;26;21;11;5;8;3;9;10;20;6;22;19;1;16;25;18;13;23;4;17;2;15;7
24;14;12;26;21;11;5;8;3;9;10;20;6;22;19;1;16;25;18;13;15;4;17;2;23;7;5;5893886
5;5893886;24;14;12;26;21;11;5;8;3;9;10;20;6;22;19;1;16;25;18;13;15;4;17;2;23;7
24;14;12;26;7;11;5;8;3;9;10;20;6;22;19;1;16;25;18;13;15;4;17;2;23;21;5;5810391
5;5810391;24;14;12;26;7;11;5;8;3;9;10;20;6;22;19;1;16;25;18;13;15;4;17;2;23;21
24;14;12;26;7;11;5;8;3;15;10;20;6;22;19;1;16;25;18;13;9;4;17;2;23;21;5;5877678
5;5877678;24;14;12;26;7;11;5;8;3;15;10;20;6;22;19;1;16;25;18;13;9;4;17;2;23;21
24;14;12;26;7;11;16;8;3;15;10;20;6;22;19;1;5;25;18;13;9;4;17;2;23;21;5;5832425
5;5832425;24;14;12;26;7;11;16;8;3;15;10;20;6;22;19;1;5;25;18;13;9;4;17;2;23;21
24;14;12;26;7;11;16;8;3;15;10;20;6;22;19;1;5;25;18;13;9;4;17;2;21;23;5;5832425
5;5832425;24;14;12;26;7;11;16;8;3;15;10;20;6;22;19;1;5;25;18;13;9;4;17;2;21;23
24;14;12;26;7;11;16;8;3;15;10;20;6;21;19;1;5;25;18;13;9;4;17;2;22;23;5;5847251
5;5847251;24;14;12;26;7;11;16;8;3;15;10;20;6;21;19;1;5;25;18;13;9;4;17;2;22;23
24;14;12;26;7;11;16;8;3;15;10;1;6;21;19;20;5;25;18;13;9;4;17;2;22;23;5;5877199
5;5877199;24;14;12;26;7;11;16;8;3;15;10;1;6;21;19;20;5;25;18;13;9;4;17;2;22;23
11;14;12;26;7;24;16;8;3;15;10;1;6;21;19;20;5;25;18;13;9;4;17;2;22;23;5;5867028
5;5867028;11;14;12;26;7;24;16;8;3;15;10;1;6;21;19;20;5;25;18;13;9;4;17;2;22;23
11;14;12;25;7;24;16;8;3;15;10;1;6;21;19;20;5;26;18;13;9;4;17;2;22;23;5;5853389
6;5853389;11;14;12;25;7;24;16;8;3;15;10;1;6;21;19;20;5;26;18;13;9;4;17;2;22;23
11;14;10;25;7;24;16;8;3;15;12;1;6;21;19;20;5;26;18;13;9;4;17;2;22;23;6;5830777
6;5830777;11;14;10;25;7;24;16;8;3;15;12;1;6;21;19;20;5;26;18;13;9;4;17;2;22;23
11;14;10;25;7;24;16;8;3;15;12;1;6;21;19;20;5;26;2;13;9;4;17;18;22;23;6;5879541
6;5879541;11;14;10;25;7;24;16;8;3;15;12;1;6;21;19;20;5;26;2;13;9;4;17;18;22;23
11;16;10;25;7;24;14;8;3;15;12;1;6;21;19;20;5;26;2;13;9;4;17;18;22;23;6;5827120
6;5827120;11;16;10;25;7;24;14;8;3;15;12;1;6;21;19;20;5;26;2;13;9;4;17;18;22;23
11;13;10;25;7;24;14;8;3;15;12;1;6;21;19;20;5;26;2;16;9;4;17;18;22;23;6;5838042
6;5838042;11;13;10;25;7;24;14;8;3;15;12;1;6;21;19;20;5;26;2;16;9;4;17;18;22;23
11;13;10;25;7;24;14;8;3;15;12;1;6;21;19;20;5;26;2;16;23;4;17;18;22;9;6;5909294
6;5909294;11;13;10;25;7;24;14;8;3;15;12;1;6;21;19;20;5;26;2;16;23;4;17;18;22;9
11;1;10;25;7;24;14;8;3;15;12;13;6;21;19;20;5;26;2;16;23;4;17;18;22;9;6;5945812
6;5945812;11;1;10;25;7;24;14;8;3;15;12;13;6;21;19;20;5;26;2;16;23;4;17;18;22;9
2;1;10;25;7;24;14;8;3;15;12;13;6;21;19;20;5;26;11;16;23;4;17;18;22;9;6;5955900
6;5955900;2;1;10;25;7;24;14;8;3;15;12;13;6;21;19;20;5;26;11;16;23;4;17;18;22;9
2;1;10;25;11;24;14;8;3;15;12;13;6;21;19;20;5;26;7;16;23;4;17;18;22;9;6;5939991
6;5939991;2;1;10;25;11;24;14;8;3;15;12;13;6;21;19;20;5;26;7;16;23;4;17;18;22;9
2;1;10;25;11;24;14;8;20;15;12;13;6;21;19;3;5;26;7;16;23;4;17;18;22;9;6;5908136
6;5908136;2;1;10;25;11;24;14;8;20;15;12;13;6;21;19;3;5;26;7;16;23;4;17;18;22;9
2;1;9;25;11;24;14;8;20;15;12;13;6;21;19;3;5;26;7;16;23;4;17;18;22;10;6;5806180
6;5806180;2;1;9;25;11;24;14;8;20;15;12;13;6;21;19;3;5;26;7;16;23;4;17;18;22;10
2;9;1;25;11;24;14;8;20;15;12;13;6;21;19;3;5;26;7;16;23;4;17;18;22;10;6;5798149
6;5798149;2;9;1;25;11;24;14;8;20;15;12;13;6;21;19;3;5;26;7;16;23;4;17;18;22;10
2;9;1;25;11;24;14;8;20;15;12;13;6;21;10;3;5;26;7;16;23;4;17;18;22;19;6;5849321
6;5849321;2;9;1;25;11;24;14;8;20;15;12;13;6;21;10;3;5;26;7;16;23;4;17;18;22;19
17;9;1;25;11;24;14;8;20;15;12;13;6;21;10;3;5;26;7;16;23;4;2;18;22;19;6;5852086
6;5852086;17;9;1;25;11;24;14;8;20;15;12;13;6;21;10;3;5;26;7;16;23;4;2;18;22;19
17;9;1;25;11;24;14;8;15;20;12;13;6;21;10;3;5;26;7;16;23;4;2;18;22;19;6;5852446
6;5852446;17;9;1;25;11;24;14;8;15;20;12;13;6;21;10;3;5;26;7;16;23;4;2;18;22;19
17;9;21;25;11;24;14;8;15;20;12;13;6;1;10;3;5;26;7;16;23;4;2;18;22;19;6;5837858
6;5837858;17;9;21;25;11;24;14;8;15;20;12;13;6;1;10;3;5;26;7;16;23;4;2;18;22;19
17;18;21;25;11;24;14;8;15;20;12;13;6;1;10;3;5;26;7;16;23;4;2;9;22;19;6;5831704
6;5831704;17;18;21;25;11;24;14;8;15;20;12;13;6;1;10;3;5;26;7;16;23;4;2;9;22;19
17;18;21;25;11;24;14;19;15;20;12;13;6;1;10;3;5;26;7;16;23;4;2;9;22;8;6;5842301
6;5842301;17;18;21;25;11;24;14;19;15;20;12;13;6;1;10;3;5;26;7;16;23;4;2;9;22;8
17;18;15;25;11;24;14;19;21;20;12;13;6;1;10;3;5;26;7;16;23;4;2;9;22;8;6;5850805
6;5850805;17;18;15;25;11;24;14;19;21;20;12;13;6;1;10;3;5;26;7;16;23;4;2;9;22;8
