"X1";"X40202";"X11";"X10";"X12";"X5";"X9";"X7";"X6";"X2";"X4";"X8";"X3";"X1.1"
2;7;6;11;4;3;8;9;10;5;1;12;4;48812
4;40556;2;7;6;11;4;3;8;9;10;12;1;5
2;7;6;11;8;3;4;9;10;12;1;5;4;42018
4;42018;2;7;6;11;8;3;4;9;10;12;1;5
2;7;6;11;8;3;12;9;10;4;1;5;4;45188
4;45188;2;7;6;11;8;3;12;9;10;4;1;5
2;7;6;11;8;3;12;1;10;4;9;5;4;46890
4;46890;2;7;6;11;8;3;12;1;10;4;9;5
2;7;6;11;8;12;3;1;10;4;9;5;4;46520
4;46520;2;7;6;11;8;12;3;1;10;4;9;5
2;7;6;5;8;12;3;1;10;4;9;11;4;45176
4;45176;2;7;6;5;8;12;3;1;10;4;9;11
2;10;6;5;8;12;3;1;7;4;9;11;4;54540
4;54540;2;10;6;5;8;12;3;1;7;4;9;11
2;10;6;11;8;12;3;1;7;4;9;5;4;55884
4;55884;2;10;6;11;8;12;3;1;7;4;9;5
2;7;6;11;8;12;3;1;10;4;9;5;4;46520
4;46520;2;7;6;11;8;12;3;1;10;4;9;5
2;7;6;3;8;12;11;1;10;4;9;5;4;41200
4;41200;2;7;6;3;8;12;11;1;10;4;9;5
2;1;6;3;8;12;11;7;10;4;9;5;4;57096
4;57096;2;1;6;3;8;12;11;7;10;4;9;5
9;1;6;3;8;12;11;7;10;4;2;5;4;60168
4;60168;9;1;6;3;8;12;11;7;10;4;2;5
9;1;6;3;10;12;11;7;8;4;2;5;4;63848
4;63848;9;1;6;3;10;12;11;7;8;4;2;5
5;1;6;3;10;12;11;7;8;4;2;9;4;49782
4;49782;5;1;6;3;10;12;11;7;8;4;2;9
5;1;6;3;10;12;11;4;8;7;2;9;4;46946
5;46946;5;1;6;3;10;12;11;4;8;7;2;9
5;1;2;3;10;12;11;4;8;7;6;9;5;50976
5;50976;5;1;2;3;10;12;11;4;8;7;6;9
5;12;2;3;10;1;11;4;8;7;6;9;5;53944
5;53944;5;12;2;3;10;1;11;4;8;7;6;9
5;12;2;3;10;1;11;4;8;9;6;7;5;52216
5;52216;5;12;2;3;10;1;11;4;8;9;6;7
10;12;2;3;5;1;11;4;8;9;6;7;5;55442
5;55442;10;12;2;3;5;1;11;4;8;9;6;7
10;12;7;3;5;1;11;4;8;9;6;2;5;53938
5;53938;10;12;7;3;5;1;11;4;8;9;6;2
10;12;7;3;1;5;11;4;8;9;6;2;5;50670
5;50670;10;12;7;3;1;5;11;4;8;9;6;2
10;12;7;3;1;5;11;9;8;4;6;2;5;50318
5;50318;10;12;7;3;1;5;11;9;8;4;6;2
6;12;7;3;1;5;11;9;8;4;10;2;5;46550
5;46550;6;12;7;3;1;5;11;9;8;4;10;2
10;12;7;3;1;5;11;9;8;4;6;2;5;50318
5;50318;10;12;7;3;1;5;11;9;8;4;6;2
10;11;7;3;1;5;12;9;8;4;6;2;5;33954
5;33954;10;11;7;3;1;5;12;9;8;4;6;2
10;2;7;3;1;5;12;9;8;4;6;11;5;46676
5;33954;10;11;7;3;1;5;12;9;8;4;6;2
10;11;7;3;1;5;12;6;8;4;9;2;5;30468
5;30468;10;11;7;3;1;5;12;6;8;4;9;2
10;11;7;3;6;5;12;1;8;4;9;2;5;33554
5;33554;10;11;7;3;6;5;12;1;8;4;9;2
10;11;7;3;9;5;12;1;8;4;6;2;5;35052
5;35052;10;11;7;3;9;5;12;1;8;4;6;2
10;11;7;3;9;5;6;1;8;4;12;2;5;39570
5;39570;10;11;7;3;9;5;6;1;8;4;12;2
10;11;7;3;1;5;6;9;8;4;12;2;5;38472
5;38472;10;11;7;3;1;5;6;9;8;4;12;2
10;12;7;3;1;5;6;9;8;4;11;2;5;50078
5;50078;10;12;7;3;1;5;6;9;8;4;11;2
10;12;7;3;8;5;6;9;1;4;11;2;5;51506
5;51506;10;12;7;3;8;5;6;9;1;4;11;2
10;12;7;3;8;6;5;9;1;4;11;2;5;39408
5;39408;10;12;7;3;8;6;5;9;1;4;11;2
10;12;7;3;8;11;5;9;1;4;6;2;5;38048
6;38048;10;12;7;3;8;11;5;9;1;4;6;2
7;12;10;3;8;11;5;9;1;4;6;2;6;36696
6;36696;7;12;10;3;8;11;5;9;1;4;6;2
12;7;10;3;8;11;5;9;1;4;6;2;6;44856
6;44856;12;7;10;3;8;11;5;9;1;4;6;2
12;7;5;3;8;11;10;9;1;4;6;2;6;45040
6;44856;12;7;10;3;8;11;5;9;1;4;6;2
12;7;10;3;8;11;2;9;1;4;6;5;6;50604
6;50604;12;7;10;3;8;11;2;9;1;4;6;5
12;7;10;6;8;11;2;9;1;4;3;5;6;48226
6;48226;12;7;10;6;8;11;2;9;1;4;3;5
12;7;4;6;8;11;2;9;1;10;3;5;6;46360
6;46360;12;7;4;6;8;11;2;9;1;10;3;5
12;7;4;6;11;8;2;9;1;10;3;5;6;45756
6;45756;12;7;4;6;11;8;2;9;1;10;3;5
12;7;2;6;11;8;4;9;1;10;3;5;6;44712
6;44712;12;7;2;6;11;8;4;9;1;10;3;5
12;7;2;5;11;8;4;9;1;10;3;6;6;49456
6;49456;12;7;2;5;11;8;4;9;1;10;3;6
12;6;2;5;11;8;4;9;1;10;3;7;6;40806
6;40806;12;6;2;5;11;8;4;9;1;10;3;7
12;6;5;2;11;8;4;9;1;10;3;7;6;44094
6;44094;12;6;5;2;11;8;4;9;1;10;3;7
12;6;5;2;11;10;4;9;1;8;3;7;6;45372
6;45372;12;6;5;2;11;10;4;9;1;8;3;7
12;6;10;2;11;5;4;9;1;8;3;7;6;44692
6;44692;12;6;10;2;11;5;4;9;1;8;3;7
12;6;10;1;11;5;4;9;2;8;3;7;6;48570
6;48570;12;6;10;1;11;5;4;9;2;8;3;7
1;6;10;12;11;5;4;9;2;8;3;7;6;56438
6;56438;1;6;10;12;11;5;4;9;2;8;3;7
1;4;10;12;11;5;6;9;2;8;3;7;6;53574
6;53574;1;4;10;12;11;5;6;9;2;8;3;7
1;4;10;12;8;5;6;9;2;11;3;7;6;49584
6;49584;1;4;10;12;8;5;6;9;2;11;3;7
1;4;10;7;8;5;6;9;2;11;3;12;6;42816
6;42816;1;4;10;7;8;5;6;9;2;11;3;12
1;4;10;7;8;5;6;9;2;12;3;11;6;41664
6;41664;1;4;10;7;8;5;6;9;2;12;3;11
1;4;5;7;8;10;6;9;2;12;3;11;6;35396
7;35396;1;4;5;7;8;10;6;9;2;12;3;11
1;4;2;7;8;10;6;9;5;12;3;11;7;29602
7;29602;1;4;2;7;8;10;6;9;5;12;3;11
1;4;12;7;8;10;6;9;5;2;3;11;7;34368
7;34368;1;4;12;7;8;10;6;9;5;2;3;11
1;4;12;7;3;10;6;9;5;2;8;11;7;37190
7;37190;1;4;12;7;3;10;6;9;5;2;8;11
1;2;12;7;3;10;6;9;5;4;8;11;7;37856
7;37856;1;2;12;7;3;10;6;9;5;4;8;11
1;2;12;7;3;10;6;9;5;11;8;4;7;38240
7;38240;1;2;12;7;3;10;6;9;5;11;8;4
2;1;12;7;3;10;6;9;5;11;8;4;7;34908
7;34908;2;1;12;7;3;10;6;9;5;11;8;4
2;1;12;7;3;10;11;9;5;6;8;4;7;29740
7;29740;2;1;12;7;3;10;11;9;5;6;8;4
2;1;12;8;3;10;11;9;5;6;7;4;7;30556
7;30556;2;1;12;8;3;10;11;9;5;6;7;4
2;1;11;8;3;10;12;9;5;6;7;4;7;31608
7;31608;2;1;11;8;3;10;12;9;5;6;7;4
2;1;11;5;3;10;12;9;8;6;7;4;7;36676
7;36676;2;1;11;5;3;10;12;9;8;6;7;4
2;1;11;5;3;10;12;9;8;4;7;6;7;36484
7;36484;2;1;11;5;3;10;12;9;8;4;7;6
2;1;11;12;3;10;5;9;8;4;7;6;7;33324
7;33324;2;1;11;12;3;10;5;9;8;4;7;6
2;9;11;12;3;10;5;1;8;4;7;6;7;39528
7;39528;2;9;11;12;3;10;5;1;8;4;7;6
2;9;11;12;4;10;5;1;8;3;7;6;7;47926
7;39528;2;9;11;12;3;10;5;1;8;4;7;6
10;9;11;12;3;2;5;1;8;4;7;6;7;40864
7;39528;2;9;11;12;3;10;5;1;8;4;7;6
2;9;11;12;3;8;5;1;10;4;7;6;7;31832
7;31832;2;9;11;12;3;8;5;1;10;4;7;6
2;10;11;12;3;8;5;1;9;4;7;6;7;29276
7;29276;2;10;11;12;3;8;5;1;9;4;7;6
2;10;11;12;8;3;5;1;9;4;7;6;7;38380
7;38380;2;10;11;12;8;3;5;1;9;4;7;6
2;10;11;12;3;8;5;1;9;4;7;6;7;29276
7;29276;2;10;11;12;3;8;5;1;9;4;7;6
2;7;11;12;3;8;5;1;9;4;10;6;7;40934
8;29276;2;10;11;12;3;8;5;1;9;4;7;6
2;10;11;12;8;3;5;1;9;4;7;6;8;38380
8;38380;2;10;11;12;8;3;5;1;9;4;7;6
2;10;11;12;8;3;5;4;9;1;7;6;8;43524
8;43524;2;10;11;12;8;3;5;4;9;1;7;6
2;10;3;12;8;11;5;4;9;1;7;6;8;43684
8;43684;2;10;3;12;8;11;5;4;9;1;7;6
5;10;3;12;8;11;2;4;9;1;7;6;8;38286
8;38286;5;10;3;12;8;11;2;4;9;1;7;6
5;10;3;12;8;11;2;4;7;1;9;6;8;38320
8;38320;5;10;3;12;8;11;2;4;7;1;9;6
5;10;3;12;8;11;2;7;4;1;9;6;8;36380
8;36380;5;10;3;12;8;11;2;7;4;1;9;6
9;10;3;12;8;11;2;7;4;1;5;6;8;48760
8;36380;5;10;3;12;8;11;2;7;4;1;9;6
5;10;9;12;8;11;2;7;4;1;3;6;8;34060
8;34060;5;10;9;12;8;11;2;7;4;1;3;6
5;10;9;12;4;11;2;7;8;1;3;6;8;42068
8;42068;5;10;9;12;4;11;2;7;8;1;3;6
5;10;9;12;1;11;2;7;8;4;3;6;8;41808
8;41808;5;10;9;12;1;11;2;7;8;4;3;6
5;10;9;8;1;11;2;7;12;4;3;6;8;39478
8;39478;5;10;9;8;1;11;2;7;12;4;3;6
5;10;9;8;4;11;2;7;12;1;3;6;8;39738
8;39738;5;10;9;8;4;11;2;7;12;1;3;6
6;10;9;8;4;11;2;7;12;1;3;5;8;39086
8;39086;6;10;9;8;4;11;2;7;12;1;3;5
6;5;9;8;4;11;2;7;12;1;3;10;8;26338
8;26338;6;5;9;8;4;11;2;7;12;1;3;10
6;5;9;8;1;11;2;7;12;4;3;10;8;40896
8;26338;6;5;9;8;4;11;2;7;12;1;3;10
6;5;8;9;4;11;2;7;12;1;3;10;8;29668
8;29668;6;5;8;9;4;11;2;7;12;1;3;10
6;5;8;9;4;11;10;7;12;1;3;2;8;27642
8;27642;6;5;8;9;4;11;10;7;12;1;3;2
6;5;8;9;4;11;10;7;2;1;3;12;8;32710
8;32710;6;5;8;9;4;11;10;7;2;1;3;12
6;5;8;3;4;11;10;7;2;1;9;12;8;33220
8;33220;6;5;8;3;4;11;10;7;2;1;9;12
9;5;8;3;4;11;10;7;2;1;6;12;8;37356
9;37356;9;5;8;3;4;11;10;7;2;1;6;12
9;5;8;3;4;11;10;1;2;7;6;12;9;31496
9;31496;9;5;8;3;4;11;10;1;2;7;6;12
9;12;8;3;4;11;10;1;2;7;6;5;9;23676
9;23676;9;12;8;3;4;11;10;1;2;7;6;5
9;12;8;3;7;11;10;1;2;4;6;5;9;33280
9;23676;9;12;8;3;4;11;10;1;2;7;6;5
9;6;8;3;4;11;10;1;2;7;12;5;9;20132
9;20132;9;6;8;3;4;11;10;1;2;7;12;5
9;6;8;3;4;11;1;10;2;7;12;5;9;20956
9;20956;9;6;8;3;4;11;1;10;2;7;12;5
9;6;8;3;4;11;1;5;2;7;12;10;9;20792
9;20792;9;6;8;3;4;11;1;5;2;7;12;10
5;6;8;3;4;11;1;9;2;7;12;10;9;33514
9;33514;5;6;8;3;4;11;1;9;2;7;12;10
5;6;8;3;4;11;1;9;2;7;10;12;9;35902
9;35902;5;6;8;3;4;11;1;9;2;7;10;12
5;12;8;3;4;11;1;9;2;7;10;6;9;45596
9;45596;5;12;8;3;4;11;1;9;2;7;10;6
5;12;8;3;4;11;6;9;2;7;10;1;9;40250
9;40250;5;12;8;3;4;11;6;9;2;7;10;1
5;12;8;3;6;11;4;9;2;7;10;1;9;36976
9;36976;5;12;8;3;6;11;4;9;2;7;10;1
5;12;8;3;6;7;4;9;2;11;10;1;9;43728
9;43728;5;12;8;3;6;7;4;9;2;11;10;1
5;12;8;3;6;7;4;10;2;11;9;1;9;48134
9;48134;5;12;8;3;6;7;4;10;2;11;9;1
10;12;8;3;6;7;4;5;2;11;9;1;9;39144
9;39144;10;12;8;3;6;7;4;5;2;11;9;1
10;12;8;7;6;3;4;5;2;11;9;1;9;41506
9;41506;10;12;8;7;6;3;4;5;2;11;9;1
10;12;8;2;6;3;4;5;7;11;9;1;9;42994
9;42994;10;12;8;2;6;3;4;5;7;11;9;1
10;12;8;2;1;3;4;5;7;11;9;6;9;36408
9;36408;10;12;8;2;1;3;4;5;7;11;9;6
10;12;8;2;11;3;4;5;7;1;9;6;9;56662
9;36408;10;12;8;2;1;3;4;5;7;11;9;6
10;12;8;2;3;1;4;5;7;11;9;6;9;45726
9;36408;10;12;8;2;1;3;4;5;7;11;9;6
7;12;8;2;1;3;4;5;10;11;9;6;9;29364
10;29364;7;12;8;2;1;3;4;5;10;11;9;6
7;12;10;2;1;3;4;5;8;11;9;6;10;26774
10;26774;7;12;10;2;1;3;4;5;8;11;9;6
7;12;10;5;1;3;4;2;8;11;9;6;10;40728
10;40728;7;12;10;5;1;3;4;2;8;11;9;6
7;12;10;3;1;5;4;2;8;11;9;6;10;45380
10;45380;7;12;10;3;1;5;4;2;8;11;9;6
7;12;10;3;1;5;4;2;6;11;9;8;10;46212
10;46212;7;12;10;3;1;5;4;2;6;11;9;8
7;2;10;3;1;5;4;12;6;11;9;8;10;37048
10;37048;7;2;10;3;1;5;4;12;6;11;9;8
7;2;12;3;1;5;4;10;6;11;9;8;10;49476
10;37048;7;2;10;3;1;5;4;12;6;11;9;8
7;2;10;3;1;5;4;12;8;11;9;6;10;36216
10;36216;7;2;10;3;1;5;4;12;8;11;9;6
7;2;10;3;8;5;4;12;1;11;9;6;10;44670
10;44670;7;2;10;3;8;5;4;12;1;11;9;6
7;12;10;3;8;5;4;2;1;11;9;6;10;53834
10;44670;7;2;10;3;8;5;4;12;1;11;9;6
7;2;10;3;8;5;11;12;1;4;9;6;10;59566
10;59566;7;2;10;3;8;5;11;12;1;4;9;6
7;2;10;3;8;5;4;12;1;11;9;6;10;44670
10;44670;7;2;10;3;8;5;4;12;1;11;9;6
7;2;10;3;8;11;4;12;1;5;9;6;10;58580
10;58580;7;2;10;3;8;11;4;12;1;5;9;6
6;2;10;3;8;11;4;12;1;5;9;7;10;59500
10;59500;6;2;10;3;8;11;4;12;1;5;9;7
6;2;10;3;8;5;4;12;1;11;9;7;10;54100
10;54100;6;2;10;3;8;5;4;12;1;11;9;7
3;2;10;6;8;5;4;12;1;11;9;7;10;57886
10;57886;3;2;10;6;8;5;4;12;1;11;9;7
10;2;3;6;8;5;4;12;1;11;9;7;10;43904
10;43904;10;2;3;6;8;5;4;12;1;11;9;7
10;2;3;6;8;5;4;12;1;9;11;7;10;43316
10;43316;10;2;3;6;8;5;4;12;1;9;11;7
10;2;7;6;8;5;4;12;1;9;11;3;10;45300
10;45300;10;2;7;6;8;5;4;12;1;9;11;3
10;2;7;6;12;5;4;8;1;9;11;3;10;55248
10;55248;10;2;7;6;12;5;4;8;1;9;11;3
10;2;4;6;12;5;7;8;1;9;11;3;10;54612
11;54612;10;2;4;6;12;5;7;8;1;9;11;3
10;2;6;4;12;5;7;8;1;9;11;3;11;57536
11;57536;10;2;6;4;12;5;7;8;1;9;11;3
10;2;6;4;8;5;7;12;1;9;11;3;11;48388
11;48388;10;2;6;4;8;5;7;12;1;9;11;3
10;2;6;12;8;5;7;4;1;9;11;3;11;50200
11;50200;10;2;6;12;8;5;7;4;1;9;11;3
10;4;6;12;8;5;7;2;1;9;11;3;11;52536
11;52536;10;4;6;12;8;5;7;2;1;9;11;3
10;4;6;12;1;5;7;2;8;9;11;3;11;51108
11;51108;10;4;6;12;1;5;7;2;8;9;11;3
10;4;12;6;1;5;7;2;8;9;11;3;11;46504
11;46504;10;4;12;6;1;5;7;2;8;9;11;3
10;4;12;6;1;5;3;2;8;9;11;7;11;45340
11;45340;10;4;12;6;1;5;3;2;8;9;11;7
10;4;12;9;1;5;3;2;8;6;11;7;11;54730
11;54730;10;4;12;9;1;5;3;2;8;6;11;7
11;4;12;9;1;5;3;2;8;6;10;7;11;58140
11;58140;11;4;12;9;1;5;3;2;8;6;10;7
11;4;3;9;1;5;12;2;8;6;10;7;11;60044
11;60044;11;4;3;9;1;5;12;2;8;6;10;7
11;4;3;9;2;5;12;1;8;6;10;7;11;64962
11;64962;11;4;3;9;2;5;12;1;8;6;10;7
11;4;3;1;2;5;12;9;8;6;10;7;11;59236
11;59236;11;4;3;1;2;5;12;9;8;6;10;7
11;4;3;9;2;5;12;1;8;6;10;7;11;64962
11;59236;11;4;3;1;2;5;12;9;8;6;10;7
11;4;3;1;7;5;12;9;8;6;10;2;11;54446
11;54446;11;4;3;1;7;5;12;9;8;6;10;2
11;4;2;1;7;5;12;9;8;6;10;3;11;55340
11;55340;11;4;2;1;7;5;12;9;8;6;10;3
7;4;2;1;11;5;12;9;8;6;10;3;11;48698
11;48698;7;4;2;1;11;5;12;9;8;6;10;3
7;4;3;1;11;5;12;9;8;6;10;2;11;48864
11;48864;7;4;3;1;11;5;12;9;8;6;10;2
7;12;3;1;11;5;4;9;8;6;10;2;11;42068
11;42068;7;12;3;1;11;5;4;9;8;6;10;2
10;12;3;1;11;5;4;9;8;6;7;2;11;56638
11;56638;10;12;3;1;11;5;4;9;8;6;7;2
12;10;3;1;11;5;4;9;8;6;7;2;11;45234
12;45234;12;10;3;1;11;5;4;9;8;6;7;2
12;4;3;1;11;5;10;9;8;6;7;2;12;60686
12;45234;12;10;3;1;11;5;4;9;8;6;7;2
12;10;3;1;11;5;2;9;8;6;7;4;12;44534
12;44534;12;10;3;1;11;5;2;9;8;6;7;4
12;10;3;1;11;5;4;9;8;6;7;2;12;45234
12;45234;12;10;3;1;11;5;4;9;8;6;7;2
2;10;3;1;11;5;4;9;8;6;7;12;12;38630
12;38630;2;10;3;1;11;5;4;9;8;6;7;12
2;10;3;1;11;4;5;9;8;6;7;12;12;43712
12;43712;2;10;3;1;11;4;5;9;8;6;7;12
2;10;3;6;11;4;5;9;8;1;7;12;12;57110
12;57110;2;10;3;6;11;4;5;9;8;1;7;12
2;10;3;6;11;12;5;9;8;1;7;4;12;58772
12;58772;2;10;3;6;11;12;5;9;8;1;7;4
2;10;3;6;8;12;5;9;11;1;7;4;12;56996
12;56996;2;10;3;6;8;12;5;9;11;1;7;4
2;10;3;4;8;12;5;9;11;1;7;6;12;59342
12;59342;2;10;3;4;8;12;5;9;11;1;7;6
2;10;3;4;8;1;5;9;11;12;7;6;12;35610
12;35610;2;10;3;4;8;1;5;9;11;12;7;6
2;10;3;11;8;1;5;9;4;12;7;6;12;37014
12;35610;2;10;3;4;8;1;5;9;11;12;7;6
2;10;3;4;8;12;5;9;11;1;7;6;12;59342
12;59342;2;10;3;4;8;12;5;9;11;1;7;6
2;9;3;4;8;12;5;10;11;1;7;6;12;36234
12;36234;2;9;3;4;8;12;5;10;11;1;7;6
2;9;3;4;8;12;5;10;6;1;7;11;12;36662
12;36662;2;9;3;4;8;12;5;10;6;1;7;11
4;9;3;2;8;12;5;10;6;1;7;11;12;32714
12;32714;4;9;3;2;8;12;5;10;6;1;7;11
4;9;3;10;8;12;5;2;6;1;7;11;12;37344
12;37344;4;9;3;10;8;12;5;2;6;1;7;11
4;5;3;10;8;12;9;2;6;1;7;11;12;58060
12;37344;4;9;3;10;8;12;5;2;6;1;7;11
4;9;3;7;8;12;5;2;6;1;10;11;12;34816
12;34816;4;9;3;7;8;12;5;2;6;1;10;11
9;4;3;7;8;12;5;2;6;1;10;11;12;44766
