"X1";"X5829992";"X16";"X12";"X15";"X22";"X17";"X8";"X4";"X25";"X21";"X10";"X5";"X24";"X13";"X6";"X7";"X26";"X23";"X1.1";"X9";"X14";"X3";"X20";"X18";"X2";"X11";"X19"
3;23;15;22;17;1;4;25;14;13;10;24;5;6;7;9;2;8;26;21;16;20;18;12;11;19;1;5891771
1;5891771;3;23;15;22;17;1;4;25;14;13;10;24;5;6;7;9;2;8;26;21;16;20;18;12;11;19
3;23;15;22;17;1;4;5;14;13;10;24;25;6;7;9;2;8;26;21;16;20;18;12;11;19;1;6009013
1;6009013;3;23;15;22;17;1;4;5;14;13;10;24;25;6;7;9;2;8;26;21;16;20;18;12;11;19
3;23;15;22;4;1;17;5;14;13;10;24;25;6;7;9;2;8;26;21;16;20;18;12;11;19;1;5943642
1;5943642;3;23;15;22;4;1;17;5;14;13;10;24;25;6;7;9;2;8;26;21;16;20;18;12;11;19
3;23;15;22;26;1;17;5;14;13;10;24;25;6;7;9;2;8;4;21;16;20;18;12;11;19;1;6015105
1;6015105;3;23;15;22;26;1;17;5;14;13;10;24;25;6;7;9;2;8;4;21;16;20;18;12;11;19
3;25;15;22;26;1;17;5;14;13;10;24;23;6;7;9;2;8;4;21;16;20;18;12;11;19;1;6013464
1;6013464;3;25;15;22;26;1;17;5;14;13;10;24;23;6;7;9;2;8;4;21;16;20;18;12;11;19
3;25;15;22;26;1;17;5;14;6;10;24;23;13;7;9;2;8;4;21;16;20;18;12;11;19;1;5984319
1;5984319;3;25;15;22;26;1;17;5;14;6;10;24;23;13;7;9;2;8;4;21;16;20;18;12;11;19
3;25;15;22;5;1;17;26;14;6;10;24;23;13;7;9;2;8;4;21;16;20;18;12;11;19;1;6048737
1;6048737;3;25;15;22;5;1;17;26;14;6;10;24;23;13;7;9;2;8;4;21;16;20;18;12;11;19
3;25;15;22;5;1;17;26;14;6;18;24;23;13;7;9;2;8;4;21;16;20;10;12;11;19;1;5850785
1;5850785;3;25;15;22;5;1;17;26;14;6;18;24;23;13;7;9;2;8;4;21;16;20;10;12;11;19
3;25;15;22;5;1;17;26;14;6;18;24;23;13;12;9;2;8;4;21;16;20;10;7;11;19;1;5863329
1;5863329;3;25;15;22;5;1;17;26;14;6;18;24;23;13;12;9;2;8;4;21;16;20;10;7;11;19
3;25;15;22;5;1;12;26;14;6;18;24;23;13;17;9;2;8;4;21;16;20;10;7;11;19;1;5870676
1;5870676;3;25;15;22;5;1;12;26;14;6;18;24;23;13;17;9;2;8;4;21;16;20;10;7;11;19
3;25;15;22;5;1;12;26;14;6;18;10;23;13;17;9;2;8;4;21;16;20;24;7;11;19;1;5869044
1;5869044;3;25;15;22;5;1;12;26;14;6;18;10;23;13;17;9;2;8;4;21;16;20;24;7;11;19
3;25;15;22;5;6;12;26;14;1;18;10;23;13;17;9;2;8;4;21;16;20;24;7;11;19;1;5847221
1;5847221;3;25;15;22;5;6;12;26;14;1;18;10;23;13;17;9;2;8;4;21;16;20;24;7;11;19
3;25;15;11;5;6;12;26;14;1;18;10;23;13;17;9;2;8;4;21;16;20;24;7;22;19;1;5841498
2;5841498;3;25;15;11;5;6;12;26;14;1;18;10;23;13;17;9;2;8;4;21;16;20;24;7;22;19
3;25;15;11;5;6;12;26;14;1;23;10;18;13;17;9;2;8;4;21;16;20;24;7;22;19;2;5849529
2;5849529;3;25;15;11;5;6;12;26;14;1;23;10;18;13;17;9;2;8;4;21;16;20;24;7;22;19
3;25;15;11;5;7;12;26;14;1;23;10;18;13;17;9;2;8;4;21;16;20;24;6;22;19;2;5825201
2;5825201;3;25;15;11;5;7;12;26;14;1;23;10;18;13;17;9;2;8;4;21;16;20;24;6;22;19
3;25;15;11;5;7;12;26;14;1;23;10;18;13;17;9;2;8;4;16;21;20;24;6;22;19;2;5820930
2;5820930;3;25;15;11;5;7;12;26;14;1;23;10;18;13;17;9;2;8;4;16;21;20;24;6;22;19
3;25;15;11;5;7;12;26;14;1;17;10;18;13;23;9;2;8;4;16;21;20;24;6;22;19;2;5826250
2;5826250;3;25;15;11;5;7;12;26;14;1;17;10;18;13;23;9;2;8;4;16;21;20;24;6;22;19
3;25;15;11;5;7;12;4;14;1;17;10;18;13;23;9;2;8;26;16;21;20;24;6;22;19;2;5820175
2;5820175;3;25;15;11;5;7;12;4;14;1;17;10;18;13;23;9;2;8;26;16;21;20;24;6;22;19
3;25;15;11;5;7;19;4;14;1;17;10;18;13;23;9;2;8;26;16;21;20;24;6;22;12;2;5813602
2;5813602;3;25;15;11;5;7;19;4;14;1;17;10;18;13;23;9;2;8;26;16;21;20;24;6;22;12
3;25;15;11;5;7;19;4;14;1;17;20;18;13;23;9;2;8;26;16;21;10;24;6;22;12;2;5768038
2;5768038;3;25;15;11;5;7;19;4;14;1;17;20;18;13;23;9;2;8;26;16;21;10;24;6;22;12
3;25;15;18;5;7;19;4;14;1;17;20;11;13;23;9;2;8;26;16;21;10;24;6;22;12;2;5840052
2;5840052;3;25;15;18;5;7;19;4;14;1;17;20;11;13;23;9;2;8;26;16;21;10;24;6;22;12
3;25;15;13;5;7;19;4;14;1;17;20;11;18;23;9;2;8;26;16;21;10;24;6;22;12;2;5764989
2;5764989;3;25;15;13;5;7;19;4;14;1;17;20;11;18;23;9;2;8;26;16;21;10;24;6;22;12
3;25;15;13;5;7;19;4;14;1;17;20;11;18;23;8;2;9;26;16;21;10;24;6;22;12;2;5738886
2;5738886;3;25;15;13;5;7;19;4;14;1;17;20;11;18;23;8;2;9;26;16;21;10;24;6;22;12
3;2;15;13;5;7;19;4;14;1;17;20;11;18;23;8;25;9;26;16;21;10;24;6;22;12;2;5763783
2;5763783;3;2;15;13;5;7;19;4;14;1;17;20;11;18;23;8;25;9;26;16;21;10;24;6;22;12
3;2;15;12;5;7;19;4;14;1;17;20;11;18;23;8;25;9;26;16;21;10;24;6;22;13;2;5755493
2;5755493;3;2;15;12;5;7;19;4;14;1;17;20;11;18;23;8;25;9;26;16;21;10;24;6;22;13
3;2;15;12;5;7;19;4;14;24;17;20;11;18;23;8;25;9;26;16;21;10;1;6;22;13;2;5807278
2;5807278;3;2;15;12;5;7;19;4;14;24;17;20;11;18;23;8;25;9;26;16;21;10;1;6;22;13
3;2;15;12;5;7;19;4;14;24;17;20;11;18;10;8;25;9;26;16;21;23;1;6;22;13;2;5811912
2;5811912;3;2;15;12;5;7;19;4;14;24;17;20;11;18;10;8;25;9;26;16;21;23;1;6;22;13
3;2;15;12;5;7;19;4;14;24;17;20;11;18;26;8;25;9;10;16;21;23;1;6;22;13;2;5829704
2;5829704;3;2;15;12;5;7;19;4;14;24;17;20;11;18;26;8;25;9;10;16;21;23;1;6;22;13
3;2;15;12;5;7;16;4;14;24;17;20;11;18;26;8;25;9;10;19;21;23;1;6;22;13;2;5922615
2;5922615;3;2;15;12;5;7;16;4;14;24;17;20;11;18;26;8;25;9;10;19;21;23;1;6;22;13
3;2;15;12;5;7;16;4;14;6;17;20;11;18;26;8;25;9;10;19;21;23;1;24;22;13;2;5886545
2;5886545;3;2;15;12;5;7;16;4;14;6;17;20;11;18;26;8;25;9;10;19;21;23;1;24;22;13
3;2;15;12;5;7;16;4;14;6;17;20;18;11;26;8;25;9;10;19;21;23;1;24;22;13;2;5890351
2;5890351;3;2;15;12;5;7;16;4;14;6;17;20;18;11;26;8;25;9;10;19;21;23;1;24;22;13
3;2;15;12;5;7;16;4;14;6;17;20;18;11;26;8;25;9;10;19;21;23;1;13;22;24;2;5937629
2;5937629;3;2;15;12;5;7;16;4;14;6;17;20;18;11;26;8;25;9;10;19;21;23;1;13;22;24
3;2;15;12;5;7;16;4;14;6;23;20;18;11;26;8;25;9;10;19;21;17;1;13;22;24;2;5924457
3;5924457;3;2;15;12;5;7;16;4;14;6;23;20;18;11;26;8;25;9;10;19;21;17;1;13;22;24
3;4;15;12;5;7;16;2;14;6;23;20;18;11;26;8;25;9;10;19;21;17;1;13;22;24;3;5908561
3;5908561;3;4;15;12;5;7;16;2;14;6;23;20;18;11;26;8;25;9;10;19;21;17;1;13;22;24
3;4;15;12;5;7;16;2;14;6;23;20;18;11;26;8;22;9;10;19;21;17;1;13;25;24;3;5907034
3;5907034;3;4;15;12;5;7;16;2;14;6;23;20;18;11;26;8;22;9;10;19;21;17;1;13;25;24
3;4;15;12;5;7;16;2;14;22;23;20;18;11;26;8;6;9;10;19;21;17;1;13;25;24;3;5906292
3;5906292;3;4;15;12;5;7;16;2;14;22;23;20;18;11;26;8;6;9;10;19;21;17;1;13;25;24
3;4;15;12;5;7;16;2;14;22;23;20;18;19;26;8;6;9;10;11;21;17;1;13;25;24;3;5841137
3;5841137;3;4;15;12;5;7;16;2;14;22;23;20;18;19;26;8;6;9;10;11;21;17;1;13;25;24
3;22;15;12;5;7;16;2;14;4;23;20;18;19;26;8;6;9;10;11;21;17;1;13;25;24;3;5808851
3;5808851;3;22;15;12;5;7;16;2;14;4;23;20;18;19;26;8;6;9;10;11;21;17;1;13;25;24
3;2;15;12;5;7;16;22;14;4;23;20;18;19;26;8;6;9;10;11;21;17;1;13;25;24;3;5834339
3;5834339;3;2;15;12;5;7;16;22;14;4;23;20;18;19;26;8;6;9;10;11;21;17;1;13;25;24
26;2;15;12;5;7;16;22;14;4;23;20;18;19;3;8;6;9;10;11;21;17;1;13;25;24;3;5834519
3;5834519;26;2;15;12;5;7;16;22;14;4;23;20;18;19;3;8;6;9;10;11;21;17;1;13;25;24
26;2;15;12;5;7;16;22;14;4;23;19;18;20;3;8;6;9;10;11;21;17;1;13;25;24;3;5840840
3;5840840;26;2;15;12;5;7;16;22;14;4;23;19;18;20;3;8;6;9;10;11;21;17;1;13;25;24
26;2;15;12;5;7;16;22;4;14;23;19;18;20;3;8;6;9;10;11;21;17;1;13;25;24;3;5840660
3;5840660;26;2;15;12;5;7;16;22;4;14;23;19;18;20;3;8;6;9;10;11;21;17;1;13;25;24
26;2;15;12;5;7;16;22;10;14;23;19;18;20;3;8;6;9;4;11;21;17;1;13;25;24;3;5819652
3;5819652;26;2;15;12;5;7;16;22;10;14;23;19;18;20;3;8;6;9;4;11;21;17;1;13;25;24
26;2;15;12;5;7;16;22;10;14;23;19;18;20;3;8;6;9;4;11;21;17;1;24;25;13;3;5772090
3;5772090;26;2;15;12;5;7;16;22;10;14;23;19;18;20;3;8;6;9;4;11;21;17;1;24;25;13
26;2;15;12;5;7;16;22;10;20;23;19;18;14;3;8;6;9;4;11;21;17;1;24;25;13;3;5747173
3;5747173;26;2;15;12;5;7;16;22;10;20;23;19;18;14;3;8;6;9;4;11;21;17;1;24;25;13
26;2;15;12;5;7;16;22;10;20;23;19;18;14;3;8;6;9;4;11;21;17;24;1;25;13;3;5747173
3;5747173;26;2;15;12;5;7;16;22;10;20;23;19;18;14;3;8;6;9;4;11;21;17;24;1;25;13
26;2;11;12;5;7;16;22;10;20;23;19;18;14;3;8;6;9;4;15;21;17;24;1;25;13;3;5744981
3;5744981;26;2;11;12;5;7;16;22;10;20;23;19;18;14;3;8;6;9;4;15;21;17;24;1;25;13
26;2;11;12;5;7;16;22;10;20;23;19;18;14;3;8;15;9;4;6;21;17;24;1;25;13;3;5740800
3;5740800;26;2;11;12;5;7;16;22;10;20;23;19;18;14;3;8;15;9;4;6;21;17;24;1;25;13
26;12;11;2;5;7;16;22;10;20;23;19;18;14;3;8;15;9;4;6;21;17;24;1;25;13;3;5732921
3;5732921;26;12;11;2;5;7;16;22;10;20;23;19;18;14;3;8;15;9;4;6;21;17;24;1;25;13
26;12;11;2;5;7;16;22;10;20;23;19;18;14;3;8;15;9;4;1;21;17;24;6;25;13;3;5716889
3;5716889;26;12;11;2;5;7;16;22;10;20;23;19;18;14;3;8;15;9;4;1;21;17;24;6;25;13
26;22;11;2;5;7;16;12;10;20;23;19;18;14;3;8;15;9;4;1;21;17;24;6;25;13;3;5700956
3;5700956;26;22;11;2;5;7;16;12;10;20;23;19;18;14;3;8;15;9;4;1;21;17;24;6;25;13
26;22;11;2;5;7;12;16;10;20;23;19;18;14;3;8;15;9;4;1;21;17;24;6;25;13;3;5686254
3;5686254;26;22;11;2;5;7;12;16;10;20;23;19;18;14;3;8;15;9;4;1;21;17;24;6;25;13
26;22;11;2;5;7;12;16;10;20;23;19;18;14;3;8;15;9;13;1;21;17;24;6;25;4;3;5680653
4;5680653;26;22;11;2;5;7;12;16;10;20;23;19;18;14;3;8;15;9;13;1;21;17;24;6;25;4
26;22;11;2;5;7;23;16;10;20;12;19;18;14;3;8;15;9;13;1;21;17;24;6;25;4;4;5675623
4;5675623;26;22;11;2;5;7;23;16;10;20;12;19;18;14;3;8;15;9;13;1;21;17;24;6;25;4
26;22;11;2;5;7;23;16;10;20;12;19;25;14;3;8;15;9;13;1;21;17;24;6;18;4;4;5709417
4;5709417;26;22;11;2;5;7;23;16;10;20;12;19;25;14;3;8;15;9;13;1;21;17;24;6;18;4
26;22;3;2;5;7;23;16;10;20;12;19;25;14;11;8;15;9;13;1;21;17;24;6;18;4;4;5709317
4;5709317;26;22;3;2;5;7;23;16;10;20;12;19;25;14;11;8;15;9;13;1;21;17;24;6;18;4
26;22;3;2;5;7;23;16;10;15;12;19;25;14;11;8;20;9;13;1;21;17;24;6;18;4;4;5700787
4;5700787;26;22;3;2;5;7;23;16;10;15;12;19;25;14;11;8;20;9;13;1;21;17;24;6;18;4
26;3;22;2;5;7;23;16;10;15;12;19;25;14;11;8;20;9;13;1;21;17;24;6;18;4;4;5704624
4;5704624;26;3;22;2;5;7;23;16;10;15;12;19;25;14;11;8;20;9;13;1;21;17;24;6;18;4
26;3;22;2;5;7;23;16;10;15;12;19;25;14;24;8;20;9;13;1;21;17;11;6;18;4;4;5715477
4;5715477;26;3;22;2;5;7;23;16;10;15;12;19;25;14;24;8;20;9;13;1;21;17;11;6;18;4
26;3;22;2;5;7;23;8;10;15;12;19;25;14;24;16;20;9;13;1;21;17;11;6;18;4;4;5710247
4;5710247;26;3;22;2;5;7;23;8;10;15;12;19;25;14;24;16;20;9;13;1;21;17;11;6;18;4
26;3;22;2;5;7;23;8;10;11;12;19;25;14;24;16;20;9;13;1;21;17;15;6;18;4;4;5696373
4;5696373;26;3;22;2;5;7;23;8;10;11;12;19;25;14;24;16;20;9;13;1;21;17;15;6;18;4
26;3;22;2;5;9;23;8;10;11;12;19;25;14;24;16;20;7;13;1;21;17;15;6;18;4;4;5781596
4;5781596;26;3;22;2;5;9;23;8;10;11;12;19;25;14;24;16;20;7;13;1;21;17;15;6;18;4
26;3;22;2;5;9;23;8;10;11;12;19;25;14;24;16;20;7;13;21;1;17;15;6;18;4;4;5780737
4;5780737;26;3;22;2;5;9;23;8;10;11;12;19;25;14;24;16;20;7;13;21;1;17;15;6;18;4
26;3;22;2;5;9;23;8;10;11;12;19;13;14;24;16;20;7;25;21;1;17;15;6;18;4;4;5791678
4;5791678;26;3;22;2;5;9;23;8;10;11;12;19;13;14;24;16;20;7;25;21;1;17;15;6;18;4
26;3;22;2;5;9;17;8;10;11;12;19;13;14;24;16;20;7;25;21;1;23;15;6;18;4;4;5805505
4;5805505;26;3;22;2;5;9;17;8;10;11;12;19;13;14;24;16;20;7;25;21;1;23;15;6;18;4
26;3;22;2;5;9;17;14;10;11;12;19;13;8;24;16;20;7;25;21;1;23;15;6;18;4;4;5866054
4;5866054;26;3;22;2;5;9;17;14;10;11;12;19;13;8;24;16;20;7;25;21;1;23;15;6;18;4
26;3;22;2;5;9;17;11;10;14;12;19;13;8;24;16;20;7;25;21;1;23;15;6;18;4;4;5845414
4;5845414;26;3;22;2;5;9;17;11;10;14;12;19;13;8;24;16;20;7;25;21;1;23;15;6;18;4
26;3;22;2;5;9;17;11;10;14;12;19;13;8;21;16;20;7;25;24;1;23;15;6;18;4;4;5823563
4;5823563;26;3;22;2;5;9;17;11;10;14;12;19;13;8;21;16;20;7;25;24;1;23;15;6;18;4
18;3;22;2;5;9;17;11;10;14;12;19;13;8;21;16;20;7;25;24;1;23;15;6;26;4;4;5896843
4;5896843;18;3;22;2;5;9;17;11;10;14;12;19;13;8;21;16;20;7;25;24;1;23;15;6;26;4
18;3;22;2;5;9;17;11;19;14;12;10;13;8;21;16;20;7;25;24;1;23;15;6;26;4;4;5895027
4;5895027;18;3;22;2;5;9;17;11;19;14;12;10;13;8;21;16;20;7;25;24;1;23;15;6;26;4
18;3;22;2;15;9;17;11;19;14;12;10;13;8;21;16;20;7;25;24;1;23;5;6;26;4;4;5944591
4;5944591;18;3;22;2;15;9;17;11;19;14;12;10;13;8;21;16;20;7;25;24;1;23;5;6;26;4
18;3;22;2;15;9;17;13;19;14;12;10;11;8;21;16;20;7;25;24;1;23;5;6;26;4;4;5948741
4;5948741;18;3;22;2;15;9;17;13;19;14;12;10;11;8;21;16;20;7;25;24;1;23;5;6;26;4
18;3;22;2;8;9;17;13;19;14;12;10;11;15;21;16;20;7;25;24;1;23;5;6;26;4;4;5996078
5;5996078;18;3;22;2;8;9;17;13;19;14;12;10;11;15;21;16;20;7;25;24;1;23;5;6;26;4
18;3;22;2;8;9;17;23;19;14;12;10;11;15;21;16;20;7;25;24;1;13;5;6;26;4;5;6017724
5;6017724;18;3;22;2;8;9;17;23;19;14;12;10;11;15;21;16;20;7;25;24;1;13;5;6;26;4
18;3;22;2;8;9;17;23;15;14;12;10;11;19;21;16;20;7;25;24;1;13;5;6;26;4;5;6052379
5;6052379;18;3;22;2;8;9;17;23;15;14;12;10;11;19;21;16;20;7;25;24;1;13;5;6;26;4
18;3;22;12;8;9;17;23;15;14;2;10;11;19;21;16;20;7;25;24;1;13;5;6;26;4;5;6076639
5;6076639;18;3;22;12;8;9;17;23;15;14;2;10;11;19;21;16;20;7;25;24;1;13;5;6;26;4
18;3;22;12;8;21;17;23;15;14;2;10;11;19;9;16;20;7;25;24;1;13;5;6;26;4;5;6113641
5;6113641;18;3;22;12;8;21;17;23;15;14;2;10;11;19;9;16;20;7;25;24;1;13;5;6;26;4
24;3;22;12;8;21;17;23;15;14;2;10;11;19;9;16;20;7;25;18;1;13;5;6;26;4;5;6157681
5;6157681;24;3;22;12;8;21;17;23;15;14;2;10;11;19;9;16;20;7;25;18;1;13;5;6;26;4
24;3;22;12;8;21;17;23;15;14;2;10;11;1;9;16;20;7;25;18;19;13;5;6;26;4;5;6160394
5;6160394;24;3;22;12;8;21;17;23;15;14;2;10;11;1;9;16;20;7;25;18;19;13;5;6;26;4
24;3;18;12;8;21;17;23;15;14;2;10;11;1;9;16;20;7;25;22;19;13;5;6;26;4;5;6119484
5;6119484;24;3;18;12;8;21;17;23;15;14;2;10;11;1;9;16;20;7;25;22;19;13;5;6;26;4
24;3;18;12;19;21;17;23;15;14;2;10;11;1;9;16;20;7;25;22;8;13;5;6;26;4;5;6156022
5;6156022;24;3;18;12;19;21;17;23;15;14;2;10;11;1;9;16;20;7;25;22;8;13;5;6;26;4
24;3;18;12;19;21;17;23;15;14;2;10;6;1;9;16;20;7;25;22;8;13;5;11;26;4;5;6162540
5;6162540;24;3;18;12;19;21;17;23;15;14;2;10;6;1;9;16;20;7;25;22;8;13;5;11;26;4
24;21;18;12;19;3;17;23;15;14;2;10;6;1;9;16;20;7;25;22;8;13;5;11;26;4;5;6023608
5;6023608;24;21;18;12;19;3;17;23;15;14;2;10;6;1;9;16;20;7;25;22;8;13;5;11;26;4
24;21;18;12;19;3;13;23;15;14;2;10;6;1;9;16;20;7;25;22;8;17;5;11;26;4;5;5976868
5;5976868;24;21;18;12;19;3;13;23;15;14;2;10;6;1;9;16;20;7;25;22;8;17;5;11;26;4
24;21;18;12;19;3;13;23;15;14;2;5;6;1;9;16;20;7;25;22;8;17;10;11;26;4;5;5760942
5;5760942;24;21;18;12;19;3;13;23;15;14;2;5;6;1;9;16;20;7;25;22;8;17;10;11;26;4
24;21;18;12;19;3;13;23;5;14;2;15;6;1;9;16;20;7;25;22;8;17;10;11;26;4;5;5801247
5;5801247;24;21;18;12;19;3;13;23;5;14;2;15;6;1;9;16;20;7;25;22;8;17;10;11;26;4
24;21;18;12;19;3;13;23;5;14;2;15;6;1;9;22;20;7;25;16;8;17;10;11;26;4;5;5818737
5;5818737;24;21;18;12;19;3;13;23;5;14;2;15;6;1;9;22;20;7;25;16;8;17;10;11;26;4
24;21;18;26;19;3;13;23;5;14;2;15;6;1;9;22;20;7;25;16;8;17;10;11;12;4;5;5794272
5;5794272;24;21;18;26;19;3;13;23;5;14;2;15;6;1;9;22;20;7;25;16;8;17;10;11;12;4
24;21;22;26;19;3;13;23;5;14;2;15;6;1;9;18;20;7;25;16;8;17;10;11;12;4;5;5826885
5;5826885;24;21;22;26;19;3;13;23;5;14;2;15;6;1;9;18;20;7;25;16;8;17;10;11;12;4
7;21;22;26;19;3;13;23;5;14;2;15;6;1;9;18;20;24;25;16;8;17;10;11;12;4;5;5817228
5;5817228;7;21;22;26;19;3;13;23;5;14;2;15;6;1;9;18;20;24;25;16;8;17;10;11;12;4
7;21;22;26;19;3;13;23;5;14;2;8;6;1;9;18;20;24;25;16;15;17;10;11;12;4;5;5839480
5;5839480;7;21;22;26;19;3;13;23;5;14;2;8;6;1;9;18;20;24;25;16;15;17;10;11;12;4
7;21;22;26;19;3;13;23;5;17;2;8;6;1;9;18;20;24;25;16;15;14;10;11;12;4;5;5885639
5;5885639;7;21;22;26;19;3;13;23;5;17;2;8;6;1;9;18;20;24;25;16;15;14;10;11;12;4
7;21;22;26;1;3;13;23;5;17;2;8;6;19;9;18;20;24;25;16;15;14;10;11;12;4;5;5890864
6;5890864;7;21;22;26;1;3;13;23;5;17;2;8;6;19;9;18;20;24;25;16;15;14;10;11;12;4
7;21;22;26;1;3;13;23;5;17;2;15;6;19;9;18;20;24;25;16;8;14;10;11;12;4;6;5866312
6;5866312;7;21;22;26;1;3;13;23;5;17;2;15;6;19;9;18;20;24;25;16;8;14;10;11;12;4
7;21;22;26;1;3;13;23;11;17;2;15;6;19;9;18;20;24;25;16;8;14;10;5;12;4;6;6030435
6;5866312;7;21;22;26;1;3;13;23;5;17;2;15;6;19;9;18;20;24;25;16;8;14;10;11;12;4
7;21;22;26;1;3;13;23;5;17;2;6;15;19;9;18;20;24;25;16;8;14;10;11;12;4;6;5883888
6;5883888;7;21;22;26;1;3;13;23;5;17;2;6;15;19;9;18;20;24;25;16;8;14;10;11;12;4
7;21;22;26;1;3;13;23;5;20;2;6;15;19;9;18;17;24;25;16;8;14;10;11;12;4;6;5889960
6;5889960;7;21;22;26;1;3;13;23;5;20;2;6;15;19;9;18;17;24;25;16;8;14;10;11;12;4
7;21;22;26;1;3;13;23;5;20;2;6;15;19;9;18;17;24;25;16;8;12;10;11;14;4;6;5907613
6;5907613;7;21;22;26;1;3;13;23;5;20;2;6;15;19;9;18;17;24;25;16;8;12;10;11;14;4
7;21;22;26;1;3;13;23;5;20;2;6;15;19;9;18;17;24;25;16;8;12;10;11;4;14;6;5907613
6;5907613;7;21;22;26;1;3;13;23;5;20;2;6;15;19;9;18;17;24;25;16;8;12;10;11;4;14
7;21;22;1;26;3;13;23;5;20;2;6;15;19;9;18;17;24;25;16;8;12;10;11;4;14;6;5916113
6;5916113;7;21;22;1;26;3;13;23;5;20;2;6;15;19;9;18;17;24;25;16;8;12;10;11;4;14
7;21;22;1;26;3;13;23;19;20;2;6;15;5;9;18;17;24;25;16;8;12;10;11;4;14;6;5739613
6;5739613;7;21;22;1;26;3;13;23;19;20;2;6;15;5;9;18;17;24;25;16;8;12;10;11;4;14
7;21;22;1;26;2;13;23;19;20;3;6;15;5;9;18;17;24;25;16;8;12;10;11;4;14;6;5790574
6;5790574;7;21;22;1;26;2;13;23;19;20;3;6;15;5;9;18;17;24;25;16;8;12;10;11;4;14
7;21;22;1;26;2;13;23;25;20;3;6;15;5;9;18;17;24;19;16;8;12;10;11;4;14;6;5770967
6;5770967;7;21;22;1;26;2;13;23;25;20;3;6;15;5;9;18;17;24;19;16;8;12;10;11;4;14
7;21;22;9;26;2;13;23;25;20;3;6;15;5;1;18;17;24;19;16;8;12;10;11;4;14;6;5777992
6;5777992;7;21;22;9;26;2;13;23;25;20;3;6;15;5;1;18;17;24;19;16;8;12;10;11;4;14
7;21;22;9;26;2;13;23;25;20;3;6;15;5;4;18;17;24;19;16;8;12;10;11;1;14;6;5842104
6;5842104;7;21;22;9;26;2;13;23;25;20;3;6;15;5;4;18;17;24;19;16;8;12;10;11;1;14
7;21;22;9;26;2;13;23;25;20;3;6;15;5;4;18;17;24;19;16;14;12;10;11;1;8;6;6014197
6;6014197;7;21;22;9;26;2;13;23;25;20;3;6;15;5;4;18;17;24;19;16;14;12;10;11;1;8
7;21;22;9;26;2;13;23;17;20;3;6;15;5;4;18;25;24;19;16;14;12;10;11;1;8;6;6013606
6;6013606;7;21;22;9;26;2;13;23;17;20;3;6;15;5;4;18;25;24;19;16;14;12;10;11;1;8
7;21;22;9;26;3;13;23;17;20;2;6;15;5;4;18;25;24;19;16;14;12;10;11;1;8;6;6116542
6;6116542;7;21;22;9;26;3;13;23;17;20;2;6;15;5;4;18;25;24;19;16;14;12;10;11;1;8
11;21;22;9;26;3;13;23;17;20;2;6;15;5;4;18;25;24;19;16;14;12;10;7;1;8;6;6154239
6;6154239;11;21;22;9;26;3;13;23;17;20;2;6;15;5;4;18;25;24;19;16;14;12;10;7;1;8
11;21;22;9;26;3;13;5;17;20;2;6;15;23;4;18;25;24;19;16;14;12;10;7;1;8;6;6053394
6;6053394;11;21;22;9;26;3;13;5;17;20;2;6;15;23;4;18;25;24;19;16;14;12;10;7;1;8
11;21;22;9;26;3;13;5;17;20;2;6;15;23;4;18;25;1;19;16;14;12;10;7;24;8;6;5997959
6;5997959;11;21;22;9;26;3;13;5;17;20;2;6;15;23;4;18;25;1;19;16;14;12;10;7;24;8
