"X1";"X48828";"X6";"X8";"X12";"X3";"X5";"X11";"X7";"X1.1";"X4";"X9";"X10";"X2"
4;47034;7;6;4;3;2;8;9;1;5;11;10;12
7;6;4;3;5;8;9;1;2;11;10;12;4;46606
4;46606;7;6;4;3;5;8;9;1;2;11;10;12
7;6;4;3;5;10;9;1;2;11;8;12;4;48334
4;48334;7;6;4;3;5;10;9;1;2;11;8;12
7;6;4;3;5;10;8;1;2;11;9;12;4;45996
4;45996;7;6;4;3;5;10;8;1;2;11;9;12
7;8;4;3;5;10;6;1;2;11;9;12;4;34808
4;34808;7;8;4;3;5;10;6;1;2;11;9;12
7;12;4;3;5;10;6;1;2;11;9;8;4;39330
4;39330;7;12;4;3;5;10;6;1;2;11;9;8
7;12;4;3;5;10;1;6;2;11;9;8;4;30778
4;30778;7;12;4;3;5;10;1;6;2;11;9;8
7;12;4;3;5;11;1;6;2;10;9;8;4;29026
4;29026;7;12;4;3;5;11;1;6;2;10;9;8
7;12;4;1;5;11;3;6;2;10;9;8;4;26512
4;26512;7;12;4;1;5;11;3;6;2;10;9;8
7;12;4;1;5;8;3;6;2;10;9;11;4;41714
4;41714;7;12;4;1;5;8;3;6;2;10;9;11
1;12;4;7;5;8;3;6;2;10;9;11;4;56398
4;41714;7;12;4;1;5;8;3;6;2;10;9;11
7;12;4;1;5;3;8;6;2;10;9;11;4;39700
4;39700;7;12;4;1;5;3;8;6;2;10;9;11
7;6;4;1;5;3;8;12;2;10;9;11;4;64784
4;64784;7;6;4;1;5;3;8;12;2;10;9;11
7;6;4;1;5;12;8;3;2;10;9;11;4;46774
4;46774;7;6;4;1;5;12;8;3;2;10;9;11
7;2;4;1;5;12;8;3;6;10;9;11;4;35416
4;35416;7;2;4;1;5;12;8;3;6;10;9;11
7;2;4;1;9;12;8;3;6;10;5;11;4;39504
4;39504;7;2;4;1;9;12;8;3;6;10;5;11
7;2;4;1;9;12;8;10;6;3;5;11;4;39184
4;39184;7;2;4;1;9;12;8;10;6;3;5;11
7;2;4;1;5;12;8;10;6;3;9;11;4;35096
4;35096;7;2;4;1;5;12;8;10;6;3;9;11
7;2;4;1;5;12;8;10;6;11;9;3;4;36824
5;36824;7;2;4;1;5;12;8;10;6;11;9;3
7;2;4;1;5;11;8;10;6;12;9;3;5;48062
5;48062;7;2;4;1;5;11;8;10;6;12;9;3
5;2;4;1;7;11;8;10;6;12;9;3;5;62102
5;62102;5;2;4;1;7;11;8;10;6;12;9;3
9;2;4;1;7;11;8;10;6;12;5;3;5;56090
5;56090;9;2;4;1;7;11;8;10;6;12;5;3
9;2;4;1;7;11;12;10;6;8;5;3;5;44444
5;44444;9;2;4;1;7;11;12;10;6;8;5;3
9;2;4;1;7;3;12;10;6;8;5;11;5;39808
5;39808;9;2;4;1;7;3;12;10;6;8;5;11
6;2;4;1;7;3;12;10;9;8;5;11;5;49012
5;49012;6;2;4;1;7;3;12;10;9;8;5;11
6;2;4;1;7;10;12;3;9;8;5;11;5;53402
5;53402;6;2;4;1;7;10;12;3;9;8;5;11
6;2;7;1;4;10;12;3;9;8;5;11;5;46546
5;46546;6;2;7;1;4;10;12;3;9;8;5;11
6;2;7;1;12;10;4;3;9;8;5;11;5;48906
5;48906;6;2;7;1;12;10;4;3;9;8;5;11
6;7;2;1;12;10;4;3;9;8;5;11;5;49086
5;49086;6;7;2;1;12;10;4;3;9;8;5;11
6;7;2;1;9;10;4;3;12;8;5;11;5;49474
5;49474;6;7;2;1;9;10;4;3;12;8;5;11
6;7;2;10;9;1;4;3;12;8;5;11;5;48312
5;48312;6;7;2;10;9;1;4;3;12;8;5;11
6;7;2;10;4;1;9;3;12;8;5;11;5;46076
5;46076;6;7;2;10;4;1;9;3;12;8;5;11
6;7;2;10;4;1;9;11;12;8;5;3;5;40250
5;40250;6;7;2;10;4;1;9;11;12;8;5;3
6;7;2;10;1;4;9;11;12;8;5;3;5;51902
5;40250;6;7;2;10;4;1;9;11;12;8;5;3
6;7;2;10;4;1;8;11;12;9;5;3;5;47316
5;40250;6;7;2;10;4;1;9;11;12;8;5;3
6;7;2;10;4;1;11;9;12;8;5;3;5;46698
5;46698;6;7;2;10;4;1;11;9;12;8;5;3
6;7;2;10;8;1;11;9;12;4;5;3;5;45722
5;45722;6;7;2;10;8;1;11;9;12;4;5;3
6;4;2;10;8;1;11;9;12;7;5;3;5;35948
5;35948;6;4;2;10;8;1;11;9;12;7;5;3
6;4;11;10;8;1;2;9;12;7;5;3;5;34916
6;34916;6;4;11;10;8;1;2;9;12;7;5;3
6;4;11;2;8;1;10;9;12;7;5;3;6;34632
6;34632;6;4;11;2;8;1;10;9;12;7;5;3
5;4;11;2;8;1;10;9;12;7;6;3;6;46112
6;34632;6;4;11;2;8;1;10;9;12;7;5;3
6;4;11;2;10;1;8;9;12;7;5;3;6;31686
6;31686;6;4;11;2;10;1;8;9;12;7;5;3
6;4;11;2;10;1;8;9;5;7;12;3;6;31614
6;31614;6;4;11;2;10;1;8;9;5;7;12;3
6;4;11;2;9;1;8;10;5;7;12;3;6;26622
6;26622;6;4;11;2;9;1;8;10;5;7;12;3
6;4;11;2;9;1;8;12;5;7;10;3;6;26470
6;26470;6;4;11;2;9;1;8;12;5;7;10;3
8;4;11;2;9;1;6;12;5;7;10;3;6;32466
6;32466;8;4;11;2;9;1;6;12;5;7;10;3
8;4;11;2;6;1;9;12;5;7;10;3;6;35440
6;35440;8;4;11;2;6;1;9;12;5;7;10;3
8;4;11;2;12;1;9;6;5;7;10;3;6;48342
6;35440;8;4;11;2;6;1;9;12;5;7;10;3
8;4;11;2;12;1;9;6;5;7;10;3;6;48342
6;35440;8;4;11;2;6;1;9;12;5;7;10;3
8;4;11;2;6;1;9;5;12;7;10;3;6;33012
6;33012;8;4;11;2;6;1;9;5;12;7;10;3
8;4;11;2;1;6;9;5;12;7;10;3;6;28620
6;28620;8;4;11;2;1;6;9;5;12;7;10;3
8;4;6;2;1;11;9;5;12;7;10;3;6;41080
6;41080;8;4;6;2;1;11;9;5;12;7;10;3
8;4;2;6;1;11;9;5;12;7;10;3;6;41158
6;41158;8;4;2;6;1;11;9;5;12;7;10;3
8;7;2;6;1;11;9;5;12;4;10;3;6;60944
6;60944;8;7;2;6;1;11;9;5;12;4;10;3
8;7;2;6;1;9;11;5;12;4;10;3;6;59566
6;59566;8;7;2;6;1;9;11;5;12;4;10;3
8;7;2;11;1;9;6;5;12;4;10;3;6;56634
6;56634;8;7;2;11;1;9;6;5;12;4;10;3
8;7;2;1;11;9;6;5;12;4;10;3;6;55874
6;55874;8;7;2;1;11;9;6;5;12;4;10;3
8;7;2;1;11;9;6;10;12;4;5;3;6;45182
6;45182;8;7;2;1;11;9;6;10;12;4;5;3
8;7;2;1;11;12;6;10;9;4;5;3;6;45534
7;45534;8;7;2;1;11;12;6;10;9;4;5;3
8;7;2;1;9;12;6;10;11;4;5;3;7;43880
7;43880;8;7;2;1;9;12;6;10;11;4;5;3
8;7;2;1;9;12;3;10;11;4;5;6;7;43994
7;43994;8;7;2;1;9;12;3;10;11;4;5;6
8;7;4;1;9;12;3;10;11;2;5;6;7;43294
7;43294;8;7;4;1;9;12;3;10;11;2;5;6
8;7;4;1;11;12;3;10;9;2;5;6;7;44948
7;44948;8;7;4;1;11;12;3;10;9;2;5;6
8;7;4;3;11;12;1;10;9;2;5;6;7;46680
7;46680;8;7;4;3;11;12;1;10;9;2;5;6
8;3;4;7;11;12;1;10;9;2;5;6;7;48978
7;48978;8;3;4;7;11;12;1;10;9;2;5;6
8;3;4;7;11;12;1;9;10;2;5;6;7;43524
7;43524;8;3;4;7;11;12;1;9;10;2;5;6
8;3;4;7;11;1;12;9;10;2;5;6;7;44870
7;44870;8;3;4;7;11;1;12;9;10;2;5;6
8;3;4;7;6;1;12;9;10;2;5;11;7;49864
7;49864;8;3;4;7;6;1;12;9;10;2;5;11
8;3;4;7;6;11;12;9;10;2;5;1;7;46788
7;46788;8;3;4;7;6;11;12;9;10;2;5;1
11;3;4;7;6;8;12;9;10;2;5;1;7;41212
7;41212;11;3;4;7;6;8;12;9;10;2;5;1
11;3;4;7;8;6;12;9;10;2;5;1;7;48042
7;48042;11;3;4;7;8;6;12;9;10;2;5;1
7;3;4;11;8;6;12;9;10;2;5;1;7;54170
7;48042;11;3;4;7;8;6;12;9;10;2;5;1
11;3;4;7;8;5;12;9;10;2;6;1;7;34858
7;34858;11;3;4;7;8;5;12;9;10;2;6;1
11;4;3;7;8;5;12;9;10;2;6;1;7;51586
7;51586;11;4;3;7;8;5;12;9;10;2;6;1
11;4;3;7;8;1;12;9;10;2;6;5;7;43792
7;43792;11;4;3;7;8;1;12;9;10;2;6;5
10;4;3;7;8;1;12;9;11;2;6;5;7;34930
7;34930;10;4;3;7;8;1;12;9;11;2;6;5
10;4;3;7;12;1;8;9;11;2;6;5;7;41450
7;41450;10;4;3;7;12;1;8;9;11;2;6;5
10;4;3;7;12;9;8;1;11;2;6;5;7;43084
7;43084;10;4;3;7;12;9;8;1;11;2;6;5
10;4;3;7;12;9;8;1;6;2;11;5;7;43082
8;43082;10;4;3;7;12;9;8;1;6;2;11;5
11;4;3;7;12;9;8;1;6;2;10;5;8;45896
8;45896;11;4;3;7;12;9;8;1;6;2;10;5
11;4;3;7;12;9;8;6;1;2;10;5;8;49432
8;49432;11;4;3;7;12;9;8;6;1;2;10;5
11;4;6;7;12;9;8;3;1;2;10;5;8;50660
8;50660;11;4;6;7;12;9;8;3;1;2;10;5
11;4;6;7;12;9;8;3;1;10;2;5;8;43982
8;43982;11;4;6;7;12;9;8;3;1;10;2;5
11;4;6;7;12;9;8;3;1;2;10;5;8;50660
8;50660;11;4;6;7;12;9;8;3;1;2;10;5
11;4;10;7;12;9;8;3;1;2;6;5;8;51862
8;51862;11;4;10;7;12;9;8;3;1;2;6;5
11;4;10;7;3;9;8;12;1;2;6;5;8;48654
8;48654;11;4;10;7;3;9;8;12;1;2;6;5
11;4;10;7;3;2;8;12;1;9;6;5;8;46604
8;46604;11;4;10;7;3;2;8;12;1;9;6;5
6;4;10;7;3;2;8;12;1;9;11;5;8;40234
8;40234;6;4;10;7;3;2;8;12;1;9;11;5
1;4;10;7;3;2;8;12;6;9;11;5;8;31690
8;31690;1;4;10;7;3;2;8;12;6;9;11;5
1;4;10;11;3;2;8;12;6;9;7;5;8;38960
8;38960;1;4;10;11;3;2;8;12;6;9;7;5
1;4;10;11;3;2;8;5;6;9;7;12;8;41794
8;41794;1;4;10;11;3;2;8;5;6;9;7;12
1;4;10;11;3;2;8;5;6;7;9;12;8;25094
8;25094;1;4;10;11;3;2;8;5;6;7;9;12
1;4;10;11;3;2;8;5;12;7;9;6;8;29126
8;29126;1;4;10;11;3;2;8;5;12;7;9;6
1;2;10;11;3;4;8;5;12;7;9;6;8;31024
8;31024;1;2;10;11;3;4;8;5;12;7;9;6
8;2;10;11;3;4;1;5;12;7;9;6;8;38350
8;38350;8;2;10;11;3;4;1;5;12;7;9;6
8;2;1;11;3;4;10;5;12;7;9;6;8;40166
8;40166;8;2;1;11;3;4;10;5;12;7;9;6
8;2;1;11;3;4;5;10;12;7;9;6;8;42158
8;42158;8;2;1;11;3;4;5;10;12;7;9;6
8;2;1;11;3;4;5;10;12;9;7;6;8;48274
8;48274;8;2;1;11;3;4;5;10;12;9;7;6
8;2;1;11;3;6;5;10;12;9;7;4;8;52146
9;52146;8;2;1;11;3;6;5;10;12;9;7;4
8;2;1;11;3;9;5;10;12;6;7;4;9;44326
9;44326;8;2;1;11;3;9;5;10;12;6;7;4
6;2;1;11;3;9;5;10;12;8;7;4;9;37470
9;37470;6;2;1;11;3;9;5;10;12;8;7;4
6;2;1;11;5;9;3;10;12;8;7;4;9;34372
9;34372;6;2;1;11;5;9;3;10;12;8;7;4
6;2;1;11;5;9;3;10;12;8;4;7;9;40338
9;40338;6;2;1;11;5;9;3;10;12;8;4;7
6;2;7;11;5;9;3;10;12;8;4;1;9;37208
9;37208;6;2;7;11;5;9;3;10;12;8;4;1
9;2;7;11;5;6;3;10;12;8;4;1;9;38724
9;38724;9;2;7;11;5;6;3;10;12;8;4;1
9;2;7;11;4;6;3;10;12;8;5;1;9;34848
9;34848;9;2;7;11;4;6;3;10;12;8;5;1
9;2;7;11;5;6;3;10;12;8;4;1;9;38724
9;38724;9;2;7;11;5;6;3;10;12;8;4;1
5;2;7;11;9;6;3;10;12;8;4;1;9;46460
9;46460;5;2;7;11;9;6;3;10;12;8;4;1
5;2;7;11;9;8;3;10;12;6;4;1;9;60948
9;60948;5;2;7;11;9;8;3;10;12;6;4;1
5;2;7;8;9;11;3;10;12;6;4;1;9;62104
9;62104;5;2;7;8;9;11;3;10;12;6;4;1
5;2;7;8;9;11;3;6;12;10;4;1;9;60754
9;60754;5;2;7;8;9;11;3;6;12;10;4;1
8;2;7;5;9;11;3;6;12;10;4;1;9;57402
9;57402;8;2;7;5;9;11;3;6;12;10;4;1
8;2;7;5;9;11;3;6;12;4;10;1;9;50062
9;50062;8;2;7;5;9;11;3;6;12;4;10;1
8;2;7;1;9;11;3;6;12;4;10;5;9;55250
9;55250;8;2;7;1;9;11;3;6;12;4;10;5
8;2;7;1;9;11;10;6;12;4;3;5;9;51472
9;51472;8;2;7;1;9;11;10;6;12;4;3;5
8;2;7;5;9;11;10;6;12;4;3;1;9;46284
9;46284;8;2;7;5;9;11;10;6;12;4;3;1
8;2;7;5;9;11;10;6;4;12;3;1;9;53278
9;53278;8;2;7;5;9;11;10;6;4;12;3;1
8;2;7;5;9;11;10;6;3;12;4;1;9;53250
9;53250;8;2;7;5;9;11;10;6;3;12;4;1
8;5;7;2;9;11;10;6;3;12;4;1;9;33660
10;33660;8;5;7;2;9;11;10;6;3;12;4;1
8;5;1;2;9;11;10;6;3;12;4;7;10;27932
10;27932;8;5;1;2;9;11;10;6;3;12;4;7
8;11;1;2;9;5;10;6;3;12;4;7;10;25324
10;25324;8;11;1;2;9;5;10;6;3;12;4;7
8;7;1;2;9;5;10;6;3;12;4;11;10;36158
10;25324;8;11;1;2;9;5;10;6;3;12;4;7
8;11;1;2;9;4;10;6;3;12;5;7;10;35796
10;25324;8;11;1;2;9;5;10;6;3;12;4;7
4;11;1;2;9;5;10;6;3;12;8;7;10;34734
10;34734;4;11;1;2;9;5;10;6;3;12;8;7
4;11;12;2;9;5;10;6;3;1;8;7;10;43510
10;43510;4;11;12;2;9;5;10;6;3;1;8;7
4;11;12;2;9;5;10;1;3;6;8;7;10;51900
10;51900;4;11;12;2;9;5;10;1;3;6;8;7
4;3;12;2;9;5;10;1;11;6;8;7;10;41352
10;41352;4;3;12;2;9;5;10;1;11;6;8;7
7;3;12;2;9;5;10;1;11;6;8;4;10;40434
10;40434;7;3;12;2;9;5;10;1;11;6;8;4
7;3;12;4;9;5;10;1;11;6;8;2;10;44574
10;44574;7;3;12;4;9;5;10;1;11;6;8;2
7;3;10;4;9;5;12;1;11;6;8;2;10;41558
10;41558;7;3;10;4;9;5;12;1;11;6;8;2
7;3;10;4;9;5;12;1;8;6;11;2;10;41606
10;41606;7;3;10;4;9;5;12;1;8;6;11;2
7;3;10;12;9;5;4;1;8;6;11;2;10;39216
10;39216;7;3;10;12;9;5;4;1;8;6;11;2
7;3;10;12;9;5;4;1;11;6;8;2;10;39168
10;39168;7;3;10;12;9;5;4;1;11;6;8;2
7;3;10;12;9;5;4;1;11;8;6;2;10;32482
10;32482;7;3;10;12;9;5;4;1;11;8;6;2
7;3;10;12;9;5;2;1;11;8;6;4;10;29462
10;29462;7;3;10;12;9;5;2;1;11;8;6;4
8;3;10;12;9;5;2;1;11;7;6;4;10;29318
10;29318;8;3;10;12;9;5;2;1;11;7;6;4
8;3;10;12;7;5;2;1;11;9;6;4;10;45446
10;29318;8;3;10;12;9;5;2;1;11;7;6;4
8;3;10;12;9;5;2;4;11;7;6;1;10;34676
10;34676;8;3;10;12;9;5;2;4;11;7;6;1
11;3;10;12;9;5;2;4;8;7;6;1;10;33632
11;33632;11;3;10;12;9;5;2;4;8;7;6;1
11;6;10;12;9;5;2;4;8;7;3;1;11;34054
11;34054;11;6;10;12;9;5;2;4;8;7;3;1
11;6;10;7;9;5;2;4;8;12;3;1;11;49654
11;49654;11;6;10;7;9;5;2;4;8;12;3;1
11;6;10;5;9;7;2;4;8;12;3;1;11;53048
11;53048;11;6;10;5;9;7;2;4;8;12;3;1
11;6;4;5;9;7;2;10;8;12;3;1;11;52732
11;52732;11;6;4;5;9;7;2;10;8;12;3;1
5;6;4;11;9;7;2;10;8;12;3;1;11;67934
11;52732;11;6;4;5;9;7;2;10;8;12;3;1
11;6;4;5;9;7;2;10;8;12;1;3;11;48508
11;48508;11;6;4;5;9;7;2;10;8;12;1;3
11;6;4;5;1;7;2;10;8;12;9;3;11;49690
11;49690;11;6;4;5;1;7;2;10;8;12;9;3
11;6;4;5;1;7;2;10;8;3;9;12;11;44890
11;44890;11;6;4;5;1;7;2;10;8;3;9;12
11;6;4;5;1;7;2;3;8;10;9;12;11;45728
11;45728;11;6;4;5;1;7;2;3;8;10;9;12
11;6;5;4;1;7;2;3;8;10;9;12;11;49874
11;49874;11;6;5;4;1;7;2;3;8;10;9;12
11;6;5;4;8;7;2;3;1;10;9;12;11;49090
11;49090;11;6;5;4;8;7;2;3;1;10;9;12
11;6;1;4;8;7;2;3;5;10;9;12;11;48328
11;48328;11;6;1;4;8;7;2;3;5;10;9;12
11;6;4;1;8;7;2;3;5;10;9;12;11;46648
11;46648;11;6;4;1;8;7;2;3;5;10;9;12
11;6;4;12;8;7;2;3;5;10;9;1;11;40254
11;40254;11;6;4;12;8;7;2;3;5;10;9;1
11;6;4;3;8;7;2;12;5;10;9;1;11;48758
11;48758;11;6;4;3;8;7;2;12;5;10;9;1
8;6;4;3;11;7;2;12;5;10;9;1;11;58650
11;58650;8;6;4;3;11;7;2;12;5;10;9;1
8;6;4;3;11;7;2;12;5;9;10;1;11;49582
11;49582;8;6;4;3;11;7;2;12;5;9;10;1
8;6;4;2;11;7;3;12;5;9;10;1;11;49406
11;49406;8;6;4;2;11;7;3;12;5;9;10;1
8;6;4;2;7;11;3;12;5;9;10;1;11;38358
11;38358;8;6;4;2;7;11;3;12;5;9;10;1
8;6;4;2;7;11;3;12;10;9;5;1;11;38488
12;38488;8;6;4;2;7;11;3;12;10;9;5;1
8;6;4;2;7;11;3;1;10;9;5;12;12;42028
12;42028;8;6;4;2;7;11;3;1;10;9;5;12
8;6;1;2;7;11;3;4;10;9;5;12;12;35560
12;35560;8;6;1;2;7;11;3;4;10;9;5;12
8;12;1;2;7;11;3;4;10;9;5;6;12;43598
12;43598;8;12;1;2;7;11;3;4;10;9;5;6
8;12;7;2;1;11;3;4;10;9;5;6;12;41212
12;41212;8;12;7;2;1;11;3;4;10;9;5;6
8;12;7;2;1;4;3;11;10;9;5;6;12;53664
12;41212;8;12;7;2;1;11;3;4;10;9;5;6
8;12;7;1;2;11;3;4;10;9;5;6;12;42972
12;42972;8;12;7;1;2;11;3;4;10;9;5;6
8;1;7;12;2;11;3;4;10;9;5;6;12;41736
12;41736;8;1;7;12;2;11;3;4;10;9;5;6
8;1;7;12;10;11;3;4;2;9;5;6;12;40370
12;40370;8;1;7;12;10;11;3;4;2;9;5;6
8;1;3;12;10;11;7;4;2;9;5;6;12;39230
12;39230;8;1;3;12;10;11;7;4;2;9;5;6
8;1;3;12;10;11;7;4;2;5;9;6;12;48716
12;48716;8;1;3;12;10;11;7;4;2;5;9;6
2;1;3;12;10;11;7;4;8;5;9;6;12;50338
12;50338;2;1;3;12;10;11;7;4;8;5;9;6
2;1;3;4;10;11;7;12;8;5;9;6;12;48372
12;48372;2;1;3;4;10;11;7;12;8;5;9;6
2;1;5;4;10;11;7;12;8;3;9;6;12;46318
12;46318;2;1;5;4;10;11;7;12;8;3;9;6
2;1;5;4;10;11;7;12;8;3;6;9;12;44884
12;44884;2;1;5;4;10;11;7;12;8;3;6;9
2;1;5;4;10;11;7;8;12;3;6;9;12;42744
12;42744;2;1;5;4;10;11;7;8;12;3;6;9
2;1;5;4;10;11;9;8;12;3;6;7;12;45622
12;45622;2;1;5;4;10;11;9;8;12;3;6;7
2;1;5;4;12;11;9;8;10;3;6;7;12;46198
12;46198;2;1;5;4;12;11;9;8;10;3;6;7
2;12;5;4;1;11;9;8;10;3;6;7;12;41270
12;41270;2;12;5;4;1;11;9;8;10;3;6;7
2;12;9;4;1;11;5;8;10;3;6;7;12;40650
