"X1";"X5976923";"X19";"X4";"X18";"X14";"X6";"X23";"X25";"X16";"X9";"X12";"X11";"X7";"X10";"X5";"X20";"X1.1";"X17";"X3";"X13";"X21";"X15";"X26";"X2";"X8";"X22";"X24"
1;5854274;19;8;18;16;11;23;25;5;9;12;6;7;10;4;13;21;17;3;20;1;15;24;2;14;22;26
19;8;18;16;11;23;25;5;9;12;6;7;10;4;13;21;17;3;20;1;15;24;22;14;2;26;1;5865943
1;5865943;19;8;18;16;11;23;25;5;9;12;6;7;10;4;13;21;17;3;20;1;15;24;22;14;2;26
19;8;18;16;11;23;25;5;9;12;6;7;10;4;13;21;17;3;20;1;15;26;22;14;2;24;1;5852719
1;5852719;19;8;18;16;11;23;25;5;9;12;6;7;10;4;13;21;17;3;20;1;15;26;22;14;2;24
19;8;18;16;11;23;25;15;9;12;6;7;10;4;13;21;17;3;20;1;5;26;22;14;2;24;1;6086816
1;6086816;19;8;18;16;11;23;25;15;9;12;6;7;10;4;13;21;17;3;20;1;5;26;22;14;2;24
19;8;18;16;11;23;3;15;9;12;6;7;10;4;13;21;17;25;20;1;5;26;22;14;2;24;1;6101499
1;6101499;19;8;18;16;11;23;3;15;9;12;6;7;10;4;13;21;17;25;20;1;5;26;22;14;2;24
19;8;18;16;11;23;3;15;9;12;6;7;10;4;13;21;17;25;20;1;14;26;22;5;2;24;1;6076755
1;6076755;19;8;18;16;11;23;3;15;9;12;6;7;10;4;13;21;17;25;20;1;14;26;22;5;2;24
19;21;18;16;11;23;3;15;9;12;6;7;10;4;13;8;17;25;20;1;14;26;22;5;2;24;1;6185609
1;6185609;19;21;18;16;11;23;3;15;9;12;6;7;10;4;13;8;17;25;20;1;14;26;22;5;2;24
19;21;18;16;11;23;3;15;9;12;6;7;24;4;13;8;17;25;20;1;14;26;22;5;2;10;1;6180187
1;6180187;19;21;18;16;11;23;3;15;9;12;6;7;24;4;13;8;17;25;20;1;14;26;22;5;2;10
19;21;18;16;11;3;23;15;9;12;6;7;24;4;13;8;17;25;20;1;14;26;22;5;2;10;1;6180187
1;6180187;19;21;18;16;11;3;23;15;9;12;6;7;24;4;13;8;17;25;20;1;14;26;22;5;2;10
19;21;18;16;11;3;23;15;22;12;6;7;24;4;13;8;17;25;20;1;14;26;9;5;2;10;1;6318381
1;6318381;19;21;18;16;11;3;23;15;22;12;6;7;24;4;13;8;17;25;20;1;14;26;9;5;2;10
19;21;18;16;11;3;23;5;22;12;6;7;24;4;13;8;17;25;20;1;14;26;9;15;2;10;1;6029560
1;6029560;19;21;18;16;11;3;23;5;22;12;6;7;24;4;13;8;17;25;20;1;14;26;9;15;2;10
19;21;18;16;11;3;23;5;22;12;6;7;24;4;2;8;17;25;20;1;14;26;9;15;13;10;1;6007420
1;6007420;19;21;18;16;11;3;23;5;22;12;6;7;24;4;2;8;17;25;20;1;14;26;9;15;13;10
19;21;18;16;11;3;23;5;22;26;6;7;24;4;2;8;17;25;20;1;14;12;9;15;13;10;1;6053236
2;6053236;19;21;18;16;11;3;23;5;22;26;6;7;24;4;2;8;17;25;20;1;14;12;9;15;13;10
19;21;18;16;11;3;23;5;22;26;24;7;6;4;2;8;17;25;20;1;14;12;9;15;13;10;2;6053044
2;6053044;19;21;18;16;11;3;23;5;22;26;24;7;6;4;2;8;17;25;20;1;14;12;9;15;13;10
19;21;18;16;11;3;9;5;22;26;24;7;6;4;2;8;17;25;20;1;14;12;23;15;13;10;2;6002148
2;6002148;19;21;18;16;11;3;9;5;22;26;24;7;6;4;2;8;17;25;20;1;14;12;23;15;13;10
19;20;18;16;11;3;9;5;22;26;24;7;6;4;2;8;17;25;21;1;14;12;23;15;13;10;2;5966557
2;5966557;19;20;18;16;11;3;9;5;22;26;24;7;6;4;2;8;17;25;21;1;14;12;23;15;13;10
19;20;18;16;11;3;9;5;22;26;24;7;6;21;2;8;17;25;4;1;14;12;23;15;13;10;2;6044067
2;6044067;19;20;18;16;11;3;9;5;22;26;24;7;6;21;2;8;17;25;4;1;14;12;23;15;13;10
19;20;18;16;11;3;9;5;22;26;24;7;6;21;2;8;17;25;4;1;10;12;23;15;13;14;2;6113597
2;6113597;19;20;18;16;11;3;9;5;22;26;24;7;6;21;2;8;17;25;4;1;10;12;23;15;13;14
19;20;18;16;11;3;9;5;22;26;24;7;6;21;2;8;17;25;14;1;10;12;23;15;13;4;2;5997511
2;5997511;19;20;18;16;11;3;9;5;22;26;24;7;6;21;2;8;17;25;14;1;10;12;23;15;13;4
19;20;18;16;11;3;9;5;22;26;24;7;15;21;2;8;17;25;14;1;10;12;23;6;13;4;2;5982071
2;5982071;19;20;18;16;11;3;9;5;22;26;24;7;15;21;2;8;17;25;14;1;10;12;23;6;13;4
19;20;18;16;11;8;9;5;22;26;24;7;15;21;2;3;17;25;14;1;10;12;23;6;13;4;2;5967969
2;5967969;19;20;18;16;11;8;9;5;22;26;24;7;15;21;2;3;17;25;14;1;10;12;23;6;13;4
19;20;18;16;11;17;9;5;22;26;24;7;15;21;2;3;8;25;14;1;10;12;23;6;13;4;2;5961186
2;5961186;19;20;18;16;11;17;9;5;22;26;24;7;15;21;2;3;8;25;14;1;10;12;23;6;13;4
19;20;18;16;11;17;9;5;22;1;24;7;15;21;2;3;8;25;14;26;10;12;23;6;13;4;2;5885907
2;5885907;19;20;18;16;11;17;9;5;22;1;24;7;15;21;2;3;8;25;14;26;10;12;23;6;13;4
19;20;18;16;11;17;9;8;22;1;24;7;15;21;2;3;5;25;14;26;10;12;23;6;13;4;2;5870956
2;5870956;19;20;18;16;11;17;9;8;22;1;24;7;15;21;2;3;5;25;14;26;10;12;23;6;13;4
19;20;18;16;11;17;8;9;22;1;24;7;15;21;2;3;5;25;14;26;10;12;23;6;13;4;2;5809898
2;5809898;19;20;18;16;11;17;8;9;22;1;24;7;15;21;2;3;5;25;14;26;10;12;23;6;13;4
19;20;18;16;11;17;8;9;22;1;24;7;15;21;2;3;5;25;13;26;10;12;23;6;14;4;2;5946999
2;5946999;19;20;18;16;11;17;8;9;22;1;24;7;15;21;2;3;5;25;13;26;10;12;23;6;14;4
19;20;18;16;11;17;8;9;22;1;24;7;15;21;23;3;5;25;13;26;10;12;2;6;14;4;2;5947854
2;5947854;19;20;18;16;11;17;8;9;22;1;24;7;15;21;23;3;5;25;13;26;10;12;2;6;14;4
19;20;18;16;11;17;8;9;22;1;24;7;5;21;23;3;15;25;13;26;10;12;2;6;14;4;2;5874165
2;5874165;19;20;18;16;11;17;8;9;22;1;24;7;5;21;23;3;15;25;13;26;10;12;2;6;14;4
19;20;18;16;11;15;8;9;22;1;24;7;5;21;23;3;17;25;13;26;10;12;2;6;14;4;2;5901715
2;5901715;19;20;18;16;11;15;8;9;22;1;24;7;5;21;23;3;17;25;13;26;10;12;2;6;14;4
19;20;18;16;11;4;8;9;22;1;24;7;5;21;23;3;17;25;13;26;10;12;2;6;14;15;2;5919590
2;5919590;19;20;18;16;11;4;8;9;22;1;24;7;5;21;23;3;17;25;13;26;10;12;2;6;14;15
4;20;18;16;11;19;8;9;22;1;24;7;5;21;23;3;17;25;13;26;10;12;2;6;14;15;2;5871253
2;5871253;4;20;18;16;11;19;8;9;22;1;24;7;5;21;23;3;17;25;13;26;10;12;2;6;14;15
4;20;14;16;11;19;8;9;22;1;24;7;5;21;23;3;17;25;13;26;10;12;2;6;18;15;2;5851319
2;5851319;4;20;14;16;11;19;8;9;22;1;24;7;5;21;23;3;17;25;13;26;10;12;2;6;18;15
4;5;14;16;11;19;8;9;22;1;24;7;20;21;23;3;17;25;13;26;10;12;2;6;18;15;2;5969668
3;5969668;4;5;14;16;11;19;8;9;22;1;24;7;20;21;23;3;17;25;13;26;10;12;2;6;18;15
4;5;14;16;17;19;8;9;22;1;24;7;20;21;23;3;11;25;13;26;10;12;2;6;18;15;3;5976864
3;5976864;4;5;14;16;17;19;8;9;22;1;24;7;20;21;23;3;11;25;13;26;10;12;2;6;18;15
4;5;14;16;17;19;8;9;22;1;24;7;20;21;11;3;23;25;13;26;10;12;2;6;18;15;3;5974099
3;5974099;4;5;14;16;17;19;8;9;22;1;24;7;20;21;11;3;23;25;13;26;10;12;2;6;18;15
4;5;14;16;17;19;8;9;22;11;24;7;20;21;1;3;23;25;13;26;10;12;2;6;18;15;3;6013243
3;6013243;4;5;14;16;17;19;8;9;22;11;24;7;20;21;1;3;23;25;13;26;10;12;2;6;18;15
4;5;14;16;17;19;8;9;22;11;26;7;20;21;1;3;23;25;13;24;10;12;2;6;18;15;3;6003106
3;6003106;4;5;14;16;17;19;8;9;22;11;26;7;20;21;1;3;23;25;13;24;10;12;2;6;18;15
4;5;14;16;17;19;8;9;18;11;26;7;20;21;1;3;23;25;13;24;10;12;2;6;22;15;3;5979012
3;5979012;4;5;14;16;17;19;8;9;18;11;26;7;20;21;1;3;23;25;13;24;10;12;2;6;22;15
4;5;14;16;17;19;8;9;18;11;26;7;20;21;13;3;23;25;1;24;10;12;2;6;22;15;3;5931787
3;5931787;4;5;14;16;17;19;8;9;18;11;26;7;20;21;13;3;23;25;1;24;10;12;2;6;22;15
4;5;14;16;17;19;8;9;18;11;26;7;20;25;13;3;23;21;1;24;10;12;2;6;22;15;3;5905610
3;5905610;4;5;14;16;17;19;8;9;18;11;26;7;20;25;13;3;23;21;1;24;10;12;2;6;22;15
4;5;14;15;17;19;8;9;18;11;26;7;20;25;13;3;23;21;1;24;10;12;2;6;22;16;3;5897726
3;5897726;4;5;14;15;17;19;8;9;18;11;26;7;20;25;13;3;23;21;1;24;10;12;2;6;22;16
4;5;14;15;17;19;8;9;18;11;6;7;20;25;13;3;23;21;1;24;10;12;2;26;22;16;3;5901404
3;5901404;4;5;14;15;17;19;8;9;18;11;6;7;20;25;13;3;23;21;1;24;10;12;2;26;22;16
4;5;9;15;17;19;8;14;18;11;6;7;20;25;13;3;23;21;1;24;10;12;2;26;22;16;3;5924298
3;5924298;4;5;9;15;17;19;8;14;18;11;6;7;20;25;13;3;23;21;1;24;10;12;2;26;22;16
4;5;11;15;17;19;8;14;18;9;6;7;20;25;13;3;23;21;1;24;10;12;2;26;22;16;3;5863514
3;5863514;4;5;11;15;17;19;8;14;18;9;6;7;20;25;13;3;23;21;1;24;10;12;2;26;22;16
4;5;11;15;17;19;8;14;18;9;6;7;20;16;13;3;23;21;1;24;10;12;2;26;22;25;3;5851249
3;5851249;4;5;11;15;17;19;8;14;18;9;6;7;20;16;13;3;23;21;1;24;10;12;2;26;22;25
4;5;11;15;16;19;8;14;18;9;6;7;20;17;13;3;23;21;1;24;10;12;2;26;22;25;3;5852114
3;5852114;4;5;11;15;16;19;8;14;18;9;6;7;20;17;13;3;23;21;1;24;10;12;2;26;22;25
1;5;11;15;16;19;8;14;18;9;6;7;20;17;13;3;23;21;4;24;10;12;2;26;22;25;3;5846244
3;5846244;1;5;11;15;16;19;8;14;18;9;6;7;20;17;13;3;23;21;4;24;10;12;2;26;22;25
1;5;11;18;16;19;8;14;15;9;6;7;20;17;13;3;23;21;4;24;10;12;2;26;22;25;3;5935942
3;5935942;1;5;11;18;16;19;8;14;15;9;6;7;20;17;13;3;23;21;4;24;10;12;2;26;22;25
1;5;11;18;16;19;8;14;15;9;6;7;20;3;13;17;23;21;4;24;10;12;2;26;22;25;3;5858301
3;5858301;1;5;11;18;16;19;8;14;15;9;6;7;20;3;13;17;23;21;4;24;10;12;2;26;22;25
1;5;11;18;16;19;8;14;21;9;6;7;20;3;13;17;23;15;4;24;10;12;2;26;22;25;3;5843516
3;5843516;1;5;11;18;16;19;8;14;21;9;6;7;20;3;13;17;23;15;4;24;10;12;2;26;22;25
1;5;11;18;16;19;24;14;21;9;6;7;20;3;13;17;23;15;4;8;10;12;2;26;22;25;3;5963584
3;5963584;1;5;11;18;16;19;24;14;21;9;6;7;20;3;13;17;23;15;4;8;10;12;2;26;22;25
1;5;11;18;16;19;8;14;21;9;6;7;20;3;13;17;23;15;4;24;10;12;2;26;22;25;3;5843516
3;5843516;1;5;11;18;16;19;8;14;21;9;6;7;20;3;13;17;23;15;4;24;10;12;2;26;22;25
7;5;11;18;16;19;8;14;21;9;6;1;20;3;13;17;23;15;4;24;10;12;2;26;22;25;3;5812039
4;5812039;7;5;11;18;16;19;8;14;21;9;6;1;20;3;13;17;23;15;4;24;10;12;2;26;22;25
7;5;11;18;16;19;8;14;21;9;6;24;20;3;13;17;23;15;4;1;10;12;2;26;22;25;4;5881215
4;5881215;7;5;11;18;16;19;8;14;21;9;6;24;20;3;13;17;23;15;4;1;10;12;2;26;22;25
3;5;11;18;16;19;8;14;21;9;6;24;20;7;13;17;23;15;4;1;10;12;2;26;22;25;4;5872944
4;5872944;3;5;11;18;16;19;8;14;21;9;6;24;20;7;13;17;23;15;4;1;10;12;2;26;22;25
3;5;11;18;16;15;8;14;21;9;6;24;20;7;13;17;23;19;4;1;10;12;2;26;22;25;4;5880414
4;5880414;3;5;11;18;16;15;8;14;21;9;6;24;20;7;13;17;23;19;4;1;10;12;2;26;22;25
3;5;11;18;16;15;8;14;21;9;2;24;20;7;13;17;23;19;4;1;10;12;6;26;22;25;4;5875431
4;5875431;3;5;11;18;16;15;8;14;21;9;2;24;20;7;13;17;23;19;4;1;10;12;6;26;22;25
3;5;11;18;16;15;1;14;21;9;2;24;20;7;13;17;23;19;4;8;10;12;6;26;22;25;4;5945797
4;5945797;3;5;11;18;16;15;1;14;21;9;2;24;20;7;13;17;23;19;4;8;10;12;6;26;22;25
3;5;11;18;16;15;1;14;21;9;2;24;7;20;13;17;23;19;4;8;10;12;6;26;22;25;4;5950888
4;5950888;3;5;11;18;16;15;1;14;21;9;2;24;7;20;13;17;23;19;4;8;10;12;6;26;22;25
3;5;11;18;16;15;1;14;21;9;2;24;7;20;13;17;23;19;4;8;10;12;6;26;25;22;4;5950888
4;5950888;3;5;11;18;16;15;1;14;21;9;2;24;7;20;13;17;23;19;4;8;10;12;6;26;25;22
3;5;11;18;16;15;1;14;21;9;2;24;7;20;13;17;23;19;4;8;25;12;6;26;10;22;4;5954395
4;5954395;3;5;11;18;16;15;1;14;21;9;2;24;7;20;13;17;23;19;4;8;25;12;6;26;10;22
17;5;11;18;16;15;1;14;21;9;2;24;7;20;13;3;23;19;4;8;25;12;6;26;10;22;4;5890466
4;5890466;17;5;11;18;16;15;1;14;21;9;2;24;7;20;13;3;23;19;4;8;25;12;6;26;10;22
17;5;11;18;16;15;1;14;10;9;2;24;7;20;13;3;23;19;4;8;25;12;6;26;21;22;4;5909538
4;5909538;17;5;11;18;16;15;1;14;10;9;2;24;7;20;13;3;23;19;4;8;25;12;6;26;21;22
17;5;11;18;16;15;1;14;10;9;2;24;7;20;13;3;23;22;4;8;25;12;6;26;21;19;4;5953648
4;5953648;17;5;11;18;16;15;1;14;10;9;2;24;7;20;13;3;23;22;4;8;25;12;6;26;21;19
17;5;11;18;26;15;1;14;10;9;2;24;7;20;13;3;23;22;4;8;25;12;6;16;21;19;4;5957703
4;5957703;17;5;11;18;26;15;1;14;10;9;2;24;7;20;13;3;23;22;4;8;25;12;6;16;21;19
6;5;11;18;26;15;1;14;10;9;2;24;7;20;13;3;23;22;4;8;25;12;17;16;21;19;4;5947412
4;5947412;6;5;11;18;26;15;1;14;10;9;2;24;7;20;13;3;23;22;4;8;25;12;17;16;21;19
6;5;11;18;26;15;1;14;19;9;2;24;7;20;13;3;23;22;4;8;25;12;17;16;21;10;4;5917082
4;5917082;6;5;11;18;26;15;1;14;19;9;2;24;7;20;13;3;23;22;4;8;25;12;17;16;21;10
6;5;11;18;26;15;13;14;19;9;2;24;7;20;1;3;23;22;4;8;25;12;17;16;21;10;4;5923020
4;5923020;6;5;11;18;26;15;13;14;19;9;2;24;7;20;1;3;23;22;4;8;25;12;17;16;21;10
6;5;11;18;26;15;13;14;19;9;2;24;7;20;3;1;23;22;4;8;25;12;17;16;21;10;4;5948182
4;5948182;6;5;11;18;26;15;13;14;19;9;2;24;7;20;3;1;23;22;4;8;25;12;17;16;21;10
6;5;11;24;26;15;13;14;19;9;2;18;7;20;3;1;23;22;4;8;25;12;17;16;21;10;4;5934180
4;5934180;6;5;11;24;26;15;13;14;19;9;2;18;7;20;3;1;23;22;4;8;25;12;17;16;21;10
6;23;11;24;26;15;13;14;19;9;2;18;7;20;3;1;5;22;4;8;25;12;17;16;21;10;4;5813105
4;5813105;6;23;11;24;26;15;13;14;19;9;2;18;7;20;3;1;5;22;4;8;25;12;17;16;21;10
6;23;11;24;26;15;13;14;19;9;2;18;7;20;3;21;5;22;4;8;25;12;17;16;1;10;4;5816159
4;5816159;6;23;11;24;26;15;13;14;19;9;2;18;7;20;3;21;5;22;4;8;25;12;17;16;1;10
6;23;11;24;26;15;13;14;19;9;2;18;7;20;3;21;8;22;4;5;25;12;17;16;1;10;4;5853795
5;5853795;6;23;11;24;26;15;13;14;19;9;2;18;7;20;3;21;8;22;4;5;25;12;17;16;1;10
10;23;11;24;26;15;13;14;19;9;2;18;7;20;3;21;8;22;4;5;25;12;17;16;1;6;5;5859808
5;5859808;10;23;11;24;26;15;13;14;19;9;2;18;7;20;3;21;8;22;4;5;25;12;17;16;1;6
10;7;11;24;26;15;13;14;19;9;2;18;23;20;3;21;8;22;4;5;25;12;17;16;1;6;5;5867522
5;5867522;10;7;11;24;26;15;13;14;19;9;2;18;23;20;3;21;8;22;4;5;25;12;17;16;1;6
10;7;11;24;26;15;13;14;19;9;2;18;23;20;3;21;4;22;8;5;25;12;17;16;1;6;5;5865102
5;5865102;10;7;11;24;26;15;13;14;19;9;2;18;23;20;3;21;4;22;8;5;25;12;17;16;1;6
10;7;11;24;26;15;13;14;19;9;2;18;23;20;3;21;6;22;8;5;25;12;17;16;1;4;5;5889455
5;5889455;10;7;11;24;26;15;13;14;19;9;2;18;23;20;3;21;6;22;8;5;25;12;17;16;1;4
10;7;11;12;26;15;13;14;19;9;2;18;23;20;3;21;6;22;8;5;25;24;17;16;1;4;5;5884982
5;5884982;10;7;11;12;26;15;13;14;19;9;2;18;23;20;3;21;6;22;8;5;25;24;17;16;1;4
10;7;11;12;26;15;13;14;19;9;25;18;23;20;3;21;6;22;8;5;2;24;17;16;1;4;5;5894698
5;5894698;10;7;11;12;26;15;13;14;19;9;25;18;23;20;3;21;6;22;8;5;2;24;17;16;1;4
10;7;11;12;26;15;13;14;19;9;25;18;23;2;3;21;6;22;8;5;20;24;17;16;1;4;5;5921188
5;5921188;10;7;11;12;26;15;13;14;19;9;25;18;23;2;3;21;6;22;8;5;20;24;17;16;1;4
19;7;11;12;26;15;13;14;10;9;25;18;23;2;3;21;6;22;8;5;20;24;17;16;1;4;5;6005151
5;6005151;19;7;11;12;26;15;13;14;10;9;25;18;23;2;3;21;6;22;8;5;20;24;17;16;1;4
19;7;11;12;26;15;13;18;10;9;25;14;23;2;3;21;6;22;8;5;20;24;17;16;1;4;5;5954770
5;5954770;19;7;11;12;26;15;13;18;10;9;25;14;23;2;3;21;6;22;8;5;20;24;17;16;1;4
19;7;11;12;26;15;13;18;10;9;25;14;23;2;3;21;6;22;8;5;20;24;16;17;1;4;5;5954770
5;5954770;19;7;11;12;26;15;13;18;10;9;25;14;23;2;3;21;6;22;8;5;20;24;16;17;1;4
19;7;11;12;26;15;13;18;10;9;25;14;23;1;3;21;6;22;8;5;20;24;16;17;2;4;5;5899578
5;5899578;19;7;11;12;26;15;13;18;10;9;25;14;23;1;3;21;6;22;8;5;20;24;16;17;2;4
19;7;11;12;26;15;13;18;10;9;25;14;23;1;3;21;6;22;17;5;20;24;16;8;2;4;5;6019813
5;5899578;19;7;11;12;26;15;13;18;10;9;25;14;23;1;3;21;6;22;8;5;20;24;16;17;2;4
19;7;11;12;26;21;13;18;10;9;25;14;23;1;3;15;6;22;8;5;20;24;16;17;2;4;5;5903024
5;5903024;19;7;11;12;26;21;13;18;10;9;25;14;23;1;3;15;6;22;8;5;20;24;16;17;2;4
19;7;11;12;26;21;13;18;10;25;9;14;23;1;3;15;6;22;8;5;20;24;16;17;2;4;5;5996477
5;5996477;19;7;11;12;26;21;13;18;10;25;9;14;23;1;3;15;6;22;8;5;20;24;16;17;2;4
19;7;13;12;26;21;11;18;10;25;9;14;23;1;3;15;6;22;8;5;20;24;16;17;2;4;5;6001269
5;6001269;19;7;13;12;26;21;11;18;10;25;9;14;23;1;3;15;6;22;8;5;20;24;16;17;2;4
19;7;13;12;26;21;15;18;10;25;9;14;23;1;3;11;6;22;8;5;20;24;16;17;2;4;5;6005907
5;6005907;19;7;13;12;26;21;15;18;10;25;9;14;23;1;3;11;6;22;8;5;20;24;16;17;2;4
19;7;13;12;26;21;25;18;10;15;9;14;23;1;3;11;6;22;8;5;20;24;16;17;2;4;5;5998901
5;5998901;19;7;13;12;26;21;25;18;10;15;9;14;23;1;3;11;6;22;8;5;20;24;16;17;2;4
19;7;13;11;26;21;25;18;10;15;9;14;23;1;3;12;6;22;8;5;20;24;16;17;2;4;5;5969778
5;5969778;19;7;13;11;26;21;25;18;10;15;9;14;23;1;3;12;6;22;8;5;20;24;16;17;2;4
19;7;13;11;26;21;25;18;10;15;9;23;14;1;3;12;6;22;8;5;20;24;16;17;2;4;5;5969900
5;5969900;19;7;13;11;26;21;25;18;10;15;9;23;14;1;3;12;6;22;8;5;20;24;16;17;2;4
19;7;13;11;6;21;25;18;10;15;9;23;14;1;3;12;26;22;8;5;20;24;16;17;2;4;5;5968094
6;5968094;19;7;13;11;6;21;25;18;10;15;9;23;14;1;3;12;26;22;8;5;20;24;16;17;2;4
19;7;13;11;6;21;25;18;10;15;9;23;1;14;3;12;26;22;8;5;20;24;16;17;2;4;6;5967474
6;5967474;19;7;13;11;6;21;25;18;10;15;9;23;1;14;3;12;26;22;8;5;20;24;16;17;2;4
19;7;13;11;6;21;25;18;10;15;9;23;8;14;3;12;26;22;1;5;20;24;16;17;2;4;6;5994653
6;5994653;19;7;13;11;6;21;25;18;10;15;9;23;8;14;3;12;26;22;1;5;20;24;16;17;2;4
19;7;13;11;12;21;25;18;10;15;9;23;8;14;3;6;26;22;1;5;20;24;16;17;2;4;6;6019811
6;6019811;19;7;13;11;12;21;25;18;10;15;9;23;8;14;3;6;26;22;1;5;20;24;16;17;2;4
19;7;13;6;12;21;25;18;10;15;9;23;8;14;3;11;26;22;1;5;20;24;16;17;2;4;6;6011218
6;6011218;19;7;13;6;12;21;25;18;10;15;9;23;8;14;3;11;26;22;1;5;20;24;16;17;2;4
19;7;13;6;12;21;25;18;10;15;9;23;8;14;3;11;16;22;1;5;20;24;26;17;2;4;6;6018866
6;6018866;19;7;13;6;12;21;25;18;10;15;9;23;8;14;3;11;16;22;1;5;20;24;26;17;2;4
19;12;13;6;7;21;25;18;10;15;9;23;8;14;3;11;16;22;1;5;20;24;26;17;2;4;6;6022962
6;6022962;19;12;13;6;7;21;25;18;10;15;9;23;8;14;3;11;16;22;1;5;20;24;26;17;2;4
19;12;13;6;7;21;20;18;10;15;9;23;8;14;3;11;16;22;1;5;25;24;26;17;2;4;6;5892316
6;5892316;19;12;13;6;7;21;20;18;10;15;9;23;8;14;3;11;16;22;1;5;25;24;26;17;2;4
19;12;13;6;7;21;20;18;10;15;9;23;25;14;3;11;16;22;1;5;8;24;26;17;2;4;6;5971957
6;5971957;19;12;13;6;7;21;20;18;10;15;9;23;25;14;3;11;16;22;1;5;8;24;26;17;2;4
19;12;13;6;7;21;20;18;10;15;22;23;25;14;3;11;16;9;1;5;8;24;26;17;2;4;6;5881440
6;5881440;19;12;13;6;7;21;20;18;10;15;22;23;25;14;3;11;16;9;1;5;8;24;26;17;2;4
19;12;13;6;7;24;20;18;10;15;22;23;25;14;3;11;16;9;1;5;8;21;26;17;2;4;6;5899053
6;5899053;19;12;13;6;7;24;20;18;10;15;22;23;25;14;3;11;16;9;1;5;8;21;26;17;2;4
19;12;11;6;7;24;20;18;10;15;22;23;25;14;3;13;16;9;1;5;8;21;26;17;2;4;6;5890404
6;5890404;19;12;11;6;7;24;20;18;10;15;22;23;25;14;3;13;16;9;1;5;8;21;26;17;2;4
19;12;11;6;7;24;20;10;18;15;22;23;25;14;3;13;16;9;1;5;8;21;26;17;2;4;6;5886804
6;5886804;19;12;11;6;7;24;20;10;18;15;22;23;25;14;3;13;16;9;1;5;8;21;26;17;2;4
19;12;6;11;7;24;20;10;18;15;22;23;25;14;3;13;16;9;1;5;8;21;26;17;2;4;6;5892291
6;5892291;19;12;6;11;7;24;20;10;18;15;22;23;25;14;3;13;16;9;1;5;8;21;26;17;2;4
19;12;6;11;7;24;20;23;18;15;22;10;25;14;3;13;16;9;1;5;8;21;26;17;2;4;6;5895717
6;5895717;19;12;6;11;7;24;20;23;18;15;22;10;25;14;3;13;16;9;1;5;8;21;26;17;2;4
19;12;6;11;7;24;20;23;18;15;22;10;25;5;3;13;16;9;1;14;8;21;26;17;2;4;6;5857094
6;5857094;19;12;6;11;7;24;20;23;18;15;22;10;25;5;3;13;16;9;1;14;8;21;26;17;2;4
19;12;6;11;7;24;20;23;25;15;22;10;18;5;3;13;16;9;1;14;8;21;26;17;2;4;6;5827648
6;5827648;19;12;6;11;7;24;20;23;25;15;22;10;18;5;3;13;16;9;1;14;8;21;26;17;2;4
19;12;6;11;7;24;20;23;25;17;22;10;18;5;3;13;16;9;1;14;8;21;26;15;2;4;6;5886157
6;5886157;19;12;6;11;7;24;20;23;25;17;22;10;18;5;3;13;16;9;1;14;8;21;26;15;2;4
19;12;6;11;7;24;20;23;25;17;22;10;18;5;3;1;16;9;13;14;8;21;26;15;2;4;6;5906693
6;5906693;19;12;6;11;7;24;20;23;25;17;22;10;18;5;3;1;16;9;13;14;8;21;26;15;2;4
