"X1";"X39520";"X4";"X3";"X9";"X6";"X8";"X2";"X1.1";"X10";"X7";"X5";"X11";"X12"
1;35584;4;8;6;1;2;5;7;11;3;12;9;10
4;8;6;1;2;3;7;11;5;12;9;10;1;42502
1;42502;4;8;6;1;2;3;7;11;5;12;9;10
4;12;6;1;2;3;7;11;5;8;9;10;1;44022
2;44022;4;12;6;1;2;3;7;11;5;8;9;10
4;12;6;2;1;3;7;11;5;8;9;10;2;43662
2;43662;4;12;6;2;1;3;7;11;5;8;9;10
12;4;6;2;1;3;7;11;5;8;9;10;2;42690
2;42690;12;4;6;2;1;3;7;11;5;8;9;10
12;4;6;2;1;3;7;11;8;5;9;10;2;39322
2;39322;12;4;6;2;1;3;7;11;8;5;9;10
10;4;6;2;1;3;7;11;8;5;9;12;2;31162
2;31162;10;4;6;2;1;3;7;11;8;5;9;12
10;4;6;2;1;3;7;11;12;5;9;8;2;27040
2;27040;10;4;6;2;1;3;7;11;12;5;9;8
10;4;6;2;1;3;11;7;12;5;9;8;2;25120
2;25120;10;4;6;2;1;3;11;7;12;5;9;8
10;4;6;2;1;3;11;5;12;7;9;8;2;28092
2;25120;10;4;6;2;1;3;11;7;12;5;9;8
10;4;6;2;1;12;11;7;3;5;9;8;2;38472
2;38472;10;4;6;2;1;12;11;7;3;5;9;8
10;4;1;2;6;12;11;7;3;5;9;8;2;40522
2;40522;10;4;1;2;6;12;11;7;3;5;9;8
6;4;1;2;10;12;11;7;3;5;9;8;2;35786
2;35786;6;4;1;2;10;12;11;7;3;5;9;8
6;4;1;2;10;12;11;5;3;7;9;8;2;41382
2;41382;6;4;1;2;10;12;11;5;3;7;9;8
6;4;1;2;10;12;11;5;9;7;3;8;2;41322
2;41322;6;4;1;2;10;12;11;5;9;7;3;8
6;4;1;2;10;12;5;11;9;7;3;8;2;51374
2;51374;6;4;1;2;10;12;5;11;9;7;3;8
10;4;1;2;6;12;5;11;9;7;3;8;2;56110
2;56110;10;4;1;2;6;12;5;11;9;7;3;8
10;4;1;2;6;12;5;8;9;7;3;11;2;58912
2;58912;10;4;1;2;6;12;5;8;9;7;3;11
10;4;1;5;6;12;2;8;9;7;3;11;2;56428
2;56428;10;4;1;5;6;12;2;8;9;7;3;11
10;4;9;5;6;12;2;8;1;7;3;11;2;56890
2;56890;10;4;9;5;6;12;2;8;1;7;3;11
8;4;9;5;6;12;2;10;1;7;3;11;2;42550
2;42550;8;4;9;5;6;12;2;10;1;7;3;11
4;8;9;5;6;12;2;10;1;7;3;11;2;40776
2;40776;4;8;9;5;6;12;2;10;1;7;3;11
4;8;1;5;6;12;2;10;9;7;3;11;2;39850
3;39850;4;8;1;5;6;12;2;10;9;7;3;11
12;8;1;5;6;4;2;10;9;7;3;11;3;42508
3;42508;12;8;1;5;6;4;2;10;9;7;3;11
12;8;1;5;6;4;2;10;9;11;3;7;3;53836
3;53836;12;8;1;5;6;4;2;10;9;11;3;7
12;8;1;5;6;4;3;10;9;11;2;7;3;52800
3;52800;12;8;1;5;6;4;3;10;9;11;2;7
12;6;1;5;8;4;3;10;9;11;2;7;3;43548
3;43548;12;6;1;5;8;4;3;10;9;11;2;7
2;6;1;5;8;4;3;10;9;11;12;7;3;47044
3;47044;2;6;1;5;8;4;3;10;9;11;12;7
2;6;1;5;8;12;3;10;9;11;4;7;3;51140
3;51140;2;6;1;5;8;12;3;10;9;11;4;7
8;6;1;5;2;12;3;10;9;11;4;7;3;47754
3;47754;8;6;1;5;2;12;3;10;9;11;4;7
8;6;1;5;4;12;3;10;9;11;2;7;3;44370
3;44370;8;6;1;5;4;12;3;10;9;11;2;7
8;6;1;5;4;10;3;12;9;11;2;7;3;40464
3;40464;8;6;1;5;4;10;3;12;9;11;2;7
8;6;1;5;11;10;3;12;9;4;2;7;3;50438
3;40464;8;6;1;5;4;10;3;12;9;11;2;7
8;6;1;5;4;2;3;12;9;11;10;7;3;42792
3;42792;8;6;1;5;4;2;3;12;9;11;10;7
8;6;1;5;4;2;12;3;9;11;10;7;3;50524
3;50524;8;6;1;5;4;2;12;3;9;11;10;7
8;6;1;5;4;2;12;3;9;11;7;10;3;49878
3;49878;8;6;1;5;4;2;12;3;9;11;7;10
8;2;1;5;4;6;12;3;9;11;7;10;3;54024
3;54024;8;2;1;5;4;6;12;3;9;11;7;10
1;2;8;5;4;6;12;3;9;11;7;10;3;46244
3;46244;1;2;8;5;4;6;12;3;9;11;7;10
1;2;8;5;4;12;6;3;9;11;7;10;3;41062
3;41062;1;2;8;5;4;12;6;3;9;11;7;10
1;12;8;5;4;2;6;3;9;11;7;10;3;51686
3;51686;1;12;8;5;4;2;6;3;9;11;7;10
1;12;8;9;4;2;6;3;5;11;7;10;3;50976
3;50976;1;12;8;9;4;2;6;3;5;11;7;10
1;12;8;9;4;3;6;2;5;11;7;10;3;60752
3;60752;1;12;8;9;4;3;6;2;5;11;7;10
1;12;8;9;4;3;6;2;10;11;7;5;3;56392
4;56392;1;12;8;9;4;3;6;2;10;11;7;5
8;12;1;9;4;3;6;2;10;11;7;5;4;52826
4;52826;8;12;1;9;4;3;6;2;10;11;7;5
8;12;1;9;10;3;6;2;4;11;7;5;4;52368
4;52368;8;12;1;9;10;3;6;2;4;11;7;5
8;12;1;9;4;3;6;2;10;11;7;5;4;52826
4;52826;8;12;1;9;4;3;6;2;10;11;7;5
12;8;1;9;4;3;6;2;10;11;7;5;4;57938
4;57938;12;8;1;9;4;3;6;2;10;11;7;5
12;10;1;9;4;3;6;2;8;11;7;5;4;62324
4;62324;12;10;1;9;4;3;6;2;8;11;7;5
12;11;1;9;4;3;6;2;8;10;7;5;4;42946
4;42946;12;11;1;9;4;3;6;2;8;10;7;5
12;11;1;9;4;3;6;2;8;5;7;10;4;51778
4;51778;12;11;1;9;4;3;6;2;8;5;7;10
12;11;1;5;4;3;6;2;8;9;7;10;4;46748
4;46748;12;11;1;5;4;3;6;2;8;9;7;10
4;11;1;5;12;3;6;2;8;9;7;10;4;55150
4;46748;12;11;1;5;4;3;6;2;8;9;7;10
10;11;1;5;4;3;6;2;8;9;7;12;4;46312
4;46312;10;11;1;5;4;3;6;2;8;9;7;12
10;11;1;4;5;3;6;2;8;9;7;12;4;45032
4;45032;10;11;1;4;5;3;6;2;8;9;7;12
10;11;5;4;1;3;6;2;8;9;7;12;4;46410
4;46410;10;11;5;4;1;3;6;2;8;9;7;12
10;11;5;4;7;3;6;2;8;9;1;12;4;43052
4;43052;10;11;5;4;7;3;6;2;8;9;1;12
10;11;5;4;7;3;6;8;2;9;1;12;4;42958
4;42958;10;11;5;4;7;3;6;8;2;9;1;12
10;11;6;4;7;3;5;8;2;9;1;12;4;44550
4;44550;10;11;6;4;7;3;5;8;2;9;1;12
10;12;6;4;7;3;5;8;2;9;1;11;4;49458
4;49458;10;12;6;4;7;3;5;8;2;9;1;11
10;12;6;4;7;1;5;8;2;9;3;11;4;57162
4;49458;10;12;6;4;7;3;5;8;2;9;1;11
10;12;6;1;7;3;5;8;2;9;4;11;4;47974
4;47974;10;12;6;1;7;3;5;8;2;9;4;11
10;12;6;1;7;3;9;8;2;5;4;11;4;41226
4;41226;10;12;6;1;7;3;9;8;2;5;4;11
10;12;6;1;7;3;9;8;2;5;11;4;4;50290
5;50290;10;12;6;1;7;3;9;8;2;5;11;4
8;12;6;1;7;3;9;10;2;5;11;4;5;53676
5;53676;8;12;6;1;7;3;9;10;2;5;11;4
8;12;6;1;10;3;9;7;2;5;11;4;5;46802
5;46802;8;12;6;1;10;3;9;7;2;5;11;4
8;12;6;1;10;4;9;7;2;5;11;3;5;44456
5;44456;8;12;6;1;10;4;9;7;2;5;11;3
8;12;9;1;10;4;6;7;2;5;11;3;5;42284
5;42284;8;12;9;1;10;4;6;7;2;5;11;3
8;12;9;6;10;4;1;7;2;5;11;3;5;45382
5;45382;8;12;9;6;10;4;1;7;2;5;11;3
8;12;9;6;10;4;1;3;2;5;11;7;5;47060
5;47060;8;12;9;6;10;4;1;3;2;5;11;7
8;4;9;6;10;12;1;3;2;5;11;7;5;39862
5;39862;8;4;9;6;10;12;1;3;2;5;11;7
8;4;9;6;11;12;1;3;2;5;10;7;5;38090
5;38090;8;4;9;6;11;12;1;3;2;5;10;7
8;4;9;6;11;12;7;3;2;5;10;1;5;39798
5;39798;8;4;9;6;11;12;7;3;2;5;10;1
8;12;9;6;11;4;7;3;2;5;10;1;5;46996
5;39798;8;4;9;6;11;12;7;3;2;5;10;1
8;5;9;6;11;12;7;3;2;4;10;1;5;35904
5;35904;8;5;9;6;11;12;7;3;2;4;10;1
8;5;7;6;11;12;9;3;2;4;10;1;5;36332
5;36332;8;5;7;6;11;12;9;3;2;4;10;1
8;5;7;6;11;1;9;3;2;4;10;12;5;37706
5;37706;8;5;7;6;11;1;9;3;2;4;10;12
8;5;9;6;11;1;7;3;2;4;10;12;5;37278
5;37278;8;5;9;6;11;1;7;3;2;4;10;12
8;5;9;6;12;1;7;3;2;4;10;11;5;41610
5;41610;8;5;9;6;12;1;7;3;2;4;10;11
8;5;9;6;4;1;7;3;2;12;10;11;5;42534
5;42534;8;5;9;6;4;1;7;3;2;12;10;11
8;5;9;6;4;1;2;3;7;12;10;11;5;40566
5;40566;8;5;9;6;4;1;2;3;7;12;10;11
8;3;9;6;4;1;2;5;7;12;10;11;5;49066
5;49066;8;3;9;6;4;1;2;5;7;12;10;11
8;6;9;3;4;1;2;5;7;12;10;11;5;50760
5;50760;8;6;9;3;4;1;2;5;7;12;10;11
8;6;9;3;5;1;2;4;7;12;10;11;5;50294
6;50294;8;6;9;3;5;1;2;4;7;12;10;11
8;6;1;3;5;9;2;4;7;12;10;11;6;43862
6;43862;8;6;1;3;5;9;2;4;7;12;10;11
8;6;1;2;5;9;3;4;7;12;10;11;6;45350
6;45350;8;6;1;2;5;9;3;4;7;12;10;11
8;6;1;5;2;9;3;4;7;12;10;11;6;47310
6;47310;8;6;1;5;2;9;3;4;7;12;10;11
8;6;1;5;3;9;2;4;7;12;10;11;6;45342
6;45342;8;6;1;5;3;9;2;4;7;12;10;11
8;6;1;5;3;9;2;4;10;12;7;11;6;45400
6;45400;8;6;1;5;3;9;2;4;10;12;7;11
3;6;1;5;8;9;2;4;10;12;7;11;6;52486
6;52486;3;6;1;5;8;9;2;4;10;12;7;11
3;6;1;5;8;9;2;10;4;12;7;11;6;54366
6;54366;3;6;1;5;8;9;2;10;4;12;7;11
3;6;1;8;5;9;2;10;4;12;7;11;6;52126
6;52126;3;6;1;8;5;9;2;10;4;12;7;11
11;6;1;8;5;9;2;10;4;12;7;3;6;35060
6;35060;11;6;1;8;5;9;2;10;4;12;7;3
11;6;1;8;7;9;2;10;4;12;5;3;6;42172
6;42172;11;6;1;8;7;9;2;10;4;12;5;3
11;1;6;8;7;9;2;10;4;12;5;3;6;59076
6;59076;11;1;6;8;7;9;2;10;4;12;5;3
11;1;2;8;7;9;6;10;4;12;5;3;6;60336
6;60336;11;1;2;8;7;9;6;10;4;12;5;3
11;1;2;8;7;9;6;4;10;12;5;3;6;55444
6;55444;11;1;2;8;7;9;6;4;10;12;5;3
11;1;6;8;7;9;2;4;10;12;5;3;6;53128
6;53128;11;1;6;8;7;9;2;4;10;12;5;3
2;1;6;8;7;9;11;4;10;12;5;3;6;50134
6;50134;2;1;6;8;7;9;11;4;10;12;5;3
12;1;6;8;7;9;11;4;10;2;5;3;6;52108
6;52108;12;1;6;8;7;9;11;4;10;2;5;3
12;1;6;2;7;9;11;4;10;8;5;3;6;50526
6;50526;12;1;6;2;7;9;11;4;10;8;5;3
12;1;4;2;7;9;11;6;10;8;5;3;6;57962
6;57962;12;1;4;2;7;9;11;6;10;8;5;3
12;1;4;11;7;9;2;6;10;8;5;3;6;55418
6;55418;12;1;4;11;7;9;2;6;10;8;5;3
12;1;4;11;7;9;2;5;10;8;6;3;6;55222
7;55222;12;1;4;11;7;9;2;5;10;8;6;3
12;1;5;11;7;9;2;4;10;8;6;3;7;60014
7;60014;12;1;5;11;7;9;2;4;10;8;6;3
12;5;1;11;7;9;2;4;10;8;6;3;7;51494
7;51494;12;5;1;11;7;9;2;4;10;8;6;3
12;5;1;11;7;4;2;9;10;8;6;3;7;56918
7;51494;12;5;1;11;7;9;2;4;10;8;6;3
12;5;1;11;7;9;2;4;10;8;3;6;7;51086
7;51086;12;5;1;11;7;9;2;4;10;8;3;6
12;5;1;11;7;9;2;4;8;10;3;6;7;52798
7;52798;12;5;1;11;7;9;2;4;8;10;3;6
12;5;1;11;7;2;9;4;8;10;3;6;7;57566
7;57566;12;5;1;11;7;2;9;4;8;10;3;6
12;5;1;11;7;2;9;4;10;8;3;6;7;55746
7;55746;12;5;1;11;7;2;9;4;10;8;3;6
12;5;7;11;1;2;9;4;10;8;3;6;7;57926
7;57926;12;5;7;11;1;2;9;4;10;8;3;6
10;5;7;11;1;2;9;4;12;8;3;6;7;42390
7;42390;10;5;7;11;1;2;9;4;12;8;3;6
4;5;7;11;1;2;9;10;12;8;3;6;7;51136
7;42390;10;5;7;11;1;2;9;4;12;8;3;6
11;5;7;10;1;2;9;4;12;8;3;6;7;43804
7;43804;11;5;7;10;1;2;9;4;12;8;3;6
11;5;7;10;8;2;9;4;12;1;3;6;7;39708
7;39708;11;5;7;10;8;2;9;4;12;1;3;6
10;5;7;11;8;2;9;4;12;1;3;6;7;40530
7;40530;10;5;7;11;8;2;9;4;12;1;3;6
10;1;7;11;8;2;9;4;12;5;3;6;7;43478
7;43478;10;1;7;11;8;2;9;4;12;5;3;6
10;1;7;2;8;11;9;4;12;5;3;6;7;44006
7;44006;10;1;7;2;8;11;9;4;12;5;3;6
10;1;7;2;8;11;9;5;12;4;3;6;7;38846
7;38846;10;1;7;2;8;11;9;5;12;4;3;6
10;1;8;2;7;11;9;5;12;4;3;6;7;40016
7;40016;10;1;8;2;7;11;9;5;12;4;3;6
10;1;8;2;12;11;9;5;7;4;3;6;7;46252
7;46252;10;1;8;2;12;11;9;5;7;4;3;6
10;1;7;2;12;11;9;5;8;4;3;6;7;45378
7;45378;10;1;7;2;12;11;9;5;8;4;3;6
10;1;9;2;12;11;7;5;8;4;3;6;7;48710
8;48710;10;1;9;2;12;11;7;5;8;4;3;6
10;1;9;2;12;6;7;5;8;4;3;11;8;57510
8;48710;10;1;9;2;12;11;7;5;8;4;3;6
10;1;9;2;12;11;7;6;8;4;3;5;8;37936
8;37936;10;1;9;2;12;11;7;6;8;4;3;5
10;1;3;2;12;11;7;6;8;4;9;5;8;39684
8;39684;10;1;3;2;12;11;7;6;8;4;9;5
10;1;3;5;12;11;7;6;8;4;9;2;8;34104
8;34104;10;1;3;5;12;11;7;6;8;4;9;2
10;1;6;5;12;11;7;3;8;4;9;2;8;37668
8;34104;10;1;3;5;12;11;7;6;8;4;9;2
10;1;4;5;12;11;7;6;8;3;9;2;8;49632
8;34104;10;1;3;5;12;11;7;6;8;4;9;2
10;1;3;5;12;11;7;6;8;4;2;9;8;36224
8;36224;10;1;3;5;12;11;7;6;8;4;2;9
10;1;3;5;8;11;7;6;12;4;2;9;8;27430
8;27430;10;1;3;5;8;11;7;6;12;4;2;9
10;12;3;5;8;11;7;6;1;4;2;9;8;34978
8;34978;10;12;3;5;8;11;7;6;1;4;2;9
10;12;1;5;8;11;7;6;3;4;2;9;8;32912
8;32912;10;12;1;5;8;11;7;6;3;4;2;9
10;12;1;5;8;6;7;11;3;4;2;9;8;45734
8;32912;10;12;1;5;8;11;7;6;3;4;2;9
1;12;10;5;8;11;7;6;3;4;2;9;8;37930
8;37930;1;12;10;5;8;11;7;6;3;4;2;9
1;12;10;5;8;11;7;6;4;3;2;9;8;54442
8;54442;1;12;10;5;8;11;7;6;4;3;2;9
1;12;10;5;8;3;7;6;4;11;2;9;8;41424
8;41424;1;12;10;5;8;3;7;6;4;11;2;9
1;12;10;5;8;9;7;6;4;11;2;3;8;37286
8;37286;1;12;10;5;8;9;7;6;4;11;2;3
1;12;10;5;4;9;7;6;8;11;2;3;8;39106
8;37286;1;12;10;5;8;9;7;6;4;11;2;3
1;10;12;5;8;9;7;6;4;11;2;3;8;30974
8;30974;1;10;12;5;8;9;7;6;4;11;2;3
1;10;12;4;8;9;7;6;5;11;2;3;8;32724
8;32724;1;10;12;4;8;9;7;6;5;11;2;3
1;10;2;4;8;9;7;6;5;11;12;3;8;31136
8;31136;1;10;2;4;8;9;7;6;5;11;12;3
1;10;6;4;8;9;7;2;5;11;12;3;8;50456
9;50456;1;10;6;4;8;9;7;2;5;11;12;3
1;10;6;4;8;9;5;2;7;11;12;3;9;46448
9;46448;1;10;6;4;8;9;5;2;7;11;12;3
1;10;6;3;8;9;5;2;7;11;12;4;9;48772
9;48772;1;10;6;3;8;9;5;2;7;11;12;4
5;10;6;3;8;9;1;2;7;11;12;4;9;46394
9;46394;5;10;6;3;8;9;1;2;7;11;12;4
5;10;6;3;7;9;1;2;8;11;12;4;9;46842
9;46842;5;10;6;3;7;9;1;2;8;11;12;4
5;10;6;3;7;9;4;2;8;11;12;1;9;42094
9;42094;5;10;6;3;7;9;4;2;8;11;12;1
5;10;6;3;7;9;2;4;8;11;12;1;9;40902
9;40902;5;10;6;3;7;9;2;4;8;11;12;1
5;10;6;3;7;9;2;1;8;11;12;4;9;40226
9;40226;5;10;6;3;7;9;2;1;8;11;12;4
5;10;6;3;7;9;2;1;4;11;12;8;9;36580
9;36580;5;10;6;3;7;9;2;1;4;11;12;8
5;10;6;3;2;9;7;1;4;11;12;8;9;45866
9;45866;5;10;6;3;2;9;7;1;4;11;12;8
5;9;6;3;2;10;7;1;4;11;12;8;9;56688
9;45866;5;10;6;3;2;9;7;1;4;11;12;8
7;10;6;3;2;9;5;1;4;11;12;8;9;40990
9;40990;7;10;6;3;2;9;5;1;4;11;12;8
7;9;6;3;2;10;5;1;4;11;12;8;9;45332
9;45332;7;9;6;3;2;10;5;1;4;11;12;8
7;9;6;3;2;5;10;1;4;11;12;8;9;47014
9;47014;7;9;6;3;2;5;10;1;4;11;12;8
7;5;6;3;2;9;10;1;4;11;12;8;9;41502
9;41502;7;5;6;3;2;9;10;1;4;11;12;8
7;5;6;3;10;9;2;1;4;11;12;8;9;40076
9;40076;7;5;6;3;10;9;2;1;4;11;12;8
7;5;6;3;10;9;2;11;4;1;12;8;9;39178
9;39178;7;5;6;3;10;9;2;11;4;1;12;8
7;5;6;3;10;9;2;11;8;1;12;4;9;38310
9;38310;7;5;6;3;10;9;2;11;8;1;12;4
7;8;6;3;10;9;2;11;5;1;12;4;9;46550
9;46550;7;8;6;3;10;9;2;11;5;1;12;4
7;8;6;3;10;4;2;11;5;1;12;9;9;49802
9;49802;7;8;6;3;10;4;2;11;5;1;12;9
7;8;6;3;10;4;2;11;5;1;9;12;9;50986
10;50986;7;8;6;3;10;4;2;11;5;1;9;12
7;8;6;3;10;4;11;2;5;1;9;12;10;47906
10;47906;7;8;6;3;10;4;11;2;5;1;9;12
7;8;6;3;10;9;11;2;5;1;4;12;10;49562
10;49562;7;8;6;3;10;9;11;2;5;1;4;12
7;8;6;3;10;9;11;2;5;12;4;1;10;49562
10;49562;7;8;6;3;10;9;11;2;5;12;4;1
7;8;6;1;10;9;11;2;5;12;4;3;10;44940
10;44940;7;8;6;1;10;9;11;2;5;12;4;3
7;8;6;1;10;9;11;2;5;4;12;3;10;40654
10;40654;7;8;6;1;10;9;11;2;5;4;12;3
7;3;6;1;10;9;11;2;5;4;12;8;10;41960
10;40654;7;8;6;1;10;9;11;2;5;4;12;3
7;8;6;1;10;9;11;3;5;4;12;2;10;40250
10;40250;7;8;6;1;10;9;11;3;5;4;12;2
7;8;6;1;11;9;10;3;5;4;12;2;10;46928
10;46928;7;8;6;1;11;9;10;3;5;4;12;2
7;8;6;1;11;9;10;3;5;12;4;2;10;56052
10;56052;7;8;6;1;11;9;10;3;5;12;4;2
2;8;6;1;11;9;10;3;5;12;4;7;10;57686
10;57686;2;8;6;1;11;9;10;3;5;12;4;7
2;8;6;1;11;9;4;3;5;12;10;7;10;51036
10;51036;2;8;6;1;11;9;4;3;5;12;10;7
2;8;3;1;11;9;4;6;5;12;10;7;10;46236
10;46236;2;8;3;1;11;9;4;6;5;12;10;7
2;10;3;1;11;9;4;6;5;12;8;7;10;44390
10;44390;2;10;3;1;11;9;4;6;5;12;8;7
2;10;3;1;11;9;4;5;6;12;8;7;10;51102
10;51102;2;10;3;1;11;9;4;5;6;12;8;7
2;10;3;1;11;8;4;5;6;12;9;7;10;40998
10;40998;2;10;3;1;11;8;4;5;6;12;9;7
2;10;11;1;3;8;4;5;6;12;9;7;10;42886
10;42886;2;10;11;1;3;8;4;5;6;12;9;7
10;2;11;1;3;8;4;5;6;12;9;7;10;52416
10;52416;10;2;11;1;3;8;4;5;6;12;9;7
10;2;11;1;3;7;4;5;6;12;9;8;10;47232
10;47232;10;2;11;1;3;7;4;5;6;12;9;8
1;2;11;10;3;7;4;5;6;12;9;8;10;44710
10;44710;1;2;11;10;3;7;4;5;6;12;9;8
1;2;11;5;3;7;4;10;6;12;9;8;10;50642
11;50642;1;2;11;5;3;7;4;10;6;12;9;8
1;2;11;5;3;7;8;10;6;12;9;4;11;48256
11;48256;1;2;11;5;3;7;8;10;6;12;9;4
2;1;11;5;3;7;8;10;6;12;9;4;11;48280
11;48280;2;1;11;5;3;7;8;10;6;12;9;4
10;1;11;5;3;7;8;2;6;12;9;4;11;30932
11;30932;10;1;11;5;3;7;8;2;6;12;9;4
4;1;11;5;3;7;8;2;6;12;9;10;11;32688
11;32688;4;1;11;5;3;7;8;2;6;12;9;10
1;4;11;5;3;7;8;2;6;12;9;10;11;40034
11;32688;4;1;11;5;3;7;8;2;6;12;9;10
4;2;11;5;3;7;8;1;6;12;9;10;11;48276
11;32688;4;1;11;5;3;7;8;2;6;12;9;10
5;1;11;4;3;7;8;2;6;12;9;10;11;36422
11;32688;4;1;11;5;3;7;8;2;6;12;9;10
4;1;11;5;3;7;8;2;9;12;6;10;11;32566
11;32566;4;1;11;5;3;7;8;2;9;12;6;10
9;1;11;5;3;7;8;2;4;12;6;10;11;43386
11;32566;4;1;11;5;3;7;8;2;9;12;6;10
4;1;11;2;3;7;8;5;9;12;6;10;11;35210
11;35210;4;1;11;2;3;7;8;5;9;12;6;10
4;1;11;2;10;7;8;5;9;12;6;3;11;35830
11;35830;4;1;11;2;10;7;8;5;9;12;6;3
4;1;2;11;10;7;8;5;9;12;6;3;11;42684
11;42684;4;1;2;11;10;7;8;5;9;12;6;3
4;1;2;11;3;7;8;5;9;12;6;10;11;42064
11;42064;4;1;2;11;3;7;8;5;9;12;6;10
4;1;2;11;3;7;8;5;9;12;10;6;11;39724
11;39724;4;1;2;11;3;7;8;5;9;12;10;6
4;1;11;2;3;7;8;5;9;12;10;6;11;32870
11;32870;4;1;11;2;3;7;8;5;9;12;10;6
12;1;11;2;3;7;8;5;9;4;10;6;11;49584
11;32870;4;1;11;2;3;7;8;5;9;12;10;6
4;1;8;2;3;7;11;5;9;12;10;6;11;33078
11;33078;4;1;8;2;3;7;11;5;9;12;10;6
4;9;8;2;3;7;11;5;1;12;10;6;11;36856
11;36856;4;9;8;2;3;7;11;5;1;12;10;6
4;9;8;2;3;7;11;5;12;1;10;6;11;40462
11;40462;4;9;8;2;3;7;11;5;12;1;10;6
4;9;8;5;3;7;11;2;12;1;10;6;11;40282
12;40282;4;9;8;5;3;7;11;2;12;1;10;6
8;9;4;5;3;7;11;2;12;1;10;6;12;43848
12;43848;8;9;4;5;3;7;11;2;12;1;10;6
8;9;4;5;2;7;11;3;12;1;10;6;12;47888
12;47888;8;9;4;5;2;7;11;3;12;1;10;6
8;9;4;3;2;7;11;5;12;1;10;6;12;52854
12;47888;8;9;4;5;2;7;11;3;12;1;10;6
8;9;4;5;2;7;11;6;12;1;10;3;12;49724
12;49724;8;9;4;5;2;7;11;6;12;1;10;3
8;9;5;4;2;7;11;6;12;1;10;3;12;48398
12;48398;8;9;5;4;2;7;11;6;12;1;10;3
8;9;5;4;2;7;12;6;11;1;10;3;12;51200
12;51200;8;9;5;4;2;7;12;6;11;1;10;3
8;9;5;4;2;7;12;6;3;1;10;11;12;50090
12;50090;8;9;5;4;2;7;12;6;3;1;10;11
8;9;5;4;2;7;12;6;3;10;1;11;12;48004
12;48004;8;9;5;4;2;7;12;6;3;10;1;11
8;9;5;4;2;7;12;6;11;10;1;3;12;46870
12;46870;8;9;5;4;2;7;12;6;11;10;1;3
8;9;5;4;7;2;12;6;11;10;1;3;12;47346
12;47346;8;9;5;4;7;2;12;6;11;10;1;3
8;9;2;4;7;5;12;6;11;10;1;3;12;53122
12;47346;8;9;5;4;7;2;12;6;11;10;1;3
10;9;5;4;7;2;12;6;11;8;1;3;12;45424
12;45424;10;9;5;4;7;2;12;6;11;8;1;3
7;9;5;4;10;2;12;6;11;8;1;3;12;39892
12;39892;7;9;5;4;10;2;12;6;11;8;1;3
7;9;5;4;10;2;12;11;6;8;1;3;12;31790
12;31790;7;9;5;4;10;2;12;11;6;8;1;3
10;9;5;4;7;2;12;11;6;8;1;3;12;37322
12;31790;7;9;5;4;10;2;12;11;6;8;1;3
9;7;5;4;10;2;12;11;6;8;1;3;12;36474
12;36474;9;7;5;4;10;2;12;11;6;8;1;3
9;7;5;4;10;2;12;3;6;8;1;11;12;42652
12;42652;9;7;5;4;10;2;12;3;6;8;1;11
9;7;5;4;3;2;12;10;6;8;1;11;12;32906
12;32906;9;7;5;4;3;2;12;10;6;8;1;11
2;7;5;4;3;9;12;10;6;8;1;11;12;33378
