"X1";"X6167068";"X14";"X1.1";"X5";"X6";"X12";"X2";"X25";"X10";"X7";"X11";"X19";"X18";"X23";"X17";"X22";"X3";"X16";"X26";"X20";"X9";"X4";"X13";"X15";"X24";"X21";"X8"
1;6141824;14;26;5;15;21;24;25;10;12;22;20;8;23;18;13;3;19;1;16;9;4;11;6;7;17;2
14;25;5;15;21;24;26;10;12;22;20;8;23;18;13;3;19;1;16;9;4;11;6;7;17;2;1;6116819
1;6116819;14;25;5;15;21;24;26;10;12;22;20;8;23;18;13;3;19;1;16;9;4;11;6;7;17;2
14;25;5;15;21;24;26;10;12;22;20;16;23;18;13;3;19;1;8;9;4;11;6;7;17;2;1;6098145
1;6098145;14;25;5;15;21;24;26;10;12;22;20;16;23;18;13;3;19;1;8;9;4;11;6;7;17;2
14;25;5;15;21;24;26;10;12;22;20;16;11;18;13;3;19;1;8;9;4;23;6;7;17;2;1;6095807
1;6095807;14;25;5;15;21;24;26;10;12;22;20;16;11;18;13;3;19;1;8;9;4;23;6;7;17;2
14;25;5;15;21;2;26;10;12;22;20;16;11;18;13;3;19;1;8;9;4;23;6;7;17;24;1;6092567
1;6092567;14;25;5;15;21;2;26;10;12;22;20;16;11;18;13;3;19;1;8;9;4;23;6;7;17;24
14;25;5;15;21;2;26;10;12;22;20;16;11;18;13;3;19;1;9;8;4;23;6;7;17;24;1;5913002
1;5913002;14;25;5;15;21;2;26;10;12;22;20;16;11;18;13;3;19;1;9;8;4;23;6;7;17;24
10;25;5;15;21;2;26;14;12;22;20;16;11;18;13;3;19;1;9;8;4;23;6;7;17;24;1;5773262
1;5773262;10;25;5;15;21;2;26;14;12;22;20;16;11;18;13;3;19;1;9;8;4;23;6;7;17;24
10;25;5;15;21;2;26;18;12;22;20;16;11;14;13;3;19;1;9;8;4;23;6;7;17;24;1;5779874
2;5779874;10;25;5;15;21;2;26;18;12;22;20;16;11;14;13;3;19;1;9;8;4;23;6;7;17;24
10;25;5;15;21;2;26;18;12;22;20;16;11;8;13;3;19;1;9;14;4;23;6;7;17;24;2;5902594
2;5902594;10;25;5;15;21;2;26;18;12;22;20;16;11;8;13;3;19;1;9;14;4;23;6;7;17;24
10;25;5;15;1;2;26;18;12;22;20;16;11;8;13;3;19;21;9;14;4;23;6;7;17;24;2;5907349
2;5907349;10;25;5;15;1;2;26;18;12;22;20;16;11;8;13;3;19;21;9;14;4;23;6;7;17;24
18;25;5;15;1;2;26;10;12;22;20;16;11;8;13;3;19;21;9;14;4;23;6;7;17;24;2;6043791
2;6043791;18;25;5;15;1;2;26;10;12;22;20;16;11;8;13;3;19;21;9;14;4;23;6;7;17;24
18;25;5;15;1;2;26;10;12;6;20;16;11;8;13;3;19;21;9;14;4;23;22;7;17;24;2;6044164
2;6044164;18;25;5;15;1;2;26;10;12;6;20;16;11;8;13;3;19;21;9;14;4;23;22;7;17;24
18;25;5;15;1;2;26;10;21;6;20;16;11;8;13;3;19;12;9;14;4;23;22;7;17;24;2;6033160
2;6033160;18;25;5;15;1;2;26;10;21;6;20;16;11;8;13;3;19;12;9;14;4;23;22;7;17;24
18;25;5;15;20;2;26;10;21;6;1;16;11;8;13;3;19;12;9;14;4;23;22;7;17;24;2;6015466
2;6015466;18;25;5;15;20;2;26;10;21;6;1;16;11;8;13;3;19;12;9;14;4;23;22;7;17;24
18;25;5;15;20;2;26;10;19;6;1;16;11;8;13;3;21;12;9;14;4;23;22;7;17;24;2;6050770
2;6050770;18;25;5;15;20;2;26;10;19;6;1;16;11;8;13;3;21;12;9;14;4;23;22;7;17;24
18;25;6;15;20;2;26;10;19;5;1;16;11;8;13;3;21;12;9;14;4;23;22;7;17;24;2;5797745
2;5797745;18;25;6;15;20;2;26;10;19;5;1;16;11;8;13;3;21;12;9;14;4;23;22;7;17;24
4;25;6;15;20;2;26;10;19;5;1;16;11;8;13;3;21;12;9;14;18;23;22;7;17;24;2;5831223
2;5831223;4;25;6;15;20;2;26;10;19;5;1;16;11;8;13;3;21;12;9;14;18;23;22;7;17;24
4;25;6;15;20;2;26;10;19;5;12;16;11;8;13;3;21;1;9;14;18;23;22;7;17;24;2;5771080
2;5771080;4;25;6;15;20;2;26;10;19;5;12;16;11;8;13;3;21;1;9;14;18;23;22;7;17;24
6;25;4;15;20;2;26;10;19;5;12;16;11;8;13;3;21;1;9;14;18;23;22;7;17;24;2;5746091
2;5746091;6;25;4;15;20;2;26;10;19;5;12;16;11;8;13;3;21;1;9;14;18;23;22;7;17;24
6;25;4;15;26;2;20;10;19;5;12;16;11;8;13;3;21;1;9;14;18;23;22;7;17;24;2;5768321
2;5768321;6;25;4;15;26;2;20;10;19;5;12;16;11;8;13;3;21;1;9;14;18;23;22;7;17;24
6;25;26;15;4;2;20;10;19;5;12;16;11;8;13;3;21;1;9;14;18;23;22;7;17;24;2;5769548
2;5769548;6;25;26;15;4;2;20;10;19;5;12;16;11;8;13;3;21;1;9;14;18;23;22;7;17;24
6;25;26;15;4;2;20;10;19;5;12;16;11;8;13;3;21;1;9;14;18;24;22;7;17;23;2;5773596
2;5773596;6;25;26;15;4;2;20;10;19;5;12;16;11;8;13;3;21;1;9;14;18;24;22;7;17;23
6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;3;21;1;9;14;18;16;22;7;17;23;2;5778235
2;5778235;6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;3;21;1;9;14;18;16;22;7;17;23
6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;3;21;16;9;14;18;1;22;7;17;23;2;5869377
2;5869377;6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;3;21;16;9;14;18;1;22;7;17;23
6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;16;21;3;9;14;18;1;22;7;17;23;2;5842168
2;5842168;6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;16;21;3;9;14;18;1;22;7;17;23
6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;16;21;3;18;14;9;1;22;7;17;23;2;5868483
2;5868483;6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;16;21;3;18;14;9;1;22;7;17;23
6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;16;18;3;21;14;9;1;22;7;17;23;2;5874668
2;5874668;6;25;26;15;4;2;20;10;19;5;12;24;11;8;13;16;18;3;21;14;9;1;22;7;17;23
6;17;26;15;4;2;20;10;19;5;12;24;11;8;13;16;18;3;21;14;9;1;22;7;25;23;2;5874520
3;5874520;6;17;26;15;4;2;20;10;19;5;12;24;11;8;13;16;18;3;21;14;9;1;22;7;25;23
6;17;26;15;4;2;20;10;9;5;12;24;11;8;13;16;18;3;21;14;19;1;22;7;25;23;3;5803928
3;5803928;6;17;26;15;4;2;20;10;9;5;12;24;11;8;13;16;18;3;21;14;19;1;22;7;25;23
6;17;26;15;4;2;20;10;9;5;12;24;11;8;13;16;18;3;21;14;7;1;22;19;25;23;3;5812402
3;5812402;6;17;26;15;4;2;20;10;9;5;12;24;11;8;13;16;18;3;21;14;7;1;22;19;25;23
6;17;26;15;4;2;20;10;9;5;12;24;11;8;13;1;18;3;21;14;7;16;22;19;25;23;3;5743538
3;5743538;6;17;26;15;4;2;20;10;9;5;12;24;11;8;13;1;18;3;21;14;7;16;22;19;25;23
6;9;26;15;4;2;20;10;17;5;12;24;11;8;13;1;18;3;21;14;7;16;22;19;25;23;3;5799433
3;5799433;6;9;26;15;4;2;20;10;17;5;12;24;11;8;13;1;18;3;21;14;7;16;22;19;25;23
6;9;26;15;4;2;20;10;17;5;12;24;22;8;13;1;18;3;21;14;7;16;11;19;25;23;3;5801283
3;5801283;6;9;26;15;4;2;20;10;17;5;12;24;22;8;13;1;18;3;21;14;7;16;11;19;25;23
6;9;26;15;4;2;3;10;17;5;12;24;22;8;13;1;18;20;21;14;7;16;11;19;25;23;3;5776117
3;5776117;6;9;26;15;4;2;3;10;17;5;12;24;22;8;13;1;18;20;21;14;7;16;11;19;25;23
6;9;26;19;4;2;3;10;17;5;12;24;22;8;13;1;18;20;21;14;7;16;11;15;25;23;3;5770231
3;5770231;6;9;26;19;4;2;3;10;17;5;12;24;22;8;13;1;18;20;21;14;7;16;11;15;25;23
6;9;26;19;4;2;3;7;17;5;12;24;22;8;13;1;18;20;21;14;10;16;11;15;25;23;3;5760391
3;5760391;6;9;26;19;4;2;3;7;17;5;12;24;22;8;13;1;18;20;21;14;10;16;11;15;25;23
6;9;26;19;4;2;3;7;17;5;12;24;22;14;13;1;18;20;21;8;10;16;11;15;25;23;3;5713459
3;5713459;6;9;26;19;4;2;3;7;17;5;12;24;22;14;13;1;18;20;21;8;10;16;11;15;25;23
6;9;26;19;4;2;3;7;17;5;12;24;22;14;1;13;18;20;21;8;10;16;11;15;25;23;3;5748757
3;5748757;6;9;26;19;4;2;3;7;17;5;12;24;22;14;1;13;18;20;21;8;10;16;11;15;25;23
6;9;26;19;4;2;3;7;17;5;12;24;22;14;18;13;1;20;21;8;10;16;11;15;25;23;3;5737567
3;5737567;6;9;26;19;4;2;3;7;17;5;12;24;22;14;18;13;1;20;21;8;10;16;11;15;25;23
6;9;26;19;4;2;3;7;18;5;12;24;22;14;17;13;1;20;21;8;10;16;11;15;25;23;3;5780122
3;5780122;6;9;26;19;4;2;3;7;18;5;12;24;22;14;17;13;1;20;21;8;10;16;11;15;25;23
6;9;26;19;4;2;13;7;18;5;12;24;22;14;17;3;1;20;21;8;10;16;11;15;25;23;3;5783239
3;5783239;6;9;26;19;4;2;13;7;18;5;12;24;22;14;17;3;1;20;21;8;10;16;11;15;25;23
6;9;26;19;4;14;13;7;18;5;12;24;22;2;17;3;1;20;21;8;10;16;11;15;25;23;3;5843414
3;5843414;6;9;26;19;4;14;13;7;18;5;12;24;22;2;17;3;1;20;21;8;10;16;11;15;25;23
6;9;26;19;4;14;13;7;18;5;12;24;20;2;17;3;1;22;21;8;10;16;11;15;25;23;3;5824268
3;5824268;6;9;26;19;4;14;13;7;18;5;12;24;20;2;17;3;1;22;21;8;10;16;11;15;25;23
17;9;26;19;4;14;13;7;18;5;12;24;20;2;6;3;1;22;21;8;10;16;11;15;25;23;3;5822812
3;5822812;17;9;26;19;4;14;13;7;18;5;12;24;20;2;6;3;1;22;21;8;10;16;11;15;25;23
17;9;26;19;4;14;13;7;18;5;12;24;20;2;6;1;3;22;21;8;10;16;11;15;25;23;3;5827830
3;5827830;17;9;26;19;4;14;13;7;18;5;12;24;20;2;6;1;3;22;21;8;10;16;11;15;25;23
17;9;5;19;4;14;13;7;18;26;12;24;20;2;6;1;3;22;21;8;10;16;11;15;25;23;3;5843103
3;5843103;17;9;5;19;4;14;13;7;18;26;12;24;20;2;6;1;3;22;21;8;10;16;11;15;25;23
17;9;5;19;4;14;13;7;18;26;12;20;24;2;6;1;3;22;21;8;10;16;11;15;25;23;3;5853270
3;5853270;17;9;5;19;4;14;13;7;18;26;12;20;24;2;6;1;3;22;21;8;10;16;11;15;25;23
17;9;5;19;4;14;13;7;18;26;12;20;24;2;6;1;3;8;21;22;10;16;11;15;25;23;3;5852561
4;5852561;17;9;5;19;4;14;13;7;18;26;12;20;24;2;6;1;3;8;21;22;10;16;11;15;25;23
17;9;5;19;4;14;13;7;18;26;12;20;24;2;22;1;3;8;21;6;10;16;11;15;25;23;4;5855404
4;5855404;17;9;5;19;4;14;13;7;18;26;12;20;24;2;22;1;3;8;21;6;10;16;11;15;25;23
17;9;5;19;4;14;13;16;18;26;12;20;24;2;22;1;3;8;21;6;10;7;11;15;25;23;4;5915012
4;5915012;17;9;5;19;4;14;13;16;18;26;12;20;24;2;22;1;3;8;21;6;10;7;11;15;25;23
17;9;5;19;4;14;13;16;18;26;12;20;6;2;22;1;3;8;21;24;10;7;11;15;25;23;4;5908682
4;5908682;17;9;5;19;4;14;13;16;18;26;12;20;6;2;22;1;3;8;21;24;10;7;11;15;25;23
17;9;5;19;4;14;13;21;18;26;12;20;6;2;22;1;3;8;16;24;10;7;11;15;25;23;4;5929957
4;5929957;17;9;5;19;4;14;13;21;18;26;12;20;6;2;22;1;3;8;16;24;10;7;11;15;25;23
17;9;5;19;4;14;13;6;18;26;12;20;21;2;22;1;3;8;16;24;10;7;11;15;25;23;4;5887244
4;5887244;17;9;5;19;4;14;13;6;18;26;12;20;21;2;22;1;3;8;16;24;10;7;11;15;25;23
17;9;5;20;4;14;13;6;18;26;12;19;21;2;22;1;3;8;16;24;10;7;11;15;25;23;4;5888127
4;5888127;17;9;5;20;4;14;13;6;18;26;12;19;21;2;22;1;3;8;16;24;10;7;11;15;25;23
17;9;13;20;4;14;5;6;18;26;12;19;21;2;22;1;3;8;16;24;10;7;11;15;25;23;4;5835733
4;5835733;17;9;13;20;4;14;5;6;18;26;12;19;21;2;22;1;3;8;16;24;10;7;11;15;25;23
17;9;13;20;4;14;18;6;5;26;12;19;21;2;22;1;3;8;16;24;10;7;11;15;25;23;4;5825708
4;5825708;17;9;13;20;4;14;18;6;5;26;12;19;21;2;22;1;3;8;16;24;10;7;11;15;25;23
17;9;13;6;4;14;18;20;5;26;12;19;21;2;22;1;3;8;16;24;10;7;11;15;25;23;4;5838043
4;5838043;17;9;13;6;4;14;18;20;5;26;12;19;21;2;22;1;3;8;16;24;10;7;11;15;25;23
17;9;13;6;4;8;18;20;5;26;12;19;21;2;22;1;3;14;16;24;10;7;11;15;25;23;4;5808395
4;5808395;17;9;13;6;4;8;18;20;5;26;12;19;21;2;22;1;3;14;16;24;10;7;11;15;25;23
17;9;13;6;4;8;18;20;5;26;12;19;21;2;22;1;11;14;16;24;10;7;3;15;25;23;4;5819327
4;5819327;17;9;13;6;4;8;18;20;5;26;12;19;21;2;22;1;11;14;16;24;10;7;3;15;25;23
17;9;13;6;4;8;18;20;5;26;12;19;21;2;15;1;11;14;16;24;10;7;3;22;25;23;4;5805730
4;5805730;17;9;13;6;4;8;18;20;5;26;12;19;21;2;15;1;11;14;16;24;10;7;3;22;25;23
17;9;13;6;4;8;18;12;5;26;20;19;21;2;15;1;11;14;16;24;10;7;3;22;25;23;4;5761341
4;5761341;17;9;13;6;4;8;18;12;5;26;20;19;21;2;15;1;11;14;16;24;10;7;3;22;25;23
22;9;13;6;4;8;18;12;5;26;20;19;21;2;15;1;11;14;16;24;10;7;3;17;25;23;4;5760374
4;5760374;22;9;13;6;4;8;18;12;5;26;20;19;21;2;15;1;11;14;16;24;10;7;3;17;25;23
22;9;13;6;4;8;18;12;5;16;20;19;21;2;15;1;11;14;26;24;10;7;3;17;25;23;4;5758569
4;5758569;22;9;13;6;4;8;18;12;5;16;20;19;21;2;15;1;11;14;26;24;10;7;3;17;25;23
22;9;13;6;4;8;18;12;5;16;20;19;15;2;21;1;11;14;26;24;10;7;3;17;25;23;4;5747557
4;5747557;22;9;13;6;4;8;18;12;5;16;20;19;15;2;21;1;11;14;26;24;10;7;3;17;25;23
22;9;1;6;4;8;18;12;5;16;20;19;15;2;21;13;11;14;26;24;10;7;3;17;25;23;4;5741727
4;5741727;22;9;1;6;4;8;18;12;5;16;20;19;15;2;21;13;11;14;26;24;10;7;3;17;25;23
22;9;1;6;4;8;18;12;5;16;20;19;15;21;2;13;11;14;26;24;10;7;3;17;25;23;4;5727625
4;5727625;22;9;1;6;4;8;18;12;5;16;20;19;15;21;2;13;11;14;26;24;10;7;3;17;25;23
22;9;1;6;4;8;18;12;5;16;20;19;15;21;13;2;11;14;26;24;10;7;3;17;25;23;4;5749894
4;5749894;22;9;1;6;4;8;18;12;5;16;20;19;15;21;13;2;11;14;26;24;10;7;3;17;25;23
22;9;1;6;4;8;18;12;5;16;20;19;15;21;13;2;11;14;25;24;10;7;3;17;26;23;4;5755516
5;5755516;22;9;1;6;4;8;18;12;5;16;20;19;15;21;13;2;11;14;25;24;10;7;3;17;26;23
22;9;1;6;4;8;18;12;5;16;20;19;15;21;13;2;11;14;25;7;10;24;3;17;26;23;5;5749501
5;5749501;22;9;1;6;4;8;18;12;5;16;20;19;15;21;13;2;11;14;25;7;10;24;3;17;26;23
22;9;1;6;4;8;18;12;5;16;25;19;15;21;13;2;11;14;20;7;10;24;3;17;26;23;5;5786024
5;5786024;22;9;1;6;4;8;18;12;5;16;25;19;15;21;13;2;11;14;20;7;10;24;3;17;26;23
22;9;1;6;4;8;18;12;5;16;10;19;15;21;13;2;11;14;20;7;25;24;3;17;26;23;5;5786442
5;5786442;22;9;1;6;4;8;18;12;5;16;10;19;15;21;13;2;11;14;20;7;25;24;3;17;26;23
22;9;1;6;4;8;18;12;5;16;10;19;15;21;13;2;11;14;23;7;25;24;3;17;26;20;5;5849578
5;5849578;22;9;1;6;4;8;18;12;5;16;10;19;15;21;13;2;11;14;23;7;25;24;3;17;26;20
22;9;1;6;4;8;18;13;5;16;10;19;15;21;12;2;11;14;23;7;25;24;3;17;26;20;5;5845688
5;5845688;22;9;1;6;4;8;18;13;5;16;10;19;15;21;12;2;11;14;23;7;25;24;3;17;26;20
22;9;1;6;4;8;18;13;20;16;10;19;15;21;12;2;11;14;23;7;25;24;3;17;26;5;5;5990415
5;5990415;22;9;1;6;4;8;18;13;20;16;10;19;15;21;12;2;11;14;23;7;25;24;3;17;26;5
22;9;1;19;4;8;18;13;20;16;10;6;15;21;12;2;11;14;23;7;25;24;3;17;26;5;5;6008488
5;6008488;22;9;1;19;4;8;18;13;20;16;10;6;15;21;12;2;11;14;23;7;25;24;3;17;26;5
22;9;1;19;4;8;18;13;20;16;10;6;15;21;12;2;25;14;23;7;11;24;3;17;26;5;5;6013611
5;6013611;22;9;1;19;4;8;18;13;20;16;10;6;15;21;12;2;25;14;23;7;11;24;3;17;26;5
22;9;1;19;4;8;18;13;20;16;10;6;15;7;12;2;25;14;23;21;11;24;3;17;26;5;5;6024092
5;6024092;22;9;1;19;4;8;18;13;20;16;10;6;15;7;12;2;25;14;23;21;11;24;3;17;26;5
22;9;1;19;4;21;18;13;20;16;10;6;15;7;12;2;25;14;23;8;11;24;3;17;26;5;5;6053246
5;6053246;22;9;1;19;4;21;18;13;20;16;10;6;15;7;12;2;25;14;23;8;11;24;3;17;26;5
22;9;1;19;4;21;18;13;20;16;6;10;15;7;12;2;25;14;23;8;11;24;3;17;26;5;5;6052213
5;6052213;22;9;1;19;4;21;18;13;20;16;6;10;15;7;12;2;25;14;23;8;11;24;3;17;26;5
22;9;20;19;4;21;18;13;1;16;6;10;15;7;12;2;25;14;23;8;11;24;3;17;26;5;5;6028875
5;6028875;22;9;20;19;4;21;18;13;1;16;6;10;15;7;12;2;25;14;23;8;11;24;3;17;26;5
22;9;20;19;4;21;18;13;1;16;6;10;15;7;12;2;25;14;23;8;11;24;3;26;17;5;5;6012872
5;6012872;22;9;20;19;4;21;18;13;1;16;6;10;15;7;12;2;25;14;23;8;11;24;3;26;17;5
22;9;20;19;4;21;18;13;1;16;6;10;3;7;12;2;25;14;23;8;11;24;15;26;17;5;5;6000153
5;6000153;22;9;20;19;4;21;18;13;1;16;6;10;3;7;12;2;25;14;23;8;11;24;15;26;17;5
22;9;20;19;4;21;18;13;1;16;6;10;3;7;17;2;25;14;23;8;11;24;15;26;12;5;5;6017057
5;6017057;22;9;20;19;4;21;18;13;1;16;6;10;3;7;17;2;25;14;23;8;11;24;15;26;12;5
24;9;20;19;4;21;18;13;1;16;6;10;3;7;17;2;25;14;23;8;11;22;15;26;12;5;5;6017855
5;6017855;24;9;20;19;4;21;18;13;1;16;6;10;3;7;17;2;25;14;23;8;11;22;15;26;12;5
24;9;5;19;4;21;18;13;1;16;6;10;3;7;17;2;25;14;23;8;11;22;15;26;12;20;5;5937163
5;5937163;24;9;5;19;4;21;18;13;1;16;6;10;3;7;17;2;25;14;23;8;11;22;15;26;12;20
24;25;5;19;4;21;18;13;1;16;6;10;3;7;17;2;9;14;23;8;11;22;15;26;12;20;5;5883406
5;5883406;24;25;5;19;4;21;18;13;1;16;6;10;3;7;17;2;9;14;23;8;11;22;15;26;12;20
24;25;5;19;4;21;18;13;1;16;6;10;3;7;17;2;9;14;23;8;11;22;26;15;12;20;5;5883406
5;5883406;24;25;5;19;4;21;18;13;1;16;6;10;3;7;17;2;9;14;23;8;11;22;26;15;12;20
24;25;5;19;4;21;18;13;1;16;6;10;3;7;17;2;9;14;23;8;11;22;26;20;12;15;5;5909677
6;5909677;24;25;5;19;4;21;18;13;1;16;6;10;3;7;17;2;9;14;23;8;11;22;26;20;12;15
24;25;5;19;4;21;18;13;1;16;6;10;12;7;17;2;9;14;23;8;11;22;26;20;3;15;6;5853189
6;5853189;24;25;5;19;4;21;18;13;1;16;6;10;12;7;17;2;9;14;23;8;11;22;26;20;3;15
24;25;17;19;4;21;18;13;1;16;6;10;12;7;5;2;9;14;23;8;11;22;26;20;3;15;6;5858773
6;5858773;24;25;17;19;4;21;18;13;1;16;6;10;12;7;5;2;9;14;23;8;11;22;26;20;3;15
14;25;17;19;4;21;18;13;1;16;6;10;12;7;5;2;9;24;23;8;11;22;26;20;3;15;6;5981192
6;5981192;14;25;17;19;4;21;18;13;1;16;6;10;12;7;5;2;9;24;23;8;11;22;26;20;3;15
14;25;17;19;4;21;18;13;1;16;6;10;12;7;5;2;9;24;23;8;11;3;26;20;22;15;6;6038233
6;6038233;14;25;17;19;4;21;18;13;1;16;6;10;12;7;5;2;9;24;23;8;11;3;26;20;22;15
14;25;17;19;4;21;18;13;1;16;6;10;24;7;5;2;9;12;23;8;11;3;26;20;22;15;6;6027336
6;6027336;14;25;17;19;4;21;18;13;1;16;6;10;24;7;5;2;9;12;23;8;11;3;26;20;22;15
14;25;17;19;4;21;18;13;1;16;6;24;10;7;5;2;9;12;23;8;11;3;26;20;22;15;6;6027369
6;6027369;14;25;17;19;4;21;18;13;1;16;6;24;10;7;5;2;9;12;23;8;11;3;26;20;22;15
14;24;17;19;4;21;18;13;1;16;6;25;10;7;5;2;9;12;23;8;11;3;26;20;22;15;6;6027206
6;6027206;14;24;17;19;4;21;18;13;1;16;6;25;10;7;5;2;9;12;23;8;11;3;26;20;22;15
14;24;17;19;4;21;22;13;1;16;6;25;10;7;5;2;9;12;23;8;11;3;26;20;18;15;6;6038302
6;6038302;14;24;17;19;4;21;22;13;1;16;6;25;10;7;5;2;9;12;23;8;11;3;26;20;18;15
14;24;17;19;4;21;22;13;1;16;6;25;10;5;7;2;9;12;23;8;11;3;26;20;18;15;6;5956934
6;5956934;14;24;17;19;4;21;22;13;1;16;6;25;10;5;7;2;9;12;23;8;11;3;26;20;18;15
14;24;6;19;4;21;22;13;1;16;17;25;10;5;7;2;9;12;23;8;11;3;26;20;18;15;6;5959414
6;5959414;14;24;6;19;4;21;22;13;1;16;17;25;10;5;7;2;9;12;23;8;11;3;26;20;18;15
20;24;6;19;4;21;22;13;1;16;17;25;10;5;7;2;9;12;23;8;11;3;26;14;18;15;6;5975173
6;5975173;20;24;6;19;4;21;22;13;1;16;17;25;10;5;7;2;9;12;23;8;11;3;26;14;18;15
20;24;6;19;4;13;22;21;1;16;17;25;10;5;7;2;9;12;23;8;11;3;26;14;18;15;6;5982837
6;5982837;20;24;6;19;4;13;22;21;1;16;17;25;10;5;7;2;9;12;23;8;11;3;26;14;18;15
20;24;6;19;4;13;22;21;1;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;18;15;6;5972636
6;5972636;20;24;6;19;4;13;22;21;1;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;18;15
18;24;6;19;4;13;22;21;1;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;20;15;6;5999891
6;5999891;18;24;6;19;4;13;22;21;1;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;20;15
18;24;21;19;4;13;22;6;1;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;20;15;6;6051307
6;6051307;18;24;21;19;4;13;22;6;1;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;20;15
18;24;21;19;1;13;22;6;4;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;20;15;6;6073017
6;6073017;18;24;21;19;1;13;22;6;4;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;20;15
20;24;21;19;1;13;22;6;4;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;18;15;6;6040388
6;6040388;20;24;21;19;1;13;22;6;4;16;17;25;11;5;7;2;9;12;23;8;10;3;26;14;18;15
20;24;21;19;1;13;22;6;14;16;17;25;11;5;7;2;9;12;23;8;10;3;26;4;18;15;6;5896637
6;5896637;20;24;21;19;1;13;22;6;14;16;17;25;11;5;7;2;9;12;23;8;10;3;26;4;18;15
