"X1";"X35088";"X8";"X3";"X1.1";"X11";"X4";"X5";"X2";"X9";"X10";"X12";"X6";"X7"
4;11;7;1;10;8;5;6;2;3;9;12;2;49928
2;49928;4;11;7;1;10;8;5;6;2;3;9;12
2;11;7;1;10;8;5;6;4;3;9;12;2;51744
2;51744;2;11;7;1;10;8;5;6;4;3;9;12
2;11;7;1;10;8;12;6;4;3;9;5;2;49486
2;49486;2;11;7;1;10;8;12;6;4;3;9;5
2;11;7;6;10;8;12;1;4;3;9;5;2;39458
2;39458;2;11;7;6;10;8;12;1;4;3;9;5
2;1;7;6;10;8;12;11;4;3;9;5;2;36566
2;36566;2;1;7;6;10;8;12;11;4;3;9;5
2;1;7;9;10;8;12;11;4;3;6;5;2;34058
2;34058;2;1;7;9;10;8;12;11;4;3;6;5
2;1;9;7;10;8;12;11;4;3;6;5;2;33176
2;33176;2;1;9;7;10;8;12;11;4;3;6;5
2;1;9;5;10;8;12;11;4;3;6;7;2;39488
2;39488;2;1;9;5;10;8;12;11;4;3;6;7
2;12;9;5;10;8;1;11;4;3;6;7;2;49976
2;49976;2;12;9;5;10;8;1;11;4;3;6;7
2;12;9;5;10;8;3;11;4;1;6;7;2;44294
2;44294;2;12;9;5;10;8;3;11;4;1;6;7
6;12;9;5;10;8;3;11;4;1;2;7;2;44992
2;44992;6;12;9;5;10;8;3;11;4;1;2;7
6;12;9;5;10;8;11;3;4;1;2;7;2;45928
2;44992;6;12;9;5;10;8;3;11;4;1;2;7
6;12;9;5;10;8;3;11;4;7;2;1;2;46912
3;46912;6;12;9;5;10;8;3;11;4;7;2;1
6;12;9;10;5;8;3;11;4;7;2;1;3;47312
3;47312;6;12;9;10;5;8;3;11;4;7;2;1
6;12;11;10;5;8;3;9;4;7;2;1;3;41740
3;41740;6;12;11;10;5;8;3;9;4;7;2;1
6;12;11;10;5;1;3;9;4;7;2;8;3;49828
3;49828;6;12;11;10;5;1;3;9;4;7;2;8
6;12;11;10;5;1;4;9;3;7;2;8;3;52816
3;52816;6;12;11;10;5;1;4;9;3;7;2;8
6;12;11;10;5;1;4;9;3;2;7;8;3;51576
3;51576;6;12;11;10;5;1;4;9;3;2;7;8
10;12;11;6;5;1;4;9;3;2;7;8;3;58208
3;58208;10;12;11;6;5;1;4;9;3;2;7;8
10;12;11;4;5;1;6;9;3;2;7;8;3;54396
3;54396;10;12;11;4;5;1;6;9;3;2;7;8
8;12;11;4;5;1;6;9;3;2;7;10;3;50450
3;50450;8;12;11;4;5;1;6;9;3;2;7;10
8;12;11;4;5;1;6;9;7;2;3;10;3;50360
3;50360;8;12;11;4;5;1;6;9;7;2;3;10
7;12;11;4;5;1;6;9;8;2;3;10;3;42166
3;42166;7;12;11;4;5;1;6;9;8;2;3;10
11;12;7;4;5;1;6;9;8;2;3;10;3;44622
3;44622;11;12;7;4;5;1;6;9;8;2;3;10
11;12;7;1;5;4;6;9;8;2;3;10;3;41862
3;41862;11;12;7;1;5;4;6;9;8;2;3;10
11;12;7;1;8;4;6;9;5;2;3;10;3;39580
3;39580;11;12;7;1;8;4;6;9;5;2;3;10
11;12;7;1;8;4;6;10;5;2;3;9;3;39874
3;39874;11;12;7;1;8;4;6;10;5;2;3;9
11;12;7;1;8;4;6;2;5;10;3;9;3;42628
3;42628;11;12;7;1;8;4;6;2;5;10;3;9
11;12;7;1;8;4;6;2;5;3;10;9;3;48914
3;48914;11;12;7;1;8;4;6;2;5;3;10;9
11;12;7;1;8;5;6;2;4;3;10;9;3;49186
3;49186;11;12;7;1;8;5;6;2;4;3;10;9
11;12;7;9;8;5;6;2;4;3;10;1;3;47754
3;47754;11;12;7;9;8;5;6;2;4;3;10;1
1;12;7;9;8;5;6;2;4;3;10;11;3;64148
3;47754;11;12;7;9;8;5;6;2;4;3;10;1
11;12;10;9;8;5;6;2;4;3;7;1;3;46182
4;46182;11;12;10;9;8;5;6;2;4;3;7;1
11;12;10;9;3;5;6;2;4;8;7;1;4;49016
4;49016;11;12;10;9;3;5;6;2;4;8;7;1
11;12;10;2;3;5;6;9;4;8;7;1;4;44968
4;44968;11;12;10;2;3;5;6;9;4;8;7;1
11;12;10;2;3;5;6;7;4;8;9;1;4;50238
4;50238;11;12;10;2;3;5;6;7;4;8;9;1
4;12;10;2;3;5;6;7;11;8;9;1;4;56936
4;56936;4;12;10;2;3;5;6;7;11;8;9;1
4;12;10;2;3;5;1;7;11;8;9;6;4;56566
4;56566;4;12;10;2;3;5;1;7;11;8;9;6
4;12;10;9;3;5;1;7;11;8;2;6;4;58978
4;58978;4;12;10;9;3;5;1;7;11;8;2;6
4;12;10;9;3;5;1;7;6;8;2;11;4;54918
4;54918;4;12;10;9;3;5;1;7;6;8;2;11
4;12;10;9;3;5;1;6;7;8;2;11;4;49176
4;49176;4;12;10;9;3;5;1;6;7;8;2;11
12;4;10;9;3;5;1;6;7;8;2;11;4;56356
4;49176;4;12;10;9;3;5;1;6;7;8;2;11
4;1;10;9;3;5;12;6;7;8;2;11;4;39152
4;39152;4;1;10;9;3;5;12;6;7;8;2;11
4;1;10;9;3;5;12;6;7;8;11;2;4;45322
4;45322;4;1;10;9;3;5;12;6;7;8;11;2
4;1;10;9;8;5;12;6;7;3;11;2;4;54650
4;54650;4;1;10;9;8;5;12;6;7;3;11;2
4;1;10;9;8;2;12;6;7;3;11;5;4;45990
4;45990;4;1;10;9;8;2;12;6;7;3;11;5
4;1;6;9;8;2;12;10;7;3;11;5;4;35654
4;35654;4;1;6;9;8;2;12;10;7;3;11;5
4;1;9;6;8;2;12;10;7;3;11;5;4;35272
4;35272;4;1;9;6;8;2;12;10;7;3;11;5
4;1;12;6;8;2;9;10;7;3;11;5;4;36936
4;36936;4;1;12;6;8;2;9;10;7;3;11;5
4;1;12;6;8;2;9;11;7;3;10;5;4;30806
4;30806;4;1;12;6;8;2;9;11;7;3;10;5
4;1;12;6;8;2;9;10;7;3;11;5;4;36936
4;36936;4;1;12;6;8;2;9;10;7;3;11;5
4;5;12;6;8;2;9;10;7;3;11;1;4;61756
4;36936;4;1;12;6;8;2;9;10;7;3;11;5
4;1;12;6;8;2;9;10;7;3;5;11;4;37234
5;37234;4;1;12;6;8;2;9;10;7;3;5;11
4;8;12;6;1;2;9;10;7;3;5;11;5;45942
5;37234;4;1;12;6;8;2;9;10;7;3;5;11
4;1;12;11;8;2;9;10;7;3;5;6;5;42992
5;42992;4;1;12;11;8;2;9;10;7;3;5;6
4;1;12;11;8;2;9;5;7;3;10;6;5;33228
5;33228;4;1;12;11;8;2;9;5;7;3;10;6
4;1;12;11;2;8;9;5;7;3;10;6;5;32552
5;32552;4;1;12;11;2;8;9;5;7;3;10;6
4;1;12;11;2;8;10;5;7;3;9;6;5;36700
5;36700;4;1;12;11;2;8;10;5;7;3;9;6
4;1;8;11;2;12;10;5;7;3;9;6;5;41092
5;41092;4;1;8;11;2;12;10;5;7;3;9;6
4;1;8;11;2;12;10;5;9;3;7;6;5;41084
5;41084;4;1;8;11;2;12;10;5;9;3;7;6
4;1;8;11;7;12;10;5;9;3;2;6;5;42030
5;42030;4;1;8;11;7;12;10;5;9;3;2;6
7;1;8;11;4;12;10;5;9;3;2;6;5;39278
5;39278;7;1;8;11;4;12;10;5;9;3;2;6
7;1;8;6;4;12;10;5;9;3;2;11;5;37936
5;37936;7;1;8;6;4;12;10;5;9;3;2;11
7;1;8;6;4;12;9;5;10;3;2;11;5;40228
5;40228;7;1;8;6;4;12;9;5;10;3;2;11
7;1;8;6;4;12;9;5;2;3;10;11;5;40128
5;40128;7;1;8;6;4;12;9;5;2;3;10;11
7;1;8;6;4;12;9;5;11;3;10;2;5;43006
5;43006;7;1;8;6;4;12;9;5;11;3;10;2
7;1;8;6;4;11;9;5;12;3;10;2;5;35310
5;35310;7;1;8;6;4;11;9;5;12;3;10;2
7;2;8;6;4;11;9;5;12;3;10;1;5;43492
5;35310;7;1;8;6;4;11;9;5;12;3;10;2
3;1;8;6;4;11;9;5;12;7;10;2;5;36824
5;36824;3;1;8;6;4;11;9;5;12;7;10;2
3;1;8;9;4;11;6;5;12;7;10;2;5;36108
5;36108;3;1;8;9;4;11;6;5;12;7;10;2
3;1;8;9;4;11;6;10;12;7;5;2;5;36136
5;36136;3;1;8;9;4;11;6;10;12;7;5;2
5;1;8;9;4;11;6;10;12;7;3;2;5;42056
5;42056;5;1;8;9;4;11;6;10;12;7;3;2
5;1;8;9;11;4;6;10;12;7;3;2;5;31102
6;31102;5;1;8;9;11;4;6;10;12;7;3;2
5;1;8;9;11;4;2;10;12;7;3;6;6;37182
6;37182;5;1;8;9;11;4;2;10;12;7;3;6
5;1;8;11;9;4;2;10;12;7;3;6;6;40022
6;40022;5;1;8;11;9;4;2;10;12;7;3;6
5;10;8;11;9;4;2;1;12;7;3;6;6;36474
6;36474;5;10;8;11;9;4;2;1;12;7;3;6
5;11;8;10;9;4;2;1;12;7;3;6;6;38520
6;36474;5;10;8;11;9;4;2;1;12;7;3;6
5;10;8;11;9;4;2;1;12;6;3;7;6;48570
6;36474;5;10;8;11;9;4;2;1;12;7;3;6
5;10;2;11;9;4;8;1;12;7;3;6;6;37758
6;37758;5;10;2;11;9;4;8;1;12;7;3;6
7;10;2;11;9;4;8;1;12;5;3;6;6;41710
6;41710;7;10;2;11;9;4;8;1;12;5;3;6
7;10;2;11;9;3;8;1;12;5;4;6;6;45230
6;45230;7;10;2;11;9;3;8;1;12;5;4;6
7;9;2;11;10;3;8;1;12;5;4;6;6;48894
6;48894;7;9;2;11;10;3;8;1;12;5;4;6
7;9;2;11;5;3;8;1;12;10;4;6;6;39574
6;39574;7;9;2;11;5;3;8;1;12;10;4;6
7;9;2;11;5;1;8;3;12;10;4;6;6;51030
6;39574;7;9;2;11;5;3;8;1;12;10;4;6
7;9;2;11;5;3;8;1;6;10;4;12;6;37776
6;37776;7;9;2;11;5;3;8;1;6;10;4;12
11;9;2;7;5;3;8;1;6;10;4;12;6;39476
6;39476;11;9;2;7;5;3;8;1;6;10;4;12
11;9;4;7;5;3;8;1;6;10;2;12;6;39628
6;39628;11;9;4;7;5;3;8;1;6;10;2;12
11;9;4;7;5;3;8;10;6;1;2;12;6;40998
6;40998;11;9;4;7;5;3;8;10;6;1;2;12
11;9;8;7;5;3;4;10;6;1;2;12;6;38786
6;38786;11;9;8;7;5;3;4;10;6;1;2;12
11;9;8;5;7;3;4;10;6;1;2;12;6;40826
6;38786;11;9;8;7;5;3;4;10;6;1;2;12
11;9;8;7;2;3;4;10;6;1;5;12;6;45498
6;45498;11;9;8;7;2;3;4;10;6;1;5;12
11;7;8;9;2;3;4;10;6;1;5;12;6;45840
6;45840;11;7;8;9;2;3;4;10;6;1;5;12
11;7;8;9;10;3;4;2;6;1;5;12;6;50826
7;50826;11;7;8;9;10;3;4;2;6;1;5;12
11;12;8;9;10;3;4;2;6;1;5;7;7;38502
7;38502;11;12;8;9;10;3;4;2;6;1;5;7
11;12;8;9;10;3;4;6;2;1;5;7;7;46138
7;46138;11;12;8;9;10;3;4;6;2;1;5;7
11;12;8;9;10;1;4;6;2;3;5;7;7;60122
7;46138;11;12;8;9;10;3;4;6;2;1;5;7
11;12;8;9;10;3;4;2;6;1;5;7;7;38502
7;38502;11;12;8;9;10;3;4;2;6;1;5;7
11;12;8;9;2;3;4;10;6;1;5;7;7;33516
7;33516;11;12;8;9;2;3;4;10;6;1;5;7
6;12;8;9;2;3;4;10;11;1;5;7;7;31836
7;31836;6;12;8;9;2;3;4;10;11;1;5;7
6;12;8;7;2;3;4;10;11;1;5;9;7;39684
7;39684;6;12;8;7;2;3;4;10;11;1;5;9
6;12;10;7;2;3;4;8;11;1;5;9;7;43344
7;43344;6;12;10;7;2;3;4;8;11;1;5;9
6;11;10;7;2;3;4;8;12;1;5;9;7;39776
7;39776;6;11;10;7;2;3;4;8;12;1;5;9
6;11;10;7;2;4;3;8;12;1;5;9;7;42960
7;39776;6;11;10;7;2;3;4;8;12;1;5;9
6;11;10;7;4;3;2;8;12;1;5;9;7;35612
7;35612;6;11;10;7;4;3;2;8;12;1;5;9
6;11;10;7;5;3;2;8;12;1;4;9;7;40606
7;40606;6;11;10;7;5;3;2;8;12;1;4;9
12;11;10;7;5;3;2;8;6;1;4;9;7;38638
7;38638;12;11;10;7;5;3;2;8;6;1;4;9
12;11;10;2;5;3;7;8;6;1;4;9;7;36876
7;36876;12;11;10;2;5;3;7;8;6;1;4;9
12;11;10;2;5;3;7;4;6;1;8;9;7;38986
7;38986;12;11;10;2;5;3;7;4;6;1;8;9
11;12;10;2;5;3;7;4;6;1;8;9;7;36122
7;36122;11;12;10;2;5;3;7;4;6;1;8;9
11;9;10;2;5;3;7;4;6;1;8;12;7;42142
7;42142;11;9;10;2;5;3;7;4;6;1;8;12
11;9;10;2;5;3;7;6;4;1;8;12;7;50144
7;50144;11;9;10;2;5;3;7;6;4;1;8;12
11;9;10;2;5;8;7;6;4;1;3;12;7;44680
7;44680;11;9;10;2;5;8;7;6;4;1;3;12
11;9;10;2;5;8;7;6;3;1;4;12;7;44732
8;44732;11;9;10;2;5;8;7;6;3;1;4;12
11;9;10;2;5;3;7;6;8;1;4;12;8;50234
8;44732;11;9;10;2;5;8;7;6;3;1;4;12
5;9;10;2;11;8;7;6;3;1;4;12;8;50818
8;50818;5;9;10;2;11;8;7;6;3;1;4;12
5;9;10;7;11;8;2;6;3;1;4;12;8;48624
8;48624;5;9;10;7;11;8;2;6;3;1;4;12
10;9;5;7;11;8;2;6;3;1;4;12;8;55042
8;55042;10;9;5;7;11;8;2;6;3;1;4;12
10;9;5;7;11;8;3;6;2;1;4;12;8;51718
8;51718;10;9;5;7;11;8;3;6;2;1;4;12
10;9;5;7;11;8;3;6;4;1;2;12;8;51642
8;51642;10;9;5;7;11;8;3;6;4;1;2;12
8;9;5;7;11;10;3;6;4;1;2;12;8;50420
8;50420;8;9;5;7;11;10;3;6;4;1;2;12
8;9;6;7;11;10;3;5;4;1;2;12;8;52968
8;52968;8;9;6;7;11;10;3;5;4;1;2;12
8;9;6;7;11;10;3;5;4;1;12;2;8;51502
8;51502;8;9;6;7;11;10;3;5;4;1;12;2
8;9;6;1;11;10;3;5;4;7;12;2;8;38436
8;38436;8;9;6;1;11;10;3;5;4;7;12;2
8;9;6;1;11;5;3;10;4;7;12;2;8;41470
8;41470;8;9;6;1;11;5;3;10;4;7;12;2
8;9;6;5;11;1;3;10;4;7;12;2;8;41634
8;41634;8;9;6;5;11;1;3;10;4;7;12;2
8;9;6;3;11;1;5;10;4;7;12;2;8;41620
8;41620;8;9;6;3;11;1;5;10;4;7;12;2
8;9;6;3;11;2;5;10;4;7;12;1;8;32340
8;32340;8;9;6;3;11;2;5;10;4;7;12;1
8;1;6;3;11;2;5;10;4;7;12;9;8;32640
8;32640;8;1;6;3;11;2;5;10;4;7;12;9
8;1;6;3;10;2;5;11;4;7;12;9;8;39294
8;39294;8;1;6;3;10;2;5;11;4;7;12;9
8;1;6;3;10;4;5;11;2;7;12;9;8;34692
8;34692;8;1;6;3;10;4;5;11;2;7;12;9
8;1;6;3;10;12;5;11;2;7;4;9;8;46780
8;34692;8;1;6;3;10;4;5;11;2;7;12;9
8;1;6;3;10;4;5;11;9;7;12;2;8;34152
8;34152;8;1;6;3;10;4;5;11;9;7;12;2
8;1;6;3;10;4;11;5;9;7;12;2;8;23080
9;23080;8;1;6;3;10;4;11;5;9;7;12;2
8;1;11;3;10;4;6;5;9;7;12;2;9;20392
9;20392;8;1;11;3;10;4;6;5;9;7;12;2
8;12;11;3;10;4;6;5;9;7;1;2;9;41724
9;20392;8;1;11;3;10;4;6;5;9;7;12;2
8;1;11;3;10;12;6;5;9;7;4;2;9;32760
9;32760;8;1;11;3;10;12;6;5;9;7;4;2
8;1;11;3;10;4;6;5;9;7;12;2;9;20392
9;20392;8;1;11;3;10;4;6;5;9;7;12;2
8;1;11;3;10;4;2;5;9;7;12;6;9;29384
9;29384;8;1;11;3;10;4;2;5;9;7;12;6
8;9;11;3;10;4;2;5;1;7;12;6;9;36694
9;36694;8;9;11;3;10;4;2;5;1;7;12;6
8;9;11;3;10;4;12;5;1;7;2;6;9;30100
9;30100;8;9;11;3;10;4;12;5;1;7;2;6
3;9;11;8;10;4;12;5;1;7;2;6;9;39594
9;30100;8;9;11;3;10;4;12;5;1;7;2;6
8;9;11;3;1;4;12;5;10;7;2;6;9;32500
9;32500;8;9;11;3;1;4;12;5;10;7;2;6
8;6;11;3;1;4;12;5;10;7;2;9;9;25566
9;25566;8;6;11;3;1;4;12;5;10;7;2;9
8;6;11;3;1;4;9;5;10;7;2;12;9;26806
9;26806;8;6;11;3;1;4;9;5;10;7;2;12
8;6;11;3;1;4;5;9;10;7;2;12;9;31886
9;31886;8;6;11;3;1;4;5;9;10;7;2;12
8;7;11;3;1;4;5;9;10;6;2;12;9;43264
9;43264;8;7;11;3;1;4;5;9;10;6;2;12
8;7;11;3;9;4;5;1;10;6;2;12;9;50876
9;43264;8;7;11;3;1;4;5;9;10;6;2;12
8;7;11;3;1;4;5;9;6;10;2;12;9;52844
9;52844;8;7;11;3;1;4;5;9;6;10;2;12
7;8;11;3;1;4;5;9;6;10;2;12;9;50090
9;50090;7;8;11;3;1;4;5;9;6;10;2;12
7;8;11;3;2;4;5;9;6;10;1;12;9;52708
9;52708;7;8;11;3;2;4;5;9;6;10;1;12
7;8;9;3;2;4;5;11;6;10;1;12;9;57132
9;57132;7;8;9;3;2;4;5;11;6;10;1;12
7;3;9;8;2;4;5;11;6;10;1;12;9;50438
9;50438;7;3;9;8;2;4;5;11;6;10;1;12
7;3;9;8;6;4;5;11;2;10;1;12;9;54072
10;54072;7;3;9;8;6;4;5;11;2;10;1;12
7;3;9;8;6;1;5;11;2;10;4;12;10;59824
10;59824;7;3;9;8;6;1;5;11;2;10;4;12
7;3;2;8;6;1;5;11;9;10;4;12;10;61934
10;61934;7;3;2;8;6;1;5;11;9;10;4;12
7;3;2;8;1;6;5;11;9;10;4;12;10;61938
10;61938;7;3;2;8;1;6;5;11;9;10;4;12
7;3;2;8;1;6;4;11;9;10;5;12;10;61340
10;61340;7;3;2;8;1;6;4;11;9;10;5;12
7;3;2;8;1;6;9;11;4;10;5;12;10;62274
10;62274;7;3;2;8;1;6;9;11;4;10;5;12
7;3;4;8;1;6;9;11;2;10;5;12;10;62264
10;62264;7;3;4;8;1;6;9;11;2;10;5;12
7;3;4;8;1;2;9;11;6;10;5;12;10;56532
10;56532;7;3;4;8;1;2;9;11;6;10;5;12
7;3;4;8;1;2;6;11;9;10;5;12;10;55882
10;55882;7;3;4;8;1;2;6;11;9;10;5;12
7;3;8;4;1;2;6;11;9;10;5;12;10;55460
10;55460;7;3;8;4;1;2;6;11;9;10;5;12
7;3;8;5;1;2;6;11;9;10;4;12;10;51312
10;51312;7;3;8;5;1;2;6;11;9;10;4;12
7;3;8;4;1;2;6;11;9;10;5;12;10;55460
10;51312;7;3;8;5;1;2;6;11;9;10;4;12
7;3;8;5;1;4;6;11;9;10;2;12;10;42048
10;42048;7;3;8;5;1;4;6;11;9;10;2;12
1;3;8;5;7;4;6;11;9;10;2;12;10;42832
10;42832;1;3;8;5;7;4;6;11;9;10;2;12
1;3;8;5;7;4;6;11;2;10;9;12;10;42828
10;42828;1;3;8;5;7;4;6;11;2;10;9;12
11;3;8;5;7;4;6;1;2;10;9;12;10;34438
10;34438;11;3;8;5;7;4;6;1;2;10;9;12
11;3;8;5;7;9;6;1;2;10;4;12;10;42886
10;42886;11;3;8;5;7;9;6;1;2;10;4;12
12;3;8;5;7;9;6;1;2;10;4;11;10;46254
10;46254;12;3;8;5;7;9;6;1;2;10;4;11
12;3;8;6;7;9;5;1;2;10;4;11;10;42970
10;42970;12;3;8;6;7;9;5;1;2;10;4;11
4;3;8;6;7;9;5;1;2;10;12;11;10;34430
10;34430;4;3;8;6;7;9;5;1;2;10;12;11
4;3;8;6;7;9;2;1;5;10;12;11;10;39380
11;39380;4;3;8;6;7;9;2;1;5;10;12;11
4;3;8;6;7;11;2;1;5;10;12;9;11;36154
11;36154;4;3;8;6;7;11;2;1;5;10;12;9
4;3;8;6;1;11;2;7;5;10;12;9;11;34850
11;34850;4;3;8;6;1;11;2;7;5;10;12;9
4;3;8;6;11;1;2;7;5;10;12;9;11;38570
11;38570;4;3;8;6;11;1;2;7;5;10;12;9
10;3;8;6;11;1;2;7;5;4;12;9;11;52036
11;52036;10;3;8;6;11;1;2;7;5;4;12;9
10;3;8;6;1;11;2;7;5;4;12;9;11;47370
11;47370;10;3;8;6;1;11;2;7;5;4;12;9
10;3;8;6;1;5;2;7;11;4;12;9;11;36262
11;36262;10;3;8;6;1;5;2;7;11;4;12;9
10;3;8;6;1;9;2;7;11;4;12;5;11;50858
11;50858;10;3;8;6;1;9;2;7;11;4;12;5
10;3;8;6;1;4;2;7;11;9;12;5;11;39098
11;39098;10;3;8;6;1;4;2;7;11;9;12;5
10;3;8;6;7;4;2;1;11;9;12;5;11;45462
11;45462;10;3;8;6;7;4;2;1;11;9;12;5
10;3;8;4;7;6;2;1;11;9;12;5;11;58426
11;45462;10;3;8;6;7;4;2;1;11;9;12;5
10;1;8;6;7;4;2;3;11;9;12;5;11;37526
11;37526;10;1;8;6;7;4;2;3;11;9;12;5
10;1;8;3;7;4;2;6;11;9;12;5;11;31544
11;31544;10;1;8;3;7;4;2;6;11;9;12;5
10;1;12;3;7;4;2;6;11;9;8;5;11;29994
11;29994;10;1;12;3;7;4;2;6;11;9;8;5
7;1;12;3;10;4;2;6;11;9;8;5;11;27436
11;27436;7;1;12;3;10;4;2;6;11;9;8;5
7;1;12;3;8;4;2;6;11;9;10;5;11;36818
11;36818;7;1;12;3;8;4;2;6;11;9;10;5
7;4;12;3;8;1;2;6;11;9;10;5;11;43434
11;43434;7;4;12;3;8;1;2;6;11;9;10;5
7;4;12;3;8;1;11;6;2;9;10;5;11;40970
11;40970;7;4;12;3;8;1;11;6;2;9;10;5
7;4;12;3;6;1;11;8;2;9;10;5;11;44712
11;44712;7;4;12;3;6;1;11;8;2;9;10;5
6;4;12;3;7;1;11;8;2;9;10;5;11;40326
11;40326;6;4;12;3;7;1;11;8;2;9;10;5
6;1;12;3;7;4;11;8;2;9;10;5;11;51124
12;51124;6;1;12;3;7;4;11;8;2;9;10;5
6;1;12;3;8;4;11;7;2;9;10;5;12;44494
12;44494;6;1;12;3;8;4;11;7;2;9;10;5
6;1;12;3;8;4;11;9;2;7;10;5;12;39112
12;39112;6;1;12;3;8;4;11;9;2;7;10;5
6;1;12;3;8;4;11;9;2;5;10;7;12;46984
12;39112;6;1;12;3;8;4;11;9;2;7;10;5
6;10;12;3;8;4;11;9;2;7;1;5;12;39280
12;39280;6;10;12;3;8;4;11;9;2;7;1;5
6;10;9;3;8;4;11;12;2;7;1;5;12;40836
12;40836;6;10;9;3;8;4;11;12;2;7;1;5
6;10;9;3;8;4;11;5;2;7;1;12;12;38436
12;38436;6;10;9;3;8;4;11;5;2;7;1;12
6;10;9;7;8;4;11;5;2;3;1;12;12;41274
12;41274;6;10;9;7;8;4;11;5;2;3;1;12
6;10;9;7;8;4;11;5;2;3;12;1;12;40608
12;40608;6;10;9;7;8;4;11;5;2;3;12;1
5;10;9;7;8;4;11;6;2;3;12;1;12;43594
12;43594;5;10;9;7;8;4;11;6;2;3;12;1
5;10;2;7;8;4;11;6;9;3;12;1;12;46424
12;46424;5;10;2;7;8;4;11;6;9;3;12;1
12;10;2;7;8;4;11;6;9;3;5;1;12;66296
12;46424;5;10;2;7;8;4;11;6;9;3;12;1
5;10;2;7;8;4;1;6;9;3;12;11;12;44188
12;44188;5;10;2;7;8;4;1;6;9;3;12;11
5;10;2;7;9;4;1;6;8;3;12;11;12;50962
12;44188;5;10;2;7;8;4;1;6;9;3;12;11
5;10;2;7;8;4;1;12;9;3;6;11;12;37246
12;37246;5;10;2;7;8;4;1;12;9;3;6;11
5;10;2;7;8;4;1;12;3;9;6;11;12;33766
12;33766;5;10;2;7;8;4;1;12;3;9;6;11
5;10;2;7;8;4;1;12;6;9;3;11;12;33748
12;33748;5;10;2;7;8;4;1;12;6;9;3;11
5;10;4;7;8;2;1;12;6;9;3;11;12;34244
12;34244;5;10;4;7;8;2;1;12;6;9;3;11
5;10;4;7;8;2;1;11;6;9;3;12;12;34408
12;34408;5;10;4;7;8;2;1;11;6;9;3;12
5;10;11;7;8;2;1;4;6;9;3;12;12;33304
