"X1";"X5993080";"X19";"X23";"X17";"X11";"X14";"X9";"X7";"X5";"X26";"X22";"X1.1";"X24";"X25";"X12";"X6";"X15";"X20";"X16";"X21";"X10";"X4";"X3";"X8";"X2";"X13";"X18"
5;5798142;10;25;14;2;18;24;23;16;6;11;20;1;19;3;4;12;15;7;21;9;8;26;22;17;13;5
10;25;14;2;18;4;23;16;6;11;20;1;19;3;24;12;15;7;21;9;8;26;22;17;13;5;5;5843758
5;5843758;10;25;14;2;18;4;23;16;6;11;20;1;19;3;24;12;15;7;21;9;8;26;22;17;13;5
10;25;14;2;18;4;23;16;6;11;20;1;19;3;7;12;15;24;21;9;8;26;22;17;13;5;5;5840523
5;5840523;10;25;14;2;18;4;23;16;6;11;20;1;19;3;7;12;15;24;21;9;8;26;22;17;13;5
10;25;14;2;18;4;23;16;6;3;20;1;19;11;7;12;15;24;21;9;8;26;22;17;13;5;5;5779395
5;5779395;10;25;14;2;18;4;23;16;6;3;20;1;19;11;7;12;15;24;21;9;8;26;22;17;13;5
10;25;14;2;18;4;23;16;6;3;20;1;19;11;7;12;15;24;21;9;8;17;22;26;13;5;5;5778560
5;5778560;10;25;14;2;18;4;23;16;6;3;20;1;19;11;7;12;15;24;21;9;8;17;22;26;13;5
10;25;14;2;18;4;24;16;6;3;20;1;19;11;7;12;15;23;21;9;8;17;22;26;13;5;5;5765249
6;5765249;10;25;14;2;18;4;24;16;6;3;20;1;19;11;7;12;15;23;21;9;8;17;22;26;13;5
10;25;14;2;16;4;24;18;6;3;20;1;19;11;7;12;15;23;21;9;8;17;22;26;13;5;6;5822482
6;5822482;10;25;14;2;16;4;24;18;6;3;20;1;19;11;7;12;15;23;21;9;8;17;22;26;13;5
10;25;5;2;16;4;24;18;6;3;20;1;19;11;7;12;15;23;21;9;8;17;22;26;13;14;6;5833805
6;5833805;10;25;5;2;16;4;24;18;6;3;20;1;19;11;7;12;15;23;21;9;8;17;22;26;13;14
10;25;5;2;17;4;24;18;6;3;20;1;19;11;7;12;15;23;21;9;8;16;22;26;13;14;6;5839566
6;5839566;10;25;5;2;17;4;24;18;6;3;20;1;19;11;7;12;15;23;21;9;8;16;22;26;13;14
10;25;5;2;17;4;24;18;6;3;14;1;19;11;7;12;15;23;21;9;8;16;22;26;13;20;6;5786966
6;5786966;10;25;5;2;17;4;24;18;6;3;14;1;19;11;7;12;15;23;21;9;8;16;22;26;13;20
21;25;5;2;17;4;24;18;6;3;14;1;19;11;7;12;15;23;10;9;8;16;22;26;13;20;6;5832295
6;5832295;21;25;5;2;17;4;24;18;6;3;14;1;19;11;7;12;15;23;10;9;8;16;22;26;13;20
21;25;5;2;17;4;22;18;6;3;14;1;19;11;7;12;15;23;10;9;8;16;24;26;13;20;6;5832204
6;5832204;21;25;5;2;17;4;22;18;6;3;14;1;19;11;7;12;15;23;10;9;8;16;24;26;13;20
21;25;5;2;17;4;22;18;6;3;14;1;20;11;7;12;15;23;10;9;8;16;24;26;13;19;6;5836921
6;5836921;21;25;5;2;17;4;22;18;6;3;14;1;20;11;7;12;15;23;10;9;8;16;24;26;13;19
26;25;5;2;17;4;22;18;6;3;14;1;20;11;7;12;15;23;10;9;8;16;24;21;13;19;6;5825742
6;5825742;26;25;5;2;17;4;22;18;6;3;14;1;20;11;7;12;15;23;10;9;8;16;24;21;13;19
26;25;15;2;17;4;22;18;6;3;14;1;20;11;7;12;5;23;10;9;8;16;24;21;13;19;6;5791730
6;5791730;26;25;15;2;17;4;22;18;6;3;14;1;20;11;7;12;5;23;10;9;8;16;24;21;13;19
26;25;15;2;17;4;22;18;6;3;14;1;20;11;7;12;5;23;10;8;9;16;24;21;13;19;6;5757589
6;5757589;26;25;15;2;17;4;22;18;6;3;14;1;20;11;7;12;5;23;10;8;9;16;24;21;13;19
26;8;15;2;17;4;22;18;6;3;14;1;20;11;7;12;5;23;10;25;9;16;24;21;13;19;6;5767317
6;5767317;26;8;15;2;17;4;22;18;6;3;14;1;20;11;7;12;5;23;10;25;9;16;24;21;13;19
26;8;15;2;17;4;22;18;6;3;14;1;5;11;7;12;20;23;10;25;9;16;24;21;13;19;6;5646524
6;5646524;26;8;15;2;17;4;22;18;6;3;14;1;5;11;7;12;20;23;10;25;9;16;24;21;13;19
26;8;15;2;17;4;22;18;6;3;14;1;5;11;7;12;20;23;10;25;9;16;24;13;21;19;6;5674600
6;5674600;26;8;15;2;17;4;22;18;6;3;14;1;5;11;7;12;20;23;10;25;9;16;24;13;21;19
26;12;15;2;17;4;22;18;6;3;14;1;5;11;7;8;20;23;10;25;9;16;24;13;21;19;6;5756281
6;5756281;26;12;15;2;17;4;22;18;6;3;14;1;5;11;7;8;20;23;10;25;9;16;24;13;21;19
26;12;15;2;5;4;22;18;6;3;14;1;17;11;7;8;20;23;10;25;9;16;24;13;21;19;6;5886900
6;5886900;26;12;15;2;5;4;22;18;6;3;14;1;17;11;7;8;20;23;10;25;9;16;24;13;21;19
26;12;13;2;5;4;22;18;6;3;14;1;17;11;7;8;20;23;10;25;9;16;24;15;21;19;6;5868327
6;5868327;26;12;13;2;5;4;22;18;6;3;14;1;17;11;7;8;20;23;10;25;9;16;24;15;21;19
26;12;13;2;5;4;22;18;6;3;14;1;10;11;7;8;20;23;17;25;9;16;24;15;21;19;6;5869932
6;5869932;26;12;13;2;5;4;22;18;6;3;14;1;10;11;7;8;20;23;17;25;9;16;24;15;21;19
26;21;13;2;5;4;22;18;6;3;14;1;10;11;7;8;20;23;17;25;9;16;24;15;12;19;6;5803309
6;5803309;26;21;13;2;5;4;22;18;6;3;14;1;10;11;7;8;20;23;17;25;9;16;24;15;12;19
