"X1";"X6048922";"X11";"X7";"X23";"X12";"X20";"X4";"X18";"X13";"X8";"X9";"X24";"X6";"X22";"X25";"X5";"X3";"X2";"X15";"X26";"X19";"X14";"X1.1";"X10";"X17";"X21";"X16"
11;18;23;12;4;26;17;13;21;16;9;6;22;25;5;3;20;2;14;15;19;1;10;7;8;24;1;6017942
1;6017942;11;18;23;12;4;26;17;13;21;16;9;6;22;25;5;3;20;2;14;15;19;1;10;7;8;24
11;18;23;12;4;26;17;13;5;16;9;6;22;25;21;3;20;2;14;15;19;1;10;7;8;24;1;5928600
1;5928600;11;18;23;12;4;26;17;13;5;16;9;6;22;25;21;3;20;2;14;15;19;1;10;7;8;24
11;18;23;17;4;26;12;13;5;16;9;6;22;25;21;3;20;2;14;15;19;1;10;7;8;24;1;5915832
1;5915832;11;18;23;17;4;26;12;13;5;16;9;6;22;25;21;3;20;2;14;15;19;1;10;7;8;24
11;18;23;17;4;26;12;13;16;5;9;6;22;25;21;3;20;2;14;15;19;1;10;7;8;24;1;5820772
1;5820772;11;18;23;17;4;26;12;13;16;5;9;6;22;25;21;3;20;2;14;15;19;1;10;7;8;24
11;13;23;17;4;26;12;18;16;5;9;6;22;25;21;3;20;2;14;15;19;1;10;7;8;24;1;5849630
1;5849630;11;13;23;17;4;26;12;18;16;5;9;6;22;25;21;3;20;2;14;15;19;1;10;7;8;24
11;13;23;17;4;26;12;18;16;5;9;6;22;25;21;3;20;2;14;15;19;1;24;7;8;10;1;5846536
1;5846536;11;13;23;17;4;26;12;18;16;5;9;6;22;25;21;3;20;2;14;15;19;1;24;7;8;10
11;13;23;17;4;26;12;18;16;5;9;2;22;25;21;3;20;6;14;15;19;1;24;7;8;10;1;5835204
1;5835204;11;13;23;17;4;26;12;18;16;5;9;2;22;25;21;3;20;6;14;15;19;1;24;7;8;10
11;13;23;17;4;26;12;18;16;5;9;2;22;25;21;3;6;20;14;15;19;1;24;7;8;10;1;5830100
1;5830100;11;13;23;17;4;26;12;18;16;5;9;2;22;25;21;3;6;20;14;15;19;1;24;7;8;10
11;13;23;6;4;26;12;18;16;5;9;2;22;25;21;3;17;20;14;15;19;1;24;7;8;10;1;5839801
1;5839801;11;13;23;6;4;26;12;18;16;5;9;2;22;25;21;3;17;20;14;15;19;1;24;7;8;10
11;13;23;6;4;5;12;18;16;26;9;2;22;25;21;3;17;20;14;15;19;1;24;7;8;10;1;5871352
2;5871352;11;13;23;6;4;5;12;18;16;26;9;2;22;25;21;3;17;20;14;15;19;1;24;7;8;10
11;13;23;25;4;5;12;18;16;26;9;2;22;6;21;3;17;20;14;15;19;1;24;7;8;10;2;5866153
2;5866153;11;13;23;25;4;5;12;18;16;26;9;2;22;6;21;3;17;20;14;15;19;1;24;7;8;10
11;13;25;23;4;5;12;18;16;26;9;2;22;6;21;3;17;20;14;15;19;1;24;7;8;10;2;5862946
2;5862946;11;13;25;23;4;5;12;18;16;26;9;2;22;6;21;3;17;20;14;15;19;1;24;7;8;10
11;13;25;23;4;5;12;3;16;26;9;2;22;6;21;18;17;20;14;15;19;1;24;7;8;10;2;5881240
2;5881240;11;13;25;23;4;5;12;3;16;26;9;2;22;6;21;18;17;20;14;15;19;1;24;7;8;10
11;13;25;16;4;5;12;3;23;26;9;2;22;6;21;18;17;20;14;15;19;1;24;7;8;10;2;5890703
2;5890703;11;13;25;16;4;5;12;3;23;26;9;2;22;6;21;18;17;20;14;15;19;1;24;7;8;10
11;21;25;16;4;5;12;3;23;26;9;2;22;6;13;18;17;20;14;15;19;1;24;7;8;10;2;5891111
2;5891111;11;21;25;16;4;5;12;3;23;26;9;2;22;6;13;18;17;20;14;15;19;1;24;7;8;10
11;21;25;16;4;5;24;3;23;26;9;2;22;6;13;18;17;20;14;15;19;1;12;7;8;10;2;5924381
2;5924381;11;21;25;16;4;5;24;3;23;26;9;2;22;6;13;18;17;20;14;15;19;1;12;7;8;10
1;21;25;16;4;5;24;3;23;26;9;2;22;6;13;18;17;20;14;15;19;11;12;7;8;10;2;5904033
2;5904033;1;21;25;16;4;5;24;3;23;26;9;2;22;6;13;18;17;20;14;15;19;11;12;7;8;10
1;21;25;16;23;5;24;3;4;26;9;2;22;6;13;18;17;20;14;15;19;11;12;7;8;10;2;5940959
2;5940959;1;21;25;16;23;5;24;3;4;26;9;2;22;6;13;18;17;20;14;15;19;11;12;7;8;10
9;21;25;16;23;5;24;3;4;26;1;2;22;6;13;18;17;20;14;15;19;11;12;7;8;10;2;5951842
2;5951842;9;21;25;16;23;5;24;3;4;26;1;2;22;6;13;18;17;20;14;15;19;11;12;7;8;10
4;21;25;16;23;5;24;3;9;26;1;2;22;6;13;18;17;20;14;15;19;11;12;7;8;10;2;5963270
2;5963270;4;21;25;16;23;5;24;3;9;26;1;2;22;6;13;18;17;20;14;15;19;11;12;7;8;10
4;21;25;2;23;5;24;3;9;26;1;16;22;6;13;18;17;20;14;15;19;11;12;7;8;10;2;5968709
2;5968709;4;21;25;2;23;5;24;3;9;26;1;16;22;6;13;18;17;20;14;15;19;11;12;7;8;10
4;21;25;2;23;19;24;3;9;26;1;16;22;6;13;18;17;20;14;15;5;11;12;7;8;10;2;5936166
2;5936166;4;21;25;2;23;19;24;3;9;26;1;16;22;6;13;18;17;20;14;15;5;11;12;7;8;10
15;21;25;2;23;19;24;3;9;26;1;16;22;6;13;18;17;20;14;4;5;11;12;7;8;10;2;5924545
2;5924545;15;21;25;2;23;19;24;3;9;26;1;16;22;6;13;18;17;20;14;4;5;11;12;7;8;10
15;21;25;2;23;11;24;3;9;26;1;16;22;6;13;18;17;20;14;4;5;19;12;7;8;10;2;5947790
2;5947790;15;21;25;2;23;11;24;3;9;26;1;16;22;6;13;18;17;20;14;4;5;19;12;7;8;10
15;21;25;2;23;11;24;3;9;26;1;10;22;6;13;18;17;20;14;4;5;19;12;7;8;16;2;5951049
2;5951049;15;21;25;2;23;11;24;3;9;26;1;10;22;6;13;18;17;20;14;4;5;19;12;7;8;16
15;21;25;2;23;11;24;3;9;26;1;10;22;6;13;16;17;20;14;4;5;19;12;7;8;18;2;5961698
2;5961698;15;21;25;2;23;11;24;3;9;26;1;10;22;6;13;16;17;20;14;4;5;19;12;7;8;18
15;21;25;2;23;11;24;3;9;26;1;10;22;6;13;4;17;20;14;16;5;19;12;7;8;18;2;5936410
2;5936410;15;21;25;2;23;11;24;3;9;26;1;10;22;6;13;4;17;20;14;16;5;19;12;7;8;18
15;21;25;2;23;11;24;3;9;26;1;10;22;17;13;4;6;20;14;16;5;19;12;7;8;18;2;5931332
2;5931332;15;21;25;2;23;11;24;3;9;26;1;10;22;17;13;4;6;20;14;16;5;19;12;7;8;18
5;21;25;2;23;11;24;3;9;26;1;10;22;17;13;4;6;20;14;16;15;19;12;7;8;18;2;5886179
2;5886179;5;21;25;2;23;11;24;3;9;26;1;10;22;17;13;4;6;20;14;16;15;19;12;7;8;18
5;21;25;2;23;11;24;3;9;26;1;10;22;17;13;8;6;20;14;16;15;19;12;7;4;18;2;5876647
3;5876647;5;21;25;2;23;11;24;3;9;26;1;10;22;17;13;8;6;20;14;16;15;19;12;7;4;18
5;21;25;2;23;11;24;3;9;13;1;10;22;17;26;8;6;20;14;16;15;19;12;7;4;18;3;5868467
3;5868467;5;21;25;2;23;11;24;3;9;13;1;10;22;17;26;8;6;20;14;16;15;19;12;7;4;18
5;21;25;2;10;11;24;3;9;13;1;23;22;17;26;8;6;20;14;16;15;19;12;7;4;18;3;5865435
3;5865435;5;21;25;2;10;11;24;3;9;13;1;23;22;17;26;8;6;20;14;16;15;19;12;7;4;18
5;21;25;2;10;22;24;3;9;13;1;23;11;17;26;8;6;20;14;16;15;19;12;7;4;18;3;5846460
3;5846460;5;21;25;2;10;22;24;3;9;13;1;23;11;17;26;8;6;20;14;16;15;19;12;7;4;18
18;21;25;2;10;22;24;3;9;13;1;23;11;17;26;8;6;20;14;16;15;19;12;7;4;5;3;5989646
3;5989646;18;21;25;2;10;22;24;3;9;13;1;23;11;17;26;8;6;20;14;16;15;19;12;7;4;5
18;21;25;2;10;12;24;3;9;13;1;23;11;17;26;8;6;20;14;16;15;19;22;7;4;5;3;6010811
3;6010811;18;21;25;2;10;12;24;3;9;13;1;23;11;17;26;8;6;20;14;16;15;19;22;7;4;5
18;21;25;2;10;12;24;3;9;13;1;23;11;17;8;26;6;20;14;16;15;19;22;7;4;5;3;5958578
3;5958578;18;21;25;2;10;12;24;3;9;13;1;23;11;17;8;26;6;20;14;16;15;19;22;7;4;5
18;13;25;2;10;12;24;3;9;21;1;23;11;17;8;26;6;20;14;16;15;19;22;7;4;5;3;5931697
3;5931697;18;13;25;2;10;12;24;3;9;21;1;23;11;17;8;26;6;20;14;16;15;19;22;7;4;5
7;13;25;2;10;12;24;3;9;21;1;23;11;17;8;26;6;20;14;16;15;19;22;18;4;5;3;5935595
3;5935595;7;13;25;2;10;12;24;3;9;21;1;23;11;17;8;26;6;20;14;16;15;19;22;18;4;5
7;13;25;2;10;12;24;3;9;21;1;23;11;17;8;26;6;20;14;16;15;4;22;18;19;5;3;5921167
3;5921167;7;13;25;2;10;12;24;3;9;21;1;23;11;17;8;26;6;20;14;16;15;4;22;18;19;5
7;13;25;2;15;12;24;3;9;21;1;23;11;17;8;26;6;20;14;16;10;4;22;18;19;5;3;5927397
3;5927397;7;13;25;2;15;12;24;3;9;21;1;23;11;17;8;26;6;20;14;16;10;4;22;18;19;5
7;13;25;2;15;12;24;9;3;21;1;23;11;17;8;26;6;20;14;16;10;4;22;18;19;5;3;5905517
3;5905517;7;13;25;2;15;12;24;9;3;21;1;23;11;17;8;26;6;20;14;16;10;4;22;18;19;5
7;13;25;2;15;12;24;9;3;21;1;23;11;17;8;26;6;20;14;16;10;4;5;18;19;22;3;5946159
3;5946159;7;13;25;2;15;12;24;9;3;21;1;23;11;17;8;26;6;20;14;16;10;4;5;18;19;22
7;13;25;2;15;10;24;9;3;21;1;23;11;17;8;26;6;20;14;16;12;4;5;18;19;22;3;5987743
3;5987743;7;13;25;2;15;10;24;9;3;21;1;23;11;17;8;26;6;20;14;16;12;4;5;18;19;22
7;13;25;6;15;10;24;9;3;21;1;23;11;17;8;26;2;20;14;16;12;4;5;18;19;22;3;5951883
3;5951883;7;13;25;6;15;10;24;9;3;21;1;23;11;17;8;26;2;20;14;16;12;4;5;18;19;22
1;13;25;6;15;10;24;9;3;21;7;23;11;17;8;26;2;20;14;16;12;4;5;18;19;22;3;5992174
3;5992174;1;13;25;6;15;10;24;9;3;21;7;23;11;17;8;26;2;20;14;16;12;4;5;18;19;22
1;13;25;6;15;10;24;9;8;21;7;23;11;17;3;26;2;20;14;16;12;4;5;18;19;22;3;5922390
3;5922390;1;13;25;6;15;10;24;9;8;21;7;23;11;17;3;26;2;20;14;16;12;4;5;18;19;22
1;13;25;6;15;17;24;9;8;21;7;23;11;10;3;26;2;20;14;16;12;4;5;18;19;22;3;5926695
3;5926695;1;13;25;6;15;17;24;9;8;21;7;23;11;10;3;26;2;20;14;16;12;4;5;18;19;22
1;13;25;6;15;17;24;9;8;21;7;23;11;10;3;26;5;20;14;16;12;4;2;18;19;22;3;5771804
3;5771804;1;13;25;6;15;17;24;9;8;21;7;23;11;10;3;26;5;20;14;16;12;4;2;18;19;22
1;13;25;6;15;26;24;9;8;21;7;23;11;10;3;17;5;20;14;16;12;4;2;18;19;22;3;5775064
3;5775064;1;13;25;6;15;26;24;9;8;21;7;23;11;10;3;17;5;20;14;16;12;4;2;18;19;22
1;13;19;6;15;26;24;9;8;21;7;23;11;10;3;17;5;20;14;16;12;4;2;18;25;22;3;5732026
4;5732026;1;13;19;6;15;26;24;9;8;21;7;23;11;10;3;17;5;20;14;16;12;4;2;18;25;22
5;13;19;6;15;26;24;9;8;21;7;23;11;10;3;17;1;20;14;16;12;4;2;18;25;22;4;5876383
4;5876383;5;13;19;6;15;26;24;9;8;21;7;23;11;10;3;17;1;20;14;16;12;4;2;18;25;22
5;13;19;6;15;26;24;9;8;21;7;23;11;10;3;17;16;20;14;1;12;4;2;18;25;22;4;5963962
4;5963962;5;13;19;6;15;26;24;9;8;21;7;23;11;10;3;17;16;20;14;1;12;4;2;18;25;22
5;13;19;6;15;26;24;9;2;21;7;23;11;10;3;17;16;20;14;1;12;4;8;18;25;22;4;6040176
4;6040176;5;13;19;6;15;26;24;9;2;21;7;23;11;10;3;17;16;20;14;1;12;4;8;18;25;22
5;14;19;6;15;26;24;9;2;21;7;23;11;10;3;17;16;20;13;1;12;4;8;18;25;22;4;6166933
4;6166933;5;14;19;6;15;26;24;9;2;21;7;23;11;10;3;17;16;20;13;1;12;4;8;18;25;22
5;14;19;6;15;26;24;12;2;21;7;23;11;10;3;17;16;20;13;1;9;4;8;18;25;22;4;6323176
4;6323176;5;14;19;6;15;26;24;12;2;21;7;23;11;10;3;17;16;20;13;1;9;4;8;18;25;22
5;14;19;6;15;26;24;12;2;21;7;23;11;10;3;17;16;20;13;1;9;18;8;4;25;22;4;6324312
4;6324312;5;14;19;6;15;26;24;12;2;21;7;23;11;10;3;17;16;20;13;1;9;18;8;4;25;22
2;14;19;6;15;26;24;12;5;21;7;23;11;10;3;17;16;20;13;1;9;18;8;4;25;22;4;6026468
4;6026468;2;14;19;6;15;26;24;12;5;21;7;23;11;10;3;17;16;20;13;1;9;18;8;4;25;22
2;14;19;6;15;26;24;12;5;7;21;23;11;10;3;17;16;20;13;1;9;18;8;4;25;22;4;6080587
4;6080587;2;14;19;6;15;26;24;12;5;7;21;23;11;10;3;17;16;20;13;1;9;18;8;4;25;22
2;14;19;6;15;26;24;12;5;7;17;23;11;10;3;21;16;20;13;1;9;18;8;4;25;22;4;6046655
4;6046655;2;14;19;6;15;26;24;12;5;7;17;23;11;10;3;21;16;20;13;1;9;18;8;4;25;22
2;14;19;6;15;26;24;12;5;7;17;23;11;16;3;21;10;20;13;1;9;18;8;4;25;22;4;6057976
4;6057976;2;14;19;6;15;26;24;12;5;7;17;23;11;16;3;21;10;20;13;1;9;18;8;4;25;22
2;14;19;6;15;26;24;12;5;22;17;23;11;16;3;21;10;20;13;1;9;18;8;4;25;7;4;6062001
4;6062001;2;14;19;6;15;26;24;12;5;22;17;23;11;16;3;21;10;20;13;1;9;18;8;4;25;7
2;14;19;6;15;26;24;12;23;22;17;5;11;16;3;21;10;20;13;1;9;18;8;4;25;7;4;6215679
4;6215679;2;14;19;6;15;26;24;12;23;22;17;5;11;16;3;21;10;20;13;1;9;18;8;4;25;7
2;14;19;6;15;26;24;12;23;22;17;5;11;16;3;21;10;20;13;1;18;9;8;4;25;7;4;6181102
4;6181102;2;14;19;6;15;26;24;12;23;22;17;5;11;16;3;21;10;20;13;1;18;9;8;4;25;7
2;14;19;6;22;26;24;12;23;15;17;5;11;16;3;21;10;20;13;1;18;9;8;4;25;7;4;6134146
4;6134146;2;14;19;6;22;26;24;12;23;15;17;5;11;16;3;21;10;20;13;1;18;9;8;4;25;7
2;3;19;6;22;26;24;12;23;15;17;5;11;16;14;21;10;20;13;1;18;9;8;4;25;7;4;6108010
4;6108010;2;3;19;6;22;26;24;12;23;15;17;5;11;16;14;21;10;20;13;1;18;9;8;4;25;7
2;3;19;6;22;26;10;12;23;15;17;5;11;16;14;21;24;20;13;1;18;9;8;4;25;7;4;6108503
4;6108503;2;3;19;6;22;26;10;12;23;15;17;5;11;16;14;21;24;20;13;1;18;9;8;4;25;7
2;3;19;6;22;26;10;12;23;17;15;5;11;16;14;21;24;20;13;1;18;9;8;4;25;7;4;6127713
4;6127713;2;3;19;6;22;26;10;12;23;17;15;5;11;16;14;21;24;20;13;1;18;9;8;4;25;7
2;3;19;6;22;26;10;12;23;17;25;5;11;16;14;21;24;20;13;1;18;9;8;4;15;7;4;6114553
4;6114553;2;3;19;6;22;26;10;12;23;17;25;5;11;16;14;21;24;20;13;1;18;9;8;4;15;7
17;3;19;6;22;26;10;12;23;2;25;5;11;16;14;21;24;20;13;1;18;9;8;4;15;7;4;6090565
4;6090565;17;3;19;6;22;26;10;12;23;2;25;5;11;16;14;21;24;20;13;1;18;9;8;4;15;7
17;3;19;6;22;26;10;12;23;2;25;5;11;16;14;21;24;20;13;15;18;9;8;4;1;7;4;6107220
5;6107220;17;3;19;6;22;26;10;12;23;2;25;5;11;16;14;21;24;20;13;15;18;9;8;4;1;7
17;3;19;6;22;26;10;12;23;2;25;5;11;16;14;21;15;20;13;24;18;9;8;4;1;7;5;6037566
5;6037566;17;3;19;6;22;26;10;12;23;2;25;5;11;16;14;21;15;20;13;24;18;9;8;4;1;7
17;19;3;6;22;26;10;12;23;2;25;5;11;16;14;21;15;20;13;24;18;9;8;4;1;7;5;6058471
5;6058471;17;19;3;6;22;26;10;12;23;2;25;5;11;16;14;21;15;20;13;24;18;9;8;4;1;7
17;19;3;6;22;26;10;12;23;2;25;5;11;16;14;21;15;20;13;7;18;9;8;4;1;24;5;6095762
5;6095762;17;19;3;6;22;26;10;12;23;2;25;5;11;16;14;21;15;20;13;7;18;9;8;4;1;24
17;19;3;6;22;26;10;12;15;2;25;5;11;16;14;21;23;20;13;7;18;9;8;4;1;24;5;6105773
5;6105773;17;19;3;6;22;26;10;12;15;2;25;5;11;16;14;21;23;20;13;7;18;9;8;4;1;24
17;19;3;6;16;26;10;12;15;2;25;5;11;22;14;21;23;20;13;7;18;9;8;4;1;24;5;6109400
5;6109400;17;19;3;6;16;26;10;12;15;2;25;5;11;22;14;21;23;20;13;7;18;9;8;4;1;24
17;13;3;6;16;26;10;12;15;2;25;5;11;22;14;21;23;20;19;7;18;9;8;4;1;24;5;6040253
5;6040253;17;13;3;6;16;26;10;12;15;2;25;5;11;22;14;21;23;20;19;7;18;9;8;4;1;24
14;13;3;6;16;26;10;12;15;2;25;5;11;22;17;21;23;20;19;7;18;9;8;4;1;24;5;6053305
5;6053305;14;13;3;6;16;26;10;12;15;2;25;5;11;22;17;21;23;20;19;7;18;9;8;4;1;24
14;13;3;20;16;26;10;12;15;2;25;5;11;22;17;21;23;6;19;7;18;9;8;4;1;24;5;6109025
5;6109025;14;13;3;20;16;26;10;12;15;2;25;5;11;22;17;21;23;6;19;7;18;9;8;4;1;24
14;13;3;20;16;26;10;4;15;2;25;5;11;22;17;21;23;6;19;7;18;9;8;12;1;24;5;6092160
5;6092160;14;13;3;20;16;26;10;4;15;2;25;5;11;22;17;21;23;6;19;7;18;9;8;12;1;24
25;13;3;20;16;26;10;4;15;2;14;5;11;22;17;21;23;6;19;7;18;9;8;12;1;24;5;5983769
5;5983769;25;13;3;20;16;26;10;4;15;2;14;5;11;22;17;21;23;6;19;7;18;9;8;12;1;24
25;13;3;20;16;26;10;4;15;2;14;5;11;22;17;21;23;19;6;7;18;9;8;12;1;24;5;5982349
5;5982349;25;13;3;20;16;26;10;4;15;2;14;5;11;22;17;21;23;19;6;7;18;9;8;12;1;24
25;13;10;20;16;26;3;4;15;2;14;5;11;22;17;21;23;19;6;7;18;9;8;12;1;24;5;5903759
5;5903759;25;13;10;20;16;26;3;4;15;2;14;5;11;22;17;21;23;19;6;7;18;9;8;12;1;24
25;13;10;20;16;26;3;4;15;2;24;5;11;22;17;21;23;19;6;7;18;9;8;12;1;14;5;5959541
5;5959541;25;13;10;20;16;26;3;4;15;2;24;5;11;22;17;21;23;19;6;7;18;9;8;12;1;14
25;13;10;20;23;26;3;4;15;2;24;5;11;22;17;21;16;19;6;7;18;9;8;12;1;14;5;5955151
5;5955151;25;13;10;20;23;26;3;4;15;2;24;5;11;22;17;21;16;19;6;7;18;9;8;12;1;14
25;13;10;20;23;15;3;4;26;2;24;5;11;22;17;21;16;19;6;7;18;9;8;12;1;14;5;5961093
5;5961093;25;13;10;20;23;15;3;4;26;2;24;5;11;22;17;21;16;19;6;7;18;9;8;12;1;14
25;13;10;20;23;15;3;4;26;2;24;5;11;22;16;21;17;19;6;7;18;9;8;12;1;14;5;5967190
5;5967190;25;13;10;20;23;15;3;4;26;2;24;5;11;22;16;21;17;19;6;7;18;9;8;12;1;14
25;13;14;20;23;15;3;4;26;2;24;5;11;22;16;21;17;19;6;7;18;9;8;12;1;10;5;6051504
5;6051504;25;13;14;20;23;15;3;4;26;2;24;5;11;22;16;21;17;19;6;7;18;9;8;12;1;10
25;13;14;20;23;15;3;4;26;2;24;5;11;22;16;21;17;19;6;7;1;9;8;12;18;10;5;6011826
5;6011826;25;13;14;20;23;15;3;4;26;2;24;5;11;22;16;21;17;19;6;7;1;9;8;12;18;10
25;13;14;20;23;15;3;4;26;2;24;9;11;22;16;21;17;19;6;7;1;5;8;12;18;10;5;6179928
5;6179928;25;13;14;20;23;15;3;4;26;2;24;9;11;22;16;21;17;19;6;7;1;5;8;12;18;10
25;13;14;20;23;15;3;4;26;2;24;9;7;22;16;21;17;19;6;11;1;5;8;12;18;10;5;6166555
6;6166555;25;13;14;20;23;15;3;4;26;2;24;9;7;22;16;21;17;19;6;11;1;5;8;12;18;10
25;13;14;20;23;15;3;4;26;2;24;9;16;22;7;21;17;19;6;11;1;5;8;12;18;10;6;6168961
6;6168961;25;13;14;20;23;15;3;4;26;2;24;9;16;22;7;21;17;19;6;11;1;5;8;12;18;10
10;13;14;20;23;15;3;4;26;2;24;9;16;22;7;21;17;19;6;11;1;5;8;12;18;25;6;6173067
6;6173067;10;13;14;20;23;15;3;4;26;2;24;9;16;22;7;21;17;19;6;11;1;5;8;12;18;25
10;13;14;20;23;15;3;4;26;25;24;9;16;22;7;21;17;19;6;11;1;5;8;12;18;2;6;6175683
6;6175683;10;13;14;20;23;15;3;4;26;25;24;9;16;22;7;21;17;19;6;11;1;5;8;12;18;2
10;13;14;20;23;15;3;4;26;25;24;9;16;22;8;21;17;19;6;11;1;5;7;12;18;2;6;6175148
6;6175148;10;13;14;20;23;15;3;4;26;25;24;9;16;22;8;21;17;19;6;11;1;5;7;12;18;2
10;16;14;20;23;15;3;4;26;25;24;9;13;22;8;21;17;19;6;11;1;5;7;12;18;2;6;6149778
6;6149778;10;16;14;20;23;15;3;4;26;25;24;9;13;22;8;21;17;19;6;11;1;5;7;12;18;2
10;16;14;20;23;15;3;4;26;25;24;9;13;22;8;21;17;19;6;11;1;5;7;12;2;18;6;6149778
6;6149778;10;16;14;20;23;15;3;4;26;25;24;9;13;22;8;21;17;19;6;11;1;5;7;12;2;18
10;16;14;20;23;25;3;4;26;15;24;9;13;22;8;21;17;19;6;11;1;5;7;12;2;18;6;6133255
6;6133255;10;16;14;20;23;25;3;4;26;15;24;9;13;22;8;21;17;19;6;11;1;5;7;12;2;18
10;16;14;20;23;25;3;4;24;15;26;9;13;22;8;21;17;19;6;11;1;5;7;12;2;18;6;6133992
6;6133992;10;16;14;20;23;25;3;4;24;15;26;9;13;22;8;21;17;19;6;11;1;5;7;12;2;18
10;16;14;20;23;25;3;4;24;9;26;15;13;22;8;21;17;19;6;11;1;5;7;12;2;18;6;6077618
6;6077618;10;16;14;20;23;25;3;4;24;9;26;15;13;22;8;21;17;19;6;11;1;5;7;12;2;18
10;16;14;20;5;25;3;4;24;9;26;15;13;22;8;21;17;19;6;11;1;23;7;12;2;18;6;5969158
6;5969158;10;16;14;20;5;25;3;4;24;9;26;15;13;22;8;21;17;19;6;11;1;23;7;12;2;18
10;16;17;20;5;25;3;4;24;9;26;15;13;22;8;21;14;19;6;11;1;23;7;12;2;18;6;5871046
6;5871046;10;16;17;20;5;25;3;4;24;9;26;15;13;22;8;21;14;19;6;11;1;23;7;12;2;18
10;16;17;20;5;25;3;4;24;9;26;15;14;22;8;21;13;19;6;11;1;23;7;12;2;18;6;5873797
6;5873797;10;16;17;20;5;25;3;4;24;9;26;15;14;22;8;21;13;19;6;11;1;23;7;12;2;18
10;16;3;20;5;25;17;4;24;9;26;15;14;22;8;21;13;19;6;11;1;23;7;12;2;18;6;5895411
6;5895411;10;16;3;20;5;25;17;4;24;9;26;15;14;22;8;21;13;19;6;11;1;23;7;12;2;18
10;16;3;20;5;23;17;4;24;9;26;15;14;22;8;21;13;19;6;11;1;25;7;12;2;18;6;5884152
6;5884152;10;16;3;20;5;23;17;4;24;9;26;15;14;22;8;21;13;19;6;11;1;25;7;12;2;18
10;16;3;20;13;23;17;4;24;9;26;15;14;22;8;21;5;19;6;11;1;25;7;12;2;18;6;5850865
6;5850865;10;16;3;20;13;23;17;4;24;9;26;15;14;22;8;21;5;19;6;11;1;25;7;12;2;18
10;16;3;20;13;9;17;4;24;23;26;15;14;22;8;21;5;19;6;11;1;25;7;12;2;18;6;5895858
6;5895858;10;16;3;20;13;9;17;4;24;23;26;15;14;22;8;21;5;19;6;11;1;25;7;12;2;18
10;16;3;20;13;9;17;4;24;23;26;15;14;22;21;8;5;19;6;11;1;25;7;12;2;18;6;5883898
6;5883898;10;16;3;20;13;9;17;4;24;23;26;15;14;22;21;8;5;19;6;11;1;25;7;12;2;18
10;16;3;20;15;9;17;4;24;23;26;13;14;22;21;8;5;19;6;11;1;25;7;12;2;18;6;5899796
6;5899796;10;16;3;20;15;9;17;4;24;23;26;13;14;22;21;8;5;19;6;11;1;25;7;12;2;18
