"X1";"X5902731";"X11";"X16";"X13";"X8";"X17";"X20";"X3";"X5";"X12";"X15";"X23";"X19";"X18";"X1.1";"X10";"X25";"X24";"X7";"X9";"X2";"X26";"X6";"X21";"X22";"X14";"X4"
25;22;21;4;20;7;19;2;1;18;12;17;8;24;23;11;16;9;15;26;13;5;10;6;14;3;3;5963802
3;5963802;25;22;21;4;20;7;19;2;1;18;12;17;8;24;23;11;16;9;15;26;13;5;10;6;14;3
25;22;21;4;17;7;19;2;1;18;12;20;8;24;23;11;16;9;15;26;13;5;10;6;14;3;3;5930615
3;5930615;25;22;21;4;17;7;19;2;1;18;12;20;8;24;23;11;16;9;15;26;13;5;10;6;14;3
25;14;21;4;17;7;19;2;1;18;12;20;8;24;23;11;16;9;15;26;13;5;10;6;22;3;3;5932647
3;5932647;25;14;21;4;17;7;19;2;1;18;12;20;8;24;23;11;16;9;15;26;13;5;10;6;22;3
25;14;21;4;17;7;19;2;9;18;12;20;8;24;23;11;16;1;15;26;13;5;10;6;22;3;3;5937059
3;5937059;25;14;21;4;17;7;19;2;9;18;12;20;8;24;23;11;16;1;15;26;13;5;10;6;22;3
25;14;21;4;15;7;19;2;9;18;12;20;8;24;23;11;16;1;17;26;13;5;10;6;22;3;3;5954318
3;5954318;25;14;21;4;15;7;19;2;9;18;12;20;8;24;23;11;16;1;17;26;13;5;10;6;22;3
25;14;21;4;15;7;19;2;9;18;12;20;8;24;23;11;16;1;17;26;5;13;10;6;22;3;3;6055662
3;6055662;25;14;21;4;15;7;19;2;9;18;12;20;8;24;23;11;16;1;17;26;5;13;10;6;22;3
25;14;21;4;15;7;19;6;9;18;12;20;8;24;23;11;16;1;17;26;5;13;10;2;22;3;3;6068074
3;6068074;25;14;21;4;15;7;19;6;9;18;12;20;8;24;23;11;16;1;17;26;5;13;10;2;22;3
25;14;21;4;15;7;19;6;9;18;12;20;8;24;23;11;16;1;17;26;13;5;10;2;22;3;3;5966730
3;5966730;25;14;21;4;15;7;19;6;9;18;12;20;8;24;23;11;16;1;17;26;13;5;10;2;22;3
25;14;21;4;13;7;19;6;9;18;12;20;8;24;23;11;16;1;17;26;15;5;10;2;22;3;3;5979524
3;5979524;25;14;21;4;13;7;19;6;9;18;12;20;8;24;23;11;16;1;17;26;15;5;10;2;22;3
25;14;21;4;13;7;19;6;9;18;2;20;8;24;23;11;16;1;17;26;15;5;10;12;22;3;3;6005050
3;6005050;25;14;21;4;13;7;19;6;9;18;2;20;8;24;23;11;16;1;17;26;15;5;10;12;22;3
25;14;21;4;8;7;19;6;9;18;2;20;13;24;23;11;16;1;17;26;15;5;10;12;22;3;3;6007022
3;6007022;25;14;21;4;8;7;19;6;9;18;2;20;13;24;23;11;16;1;17;26;15;5;10;12;22;3
25;14;21;4;19;7;8;6;9;18;2;20;13;24;23;11;16;1;17;26;15;5;10;12;22;3;3;6069692
3;6069692;25;14;21;4;19;7;8;6;9;18;2;20;13;24;23;11;16;1;17;26;15;5;10;12;22;3
10;14;21;4;19;7;8;6;9;18;2;20;13;24;23;11;16;1;17;26;15;5;25;12;22;3;3;6070079
3;6070079;10;14;21;4;19;7;8;6;9;18;2;20;13;24;23;11;16;1;17;26;15;5;25;12;22;3
10;5;21;4;19;7;8;6;9;18;2;20;13;24;23;11;16;1;17;26;15;14;25;12;22;3;3;6034185
3;6034185;10;5;21;4;19;7;8;6;9;18;2;20;13;24;23;11;16;1;17;26;15;14;25;12;22;3
3;5;21;4;19;7;8;6;9;18;2;20;13;24;23;11;16;1;17;26;15;14;25;12;22;10;3;5925177
3;5925177;3;5;21;4;19;7;8;6;9;18;2;20;13;24;23;11;16;1;17;26;15;14;25;12;22;10
3;5;21;4;19;7;8;10;9;18;2;20;13;24;23;11;16;1;17;26;15;14;25;12;22;6;3;5928533
3;5928533;3;5;21;4;19;7;8;10;9;18;2;20;13;24;23;11;16;1;17;26;15;14;25;12;22;6
3;5;21;4;19;7;17;10;9;18;2;20;13;24;23;11;16;1;8;26;15;14;25;12;22;6;3;5922973
4;5922973;3;5;21;4;19;7;17;10;9;18;2;20;13;24;23;11;16;1;8;26;15;14;25;12;22;6
3;5;21;4;19;7;17;10;9;18;2;20;13;24;23;11;16;1;14;26;15;8;25;12;22;6;4;5862463
4;5862463;3;5;21;4;19;7;17;10;9;18;2;20;13;24;23;11;16;1;14;26;15;8;25;12;22;6
3;5;21;4;19;7;17;10;9;18;2;20;13;24;23;11;16;1;14;22;15;8;25;12;26;6;4;5863140
4;5863140;3;5;21;4;19;7;17;10;9;18;2;20;13;24;23;11;16;1;14;22;15;8;25;12;26;6
3;5;21;4;19;7;17;16;9;18;2;20;13;24;23;11;10;1;14;22;15;8;25;12;26;6;4;5865022
4;5865022;3;5;21;4;19;7;17;16;9;18;2;20;13;24;23;11;10;1;14;22;15;8;25;12;26;6
22;5;21;4;19;7;17;16;9;18;2;20;13;24;23;11;10;1;14;3;15;8;25;12;26;6;4;5876880
4;5876880;22;5;21;4;19;7;17;16;9;18;2;20;13;24;23;11;10;1;14;3;15;8;25;12;26;6
22;5;21;4;19;6;17;16;9;18;2;20;13;24;23;11;10;1;14;3;15;8;25;12;26;7;4;5887595
4;5887595;22;5;21;4;19;6;17;16;9;18;2;20;13;24;23;11;10;1;14;3;15;8;25;12;26;7
22;5;21;4;19;6;17;16;9;18;2;15;13;24;23;11;10;1;14;3;20;8;25;12;26;7;4;5958208
4;5958208;22;5;21;4;19;6;17;16;9;18;2;15;13;24;23;11;10;1;14;3;20;8;25;12;26;7
22;5;21;4;19;6;17;16;9;24;2;15;13;18;23;11;10;1;14;3;20;8;25;12;26;7;4;5971751
4;5971751;22;5;21;4;19;6;17;16;9;24;2;15;13;18;23;11;10;1;14;3;20;8;25;12;26;7
22;5;20;4;19;6;17;16;9;24;2;15;13;18;23;11;10;1;14;3;21;8;25;12;26;7;4;5918203
4;5918203;22;5;20;4;19;6;17;16;9;24;2;15;13;18;23;11;10;1;14;3;21;8;25;12;26;7
22;5;20;4;19;6;17;16;9;3;2;15;13;18;23;11;10;1;14;24;21;8;25;12;26;7;4;5840717
4;5840717;22;5;20;4;19;6;17;16;9;3;2;15;13;18;23;11;10;1;14;24;21;8;25;12;26;7
5;22;20;4;19;6;17;16;9;3;2;15;13;18;23;11;10;1;14;24;21;8;25;12;26;7;4;5849601
4;5849601;5;22;20;4;19;6;17;16;9;3;2;15;13;18;23;11;10;1;14;24;21;8;25;12;26;7
5;22;20;4;19;6;17;16;9;3;2;15;13;18;23;11;8;1;14;24;21;10;25;12;26;7;4;5792659
4;5792659;5;22;20;4;19;6;17;16;9;3;2;15;13;18;23;11;8;1;14;24;21;10;25;12;26;7
5;22;20;4;19;6;17;16;9;3;2;15;13;14;23;11;8;1;18;24;21;10;25;12;26;7;4;5747377
4;5747377;5;22;20;4;19;6;17;16;9;3;2;15;13;14;23;11;8;1;18;24;21;10;25;12;26;7
5;22;23;4;19;6;17;16;9;3;2;15;13;14;20;11;8;1;18;24;21;10;25;12;26;7;4;5757179
4;5757179;5;22;23;4;19;6;17;16;9;3;2;15;13;14;20;11;8;1;18;24;21;10;25;12;26;7
5;22;23;4;19;6;17;16;9;3;25;15;13;14;20;11;8;1;18;24;21;10;2;12;26;7;4;5765752
4;5765752;5;22;23;4;19;6;17;16;9;3;25;15;13;14;20;11;8;1;18;24;21;10;2;12;26;7
5;22;23;4;19;6;10;16;9;3;25;15;13;14;20;11;8;1;18;24;21;17;2;12;26;7;4;5763073
4;5763073;5;22;23;4;19;6;10;16;9;3;25;15;13;14;20;11;8;1;18;24;21;17;2;12;26;7
5;22;23;4;19;16;10;6;9;3;25;15;13;14;20;11;8;1;18;24;21;17;2;12;26;7;4;5762791
4;5762791;5;22;23;4;19;16;10;6;9;3;25;15;13;14;20;11;8;1;18;24;21;17;2;12;26;7
5;22;23;4;19;16;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;6;2;12;26;7;4;5778284
4;5778284;5;22;23;4;19;16;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;6;2;12;26;7
5;22;23;6;19;16;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;4;2;12;26;7;4;5787837
4;5787837;5;22;23;6;19;16;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;4;2;12;26;7
12;22;23;6;19;16;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;4;2;5;26;7;4;5942081
4;5942081;12;22;23;6;19;16;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;4;2;5;26;7
12;22;23;6;19;2;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;4;16;5;26;7;4;5932890
5;5932890;12;22;23;6;19;2;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;4;16;5;26;7
12;22;23;6;16;2;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;4;19;5;26;7;5;5895272
5;5895272;12;22;23;6;16;2;10;17;9;3;25;15;13;14;20;11;8;1;18;24;21;4;19;5;26;7
12;22;23;6;16;2;25;17;9;3;10;15;13;14;20;11;8;1;18;24;21;4;19;5;26;7;5;5897254
5;5897254;12;22;23;6;16;2;25;17;9;3;10;15;13;14;20;11;8;1;18;24;21;4;19;5;26;7
12;22;23;6;16;2;25;4;9;3;10;15;13;14;20;11;8;1;18;24;21;17;19;5;26;7;5;5833063
5;5833063;12;22;23;6;16;2;25;4;9;3;10;15;13;14;20;11;8;1;18;24;21;17;19;5;26;7
12;22;23;6;16;2;25;4;9;3;10;17;13;14;20;11;8;1;18;24;21;15;19;5;26;7;5;5865615
5;5865615;12;22;23;6;16;2;25;4;9;3;10;17;13;14;20;11;8;1;18;24;21;15;19;5;26;7
12;22;23;6;14;2;25;4;9;3;10;17;13;16;20;11;8;1;18;24;21;15;19;5;26;7;5;6001560
5;6001560;12;22;23;6;14;2;25;4;9;3;10;17;13;16;20;11;8;1;18;24;21;15;19;5;26;7
12;22;23;6;14;2;25;4;9;3;10;17;13;19;20;11;8;1;18;24;21;15;16;5;26;7;5;5976922
5;5976922;12;22;23;6;14;2;25;4;9;3;10;17;13;19;20;11;8;1;18;24;21;15;16;5;26;7
12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;6;8;1;18;24;21;15;16;5;26;7;5;5971609
5;5971609;12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;6;8;1;18;24;21;15;16;5;26;7
12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;6;8;5;18;24;21;15;16;1;26;7;5;5827267
5;5827267;12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;6;8;5;18;24;21;15;16;1;26;7
12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;6;8;5;18;24;21;15;1;16;26;7;5;5827267
5;5827267;12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;6;8;5;18;24;21;15;1;16;26;7
12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;24;8;5;18;6;21;15;1;16;26;7;5;5852174
5;5852174;12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;24;8;5;18;6;21;15;1;16;26;7
12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;8;24;5;18;6;21;15;1;16;26;7;5;5900807
5;5900807;12;22;23;11;14;2;25;4;9;3;10;17;13;19;20;8;24;5;18;6;21;15;1;16;26;7
12;22;23;11;14;2;25;6;9;3;10;17;13;19;20;8;24;5;18;4;21;15;1;16;26;7;5;5857226
5;5857226;12;22;23;11;14;2;25;6;9;3;10;17;13;19;20;8;24;5;18;4;21;15;1;16;26;7
12;22;23;11;14;2;25;6;9;3;10;17;13;5;20;8;24;19;18;4;21;15;1;16;26;7;5;5904872
5;5904872;12;22;23;11;14;2;25;6;9;3;10;17;13;5;20;8;24;19;18;4;21;15;1;16;26;7
12;22;23;11;14;2;25;6;9;3;10;17;5;13;20;8;24;19;18;4;21;15;1;16;26;7;5;5883738
5;5883738;12;22;23;11;14;2;25;6;9;3;10;17;5;13;20;8;24;19;18;4;21;15;1;16;26;7
12;22;23;11;14;2;25;6;13;3;10;17;5;9;20;8;24;19;18;4;21;15;1;16;26;7;5;5879843
5;5879843;12;22;23;11;14;2;25;6;13;3;10;17;5;9;20;8;24;19;18;4;21;15;1;16;26;7
12;22;23;11;14;2;25;6;13;3;10;17;5;4;20;8;24;19;18;9;21;15;1;16;26;7;5;5965347
5;5965347;12;22;23;11;14;2;25;6;13;3;10;17;5;4;20;8;24;19;18;9;21;15;1;16;26;7
12;22;23;11;14;2;25;6;1;3;10;17;5;4;20;8;24;19;18;9;21;15;13;16;26;7;5;5923961
5;5923961;12;22;23;11;14;2;25;6;1;3;10;17;5;4;20;8;24;19;18;9;21;15;13;16;26;7
12;22;23;11;14;2;25;6;1;15;10;17;5;4;20;8;24;19;18;9;21;3;13;16;26;7;5;5852293
5;5852293;12;22;23;11;14;2;25;6;1;15;10;17;5;4;20;8;24;19;18;9;21;3;13;16;26;7
12;22;23;11;14;2;25;6;1;15;10;17;26;4;20;8;24;19;18;9;21;3;13;16;5;7;5;5865821
5;5865821;12;22;23;11;14;2;25;6;1;15;10;17;26;4;20;8;24;19;18;9;21;3;13;16;5;7
12;22;23;11;14;2;25;6;1;15;10;17;26;8;20;4;24;19;18;9;21;3;13;16;5;7;5;5888063
6;5888063;12;22;23;11;14;2;25;6;1;15;10;17;26;8;20;4;24;19;18;9;21;3;13;16;5;7
12;22;23;11;14;2;25;6;1;26;10;17;15;8;20;4;24;19;18;9;21;3;13;16;5;7;6;5894235
6;5894235;12;22;23;11;14;2;25;6;1;26;10;17;15;8;20;4;24;19;18;9;21;3;13;16;5;7
12;22;23;11;14;10;25;6;1;26;2;17;15;8;20;4;24;19;18;9;21;3;13;16;5;7;6;5849255
6;5849255;12;22;23;11;14;10;25;6;1;26;2;17;15;8;20;4;24;19;18;9;21;3;13;16;5;7
12;9;23;11;14;10;25;6;1;26;2;17;15;8;20;4;24;19;18;22;21;3;13;16;5;7;6;5808875
6;5808875;12;9;23;11;14;10;25;6;1;26;2;17;15;8;20;4;24;19;18;22;21;3;13;16;5;7
12;9;23;11;6;10;25;14;1;26;2;17;15;8;20;4;24;19;18;22;21;3;13;16;5;7;6;5877745
6;5877745;12;9;23;11;6;10;25;14;1;26;2;17;15;8;20;4;24;19;18;22;21;3;13;16;5;7
12;9;24;11;6;10;25;14;1;26;2;17;15;8;20;4;23;19;18;22;21;3;13;16;5;7;6;5881395
6;5881395;12;9;24;11;6;10;25;14;1;26;2;17;15;8;20;4;23;19;18;22;21;3;13;16;5;7
12;9;24;11;6;10;25;14;1;26;2;17;5;8;20;4;23;19;18;22;21;3;13;16;15;7;6;5731378
6;5731378;12;9;24;11;6;10;25;14;1;26;2;17;5;8;20;4;23;19;18;22;21;3;13;16;15;7
12;9;24;11;6;10;25;14;16;26;2;17;5;8;20;4;23;19;18;22;21;3;13;1;15;7;6;5786712
6;5786712;12;9;24;11;6;10;25;14;16;26;2;17;5;8;20;4;23;19;18;22;21;3;13;1;15;7
12;9;24;11;6;10;25;14;16;26;2;17;5;8;3;4;23;19;18;22;21;20;13;1;15;7;6;5865308
6;5865308;12;9;24;11;6;10;25;14;16;26;2;17;5;8;3;4;23;19;18;22;21;20;13;1;15;7
12;9;24;11;6;10;25;14;16;26;2;17;5;8;3;19;23;4;18;22;21;20;13;1;15;7;6;5876474
6;5876474;12;9;24;11;6;10;25;14;16;26;2;17;5;8;3;19;23;4;18;22;21;20;13;1;15;7
1;9;24;11;6;10;25;14;16;26;2;17;5;8;3;19;23;4;18;22;21;20;13;12;15;7;6;5874974
6;5874974;1;9;24;11;6;10;25;14;16;26;2;17;5;8;3;19;23;4;18;22;21;20;13;12;15;7
19;9;24;11;6;10;25;14;16;26;2;17;5;8;3;1;23;4;18;22;21;20;13;12;15;7;6;5905300
6;5905300;19;9;24;11;6;10;25;14;16;26;2;17;5;8;3;1;23;4;18;22;21;20;13;12;15;7
19;9;24;11;6;10;25;14;16;26;2;17;5;8;7;1;23;4;18;22;21;20;13;12;15;3;6;5832261
6;5832261;19;9;24;11;6;10;25;14;16;26;2;17;5;8;7;1;23;4;18;22;21;20;13;12;15;3
19;9;24;11;6;14;25;10;16;26;2;17;5;8;7;1;23;4;18;22;21;20;13;12;15;3;6;5822447
6;5822447;19;9;24;11;6;14;25;10;16;26;2;17;5;8;7;1;23;4;18;22;21;20;13;12;15;3
19;9;24;11;6;25;14;10;16;26;2;17;5;8;7;1;23;4;18;22;21;20;13;12;15;3;6;5822447
6;5822447;19;9;24;11;6;25;14;10;16;26;2;17;5;8;7;1;23;4;18;22;21;20;13;12;15;3
19;9;24;11;6;25;14;10;16;26;2;17;5;8;7;1;23;4;18;22;21;20;13;12;3;15;6;5822447
6;5822447;19;9;24;11;6;25;14;10;16;26;2;17;5;8;7;1;23;4;18;22;21;20;13;12;3;15
19;9;24;11;6;25;14;10;16;26;2;17;5;8;7;1;23;4;18;22;3;20;13;12;21;15;6;5920002
6;5920002;19;9;24;11;6;25;14;10;16;26;2;17;5;8;7;1;23;4;18;22;3;20;13;12;21;15
19;9;24;11;6;4;14;10;16;26;2;17;5;8;7;1;23;25;18;22;3;20;13;12;21;15;6;5957192
6;5957192;19;9;24;11;6;4;14;10;16;26;2;17;5;8;7;1;23;25;18;22;3;20;13;12;21;15
19;9;24;11;6;4;14;10;16;26;2;20;5;8;7;1;23;25;18;22;3;17;13;12;21;15;6;5856246
6;5856246;19;9;24;11;6;4;14;10;16;26;2;20;5;8;7;1;23;25;18;22;3;17;13;12;21;15
