"X1";"X5913023";"X25";"X5";"X2";"X22";"X16";"X20";"X19";"X8";"X1.1";"X6";"X18";"X23";"X14";"X10";"X17";"X12";"X7";"X3";"X13";"X4";"X11";"X26";"X9";"X21";"X15";"X24"
7;5;21;22;23;18;19;8;14;2;25;20;1;10;17;12;11;13;3;4;16;26;9;6;15;24;1;5874058
1;5874058;7;5;21;22;23;18;19;8;14;2;25;20;1;10;17;12;11;13;3;4;16;26;9;6;15;24
7;5;21;22;23;18;19;8;14;4;25;20;1;10;17;12;11;13;3;2;16;26;9;6;15;24;1;5860447
1;5860447;7;5;21;22;23;18;19;8;14;4;25;20;1;10;17;12;11;13;3;2;16;26;9;6;15;24
7;5;21;22;23;18;19;8;14;4;25;20;1;10;17;12;11;16;3;2;13;26;9;6;15;24;1;5920314
1;5920314;7;5;21;22;23;18;19;8;14;4;25;20;1;10;17;12;11;16;3;2;13;26;9;6;15;24
7;5;21;22;23;18;19;8;14;25;4;20;1;10;17;12;11;16;3;2;13;26;9;6;15;24;1;5951132
1;5951132;7;5;21;22;23;18;19;8;14;25;4;20;1;10;17;12;11;16;3;2;13;26;9;6;15;24
7;5;11;22;23;18;19;8;14;25;4;20;1;10;17;12;21;16;3;2;13;26;9;6;15;24;1;5933434
1;5933434;7;5;11;22;23;18;19;8;14;25;4;20;1;10;17;12;21;16;3;2;13;26;9;6;15;24
5;7;11;22;23;18;19;8;14;25;4;20;1;10;17;12;21;16;3;2;13;26;9;6;15;24;1;5940263
1;5940263;5;7;11;22;23;18;19;8;14;25;4;20;1;10;17;12;21;16;3;2;13;26;9;6;15;24
5;11;7;22;23;18;19;8;14;25;4;20;1;10;17;12;21;16;3;2;13;26;9;6;15;24;1;5939511
1;5939511;5;11;7;22;23;18;19;8;14;25;4;20;1;10;17;12;21;16;3;2;13;26;9;6;15;24
5;6;7;22;23;18;19;8;14;25;4;20;1;10;17;12;21;16;3;2;13;26;9;11;15;24;1;5939827
1;5939827;5;6;7;22;23;18;19;8;14;25;4;20;1;10;17;12;21;16;3;2;13;26;9;11;15;24
5;6;7;22;23;18;19;13;14;25;4;20;1;10;17;12;21;16;3;2;8;26;9;11;15;24;1;5894898
2;5894898;5;6;7;22;23;18;19;13;14;25;4;20;1;10;17;12;21;16;3;2;8;26;9;11;15;24
5;6;7;22;23;18;19;13;14;25;4;20;1;10;17;12;24;16;3;2;8;26;9;11;15;21;2;5924699
2;5924699;5;6;7;22;23;18;19;13;14;25;4;20;1;10;17;12;24;16;3;2;8;26;9;11;15;21
5;6;7;22;23;18;19;4;14;25;13;20;1;10;17;12;24;16;3;2;8;26;9;11;15;21;2;5909527
2;5909527;5;6;7;22;23;18;19;4;14;25;13;20;1;10;17;12;24;16;3;2;8;26;9;11;15;21
5;6;7;22;23;18;19;4;14;25;13;20;1;10;17;12;24;3;16;2;8;26;9;11;15;21;2;5908947
2;5908947;5;6;7;22;23;18;19;4;14;25;13;20;1;10;17;12;24;3;16;2;8;26;9;11;15;21
5;8;7;22;23;18;19;4;14;25;13;20;1;10;17;12;24;3;16;2;6;26;9;11;15;21;2;5907845
2;5907845;5;8;7;22;23;18;19;4;14;25;13;20;1;10;17;12;24;3;16;2;6;26;9;11;15;21
5;8;7;22;23;18;19;4;14;25;13;20;1;10;17;21;24;3;16;2;6;26;9;11;15;12;2;5890418
2;5890418;5;8;7;22;23;18;19;4;14;25;13;20;1;10;17;21;24;3;16;2;6;26;9;11;15;12
5;8;7;22;23;18;19;12;14;25;13;20;1;10;17;21;24;3;16;2;6;26;9;11;15;4;2;5902267
2;5902267;5;8;7;22;23;18;19;12;14;25;13;20;1;10;17;21;24;3;16;2;6;26;9;11;15;4
5;8;7;22;23;18;19;12;14;25;24;20;1;10;17;21;13;3;16;2;6;26;9;11;15;4;2;5887783
2;5887783;5;8;7;22;23;18;19;12;14;25;24;20;1;10;17;21;13;3;16;2;6;26;9;11;15;4
5;8;7;22;23;18;2;12;14;25;24;20;1;10;17;21;13;3;16;19;6;26;9;11;15;4;2;5931325
2;5931325;5;8;7;22;23;18;2;12;14;25;24;20;1;10;17;21;13;3;16;19;6;26;9;11;15;4
5;8;7;22;23;18;2;12;14;25;24;20;1;10;17;4;13;3;16;19;6;26;9;11;15;21;2;5933137
2;5933137;5;8;7;22;23;18;2;12;14;25;24;20;1;10;17;4;13;3;16;19;6;26;9;11;15;21
5;8;7;22;23;18;2;12;14;25;24;20;1;10;17;4;13;3;15;19;6;26;9;11;16;21;2;5906710
2;5906710;5;8;7;22;23;18;2;12;14;25;24;20;1;10;17;4;13;3;15;19;6;26;9;11;16;21
5;24;7;22;23;18;2;12;14;25;8;20;1;10;17;4;13;3;15;19;6;26;9;11;16;21;2;5889612
2;5889612;5;24;7;22;23;18;2;12;14;25;8;20;1;10;17;4;13;3;15;19;6;26;9;11;16;21
5;24;7;22;23;18;20;12;14;25;8;2;1;10;17;4;13;3;15;19;6;26;9;11;16;21;2;5885741
2;5885741;5;24;7;22;23;18;20;12;14;25;8;2;1;10;17;4;13;3;15;19;6;26;9;11;16;21
5;24;7;22;23;18;20;12;14;25;8;2;1;10;17;15;13;3;4;19;6;26;9;11;16;21;2;5901157
2;5901157;5;24;7;22;23;18;20;12;14;25;8;2;1;10;17;15;13;3;4;19;6;26;9;11;16;21
5;24;7;22;23;18;11;12;14;25;8;2;1;10;17;15;13;3;4;19;6;26;9;20;16;21;2;5996024
2;5996024;5;24;7;22;23;18;11;12;14;25;8;2;1;10;17;15;13;3;4;19;6;26;9;20;16;21
5;24;7;22;23;18;11;12;14;25;8;2;1;10;17;6;13;3;4;19;15;26;9;20;16;21;2;5985694
2;5985694;5;24;7;22;23;18;11;12;14;25;8;2;1;10;17;6;13;3;4;19;15;26;9;20;16;21
5;24;7;22;23;18;11;12;14;25;8;2;17;10;1;6;13;3;4;19;15;26;9;20;16;21;2;6014230
2;6014230;5;24;7;22;23;18;11;12;14;25;8;2;17;10;1;6;13;3;4;19;15;26;9;20;16;21
5;24;7;22;23;18;11;12;14;25;8;2;17;10;1;6;13;21;4;19;15;26;9;20;16;3;2;5989654
2;5989654;5;24;7;22;23;18;11;12;14;25;8;2;17;10;1;6;13;21;4;19;15;26;9;20;16;3
9;24;7;22;23;18;11;12;14;25;8;2;17;10;1;6;13;21;4;19;15;26;5;20;16;3;2;6020855
2;6020855;9;24;7;22;23;18;11;12;14;25;8;2;17;10;1;6;13;21;4;19;15;26;5;20;16;3
9;24;7;3;23;18;11;12;14;25;8;2;17;10;1;6;13;21;4;19;15;26;5;20;16;22;2;6016839
2;6016839;9;24;7;3;23;18;11;12;14;25;8;2;17;10;1;6;13;21;4;19;15;26;5;20;16;22
9;24;7;3;23;18;11;12;14;25;8;16;17;10;1;6;13;21;4;19;15;26;5;20;2;22;2;5989476
3;5989476;9;24;7;3;23;18;11;12;14;25;8;16;17;10;1;6;13;21;4;19;15;26;5;20;2;22
9;24;7;3;23;18;11;17;14;25;8;16;12;10;1;6;13;21;4;19;15;26;5;20;2;22;3;6023961
3;6023961;9;24;7;3;23;18;11;17;14;25;8;16;12;10;1;6;13;21;4;19;15;26;5;20;2;22
9;24;7;3;23;18;11;17;14;25;8;16;5;10;1;6;13;21;4;19;15;26;12;20;2;22;3;5917262
3;5917262;9;24;7;3;23;18;11;17;14;25;8;16;5;10;1;6;13;21;4;19;15;26;12;20;2;22
9;24;7;3;23;18;11;17;14;25;8;16;5;10;1;6;2;21;4;19;15;26;12;20;13;22;3;5918911
3;5918911;9;24;7;3;23;18;11;17;14;25;8;16;5;10;1;6;2;21;4;19;15;26;12;20;13;22
9;24;7;3;23;18;2;17;14;25;8;16;5;10;1;6;11;21;4;19;15;26;12;20;13;22;3;5918744
3;5918744;9;24;7;3;23;18;2;17;14;25;8;16;5;10;1;6;11;21;4;19;15;26;12;20;13;22
9;24;7;3;22;18;2;17;14;25;8;16;5;10;1;6;11;21;4;19;15;26;12;20;13;23;3;5913477
3;5913477;9;24;7;3;22;18;2;17;14;25;8;16;5;10;1;6;11;21;4;19;15;26;12;20;13;23
9;24;7;3;22;18;2;25;14;17;8;16;5;10;1;6;11;21;4;19;15;26;12;20;13;23;3;5913157
3;5913157;9;24;7;3;22;18;2;25;14;17;8;16;5;10;1;6;11;21;4;19;15;26;12;20;13;23
9;24;7;3;22;14;2;25;18;17;8;16;5;10;1;6;11;21;4;19;15;26;12;20;13;23;3;5890528
3;5890528;9;24;7;3;22;14;2;25;18;17;8;16;5;10;1;6;11;21;4;19;15;26;12;20;13;23
9;24;7;3;22;14;2;25;18;17;8;16;5;10;1;6;11;21;4;13;15;26;12;20;19;23;3;5814220
3;5814220;9;24;7;3;22;14;2;25;18;17;8;16;5;10;1;6;11;21;4;13;15;26;12;20;19;23
9;25;7;3;22;14;2;24;18;17;8;16;5;10;1;6;11;21;4;13;15;26;12;20;19;23;3;5813840
3;5813840;9;25;7;3;22;14;2;24;18;17;8;16;5;10;1;6;11;21;4;13;15;26;12;20;19;23
9;25;7;3;22;14;2;24;18;17;8;16;5;26;1;6;11;21;4;13;15;10;12;20;19;23;3;5803359
3;5803359;9;25;7;3;22;14;2;24;18;17;8;16;5;26;1;6;11;21;4;13;15;10;12;20;19;23
9;25;7;3;24;14;2;22;18;17;8;16;5;26;1;6;11;21;4;13;15;10;12;20;19;23;3;5791118
3;5791118;9;25;7;3;24;14;2;22;18;17;8;16;5;26;1;6;11;21;4;13;15;10;12;20;19;23
9;25;7;3;14;24;2;22;18;17;8;16;5;26;1;6;11;21;4;13;15;10;12;20;19;23;3;5918734
3;5918734;9;25;7;3;14;24;2;22;18;17;8;16;5;26;1;6;11;21;4;13;15;10;12;20;19;23
9;25;7;8;14;24;2;22;18;17;3;16;5;26;1;6;11;21;4;13;15;10;12;20;19;23;3;5984326
3;5984326;9;25;7;8;14;24;2;22;18;17;3;16;5;26;1;6;11;21;4;13;15;10;12;20;19;23
9;25;7;8;14;24;2;22;18;17;3;16;5;26;1;6;11;4;21;13;15;10;12;20;19;23;3;5982086
3;5982086;9;25;7;8;14;24;2;22;18;17;3;16;5;26;1;6;11;4;21;13;15;10;12;20;19;23
9;25;7;8;14;24;15;22;18;17;3;16;5;26;1;6;11;4;21;13;2;10;12;20;19;23;3;5997463
3;5997463;9;25;7;8;14;24;15;22;18;17;3;16;5;26;1;6;11;4;21;13;2;10;12;20;19;23
9;25;7;8;14;24;15;22;18;17;3;16;5;26;2;6;11;4;21;13;1;10;12;20;19;23;3;6007844
3;6007844;9;25;7;8;14;24;15;22;18;17;3;16;5;26;2;6;11;4;21;13;1;10;12;20;19;23
9;25;7;8;14;24;15;22;18;17;3;16;5;26;2;1;11;4;21;13;6;10;12;20;19;23;3;5934078
3;5934078;9;25;7;8;14;24;15;22;18;17;3;16;5;26;2;1;11;4;21;13;6;10;12;20;19;23
15;25;7;8;14;24;9;22;18;17;3;16;5;26;2;1;11;4;21;13;6;10;12;20;19;23;3;5860360
3;5860360;15;25;7;8;14;24;9;22;18;17;3;16;5;26;2;1;11;4;21;13;6;10;12;20;19;23
15;25;7;8;14;24;9;22;18;17;3;16;5;26;2;1;21;4;11;13;6;10;12;20;19;23;3;5868554
3;5868554;15;25;7;8;14;24;9;22;18;17;3;16;5;26;2;1;21;4;11;13;6;10;12;20;19;23
15;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;21;4;11;13;6;26;12;20;19;23;3;5881246
4;5881246;15;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;21;4;11;13;6;26;12;20;19;23
15;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;19;4;11;13;6;26;12;20;21;23;4;5860159
4;5860159;15;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;19;4;11;13;6;26;12;20;21;23
26;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;19;4;11;13;6;15;12;20;21;23;4;5851486
4;5851486;26;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;19;4;11;13;6;15;12;20;21;23
26;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;19;6;11;13;4;15;12;20;21;23;4;5855769
4;5855769;26;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;19;6;11;13;4;15;12;20;21;23
26;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;19;6;11;15;4;13;12;20;21;23;4;5866728
4;5866728;26;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;19;6;11;15;4;13;12;20;21;23
19;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;26;6;11;15;4;13;12;20;21;23;4;5933234
4;5933234;19;25;7;8;14;24;9;22;18;17;3;16;5;10;2;1;26;6;11;15;4;13;12;20;21;23
8;25;7;19;14;24;9;22;18;17;3;16;5;10;2;1;26;6;11;15;4;13;12;20;21;23;4;5926184
4;5926184;8;25;7;19;14;24;9;22;18;17;3;16;5;10;2;1;26;6;11;15;4;13;12;20;21;23
8;25;7;19;17;24;9;22;18;14;3;16;5;10;2;1;26;6;11;15;4;13;12;20;21;23;4;5851850
4;5851850;8;25;7;19;17;24;9;22;18;14;3;16;5;10;2;1;26;6;11;15;4;13;12;20;21;23
26;25;7;19;17;24;9;22;18;14;3;16;5;10;2;1;8;6;11;15;4;13;12;20;21;23;4;5801927
4;5801927;26;25;7;19;17;24;9;22;18;14;3;16;5;10;2;1;8;6;11;15;4;13;12;20;21;23
26;25;7;19;17;24;9;22;18;6;3;16;5;10;2;1;8;14;11;15;4;13;12;20;21;23;4;5743843
4;5743843;26;25;7;19;17;24;9;22;18;6;3;16;5;10;2;1;8;14;11;15;4;13;12;20;21;23
26;25;7;19;17;24;9;22;14;6;3;16;5;10;2;1;8;18;11;15;4;13;12;20;21;23;4;5783148
4;5783148;26;25;7;19;17;24;9;22;14;6;3;16;5;10;2;1;8;18;11;15;4;13;12;20;21;23
26;25;7;19;17;24;14;22;9;6;3;16;5;10;2;1;8;18;11;15;4;13;12;20;21;23;4;5807165
4;5807165;26;25;7;19;17;24;14;22;9;6;3;16;5;10;2;1;8;18;11;15;4;13;12;20;21;23
17;25;7;19;26;24;14;22;9;6;3;16;5;10;2;1;8;18;11;15;4;13;12;20;21;23;4;5810813
4;5810813;17;25;7;19;26;24;14;22;9;6;3;16;5;10;2;1;8;18;11;15;4;13;12;20;21;23
17;25;20;19;26;24;14;22;9;6;3;16;5;10;2;1;8;18;11;15;4;13;12;7;21;23;4;5779228
4;5779228;17;25;20;19;26;24;14;22;9;6;3;16;5;10;2;1;8;18;11;15;4;13;12;7;21;23
17;25;20;19;26;24;14;22;9;6;13;16;5;10;2;1;8;18;11;15;4;3;12;7;21;23;4;5783565
4;5783565;17;25;20;19;26;24;14;22;9;6;13;16;5;10;2;1;8;18;11;15;4;3;12;7;21;23
26;25;20;19;17;24;14;22;9;6;13;16;5;10;2;1;8;18;11;15;4;3;12;7;21;23;4;5785276
4;5785276;26;25;20;19;17;24;14;22;9;6;13;16;5;10;2;1;8;18;11;15;4;3;12;7;21;23
26;25;20;19;17;24;14;22;9;6;13;16;5;10;2;1;8;18;11;15;4;7;12;3;21;23;4;5822844
4;5822844;26;25;20;19;17;24;14;22;9;6;13;16;5;10;2;1;8;18;11;15;4;7;12;3;21;23
26;25;20;22;17;24;14;19;9;6;13;16;5;10;2;1;8;18;11;15;4;7;12;3;21;23;4;5781846
4;5781846;26;25;20;22;17;24;14;19;9;6;13;16;5;10;2;1;8;18;11;15;4;7;12;3;21;23
26;21;20;22;17;24;14;19;9;6;13;16;5;10;2;1;8;18;11;15;4;7;12;3;25;23;4;5719488
4;5719488;26;21;20;22;17;24;14;19;9;6;13;16;5;10;2;1;8;18;11;15;4;7;12;3;25;23
26;21;2;22;17;24;14;19;9;6;13;16;5;10;20;1;8;18;11;15;4;7;12;3;25;23;4;5699615
4;5699615;26;21;2;22;17;24;14;19;9;6;13;16;5;10;20;1;8;18;11;15;4;7;12;3;25;23
3;21;2;22;17;24;14;19;9;6;13;16;5;10;20;1;8;18;11;15;4;7;12;26;25;23;4;5699751
5;5699751;3;21;2;22;17;24;14;19;9;6;13;16;5;10;20;1;8;18;11;15;4;7;12;26;25;23
3;21;2;22;17;24;20;19;9;6;13;16;5;10;14;1;8;18;11;15;4;7;12;26;25;23;5;5831558
5;5831558;3;21;2;22;17;24;20;19;9;6;13;16;5;10;14;1;8;18;11;15;4;7;12;26;25;23
3;21;2;22;17;24;20;19;9;6;13;26;5;10;14;1;8;18;11;15;4;7;12;16;25;23;5;5828081
5;5828081;3;21;2;22;17;24;20;19;9;6;13;26;5;10;14;1;8;18;11;15;4;7;12;16;25;23
3;21;2;22;17;24;20;19;25;6;13;26;5;10;14;1;8;18;11;15;4;7;12;16;9;23;5;5868719
5;5868719;3;21;2;22;17;24;20;19;25;6;13;26;5;10;14;1;8;18;11;15;4;7;12;16;9;23
3;21;2;22;18;24;20;19;25;6;13;26;5;10;14;1;8;17;11;15;4;7;12;16;9;23;5;5962985
5;5962985;3;21;2;22;18;24;20;19;25;6;13;26;5;10;14;1;8;17;11;15;4;7;12;16;9;23
3;9;2;22;18;24;20;19;25;6;13;26;5;10;14;1;8;17;11;15;4;7;12;16;21;23;5;6036447
5;6036447;3;9;2;22;18;24;20;19;25;6;13;26;5;10;14;1;8;17;11;15;4;7;12;16;21;23
3;9;2;22;18;24;20;19;25;6;4;26;5;10;14;1;8;17;11;15;13;7;12;16;21;23;5;5999989
5;5999989;3;9;2;22;18;24;20;19;25;6;4;26;5;10;14;1;8;17;11;15;13;7;12;16;21;23
3;9;2;22;18;24;20;19;25;6;8;26;5;10;14;1;4;17;11;15;13;7;12;16;21;23;5;6049856
5;6049856;3;9;2;22;18;24;20;19;25;6;8;26;5;10;14;1;4;17;11;15;13;7;12;16;21;23
3;9;2;22;18;24;20;19;25;6;21;26;5;10;14;1;4;17;11;15;13;7;12;16;8;23;5;5987177
5;5987177;3;9;2;22;18;24;20;19;25;6;21;26;5;10;14;1;4;17;11;15;13;7;12;16;8;23
3;9;2;22;18;24;20;19;25;6;21;26;5;10;14;1;4;17;11;23;13;7;12;16;8;15;5;5948463
5;5948463;3;9;2;22;18;24;20;19;25;6;21;26;5;10;14;1;4;17;11;23;13;7;12;16;8;15
3;9;2;22;14;24;20;19;25;6;21;26;5;10;18;1;4;17;11;23;13;7;12;16;8;15;5;5938381
5;5938381;3;9;2;22;14;24;20;19;25;6;21;26;5;10;18;1;4;17;11;23;13;7;12;16;8;15
3;9;2;22;14;24;16;19;25;6;21;26;5;10;18;1;4;17;11;23;13;7;12;20;8;15;5;5968078
5;5968078;3;9;2;22;14;24;16;19;25;6;21;26;5;10;18;1;4;17;11;23;13;7;12;20;8;15
3;9;2;22;14;24;7;19;25;6;21;26;5;10;18;1;4;17;11;23;13;16;12;20;8;15;5;5899219
5;5899219;3;9;2;22;14;24;7;19;25;6;21;26;5;10;18;1;4;17;11;23;13;16;12;20;8;15
3;9;2;22;14;24;7;19;25;6;21;26;5;10;18;1;15;17;11;23;13;16;12;20;8;4;5;5885240
5;5885240;3;9;2;22;14;24;7;19;25;6;21;26;5;10;18;1;15;17;11;23;13;16;12;20;8;4
3;9;2;22;14;24;7;19;21;6;25;26;5;10;18;1;15;17;11;23;13;16;12;20;8;4;5;5876288
5;5876288;3;9;2;22;14;24;7;19;21;6;25;26;5;10;18;1;15;17;11;23;13;16;12;20;8;4
3;9;2;22;14;24;7;19;21;6;25;26;5;10;18;1;8;17;11;23;13;16;12;20;15;4;5;5887737
5;5887737;3;9;2;22;14;24;7;19;21;6;25;26;5;10;18;1;8;17;11;23;13;16;12;20;15;4
3;9;2;22;14;24;7;19;21;6;25;26;5;10;18;11;8;17;1;23;13;16;12;20;15;4;5;5857997
5;5857997;3;9;2;22;14;24;7;19;21;6;25;26;5;10;18;11;8;17;1;23;13;16;12;20;15;4
3;9;2;23;14;24;7;19;21;6;25;26;5;10;18;11;8;17;1;22;13;16;12;20;15;4;5;5857698
5;5857698;3;9;2;23;14;24;7;19;21;6;25;26;5;10;18;11;8;17;1;22;13;16;12;20;15;4
3;9;2;23;14;24;7;19;21;6;25;26;5;10;1;11;8;17;18;22;13;16;12;20;15;4;5;5861319
5;5861319;3;9;2;23;14;24;7;19;21;6;25;26;5;10;1;11;8;17;18;22;13;16;12;20;15;4
3;9;2;23;14;24;7;19;6;21;25;26;5;10;1;11;8;17;18;22;13;16;12;20;15;4;5;5856059
5;5856059;3;9;2;23;14;24;7;19;6;21;25;26;5;10;1;11;8;17;18;22;13;16;12;20;15;4
3;9;2;23;14;18;7;19;6;21;25;26;5;10;1;11;8;17;24;22;13;16;12;20;15;4;5;5908585
6;5908585;3;9;2;23;14;18;7;19;6;21;25;26;5;10;1;11;8;17;24;22;13;16;12;20;15;4
3;9;25;23;14;18;7;19;6;21;2;26;5;10;1;11;8;17;24;22;13;16;12;20;15;4;6;5872194
6;5872194;3;9;25;23;14;18;7;19;6;21;2;26;5;10;1;11;8;17;24;22;13;16;12;20;15;4
3;9;25;23;14;18;7;11;6;21;2;26;5;10;1;19;8;17;24;22;13;16;12;20;15;4;6;5875545
6;5875545;3;9;25;23;14;18;7;11;6;21;2;26;5;10;1;19;8;17;24;22;13;16;12;20;15;4
3;9;25;23;14;18;7;11;6;21;2;26;8;10;1;19;5;17;24;22;13;16;12;20;15;4;6;5960889
6;5960889;3;9;25;23;14;18;7;11;6;21;2;26;8;10;1;19;5;17;24;22;13;16;12;20;15;4
3;9;25;23;14;18;7;11;16;21;2;26;8;10;1;19;5;17;24;22;13;6;12;20;15;4;6;5969625
6;5969625;3;9;25;23;14;18;7;11;16;21;2;26;8;10;1;19;5;17;24;22;13;6;12;20;15;4
3;9;1;23;14;18;7;11;16;21;2;26;8;10;25;19;5;17;24;22;13;6;12;20;15;4;6;5976609
6;5976609;3;9;1;23;14;18;7;11;16;21;2;26;8;10;25;19;5;17;24;22;13;6;12;20;15;4
3;9;1;23;14;21;7;11;16;18;2;26;8;10;25;19;5;17;24;22;13;6;12;20;15;4;6;5935911
6;5935911;3;9;1;23;14;21;7;11;16;18;2;26;8;10;25;19;5;17;24;22;13;6;12;20;15;4
18;9;1;23;14;21;7;11;16;3;2;26;8;10;25;19;5;17;24;22;13;6;12;20;15;4;6;5899795
6;5899795;18;9;1;23;14;21;7;11;16;3;2;26;8;10;25;19;5;17;24;22;13;6;12;20;15;4
18;9;1;23;14;21;5;11;16;3;2;26;8;10;25;19;7;17;24;22;13;6;12;20;15;4;6;5955679
6;5955679;18;9;1;23;14;21;5;11;16;3;2;26;8;10;25;19;7;17;24;22;13;6;12;20;15;4
18;9;1;23;14;21;5;26;16;3;2;11;8;10;25;19;7;17;24;22;13;6;12;20;15;4;6;5962697
6;5962697;18;9;1;23;14;21;5;26;16;3;2;11;8;10;25;19;7;17;24;22;13;6;12;20;15;4
18;2;1;23;14;21;5;26;16;3;9;11;8;10;25;19;7;17;24;22;13;6;12;20;15;4;6;5910297
6;5910297;18;2;1;23;14;21;5;26;16;3;9;11;8;10;25;19;7;17;24;22;13;6;12;20;15;4
18;2;1;23;14;21;5;26;16;3;9;11;8;10;25;19;7;17;24;22;13;6;20;12;15;4;6;5910297
6;5910297;18;2;1;23;14;21;5;26;16;3;9;11;8;10;25;19;7;17;24;22;13;6;20;12;15;4
18;2;1;23;14;21;5;26;16;3;9;11;8;10;25;19;13;17;24;22;7;6;20;12;15;4;6;5928287
6;5928287;18;2;1;23;14;21;5;26;16;3;9;11;8;10;25;19;13;17;24;22;7;6;20;12;15;4
18;2;1;23;14;22;5;26;16;3;9;11;8;10;25;19;13;17;24;21;7;6;20;12;15;4;6;6012832
6;6012832;18;2;1;23;14;22;5;26;16;3;9;11;8;10;25;19;13;17;24;21;7;6;20;12;15;4
18;2;1;23;3;22;5;26;16;14;9;11;8;10;25;19;13;17;24;21;7;6;20;12;15;4;6;6014511
6;6014511;18;2;1;23;3;22;5;26;16;14;9;11;8;10;25;19;13;17;24;21;7;6;20;12;15;4
18;2;1;23;3;22;5;26;16;14;9;11;21;10;25;19;13;17;24;8;7;6;20;12;15;4;6;6062815
6;6062815;18;2;1;23;3;22;5;26;16;14;9;11;21;10;25;19;13;17;24;8;7;6;20;12;15;4
18;2;1;23;3;22;5;26;16;14;9;11;21;10;25;19;13;17;24;4;7;6;20;12;15;8;6;5921498
6;5921498;18;2;1;23;3;22;5;26;16;14;9;11;21;10;25;19;13;17;24;4;7;6;20;12;15;8
18;2;1;23;9;22;5;26;16;14;3;11;21;10;25;19;13;17;24;4;7;6;20;12;15;8;6;5970536
6;5970536;18;2;1;23;9;22;5;26;16;14;3;11;21;10;25;19;13;17;24;4;7;6;20;12;15;8
18;2;1;23;9;22;5;26;16;14;20;11;21;10;25;19;13;17;24;4;7;6;3;12;15;8;6;5936207
6;5936207;18;2;1;23;9;22;5;26;16;14;20;11;21;10;25;19;13;17;24;4;7;6;3;12;15;8
