"X1";"X38010";"X10";"X8";"X7";"X9";"X2";"X3";"X5";"X12";"X4";"X6";"X11";"X1.1"
5;1;4;6;2;11;8;10;9;12;7;3;5;58158
5;58158;5;1;4;6;2;11;8;10;9;12;7;3
5;1;4;6;2;11;8;10;9;12;3;7;5;58206
5;58206;5;1;4;6;2;11;8;10;9;12;3;7
5;1;4;9;2;11;8;10;6;12;3;7;5;60304
5;60304;5;1;4;9;2;11;8;10;6;12;3;7
5;1;4;9;2;11;8;3;6;12;10;7;5;52530
5;52530;5;1;4;9;2;11;8;3;6;12;10;7
10;1;4;9;2;11;8;3;6;12;5;7;5;40142
5;40142;10;1;4;9;2;11;8;3;6;12;5;7
10;1;4;11;2;9;8;3;6;12;5;7;5;46302
5;40142;10;1;4;9;2;11;8;3;6;12;5;7
10;1;4;9;2;11;8;3;6;5;12;7;5;25858
5;25858;10;1;4;9;2;11;8;3;6;5;12;7
2;1;4;9;10;11;8;3;6;5;12;7;5;27684
5;27684;2;1;4;9;10;11;8;3;6;5;12;7
2;1;4;9;10;11;8;3;6;7;12;5;5;36900
5;27684;2;1;4;9;10;11;8;3;6;5;12;7
2;1;4;9;10;11;3;8;6;5;12;7;5;30952
5;30952;2;1;4;9;10;11;3;8;6;5;12;7
2;1;4;3;10;11;9;8;6;5;12;7;5;33532
5;30952;2;1;4;9;10;11;3;8;6;5;12;7
2;1;4;9;11;10;3;8;6;5;12;7;5;28966
5;28966;2;1;4;9;11;10;3;8;6;5;12;7
2;1;4;9;11;10;5;8;6;3;12;7;5;43736
5;43736;2;1;4;9;11;10;5;8;6;3;12;7
2;1;3;9;11;10;5;8;6;4;12;7;5;35132
5;35132;2;1;3;9;11;10;5;8;6;4;12;7
2;1;10;9;11;3;5;8;6;4;12;7;5;39734
5;39734;2;1;10;9;11;3;5;8;6;4;12;7
2;1;10;9;11;3;5;8;6;12;4;7;5;45472
5;45472;2;1;10;9;11;3;5;8;6;12;4;7
9;1;10;2;11;3;5;8;6;12;4;7;5;50172
5;50172;9;1;10;2;11;3;5;8;6;12;4;7
8;1;10;2;11;3;5;9;6;12;4;7;5;33586
5;33586;8;1;10;2;11;3;5;9;6;12;4;7
8;1;10;2;11;3;5;9;6;12;7;4;5;42010
6;42010;8;1;10;2;11;3;5;9;6;12;7;4
8;1;10;2;11;3;12;9;6;5;7;4;6;54498
6;42010;8;1;10;2;11;3;5;9;6;12;7;4
8;6;10;2;11;3;5;9;1;12;7;4;6;48226
6;48226;8;6;10;2;11;3;5;9;1;12;7;4
8;6;10;2;11;7;5;9;1;12;3;4;6;50570
6;50570;8;6;10;2;11;7;5;9;1;12;3;4
8;6;10;1;11;7;5;9;2;12;3;4;6;49690
6;49690;8;6;10;1;11;7;5;9;2;12;3;4
8;6;10;1;11;7;2;9;5;12;3;4;6;47442
6;47442;8;6;10;1;11;7;2;9;5;12;3;4
4;6;10;1;11;7;2;9;5;12;3;8;6;44242
6;44242;4;6;10;1;11;7;2;9;5;12;3;8
4;6;10;1;11;7;2;8;5;12;3;9;6;48124
6;48124;4;6;10;1;11;7;2;8;5;12;3;9
4;6;10;2;11;7;1;8;5;12;3;9;6;47134
6;47134;4;6;10;2;11;7;1;8;5;12;3;9
4;6;10;2;11;7;1;8;5;3;12;9;6;50938
6;50938;4;6;10;2;11;7;1;8;5;3;12;9
4;11;10;2;6;7;1;8;5;3;12;9;6;49162
6;49162;4;11;10;2;6;7;1;8;5;3;12;9
3;11;10;2;6;7;1;8;5;4;12;9;6;48600
6;48600;3;11;10;2;6;7;1;8;5;4;12;9
3;11;10;2;6;8;1;7;5;4;12;9;6;42552
6;42552;3;11;10;2;6;8;1;7;5;4;12;9
3;11;10;12;6;8;1;7;5;4;2;9;6;42904
6;42904;3;11;10;12;6;8;1;7;5;4;2;9
3;11;10;12;2;8;1;7;5;4;6;9;6;39332
6;39332;3;11;10;12;2;8;1;7;5;4;6;9
3;12;10;11;2;8;1;7;5;4;6;9;6;51978
6;51978;3;12;10;11;2;8;1;7;5;4;6;9
3;4;10;11;2;8;1;7;5;12;6;9;6;35354
6;35354;3;4;10;11;2;8;1;7;5;12;6;9
3;4;10;11;5;8;1;7;2;12;6;9;6;29686
6;29686;3;4;10;11;5;8;1;7;2;12;6;9
3;4;10;11;6;8;1;7;2;12;5;9;6;39024
6;39024;3;4;10;11;6;8;1;7;2;12;5;9
3;4;10;11;9;8;1;7;2;12;5;6;6;36690
6;36690;3;4;10;11;9;8;1;7;2;12;5;6
3;4;11;10;9;8;1;7;2;12;5;6;6;39820
7;39820;3;4;11;10;9;8;1;7;2;12;5;6
3;10;11;4;9;8;1;7;2;12;5;6;7;40252
7;40252;3;10;11;4;9;8;1;7;2;12;5;6
3;10;11;9;4;8;1;7;2;12;5;6;7;38332
7;38332;3;10;11;9;4;8;1;7;2;12;5;6
3;10;1;9;4;8;11;7;2;12;5;6;7;36828
7;36828;3;10;1;9;4;8;11;7;2;12;5;6
11;10;1;9;4;8;3;7;2;12;5;6;7;41366
7;41366;11;10;1;9;4;8;3;7;2;12;5;6
11;10;6;9;4;8;3;7;2;12;5;1;7;49980
7;49980;11;10;6;9;4;8;3;7;2;12;5;1
11;9;6;10;4;8;3;7;2;12;5;1;7;51458
7;51458;11;9;6;10;4;8;3;7;2;12;5;1
5;9;6;10;4;8;3;7;2;12;11;1;7;58426
7;51458;11;9;6;10;4;8;3;7;2;12;5;1
11;9;6;10;4;8;1;7;2;12;5;3;7;47790
7;47790;11;9;6;10;4;8;1;7;2;12;5;3
11;9;6;10;2;8;1;7;4;12;5;3;7;48834
7;48834;11;9;6;10;2;8;1;7;4;12;5;3
11;9;6;10;2;12;1;7;4;8;5;3;7;56042
7;56042;11;9;6;10;2;12;1;7;4;8;5;3
11;9;6;10;7;12;1;2;4;8;5;3;7;51888
7;51888;11;9;6;10;7;12;1;2;4;8;5;3
11;9;6;10;7;12;1;2;4;5;8;3;7;46974
7;46974;11;9;6;10;7;12;1;2;4;5;8;3
11;4;6;10;7;12;1;2;9;5;8;3;7;61474
7;46974;11;9;6;10;7;12;1;2;4;5;8;3
7;9;6;10;11;12;1;2;4;5;8;3;7;45460
7;45460;7;9;6;10;11;12;1;2;4;5;8;3
4;9;6;10;11;12;1;2;7;5;8;3;7;49272
7;49272;4;9;6;10;11;12;1;2;7;5;8;3
8;9;6;10;11;12;1;2;7;5;4;3;7;43032
7;43032;8;9;6;10;11;12;1;2;7;5;4;3
8;1;6;10;11;12;9;2;7;5;4;3;7;50376
7;43032;8;9;6;10;11;12;1;2;7;5;4;3
8;9;6;10;11;12;1;2;3;5;4;7;7;41264
7;41264;8;9;6;10;11;12;1;2;3;5;4;7
8;9;6;10;5;12;1;2;3;11;4;7;7;44130
7;44130;8;9;6;10;5;12;1;2;3;11;4;7
8;9;6;10;5;12;1;2;7;11;4;3;7;45380
8;45380;8;9;6;10;5;12;1;2;7;11;4;3
8;9;6;10;7;12;1;2;5;11;4;3;8;52828
8;52828;8;9;6;10;7;12;1;2;5;11;4;3
11;9;6;10;7;12;1;2;5;8;4;3;8;51870
8;51870;11;9;6;10;7;12;1;2;5;8;4;3
5;9;6;10;7;12;1;2;11;8;4;3;8;51374
8;51374;5;9;6;10;7;12;1;2;11;8;4;3
5;9;6;2;7;12;1;10;11;8;4;3;8;41978
8;41978;5;9;6;2;7;12;1;10;11;8;4;3
5;9;6;2;7;4;1;10;11;8;12;3;8;39882
8;39882;5;9;6;2;7;4;1;10;11;8;12;3
5;9;6;11;7;4;1;10;2;8;12;3;8;36950
8;36950;5;9;6;11;7;4;1;10;2;8;12;3
7;9;6;11;5;4;1;10;2;8;12;3;8;32556
8;32556;7;9;6;11;5;4;1;10;2;8;12;3
2;9;6;11;5;4;1;10;7;8;12;3;8;40244
8;40244;2;9;6;11;5;4;1;10;7;8;12;3
2;9;5;11;6;4;1;10;7;8;12;3;8;36240
8;36240;2;9;5;11;6;4;1;10;7;8;12;3
3;9;5;11;6;4;1;10;7;8;12;2;8;43852
8;43852;3;9;5;11;6;4;1;10;7;8;12;2
12;9;5;11;6;4;1;10;7;8;3;2;8;32836
8;32836;12;9;5;11;6;4;1;10;7;8;3;2
12;9;5;1;6;4;11;10;7;8;3;2;8;33570
8;33570;12;9;5;1;6;4;11;10;7;8;3;2
12;7;5;1;6;4;11;10;9;8;3;2;8;36494
8;33570;12;9;5;1;6;4;11;10;7;8;3;2
12;9;11;1;6;4;5;10;7;8;3;2;8;34138
8;34138;12;9;11;1;6;4;5;10;7;8;3;2
10;9;11;1;6;4;5;12;7;8;3;2;8;50282
8;34138;12;9;11;1;6;4;5;10;7;8;3;2
12;9;11;1;6;4;5;3;7;8;10;2;8;41268
8;41268;12;9;11;1;6;4;5;3;7;8;10;2
12;9;6;1;11;4;5;3;7;8;10;2;8;44656
8;44656;12;9;6;1;11;4;5;3;7;8;10;2
12;9;2;1;11;4;5;3;7;8;10;6;8;43578
8;43578;12;9;2;1;11;4;5;3;7;8;10;6
12;9;2;1;6;4;5;3;7;8;10;11;8;41994
8;41994;12;9;2;1;6;4;5;3;7;8;10;11
12;6;2;1;9;4;5;3;7;8;10;11;8;37688
9;37688;12;6;2;1;9;4;5;3;7;8;10;11
2;6;12;1;9;4;5;3;7;8;10;11;9;38418
9;38418;2;6;12;1;9;4;5;3;7;8;10;11
2;6;12;1;9;4;5;3;7;10;8;11;9;45704
9;45704;2;6;12;1;9;4;5;3;7;10;8;11
11;6;12;1;9;4;5;3;7;10;8;2;9;33784
9;33784;11;6;12;1;9;4;5;3;7;10;8;2
5;6;12;1;9;4;11;3;7;10;8;2;9;47228
9;47228;5;6;12;1;9;4;11;3;7;10;8;2
5;6;12;1;9;4;2;3;7;10;8;11;9;50088
9;47228;5;6;12;1;9;4;11;3;7;10;8;2
5;6;10;1;9;4;11;3;7;12;8;2;9;48460
9;48460;5;6;10;1;9;4;11;3;7;12;8;2
5;6;10;1;9;4;11;3;7;2;8;12;9;50380
9;50380;5;6;10;1;9;4;11;3;7;2;8;12
6;5;10;1;9;4;11;3;7;2;8;12;9;62726
9;50380;5;6;10;1;9;4;11;3;7;2;8;12
5;6;10;1;9;4;11;7;3;2;8;12;9;39488
9;39488;5;6;10;1;9;4;11;7;3;2;8;12
5;6;10;1;9;12;11;7;3;2;8;4;9;43370
9;43370;5;6;10;1;9;12;11;7;3;2;8;4
5;1;10;6;9;12;11;7;3;2;8;4;9;53436
9;53436;5;1;10;6;9;12;11;7;3;2;8;4
5;1;10;6;9;12;11;3;7;2;8;4;9;64226
9;53436;5;1;10;6;9;12;11;7;3;2;8;4
5;1;10;6;3;12;11;7;9;2;8;4;9;46424
9;46424;5;1;10;6;3;12;11;7;9;2;8;4
5;1;10;6;3;12;11;7;9;8;2;4;9;56448
9;56448;5;1;10;6;3;12;11;7;9;8;2;4
5;1;6;10;3;12;11;7;9;8;2;4;9;54280
9;54280;5;1;6;10;3;12;11;7;9;8;2;4
5;1;6;10;3;9;11;7;12;8;2;4;9;51522
9;51522;5;1;6;10;3;9;11;7;12;8;2;4
5;1;6;10;3;4;11;7;12;8;2;9;9;42594
9;42594;5;1;6;10;3;4;11;7;12;8;2;9
5;4;6;10;3;1;11;7;12;8;2;9;9;48734
9;48734;5;4;6;10;3;1;11;7;12;8;2;9
5;7;6;10;3;1;11;4;12;8;2;9;9;18958
9;18958;5;7;6;10;3;1;11;4;12;8;2;9
5;7;6;10;3;1;8;4;12;11;2;9;9;26824
10;26824;5;7;6;10;3;1;8;4;12;11;2;9
5;7;6;10;3;1;12;4;8;11;2;9;10;28046
10;28046;5;7;6;10;3;1;12;4;8;11;2;9
5;7;12;10;3;1;6;4;8;11;2;9;10;30622
10;30622;5;7;12;10;3;1;6;4;8;11;2;9
5;7;12;10;8;1;6;4;3;11;2;9;10;32006
10;32006;5;7;12;10;8;1;6;4;3;11;2;9
1;7;12;10;8;5;6;4;3;11;2;9;10;32790
10;32790;1;7;12;10;8;5;6;4;3;11;2;9
1;7;12;10;11;5;6;4;3;8;2;9;10;28816
10;28816;1;7;12;10;11;5;6;4;3;8;2;9
1;6;12;10;11;5;7;4;3;8;2;9;10;50696
10;28816;1;7;12;10;11;5;6;4;3;8;2;9
1;7;11;10;12;5;6;4;3;8;2;9;10;29738
10;29738;1;7;11;10;12;5;6;4;3;8;2;9
1;7;11;10;5;12;6;4;3;8;2;9;10;32380
10;32380;1;7;11;10;5;12;6;4;3;8;2;9
1;7;11;4;5;12;6;10;3;8;2;9;10;27482
10;27482;1;7;11;4;5;12;6;10;3;8;2;9
11;7;1;4;5;12;6;10;3;8;2;9;10;35278
10;27482;1;7;11;4;5;12;6;10;3;8;2;9
1;7;3;4;5;12;6;10;11;8;2;9;10;32656
10;32656;1;7;3;4;5;12;6;10;11;8;2;9
1;7;3;4;9;12;6;10;11;8;2;5;10;33266
10;33266;1;7;3;4;9;12;6;10;11;8;2;5
9;7;3;4;1;12;6;10;11;8;2;5;10;38752
10;38752;9;7;3;4;1;12;6;10;11;8;2;5
9;7;10;4;1;12;6;3;11;8;2;5;10;46784
10;46784;9;7;10;4;1;12;6;3;11;8;2;5
9;7;10;4;1;5;6;3;11;8;2;12;10;44900
10;44900;9;7;10;4;1;5;6;3;11;8;2;12
9;7;10;5;1;4;6;3;11;8;2;12;10;54036
10;44900;9;7;10;4;1;5;6;3;11;8;2;12
9;7;10;4;1;12;6;3;11;8;2;5;10;46784
10;46784;9;7;10;4;1;12;6;3;11;8;2;5
10;7;9;4;1;12;6;3;11;8;2;5;10;37062
10;37062;10;7;9;4;1;12;6;3;11;8;2;5
10;7;9;4;1;5;6;3;11;8;2;12;10;35178
10;35178;10;7;9;4;1;5;6;3;11;8;2;12
10;7;9;4;1;12;6;3;11;8;2;5;10;37062
11;35178;10;7;9;4;1;5;6;3;11;8;2;12
2;7;9;4;1;5;6;3;11;8;10;12;11;38532
11;38532;2;7;9;4;1;5;6;3;11;8;10;12
2;7;9;11;1;5;6;3;4;8;10;12;11;39456
11;39456;2;7;9;11;1;5;6;3;4;8;10;12
2;12;9;11;1;5;6;3;4;8;10;7;11;53254
11;39456;2;7;9;11;1;5;6;3;4;8;10;12
2;5;9;11;1;7;6;3;4;8;10;12;11;50162
11;39456;2;7;9;11;1;5;6;3;4;8;10;12
2;7;9;11;12;5;6;3;4;8;10;1;11;36052
11;36052;2;7;9;11;12;5;6;3;4;8;10;1
2;7;9;11;8;5;6;3;4;12;10;1;11;43602
11;36052;2;7;9;11;12;5;6;3;4;8;10;1
2;7;9;11;12;5;6;3;4;10;8;1;11;33370
11;33370;2;7;9;11;12;5;6;3;4;10;8;1
8;7;9;11;12;5;6;3;4;10;2;1;11;43640
11;43640;8;7;9;11;12;5;6;3;4;10;2;1
8;7;9;11;12;5;6;10;4;3;2;1;11;46218
11;46218;8;7;9;11;12;5;6;10;4;3;2;1
8;7;9;11;2;5;6;10;4;3;12;1;11;48946
11;48946;8;7;9;11;2;5;6;10;4;3;12;1
8;7;9;11;2;5;4;10;6;3;12;1;11;45878
11;45878;8;7;9;11;2;5;4;10;6;3;12;1
12;7;9;11;2;5;4;10;6;3;8;1;11;35122
11;35122;12;7;9;11;2;5;4;10;6;3;8;1
12;4;9;11;2;5;7;10;6;3;8;1;11;59146
11;35122;12;7;9;11;2;5;4;10;6;3;8;1
12;7;9;11;2;5;4;10;1;3;8;6;11;37076
11;37076;12;7;9;11;2;5;4;10;1;3;8;6
12;7;9;11;2;5;6;10;1;3;8;4;11;31504
11;31504;12;7;9;11;2;5;6;10;1;3;8;4
12;9;7;11;2;5;6;10;1;3;8;4;11;44680
11;44680;12;9;7;11;2;5;6;10;1;3;8;4
12;9;7;11;1;5;6;10;2;3;8;4;11;52368
11;52368;12;9;7;11;1;5;6;10;2;3;8;4
12;1;7;11;9;5;6;10;2;3;8;4;11;55204
11;55204;12;1;7;11;9;5;6;10;2;3;8;4
12;1;4;11;9;5;6;10;2;3;8;7;11;55718
11;55718;12;1;4;11;9;5;6;10;2;3;8;7
12;8;4;11;9;5;6;10;2;3;1;7;11;45302
12;45302;12;8;4;11;9;5;6;10;2;3;1;7
12;8;4;11;5;9;6;10;2;3;1;7;12;51530
12;51530;12;8;4;11;5;9;6;10;2;3;1;7
12;8;4;11;5;7;6;10;2;3;1;9;12;59198
12;59198;12;8;4;11;5;7;6;10;2;3;1;9
12;9;4;11;5;7;6;10;2;3;1;8;12;42068
12;42068;12;9;4;11;5;7;6;10;2;3;1;8
12;9;4;11;1;7;6;10;2;3;5;8;12;46834
12;42068;12;9;4;11;5;7;6;10;2;3;1;8
12;8;4;11;5;7;6;10;2;3;1;9;12;59198
12;59198;12;8;4;11;5;7;6;10;2;3;1;9
12;7;4;11;5;8;6;10;2;3;1;9;12;51554
12;51554;12;7;4;11;5;8;6;10;2;3;1;9
12;7;4;11;5;8;3;10;2;6;1;9;12;48384
12;48384;12;7;4;11;5;8;3;10;2;6;1;9
12;7;4;8;5;11;3;10;2;6;1;9;12;46486
12;46486;12;7;4;8;5;11;3;10;2;6;1;9
12;7;4;8;9;11;3;10;2;6;1;5;12;44712
12;44712;12;7;4;8;9;11;3;10;2;6;1;5
8;7;4;12;9;11;3;10;2;6;1;5;12;53038
12;44712;12;7;4;8;9;11;3;10;2;6;1;5
12;7;4;8;6;11;3;10;2;9;1;5;12;47606
12;47606;12;7;4;8;6;11;3;10;2;9;1;5
12;7;4;8;6;11;3;2;10;9;1;5;12;40502
12;40502;12;7;4;8;6;11;3;2;10;9;1;5
12;7;8;4;6;11;3;2;10;9;1;5;12;44348
12;44348;12;7;8;4;6;11;3;2;10;9;1;5
12;3;8;4;6;11;7;2;10;9;1;5;12;49560
12;44348;12;7;8;4;6;11;3;2;10;9;1;5
12;7;10;4;6;11;3;2;8;9;1;5;12;43996
12;43996;12;7;10;4;6;11;3;2;8;9;1;5
12;7;9;4;6;11;3;2;8;10;1;5;12;40352
12;40352;12;7;9;4;6;11;3;2;8;10;1;5
12;7;9;11;6;4;3;2;8;10;1;5;12;35560
12;35560;12;7;9;11;6;4;3;2;8;10;1;5
5;7;9;11;6;4;3;2;8;10;1;12;12;37822
12;37822;5;7;9;11;6;4;3;2;8;10;1;12
2;7;9;11;6;4;3;5;8;10;1;12;12;40326
