"X1";"X5733534";"X1.1";"X21";"X24";"X5";"X6";"X26";"X8";"X15";"X19";"X11";"X17";"X12";"X18";"X3";"X7";"X20";"X14";"X9";"X2";"X10";"X22";"X16";"X23";"X13";"X25";"X4"
1;2;24;8;17;22;20;23;26;19;4;7;18;14;12;9;5;10;11;21;6;16;15;13;25;3;2;5848130
2;5848130;1;2;24;8;17;22;20;23;26;19;4;7;18;14;12;9;5;10;11;21;6;16;15;13;25;3
1;2;10;8;17;22;20;23;26;19;4;7;18;14;12;9;5;24;11;21;6;16;15;13;25;3;2;5850963
2;5850963;1;2;10;8;17;22;20;23;26;19;4;7;18;14;12;9;5;24;11;21;6;16;15;13;25;3
1;2;10;8;17;22;20;23;26;19;15;7;18;14;12;9;5;24;11;21;6;16;4;13;25;3;2;5854165
2;5854165;1;2;10;8;17;22;20;23;26;19;15;7;18;14;12;9;5;24;11;21;6;16;4;13;25;3
1;25;10;8;17;22;20;23;26;19;15;7;18;14;12;9;5;24;11;21;6;16;4;13;2;3;2;5866563
2;5866563;1;25;10;8;17;22;20;23;26;19;15;7;18;14;12;9;5;24;11;21;6;16;4;13;2;3
1;25;10;14;17;22;20;23;26;19;15;7;18;8;12;9;5;24;11;21;6;16;4;13;2;3;2;5923429
2;5923429;1;25;10;14;17;22;20;23;26;19;15;7;18;8;12;9;5;24;11;21;6;16;4;13;2;3
1;25;10;23;17;22;20;14;26;19;15;7;18;8;12;9;5;24;11;21;6;16;4;13;2;3;2;5920566
2;5920566;1;25;10;23;17;22;20;14;26;19;15;7;18;8;12;9;5;24;11;21;6;16;4;13;2;3
1;25;10;23;17;22;20;14;26;19;15;7;18;11;12;9;5;24;8;21;6;16;4;13;2;3;2;5922387
2;5922387;1;25;10;23;17;22;20;14;26;19;15;7;18;11;12;9;5;24;8;21;6;16;4;13;2;3
1;25;10;23;17;22;20;14;26;19;21;7;18;11;12;9;5;24;8;15;6;16;4;13;2;3;2;5914715
2;5914715;1;25;10;23;17;22;20;14;26;19;21;7;18;11;12;9;5;24;8;15;6;16;4;13;2;3
1;11;10;23;17;22;20;14;26;19;21;7;18;25;12;9;5;24;8;15;6;16;4;13;2;3;2;5920233
2;5920233;1;11;10;23;17;22;20;14;26;19;21;7;18;25;12;9;5;24;8;15;6;16;4;13;2;3
1;11;10;23;17;22;20;14;26;19;21;7;18;25;6;9;5;24;8;15;12;16;4;13;2;3;2;5928458
2;5928458;1;11;10;23;17;22;20;14;26;19;21;7;18;25;6;9;5;24;8;15;12;16;4;13;2;3
1;11;10;14;17;22;20;23;26;19;21;7;18;25;6;9;5;24;8;15;12;16;4;13;2;3;2;5926939
2;5926939;1;11;10;14;17;22;20;23;26;19;21;7;18;25;6;9;5;24;8;15;12;16;4;13;2;3
1;11;10;14;17;22;20;23;26;19;21;15;18;25;6;9;5;24;8;7;12;16;4;13;2;3;2;5949168
2;5949168;1;11;10;14;17;22;20;23;26;19;21;15;18;25;6;9;5;24;8;7;12;16;4;13;2;3
1;11;10;14;17;22;20;23;16;19;21;15;18;25;6;9;5;24;8;7;12;26;4;13;2;3;2;5939695
2;5939695;1;11;10;14;17;22;20;23;16;19;21;15;18;25;6;9;5;24;8;7;12;26;4;13;2;3
1;11;10;14;17;22;25;23;16;19;21;15;18;20;6;9;5;24;8;7;12;26;4;13;2;3;2;5862194
2;5862194;1;11;10;14;17;22;25;23;16;19;21;15;18;20;6;9;5;24;8;7;12;26;4;13;2;3
1;18;10;14;17;22;25;23;16;19;21;15;11;20;6;9;5;24;8;7;12;26;4;13;2;3;2;5891280
2;5891280;1;18;10;14;17;22;25;23;16;19;21;15;11;20;6;9;5;24;8;7;12;26;4;13;2;3
19;18;10;14;17;22;25;23;16;1;21;15;11;20;6;9;5;24;8;7;12;26;4;13;2;3;2;5768338
2;5768338;19;18;10;14;17;22;25;23;16;1;21;15;11;20;6;9;5;24;8;7;12;26;4;13;2;3
19;18;10;14;17;3;25;23;16;1;21;15;11;20;6;9;5;24;8;7;12;26;4;13;2;22;2;5754367
2;5754367;19;18;10;14;17;3;25;23;16;1;21;15;11;20;6;9;5;24;8;7;12;26;4;13;2;22
19;18;10;5;17;3;25;23;16;1;21;15;11;20;6;9;14;24;8;7;12;26;4;13;2;22;2;5920642
3;5920642;19;18;10;5;17;3;25;23;16;1;21;15;11;20;6;9;14;24;8;7;12;26;4;13;2;22
19;18;10;5;17;6;25;23;16;1;21;15;11;20;3;9;14;24;8;7;12;26;4;13;2;22;3;5913230
3;5913230;19;18;10;5;17;6;25;23;16;1;21;15;11;20;3;9;14;24;8;7;12;26;4;13;2;22
19;20;10;5;17;6;25;23;16;1;21;15;11;18;3;9;14;24;8;7;12;26;4;13;2;22;3;5963331
3;5963331;19;20;10;5;17;6;25;23;16;1;21;15;11;18;3;9;14;24;8;7;12;26;4;13;2;22
19;20;10;5;17;6;25;23;16;8;21;15;11;18;3;9;14;24;1;7;12;26;4;13;2;22;3;5947962
3;5947962;19;20;10;5;17;6;25;23;16;8;21;15;11;18;3;9;14;24;1;7;12;26;4;13;2;22
12;20;10;5;17;6;25;23;16;8;21;15;11;18;3;9;14;24;1;7;19;26;4;13;2;22;3;5984646
3;5984646;12;20;10;5;17;6;25;23;16;8;21;15;11;18;3;9;14;24;1;7;19;26;4;13;2;22
12;20;10;5;17;6;25;23;16;8;21;15;11;4;3;9;14;24;1;7;19;26;18;13;2;22;3;6033305
3;6033305;12;20;10;5;17;6;25;23;16;8;21;15;11;4;3;9;14;24;1;7;19;26;18;13;2;22
12;20;10;5;17;6;25;23;16;11;21;15;8;4;3;9;14;24;1;7;19;26;18;13;2;22;3;6060398
3;6060398;12;20;10;5;17;6;25;23;16;11;21;15;8;4;3;9;14;24;1;7;19;26;18;13;2;22
12;20;10;5;17;6;25;23;16;11;21;15;8;9;3;4;14;24;1;7;19;26;18;13;2;22;3;6138183
3;6138183;12;20;10;5;17;6;25;23;16;11;21;15;8;9;3;4;14;24;1;7;19;26;18;13;2;22
12;20;10;13;17;6;25;23;16;11;21;15;8;9;3;4;14;24;1;7;19;26;18;5;2;22;3;6079433
3;6079433;12;20;10;13;17;6;25;23;16;11;21;15;8;9;3;4;14;24;1;7;19;26;18;5;2;22
12;20;10;13;17;6;25;24;16;11;21;15;8;9;3;4;14;23;1;7;19;26;18;5;2;22;3;6078536
3;6078536;12;20;10;13;17;6;25;24;16;11;21;15;8;9;3;4;14;23;1;7;19;26;18;5;2;22
12;20;10;13;17;6;25;24;16;11;21;15;8;9;3;7;14;23;1;4;19;26;18;5;2;22;3;6080810
3;6080810;12;20;10;13;17;6;25;24;16;11;21;15;8;9;3;7;14;23;1;4;19;26;18;5;2;22
12;10;20;13;17;6;25;24;16;11;21;15;8;9;3;7;14;23;1;4;19;26;18;5;2;22;3;6052033
3;6052033;12;10;20;13;17;6;25;24;16;11;21;15;8;9;3;7;14;23;1;4;19;26;18;5;2;22
12;10;20;13;17;16;25;24;6;11;21;15;8;9;3;7;14;23;1;4;19;26;18;5;2;22;3;6051287
3;6051287;12;10;20;13;17;16;25;24;6;11;21;15;8;9;3;7;14;23;1;4;19;26;18;5;2;22
12;10;20;26;17;16;25;24;6;11;21;15;8;9;3;7;14;23;1;4;19;13;18;5;2;22;3;6037266
3;6037266;12;10;20;26;17;16;25;24;6;11;21;15;8;9;3;7;14;23;1;4;19;13;18;5;2;22
25;10;20;26;17;16;12;24;6;11;21;15;8;9;3;7;14;23;1;4;19;13;18;5;2;22;3;5999823
3;5999823;25;10;20;26;17;16;12;24;6;11;21;15;8;9;3;7;14;23;1;4;19;13;18;5;2;22
25;10;20;26;17;16;12;24;6;3;21;15;8;9;11;7;14;23;1;4;19;13;18;5;2;22;3;5982713
3;5982713;25;10;20;26;17;16;12;24;6;3;21;15;8;9;11;7;14;23;1;4;19;13;18;5;2;22
25;10;20;26;17;16;14;24;6;3;21;15;8;9;11;7;12;23;1;4;19;13;18;5;2;22;3;5993136
3;5993136;25;10;20;26;17;16;14;24;6;3;21;15;8;9;11;7;12;23;1;4;19;13;18;5;2;22
25;10;20;26;17;11;14;24;6;3;21;15;8;9;16;7;12;23;1;4;19;13;18;5;2;22;3;5998654
3;5998654;25;10;20;26;17;11;14;24;6;3;21;15;8;9;16;7;12;23;1;4;19;13;18;5;2;22
25;2;20;26;17;11;14;24;6;3;21;15;8;9;16;7;12;23;1;4;19;13;18;5;10;22;3;6029417
3;6029417;25;2;20;26;17;11;14;24;6;3;21;15;8;9;16;7;12;23;1;4;19;13;18;5;10;22
25;2;3;26;17;11;14;24;6;20;21;15;8;9;16;7;12;23;1;4;19;13;18;5;10;22;3;6022531
3;6022531;25;2;3;26;17;11;14;24;6;20;21;15;8;9;16;7;12;23;1;4;19;13;18;5;10;22
25;2;3;26;17;11;14;24;6;20;21;15;8;9;16;22;12;23;1;4;19;13;18;5;10;7;3;6039175
4;6039175;25;2;3;26;17;11;14;24;6;20;21;15;8;9;16;22;12;23;1;4;19;13;18;5;10;7
25;2;3;26;17;21;14;24;6;20;11;15;8;9;16;22;12;23;1;4;19;13;18;5;10;7;4;6064190
4;6064190;25;2;3;26;17;21;14;24;6;20;11;15;8;9;16;22;12;23;1;4;19;13;18;5;10;7
25;2;3;5;17;21;14;24;6;20;11;15;8;9;16;22;12;23;1;4;19;13;18;26;10;7;4;6123535
4;6123535;25;2;3;5;17;21;14;24;6;20;11;15;8;9;16;22;12;23;1;4;19;13;18;26;10;7
25;2;3;5;17;21;14;24;6;20;11;15;8;9;16;22;12;4;1;23;19;13;18;26;10;7;4;6083641
4;6083641;25;2;3;5;17;21;14;24;6;20;11;15;8;9;16;22;12;4;1;23;19;13;18;26;10;7
25;6;3;5;17;21;14;24;2;20;11;15;8;9;16;22;12;4;1;23;19;13;18;26;10;7;4;6062580
4;6062580;25;6;3;5;17;21;14;24;2;20;11;15;8;9;16;22;12;4;1;23;19;13;18;26;10;7
25;6;3;5;17;16;14;24;2;20;11;15;8;9;21;22;12;4;1;23;19;13;18;26;10;7;4;6047221
4;6047221;25;6;3;5;17;16;14;24;2;20;11;15;8;9;21;22;12;4;1;23;19;13;18;26;10;7
25;6;26;5;17;16;14;24;2;20;11;15;8;9;21;22;12;4;1;23;19;13;18;3;10;7;4;5993877
4;5993877;25;6;26;5;17;16;14;24;2;20;11;15;8;9;21;22;12;4;1;23;19;13;18;3;10;7
25;6;26;5;17;16;14;24;2;20;11;15;8;9;21;12;22;4;1;23;19;13;18;3;10;7;4;6006539
4;6006539;25;6;26;5;17;16;14;24;2;20;11;15;8;9;21;12;22;4;1;23;19;13;18;3;10;7
25;6;26;5;17;16;14;24;2;20;11;15;8;9;21;12;22;4;1;23;13;19;18;3;10;7;4;6002965
4;6002965;25;6;26;5;17;16;14;24;2;20;11;15;8;9;21;12;22;4;1;23;13;19;18;3;10;7
25;6;26;5;17;16;14;24;2;20;11;13;8;9;21;12;22;4;1;23;15;19;18;3;10;7;4;6008354
4;6008354;25;6;26;5;17;16;14;24;2;20;11;13;8;9;21;12;22;4;1;23;15;19;18;3;10;7
25;6;26;5;17;16;14;24;2;20;11;22;8;9;21;12;13;4;1;23;15;19;18;3;10;7;4;6015627
4;6015627;25;6;26;5;17;16;14;24;2;20;11;22;8;9;21;12;13;4;1;23;15;19;18;3;10;7
25;6;26;5;17;16;14;11;2;20;24;22;8;9;21;12;13;4;1;23;15;19;18;3;10;7;4;6011346
4;6011346;25;6;26;5;17;16;14;11;2;20;24;22;8;9;21;12;13;4;1;23;15;19;18;3;10;7
25;6;26;5;17;16;14;11;2;20;24;22;8;9;21;12;13;4;1;23;15;7;18;3;10;19;4;5972657
4;5972657;25;6;26;5;17;16;14;11;2;20;24;22;8;9;21;12;13;4;1;23;15;7;18;3;10;19
25;6;26;5;17;16;14;11;2;20;24;22;8;9;10;12;13;4;1;23;15;7;18;3;21;19;4;6045306
4;6045306;25;6;26;5;17;16;14;11;2;20;24;22;8;9;10;12;13;4;1;23;15;7;18;3;21;19
25;17;26;5;6;16;14;11;2;20;24;22;8;9;10;12;13;4;1;23;15;7;18;3;21;19;4;6047097
4;6047097;25;17;26;5;6;16;14;11;2;20;24;22;8;9;10;12;13;4;1;23;15;7;18;3;21;19
25;17;26;5;6;16;14;11;2;3;24;22;8;9;10;12;13;4;1;23;15;7;18;20;21;19;4;6139222
4;6139222;25;17;26;5;6;16;14;11;2;3;24;22;8;9;10;12;13;4;1;23;15;7;18;20;21;19
25;17;26;5;6;16;14;20;2;3;24;22;8;9;10;12;13;4;1;23;15;7;18;11;21;19;4;6054443
4;6054443;25;17;26;5;6;16;14;20;2;3;24;22;8;9;10;12;13;4;1;23;15;7;18;11;21;19
25;6;26;5;17;16;14;20;2;3;24;22;8;9;10;12;13;4;1;23;15;7;18;11;21;19;4;6052407
4;6052407;25;6;26;5;17;16;14;20;2;3;24;22;8;9;10;12;13;4;1;23;15;7;18;11;21;19
25;6;26;5;17;16;14;20;2;3;24;22;8;9;19;12;13;4;1;23;15;7;18;11;21;10;4;6044633
4;6044633;25;6;26;5;17;16;14;20;2;3;24;22;8;9;19;12;13;4;1;23;15;7;18;11;21;10
25;3;26;5;17;16;14;20;2;6;24;22;8;9;19;12;13;4;1;23;15;7;18;11;21;10;4;6076676
4;6076676;25;3;26;5;17;16;14;20;2;6;24;22;8;9;19;12;13;4;1;23;15;7;18;11;21;10
25;3;26;5;17;16;14;20;2;6;15;22;8;9;19;12;13;4;1;23;24;7;18;11;21;10;4;6032915
5;6032915;25;3;26;5;17;16;14;20;2;6;15;22;8;9;19;12;13;4;1;23;24;7;18;11;21;10
25;3;26;5;17;16;24;20;2;6;15;22;8;9;19;12;13;4;1;23;14;7;18;11;21;10;5;6156988
5;6156988;25;3;26;5;17;16;24;20;2;6;15;22;8;9;19;12;13;4;1;23;14;7;18;11;21;10
25;3;26;5;17;16;24;11;2;6;15;22;8;9;19;12;13;4;1;23;14;7;18;20;21;10;5;6300226
5;6300226;25;3;26;5;17;16;24;11;2;6;15;22;8;9;19;12;13;4;1;23;14;7;18;20;21;10
25;3;26;14;17;16;24;11;2;6;15;22;8;9;19;12;13;4;1;23;5;7;18;20;21;10;5;6178509
5;6178509;25;3;26;14;17;16;24;11;2;6;15;22;8;9;19;12;13;4;1;23;5;7;18;20;21;10
25;3;26;14;17;23;24;11;2;6;15;22;8;9;19;12;13;4;1;16;5;7;18;20;21;10;5;6171311
5;6171311;25;3;26;14;17;23;24;11;2;6;15;22;8;9;19;12;13;4;1;16;5;7;18;20;21;10
25;3;26;14;17;23;24;11;2;6;15;22;8;9;19;12;13;16;1;4;5;7;18;20;21;10;5;6255220
5;6255220;25;3;26;14;17;23;24;11;2;6;15;22;8;9;19;12;13;16;1;4;5;7;18;20;21;10
25;3;26;14;17;23;24;11;2;6;15;22;8;10;19;12;13;16;1;4;5;7;18;20;21;9;5;6154481
5;6154481;25;3;26;14;17;23;24;11;2;6;15;22;8;10;19;12;13;16;1;4;5;7;18;20;21;9
25;3;26;14;17;23;24;11;2;6;15;22;8;10;19;12;13;16;1;4;20;7;18;5;21;9;5;6212789
5;6212789;25;3;26;14;17;23;24;11;2;6;15;22;8;10;19;12;13;16;1;4;20;7;18;5;21;9
25;3;26;14;17;23;24;11;10;6;15;22;8;2;19;12;13;16;1;4;20;7;18;5;21;9;5;6234853
5;6234853;25;3;26;14;17;23;24;11;10;6;15;22;8;2;19;12;13;16;1;4;20;7;18;5;21;9
25;3;26;14;17;23;24;11;10;6;13;22;8;2;19;12;15;16;1;4;20;7;18;5;21;9;5;6207588
5;6207588;25;3;26;14;17;23;24;11;10;6;13;22;8;2;19;12;15;16;1;4;20;7;18;5;21;9
25;20;26;14;17;23;24;11;10;6;13;22;8;2;19;12;15;16;1;4;3;7;18;5;21;9;5;6187869
5;6187869;25;20;26;14;17;23;24;11;10;6;13;22;8;2;19;12;15;16;1;4;3;7;18;5;21;9
25;20;26;14;17;23;24;11;16;6;13;22;8;2;19;12;15;10;1;4;3;7;18;5;21;9;5;6191002
5;6191002;25;20;26;14;17;23;24;11;16;6;13;22;8;2;19;12;15;10;1;4;3;7;18;5;21;9
25;20;26;14;13;23;24;11;16;6;17;22;8;2;19;12;15;10;1;4;3;7;18;5;21;9;5;6220499
5;6220499;25;20;26;14;13;23;24;11;16;6;17;22;8;2;19;12;15;10;1;4;3;7;18;5;21;9
25;20;26;14;7;23;24;11;16;6;17;22;8;2;19;12;15;10;1;4;3;13;18;5;21;9;5;6233366
5;6233366;25;20;26;14;7;23;24;11;16;6;17;22;8;2;19;12;15;10;1;4;3;13;18;5;21;9
25;20;26;14;9;23;24;11;16;6;17;22;8;2;19;12;15;10;1;4;3;13;18;5;21;7;5;6403348
5;6403348;25;20;26;14;9;23;24;11;16;6;17;22;8;2;19;12;15;10;1;4;3;13;18;5;21;7
25;20;26;14;9;23;24;11;16;6;17;10;8;2;19;12;15;22;1;4;3;13;18;5;21;7;5;6393545
5;6393545;25;20;26;14;9;23;24;11;16;6;17;10;8;2;19;12;15;22;1;4;3;13;18;5;21;7
25;20;3;14;9;23;24;11;16;6;17;10;8;2;19;12;15;22;1;4;26;13;18;5;21;7;5;6447289
5;6447289;25;20;3;14;9;23;24;11;16;6;17;10;8;2;19;12;15;22;1;4;26;13;18;5;21;7
25;20;3;14;9;23;24;11;13;6;17;10;8;2;19;12;15;22;1;4;26;16;18;5;21;7;5;6435309
5;6435309;25;20;3;14;9;23;24;11;13;6;17;10;8;2;19;12;15;22;1;4;26;16;18;5;21;7
25;20;3;14;22;23;24;11;13;6;17;10;8;2;19;12;15;9;1;4;26;16;18;5;21;7;5;6184500
5;6184500;25;20;3;14;22;23;24;11;13;6;17;10;8;2;19;12;15;9;1;4;26;16;18;5;21;7
25;20;3;14;8;23;24;11;13;6;17;10;22;2;19;12;15;9;1;4;26;16;18;5;21;7;5;6196516
5;6196516;25;20;3;14;8;23;24;11;13;6;17;10;22;2;19;12;15;9;1;4;26;16;18;5;21;7
25;20;3;14;8;23;24;22;13;6;17;10;11;2;19;12;15;9;1;4;26;16;18;5;21;7;5;6195627
6;6195627;25;20;3;14;8;23;24;22;13;6;17;10;11;2;19;12;15;9;1;4;26;16;18;5;21;7
25;20;3;14;8;26;24;22;13;6;17;10;11;2;19;12;15;9;1;4;23;16;18;5;21;7;6;6207337
6;6207337;25;20;3;14;8;26;24;22;13;6;17;10;11;2;19;12;15;9;1;4;23;16;18;5;21;7
25;20;3;14;16;26;24;22;13;6;17;10;11;2;19;12;15;9;1;4;23;8;18;5;21;7;6;6244375
6;6244375;25;20;3;14;16;26;24;22;13;6;17;10;11;2;19;12;15;9;1;4;23;8;18;5;21;7
20;25;3;14;16;26;24;22;13;6;17;10;11;2;19;12;15;9;1;4;23;8;18;5;21;7;6;6243815
6;6243815;20;25;3;14;16;26;24;22;13;6;17;10;11;2;19;12;15;9;1;4;23;8;18;5;21;7
20;12;3;14;16;26;24;22;13;6;17;10;11;2;19;25;15;9;1;4;23;8;18;5;21;7;6;6262854
6;6262854;20;12;3;14;16;26;24;22;13;6;17;10;11;2;19;25;15;9;1;4;23;8;18;5;21;7
20;12;3;14;16;26;24;22;13;6;17;9;11;2;19;25;15;10;1;4;23;8;18;5;21;7;6;6389677
6;6389677;20;12;3;14;16;26;24;22;13;6;17;9;11;2;19;25;15;10;1;4;23;8;18;5;21;7
20;12;3;14;16;26;24;1;13;6;17;9;11;2;19;25;15;10;22;4;23;8;18;5;21;7;6;6394722
6;6394722;20;12;3;14;16;26;24;1;13;6;17;9;11;2;19;25;15;10;22;4;23;8;18;5;21;7
20;12;3;14;7;26;24;1;13;6;17;9;11;2;19;25;15;10;22;4;23;8;18;5;21;16;6;6482762
6;6394722;20;12;3;14;16;26;24;1;13;6;17;9;11;2;19;25;15;10;22;4;23;8;18;5;21;7
20;9;3;14;16;26;24;1;13;6;17;12;11;2;19;25;15;10;22;4;23;8;18;5;21;7;6;6461463
6;6461463;20;9;3;14;16;26;24;1;13;6;17;12;11;2;19;25;15;10;22;4;23;8;18;5;21;7
20;9;3;7;16;26;24;1;13;6;17;12;11;2;19;25;15;10;22;4;23;8;18;5;21;14;6;6339417
6;6339417;20;9;3;7;16;26;24;1;13;6;17;12;11;2;19;25;15;10;22;4;23;8;18;5;21;14
20;9;3;7;16;26;24;8;13;6;17;12;11;2;19;25;15;10;22;4;23;1;18;5;21;14;6;6232708
6;6232708;20;9;3;7;16;26;24;8;13;6;17;12;11;2;19;25;15;10;22;4;23;1;18;5;21;14
20;9;3;7;16;26;24;8;13;6;17;12;15;2;19;25;11;10;22;4;23;1;18;5;21;14;6;6213452
6;6213452;20;9;3;7;16;26;24;8;13;6;17;12;15;2;19;25;11;10;22;4;23;1;18;5;21;14
20;9;3;7;16;26;24;8;13;6;17;12;15;2;19;25;11;10;22;4;1;23;18;5;21;14;6;6211216
6;6211216;20;9;3;7;16;26;24;8;13;6;17;12;15;2;19;25;11;10;22;4;1;23;18;5;21;14
20;9;3;7;16;26;24;8;13;6;17;12;15;2;19;21;11;10;22;4;1;23;18;5;25;14;6;6213139
6;6213139;20;9;3;7;16;26;24;8;13;6;17;12;15;2;19;21;11;10;22;4;1;23;18;5;25;14
20;9;3;7;16;26;24;8;13;6;17;12;15;2;22;21;11;10;19;4;1;23;18;5;25;14;6;6099914
6;6099914;20;9;3;7;16;26;24;8;13;6;17;12;15;2;22;21;11;10;19;4;1;23;18;5;25;14
20;9;3;7;16;22;24;8;13;6;17;12;15;2;26;21;11;10;19;4;1;23;18;5;25;14;6;6092328
6;6092328;20;9;3;7;16;22;24;8;13;6;17;12;15;2;26;21;11;10;19;4;1;23;18;5;25;14
20;9;11;7;16;22;24;8;13;6;17;12;15;2;26;21;3;10;19;4;1;23;18;5;25;14;6;6138156
6;6138156;20;9;11;7;16;22;24;8;13;6;17;12;15;2;26;21;3;10;19;4;1;23;18;5;25;14
20;9;6;7;16;22;24;8;13;11;17;12;15;2;26;21;3;10;19;4;1;23;18;5;25;14;6;6136533
6;6136533;20;9;6;7;16;22;24;8;13;11;17;12;15;2;26;21;3;10;19;4;1;23;18;5;25;14
20;9;6;13;16;22;24;8;7;11;17;12;15;2;26;21;3;10;19;4;1;23;18;5;25;14;6;6110292
6;6110292;20;9;6;13;16;22;24;8;7;11;17;12;15;2;26;21;3;10;19;4;1;23;18;5;25;14
