"X1";"X5897570";"X12";"X5";"X24";"X22";"X10";"X11";"X2";"X18";"X19";"X16";"X4";"X6";"X20";"X13";"X9";"X17";"X15";"X1.1";"X14";"X25";"X7";"X26";"X23";"X21";"X3";"X8"
2;5849785;12;26;17;24;18;8;13;14;22;15;11;5;6;10;7;25;19;2;1;3;9;16;23;21;20;4
12;26;17;24;18;8;13;14;22;15;19;5;6;10;7;25;11;2;1;3;9;16;23;21;20;4;2;5854860
2;5854860;12;26;17;24;18;8;13;14;22;15;19;5;6;10;7;25;11;2;1;3;9;16;23;21;20;4
12;26;17;24;18;8;13;14;22;23;19;5;6;10;7;25;11;2;1;3;9;16;15;21;20;4;2;5866343
2;5866343;12;26;17;24;18;8;13;14;22;23;19;5;6;10;7;25;11;2;1;3;9;16;15;21;20;4
2;26;17;24;18;8;13;14;22;23;19;5;6;10;7;25;11;12;1;3;9;16;15;21;20;4;2;5840983
2;5840983;2;26;17;24;18;8;13;14;22;23;19;5;6;10;7;25;11;12;1;3;9;16;15;21;20;4
2;26;17;24;18;7;13;14;22;23;19;5;6;10;8;25;11;12;1;3;9;16;15;21;20;4;2;5877197
2;5877197;2;26;17;24;18;7;13;14;22;23;19;5;6;10;8;25;11;12;1;3;9;16;15;21;20;4
2;26;17;24;18;7;13;14;22;23;19;5;6;10;8;25;11;12;1;3;9;4;15;21;20;16;2;5875108
2;5875108;2;26;17;24;18;7;13;14;22;23;19;5;6;10;8;25;11;12;1;3;9;4;15;21;20;16
2;26;17;24;18;7;13;14;22;23;19;5;6;15;8;25;11;12;1;3;9;4;10;21;20;16;2;5832898
2;5832898;2;26;17;24;18;7;13;14;22;23;19;5;6;15;8;25;11;12;1;3;9;4;10;21;20;16
2;26;17;24;18;7;9;14;22;23;19;5;6;15;8;25;11;12;1;3;13;4;10;21;20;16;2;5807587
3;5807587;2;26;17;24;18;7;9;14;22;23;19;5;6;15;8;25;11;12;1;3;13;4;10;21;20;16
2;26;17;24;18;7;9;14;22;23;19;5;6;15;8;25;11;12;1;3;13;4;10;16;20;21;3;5826745
3;5826745;2;26;17;24;18;7;9;14;22;23;19;5;6;15;8;25;11;12;1;3;13;4;10;16;20;21
14;26;17;24;18;7;9;2;22;23;19;5;6;15;8;25;11;12;1;3;13;4;10;16;20;21;3;5848760
3;5848760;14;26;17;24;18;7;9;2;22;23;19;5;6;15;8;25;11;12;1;3;13;4;10;16;20;21
14;26;17;3;18;7;9;2;22;23;19;5;6;15;8;25;11;12;1;24;13;4;10;16;20;21;3;5859263
3;5859263;14;26;17;3;18;7;9;2;22;23;19;5;6;15;8;25;11;12;1;24;13;4;10;16;20;21
14;26;19;3;18;7;9;2;22;23;17;5;6;15;8;25;11;12;1;24;13;4;10;16;20;21;3;5885587
3;5885587;14;26;19;3;18;7;9;2;22;23;17;5;6;15;8;25;11;12;1;24;13;4;10;16;20;21
14;26;19;3;18;7;9;2;22;23;17;5;6;15;13;25;11;12;1;24;8;4;10;16;20;21;3;5892099
3;5892099;14;26;19;3;18;7;9;2;22;23;17;5;6;15;13;25;11;12;1;24;8;4;10;16;20;21
5;26;19;3;18;7;9;2;22;23;17;14;6;15;13;25;11;12;1;24;8;4;10;16;20;21;3;5908454
3;5908454;5;26;19;3;18;7;9;2;22;23;17;14;6;15;13;25;11;12;1;24;8;4;10;16;20;21
5;26;19;3;18;7;9;2;22;23;17;14;6;15;13;25;11;12;1;24;8;4;10;20;16;21;3;5945246
3;5945246;5;26;19;3;18;7;9;2;22;23;17;14;6;15;13;25;11;12;1;24;8;4;10;20;16;21
5;26;19;3;18;7;9;2;22;23;25;14;6;15;13;17;11;12;1;24;8;4;10;20;16;21;3;5945662
3;5945662;5;26;19;3;18;7;9;2;22;23;25;14;6;15;13;17;11;12;1;24;8;4;10;20;16;21
5;26;19;3;18;7;9;2;22;23;25;14;6;15;13;17;11;12;21;24;8;4;10;20;16;1;3;5953726
3;5953726;5;26;19;3;18;7;9;2;22;23;25;14;6;15;13;17;11;12;21;24;8;4;10;20;16;1
23;26;19;3;18;7;9;2;22;5;25;14;6;15;13;17;11;12;21;24;8;4;10;20;16;1;3;5830278
3;5830278;23;26;19;3;18;7;9;2;22;5;25;14;6;15;13;17;11;12;21;24;8;4;10;20;16;1
23;26;19;6;18;7;9;2;22;5;25;14;3;15;13;17;11;12;21;24;8;4;10;20;16;1;3;5843367
3;5843367;23;26;19;6;18;7;9;2;22;5;25;14;3;15;13;17;11;12;21;24;8;4;10;20;16;1
23;26;19;6;18;7;9;2;22;5;25;14;3;4;13;17;11;12;21;24;8;15;10;20;16;1;3;5840605
3;5840605;23;26;19;6;18;7;9;2;22;5;25;14;3;4;13;17;11;12;21;24;8;15;10;20;16;1
23;26;19;6;18;7;9;2;22;20;25;14;3;4;13;17;11;12;21;24;8;15;10;5;16;1;3;6034746
3;6034746;23;26;19;6;18;7;9;2;22;20;25;14;3;4;13;17;11;12;21;24;8;15;10;5;16;1
23;26;11;6;18;7;9;2;22;20;25;14;3;4;13;17;19;12;21;24;8;15;10;5;16;1;3;6023718
3;6023718;23;26;11;6;18;7;9;2;22;20;25;14;3;4;13;17;19;12;21;24;8;15;10;5;16;1
23;26;11;6;18;7;9;4;22;20;25;14;3;2;13;17;19;12;21;24;8;15;10;5;16;1;3;6011777
3;6011777;23;26;11;6;18;7;9;4;22;20;25;14;3;2;13;17;19;12;21;24;8;15;10;5;16;1
23;26;11;6;18;7;9;4;15;20;25;14;3;2;13;17;19;12;21;24;8;22;10;5;16;1;3;5989140
3;5989140;23;26;11;6;18;7;9;4;15;20;25;14;3;2;13;17;19;12;21;24;8;22;10;5;16;1
23;24;11;6;18;7;9;4;15;20;25;14;3;2;13;17;19;12;21;26;8;22;10;5;16;1;3;5992866
3;5992866;23;24;11;6;18;7;9;4;15;20;25;14;3;2;13;17;19;12;21;26;8;22;10;5;16;1
23;24;11;6;18;7;9;4;15;20;25;14;3;12;13;17;19;2;21;26;8;22;10;5;16;1;3;5969339
3;5969339;23;24;11;6;18;7;9;4;15;20;25;14;3;12;13;17;19;2;21;26;8;22;10;5;16;1
23;1;11;6;18;7;9;4;15;20;25;14;3;12;13;17;19;2;21;26;8;22;10;5;16;24;3;6011822
3;6011822;23;1;11;6;18;7;9;4;15;20;25;14;3;12;13;17;19;2;21;26;8;22;10;5;16;24
23;1;11;17;18;7;9;4;15;20;25;14;3;12;13;6;19;2;21;26;8;22;10;5;16;24;3;5999908
4;5999908;23;1;11;17;18;7;9;4;15;20;25;14;3;12;13;6;19;2;21;26;8;22;10;5;16;24
23;1;16;17;18;7;9;4;15;20;25;14;3;12;13;6;19;2;21;26;8;22;10;5;11;24;4;5993113
4;5993113;23;1;16;17;18;7;9;4;15;20;25;14;3;12;13;6;19;2;21;26;8;22;10;5;11;24
23;1;9;17;18;7;16;4;15;20;25;14;3;12;13;6;19;2;21;26;8;22;10;5;11;24;4;6052112
4;6052112;23;1;9;17;18;7;16;4;15;20;25;14;3;12;13;6;19;2;21;26;8;22;10;5;11;24
23;1;9;22;18;7;16;4;15;20;25;14;3;12;13;6;19;2;21;26;8;17;10;5;11;24;4;6054917
4;6054917;23;1;9;22;18;7;16;4;15;20;25;14;3;12;13;6;19;2;21;26;8;17;10;5;11;24
23;1;9;22;18;7;16;4;15;20;25;14;2;12;13;6;19;3;21;26;8;17;10;5;11;24;4;6008139
4;6008139;23;1;9;22;18;7;16;4;15;20;25;14;2;12;13;6;19;3;21;26;8;17;10;5;11;24
23;1;9;22;18;7;16;20;15;4;25;14;2;12;13;6;19;3;21;26;8;17;10;5;11;24;4;6008139
4;6008139;23;1;9;22;18;7;16;20;15;4;25;14;2;12;13;6;19;3;21;26;8;17;10;5;11;24
23;1;9;22;18;7;16;20;15;4;25;5;2;12;13;6;19;3;21;26;8;17;10;14;11;24;4;5856054
4;5856054;23;1;9;22;18;7;16;20;15;4;25;5;2;12;13;6;19;3;21;26;8;17;10;14;11;24
23;1;5;22;18;7;16;20;15;4;25;9;2;12;13;6;19;3;21;26;8;17;10;14;11;24;4;5900782
4;5900782;23;1;5;22;18;7;16;20;15;4;25;9;2;12;13;6;19;3;21;26;8;17;10;14;11;24
23;1;5;22;18;7;16;20;15;4;25;9;2;12;13;6;19;3;21;26;8;17;24;14;11;10;4;5897127
4;5897127;23;1;5;22;18;7;16;20;15;4;25;9;2;12;13;6;19;3;21;26;8;17;24;14;11;10
5;1;23;22;18;7;16;20;15;4;25;9;2;12;13;6;19;3;21;26;8;17;24;14;11;10;4;5898179
4;5898179;5;1;23;22;18;7;16;20;15;4;25;9;2;12;13;6;19;3;21;26;8;17;24;14;11;10
5;1;23;22;6;7;16;20;15;4;25;9;2;12;13;18;19;3;21;26;8;17;24;14;11;10;4;5845587
4;5845587;5;1;23;22;6;7;16;20;15;4;25;9;2;12;13;18;19;3;21;26;8;17;24;14;11;10
5;1;23;22;25;7;16;20;15;4;6;9;2;12;13;18;19;3;21;26;8;17;24;14;11;10;4;5839684
4;5839684;5;1;23;22;25;7;16;20;15;4;6;9;2;12;13;18;19;3;21;26;8;17;24;14;11;10
24;1;23;22;25;7;16;20;15;4;6;9;2;12;13;18;19;3;21;26;8;17;5;14;11;10;4;5866171
4;5866171;24;1;23;22;25;7;16;20;15;4;6;9;2;12;13;18;19;3;21;26;8;17;5;14;11;10
24;1;23;22;25;7;14;20;15;4;6;9;2;12;13;18;19;3;21;26;8;17;5;16;11;10;4;5794914
4;5794914;24;1;23;22;25;7;14;20;15;4;6;9;2;12;13;18;19;3;21;26;8;17;5;16;11;10
24;1;23;22;25;7;14;20;13;4;6;9;2;12;15;18;19;3;21;26;8;17;5;16;11;10;4;5763920
4;5763920;24;1;23;22;25;7;14;20;13;4;6;9;2;12;15;18;19;3;21;26;8;17;5;16;11;10
24;1;23;22;25;7;14;20;21;4;6;9;2;12;15;18;19;3;13;26;8;17;5;16;11;10;4;5776738
4;5776738;24;1;23;22;25;7;14;20;21;4;6;9;2;12;15;18;19;3;13;26;8;17;5;16;11;10
24;1;23;22;26;7;14;20;21;4;6;9;2;12;15;18;19;3;13;25;8;17;5;16;11;10;4;5780849
4;5780849;24;1;23;22;26;7;14;20;21;4;6;9;2;12;15;18;19;3;13;25;8;17;5;16;11;10
19;1;23;22;26;7;14;20;21;4;6;9;2;12;15;18;24;3;13;25;8;17;5;16;11;10;4;5817963
4;5817963;19;1;23;22;26;7;14;20;21;4;6;9;2;12;15;18;24;3;13;25;8;17;5;16;11;10
19;1;23;22;26;6;14;20;21;4;7;9;2;12;15;18;24;3;13;25;8;17;5;16;11;10;4;5840350
4;5840350;19;1;23;22;26;6;14;20;21;4;7;9;2;12;15;18;24;3;13;25;8;17;5;16;11;10
19;1;23;22;26;6;14;20;21;4;7;9;2;12;15;18;24;3;13;25;16;17;5;8;11;10;4;5819874
4;5819874;19;1;23;22;26;6;14;20;21;4;7;9;2;12;15;18;24;3;13;25;16;17;5;8;11;10
19;1;23;7;26;6;14;20;21;4;22;9;2;12;15;18;24;3;13;25;16;17;5;8;11;10;4;5857763
5;5857763;19;1;23;7;26;6;14;20;21;4;22;9;2;12;15;18;24;3;13;25;16;17;5;8;11;10
19;1;23;7;26;6;14;20;21;4;22;9;2;17;15;18;24;3;13;25;16;12;5;8;11;10;5;5894448
5;5894448;19;1;23;7;26;6;14;20;21;4;22;9;2;17;15;18;24;3;13;25;16;12;5;8;11;10
19;1;22;7;26;6;14;20;21;4;23;9;2;17;15;18;24;3;13;25;16;12;5;8;11;10;5;5892294
5;5892294;19;1;22;7;26;6;14;20;21;4;23;9;2;17;15;18;24;3;13;25;16;12;5;8;11;10
19;1;22;7;26;6;14;20;21;4;18;9;2;17;15;23;24;3;13;25;16;12;5;8;11;10;5;5890118
5;5890118;19;1;22;7;26;6;14;20;21;4;18;9;2;17;15;23;24;3;13;25;16;12;5;8;11;10
19;1;22;7;26;6;14;20;21;4;18;9;2;17;15;23;24;3;5;25;16;12;13;8;11;10;5;5715215
5;5715215;19;1;22;7;26;6;14;20;21;4;18;9;2;17;15;23;24;3;5;25;16;12;13;8;11;10
12;1;22;7;26;6;14;20;21;4;18;9;2;17;15;23;24;3;5;25;16;19;13;8;11;10;5;5718661
5;5718661;12;1;22;7;26;6;14;20;21;4;18;9;2;17;15;23;24;3;5;25;16;19;13;8;11;10
12;9;22;7;26;6;14;20;21;4;18;1;2;17;15;23;24;3;5;25;16;19;13;8;11;10;5;5725949
5;5725949;12;9;22;7;26;6;14;20;21;4;18;1;2;17;15;23;24;3;5;25;16;19;13;8;11;10
12;9;22;7;26;18;14;20;21;4;6;1;2;17;15;23;24;3;5;25;16;19;13;8;11;10;5;5787139
5;5787139;12;9;22;7;26;18;14;20;21;4;6;1;2;17;15;23;24;3;5;25;16;19;13;8;11;10
12;9;22;7;26;18;14;20;21;4;6;1;2;17;10;23;24;3;5;25;16;19;13;8;11;15;5;5820883
5;5820883;12;9;22;7;26;18;14;20;21;4;6;1;2;17;10;23;24;3;5;25;16;19;13;8;11;15
12;9;22;7;26;18;14;20;21;4;6;1;2;17;10;23;24;3;5;25;16;11;13;8;19;15;5;5837571
5;5837571;12;9;22;7;26;18;14;20;21;4;6;1;2;17;10;23;24;3;5;25;16;11;13;8;19;15
12;9;22;7;26;18;14;20;21;4;6;1;23;17;10;2;24;3;5;25;16;11;13;8;19;15;5;5848198
5;5848198;12;9;22;7;26;18;14;20;21;4;6;1;23;17;10;2;24;3;5;25;16;11;13;8;19;15
12;9;22;7;26;5;14;20;21;4;6;1;23;17;10;2;24;3;18;25;16;11;13;8;19;15;5;5913599
5;5913599;12;9;22;7;26;5;14;20;21;4;6;1;23;17;10;2;24;3;18;25;16;11;13;8;19;15
12;21;22;7;26;5;14;20;9;4;6;1;23;17;10;2;24;3;18;25;16;11;13;8;19;15;5;6004664
5;6004664;12;21;22;7;26;5;14;20;9;4;6;1;23;17;10;2;24;3;18;25;16;11;13;8;19;15
25;21;22;7;26;5;14;20;9;4;6;1;23;17;10;2;24;3;18;12;16;11;13;8;19;15;5;6014082
5;6014082;25;21;22;7;26;5;14;20;9;4;6;1;23;17;10;2;24;3;18;12;16;11;13;8;19;15
25;21;22;7;26;3;14;20;9;4;6;1;23;17;10;2;24;5;18;12;16;11;13;8;19;15;5;5928812
5;5928812;25;21;22;7;26;3;14;20;9;4;6;1;23;17;10;2;24;5;18;12;16;11;13;8;19;15
25;21;22;7;26;3;14;20;9;4;6;1;23;15;10;2;24;5;18;12;16;11;13;8;19;17;5;5883816
5;5883816;25;21;22;7;26;3;14;20;9;4;6;1;23;15;10;2;24;5;18;12;16;11;13;8;19;17
25;21;22;10;26;3;14;20;9;4;6;1;23;15;7;2;24;5;18;12;16;11;13;8;19;17;5;5883409
5;5883409;25;21;22;10;26;3;14;20;9;4;6;1;23;15;7;2;24;5;18;12;16;11;13;8;19;17
25;21;22;10;6;3;14;20;9;4;26;1;23;15;7;2;24;5;18;12;16;11;13;8;19;17;5;5890590
5;5890590;25;21;22;10;6;3;14;20;9;4;26;1;23;15;7;2;24;5;18;12;16;11;13;8;19;17
25;21;22;10;6;3;14;20;9;4;26;1;23;15;7;17;24;5;18;12;16;11;13;8;19;2;5;5894545
5;5894545;25;21;22;10;6;3;14;20;9;4;26;1;23;15;7;17;24;5;18;12;16;11;13;8;19;2
25;21;22;10;6;3;1;20;9;4;26;14;23;15;7;17;24;5;18;12;16;11;13;8;19;2;5;5825324
5;5825324;25;21;22;10;6;3;1;20;9;4;26;14;23;15;7;17;24;5;18;12;16;11;13;8;19;2
25;21;22;8;6;3;1;20;9;4;26;14;23;15;7;17;24;5;18;12;16;11;13;10;19;2;5;5826800
6;5826800;25;21;22;8;6;3;1;20;9;4;26;14;23;15;7;17;24;5;18;12;16;11;13;10;19;2
25;3;22;8;6;21;1;20;9;4;26;14;23;15;7;17;24;5;18;12;16;11;13;10;19;2;6;5803758
6;5803758;25;3;22;8;6;21;1;20;9;4;26;14;23;15;7;17;24;5;18;12;16;11;13;10;19;2
25;3;22;8;6;21;1;20;9;4;26;14;23;15;7;17;24;5;18;12;19;11;13;10;16;2;6;5748337
6;5748337;25;3;22;8;6;21;1;20;9;4;26;14;23;15;7;17;24;5;18;12;19;11;13;10;16;2
25;3;22;8;6;21;1;20;9;4;26;14;23;15;7;17;24;5;18;12;19;11;16;10;13;2;6;5795372
6;5795372;25;3;22;8;6;21;1;20;9;4;26;14;23;15;7;17;24;5;18;12;19;11;16;10;13;2
25;3;22;8;6;21;10;20;9;4;26;14;23;15;7;17;24;5;18;12;19;11;16;1;13;2;6;5830787
6;5830787;25;3;22;8;6;21;10;20;9;4;26;14;23;15;7;17;24;5;18;12;19;11;16;1;13;2
25;3;22;8;6;21;10;20;9;4;26;14;23;15;19;17;24;5;18;12;7;11;16;1;13;2;6;5814089
6;5814089;25;3;22;8;6;21;10;20;9;4;26;14;23;15;19;17;24;5;18;12;7;11;16;1;13;2
25;3;22;8;6;21;10;16;9;4;26;14;23;15;19;17;24;5;18;12;7;11;20;1;13;2;6;5831276
6;5831276;25;3;22;8;6;21;10;16;9;4;26;14;23;15;19;17;24;5;18;12;7;11;20;1;13;2
25;3;22;8;10;21;6;16;9;4;26;14;23;15;19;17;24;5;18;12;7;11;20;1;13;2;6;5821530
6;5821530;25;3;22;8;10;21;6;16;9;4;26;14;23;15;19;17;24;5;18;12;7;11;20;1;13;2
25;3;22;8;10;21;6;16;9;4;26;14;18;15;19;17;24;5;23;12;7;11;20;1;13;2;6;5837926
6;5837926;25;3;22;8;10;21;6;16;9;4;26;14;18;15;19;17;24;5;23;12;7;11;20;1;13;2
25;3;22;8;10;21;6;16;9;4;11;14;18;15;19;17;24;5;23;12;7;26;20;1;13;2;6;5832723
6;5832723;25;3;22;8;10;21;6;16;9;4;11;14;18;15;19;17;24;5;23;12;7;26;20;1;13;2
23;3;22;8;10;21;6;16;9;4;11;14;18;15;19;17;24;5;25;12;7;26;20;1;13;2;6;5836944
6;5836944;23;3;22;8;10;21;6;16;9;4;11;14;18;15;19;17;24;5;25;12;7;26;20;1;13;2
23;3;22;8;10;11;6;16;9;4;21;14;18;15;19;17;24;5;25;12;7;26;20;1;13;2;6;5818127
6;5818127;23;3;22;8;10;11;6;16;9;4;21;14;18;15;19;17;24;5;25;12;7;26;20;1;13;2
23;3;22;8;10;11;6;16;9;4;21;14;18;15;25;17;24;5;19;12;7;26;20;1;13;2;6;5757921
6;5757921;23;3;22;8;10;11;6;16;9;4;21;14;18;15;25;17;24;5;19;12;7;26;20;1;13;2
23;12;22;8;10;11;6;16;9;4;21;14;18;15;25;17;24;5;19;3;7;26;20;1;13;2;6;5752227
6;5752227;23;12;22;8;10;11;6;16;9;4;21;14;18;15;25;17;24;5;19;3;7;26;20;1;13;2
23;12;22;8;10;11;6;16;9;4;21;14;18;15;25;17;2;5;19;3;7;26;20;1;13;24;6;5744651
6;5744651;23;12;22;8;10;11;6;16;9;4;21;14;18;15;25;17;2;5;19;3;7;26;20;1;13;24
23;12;20;8;10;11;6;16;9;4;21;14;18;15;25;17;2;5;19;3;7;26;22;1;13;24;6;5734509
6;5734509;23;12;20;8;10;11;6;16;9;4;21;14;18;15;25;17;2;5;19;3;7;26;22;1;13;24
23;12;13;8;10;11;6;16;9;4;21;14;18;15;25;17;2;5;19;3;7;26;22;1;20;24;6;5745658
6;5745658;23;12;13;8;10;11;6;16;9;4;21;14;18;15;25;17;2;5;19;3;7;26;22;1;20;24
23;12;8;13;10;11;6;16;9;4;21;14;18;15;25;17;2;5;19;3;7;26;22;1;20;24;6;5755101
6;5755101;23;12;8;13;10;11;6;16;9;4;21;14;18;15;25;17;2;5;19;3;7;26;22;1;20;24
23;12;8;13;9;11;6;16;10;4;21;14;18;15;25;17;2;5;19;3;7;26;22;1;20;24;6;5731831
6;5731831;23;12;8;13;9;11;6;16;10;4;21;14;18;15;25;17;2;5;19;3;7;26;22;1;20;24
