"X1";"X43916";"X3";"X12";"X8";"X5";"X1.1";"X7";"X6";"X9";"X10";"X2";"X4";"X11"
5;1;10;12;4;6;11;3;8;9;7;2;2;61460
2;61460;5;1;10;12;4;6;11;3;8;9;7;2
5;1;10;9;4;6;11;3;8;12;7;2;2;60382
2;60382;5;1;10;9;4;6;11;3;8;12;7;2
6;1;10;9;4;5;11;3;8;12;7;2;2;52428
2;52428;6;1;10;9;4;5;11;3;8;12;7;2
6;1;9;10;4;5;11;3;8;12;7;2;2;51488
2;51488;6;1;9;10;4;5;11;3;8;12;7;2
6;1;9;12;4;5;11;3;8;10;7;2;2;50776
2;50776;6;1;9;12;4;5;11;3;8;10;7;2
6;1;9;12;4;5;11;3;8;10;2;7;2;48044
2;48044;6;1;9;12;4;5;11;3;8;10;2;7
3;1;9;12;4;5;11;6;8;10;2;7;2;45196
2;45196;3;1;9;12;4;5;11;6;8;10;2;7
3;1;9;12;7;5;11;6;8;10;2;4;2;51116
2;51116;3;1;9;12;7;5;11;6;8;10;2;4
3;1;9;12;7;5;11;8;6;10;2;4;2;42154
2;42154;3;1;9;12;7;5;11;8;6;10;2;4
3;2;9;12;7;5;11;8;6;10;1;4;2;51842
2;51842;3;2;9;12;7;5;11;8;6;10;1;4
3;2;7;12;9;5;11;8;6;10;1;4;2;54700
2;54700;3;2;7;12;9;5;11;8;6;10;1;4
3;2;10;12;9;5;11;8;6;7;1;4;2;66700
2;54700;3;2;7;12;9;5;11;8;6;10;1;4
4;2;7;12;9;5;11;8;6;10;1;3;2;46842
3;46842;4;2;7;12;9;5;11;8;6;10;1;3
4;2;7;12;9;10;11;8;6;5;1;3;3;38216
3;38216;4;2;7;12;9;10;11;8;6;5;1;3
4;9;7;12;2;10;11;8;6;5;1;3;3;41924
3;41924;4;9;7;12;2;10;11;8;6;5;1;3
7;9;4;12;2;10;11;8;6;5;1;3;3;38174
3;38174;7;9;4;12;2;10;11;8;6;5;1;3
7;9;5;12;2;10;11;8;6;4;1;3;3;36652
3;36652;7;9;5;12;2;10;11;8;6;4;1;3
7;4;5;12;2;10;11;8;6;9;1;3;3;40136
3;40136;7;4;5;12;2;10;11;8;6;9;1;3
7;4;5;12;2;10;8;11;6;9;1;3;3;39656
3;39656;7;4;5;12;2;10;8;11;6;9;1;3
7;4;5;12;2;3;8;11;6;9;1;10;3;34620
3;34620;7;4;5;12;2;3;8;11;6;9;1;10
7;4;5;11;2;3;8;12;6;9;1;10;3;36614
3;36614;7;4;5;11;2;3;8;12;6;9;1;10
6;4;5;11;2;3;8;12;7;9;1;10;3;27774
3;27774;6;4;5;11;2;3;8;12;7;9;1;10
6;4;12;11;2;3;8;5;7;9;1;10;3;38082
3;38082;6;4;12;11;2;3;8;5;7;9;1;10
6;4;12;11;2;3;8;10;7;9;1;5;3;36986
3;36986;6;4;12;11;2;3;8;10;7;9;1;5
6;4;9;11;2;3;8;10;7;12;1;5;3;38714
3;38714;6;4;9;11;2;3;8;10;7;12;1;5
6;10;9;11;2;3;8;4;7;12;1;5;3;52258
3;38714;6;4;9;11;2;3;8;10;7;12;1;5
6;4;9;11;2;3;8;10;7;12;5;1;3;39888
3;39888;6;4;9;11;2;3;8;10;7;12;5;1
10;4;9;11;2;3;8;6;7;12;5;1;3;38088
3;38088;10;4;9;11;2;3;8;6;7;12;5;1
10;4;9;11;2;3;6;8;7;12;5;1;3;46800
3;46800;10;4;9;11;2;3;6;8;7;12;5;1
8;4;9;11;2;3;6;10;7;12;5;1;3;47146
3;47146;8;4;9;11;2;3;6;10;7;12;5;1
8;4;9;11;2;3;7;10;6;12;5;1;3;50490
3;50490;8;4;9;11;2;3;7;10;6;12;5;1
8;5;9;11;2;3;7;10;6;12;4;1;3;43558
3;43558;8;5;9;11;2;3;7;10;6;12;4;1
2;5;9;11;8;3;7;10;6;12;4;1;3;57302
4;43558;8;5;9;11;2;3;7;10;6;12;4;1
5;8;9;11;2;3;7;10;6;12;4;1;4;54626
4;43558;8;5;9;11;2;3;7;10;6;12;4;1
8;5;9;11;2;3;7;1;6;12;4;10;4;45100
4;45100;8;5;9;11;2;3;7;1;6;12;4;10
8;5;9;6;2;3;7;1;11;12;4;10;4;50102
4;50102;8;5;9;6;2;3;7;1;11;12;4;10
8;12;9;6;2;3;7;1;11;5;4;10;4;56518
4;56518;8;12;9;6;2;3;7;1;11;5;4;10
8;12;9;6;5;3;7;1;11;2;4;10;4;49960
4;49960;8;12;9;6;5;3;7;1;11;2;4;10
8;12;9;10;5;3;7;1;11;2;4;6;4;49018
4;49018;8;12;9;10;5;3;7;1;11;2;4;6
8;12;9;10;5;3;7;4;11;2;1;6;4;46206
4;46206;8;12;9;10;5;3;7;4;11;2;1;6
8;12;9;10;5;1;7;4;11;2;3;6;4;52286
4;46206;8;12;9;10;5;3;7;4;11;2;1;6
4;12;9;10;5;3;7;8;11;2;1;6;4;62606
4;62606;4;12;9;10;5;3;7;8;11;2;1;6
4;12;9;10;5;3;7;1;11;2;8;6;4;53864
4;53864;4;12;9;10;5;3;7;1;11;2;8;6
4;12;9;10;5;3;7;11;1;2;8;6;4;61942
4;61942;4;12;9;10;5;3;7;11;1;2;8;6
4;12;9;10;5;3;7;2;1;11;8;6;4;57522
4;57522;4;12;9;10;5;3;7;2;1;11;8;6
4;12;9;11;5;3;7;2;1;10;8;6;4;55718
4;55718;4;12;9;11;5;3;7;2;1;10;8;6
4;8;9;11;5;3;7;2;1;10;12;6;4;51684
4;51684;4;8;9;11;5;3;7;2;1;10;12;6
4;8;9;11;5;7;3;2;1;10;12;6;4;56354
4;56354;4;8;9;11;5;7;3;2;1;10;12;6
4;8;9;10;5;7;3;2;1;11;12;6;4;58158
4;58158;4;8;9;10;5;7;3;2;1;11;12;6
4;1;9;10;5;7;3;2;8;11;12;6;4;41892
4;41892;4;1;9;10;5;7;3;2;8;11;12;6
4;1;9;10;5;7;3;2;8;12;11;6;4;32382
4;32382;4;1;9;10;5;7;3;2;8;12;11;6
11;1;9;10;5;7;3;2;8;12;4;6;4;30916
4;30916;11;1;9;10;5;7;3;2;8;12;4;6
11;1;4;10;5;7;3;2;8;12;9;6;4;29232
5;29232;11;1;4;10;5;7;3;2;8;12;9;6
11;1;4;10;3;7;5;2;8;12;9;6;5;37190
5;37190;11;1;4;10;3;7;5;2;8;12;9;6
11;1;4;10;3;7;8;2;5;12;9;6;5;36134
5;36134;11;1;4;10;3;7;8;2;5;12;9;6
10;1;4;11;3;7;8;2;5;12;9;6;5;31116
5;31116;10;1;4;11;3;7;8;2;5;12;9;6
10;1;4;11;3;8;7;2;5;12;9;6;5;35876
5;31116;10;1;4;11;3;7;8;2;5;12;9;6
10;1;4;11;3;7;8;9;5;12;2;6;5;31416
5;31416;10;1;4;11;3;7;8;9;5;12;2;6
10;1;4;11;3;7;8;2;5;12;9;6;5;31116
5;31116;10;1;4;11;3;7;8;2;5;12;9;6
3;1;4;11;10;7;8;2;5;12;9;6;5;36500
5;36500;3;1;4;11;10;7;8;2;5;12;9;6
3;1;4;11;10;7;9;2;5;12;8;6;5;33618
5;33618;3;1;4;11;10;7;9;2;5;12;8;6
3;1;4;11;10;7;12;2;5;9;8;6;5;36218
5;36218;3;1;4;11;10;7;12;2;5;9;8;6
12;1;4;11;10;7;3;2;5;9;8;6;5;42044
5;42044;12;1;4;11;10;7;3;2;5;9;8;6
12;1;4;11;10;7;3;8;5;9;2;6;5;47470
5;47470;12;1;4;11;10;7;3;8;5;9;2;6
12;1;5;11;10;7;3;8;4;9;2;6;5;43258
5;43258;12;1;5;11;10;7;3;8;4;9;2;6
12;1;5;11;10;7;9;8;4;3;2;6;5;55280
5;55280;12;1;5;11;10;7;9;8;4;3;2;6
12;5;1;11;10;7;9;8;4;3;2;6;5;51852
5;51852;12;5;1;11;10;7;9;8;4;3;2;6
1;5;12;11;10;7;9;8;4;3;2;6;5;43226
5;43226;1;5;12;11;10;7;9;8;4;3;2;6
1;5;12;11;10;4;9;8;7;3;2;6;5;58424
5;58424;1;5;12;11;10;4;9;8;7;3;2;6
1;5;12;11;4;10;9;8;7;3;2;6;5;45576
5;45576;1;5;12;11;4;10;9;8;7;3;2;6
1;5;12;11;4;10;9;8;3;7;2;6;5;51360
5;51360;1;5;12;11;4;10;9;8;3;7;2;6
1;5;7;11;4;10;9;8;3;12;2;6;5;44676
5;44676;1;5;7;11;4;10;9;8;3;12;2;6
1;5;6;11;4;10;9;8;3;12;2;7;5;45418
6;45418;1;5;6;11;4;10;9;8;3;12;2;7
1;11;6;5;4;10;9;8;3;12;2;7;6;53180
6;53180;1;11;6;5;4;10;9;8;3;12;2;7
3;11;6;5;4;10;9;8;1;12;2;7;6;50202
6;50202;3;11;6;5;4;10;9;8;1;12;2;7
3;11;6;12;4;10;9;8;1;5;2;7;6;40480
6;40480;3;11;6;12;4;10;9;8;1;5;2;7
3;5;6;12;4;10;9;8;1;11;2;7;6;24142
6;24142;3;5;6;12;4;10;9;8;1;11;2;7
3;5;1;12;4;10;9;8;6;11;2;7;6;26092
6;24142;3;5;6;12;4;10;9;8;1;11;2;7
3;5;6;12;9;10;4;8;1;11;2;7;6;26918
6;26918;3;5;6;12;9;10;4;8;1;11;2;7
3;5;6;12;9;2;4;8;1;11;10;7;6;38878
6;38878;3;5;6;12;9;2;4;8;1;11;10;7
3;6;5;12;9;2;4;8;1;11;10;7;6;50546
6;38878;3;5;6;12;9;2;4;8;1;11;10;7
3;5;6;12;9;4;2;8;1;11;10;7;6;41778
6;41778;3;5;6;12;9;4;2;8;1;11;10;7
5;3;6;12;9;4;2;8;1;11;10;7;6;29646
6;29646;5;3;6;12;9;4;2;8;1;11;10;7
5;3;6;12;10;4;2;8;1;11;9;7;6;28082
6;28082;5;3;6;12;10;4;2;8;1;11;9;7
5;3;6;7;10;4;2;8;1;11;9;12;6;22004
6;22004;5;3;6;7;10;4;2;8;1;11;9;12
5;3;7;6;10;4;2;8;1;11;9;12;6;22978
6;22978;5;3;7;6;10;4;2;8;1;11;9;12
5;3;7;4;10;6;2;8;1;11;9;12;6;37780
6;22978;5;3;7;6;10;4;2;8;1;11;9;12
5;3;7;6;10;11;2;8;1;4;9;12;6;38584
6;22978;5;3;7;6;10;4;2;8;1;11;9;12
5;3;2;6;10;4;7;8;1;11;9;12;6;24518
6;22978;5;3;7;6;10;4;2;8;1;11;9;12
5;3;7;6;1;4;2;8;10;11;9;12;6;25850
6;25850;5;3;7;6;1;4;2;8;10;11;9;12
5;3;7;6;1;4;12;8;10;11;9;2;6;30728
6;30728;5;3;7;6;1;4;12;8;10;11;9;2
5;2;7;6;1;4;12;8;10;11;9;3;6;45742
6;30728;5;3;7;6;1;4;12;8;10;11;9;2
5;7;3;6;1;4;12;8;10;11;9;2;6;35136
7;35136;5;7;3;6;1;4;12;8;10;11;9;2
4;7;3;6;1;5;12;8;10;11;9;2;7;30226
7;30226;4;7;3;6;1;5;12;8;10;11;9;2
4;7;3;6;1;5;10;8;12;11;9;2;7;28444
7;28444;4;7;3;6;1;5;10;8;12;11;9;2
4;7;3;6;1;10;5;8;12;11;9;2;7;26868
7;26868;4;7;3;6;1;10;5;8;12;11;9;2
4;12;3;6;1;10;5;8;7;11;9;2;7;47054
7;26868;4;7;3;6;1;10;5;8;12;11;9;2
4;7;3;6;1;10;5;8;2;11;9;12;7;22386
7;22386;4;7;3;6;1;10;5;8;2;11;9;12
4;7;3;6;5;10;1;8;2;11;9;12;7;30436
7;30436;4;7;3;6;5;10;1;8;2;11;9;12
4;7;12;6;5;10;1;8;2;11;9;3;7;36960
7;36960;4;7;12;6;5;10;1;8;2;11;9;3
4;9;12;6;5;10;1;8;2;11;7;3;7;44378
7;36960;4;7;12;6;5;10;1;8;2;11;9;3
4;9;12;6;5;10;1;8;2;11;7;3;7;44378
7;44378;4;9;12;6;5;10;1;8;2;11;7;3
4;9;12;6;5;10;1;8;2;7;11;3;7;60572
7;60572;4;9;12;6;5;10;1;8;2;7;11;3
4;9;12;6;5;10;11;8;2;7;1;3;7;54074
7;54074;4;9;12;6;5;10;11;8;2;7;1;3
4;6;12;9;5;10;11;8;2;7;1;3;7;48964
7;48964;4;6;12;9;5;10;11;8;2;7;1;3
4;6;12;9;5;10;11;8;1;7;2;3;7;48910
7;48910;4;6;12;9;5;10;11;8;1;7;2;3
4;6;12;9;5;10;11;8;2;7;1;3;7;48964
7;48964;4;6;12;9;5;10;11;8;2;7;1;3
4;6;12;8;5;10;11;9;2;7;1;3;7;38382
7;38382;4;6;12;8;5;10;11;9;2;7;1;3
4;6;12;8;7;10;11;9;2;5;1;3;7;38660
7;38660;4;6;12;8;7;10;11;9;2;5;1;3
4;6;12;8;7;10;2;9;11;5;1;3;7;40228
7;40228;4;6;12;8;7;10;2;9;11;5;1;3
5;6;12;8;7;10;2;9;11;4;1;3;7;38702
7;38702;5;6;12;8;7;10;2;9;11;4;1;3
5;6;12;2;7;10;8;9;11;4;1;3;7;43796
7;43796;5;6;12;2;7;10;8;9;11;4;1;3
5;6;12;2;7;10;3;9;11;4;1;8;7;44318
8;44318;5;6;12;2;7;10;3;9;11;4;1;8
5;3;12;2;7;10;6;9;11;4;1;8;8;34322
8;34322;5;3;12;2;7;10;6;9;11;4;1;8
5;3;12;2;7;4;6;9;11;10;1;8;8;30390
8;30390;5;3;12;2;7;4;6;9;11;10;1;8
5;3;12;2;7;4;6;10;11;9;1;8;8;34454
8;34454;5;3;12;2;7;4;6;10;11;9;1;8
5;3;12;8;7;4;6;10;11;9;1;2;8;30982
8;30982;5;3;12;8;7;4;6;10;11;9;1;2
5;3;12;8;6;4;7;10;11;9;1;2;8;36212
8;36212;5;3;12;8;6;4;7;10;11;9;1;2
12;3;5;8;6;4;7;10;11;9;1;2;8;41614
8;36212;5;3;12;8;6;4;7;10;11;9;1;2
5;3;12;8;6;4;7;10;11;2;1;9;8;32372
8;32372;5;3;12;8;6;4;7;10;11;2;1;9
5;3;12;8;6;10;7;4;11;2;1;9;8;37656
8;37656;5;3;12;8;6;10;7;4;11;2;1;9
5;3;12;6;8;10;7;4;11;2;1;9;8;36256
8;36256;5;3;12;6;8;10;7;4;11;2;1;9
5;3;12;8;6;10;7;4;11;2;1;9;8;37656
8;37656;5;3;12;8;6;10;7;4;11;2;1;9
5;3;12;8;1;10;7;4;11;2;6;9;8;34558
8;34558;5;3;12;8;1;10;7;4;11;2;6;9
5;3;12;9;1;10;7;4;11;2;6;8;8;39902
8;39902;5;3;12;9;1;10;7;4;11;2;6;8
2;3;12;9;1;10;7;4;11;5;6;8;8;54088
8;54088;2;3;12;9;1;10;7;4;11;5;6;8
2;3;6;9;1;10;7;4;11;5;12;8;8;56304
8;56304;2;3;6;9;1;10;7;4;11;5;12;8
2;8;6;9;1;10;7;4;11;5;12;3;8;47174
8;47174;2;8;6;9;1;10;7;4;11;5;12;3
2;8;6;9;1;10;7;4;5;11;12;3;8;48886
8;48886;2;8;6;9;1;10;7;4;5;11;12;3
2;8;6;9;1;10;7;4;5;12;11;3;8;48698
8;48698;2;8;6;9;1;10;7;4;5;12;11;3
2;8;6;9;1;10;7;4;11;12;5;3;8;48806
8;48806;2;8;6;9;1;10;7;4;11;12;5;3
2;8;6;9;3;10;7;4;11;12;5;1;8;54356
8;54356;2;8;6;9;3;10;7;4;11;12;5;1
10;8;6;9;3;2;7;4;11;12;5;1;8;54332
9;54332;10;8;6;9;3;2;7;4;11;12;5;1
10;8;6;9;7;2;3;4;11;12;5;1;9;50084
9;50084;10;8;6;9;7;2;3;4;11;12;5;1
10;8;3;9;7;2;6;4;11;12;5;1;9;50512
9;50512;10;8;3;9;7;2;6;4;11;12;5;1
10;8;2;9;7;3;6;4;11;12;5;1;9;46430
9;46430;10;8;2;9;7;3;6;4;11;12;5;1
10;2;8;9;7;3;6;4;11;12;5;1;9;52786
9;52786;10;2;8;9;7;3;6;4;11;12;5;1
10;2;8;9;7;3;5;4;11;12;6;1;9;51144
9;51144;10;2;8;9;7;3;5;4;11;12;6;1
10;2;8;6;7;3;5;4;11;12;9;1;9;52946
9;52946;10;2;8;6;7;3;5;4;11;12;9;1
5;2;8;6;7;3;10;4;11;12;9;1;9;60626
9;52946;10;2;8;6;7;3;5;4;11;12;9;1
10;3;8;6;7;2;5;4;11;12;9;1;9;56056
9;56056;10;3;8;6;7;2;5;4;11;12;9;1
10;3;8;1;7;2;5;4;11;12;9;6;9;49840
9;49840;10;3;8;1;7;2;5;4;11;12;9;6
10;3;8;1;7;2;5;4;11;12;6;9;9;47504
9;47504;10;3;8;1;7;2;5;4;11;12;6;9
10;6;8;1;7;2;5;4;11;12;3;9;9;46736
9;46736;10;6;8;1;7;2;5;4;11;12;3;9
10;6;8;1;7;2;12;4;11;5;3;9;9;54106
9;54106;10;6;8;1;7;2;12;4;11;5;3;9
10;6;8;1;7;9;12;4;11;5;3;2;9;51542
9;51542;10;6;8;1;7;9;12;4;11;5;3;2
10;6;8;4;7;9;12;1;11;5;3;2;9;46248
9;46248;10;6;8;4;7;9;12;1;11;5;3;2
10;6;12;4;7;9;8;1;11;5;3;2;9;49680
9;49680;10;6;12;4;7;9;8;1;11;5;3;2
10;6;12;4;7;8;9;1;11;5;3;2;9;50180
9;50180;10;6;12;4;7;8;9;1;11;5;3;2
10;6;12;4;7;8;9;3;11;5;1;2;9;39284
9;39284;10;6;12;4;7;8;9;3;11;5;1;2
10;6;12;4;2;8;9;3;11;5;1;7;9;35832
9;35832;10;6;12;4;2;8;9;3;11;5;1;7
8;6;12;4;2;10;9;3;11;5;1;7;9;38382
9;35832;10;6;12;4;2;8;9;3;11;5;1;7
10;6;12;4;11;8;9;3;2;5;1;7;9;37614
10;37614;10;6;12;4;11;8;9;3;2;5;1;7
10;6;12;2;11;8;9;3;4;5;1;7;10;36774
10;36774;10;6;12;2;11;8;9;3;4;5;1;7
10;6;4;2;11;8;9;3;12;5;1;7;10;38960
10;38960;10;6;4;2;11;8;9;3;12;5;1;7
10;6;4;2;8;11;9;3;12;5;1;7;10;24168
10;24168;10;6;4;2;8;11;9;3;12;5;1;7
10;6;7;2;8;11;9;3;12;5;1;4;10;31020
10;31020;10;6;7;2;8;11;9;3;12;5;1;4
10;6;7;2;8;12;9;3;11;5;1;4;10;34162
10;31020;10;6;7;2;8;11;9;3;12;5;1;4
10;6;7;2;8;11;9;3;1;5;12;4;10;31076
10;31076;10;6;7;2;8;11;9;3;1;5;12;4
10;6;7;2;8;12;9;3;1;5;11;4;10;34316
10;34316;10;6;7;2;8;12;9;3;1;5;11;4
10;4;7;2;8;12;9;3;1;5;11;6;10;40066
10;40066;10;4;7;2;8;12;9;3;1;5;11;6
8;4;7;2;10;12;9;3;1;5;11;6;10;41630
10;41630;8;4;7;2;10;12;9;3;1;5;11;6
8;4;7;2;11;12;9;3;1;5;10;6;10;40206
10;40206;8;4;7;2;11;12;9;3;1;5;10;6
8;4;7;2;11;5;9;3;1;12;10;6;10;49498
10;49498;8;4;7;2;11;5;9;3;1;12;10;6
8;11;7;2;4;5;9;3;1;12;10;6;10;31660
10;31660;8;11;7;2;4;5;9;3;1;12;10;6
8;11;7;2;4;5;9;12;1;3;10;6;10;35650
10;35650;8;11;7;2;4;5;9;12;1;3;10;6
2;11;7;8;4;5;9;12;1;3;10;6;10;45680
10;45680;2;11;7;8;4;5;9;12;1;3;10;6
2;11;7;8;4;5;9;12;1;6;10;3;10;40112
10;40112;2;11;7;8;4;5;9;12;1;6;10;3
2;11;7;8;4;5;12;9;1;6;10;3;10;40920
10;40920;2;11;7;8;4;5;12;9;1;6;10;3
2;10;7;8;4;5;12;9;1;6;11;3;10;38238
10;38238;2;10;7;8;4;5;12;9;1;6;11;3
2;10;7;8;3;5;12;9;1;6;11;4;10;35216
10;35216;2;10;7;8;3;5;12;9;1;6;11;4
2;12;7;8;3;5;10;9;1;6;11;4;10;42984
10;42984;2;12;7;8;3;5;10;9;1;6;11;4
2;12;7;3;8;5;10;9;1;6;11;4;10;43184
11;43184;2;12;7;3;8;5;10;9;1;6;11;4
2;12;8;3;7;5;10;9;1;6;11;4;11;40356
11;40356;2;12;8;3;7;5;10;9;1;6;11;4
2;12;3;8;7;5;10;9;1;6;11;4;11;43834
11;40356;2;12;8;3;7;5;10;9;1;6;11;4
2;12;8;3;7;5;10;4;1;6;11;9;11;37160
11;37160;2;12;8;3;7;5;10;4;1;6;11;9
2;12;10;3;7;5;8;4;1;6;11;9;11;36736
11;36736;2;12;10;3;7;5;8;4;1;6;11;9
2;4;10;3;7;5;8;12;1;6;11;9;11;44988
11;44988;2;4;10;3;7;5;8;12;1;6;11;9
2;4;10;3;7;8;5;12;1;6;11;9;11;35818
11;35818;2;4;10;3;7;8;5;12;1;6;11;9
11;4;10;3;7;8;5;12;1;6;2;9;11;43060
11;43060;11;4;10;3;7;8;5;12;1;6;2;9
11;4;7;3;10;8;5;12;1;6;2;9;11;41844
11;41844;11;4;7;3;10;8;5;12;1;6;2;9
11;4;7;3;12;8;5;10;1;6;2;9;11;40380
11;40380;11;4;7;3;12;8;5;10;1;6;2;9
11;4;7;3;2;8;5;10;1;6;12;9;11;49048
11;49048;11;4;7;3;2;8;5;10;1;6;12;9
11;4;7;3;2;8;5;12;1;6;10;9;11;41516
11;41516;11;4;7;3;2;8;5;12;1;6;10;9
9;4;7;3;2;8;5;12;1;6;10;11;11;29610
11;29610;9;4;7;3;2;8;5;12;1;6;10;11
9;4;7;3;2;8;5;12;11;6;10;1;11;37974
11;29610;9;4;7;3;2;8;5;12;1;6;10;11
5;4;7;3;2;8;9;12;1;6;10;11;11;42666
11;42666;5;4;7;3;2;8;9;12;1;6;10;11
5;2;7;3;4;8;9;12;1;6;10;11;11;49072
11;49072;5;2;7;3;4;8;9;12;1;6;10;11
5;2;8;3;4;7;9;12;1;6;10;11;11;42898
11;42898;5;2;8;3;4;7;9;12;1;6;10;11
5;2;8;3;4;7;10;12;1;6;9;11;11;44830
11;44830;5;2;8;3;4;7;10;12;1;6;9;11
5;2;8;3;4;6;10;12;1;7;9;11;11;54604
11;54604;5;2;8;3;4;6;10;12;1;7;9;11
7;2;8;3;4;6;10;12;1;5;9;11;11;46764
11;46764;7;2;8;3;4;6;10;12;1;5;9;11
7;2;8;3;4;6;5;12;1;10;9;11;11;54378
12;46764;7;2;8;3;4;6;10;12;1;5;9;11
7;2;8;3;4;6;9;12;1;5;10;11;12;44832
12;44832;7;2;8;3;4;6;9;12;1;5;10;11
7;2;8;3;4;6;9;12;10;5;1;11;12;44796
12;44796;7;2;8;3;4;6;9;12;10;5;1;11
7;2;8;3;12;6;9;4;10;5;1;11;12;46006
12;44796;7;2;8;3;4;6;9;12;10;5;1;11
7;5;8;3;4;6;9;12;10;2;1;11;12;39148
12;39148;7;5;8;3;4;6;9;12;10;2;1;11
6;5;8;3;4;7;9;12;10;2;1;11;12;37608
12;37608;6;5;8;3;4;7;9;12;10;2;1;11
6;5;8;3;4;7;9;2;10;12;1;11;12;33030
12;33030;6;5;8;3;4;7;9;2;10;12;1;11
6;5;8;3;4;7;1;2;10;12;9;11;12;35236
12;35236;6;5;8;3;4;7;1;2;10;12;9;11
6;5;8;3;4;7;2;1;10;12;9;11;12;47444
12;35236;6;5;8;3;4;7;1;2;10;12;9;11
6;8;5;3;4;7;1;2;10;12;9;11;12;49208
12;49208;6;8;5;3;4;7;1;2;10;12;9;11
6;8;1;3;4;7;5;2;10;12;9;11;12;47640
12;47640;6;8;1;3;4;7;5;2;10;12;9;11
6;8;1;3;4;7;2;5;10;12;9;11;12;54860
12;47640;6;8;1;3;4;7;5;2;10;12;9;11
6;8;1;3;4;7;5;2;10;12;11;9;12;49098
12;47640;6;8;1;3;4;7;5;2;10;12;9;11
6;8;1;3;4;2;5;7;10;12;9;11;12;46154
12;46154;6;8;1;3;4;2;5;7;10;12;9;11
6;8;1;3;9;2;5;7;10;12;4;11;12;47462
12;47462;6;8;1;3;9;2;5;7;10;12;4;11
1;8;6;3;9;2;5;7;10;12;4;11;12;48274
12;48274;1;8;6;3;9;2;5;7;10;12;4;11
3;8;6;1;9;2;5;7;10;12;4;11;12;53674
12;48274;1;8;6;3;9;2;5;7;10;12;4;11
1;2;6;3;9;8;5;7;10;12;4;11;12;48570
12;48570;1;2;6;3;9;8;5;7;10;12;4;11
1;2;6;10;9;8;5;7;3;12;4;11;12;45410
12;45410;1;2;6;10;9;8;5;7;3;12;4;11
1;8;6;10;9;2;5;7;3;12;4;11;12;45064
