"X1";"X33432";"X5";"X8";"X11";"X2";"X10";"X6";"X12";"X4";"X1.1";"X3";"X7";"X9"
3;8;9;6;5;2;7;10;12;11;4;1;6;58024
6;58024;3;8;9;6;5;2;7;10;12;11;4;1
3;8;9;6;5;2;4;10;12;11;7;1;6;55344
6;55344;3;8;9;6;5;2;4;10;12;11;7;1
3;8;9;6;5;2;4;11;12;10;7;1;6;52398
6;52398;3;8;9;6;5;2;4;11;12;10;7;1
3;8;9;6;5;2;4;11;12;7;10;1;6;51960
6;51960;3;8;9;6;5;2;4;11;12;7;10;1
3;8;9;6;5;2;4;11;12;7;1;10;6;52630
6;52630;3;8;9;6;5;2;4;11;12;7;1;10
3;5;9;6;8;2;4;11;12;7;1;10;6;49478
6;49478;3;5;9;6;8;2;4;11;12;7;1;10
3;5;9;6;11;2;4;8;12;7;1;10;6;53790
6;53790;3;5;9;6;11;2;4;8;12;7;1;10
4;5;9;6;11;2;3;8;12;7;1;10;6;67048
6;67048;4;5;9;6;11;2;3;8;12;7;1;10
4;5;9;6;11;3;2;8;12;7;1;10;6;51254
6;51254;4;5;9;6;11;3;2;8;12;7;1;10
4;5;9;6;11;8;2;3;12;7;1;10;6;50632
6;50632;4;5;9;6;11;8;2;3;12;7;1;10
4;5;12;6;11;8;2;3;9;7;1;10;6;50452
6;50452;4;5;12;6;11;8;2;3;9;7;1;10
4;5;12;6;11;8;2;3;7;9;1;10;6;52504
6;52504;4;5;12;6;11;8;2;3;7;9;1;10
4;10;12;6;11;8;2;3;7;9;1;5;6;42300
6;42300;4;10;12;6;11;8;2;3;7;9;1;5
4;10;12;6;9;8;2;3;7;11;1;5;6;31500
6;31500;4;10;12;6;9;8;2;3;7;11;1;5
4;10;1;6;9;8;2;3;7;11;12;5;6;31656
6;31656;4;10;1;6;9;8;2;3;7;11;12;5
4;10;8;6;9;1;2;3;7;11;12;5;6;35236
6;35236;4;10;8;6;9;1;2;3;7;11;12;5
4;10;5;6;9;1;2;3;7;11;12;8;6;35868
6;35868;4;10;5;6;9;1;2;3;7;11;12;8
4;10;5;6;9;2;1;3;7;11;12;8;6;39050
7;39050;4;10;5;6;9;2;1;3;7;11;12;8
4;5;10;6;9;2;1;3;7;11;12;8;7;53794
7;53794;4;5;10;6;9;2;1;3;7;11;12;8
4;5;10;2;9;6;1;3;7;11;12;8;7;50408
7;50408;4;5;10;2;9;6;1;3;7;11;12;8
4;5;10;2;9;6;1;3;7;11;8;12;7;53298
7;53298;4;5;10;2;9;6;1;3;7;11;8;12
2;5;10;4;9;6;1;3;7;11;8;12;7;52506
7;52506;2;5;10;4;9;6;1;3;7;11;8;12
2;5;10;4;9;6;8;3;7;11;1;12;7;47954
7;47954;2;5;10;4;9;6;8;3;7;11;1;12
2;5;10;4;9;11;8;3;7;6;1;12;7;46930
7;46930;2;5;10;4;9;11;8;3;7;6;1;12
2;5;10;4;9;11;8;6;7;3;1;12;7;48852
7;48852;2;5;10;4;9;11;8;6;7;3;1;12
10;5;2;4;9;11;8;6;7;3;1;12;7;42184
7;42184;10;5;2;4;9;11;8;6;7;3;1;12
10;1;2;4;9;11;8;6;7;3;5;12;7;49348
7;49348;10;1;2;4;9;11;8;6;7;3;5;12
10;1;2;4;9;11;8;7;6;3;5;12;7;44274
7;44274;10;1;2;4;9;11;8;7;6;3;5;12
10;1;2;4;9;7;8;11;6;3;5;12;7;38754
7;38754;10;1;2;4;9;7;8;11;6;3;5;12
10;1;2;4;8;7;9;11;6;3;5;12;7;32046
7;32046;10;1;2;4;8;7;9;11;6;3;5;12
10;1;2;4;8;12;9;11;6;3;5;7;7;46688
7;46688;10;1;2;4;8;12;9;11;6;3;5;7
10;1;2;4;8;12;9;11;6;7;5;3;7;47072
7;47072;10;1;2;4;8;12;9;11;6;7;5;3
10;1;2;4;12;8;9;11;6;7;5;3;7;42742
7;42742;10;1;2;4;12;8;9;11;6;7;5;3
7;1;2;4;12;8;9;11;6;10;5;3;7;39626
7;39626;7;1;2;4;12;8;9;11;6;10;5;3
6;1;2;4;12;8;9;11;7;10;5;3;7;46338
7;46338;6;1;2;4;12;8;9;11;7;10;5;3
6;1;4;2;12;8;9;11;7;10;5;3;7;47286
7;47286;6;1;4;2;12;8;9;11;7;10;5;3
6;1;4;2;11;8;9;12;7;10;5;3;7;47978
7;47978;6;1;4;2;11;8;9;12;7;10;5;3
6;1;4;2;8;11;9;12;7;10;5;3;7;54766
8;54766;6;1;4;2;8;11;9;12;7;10;5;3
6;1;4;2;8;11;9;12;7;10;3;5;8;54510
8;54510;6;1;4;2;8;11;9;12;7;10;3;5
6;1;4;2;5;11;9;12;7;10;3;8;8;54988
8;54988;6;1;4;2;5;11;9;12;7;10;3;8
6;1;4;2;5;11;9;12;8;10;3;7;8;55296
8;55296;6;1;4;2;5;11;9;12;8;10;3;7
4;1;6;2;5;11;9;12;8;10;3;7;8;46872
8;46872;4;1;6;2;5;11;9;12;8;10;3;7
5;1;6;2;4;11;9;12;8;10;3;7;8;56382
8;56382;5;1;6;2;4;11;9;12;8;10;3;7
5;10;6;2;4;11;9;12;8;1;3;7;8;54446
8;54446;5;10;6;2;4;11;9;12;8;1;3;7
5;4;6;2;10;11;9;12;8;1;3;7;8;61332
8;54446;5;10;6;2;4;11;9;12;8;1;3;7
5;10;6;1;4;11;9;12;8;2;3;7;8;43246
8;43246;5;10;6;1;4;11;9;12;8;2;3;7
5;10;2;1;4;11;9;12;8;6;3;7;8;48174
8;48174;5;10;2;1;4;11;9;12;8;6;3;7
5;11;2;1;4;10;9;12;8;6;3;7;8;46188
8;46188;5;11;2;1;4;10;9;12;8;6;3;7
5;11;2;1;4;10;12;9;8;6;3;7;8;46976
8;46976;5;11;2;1;4;10;12;9;8;6;3;7
5;11;2;1;4;10;12;7;8;6;3;9;8;53660
8;53660;5;11;2;1;4;10;12;7;8;6;3;9
6;11;2;1;4;10;12;7;8;5;3;9;8;31092
8;31092;6;11;2;1;4;10;12;7;8;5;3;9
6;11;2;1;4;9;12;7;8;5;3;10;8;21260
8;21260;6;11;2;1;4;9;12;7;8;5;3;10
6;11;2;10;4;9;12;7;8;5;3;1;8;23614
8;23614;6;11;2;10;4;9;12;7;8;5;3;1
6;11;2;10;4;9;12;3;8;5;7;1;8;26936
8;26936;6;11;2;10;4;9;12;3;8;5;7;1
6;11;2;10;4;9;8;3;12;5;7;1;8;26430
8;26430;6;11;2;10;4;9;8;3;12;5;7;1
7;11;2;10;4;9;8;3;12;5;6;1;8;36722
8;36722;7;11;2;10;4;9;8;3;12;5;6;1
7;11;10;2;4;9;8;3;12;5;6;1;8;33400
8;33400;7;11;10;2;4;9;8;3;12;5;6;1
7;11;3;2;4;9;8;10;12;5;6;1;8;38300
9;33400;7;11;10;2;4;9;8;3;12;5;6;1
7;11;6;2;4;9;8;3;12;5;10;1;9;41504
9;41504;7;11;6;2;4;9;8;3;12;5;10;1
7;11;2;6;4;9;8;3;12;5;10;1;9;43648
9;43648;7;11;2;6;4;9;8;3;12;5;10;1
8;11;2;6;4;9;7;3;12;5;10;1;9;32330
9;32330;8;11;2;6;4;9;7;3;12;5;10;1
8;11;2;6;4;5;7;3;12;9;10;1;9;39240
9;32330;8;11;2;6;4;9;7;3;12;5;10;1
8;11;2;1;4;9;7;3;12;5;10;6;9;31734
9;31734;8;11;2;1;4;9;7;3;12;5;10;6
8;2;11;1;4;9;7;3;12;5;10;6;9;41854
9;41854;8;2;11;1;4;9;7;3;12;5;10;6
10;2;11;1;4;9;7;3;12;5;8;6;9;36392
9;36392;10;2;11;1;4;9;7;3;12;5;8;6
10;2;11;1;4;9;7;3;12;5;6;8;9;31134
9;31134;10;2;11;1;4;9;7;3;12;5;6;8
10;2;11;1;7;9;4;3;12;5;6;8;9;28576
9;28576;10;2;11;1;7;9;4;3;12;5;6;8
10;2;11;1;6;9;4;3;12;5;7;8;9;32448
9;32448;10;2;11;1;6;9;4;3;12;5;7;8
10;2;11;1;7;9;4;3;12;5;6;8;9;28576
9;28576;10;2;11;1;7;9;4;3;12;5;6;8
8;2;11;1;7;9;4;3;12;5;6;10;9;39608
9;39608;8;2;11;1;7;9;4;3;12;5;6;10
8;2;11;4;7;9;1;3;12;5;6;10;9;38740
9;38740;8;2;11;4;7;9;1;3;12;5;6;10
8;11;2;4;7;9;1;3;12;5;6;10;9;29452
9;29452;8;11;2;4;7;9;1;3;12;5;6;10
8;11;2;4;7;3;1;9;12;5;6;10;9;43608
9;43608;8;11;2;4;7;3;1;9;12;5;6;10
8;11;2;10;7;3;1;9;12;5;6;4;9;48018
9;48018;8;11;2;10;7;3;1;9;12;5;6;4
8;1;2;10;7;3;11;9;12;5;6;4;9;53674
9;53674;8;1;2;10;7;3;11;9;12;5;6;4
8;1;2;10;7;3;5;9;12;11;6;4;9;45292
9;45292;8;1;2;10;7;3;5;9;12;11;6;4
8;1;2;10;7;12;5;9;3;11;6;4;9;56162
9;45292;8;1;2;10;7;3;5;9;12;11;6;4
12;1;2;10;7;3;5;9;8;11;6;4;9;56104
10;56104;12;1;2;10;7;3;5;9;8;11;6;4
12;1;2;10;7;3;5;9;11;8;6;4;10;51778
10;51778;12;1;2;10;7;3;5;9;11;8;6;4
12;1;2;8;7;3;5;9;11;10;6;4;10;55934
10;55934;12;1;2;8;7;3;5;9;11;10;6;4
12;3;2;8;7;1;5;9;11;10;6;4;10;50158
10;50158;12;3;2;8;7;1;5;9;11;10;6;4
12;3;2;8;7;1;6;9;11;10;5;4;10;48784
10;48784;12;3;2;8;7;1;6;9;11;10;5;4
12;3;2;8;7;1;11;9;6;10;5;4;10;53350
10;53350;12;3;2;8;7;1;11;9;6;10;5;4
12;11;2;8;7;1;3;9;6;10;5;4;10;43530
10;43530;12;11;2;8;7;1;3;9;6;10;5;4
12;11;2;8;7;1;3;9;4;10;5;6;10;45564
10;45564;12;11;2;8;7;1;3;9;4;10;5;6
10;11;2;8;7;1;3;9;4;12;5;6;10;42288
10;42288;10;11;2;8;7;1;3;9;4;12;5;6
10;11;2;8;7;1;3;4;9;12;5;6;10;51392
10;51392;10;11;2;8;7;1;3;4;9;12;5;6
10;11;2;8;7;1;3;4;9;5;12;6;10;52654
10;52654;10;11;2;8;7;1;3;4;9;5;12;6
10;11;3;8;7;1;2;4;9;5;12;6;10;52546
10;52546;10;11;3;8;7;1;2;4;9;5;12;6
5;11;3;8;7;1;2;4;9;10;12;6;10;30712
10;30712;5;11;3;8;7;1;2;4;9;10;12;6
6;11;3;8;7;1;2;4;9;10;12;5;10;37762
10;37762;6;11;3;8;7;1;2;4;9;10;12;5
6;11;2;8;7;1;3;4;9;10;12;5;10;37430
10;37430;6;11;2;8;7;1;3;4;9;10;12;5
7;11;2;8;6;1;3;4;9;10;12;5;10;48238
10;48238;7;11;2;8;6;1;3;4;9;10;12;5
7;9;2;8;6;1;3;4;11;10;12;5;10;49330
10;49330;7;9;2;8;6;1;3;4;11;10;12;5
7;9;12;8;6;1;3;4;11;10;2;5;10;54088
10;54088;7;9;12;8;6;1;3;4;11;10;2;5
2;9;12;8;6;1;3;4;11;10;7;5;10;49236
10;49236;2;9;12;8;6;1;3;4;11;10;7;5
2;9;7;8;6;1;3;4;11;10;12;5;10;45404
10;45404;2;9;7;8;6;1;3;4;11;10;12;5
3;9;7;8;6;1;2;4;11;10;12;5;10;53430
11;53430;3;9;7;8;6;1;2;4;11;10;12;5
3;9;2;8;6;1;7;4;11;10;12;5;11;53378
11;53378;3;9;2;8;6;1;7;4;11;10;12;5
3;9;2;1;6;8;7;4;11;10;12;5;11;46604
11;46604;3;9;2;1;6;8;7;4;11;10;12;5
3;9;2;1;12;8;7;4;11;10;6;5;11;42636
11;42636;3;9;2;1;12;8;7;4;11;10;6;5
3;9;2;1;12;8;10;4;11;7;6;5;11;42166
11;42166;3;9;2;1;12;8;10;4;11;7;6;5
3;4;2;1;12;8;10;9;11;7;6;5;11;30710
11;30710;3;4;2;1;12;8;10;9;11;7;6;5
3;4;1;2;12;8;10;9;11;7;6;5;11;31208
11;31208;3;4;1;2;12;8;10;9;11;7;6;5
3;4;1;2;12;8;6;9;11;7;10;5;11;38128
11;38128;3;4;1;2;12;8;6;9;11;7;10;5
3;4;1;2;12;5;6;9;11;7;10;8;11;53208
11;38128;3;4;1;2;12;8;6;9;11;7;10;5
3;10;1;2;12;8;6;9;11;7;4;5;11;40284
11;40284;3;10;1;2;12;8;6;9;11;7;4;5
3;10;1;2;12;8;6;9;11;4;7;5;11;46484
11;40284;3;10;1;2;12;8;6;9;11;7;4;5
3;12;1;2;10;8;6;9;11;7;4;5;11;52440
11;52440;3;12;1;2;10;8;6;9;11;7;4;5
3;12;1;2;10;5;6;9;11;7;4;8;11;57488
11;52440;3;12;1;2;10;8;6;9;11;7;4;5
3;12;1;2;10;8;6;9;11;4;7;5;11;58640
11;58640;3;12;1;2;10;8;6;9;11;4;7;5
3;12;1;2;10;8;7;9;11;4;6;5;11;52116
11;52116;3;12;1;2;10;8;7;9;11;4;6;5
3;12;2;1;10;8;7;9;11;4;6;5;11;51306
11;51306;3;12;2;1;10;8;7;9;11;4;6;5
3;12;5;1;10;8;7;9;11;4;6;2;11;45766
11;45766;3;12;5;1;10;8;7;9;11;4;6;2
3;12;5;1;10;6;7;9;11;4;8;2;11;38510
11;38510;3;12;5;1;10;6;7;9;11;4;8;2
3;12;5;1;10;11;7;9;6;4;8;2;11;38014
11;38014;3;12;5;1;10;11;7;9;6;4;8;2
3;4;5;1;10;11;7;9;6;12;8;2;11;38560
11;38560;3;4;5;1;10;11;7;9;6;12;8;2
3;2;5;1;10;11;7;9;6;12;8;4;11;53482
12;53482;3;2;5;1;10;11;7;9;6;12;8;4
3;7;5;1;10;11;2;9;6;12;8;4;12;51154
12;51154;3;7;5;1;10;11;2;9;6;12;8;4
3;7;5;1;6;11;2;9;10;12;8;4;12;51896
12;51896;3;7;5;1;6;11;2;9;10;12;8;4
3;2;5;1;6;11;7;9;10;12;8;4;12;54224
12;54224;3;2;5;1;6;11;7;9;10;12;8;4
3;2;5;1;6;11;7;10;9;12;8;4;12;64274
12;64274;3;2;5;1;6;11;7;10;9;12;8;4
1;2;5;3;6;11;7;10;9;12;8;4;12;56444
12;56444;1;2;5;3;6;11;7;10;9;12;8;4
6;2;5;3;1;11;7;10;9;12;8;4;12;62482
12;56444;1;2;5;3;6;11;7;10;9;12;8;4
11;2;5;3;6;1;7;10;9;12;8;4;12;49424
12;49424;11;2;5;3;6;1;7;10;9;12;8;4
11;2;7;3;6;1;5;10;9;12;8;4;12;50284
12;50284;11;2;7;3;6;1;5;10;9;12;8;4
11;2;7;5;6;1;3;10;9;12;8;4;12;50786
12;50786;11;2;7;5;6;1;3;10;9;12;8;4
11;2;7;5;6;10;3;1;9;12;8;4;12;53828
12;53828;11;2;7;5;6;10;3;1;9;12;8;4
11;2;7;1;6;10;3;5;9;12;8;4;12;51938
12;51938;11;2;7;1;6;10;3;5;9;12;8;4
11;1;7;2;6;10;3;5;9;12;8;4;12;42764
12;42764;11;1;7;2;6;10;3;5;9;12;8;4
11;1;7;2;6;4;3;5;9;12;8;10;12;44368
12;44368;11;1;7;2;6;4;3;5;9;12;8;10
11;1;7;2;6;4;8;5;9;12;3;10;12;47118
12;47118;11;1;7;2;6;4;8;5;9;12;3;10
10;1;7;2;6;4;8;5;9;12;3;11;12;39000
12;39000;10;1;7;2;6;4;8;5;9;12;3;11
11;1;7;2;6;4;8;5;9;12;3;10;12;47118
12;47118;11;1;7;2;6;4;8;5;9;12;3;10
11;10;7;2;6;4;8;5;9;12;3;1;12;55976
12;55976;11;10;7;2;6;4;8;5;9;12;3;1
11;10;7;2;6;4;8;12;9;5;3;1;12;54336
12;54336;11;10;7;2;6;4;8;12;9;5;3;1
11;10;7;2;6;4;8;12;9;5;1;3;12;51290
