"X1";"X5913276";"X7";"X26";"X23";"X24";"X2";"X17";"X11";"X8";"X4";"X1.1";"X15";"X9";"X13";"X21";"X22";"X10";"X3";"X12";"X25";"X19";"X18";"X6";"X20";"X14";"X5";"X16"
3;5901311;9;7;15;14;2;20;13;6;5;11;22;8;26;19;1;24;3;25;12;21;18;16;4;10;17;23
9;7;15;14;2;20;13;6;5;11;22;8;26;19;1;24;3;21;12;25;18;16;4;10;17;23;3;5828329
3;5828329;9;7;15;14;2;20;13;6;5;11;22;8;26;19;1;24;3;21;12;25;18;16;4;10;17;23
10;7;15;14;2;20;13;6;5;11;22;8;26;19;1;24;3;21;12;25;18;16;4;9;17;23;3;5906746
3;5906746;10;7;15;14;2;20;13;6;5;11;22;8;26;19;1;24;3;21;12;25;18;16;4;9;17;23
10;7;19;14;2;20;13;6;5;11;22;8;26;15;1;24;3;21;12;25;18;16;4;9;17;23;3;5893705
3;5893705;10;7;19;14;2;20;13;6;5;11;22;8;26;15;1;24;3;21;12;25;18;16;4;9;17;23
10;7;19;14;2;20;13;6;5;11;22;8;26;15;1;24;3;21;12;25;18;4;16;9;17;23;3;5881935
3;5881935;10;7;19;14;2;20;13;6;5;11;22;8;26;15;1;24;3;21;12;25;18;4;16;9;17;23
10;7;19;14;2;20;13;6;5;11;22;8;26;15;1;24;12;21;3;25;18;4;16;9;17;23;3;5873795
3;5873795;10;7;19;14;2;20;13;6;5;11;22;8;26;15;1;24;12;21;3;25;18;4;16;9;17;23
10;7;6;14;2;20;13;19;5;11;22;8;26;15;1;24;12;21;3;25;18;4;16;9;17;23;3;5874957
3;5874957;10;7;6;14;2;20;13;19;5;11;22;8;26;15;1;24;12;21;3;25;18;4;16;9;17;23
10;7;6;14;2;20;13;19;5;11;22;8;26;15;1;24;12;21;3;16;18;4;25;9;17;23;3;5874034
3;5874034;10;7;6;14;2;20;13;19;5;11;22;8;26;15;1;24;12;21;3;16;18;4;25;9;17;23
10;7;6;14;2;20;13;19;24;11;22;8;26;15;1;5;12;21;3;16;18;4;25;9;17;23;3;5899540
3;5899540;10;7;6;14;2;20;13;19;24;11;22;8;26;15;1;5;12;21;3;16;18;4;25;9;17;23
9;7;6;14;2;20;13;19;24;11;22;8;26;15;1;5;12;21;3;16;18;4;25;10;17;23;3;5828760
3;5828760;9;7;6;14;2;20;13;19;24;11;22;8;26;15;1;5;12;21;3;16;18;4;25;10;17;23
9;7;6;14;2;20;13;19;23;11;22;8;26;15;1;5;12;21;3;16;18;4;25;10;17;24;3;5825990
3;5825990;9;7;6;14;2;20;13;19;23;11;22;8;26;15;1;5;12;21;3;16;18;4;25;10;17;24
9;7;16;14;2;20;13;19;23;11;22;8;26;15;1;5;12;21;3;6;18;4;25;10;17;24;3;5828347
3;5828347;9;7;16;14;2;20;13;19;23;11;22;8;26;15;1;5;12;21;3;6;18;4;25;10;17;24
9;7;16;19;2;20;13;14;23;11;22;8;26;15;1;5;12;21;3;6;18;4;25;10;17;24;3;5815788
3;5815788;9;7;16;19;2;20;13;14;23;11;22;8;26;15;1;5;12;21;3;6;18;4;25;10;17;24
9;7;16;19;2;20;13;24;23;11;22;8;26;15;1;5;12;21;3;6;18;4;25;10;17;14;3;5872266
3;5872266;9;7;16;19;2;20;13;24;23;11;22;8;26;15;1;5;12;21;3;6;18;4;25;10;17;14
9;7;20;19;2;16;13;24;23;11;22;8;26;15;1;5;12;21;3;6;18;4;25;10;17;14;3;5863991
4;5863991;9;7;20;19;2;16;13;24;23;11;22;8;26;15;1;5;12;21;3;6;18;4;25;10;17;14
9;7;20;19;2;16;13;6;23;11;22;8;26;15;1;5;12;21;3;24;18;4;25;10;17;14;4;5854849
4;5854849;9;7;20;19;2;16;13;6;23;11;22;8;26;15;1;5;12;21;3;24;18;4;25;10;17;14
9;7;20;19;2;16;13;6;23;11;22;8;26;18;1;5;12;21;3;24;15;4;25;10;17;14;4;5833990
4;5833990;9;7;20;19;2;16;13;6;23;11;22;8;26;18;1;5;12;21;3;24;15;4;25;10;17;14
9;7;20;19;2;26;13;6;23;11;22;8;16;18;1;5;12;21;3;24;15;4;25;10;17;14;4;5841569
4;5841569;9;7;20;19;2;26;13;6;23;11;22;8;16;18;1;5;12;21;3;24;15;4;25;10;17;14
9;7;20;19;2;14;13;6;23;11;22;8;16;18;1;5;12;21;3;24;15;4;25;10;17;26;4;5801869
4;5801869;9;7;20;19;2;14;13;6;23;11;22;8;16;18;1;5;12;21;3;24;15;4;25;10;17;26
9;7;20;19;2;14;13;6;23;16;22;8;11;18;1;5;12;21;3;24;15;4;25;10;17;26;4;5800253
4;5800253;9;7;20;19;2;14;13;6;23;16;22;8;11;18;1;5;12;21;3;24;15;4;25;10;17;26
9;7;20;19;2;14;13;6;23;16;22;8;11;18;1;5;12;21;3;24;15;4;26;10;17;25;4;5802395
4;5802395;9;7;20;19;2;14;13;6;23;16;22;8;11;18;1;5;12;21;3;24;15;4;26;10;17;25
9;7;20;10;2;14;13;6;23;16;22;8;11;18;1;5;12;21;3;24;15;4;26;19;17;25;4;5823735
4;5823735;9;7;20;10;2;14;13;6;23;16;22;8;11;18;1;5;12;21;3;24;15;4;26;19;17;25
9;7;20;10;2;4;13;6;23;16;22;8;11;18;1;5;12;21;3;24;15;14;26;19;17;25;4;5890405
4;5890405;9;7;20;10;2;4;13;6;23;16;22;8;11;18;1;5;12;21;3;24;15;14;26;19;17;25
9;7;20;10;8;4;13;6;23;16;22;2;11;18;1;5;12;21;3;24;15;14;26;19;17;25;4;5894070
4;5894070;9;7;20;10;8;4;13;6;23;16;22;2;11;18;1;5;12;21;3;24;15;14;26;19;17;25
9;7;18;10;8;4;13;6;23;16;22;2;11;20;1;5;12;21;3;24;15;14;26;19;17;25;4;5871480
4;5871480;9;7;18;10;8;4;13;6;23;16;22;2;11;20;1;5;12;21;3;24;15;14;26;19;17;25
9;7;18;10;8;23;13;6;4;16;22;2;11;20;1;5;12;21;3;24;15;14;26;19;17;25;4;5855631
4;5855631;9;7;18;10;8;23;13;6;4;16;22;2;11;20;1;5;12;21;3;24;15;14;26;19;17;25
9;7;18;10;8;23;13;6;4;16;22;2;11;20;1;26;12;21;3;24;15;14;5;19;17;25;4;6235694
4;6235694;9;7;18;10;8;23;13;6;4;16;22;2;11;20;1;26;12;21;3;24;15;14;5;19;17;25
9;7;4;10;8;23;13;6;18;16;22;2;11;20;1;26;12;21;3;24;15;14;5;19;17;25;4;6219932
4;6219932;9;7;4;10;8;23;13;6;18;16;22;2;11;20;1;26;12;21;3;24;15;14;5;19;17;25
9;7;4;10;8;23;13;6;18;16;22;26;11;20;1;2;12;21;3;24;15;14;5;19;17;25;4;6202476
4;6202476;9;7;4;10;8;23;13;6;18;16;22;26;11;20;1;2;12;21;3;24;15;14;5;19;17;25
9;7;4;10;8;23;13;6;17;16;22;26;11;20;1;2;12;21;3;24;15;14;5;19;18;25;4;6215207
4;6215207;9;7;4;10;8;23;13;6;17;16;22;26;11;20;1;2;12;21;3;24;15;14;5;19;18;25
9;7;4;10;8;23;13;5;17;16;22;26;11;20;1;2;12;21;3;24;15;14;6;19;18;25;4;5941097
4;5941097;9;7;4;10;8;23;13;5;17;16;22;26;11;20;1;2;12;21;3;24;15;14;6;19;18;25
9;7;4;10;8;23;13;5;17;16;22;20;11;26;1;2;12;21;3;24;15;14;6;19;18;25;4;5915842
4;5915842;9;7;4;10;8;23;13;5;17;16;22;20;11;26;1;2;12;21;3;24;15;14;6;19;18;25
9;7;4;10;8;23;13;5;17;11;22;20;16;26;1;2;12;21;3;24;15;14;6;19;18;25;4;5913539
4;5913539;9;7;4;10;8;23;13;5;17;11;22;20;16;26;1;2;12;21;3;24;15;14;6;19;18;25
9;7;4;10;8;23;13;5;17;11;22;20;16;26;1;2;12;21;3;24;18;14;6;19;15;25;4;5854052
4;5854052;9;7;4;10;8;23;13;5;17;11;22;20;16;26;1;2;12;21;3;24;18;14;6;19;15;25
9;7;4;10;8;23;13;5;17;11;22;20;16;19;1;2;12;21;3;24;18;14;6;26;15;25;4;5805376
5;5805376;9;7;4;10;8;23;13;5;17;11;22;20;16;19;1;2;12;21;3;24;18;14;6;26;15;25
9;11;4;10;8;23;13;5;17;7;22;20;16;19;1;2;12;21;3;24;18;14;6;26;15;25;5;5803089
5;5803089;9;11;4;10;8;23;13;5;17;7;22;20;16;19;1;2;12;21;3;24;18;14;6;26;15;25
9;11;4;10;8;23;13;5;17;7;22;20;16;19;25;2;12;21;3;24;18;14;6;26;15;1;5;5765155
5;5765155;9;11;4;10;8;23;13;5;17;7;22;20;16;19;25;2;12;21;3;24;18;14;6;26;15;1
9;11;4;10;8;23;13;5;17;7;2;20;16;19;25;22;12;21;3;24;18;14;6;26;15;1;5;5753374
5;5753374;9;11;4;10;8;23;13;5;17;7;2;20;16;19;25;22;12;21;3;24;18;14;6;26;15;1
9;11;4;10;8;23;13;5;17;7;2;20;16;19;26;22;12;21;3;24;18;14;6;25;15;1;5;5749537
5;5749537;9;11;4;10;8;23;13;5;17;7;2;20;16;19;26;22;12;21;3;24;18;14;6;25;15;1
9;11;4;10;8;23;13;5;17;7;16;20;2;19;26;22;12;21;3;24;18;14;6;25;15;1;5;5749618
5;5749618;9;11;4;10;8;23;13;5;17;7;16;20;2;19;26;22;12;21;3;24;18;14;6;25;15;1
9;11;4;10;8;23;13;5;17;7;16;20;2;12;26;22;19;21;3;24;18;14;6;25;15;1;5;5750130
5;5750130;9;11;4;10;8;23;13;5;17;7;16;20;2;12;26;22;19;21;3;24;18;14;6;25;15;1
9;11;4;10;5;23;13;8;17;7;16;20;2;12;26;22;19;21;3;24;18;14;6;25;15;1;5;6107195
5;6107195;9;11;4;10;5;23;13;8;17;7;16;20;2;12;26;22;19;21;3;24;18;14;6;25;15;1
9;16;4;10;5;23;13;8;17;7;11;20;2;12;26;22;19;21;3;24;18;14;6;25;15;1;5;6098931
5;6098931;9;16;4;10;5;23;13;8;17;7;11;20;2;12;26;22;19;21;3;24;18;14;6;25;15;1
9;16;7;10;5;23;13;8;17;4;11;20;2;12;26;22;19;21;3;24;18;14;6;25;15;1;5;6073151
5;6073151;9;16;7;10;5;23;13;8;17;4;11;20;2;12;26;22;19;21;3;24;18;14;6;25;15;1
9;16;7;10;5;23;13;8;17;4;11;20;2;12;26;22;25;21;3;24;18;14;6;19;15;1;5;6195963
5;6195963;9;16;7;10;5;23;13;8;17;4;11;20;2;12;26;22;25;21;3;24;18;14;6;19;15;1
9;16;7;10;5;23;13;8;17;4;11;20;6;12;26;22;25;21;3;24;18;14;2;19;15;1;5;6219430
5;6219430;9;16;7;10;5;23;13;8;17;4;11;20;6;12;26;22;25;21;3;24;18;14;2;19;15;1
9;16;7;10;5;23;13;8;17;4;11;20;6;1;26;22;25;21;3;24;18;14;2;19;15;12;5;6208140
5;6208140;9;16;7;10;5;23;13;8;17;4;11;20;6;1;26;22;25;21;3;24;18;14;2;19;15;12
9;16;7;10;5;23;13;18;17;4;11;20;6;1;26;22;25;21;3;24;8;14;2;19;15;12;5;6055133
5;6055133;9;16;7;10;5;23;13;18;17;4;11;20;6;1;26;22;25;21;3;24;8;14;2;19;15;12
9;16;7;10;5;23;13;18;17;25;11;20;6;1;26;22;4;21;3;24;8;14;2;19;15;12;5;6049096
5;6049096;9;16;7;10;5;23;13;18;17;25;11;20;6;1;26;22;4;21;3;24;8;14;2;19;15;12
9;16;12;10;5;23;13;18;17;25;11;20;6;1;26;22;4;21;3;24;8;14;2;19;15;7;5;6026424
5;6026424;9;16;12;10;5;23;13;18;17;25;11;20;6;1;26;22;4;21;3;24;8;14;2;19;15;7
9;16;12;10;5;23;13;18;17;1;11;20;6;25;26;22;4;21;3;24;8;14;2;19;15;7;5;6008990
5;6008990;9;16;12;10;5;23;13;18;17;1;11;20;6;25;26;22;4;21;3;24;8;14;2;19;15;7
9;16;12;10;5;23;13;18;17;1;11;19;6;25;26;22;4;21;3;24;8;14;2;20;15;7;5;6044828
5;6044828;9;16;12;10;5;23;13;18;17;1;11;19;6;25;26;22;4;21;3;24;8;14;2;20;15;7
9;16;12;5;10;23;13;18;17;1;11;19;6;25;26;22;4;21;3;24;8;14;2;20;15;7;5;6044948
5;6044948;9;16;12;5;10;23;13;18;17;1;11;19;6;25;26;22;4;21;3;24;8;14;2;20;15;7
9;16;12;5;10;23;13;18;8;1;11;19;6;25;26;22;4;21;3;24;17;14;2;20;15;7;5;6057916
5;6057916;9;16;12;5;10;23;13;18;8;1;11;19;6;25;26;22;4;21;3;24;17;14;2;20;15;7
9;16;12;5;10;23;13;18;8;1;19;11;6;25;26;22;4;21;3;24;17;14;2;20;15;7;5;6075423
6;6075423;9;16;12;5;10;23;13;18;8;1;19;11;6;25;26;22;4;21;3;24;17;14;2;20;15;7
9;16;12;5;10;23;13;18;8;1;19;11;6;25;26;22;4;20;3;24;17;14;2;21;15;7;6;5980449
6;5980449;9;16;12;5;10;23;13;18;8;1;19;11;6;25;26;22;4;20;3;24;17;14;2;21;15;7
9;25;12;5;10;23;13;18;8;1;19;11;6;16;26;22;4;20;3;24;17;14;2;21;15;7;6;5976925
6;5976925;9;25;12;5;10;23;13;18;8;1;19;11;6;16;26;22;4;20;3;24;17;14;2;21;15;7
9;25;12;5;10;23;13;18;8;6;19;11;1;16;26;22;4;20;3;24;17;14;2;21;15;7;6;5984787
6;5984787;9;25;12;5;10;23;13;18;8;6;19;11;1;16;26;22;4;20;3;24;17;14;2;21;15;7
9;25;12;5;10;23;13;18;8;6;19;15;1;16;26;22;4;20;3;24;17;14;2;21;11;7;6;5955278
6;5955278;9;25;12;5;10;23;13;18;8;6;19;15;1;16;26;22;4;20;3;24;17;14;2;21;11;7
9;25;12;5;10;23;7;18;8;6;19;15;1;16;26;22;4;20;3;24;17;14;2;21;11;13;6;5956341
6;5956341;9;25;12;5;10;23;7;18;8;6;19;15;1;16;26;22;4;20;3;24;17;14;2;21;11;13
9;25;12;5;10;23;7;18;8;21;19;15;1;16;26;22;4;20;3;24;17;14;2;6;11;13;6;5913429
6;5913429;9;25;12;5;10;23;7;18;8;21;19;15;1;16;26;22;4;20;3;24;17;14;2;6;11;13
9;25;5;12;10;23;7;18;8;21;19;15;1;16;26;22;4;20;3;24;17;14;2;6;11;13;6;5951114
6;5951114;9;25;5;12;10;23;7;18;8;21;19;15;1;16;26;22;4;20;3;24;17;14;2;6;11;13
9;23;5;12;10;25;7;18;8;21;19;15;1;16;26;22;4;20;3;24;17;14;2;6;11;13;6;5968519
6;5968519;9;23;5;12;10;25;7;18;8;21;19;15;1;16;26;22;4;20;3;24;17;14;2;6;11;13
9;23;5;12;10;25;7;18;8;21;19;15;1;16;2;22;4;20;3;24;17;14;26;6;11;13;6;5963046
6;5963046;9;23;5;12;10;25;7;18;8;21;19;15;1;16;2;22;4;20;3;24;17;14;26;6;11;13
15;23;5;12;10;25;7;18;8;21;19;9;1;16;2;22;4;20;3;24;17;14;26;6;11;13;6;5900429
6;5900429;15;23;5;12;10;25;7;18;8;21;19;9;1;16;2;22;4;20;3;24;17;14;26;6;11;13
15;23;5;12;10;25;7;18;8;21;19;9;1;16;3;22;4;20;2;24;17;14;26;6;11;13;6;5866064
6;5866064;15;23;5;12;10;25;7;18;8;21;19;9;1;16;3;22;4;20;2;24;17;14;26;6;11;13
15;23;5;12;10;7;25;18;8;21;19;9;1;16;3;22;4;20;2;24;17;14;26;6;11;13;6;5866064
6;5866064;15;23;5;12;10;7;25;18;8;21;19;9;1;16;3;22;4;20;2;24;17;14;26;6;11;13
15;23;8;12;10;7;25;18;5;21;19;9;1;16;3;22;4;20;2;24;17;14;26;6;11;13;6;5873676
6;5873676;15;23;8;12;10;7;25;18;5;21;19;9;1;16;3;22;4;20;2;24;17;14;26;6;11;13
15;23;8;12;10;7;25;18;5;21;19;9;1;16;3;22;4;20;2;24;17;14;11;6;26;13;6;5891493
6;5891493;15;23;8;12;10;7;25;18;5;21;19;9;1;16;3;22;4;20;2;24;17;14;11;6;26;13
15;23;8;12;10;24;25;18;5;21;19;9;1;16;3;22;4;20;2;7;17;14;11;6;26;13;6;5901897
6;5901897;15;23;8;12;10;24;25;18;5;21;19;9;1;16;3;22;4;20;2;7;17;14;11;6;26;13
15;23;8;12;10;24;25;18;5;21;19;9;1;16;3;22;4;20;2;6;17;14;11;7;26;13;6;5901843
6;5901843;15;23;8;12;10;24;25;18;5;21;19;9;1;16;3;22;4;20;2;6;17;14;11;7;26;13
15;23;8;7;10;24;25;18;5;21;19;9;1;16;3;22;4;20;2;6;17;14;11;12;26;13;6;5898898
6;5898898;15;23;8;7;10;24;25;18;5;21;19;9;1;16;3;22;4;20;2;6;17;14;11;12;26;13
15;23;8;7;10;24;25;18;5;21;19;9;1;16;3;22;4;6;2;20;17;14;11;12;26;13;6;5958329
6;5958329;15;23;8;7;10;24;25;18;5;21;19;9;1;16;3;22;4;6;2;20;17;14;11;12;26;13
