"X1";"X5771582";"X11";"X9";"X2";"X17";"X15";"X6";"X23";"X5";"X16";"X22";"X13";"X3";"X4";"X18";"X10";"X1.1";"X19";"X26";"X14";"X25";"X7";"X21";"X20";"X8";"X12";"X24"
2;5850441;5;21;2;9;24;4;6;12;16;20;11;19;3;26;18;23;22;15;14;25;7;1;13;17;8;10
5;21;2;9;24;4;6;12;16;20;11;19;3;26;15;23;22;18;14;25;7;1;13;17;8;10;2;5749032
2;5749032;5;21;2;9;24;4;6;12;16;20;11;19;3;26;15;23;22;18;14;25;7;1;13;17;8;10
5;21;2;9;24;4;6;12;16;20;11;19;3;26;15;7;22;18;14;25;23;1;13;17;8;10;2;5730534
2;5730534;5;21;2;9;24;4;6;12;16;20;11;19;3;26;15;7;22;18;14;25;23;1;13;17;8;10
5;21;2;9;24;4;6;12;16;20;11;19;3;26;15;18;22;7;14;25;23;1;13;17;8;10;2;5738363
2;5738363;5;21;2;9;24;4;6;12;16;20;11;19;3;26;15;18;22;7;14;25;23;1;13;17;8;10
5;7;2;9;24;4;6;12;16;20;11;19;3;26;15;18;22;21;14;25;23;1;13;17;8;10;2;5753062
2;5753062;5;7;2;9;24;4;6;12;16;20;11;19;3;26;15;18;22;21;14;25;23;1;13;17;8;10
5;7;2;9;25;4;6;12;16;20;11;19;3;26;15;18;22;21;14;24;23;1;13;17;8;10;2;5753835
3;5753835;5;7;2;9;25;4;6;12;16;20;11;19;3;26;15;18;22;21;14;24;23;1;13;17;8;10
5;18;2;9;25;4;6;12;16;20;11;19;3;26;15;7;22;21;14;24;23;1;13;17;8;10;3;5814549
3;5814549;5;18;2;9;25;4;6;12;16;20;11;19;3;26;15;7;22;21;14;24;23;1;13;17;8;10
5;18;2;9;25;4;6;12;16;20;11;21;3;26;15;7;22;19;14;24;23;1;13;17;8;10;3;5806820
3;5806820;5;18;2;9;25;4;6;12;16;20;11;21;3;26;15;7;22;19;14;24;23;1;13;17;8;10
5;18;2;9;25;10;6;12;16;20;11;21;3;26;15;7;22;19;14;24;23;1;13;17;8;4;3;5817855
3;5817855;5;18;2;9;25;10;6;12;16;20;11;21;3;26;15;7;22;19;14;24;23;1;13;17;8;4
5;18;2;9;25;10;6;12;16;20;11;21;3;26;24;7;22;19;14;15;23;1;13;17;8;4;3;5823417
3;5823417;5;18;2;9;25;10;6;12;16;20;11;21;3;26;24;7;22;19;14;15;23;1;13;17;8;4
5;18;2;9;25;10;6;1;16;20;11;21;3;26;24;7;22;19;14;15;23;12;13;17;8;4;3;5863837
3;5863837;5;18;2;9;25;10;6;1;16;20;11;21;3;26;24;7;22;19;14;15;23;12;13;17;8;4
5;18;2;9;25;10;6;1;16;20;11;21;3;26;24;7;22;19;13;15;23;12;14;17;8;4;3;6007220
3;6007220;5;18;2;9;25;10;6;1;16;20;11;21;3;26;24;7;22;19;13;15;23;12;14;17;8;4
5;18;2;10;25;9;6;1;16;20;11;21;3;26;24;7;22;19;13;15;23;12;14;17;8;4;3;5930342
3;5930342;5;18;2;10;25;9;6;1;16;20;11;21;3;26;24;7;22;19;13;15;23;12;14;17;8;4
5;18;2;10;25;9;6;1;16;20;11;21;3;26;24;7;22;19;13;8;23;12;14;17;15;4;3;6017693
3;6017693;5;18;2;10;25;9;6;1;16;20;11;21;3;26;24;7;22;19;13;8;23;12;14;17;15;4
5;18;2;10;25;9;6;1;26;20;11;21;3;16;24;7;22;19;13;8;23;12;14;17;15;4;3;6012312
3;6012312;5;18;2;10;25;9;6;1;26;20;11;21;3;16;24;7;22;19;13;8;23;12;14;17;15;4
5;18;2;10;25;9;6;1;26;20;11;21;3;8;24;7;22;19;13;16;23;12;14;17;15;4;3;5915323
3;5915323;5;18;2;10;25;9;6;1;26;20;11;21;3;8;24;7;22;19;13;16;23;12;14;17;15;4
5;18;2;10;25;24;6;1;26;20;11;21;3;8;9;7;22;19;13;16;23;12;14;17;15;4;3;5958218
3;5958218;5;18;2;10;25;24;6;1;26;20;11;21;3;8;9;7;22;19;13;16;23;12;14;17;15;4
5;18;2;10;25;24;6;1;26;20;22;21;3;8;9;7;11;19;13;16;23;12;14;17;15;4;3;5957148
3;5957148;5;18;2;10;25;24;6;1;26;20;22;21;3;8;9;7;11;19;13;16;23;12;14;17;15;4
5;18;2;10;25;24;6;1;12;20;22;21;3;8;9;7;11;19;13;16;23;26;14;17;15;4;3;5942555
3;5942555;5;18;2;10;25;24;6;1;12;20;22;21;3;8;9;7;11;19;13;16;23;26;14;17;15;4
5;18;22;10;25;24;6;1;12;20;2;21;3;8;9;7;11;19;13;16;23;26;14;17;15;4;3;5941137
3;5941137;5;18;22;10;25;24;6;1;12;20;2;21;3;8;9;7;11;19;13;16;23;26;14;17;15;4
5;18;22;10;25;24;6;1;12;20;2;11;3;8;9;7;21;19;13;16;23;26;14;17;15;4;3;5905258
3;5905258;5;18;22;10;25;24;6;1;12;20;2;11;3;8;9;7;21;19;13;16;23;26;14;17;15;4
5;18;22;10;25;24;6;17;12;20;2;11;3;8;9;7;21;19;13;16;23;26;14;1;15;4;3;5928503
3;5928503;5;18;22;10;25;24;6;17;12;20;2;11;3;8;9;7;21;19;13;16;23;26;14;1;15;4
5;18;22;10;25;24;14;17;12;20;2;11;3;8;9;7;21;19;13;16;23;26;6;1;15;4;3;5870839
3;5870839;5;18;22;10;25;24;14;17;12;20;2;11;3;8;9;7;21;19;13;16;23;26;6;1;15;4
5;18;22;10;25;24;14;20;12;17;2;11;3;8;9;7;21;19;13;16;23;26;6;1;15;4;3;5879219
3;5879219;5;18;22;10;25;24;14;20;12;17;2;11;3;8;9;7;21;19;13;16;23;26;6;1;15;4
8;18;22;10;25;24;14;20;12;17;2;11;3;5;9;7;21;19;13;16;23;26;6;1;15;4;3;5842290
3;5842290;8;18;22;10;25;24;14;20;12;17;2;11;3;5;9;7;21;19;13;16;23;26;6;1;15;4
8;14;22;10;25;24;18;20;12;17;2;11;3;5;9;7;21;19;13;16;23;26;6;1;15;4;3;5801061
4;5801061;8;14;22;10;25;24;18;20;12;17;2;11;3;5;9;7;21;19;13;16;23;26;6;1;15;4
8;14;22;10;25;24;12;20;18;17;2;11;3;5;9;7;21;19;13;16;23;26;6;1;15;4;4;5786856
4;5786856;8;14;22;10;25;24;12;20;18;17;2;11;3;5;9;7;21;19;13;16;23;26;6;1;15;4
25;14;22;10;8;24;12;20;18;17;2;11;3;5;9;7;21;19;13;16;23;26;6;1;15;4;4;5800974
4;5800974;25;14;22;10;8;24;12;20;18;17;2;11;3;5;9;7;21;19;13;16;23;26;6;1;15;4
25;14;22;10;8;24;12;7;18;17;2;11;3;5;9;20;21;19;13;16;23;26;6;1;15;4;4;5799760
4;5799760;25;14;22;10;8;24;12;7;18;17;2;11;3;5;9;20;21;19;13;16;23;26;6;1;15;4
25;24;22;10;8;14;12;7;18;17;2;11;3;5;9;20;21;19;13;16;23;26;6;1;15;4;4;5802653
4;5802653;25;24;22;10;8;14;12;7;18;17;2;11;3;5;9;20;21;19;13;16;23;26;6;1;15;4
25;24;22;10;8;14;12;7;18;17;2;13;3;5;9;20;21;19;11;16;23;26;6;1;15;4;4;5822040
4;5822040;25;24;22;10;8;14;12;7;18;17;2;13;3;5;9;20;21;19;11;16;23;26;6;1;15;4
25;24;22;10;8;14;12;7;18;17;2;13;3;5;9;20;1;19;11;16;23;26;6;21;15;4;4;5822713
4;5822713;25;24;22;10;8;14;12;7;18;17;2;13;3;5;9;20;1;19;11;16;23;26;6;21;15;4
25;24;22;10;8;14;12;7;18;17;20;13;3;5;9;2;1;19;11;16;23;26;6;21;15;4;4;5782178
4;5782178;25;24;22;10;8;14;12;7;18;17;20;13;3;5;9;2;1;19;11;16;23;26;6;21;15;4
25;24;22;10;8;14;12;7;18;17;20;13;3;5;9;2;1;19;11;16;23;15;6;21;26;4;4;5736159
4;5736159;25;24;22;10;8;14;12;7;18;17;20;13;3;5;9;2;1;19;11;16;23;15;6;21;26;4
25;24;22;10;8;14;12;7;18;17;20;13;3;5;9;26;1;19;11;16;23;15;6;21;2;4;4;5740555
4;5740555;25;24;22;10;8;14;12;7;18;17;20;13;3;5;9;26;1;19;11;16;23;15;6;21;2;4
25;24;22;10;8;14;12;7;18;17;20;6;3;5;9;26;1;19;11;16;23;15;13;21;2;4;4;5759281
4;5759281;25;24;22;10;8;14;12;7;18;17;20;6;3;5;9;26;1;19;11;16;23;15;13;21;2;4
25;24;22;10;8;14;12;7;18;17;20;6;3;5;9;26;2;19;11;16;23;15;13;21;1;4;4;5820362
4;5820362;25;24;22;10;8;14;12;7;18;17;20;6;3;5;9;26;2;19;11;16;23;15;13;21;1;4
25;24;22;10;8;14;12;7;18;17;20;6;3;5;9;26;2;19;11;16;23;15;13;21;4;1;4;5820362
4;5820362;25;24;22;10;8;14;12;7;18;17;20;6;3;5;9;26;2;19;11;16;23;15;13;21;4;1
25;20;22;10;8;14;12;7;18;17;24;6;3;5;9;26;2;19;11;16;23;15;13;21;4;1;4;5858726
4;5858726;25;20;22;10;8;14;12;7;18;17;24;6;3;5;9;26;2;19;11;16;23;15;13;21;4;1
25;20;22;10;8;14;12;7;18;17;24;6;3;5;9;26;2;16;11;19;23;15;13;21;4;1;4;5956069
4;5956069;25;20;22;10;8;14;12;7;18;17;24;6;3;5;9;26;2;16;11;19;23;15;13;21;4;1
25;4;22;10;8;14;12;7;18;17;24;6;3;5;9;26;2;16;11;19;23;15;13;21;20;1;4;5912909
4;5912909;25;4;22;10;8;14;12;7;18;17;24;6;3;5;9;26;2;16;11;19;23;15;13;21;20;1
25;4;22;10;15;14;12;7;18;17;24;6;3;5;9;26;2;16;11;19;23;8;13;21;20;1;4;5918274
4;5918274;25;4;22;10;15;14;12;7;18;17;24;6;3;5;9;26;2;16;11;19;23;8;13;21;20;1
25;2;22;10;15;14;12;7;18;17;24;6;3;5;9;26;4;16;11;19;23;8;13;21;20;1;4;5935609
4;5935609;25;2;22;10;15;14;12;7;18;17;24;6;3;5;9;26;4;16;11;19;23;8;13;21;20;1
25;2;22;10;15;14;12;7;18;17;24;6;3;11;9;26;4;16;5;19;23;8;13;21;20;1;4;5974327
4;5974327;25;2;22;10;15;14;12;7;18;17;24;6;3;11;9;26;4;16;5;19;23;8;13;21;20;1
25;2;22;10;15;14;12;7;18;17;24;11;3;6;9;26;4;16;5;19;23;8;13;21;20;1;4;5977449
4;5977449;25;2;22;10;15;14;12;7;18;17;24;11;3;6;9;26;4;16;5;19;23;8;13;21;20;1
25;2;22;10;15;14;12;7;18;17;24;19;3;6;9;26;4;16;5;11;23;8;13;21;20;1;4;5950011
5;5950011;25;2;22;10;15;14;12;7;18;17;24;19;3;6;9;26;4;16;5;11;23;8;13;21;20;1
25;2;22;10;15;14;12;7;18;17;24;19;3;6;9;26;4;16;5;11;20;8;13;21;23;1;5;5965547
5;5965547;25;2;22;10;15;14;12;7;18;17;24;19;3;6;9;26;4;16;5;11;20;8;13;21;23;1
25;2;22;10;15;14;12;7;18;17;24;19;3;6;26;9;4;16;5;11;20;8;13;21;23;1;5;6040032
5;6040032;25;2;22;10;15;14;12;7;18;17;24;19;3;6;26;9;4;16;5;11;20;8;13;21;23;1
25;2;22;10;15;20;12;7;18;17;24;19;3;6;26;9;4;16;5;11;14;8;13;21;23;1;5;5920352
5;5920352;25;2;22;10;15;20;12;7;18;17;24;19;3;6;26;9;4;16;5;11;14;8;13;21;23;1
25;2;22;10;15;23;12;7;18;17;24;19;3;6;26;9;4;16;5;11;14;8;13;21;20;1;5;5932713
5;5932713;25;2;22;10;15;23;12;7;18;17;24;19;3;6;26;9;4;16;5;11;14;8;13;21;20;1
25;2;22;10;15;23;8;7;18;17;24;19;3;6;26;9;4;16;5;11;14;12;13;21;20;1;5;5861377
5;5861377;25;2;22;10;15;23;8;7;18;17;24;19;3;6;26;9;4;16;5;11;14;12;13;21;20;1
5;2;22;10;15;23;8;7;18;17;24;19;3;6;26;9;4;16;25;11;14;12;13;21;20;1;5;5951030
5;5951030;5;2;22;10;15;23;8;7;18;17;24;19;3;6;26;9;4;16;25;11;14;12;13;21;20;1
5;2;22;10;15;23;8;7;17;18;24;19;3;6;26;9;4;16;25;11;14;12;13;21;20;1;5;5950970
5;5950970;5;2;22;10;15;23;8;7;17;18;24;19;3;6;26;9;4;16;25;11;14;12;13;21;20;1
5;2;22;10;15;23;8;7;17;18;24;16;3;6;26;9;4;19;25;11;14;12;13;21;20;1;5;5962722
5;5962722;5;2;22;10;15;23;8;7;17;18;24;16;3;6;26;9;4;19;25;11;14;12;13;21;20;1
5;2;23;10;15;22;8;7;17;18;24;16;3;6;26;9;4;19;25;11;14;12;13;21;20;1;5;5943972
5;5943972;5;2;23;10;15;22;8;7;17;18;24;16;3;6;26;9;4;19;25;11;14;12;13;21;20;1
5;2;23;10;26;22;8;7;17;18;24;16;3;6;15;9;4;19;25;11;14;12;13;21;20;1;5;5946083
5;5946083;5;2;23;10;26;22;8;7;17;18;24;16;3;6;15;9;4;19;25;11;14;12;13;21;20;1
5;2;23;10;26;22;8;7;17;18;24;16;3;6;15;9;4;19;21;11;14;12;13;25;20;1;5;5873424
5;5873424;5;2;23;10;26;22;8;7;17;18;24;16;3;6;15;9;4;19;21;11;14;12;13;25;20;1
5;2;23;10;26;22;14;7;17;18;24;16;3;6;15;9;4;19;21;11;8;12;13;25;20;1;5;5944499
5;5944499;5;2;23;10;26;22;14;7;17;18;24;16;3;6;15;9;4;19;21;11;8;12;13;25;20;1
6;2;23;10;26;22;14;7;17;18;24;16;3;5;15;9;4;19;21;11;8;12;13;25;20;1;5;5875013
5;5875013;6;2;23;10;26;22;14;7;17;18;24;16;3;5;15;9;4;19;21;11;8;12;13;25;20;1
6;2;23;5;26;22;14;7;17;18;24;16;3;10;15;9;4;19;21;11;8;12;13;25;20;1;5;5956557
5;5956557;6;2;23;5;26;22;14;7;17;18;24;16;3;10;15;9;4;19;21;11;8;12;13;25;20;1
6;2;23;19;26;22;14;7;17;18;24;16;3;10;15;9;4;5;21;11;8;12;13;25;20;1;5;6003637
5;6003637;6;2;23;19;26;22;14;7;17;18;24;16;3;10;15;9;4;5;21;11;8;12;13;25;20;1
6;2;23;19;26;22;17;7;14;18;24;16;3;10;15;9;4;5;21;11;8;12;13;25;20;1;5;5938659
5;5938659;6;2;23;19;26;22;17;7;14;18;24;16;3;10;15;9;4;5;21;11;8;12;13;25;20;1
6;2;12;19;26;22;17;7;14;18;24;16;3;10;15;9;4;5;21;11;8;23;13;25;20;1;5;5933570
5;5933570;6;2;12;19;26;22;17;7;14;18;24;16;3;10;15;9;4;5;21;11;8;23;13;25;20;1
6;2;12;19;26;22;8;7;14;18;24;16;3;10;15;9;4;5;21;11;17;23;13;25;20;1;5;5931752
5;5931752;6;2;12;19;26;22;8;7;14;18;24;16;3;10;15;9;4;5;21;11;17;23;13;25;20;1
6;2;12;19;26;22;8;7;14;18;5;16;3;10;15;9;4;24;21;11;17;23;13;25;20;1;5;5779867
5;5779867;6;2;12;19;26;22;8;7;14;18;5;16;3;10;15;9;4;24;21;11;17;23;13;25;20;1
6;2;12;16;26;22;8;7;14;18;5;19;3;10;15;9;4;24;21;11;17;23;13;25;20;1;5;5761122
6;5761122;6;2;12;16;26;22;8;7;14;18;5;19;3;10;15;9;4;24;21;11;17;23;13;25;20;1
6;2;12;16;26;22;8;7;14;18;5;19;3;10;15;4;9;24;21;11;17;23;13;25;20;1;6;5769936
6;5769936;6;2;12;16;26;22;8;7;14;18;5;19;3;10;15;4;9;24;21;11;17;23;13;25;20;1
6;2;12;16;25;22;8;7;14;18;5;19;3;10;15;4;9;24;21;11;17;23;13;26;20;1;6;5771665
6;5771665;6;2;12;16;25;22;8;7;14;18;5;19;3;10;15;4;9;24;21;11;17;23;13;26;20;1
6;2;12;16;18;22;8;7;14;25;5;19;3;10;15;4;9;24;21;11;17;23;13;26;20;1;6;5805373
6;5805373;6;2;12;16;18;22;8;7;14;25;5;19;3;10;15;4;9;24;21;11;17;23;13;26;20;1
6;2;12;16;18;22;8;7;14;25;5;19;3;10;17;4;9;24;21;11;15;23;13;26;20;1;6;5818492
6;5818492;6;2;12;16;18;22;8;7;14;25;5;19;3;10;17;4;9;24;21;11;15;23;13;26;20;1
6;2;12;16;18;22;8;24;14;25;5;19;3;10;17;4;9;7;21;11;15;23;13;26;20;1;6;5792700
6;5792700;6;2;12;16;18;22;8;24;14;25;5;19;3;10;17;4;9;7;21;11;15;23;13;26;20;1
6;15;12;16;18;22;8;24;14;25;5;19;3;10;17;4;9;7;21;11;2;23;13;26;20;1;6;5786018
6;5786018;6;15;12;16;18;22;8;24;14;25;5;19;3;10;17;4;9;7;21;11;2;23;13;26;20;1
6;15;12;16;18;13;8;24;14;25;5;19;3;10;17;4;9;7;21;11;2;23;22;26;20;1;6;5815360
6;5815360;6;15;12;16;18;13;8;24;14;25;5;19;3;10;17;4;9;7;21;11;2;23;22;26;20;1
6;15;12;16;18;21;8;24;14;25;5;19;3;10;17;4;9;7;13;11;2;23;22;26;20;1;6;5822998
6;5822998;6;15;12;16;18;21;8;24;14;25;5;19;3;10;17;4;9;7;13;11;2;23;22;26;20;1
6;15;12;16;18;21;8;7;14;25;5;19;3;10;17;4;9;24;13;11;2;23;22;26;20;1;6;5848855
6;5848855;6;15;12;16;18;21;8;7;14;25;5;19;3;10;17;4;9;24;13;11;2;23;22;26;20;1
6;15;2;16;18;21;8;7;14;25;5;19;3;10;17;4;9;24;13;11;12;23;22;26;20;1;6;5861923
6;5861923;6;15;2;16;18;21;8;7;14;25;5;19;3;10;17;4;9;24;13;11;12;23;22;26;20;1
6;15;2;16;18;19;8;7;14;25;5;21;3;10;17;4;9;24;13;11;12;23;22;26;20;1;6;5900358
6;5900358;6;15;2;16;18;19;8;7;14;25;5;21;3;10;17;4;9;24;13;11;12;23;22;26;20;1
6;15;2;16;18;19;8;7;14;25;5;21;3;10;17;4;9;24;13;20;12;23;22;26;11;1;6;5846167
6;5846167;6;15;2;16;18;19;8;7;14;25;5;21;3;10;17;4;9;24;13;20;12;23;22;26;11;1
6;15;2;16;18;19;8;7;14;25;5;21;3;10;24;4;9;17;13;20;12;23;22;26;11;1;6;5847001
6;5847001;6;15;2;16;18;19;8;7;14;25;5;21;3;10;24;4;9;17;13;20;12;23;22;26;11;1
6;15;2;16;18;19;8;4;14;25;5;21;3;10;24;7;9;17;13;20;12;23;22;26;11;1;6;5833790
6;5833790;6;15;2;16;18;19;8;4;14;25;5;21;3;10;24;7;9;17;13;20;12;23;22;26;11;1
6;15;2;16;18;19;8;4;14;25;5;21;3;10;17;7;9;24;13;20;12;23;22;26;11;1;6;5832956
6;5832956;6;15;2;16;18;19;8;4;14;25;5;21;3;10;17;7;9;24;13;20;12;23;22;26;11;1
6;15;2;16;18;19;8;4;14;25;11;21;3;10;17;7;9;24;13;20;12;23;22;26;5;1;6;6093444
6;6093444;6;15;2;16;18;19;8;4;14;25;11;21;3;10;17;7;9;24;13;20;12;23;22;26;5;1
6;15;2;12;18;19;8;4;14;25;11;21;3;10;17;7;9;24;13;20;16;23;22;26;5;1;6;6082664
6;6082664;6;15;2;12;18;19;8;4;14;25;11;21;3;10;17;7;9;24;13;20;16;23;22;26;5;1
6;15;2;12;18;19;8;17;14;25;11;21;3;10;4;7;9;24;13;20;16;23;22;26;5;1;6;6007713
6;6007713;6;15;2;12;18;19;8;17;14;25;11;21;3;10;4;7;9;24;13;20;16;23;22;26;5;1
