"X1";"X6037284";"X24";"X4";"X17";"X26";"X13";"X20";"X14";"X15";"X7";"X1.1";"X25";"X19";"X8";"X21";"X12";"X3";"X22";"X11";"X10";"X5";"X16";"X2";"X6";"X18";"X23";"X9"
16;26;17;4;13;12;14;21;7;1;25;10;20;15;8;3;11;22;6;23;24;5;18;2;19;9;1;6114463
1;6114463;16;26;17;4;13;12;14;21;7;1;25;10;20;15;8;3;11;22;6;23;24;5;18;2;19;9
16;20;17;4;13;12;14;21;7;1;25;10;26;15;8;3;11;22;6;23;24;5;18;2;19;9;1;6129284
1;6129284;16;20;17;4;13;12;14;21;7;1;25;10;26;15;8;3;11;22;6;23;24;5;18;2;19;9
16;20;17;4;13;12;14;21;7;1;25;10;26;15;8;23;11;22;6;3;24;5;18;2;19;9;1;6133370
1;6133370;16;20;17;4;13;12;14;21;7;1;25;10;26;15;8;23;11;22;6;3;24;5;18;2;19;9
16;20;17;4;13;12;14;21;7;1;25;2;26;15;8;23;11;22;6;3;24;5;18;10;19;9;1;6123054
1;6123054;16;20;17;4;13;12;14;21;7;1;25;2;26;15;8;23;11;22;6;3;24;5;18;10;19;9
16;20;17;4;13;12;14;21;7;1;25;2;26;24;8;23;11;22;6;3;15;5;18;10;19;9;1;6141222
2;6141222;16;20;17;4;13;12;14;21;7;1;25;2;26;24;8;23;11;22;6;3;15;5;18;10;19;9
16;20;17;4;13;12;14;21;7;1;25;2;26;24;3;23;11;22;6;8;15;5;18;10;19;9;2;6165603
2;6165603;16;20;17;4;13;12;14;21;7;1;25;2;26;24;3;23;11;22;6;8;15;5;18;10;19;9
16;20;17;4;22;12;14;21;7;1;25;2;26;24;3;23;11;13;6;8;15;5;18;10;19;9;2;6178797
2;6178797;16;20;17;4;22;12;14;21;7;1;25;2;26;24;3;23;11;13;6;8;15;5;18;10;19;9
16;20;17;4;22;12;14;21;7;1;25;2;26;24;3;8;11;13;6;23;15;5;18;10;19;9;2;6092851
2;6092851;16;20;17;4;22;12;14;21;7;1;25;2;26;24;3;8;11;13;6;23;15;5;18;10;19;9
16;20;17;4;22;12;14;21;7;1;25;2;26;24;3;9;11;13;6;23;15;5;18;10;19;8;2;6041539
2;6041539;16;20;17;4;22;12;14;21;7;1;25;2;26;24;3;9;11;13;6;23;15;5;18;10;19;8
16;20;17;4;22;12;14;21;13;1;25;2;26;24;3;9;11;7;6;23;15;5;18;10;19;8;2;6025734
2;6025734;16;20;17;4;22;12;14;21;13;1;25;2;26;24;3;9;11;7;6;23;15;5;18;10;19;8
7;20;17;4;22;12;14;21;13;1;25;2;26;24;3;9;11;16;6;23;15;5;18;10;19;8;2;6057735
2;6057735;7;20;17;4;22;12;14;21;13;1;25;2;26;24;3;9;11;16;6;23;15;5;18;10;19;8
4;20;17;7;22;12;14;21;13;1;25;2;26;24;3;9;11;16;6;23;15;5;18;10;19;8;2;6054823
2;6054823;4;20;17;7;22;12;14;21;13;1;25;2;26;24;3;9;11;16;6;23;15;5;18;10;19;8
4;20;17;7;21;12;14;22;13;1;25;2;26;24;3;9;11;16;6;23;15;5;18;10;19;8;2;6032651
2;6032651;4;20;17;7;21;12;14;22;13;1;25;2;26;24;3;9;11;16;6;23;15;5;18;10;19;8
4;20;17;7;21;12;5;22;13;1;25;2;26;24;3;9;11;16;6;23;15;14;18;10;19;8;2;5973622
2;5973622;4;20;17;7;21;12;5;22;13;1;25;2;26;24;3;9;11;16;6;23;15;14;18;10;19;8
4;20;17;7;5;12;21;22;13;1;25;2;26;24;3;9;11;16;6;23;15;14;18;10;19;8;2;6121914
2;6121914;4;20;17;7;5;12;21;22;13;1;25;2;26;24;3;9;11;16;6;23;15;14;18;10;19;8
18;20;17;7;5;12;21;22;13;1;25;2;26;24;3;9;11;16;6;23;15;14;4;10;19;8;2;6068980
2;6068980;18;20;17;7;5;12;21;22;13;1;25;2;26;24;3;9;11;16;6;23;15;14;4;10;19;8
18;20;17;7;5;12;21;22;13;1;25;2;26;24;3;9;23;16;6;11;15;14;4;10;19;8;2;6081577
2;6081577;18;20;17;7;5;12;21;22;13;1;25;2;26;24;3;9;23;16;6;11;15;14;4;10;19;8
15;20;17;7;5;12;21;22;13;1;25;2;26;24;3;9;23;16;6;11;18;14;4;10;19;8;2;6127388
2;6127388;15;20;17;7;5;12;21;22;13;1;25;2;26;24;3;9;23;16;6;11;18;14;4;10;19;8
15;20;17;7;5;12;10;22;13;1;25;2;26;24;3;9;23;16;6;11;18;14;4;21;19;8;2;6181942
2;6181942;15;20;17;7;5;12;10;22;13;1;25;2;26;24;3;9;23;16;6;11;18;14;4;21;19;8
15;20;17;7;14;12;10;22;13;1;25;2;26;24;3;9;23;16;6;11;18;5;4;21;19;8;2;6196799
2;6196799;15;20;17;7;14;12;10;22;13;1;25;2;26;24;3;9;23;16;6;11;18;5;4;21;19;8
15;20;17;7;14;12;10;22;3;1;25;2;26;24;13;9;23;16;6;11;18;5;4;21;19;8;2;6284726
2;6284726;15;20;17;7;14;12;10;22;3;1;25;2;26;24;13;9;23;16;6;11;18;5;4;21;19;8
15;20;17;7;14;12;10;22;2;1;25;3;26;24;13;9;23;16;6;11;18;5;4;21;19;8;2;6174170
2;6174170;15;20;17;7;14;12;10;22;2;1;25;3;26;24;13;9;23;16;6;11;18;5;4;21;19;8
15;20;17;7;14;12;10;22;2;1;24;3;26;25;13;9;23;16;6;11;18;5;4;21;19;8;2;6174164
2;6174164;15;20;17;7;14;12;10;22;2;1;24;3;26;25;13;9;23;16;6;11;18;5;4;21;19;8
15;20;17;7;14;12;10;22;2;1;24;3;19;25;13;9;23;16;6;11;18;5;4;21;26;8;2;6168147
2;6168147;15;20;17;7;14;12;10;22;2;1;24;3;19;25;13;9;23;16;6;11;18;5;4;21;26;8
15;20;17;4;14;12;10;22;2;1;24;3;19;25;13;9;23;16;6;11;18;5;7;21;26;8;2;6160577
3;6160577;15;20;17;4;14;12;10;22;2;1;24;3;19;25;13;9;23;16;6;11;18;5;7;21;26;8
21;20;17;4;14;12;10;22;2;1;24;3;19;25;13;9;23;16;6;11;18;5;7;15;26;8;3;6143255
3;6143255;21;20;17;4;14;12;10;22;2;1;24;3;19;25;13;9;23;16;6;11;18;5;7;15;26;8
21;20;17;6;14;12;10;22;2;1;24;3;19;25;13;9;23;16;4;11;18;5;7;15;26;8;3;6096640
3;6096640;21;20;17;6;14;12;10;22;2;1;24;3;19;25;13;9;23;16;4;11;18;5;7;15;26;8
21;2;17;6;14;12;10;22;20;1;24;3;19;25;13;9;23;16;4;11;18;5;7;15;26;8;3;6059090
3;6059090;21;2;17;6;14;12;10;22;20;1;24;3;19;25;13;9;23;16;4;11;18;5;7;15;26;8
10;2;17;6;14;12;21;22;20;1;24;3;19;25;13;9;23;16;4;11;18;5;7;15;26;8;3;6041884
3;6041884;10;2;17;6;14;12;21;22;20;1;24;3;19;25;13;9;23;16;4;11;18;5;7;15;26;8
23;2;17;6;14;12;21;22;20;1;24;3;19;25;13;9;10;16;4;11;18;5;7;15;26;8;3;6047265
3;6047265;23;2;17;6;14;12;21;22;20;1;24;3;19;25;13;9;10;16;4;11;18;5;7;15;26;8
23;2;17;6;14;4;21;22;20;1;24;3;19;25;13;9;10;16;12;11;18;5;7;15;26;8;3;6031378
3;6031378;23;2;17;6;14;4;21;22;20;1;24;3;19;25;13;9;10;16;12;11;18;5;7;15;26;8
23;2;17;6;14;4;18;22;20;1;24;3;19;25;13;9;10;16;12;11;21;5;7;15;26;8;3;5958499
3;5958499;23;2;17;6;14;4;18;22;20;1;24;3;19;25;13;9;10;16;12;11;21;5;7;15;26;8
23;11;17;6;14;4;18;22;20;1;24;3;19;25;13;9;10;16;12;2;21;5;7;15;26;8;3;5957052
3;5957052;23;11;17;6;14;4;18;22;20;1;24;3;19;25;13;9;10;16;12;2;21;5;7;15;26;8
23;11;17;6;14;4;18;22;20;1;24;3;19;25;13;9;15;16;12;2;21;5;7;10;26;8;3;5925874
3;5925874;23;11;17;6;14;4;18;22;20;1;24;3;19;25;13;9;15;16;12;2;21;5;7;10;26;8
23;14;17;6;11;4;18;22;20;1;24;3;19;25;13;9;15;16;12;2;21;5;7;10;26;8;3;5944574
3;5944574;23;14;17;6;11;4;18;22;20;1;24;3;19;25;13;9;15;16;12;2;21;5;7;10;26;8
23;14;17;6;19;4;18;22;20;1;24;3;11;25;13;9;15;16;12;2;21;5;7;10;26;8;3;5959723
3;5959723;23;14;17;6;19;4;18;22;20;1;24;3;11;25;13;9;15;16;12;2;21;5;7;10;26;8
23;14;17;6;19;4;18;22;20;11;24;3;1;25;13;9;15;16;12;2;21;5;7;10;26;8;3;5959799
3;5959799;23;14;17;6;19;4;18;22;20;11;24;3;1;25;13;9;15;16;12;2;21;5;7;10;26;8
23;14;17;6;18;4;19;22;20;11;24;3;1;25;13;9;15;16;12;2;21;5;7;10;26;8;3;6010826
3;6010826;23;14;17;6;18;4;19;22;20;11;24;3;1;25;13;9;15;16;12;2;21;5;7;10;26;8
23;14;17;6;18;15;19;22;20;11;24;3;1;25;13;9;4;16;12;2;21;5;7;10;26;8;3;6019631
3;6019631;23;14;17;6;18;15;19;22;20;11;24;3;1;25;13;9;4;16;12;2;21;5;7;10;26;8
23;14;17;6;18;15;19;22;20;11;2;3;1;25;13;9;4;16;12;24;21;5;7;10;26;8;3;6001272
3;6001272;23;14;17;6;18;15;19;22;20;11;2;3;1;25;13;9;4;16;12;24;21;5;7;10;26;8
23;14;17;6;18;15;19;22;20;11;2;3;1;25;5;9;4;16;12;24;21;13;7;10;26;8;3;5973148
3;5973148;23;14;17;6;18;15;19;22;20;11;2;3;1;25;5;9;4;16;12;24;21;13;7;10;26;8
23;14;17;6;18;15;19;22;20;11;2;3;26;25;5;9;4;16;12;24;21;13;7;10;1;8;3;5995876
3;5995876;23;14;17;6;18;15;19;22;20;11;2;3;26;25;5;9;4;16;12;24;21;13;7;10;1;8
23;14;1;6;18;15;19;22;20;11;2;3;26;25;5;9;4;16;12;24;21;13;7;10;17;8;3;6014566
3;6014566;23;14;1;6;18;15;19;22;20;11;2;3;26;25;5;9;4;16;12;24;21;13;7;10;17;8
23;14;1;6;2;15;19;22;20;11;18;3;26;25;5;9;4;16;12;24;21;13;7;10;17;8;3;5941672
3;5941672;23;14;1;6;2;15;19;22;20;11;18;3;26;25;5;9;4;16;12;24;21;13;7;10;17;8
23;14;1;6;2;15;19;22;20;11;18;3;26;24;5;9;4;16;12;25;21;13;7;10;17;8;3;5941546
4;5941546;23;14;1;6;2;15;19;22;20;11;18;3;26;24;5;9;4;16;12;25;21;13;7;10;17;8
23;1;14;6;2;15;19;22;20;11;18;3;26;24;5;9;4;16;12;25;21;13;7;10;17;8;4;5918674
4;5918674;23;1;14;6;2;15;19;22;20;11;18;3;26;24;5;9;4;16;12;25;21;13;7;10;17;8
23;7;14;6;2;15;19;22;20;11;18;3;26;24;5;9;4;16;12;25;21;13;1;10;17;8;4;5917169
4;5917169;23;7;14;6;2;15;19;22;20;11;18;3;26;24;5;9;4;16;12;25;21;13;1;10;17;8
23;7;14;11;2;15;19;22;20;6;18;3;26;24;5;9;4;16;12;25;21;13;1;10;17;8;4;5916696
4;5916696;23;7;14;11;2;15;19;22;20;6;18;3;26;24;5;9;4;16;12;25;21;13;1;10;17;8
23;7;14;11;2;15;19;22;20;6;1;3;26;24;5;9;4;16;12;25;21;13;18;10;17;8;4;5990777
4;5990777;23;7;14;11;2;15;19;22;20;6;1;3;26;24;5;9;4;16;12;25;21;13;18;10;17;8
23;7;14;21;2;15;19;22;20;6;1;3;26;24;5;9;4;16;12;25;11;13;18;10;17;8;4;5976903
4;5976903;23;7;14;21;2;15;19;22;20;6;1;3;26;24;5;9;4;16;12;25;11;13;18;10;17;8
23;4;14;21;2;15;19;22;20;6;1;3;26;24;5;9;7;16;12;25;11;13;18;10;17;8;4;5981154
4;5981154;23;4;14;21;2;15;19;22;20;6;1;3;26;24;5;9;7;16;12;25;11;13;18;10;17;8
23;4;12;21;2;15;19;22;20;6;1;3;26;24;5;9;7;16;14;25;11;13;18;10;17;8;4;5881839
4;5881839;23;4;12;21;2;15;19;22;20;6;1;3;26;24;5;9;7;16;14;25;11;13;18;10;17;8
23;4;12;18;2;15;19;22;20;6;1;3;26;24;5;9;7;16;14;25;11;13;21;10;17;8;4;5866310
4;5866310;23;4;12;18;2;15;19;22;20;6;1;3;26;24;5;9;7;16;14;25;11;13;21;10;17;8
23;14;12;18;2;15;19;22;20;6;1;3;26;24;5;9;7;16;4;25;11;13;21;10;17;8;4;5933217
4;5933217;23;14;12;18;2;15;19;22;20;6;1;3;26;24;5;9;7;16;4;25;11;13;21;10;17;8
23;14;3;18;2;15;19;22;20;6;1;12;26;24;5;9;7;16;4;25;11;13;21;10;17;8;4;5918445
4;5918445;23;14;3;18;2;15;19;22;20;6;1;12;26;24;5;9;7;16;4;25;11;13;21;10;17;8
23;14;3;18;2;15;19;22;20;6;1;12;26;24;11;9;7;16;4;25;5;13;21;10;17;8;4;6052460
4;6052460;23;14;3;18;2;15;19;22;20;6;1;12;26;24;11;9;7;16;4;25;5;13;21;10;17;8
23;14;3;18;2;15;19;22;24;6;1;12;26;20;11;9;7;16;4;25;5;13;21;10;17;8;4;6060506
4;6060506;23;14;3;18;2;15;19;22;24;6;1;12;26;20;11;9;7;16;4;25;5;13;21;10;17;8
23;14;3;18;2;15;26;22;24;6;1;12;19;20;11;9;7;16;4;25;5;13;21;10;17;8;4;6043286
4;6043286;23;14;3;18;2;15;26;22;24;6;1;12;19;20;11;9;7;16;4;25;5;13;21;10;17;8
23;14;3;20;2;15;26;22;24;6;1;12;19;18;11;9;7;16;4;25;5;13;21;10;17;8;4;6012128
4;6012128;23;14;3;20;2;15;26;22;24;6;1;12;19;18;11;9;7;16;4;25;5;13;21;10;17;8
23;14;3;20;2;15;26;22;24;6;1;12;19;18;11;9;17;16;4;25;5;13;21;10;7;8;4;6017913
4;6017913;23;14;3;20;2;15;26;22;24;6;1;12;19;18;11;9;17;16;4;25;5;13;21;10;7;8
23;14;3;20;2;15;26;22;24;8;1;12;19;18;11;9;17;16;4;25;5;13;21;10;7;6;4;6015725
4;6015725;23;14;3;20;2;15;26;22;24;8;1;12;19;18;11;9;17;16;4;25;5;13;21;10;7;6
23;14;3;20;2;15;26;22;24;8;1;12;19;18;11;6;17;16;4;25;5;13;21;10;7;9;4;6027854
4;6027854;23;14;3;20;2;15;26;22;24;8;1;12;19;18;11;6;17;16;4;25;5;13;21;10;7;9
23;14;10;20;2;15;26;22;24;8;1;12;19;18;11;6;17;16;4;25;5;13;21;3;7;9;4;6039810
4;6039810;23;14;10;20;2;15;26;22;24;8;1;12;19;18;11;6;17;16;4;25;5;13;21;3;7;9
23;14;10;20;2;15;26;22;24;11;1;12;19;18;8;6;17;16;4;25;5;13;21;3;7;9;4;6115327
4;6115327;23;14;10;20;2;15;26;22;24;11;1;12;19;18;8;6;17;16;4;25;5;13;21;3;7;9
23;14;10;20;2;15;26;22;24;5;1;12;19;18;8;6;17;16;4;25;11;13;21;3;7;9;4;5878833
5;5878833;23;14;10;20;2;15;26;22;24;5;1;12;19;18;8;6;17;16;4;25;11;13;21;3;7;9
23;14;10;20;2;15;26;22;24;5;1;12;19;18;8;6;17;25;4;16;11;13;21;3;7;9;5;5886088
5;5886088;23;14;10;20;2;15;26;22;24;5;1;12;19;18;8;6;17;25;4;16;11;13;21;3;7;9
23;14;10;20;2;15;13;22;24;5;1;12;19;18;8;6;17;25;4;16;11;26;21;3;7;9;5;5915166
5;5915166;23;14;10;20;2;15;13;22;24;5;1;12;19;18;8;6;17;25;4;16;11;26;21;3;7;9
23;14;10;20;2;15;13;22;24;5;1;12;19;25;8;6;17;18;4;16;11;26;21;3;7;9;5;5904793
5;5904793;23;14;10;20;2;15;13;22;24;5;1;12;19;25;8;6;17;18;4;16;11;26;21;3;7;9
23;14;10;20;2;15;13;22;24;5;1;12;19;17;8;6;25;18;4;16;11;26;21;3;7;9;5;5905250
5;5905250;23;14;10;20;2;15;13;22;24;5;1;12;19;17;8;6;25;18;4;16;11;26;21;3;7;9
23;14;10;20;2;15;13;22;24;5;1;12;19;17;8;6;25;11;4;16;18;26;21;3;7;9;5;5937948
5;5937948;23;14;10;20;2;15;13;22;24;5;1;12;19;17;8;6;25;11;4;16;18;26;21;3;7;9
23;14;10;20;9;15;13;22;24;5;1;12;19;17;8;6;25;11;4;16;18;26;21;3;7;2;5;5936477
5;5936477;23;14;10;20;9;15;13;22;24;5;1;12;19;17;8;6;25;11;4;16;18;26;21;3;7;2
23;14;10;20;9;15;13;22;24;5;1;12;19;17;8;26;25;11;4;16;18;6;21;3;7;2;5;5938042
5;5938042;23;14;10;20;9;15;13;22;24;5;1;12;19;17;8;26;25;11;4;16;18;6;21;3;7;2
23;14;10;20;9;15;13;22;24;5;1;12;19;17;8;26;25;4;11;16;18;6;21;3;7;2;5;5938082
5;5938082;23;14;10;20;9;15;13;22;24;5;1;12;19;17;8;26;25;4;11;16;18;6;21;3;7;2
23;14;10;20;9;15;5;22;24;13;1;12;19;17;8;26;25;4;11;16;18;6;21;3;7;2;5;6006418
5;6006418;23;14;10;20;9;15;5;22;24;13;1;12;19;17;8;26;25;4;11;16;18;6;21;3;7;2
23;14;10;20;9;15;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;6;21;3;7;2;5;6047977
5;6047977;23;14;10;20;9;15;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;6;21;3;7;2
23;14;10;20;9;6;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;15;21;3;7;2;5;6059104
5;6059104;23;14;10;20;9;6;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;15;21;3;7;2
23;20;10;14;9;6;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;15;21;3;7;2;5;6074159
5;6074159;23;20;10;14;9;6;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;15;21;3;7;2
23;20;14;10;9;6;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;15;21;3;7;2;5;6066877
5;6066877;23;20;14;10;9;6;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;15;21;3;7;2
23;20;14;10;9;6;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;2;21;3;7;15;5;6000161
5;6000161;23;20;14;10;9;6;5;22;24;13;18;12;19;17;8;26;25;4;11;16;1;2;21;3;7;15
23;20;14;12;9;6;5;22;24;13;18;10;19;17;8;26;25;4;11;16;1;2;21;3;7;15;5;6016754
5;6016754;23;20;14;12;9;6;5;22;24;13;18;10;19;17;8;26;25;4;11;16;1;2;21;3;7;15
23;20;14;12;9;6;5;22;24;13;18;21;19;17;8;26;25;4;11;16;1;2;10;3;7;15;5;5984329
5;5984329;23;20;14;12;9;6;5;22;24;13;18;21;19;17;8;26;25;4;11;16;1;2;10;3;7;15
23;8;14;12;9;6;5;22;24;13;18;21;19;17;20;26;25;4;11;16;1;2;10;3;7;15;5;5989912
5;5989912;23;8;14;12;9;6;5;22;24;13;18;21;19;17;20;26;25;4;11;16;1;2;10;3;7;15
23;8;14;12;9;25;5;22;24;13;18;21;19;17;20;26;6;4;11;16;1;2;10;3;7;15;5;5987765
5;5987765;23;8;14;12;9;25;5;22;24;13;18;21;19;17;20;26;6;4;11;16;1;2;10;3;7;15
23;8;14;20;9;25;5;22;24;13;18;21;19;17;12;26;6;4;11;16;1;2;10;3;7;15;5;5981803
5;5981803;23;8;14;20;9;25;5;22;24;13;18;21;19;17;12;26;6;4;11;16;1;2;10;3;7;15
23;8;14;20;9;25;5;22;24;13;18;21;3;17;12;26;6;4;11;16;1;2;10;19;7;15;5;6034514
6;6034514;23;8;14;20;9;25;5;22;24;13;18;21;3;17;12;26;6;4;11;16;1;2;10;19;7;15
23;8;14;20;9;25;5;22;24;13;18;21;3;17;10;26;6;4;11;16;1;2;12;19;7;15;6;6070127
6;6070127;23;8;14;20;9;25;5;22;24;13;18;21;3;17;10;26;6;4;11;16;1;2;12;19;7;15
23;8;14;20;9;25;5;22;24;11;18;21;3;17;10;26;6;4;13;16;1;2;12;19;7;15;6;6063100
6;6063100;23;8;14;20;9;25;5;22;24;11;18;21;3;17;10;26;6;4;13;16;1;2;12;19;7;15
23;8;14;21;9;25;5;22;24;11;18;20;3;17;10;26;6;4;13;16;1;2;12;19;7;15;6;5996709
6;5996709;23;8;14;21;9;25;5;22;24;11;18;20;3;17;10;26;6;4;13;16;1;2;12;19;7;15
23;8;14;21;9;25;5;22;24;11;18;12;3;17;10;26;6;4;13;16;1;2;20;19;7;15;6;6058859
6;6058859;23;8;14;21;9;25;5;22;24;11;18;12;3;17;10;26;6;4;13;16;1;2;20;19;7;15
23;8;14;21;9;25;5;2;24;11;18;12;3;17;10;26;6;4;13;16;1;22;20;19;7;15;6;6042214
6;6042214;23;8;14;21;9;25;5;2;24;11;18;12;3;17;10;26;6;4;13;16;1;22;20;19;7;15
23;8;14;17;9;25;5;2;24;11;18;12;3;21;10;26;6;4;13;16;1;22;20;19;7;15;6;6003053
6;6003053;23;8;14;17;9;25;5;2;24;11;18;12;3;21;10;26;6;4;13;16;1;22;20;19;7;15
23;8;14;17;9;25;12;2;24;11;18;5;3;21;10;26;6;4;13;16;1;22;20;19;7;15;6;5991595
6;5991595;23;8;14;17;9;25;12;2;24;11;18;5;3;21;10;26;6;4;13;16;1;22;20;19;7;15
23;8;7;17;9;25;12;2;24;11;18;5;3;21;10;26;6;4;13;16;1;22;20;19;14;15;6;5865367
6;5865367;23;8;7;17;9;25;12;2;24;11;18;5;3;21;10;26;6;4;13;16;1;22;20;19;14;15
23;8;3;17;9;25;12;2;24;11;18;5;7;21;10;26;6;4;13;16;1;22;20;19;14;15;6;5882419
6;5882419;23;8;3;17;9;25;12;2;24;11;18;5;7;21;10;26;6;4;13;16;1;22;20;19;14;15
5;8;3;17;9;25;12;2;24;11;18;23;7;21;10;26;6;4;13;16;1;22;20;19;14;15;6;6090420
6;6090420;5;8;3;17;9;25;12;2;24;11;18;23;7;21;10;26;6;4;13;16;1;22;20;19;14;15
5;8;3;17;9;25;12;13;24;11;18;23;7;21;10;26;6;4;2;16;1;22;20;19;14;15;6;6091641
6;6091641;5;8;3;17;9;25;12;13;24;11;18;23;7;21;10;26;6;4;2;16;1;22;20;19;14;15
5;13;3;17;9;25;12;8;24;11;18;23;7;21;10;26;6;4;2;16;1;22;20;19;14;15;6;6041315
6;6041315;5;13;3;17;9;25;12;8;24;11;18;23;7;21;10;26;6;4;2;16;1;22;20;19;14;15
5;13;3;19;9;25;12;8;24;11;18;23;7;21;10;26;6;4;2;16;1;22;20;17;14;15;6;6024437
6;6024437;5;13;3;19;9;25;12;8;24;11;18;23;7;21;10;26;6;4;2;16;1;22;20;17;14;15
5;13;3;19;9;25;12;8;24;2;18;23;7;21;10;26;6;4;11;16;1;22;20;17;14;15;6;6023794
6;6023794;5;13;3;19;9;25;12;8;24;2;18;23;7;21;10;26;6;4;11;16;1;22;20;17;14;15
5;13;3;19;9;25;12;8;24;2;18;23;7;21;10;26;6;22;11;16;1;4;20;17;14;15;6;6102242
6;6102242;5;13;3;19;9;25;12;8;24;2;18;23;7;21;10;26;6;22;11;16;1;4;20;17;14;15
5;13;3;19;15;25;12;8;24;2;18;23;7;21;10;26;6;22;11;16;1;4;20;17;14;9;6;5982657
6;5982657;5;13;3;19;15;25;12;8;24;2;18;23;7;21;10;26;6;22;11;16;1;4;20;17;14;9
5;13;3;19;15;25;12;8;9;2;18;23;7;21;10;26;6;22;11;16;1;4;20;17;14;24;6;5971971
6;5971971;5;13;3;19;15;25;12;8;9;2;18;23;7;21;10;26;6;22;11;16;1;4;20;17;14;24
5;13;3;19;15;25;12;6;9;2;18;23;7;21;10;26;8;22;11;16;1;4;20;17;14;24;6;5970392
6;5970392;5;13;3;19;15;25;12;6;9;2;18;23;7;21;10;26;8;22;11;16;1;4;20;17;14;24
