"X1";"X46706";"X7";"X9";"X8";"X12";"X10";"X5";"X3";"X2";"X1.1";"X11";"X4";"X6"
8;4;7;1;3;6;9;11;12;2;5;10;5;44724
5;44724;8;4;7;1;3;6;9;11;12;2;5;10
8;1;7;4;3;6;9;11;12;2;5;10;5;54480
5;54480;8;1;7;4;3;6;9;11;12;2;5;10
4;1;7;8;3;6;9;11;12;2;5;10;5;48430
5;48430;4;1;7;8;3;6;9;11;12;2;5;10
4;1;12;8;3;6;9;11;7;2;5;10;5;43896
5;43896;4;1;12;8;3;6;9;11;7;2;5;10
7;1;12;8;3;6;9;11;4;2;5;10;5;49972
5;49972;7;1;12;8;3;6;9;11;4;2;5;10
7;1;12;8;3;2;9;11;4;6;5;10;5;29254
6;29254;7;1;12;8;3;2;9;11;4;6;5;10
7;1;12;9;3;2;8;11;4;6;5;10;6;29490
6;29490;7;1;12;9;3;2;8;11;4;6;5;10
7;1;12;9;3;5;8;11;4;6;2;10;6;30290
6;30290;7;1;12;9;3;5;8;11;4;6;2;10
10;1;12;9;3;5;8;11;4;6;2;7;6;37410
6;37410;10;1;12;9;3;5;8;11;4;6;2;7
10;1;12;9;3;5;8;11;6;4;2;7;6;48042
6;48042;10;1;12;9;3;5;8;11;6;4;2;7
10;1;12;9;3;5;8;11;4;6;2;7;6;37410
6;37410;10;1;12;9;3;5;8;11;4;6;2;7
10;1;12;9;3;5;8;7;4;6;2;11;6;49346
6;49346;10;1;12;9;3;5;8;7;4;6;2;11
10;1;12;9;3;5;8;7;11;6;2;4;6;52610
6;52610;10;1;12;9;3;5;8;7;11;6;2;4
10;1;7;9;3;5;8;12;11;6;2;4;6;39362
6;39362;10;1;7;9;3;5;8;12;11;6;2;4
10;1;7;3;9;5;8;12;11;6;2;4;6;39482
6;39482;10;1;7;3;9;5;8;12;11;6;2;4
10;4;7;3;9;5;8;12;11;6;2;1;6;55486
6;39482;10;1;7;3;9;5;8;12;11;6;2;4
10;1;7;3;6;5;8;12;11;9;2;4;6;40280
6;40280;10;1;7;3;6;5;8;12;11;9;2;4
3;1;7;10;6;5;8;12;11;9;2;4;6;51578
6;51578;3;1;7;10;6;5;8;12;11;9;2;4
3;1;7;10;8;5;6;12;11;9;2;4;6;49588
6;49588;3;1;7;10;8;5;6;12;11;9;2;4
4;1;7;10;8;5;6;12;11;9;2;3;6;43842
6;43842;4;1;7;10;8;5;6;12;11;9;2;3
4;1;7;10;8;5;6;9;11;12;2;3;6;43334
6;43334;4;1;7;10;8;5;6;9;11;12;2;3
4;1;7;10;5;8;6;9;11;12;2;3;6;43512
6;43512;4;1;7;10;5;8;6;9;11;12;2;3
1;4;7;10;5;8;6;9;11;12;2;3;6;39478
6;39478;1;4;7;10;5;8;6;9;11;12;2;3
1;10;7;4;5;8;6;9;11;12;2;3;6;33344
6;33344;1;10;7;4;5;8;6;9;11;12;2;3
1;10;7;4;5;8;6;9;11;3;2;12;6;40256
6;40256;1;10;7;4;5;8;6;9;11;3;2;12
1;10;5;4;7;8;6;9;11;3;2;12;6;36604
7;36604;1;10;5;4;7;8;6;9;11;3;2;12
1;10;5;4;7;8;2;9;11;3;6;12;7;33374
7;33374;1;10;5;4;7;8;2;9;11;3;6;12
1;10;5;9;7;8;2;4;11;3;6;12;7;27140
7;27140;1;10;5;9;7;8;2;4;11;3;6;12
1;10;5;9;7;12;2;4;11;3;6;8;7;40392
7;40392;1;10;5;9;7;12;2;4;11;3;6;8
1;5;10;9;7;12;2;4;11;3;6;8;7;41520
7;41520;1;5;10;9;7;12;2;4;11;3;6;8
5;1;10;9;7;12;2;4;11;3;6;8;7;44362
7;44362;5;1;10;9;7;12;2;4;11;3;6;8
5;1;10;9;7;8;2;4;11;3;6;12;7;33398
7;33398;5;1;10;9;7;8;2;4;11;3;6;12
5;1;10;9;7;8;12;4;11;3;6;2;7;36322
7;36322;5;1;10;9;7;8;12;4;11;3;6;2
5;1;10;6;7;8;12;4;11;3;9;2;7;38032
7;38032;5;1;10;6;7;8;12;4;11;3;9;2
2;1;10;6;7;8;12;4;11;3;9;5;7;31664
7;31664;2;1;10;6;7;8;12;4;11;3;9;5
2;1;6;10;7;8;12;4;11;3;9;5;7;27444
7;27444;2;1;6;10;7;8;12;4;11;3;9;5
2;1;4;10;7;8;12;6;11;3;9;5;7;44228
7;27444;2;1;6;10;7;8;12;4;11;3;9;5
2;1;6;10;7;9;12;4;11;3;8;5;7;34020
7;34020;2;1;6;10;7;9;12;4;11;3;8;5
3;1;6;10;7;9;12;4;11;2;8;5;7;49838
7;49838;3;1;6;10;7;9;12;4;11;2;8;5
3;1;2;10;7;9;12;4;11;6;8;5;7;43858
7;43858;3;1;2;10;7;9;12;4;11;6;8;5
3;1;2;10;7;4;12;9;11;6;8;5;7;39580
7;39580;3;1;2;10;7;4;12;9;11;6;8;5
3;1;2;10;7;6;12;9;11;4;8;5;7;49494
7;49494;3;1;2;10;7;6;12;9;11;4;8;5
3;1;2;5;7;6;12;9;11;4;8;10;7;43818
7;43818;3;1;2;5;7;6;12;9;11;4;8;10
3;1;2;5;4;6;12;9;11;7;8;10;7;37514
7;37514;3;1;2;5;4;6;12;9;11;7;8;10
3;7;2;5;4;6;12;9;11;1;8;10;7;51350
7;37514;3;1;2;5;4;6;12;9;11;7;8;10
3;1;7;5;4;6;12;9;11;2;8;10;7;39708
8;39708;3;1;7;5;4;6;12;9;11;2;8;10
3;4;7;5;1;6;12;9;11;2;8;10;8;26046
8;26046;3;4;7;5;1;6;12;9;11;2;8;10
9;4;7;5;1;6;12;3;11;2;8;10;8;41684
8;26046;3;4;7;5;1;6;12;9;11;2;8;10
3;4;7;1;5;6;12;9;11;2;8;10;8;24286
8;24286;3;4;7;1;5;6;12;9;11;2;8;10
3;4;7;1;6;5;12;9;11;2;8;10;8;46034
8;24286;3;4;7;1;5;6;12;9;11;2;8;10
3;4;7;12;5;6;1;9;11;2;8;10;8;23244
8;23244;3;4;7;12;5;6;1;9;11;2;8;10
3;4;7;12;2;6;1;9;11;5;8;10;8;34462
8;34462;3;4;7;12;2;6;1;9;11;5;8;10
3;5;7;12;2;6;1;9;11;4;8;10;8;36514
8;36514;3;5;7;12;2;6;1;9;11;4;8;10
3;5;7;12;2;6;1;4;11;9;8;10;8;38050
8;38050;3;5;7;12;2;6;1;4;11;9;8;10
3;5;7;12;2;6;1;10;11;9;8;4;8;40116
8;40116;3;5;7;12;2;6;1;10;11;9;8;4
3;11;7;12;2;6;1;10;5;9;8;4;8;37712
8;37712;3;11;7;12;2;6;1;10;5;9;8;4
4;11;7;12;2;6;1;10;5;9;8;3;8;40104
8;40104;4;11;7;12;2;6;1;10;5;9;8;3
4;2;7;12;11;6;1;10;5;9;8;3;8;47210
8;47210;4;2;7;12;11;6;1;10;5;9;8;3
4;2;7;12;11;6;1;3;5;9;8;10;8;49304
8;49304;4;2;7;12;11;6;1;3;5;9;8;10
12;2;7;4;11;6;1;3;5;9;8;10;8;45004
8;45004;12;2;7;4;11;6;1;3;5;9;8;10
8;2;7;4;11;6;1;3;5;9;12;10;8;53882
8;45004;12;2;7;4;11;6;1;3;5;9;8;10
12;2;7;4;11;3;1;6;5;9;8;10;8;42800
8;42800;12;2;7;4;11;3;1;6;5;9;8;10
12;2;7;4;5;3;1;6;11;9;8;10;8;47064
8;47064;12;2;7;4;5;3;1;6;11;9;8;10
12;2;7;4;9;3;1;6;11;5;8;10;8;44806
8;44806;12;2;7;4;9;3;1;6;11;5;8;10
12;2;7;4;9;3;1;6;11;5;10;8;8;48958
8;48958;12;2;7;4;9;3;1;6;11;5;10;8
12;2;7;4;9;10;1;6;11;5;3;8;8;42958
9;42958;12;2;7;4;9;10;1;6;11;5;3;8
12;5;7;4;9;10;1;6;11;2;3;8;9;47704
9;47704;12;5;7;4;9;10;1;6;11;2;3;8
12;5;7;11;9;10;1;6;4;2;3;8;9;42664
9;42664;12;5;7;11;9;10;1;6;4;2;3;8
12;4;7;11;9;10;1;6;5;2;3;8;9;49214
9;49214;12;4;7;11;9;10;1;6;5;2;3;8
12;4;7;11;9;10;5;6;1;2;3;8;9;51560
9;51560;12;4;7;11;9;10;5;6;1;2;3;8
12;4;7;11;9;2;5;6;1;10;3;8;9;43658
9;43658;12;4;7;11;9;2;5;6;1;10;3;8
12;4;7;8;9;2;5;6;1;10;3;11;9;50802
9;50802;12;4;7;8;9;2;5;6;1;10;3;11
12;4;3;8;9;2;5;6;1;10;7;11;9;49004
9;49004;12;4;3;8;9;2;5;6;1;10;7;11
12;4;3;8;11;2;5;6;1;10;7;9;9;47270
9;47270;12;4;3;8;11;2;5;6;1;10;7;9
12;4;3;8;11;2;10;6;1;5;7;9;9;52730
9;52730;12;4;3;8;11;2;10;6;1;5;7;9
12;4;3;9;11;2;10;6;1;5;7;8;9;47090
9;47090;12;4;3;9;11;2;10;6;1;5;7;8
12;4;3;9;11;10;2;6;1;5;7;8;9;49964
9;47090;12;4;3;9;11;2;10;6;1;5;7;8
12;4;10;9;11;2;3;6;1;5;7;8;9;46174
9;46174;12;4;10;9;11;2;3;6;1;5;7;8
12;4;10;11;9;2;3;6;1;5;7;8;9;46774
9;46774;12;4;10;11;9;2;3;6;1;5;7;8
12;4;2;11;9;10;3;6;1;5;7;8;9;48776
9;48776;12;4;2;11;9;10;3;6;1;5;7;8
8;4;2;11;9;10;3;6;1;5;7;12;9;45802
9;45802;8;4;2;11;9;10;3;6;1;5;7;12
8;4;2;11;9;10;3;6;12;5;7;1;9;46306
9;46306;8;4;2;11;9;10;3;6;12;5;7;1
8;5;2;11;9;10;3;6;12;4;7;1;9;26268
9;26268;8;5;2;11;9;10;3;6;12;4;7;1
8;5;2;4;9;10;3;6;12;11;7;1;9;26594
9;26594;8;5;2;4;9;10;3;6;12;11;7;1
7;5;2;4;9;10;3;6;12;11;8;1;9;23310
9;23310;7;5;2;4;9;10;3;6;12;11;8;1
7;5;9;4;2;10;3;6;12;11;8;1;9;22132
10;22132;7;5;9;4;2;10;3;6;12;11;8;1
7;5;12;4;2;10;3;6;9;11;8;1;10;19600
10;19600;7;5;12;4;2;10;3;6;9;11;8;1
7;5;8;4;2;10;3;6;9;11;12;1;10;20710
10;20710;7;5;8;4;2;10;3;6;9;11;12;1
7;3;8;4;2;10;5;6;9;11;12;1;10;36246
10;20710;7;5;8;4;2;10;3;6;9;11;12;1
7;5;2;4;8;10;3;6;9;11;12;1;10;24668
10;20710;7;5;8;4;2;10;3;6;9;11;12;1
7;4;8;5;2;10;3;6;9;11;12;1;10;31836
10;31836;7;4;8;5;2;10;3;6;9;11;12;1
7;4;8;2;5;10;3;6;9;11;12;1;10;30836
10;30836;7;4;8;2;5;10;3;6;9;11;12;1
7;4;8;2;5;6;3;10;9;11;12;1;10;36512
10;36512;7;4;8;2;5;6;3;10;9;11;12;1
7;6;8;2;5;4;3;10;9;11;12;1;10;45510
10;36512;7;4;8;2;5;6;3;10;9;11;12;1
7;9;8;2;5;6;3;10;4;11;12;1;10;42072
10;42072;7;9;8;2;5;6;3;10;4;11;12;1
7;9;8;2;11;6;3;10;4;5;12;1;10;37052
10;37052;7;9;8;2;11;6;3;10;4;5;12;1
7;9;1;2;11;6;3;10;4;5;12;8;10;32888
10;32888;7;9;1;2;11;6;3;10;4;5;12;8
7;9;1;2;11;6;3;10;4;12;5;8;10;50566
10;32888;7;9;1;2;11;6;3;10;4;5;12;8
7;9;1;2;11;3;6;10;4;5;12;8;10;39298
10;32888;7;9;1;2;11;6;3;10;4;5;12;8
7;2;1;9;11;6;3;10;4;5;12;8;10;35738
10;35738;7;2;1;9;11;6;3;10;4;5;12;8
7;2;6;9;11;1;3;10;4;5;12;8;10;37054
10;37054;7;2;6;9;11;1;3;10;4;5;12;8
7;2;12;9;11;1;3;10;4;5;6;8;10;30896
10;30896;7;2;12;9;11;1;3;10;4;5;6;8
7;2;12;8;11;1;3;10;4;5;6;9;10;36582
10;36582;7;2;12;8;11;1;3;10;4;5;6;9
7;2;12;8;11;10;3;1;4;5;6;9;10;46578
10;46578;7;2;12;8;11;10;3;1;4;5;6;9
7;2;12;8;11;10;1;3;4;5;6;9;10;37810
10;37810;7;2;12;8;11;10;1;3;4;5;6;9
7;2;12;8;11;1;10;3;4;5;6;9;10;35890
11;35890;7;2;12;8;11;1;10;3;4;5;6;9
7;2;12;11;8;1;10;3;4;5;6;9;11;36970
11;36970;7;2;12;11;8;1;10;3;4;5;6;9
7;2;12;11;8;1;10;9;4;5;6;3;11;43798
11;36970;7;2;12;11;8;1;10;3;4;5;6;9
7;2;12;11;10;1;8;3;4;5;6;9;11;30466
11;30466;7;2;12;11;10;1;8;3;4;5;6;9
7;2;12;5;10;1;8;3;4;11;6;9;11;33830
11;33830;7;2;12;5;10;1;8;3;4;11;6;9
12;2;7;5;10;1;8;3;4;11;6;9;11;44622
11;44622;12;2;7;5;10;1;8;3;4;11;6;9
12;2;8;5;10;1;7;3;4;11;6;9;11;45738
11;45738;12;2;8;5;10;1;7;3;4;11;6;9
12;1;8;5;10;2;7;3;4;11;6;9;11;56376
11;45738;12;2;8;5;10;1;7;3;4;11;6;9
6;2;8;5;10;1;7;3;4;11;12;9;11;50128
11;50128;6;2;8;5;10;1;7;3;4;11;12;9
6;2;8;5;1;10;7;3;4;11;12;9;11;53128
11;53128;6;2;8;5;1;10;7;3;4;11;12;9
6;2;8;4;1;10;7;3;5;11;12;9;11;50150
11;50150;6;2;8;4;1;10;7;3;5;11;12;9
6;2;8;12;1;10;7;3;5;11;4;9;11;52148
11;52148;6;2;8;12;1;10;7;3;5;11;4;9
6;1;8;12;2;10;7;3;5;11;4;9;11;48712
11;48712;6;1;8;12;2;10;7;3;5;11;4;9
6;1;8;12;2;10;7;9;5;11;4;3;11;46238
11;46238;6;1;8;12;2;10;7;9;5;11;4;3
1;6;8;12;2;10;7;9;5;11;4;3;11;53244
11;53244;1;6;8;12;2;10;7;9;5;11;4;3
1;6;8;12;3;10;7;9;5;11;4;2;11;56642
11;53244;1;6;8;12;2;10;7;9;5;11;4;3
1;6;8;12;11;10;7;9;5;2;4;3;11;54742
11;54742;1;6;8;12;11;10;7;9;5;2;4;3
1;6;8;12;11;10;7;4;5;2;9;3;11;53628
11;53628;1;6;8;12;11;10;7;4;5;2;9;3
1;6;8;4;11;10;7;12;5;2;9;3;11;51926
11;51926;1;6;8;4;11;10;7;12;5;2;9;3
1;10;8;4;11;6;7;12;5;2;9;3;11;42122
11;42122;1;10;8;4;11;6;7;12;5;2;9;3
1;10;8;4;9;6;7;12;5;2;11;3;11;40842
12;40842;1;10;8;4;9;6;7;12;5;2;11;3
1;10;8;4;12;6;7;9;5;2;11;3;12;40874
12;40874;1;10;8;4;12;6;7;9;5;2;11;3
1;11;8;4;12;6;7;9;5;2;10;3;12;37228
12;37228;1;11;8;4;12;6;7;9;5;2;10;3
7;11;8;4;12;6;1;9;5;2;10;3;12;33392
12;33392;7;11;8;4;12;6;1;9;5;2;10;3
7;11;8;2;12;6;1;9;5;4;10;3;12;29192
12;29192;7;11;8;2;12;6;1;9;5;4;10;3
7;11;8;2;12;3;1;9;5;4;10;6;12;37922
12;37922;7;11;8;2;12;3;1;9;5;4;10;6
7;11;9;2;12;3;1;8;5;4;10;6;12;39878
12;39878;7;11;9;2;12;3;1;8;5;4;10;6
7;11;9;2;4;3;1;8;5;12;10;6;12;49960
12;49960;7;11;9;2;4;3;1;8;5;12;10;6
7;11;9;12;4;3;1;8;5;2;10;6;12;51674
12;51674;7;11;9;12;4;3;1;8;5;2;10;6
3;11;9;12;4;7;1;8;5;2;10;6;12;51382
12;51382;3;11;9;12;4;7;1;8;5;2;10;6
3;10;9;12;4;7;1;8;5;2;11;6;12;44084
12;44084;3;10;9;12;4;7;1;8;5;2;11;6
3;10;9;12;4;7;1;8;11;2;5;6;12;44186
12;44186;3;10;9;12;4;7;1;8;11;2;5;6
3;10;9;12;6;7;1;8;11;2;5;4;12;49020
12;49020;3;10;9;12;6;7;1;8;11;2;5;4
3;10;9;12;6;7;11;8;1;2;5;4;12;49978
12;49978;3;10;9;12;6;7;11;8;1;2;5;4
3;10;2;12;6;7;11;8;1;9;5;4;12;46846
12;46846;3;10;2;12;6;7;11;8;1;9;5;4
3;10;2;9;6;7;11;8;1;12;5;4;12;57586
12;46846;3;10;2;12;6;7;11;8;1;9;5;4
3;10;2;12;6;9;11;8;1;7;5;4;12;64468
12;46846;3;10;2;12;6;7;11;8;1;9;5;4
3;11;2;12;6;7;10;8;1;9;5;4;12;51686
12;51686;3;11;2;12;6;7;10;8;1;9;5;4
3;11;10;12;6;7;2;8;1;9;5;4;12;49334
12;49334;3;11;10;12;6;7;2;8;1;9;5;4
3;11;10;12;6;7;2;8;4;9;5;1;12;54488
