"X1";"X52634";"X9";"X6";"X2";"X1.1";"X7";"X10";"X5";"X8";"X12";"X3";"X4";"X11"
5;51806;1;11;5;10;8;2;12;9;6;3;4;7
1;11;4;10;8;2;12;9;6;3;5;7;5;53382
5;53382;1;11;4;10;8;2;12;9;6;3;5;7
1;11;5;10;8;2;12;9;6;3;4;7;5;51806
5;51806;1;11;5;10;8;2;12;9;6;3;4;7
1;11;5;10;8;2;3;9;6;12;4;7;5;39908
5;39908;1;11;5;10;8;2;3;9;6;12;4;7
1;11;5;10;8;2;3;9;4;12;6;7;5;39862
5;39862;1;11;5;10;8;2;3;9;4;12;6;7
1;11;5;10;8;2;12;9;4;3;6;7;5;51760
5;51760;1;11;5;10;8;2;12;9;4;3;6;7
1;12;5;10;8;2;11;9;4;3;6;7;5;49320
5;49320;1;12;5;10;8;2;11;9;4;3;6;7
1;10;5;12;8;2;11;9;4;3;6;7;5;40276
5;40276;1;10;5;12;8;2;11;9;4;3;6;7
1;10;6;12;8;2;11;9;4;3;5;7;5;43758
5;43758;1;10;6;12;8;2;11;9;4;3;5;7
1;10;6;12;8;7;11;9;4;3;5;2;5;39082
5;39082;1;10;6;12;8;7;11;9;4;3;5;2
1;10;6;12;8;7;11;3;4;9;5;2;5;38158
5;38158;1;10;6;12;8;7;11;3;4;9;5;2
1;5;6;12;8;7;11;3;4;9;10;2;5;42052
6;38158;1;10;6;12;8;7;11;3;4;9;5;2
1;10;6;12;8;7;11;9;4;3;5;2;6;39082
6;39082;1;10;6;12;8;7;11;9;4;3;5;2
1;11;6;12;8;7;10;9;4;3;5;2;6;55030
6;39082;1;10;6;12;8;7;11;9;4;3;5;2
1;10;3;12;8;7;11;9;4;6;5;2;6;35460
6;35460;1;10;3;12;8;7;11;9;4;6;5;2
2;10;3;12;8;7;11;9;4;6;5;1;6;42806
6;42806;2;10;3;12;8;7;11;9;4;6;5;1
2;10;11;12;8;7;3;9;4;6;5;1;6;41966
6;41966;2;10;11;12;8;7;3;9;4;6;5;1
2;10;11;12;8;6;3;9;4;7;5;1;6;44228
6;41966;2;10;11;12;8;7;3;9;4;6;5;1
2;10;11;12;1;7;3;9;4;6;5;8;6;37096
6;37096;2;10;11;12;1;7;3;9;4;6;5;8
2;10;11;7;1;12;3;9;4;6;5;8;6;50098
6;37096;2;10;11;12;1;7;3;9;4;6;5;8
2;10;11;4;1;7;3;9;12;6;5;8;6;36046
6;36046;2;10;11;4;1;7;3;9;12;6;5;8
2;10;3;4;1;7;11;9;12;6;5;8;6;36886
6;36886;2;10;3;4;1;7;11;9;12;6;5;8
2;10;3;4;5;7;11;9;12;6;1;8;6;42632
6;42632;2;10;3;4;5;7;11;9;12;6;1;8
2;8;3;4;5;7;11;9;12;6;1;10;6;61350
6;61350;2;8;3;4;5;7;11;9;12;6;1;10
2;8;7;4;5;3;11;9;12;6;1;10;6;56566
6;56566;2;8;7;4;5;3;11;9;12;6;1;10
2;1;7;4;5;3;11;9;12;6;8;10;6;46024
6;46024;2;1;7;4;5;3;11;9;12;6;8;10
2;4;7;1;5;3;11;9;12;6;8;10;6;40082
6;40082;2;4;7;1;5;3;11;9;12;6;8;10
2;4;7;12;5;3;11;9;1;6;8;10;6;37396
6;37396;2;4;7;12;5;3;11;9;1;6;8;10
1;4;7;12;5;3;11;9;2;6;8;10;6;37994
6;37994;1;4;7;12;5;3;11;9;2;6;8;10
1;10;7;12;5;3;11;9;2;6;8;4;6;40306
6;40306;1;10;7;12;5;3;11;9;2;6;8;4
1;10;4;12;5;3;11;9;2;6;8;7;6;47550
6;47550;1;10;4;12;5;3;11;9;2;6;8;7
1;5;4;12;10;3;11;9;2;6;8;7;6;42522
7;42522;1;5;4;12;10;3;11;9;2;6;8;7
12;5;4;1;10;3;11;9;2;6;8;7;7;52696
7;52696;12;5;4;1;10;3;11;9;2;6;8;7
12;7;4;1;10;3;11;9;2;6;8;5;7;51756
7;51756;12;7;4;1;10;3;11;9;2;6;8;5
5;7;4;1;10;3;11;9;2;6;8;12;7;36260
7;36260;5;7;4;1;10;3;11;9;2;6;8;12
5;7;12;1;10;3;11;9;2;6;8;4;7;31564
7;31564;5;7;12;1;10;3;11;9;2;6;8;4
10;7;12;1;5;3;11;9;2;6;8;4;7;30912
7;30912;10;7;12;1;5;3;11;9;2;6;8;4
10;7;11;1;5;3;12;9;2;6;8;4;7;30784
7;30784;10;7;11;1;5;3;12;9;2;6;8;4
5;7;11;1;10;3;12;9;2;6;8;4;7;30336
7;30336;5;7;11;1;10;3;12;9;2;6;8;4
5;7;11;1;10;3;4;9;2;6;8;12;7;34564
7;34564;5;7;11;1;10;3;4;9;2;6;8;12
5;7;11;1;10;3;4;2;9;6;8;12;7;37704
7;37704;5;7;11;1;10;3;4;2;9;6;8;12
2;7;11;1;10;3;4;5;9;6;8;12;7;43818
7;43818;2;7;11;1;10;3;4;5;9;6;8;12
2;7;11;1;10;8;4;5;9;6;3;12;7;49618
7;49618;2;7;11;1;10;8;4;5;9;6;3;12
2;7;11;3;10;8;4;5;9;6;1;12;7;51900
7;51900;2;7;11;3;10;8;4;5;9;6;1;12
2;7;11;1;10;8;4;5;9;6;3;12;7;49618
7;49618;2;7;11;1;10;8;4;5;9;6;3;12
2;7;11;1;10;8;4;5;12;6;3;9;7;49638
7;49638;2;7;11;1;10;8;4;5;12;6;3;9
2;7;11;1;6;8;4;5;12;10;3;9;7;43550
7;43550;2;7;11;1;6;8;4;5;12;10;3;9
2;7;11;1;6;4;8;5;12;10;3;9;7;34292
7;34292;2;7;11;1;6;4;8;5;12;10;3;9
2;7;6;1;11;4;8;5;12;10;3;9;7;39646
7;39646;2;7;6;1;11;4;8;5;12;10;3;9
2;7;6;1;11;4;8;5;12;10;9;3;7;37684
7;37684;2;7;6;1;11;4;8;5;12;10;9;3
11;7;6;1;2;4;8;5;12;10;9;3;7;41664
7;41664;11;7;6;1;2;4;8;5;12;10;9;3
11;3;6;1;2;4;8;5;12;10;9;7;7;33204
8;33204;11;3;6;1;2;4;8;5;12;10;9;7
11;3;6;1;2;4;8;5;12;7;9;10;8;31092
8;31092;11;3;6;1;2;4;8;5;12;7;9;10
11;3;6;1;4;2;8;5;12;7;9;10;8;39200
8;39200;11;3;6;1;4;2;8;5;12;7;9;10
11;3;6;1;4;2;8;9;12;7;5;10;8;46622
8;39200;11;3;6;1;4;2;8;5;12;7;9;10
11;3;6;1;4;2;5;8;12;7;9;10;8;54356
8;54356;11;3;6;1;4;2;5;8;12;7;9;10
11;3;5;1;4;2;6;8;12;7;9;10;8;53624
8;53624;11;3;5;1;4;2;6;8;12;7;9;10
1;3;5;11;4;2;6;8;12;7;9;10;8;51092
8;51092;1;3;5;11;4;2;6;8;12;7;9;10
1;3;5;11;4;2;7;8;12;6;9;10;8;45830
8;45830;1;3;5;11;4;2;7;8;12;6;9;10
1;3;5;11;4;6;7;8;12;2;9;10;8;53726
8;53726;1;3;5;11;4;6;7;8;12;2;9;10
1;3;2;11;4;6;7;8;12;5;9;10;8;44654
8;44654;1;3;2;11;4;6;7;8;12;5;9;10
1;3;2;11;4;6;7;12;8;5;9;10;8;53014
8;44654;1;3;2;11;4;6;7;8;12;5;9;10
2;3;1;11;4;6;7;8;12;5;9;10;8;47866
8;47866;2;3;1;11;4;6;7;8;12;5;9;10
2;3;1;11;4;6;7;8;12;9;5;10;8;56792
8;56792;2;3;1;11;4;6;7;8;12;9;5;10
2;3;1;11;7;6;4;8;12;9;5;10;8;57246
8;57246;2;3;1;11;7;6;4;8;12;9;5;10
2;3;8;11;7;6;4;1;12;9;5;10;8;65534
8;65534;2;3;8;11;7;6;4;1;12;9;5;10
2;1;8;11;7;6;4;3;12;9;5;10;8;53578
8;53578;2;1;8;11;7;6;4;3;12;9;5;10
2;1;8;10;7;6;4;3;12;9;5;11;8;50118
8;50118;2;1;8;10;7;6;4;3;12;9;5;11
8;1;2;10;7;6;4;3;12;9;5;11;8;52808
8;52808;8;1;2;10;7;6;4;3;12;9;5;11
7;1;2;10;8;6;4;3;12;9;5;11;8;47302
8;47302;7;1;2;10;8;6;4;3;12;9;5;11
7;1;2;10;8;6;5;3;12;9;4;11;8;50684
8;50684;7;1;2;10;8;6;5;3;12;9;4;11
7;1;2;10;8;6;9;3;12;5;4;11;8;33980
9;33980;7;1;2;10;8;6;9;3;12;5;4;11
7;1;2;10;8;6;4;3;12;5;9;11;9;30964
9;30964;7;1;2;10;8;6;4;3;12;5;9;11
7;1;3;10;8;6;4;2;12;5;9;11;9;46156
9;30964;7;1;2;10;8;6;4;3;12;5;9;11
7;1;2;10;4;6;8;3;12;5;9;11;9;30018
9;30018;7;1;2;10;4;6;8;3;12;5;9;11
7;1;2;10;4;8;6;3;12;5;9;11;9;22382
9;22382;7;1;2;10;4;8;6;3;12;5;9;11
10;1;2;7;4;8;6;3;12;5;9;11;9;24274
9;24274;10;1;2;7;4;8;6;3;12;5;9;11
10;1;5;7;4;8;6;3;12;2;9;11;9;39582
9;24274;10;1;2;7;4;8;6;3;12;5;9;11
10;4;2;7;1;8;6;3;12;5;9;11;9;28244
9;24274;10;1;2;7;4;8;6;3;12;5;9;11
10;1;2;9;4;8;6;3;12;5;7;11;9;26944
9;26944;10;1;2;9;4;8;6;3;12;5;7;11
10;1;12;9;4;8;6;3;2;5;7;11;9;25806
9;25806;10;1;12;9;4;8;6;3;2;5;7;11
10;1;12;9;4;8;6;7;2;5;3;11;9;26508
9;26508;10;1;12;9;4;8;6;7;2;5;3;11
10;1;5;9;4;8;6;7;2;12;3;11;9;32750
9;32750;10;1;5;9;4;8;6;7;2;12;3;11
3;1;5;9;4;8;6;7;2;12;10;11;9;35516
9;35516;3;1;5;9;4;8;6;7;2;12;10;11
3;1;4;9;5;8;6;7;2;12;10;11;9;33398
9;33398;3;1;4;9;5;8;6;7;2;12;10;11
3;1;2;9;5;8;6;7;4;12;10;11;9;36474
9;33398;3;1;4;9;5;8;6;7;2;12;10;11
3;1;4;9;5;8;6;7;11;12;10;2;9;36112
9;36112;3;1;4;9;5;8;6;7;11;12;10;2
3;1;11;9;5;8;6;7;4;12;10;2;9;35242
9;35242;3;1;11;9;5;8;6;7;4;12;10;2
3;5;11;9;1;8;6;7;4;12;10;2;9;30226
9;30226;3;5;11;9;1;8;6;7;4;12;10;2
3;5;4;9;1;8;6;7;11;12;10;2;9;31096
9;31096;3;5;4;9;1;8;6;7;11;12;10;2
3;5;4;9;1;8;6;2;11;12;10;7;9;30626
9;30626;3;5;4;9;1;8;6;2;11;12;10;7
3;5;4;9;1;10;6;2;11;12;8;7;9;25258
10;25258;3;5;4;9;1;10;6;2;11;12;8;7
3;5;4;9;1;10;6;12;11;2;8;7;10;26340
10;26340;3;5;4;9;1;10;6;12;11;2;8;7
3;5;4;1;9;10;6;12;11;2;8;7;10;26940
10;26940;3;5;4;1;9;10;6;12;11;2;8;7
3;5;4;1;9;10;6;12;8;2;11;7;10;26824
10;26824;3;5;4;1;9;10;6;12;8;2;11;7
8;5;4;1;9;10;6;12;3;2;11;7;10;29914
10;29914;8;5;4;1;9;10;6;12;3;2;11;7
8;5;6;1;9;10;4;12;3;2;11;7;10;28582
10;28582;8;5;6;1;9;10;4;12;3;2;11;7
8;5;6;3;9;10;4;12;1;2;11;7;10;29502
10;29502;8;5;6;3;9;10;4;12;1;2;11;7
6;5;8;3;9;10;4;12;1;2;11;7;10;39640
10;29502;8;5;6;3;9;10;4;12;1;2;11;7
8;5;6;2;9;10;4;12;1;3;11;7;10;37310
10;29502;8;5;6;3;9;10;4;12;1;2;11;7
8;5;6;3;9;1;4;12;10;2;11;7;10;38462
10;38462;8;5;6;3;9;1;4;12;10;2;11;7
8;11;6;3;9;1;4;12;10;2;5;7;10;30522
10;30522;8;11;6;3;9;1;4;12;10;2;5;7
8;11;6;3;9;1;4;5;10;2;12;7;10;45910
10;45910;8;11;6;3;9;1;4;5;10;2;12;7
8;9;6;3;11;1;4;5;10;2;12;7;10;54444
10;54444;8;9;6;3;11;1;4;5;10;2;12;7
8;9;7;3;11;1;4;5;10;2;12;6;10;56956
10;56956;8;9;7;3;11;1;4;5;10;2;12;6
8;9;7;3;11;1;4;6;10;2;12;5;10;56092
10;56092;8;9;7;3;11;1;4;6;10;2;12;5
8;9;5;3;11;1;4;6;10;2;12;7;10;51992
10;51992;8;9;5;3;11;1;4;6;10;2;12;7
8;9;5;3;11;2;4;6;10;1;12;7;10;45436
10;45436;8;9;5;3;11;2;4;6;10;1;12;7
8;9;5;11;3;2;4;6;10;1;12;7;10;47476
10;47476;8;9;5;11;3;2;4;6;10;1;12;7
8;9;6;11;3;2;4;5;10;1;12;7;10;41288
10;41288;8;9;6;11;3;2;4;5;10;1;12;7
8;9;6;10;3;2;4;5;11;1;12;7;10;37276
10;37276;8;9;6;10;3;2;4;5;11;1;12;7
2;9;6;10;3;8;4;5;11;1;12;7;10;39246
11;39246;2;9;6;10;3;8;4;5;11;1;12;7
2;9;6;10;3;8;5;4;11;1;12;7;11;33950
11;33950;2;9;6;10;3;8;5;4;11;1;12;7
2;9;4;10;3;8;5;6;11;1;12;7;11;43830
11;33950;2;9;6;10;3;8;5;4;11;1;12;7
2;9;12;10;3;8;5;4;11;1;6;7;11;35426
11;35426;2;9;12;10;3;8;5;4;11;1;6;7
2;9;12;10;3;8;7;4;11;1;6;5;11;37098
11;37098;2;9;12;10;3;8;7;4;11;1;6;5
2;9;12;10;1;8;7;4;11;3;6;5;11;29330
11;29330;2;9;12;10;1;8;7;4;11;3;6;5
2;9;3;10;1;8;7;4;11;12;6;5;11;46286
11;46286;2;9;3;10;1;8;7;4;11;12;6;5
8;9;3;10;1;2;7;4;11;12;6;5;11;44666
11;44666;8;9;3;10;1;2;7;4;11;12;6;5
8;9;3;10;1;2;5;4;11;12;6;7;11;39284
11;39284;8;9;3;10;1;2;5;4;11;12;6;7
8;9;3;10;1;2;5;4;12;11;6;7;11;39312
11;39312;8;9;3;10;1;2;5;4;12;11;6;7
4;9;3;10;1;2;5;8;12;11;6;7;11;29384
11;29384;4;9;3;10;1;2;5;8;12;11;6;7
4;9;3;10;1;6;5;8;12;11;2;7;11;30024
11;30024;4;9;3;10;1;6;5;8;12;11;2;7
4;9;3;10;6;1;5;8;12;11;2;7;11;36158
11;30024;4;9;3;10;1;6;5;8;12;11;2;7
1;9;3;10;4;6;5;8;12;11;2;7;11;36818
11;36818;1;9;3;10;4;6;5;8;12;11;2;7
1;9;3;5;4;6;10;8;12;11;2;7;11;41402
11;41402;1;9;3;5;4;6;10;8;12;11;2;7
1;9;3;5;4;8;10;6;12;11;2;7;11;40662
11;40662;1;9;3;5;4;8;10;6;12;11;2;7
1;9;3;5;11;8;10;6;12;4;2;7;11;43946
11;43946;1;9;3;5;11;8;10;6;12;4;2;7
1;9;3;5;11;8;10;6;2;4;12;7;11;43942
11;43942;1;9;3;5;11;8;10;6;2;4;12;7
1;9;4;5;11;8;10;6;2;3;12;7;11;57194
11;57194;1;9;4;5;11;8;10;6;2;3;12;7
1;9;4;5;11;8;12;6;2;3;10;7;11;59582
11;59582;1;9;4;5;11;8;12;6;2;3;10;7
1;12;4;5;11;8;9;6;2;3;10;7;11;66302
12;66302;1;12;4;5;11;8;9;6;2;3;10;7
1;12;10;5;11;8;9;6;2;3;4;7;12;68348
12;68348;1;12;10;5;11;8;9;6;2;3;4;7
1;12;4;5;11;8;9;6;2;3;10;7;12;66302
12;66302;1;12;4;5;11;8;9;6;2;3;10;7
8;12;4;5;11;1;9;6;2;3;10;7;12;62392
12;62392;8;12;4;5;11;1;9;6;2;3;10;7
8;12;4;5;11;7;9;6;2;3;10;1;12;51876
12;51876;8;12;4;5;11;7;9;6;2;3;10;1
8;12;4;10;11;7;9;6;2;3;5;1;12;53762
12;53762;8;12;4;10;11;7;9;6;2;3;5;1
8;12;4;10;11;1;9;6;2;3;5;7;12;64278
12;64278;8;12;4;10;11;1;9;6;2;3;5;7
8;12;4;10;11;1;9;5;2;3;6;7;12;48310
12;48310;8;12;4;10;11;1;9;5;2;3;6;7
8;12;4;10;11;1;9;3;2;5;6;7;12;42084
12;42084;8;12;4;10;11;1;9;3;2;5;6;7
8;12;4;2;11;1;9;3;10;5;6;7;12;44850
12;44850;8;12;4;2;11;1;9;3;10;5;6;7
8;12;4;5;11;1;9;3;10;2;6;7;12;56542
12;56542;8;12;4;5;11;1;9;3;10;2;6;7
8;7;4;5;11;1;9;3;10;2;6;12;12;42390
12;42390;8;7;4;5;11;1;9;3;10;2;6;12
8;7;4;5;10;1;9;3;11;2;6;12;12;39058
12;39058;8;7;4;5;10;1;9;3;11;2;6;12
8;3;4;5;10;1;9;7;11;2;6;12;12;36462
12;36462;8;3;4;5;10;1;9;7;11;2;6;12
8;3;4;6;10;1;9;7;11;2;5;12;12;37948
12;37948;8;3;4;6;10;1;9;7;11;2;5;12
8;3;4;6;10;1;9;5;11;2;7;12;12;53930
12;53930;8;3;4;6;10;1;9;5;11;2;7;12
8;3;5;6;10;1;9;4;11;2;7;12;12;45178
12;45178;8;3;5;6;10;1;9;4;11;2;7;12
8;1;5;6;10;3;9;4;11;2;7;12;12;39434
12;39434;8;1;5;6;10;3;9;4;11;2;7;12
8;1;12;6;10;3;9;4;11;2;7;5;12;41958
12;41958;8;1;12;6;10;3;9;4;11;2;7;5
8;1;12;6;10;3;9;4;5;2;7;11;12;38098
