"X1";"X5951199";"X17";"X22";"X18";"X25";"X21";"X20";"X16";"X26";"X5";"X23";"X12";"X7";"X15";"X10";"X11";"X14";"X1.1";"X6";"X24";"X3";"X19";"X13";"X8";"X9";"X2";"X4"
26;25;5;1;4;24;14;11;22;6;12;21;15;17;7;8;2;23;18;13;20;19;10;9;16;3;2;6009290
2;6009290;26;25;5;1;4;24;14;11;22;6;12;21;15;17;7;8;2;23;18;13;20;19;10;9;16;3
11;25;5;1;4;24;14;26;22;6;12;21;15;17;7;8;2;23;18;13;20;19;10;9;16;3;2;6012282
2;6012282;11;25;5;1;4;24;14;26;22;6;12;21;15;17;7;8;2;23;18;13;20;19;10;9;16;3
11;25;5;1;4;24;14;26;22;6;12;21;15;18;7;8;2;23;17;13;20;19;10;9;16;3;2;6090611
2;6090611;11;25;5;1;4;24;14;26;22;6;12;21;15;18;7;8;2;23;17;13;20;19;10;9;16;3
11;25;5;1;4;24;14;26;22;6;12;21;15;18;7;8;2;16;17;13;20;19;10;9;23;3;2;6092574
2;6092574;11;25;5;1;4;24;14;26;22;6;12;21;15;18;7;8;2;16;17;13;20;19;10;9;23;3
14;25;5;1;4;24;11;26;22;6;12;21;15;18;7;8;2;16;17;13;20;19;10;9;23;3;2;6292794
2;6292794;14;25;5;1;4;24;11;26;22;6;12;21;15;18;7;8;2;16;17;13;20;19;10;9;23;3
14;25;5;19;4;24;11;26;22;6;12;21;15;18;7;8;2;16;17;13;20;1;10;9;23;3;2;6251232
2;6251232;14;25;5;19;4;24;11;26;22;6;12;21;15;18;7;8;2;16;17;13;20;1;10;9;23;3
14;25;5;19;4;24;11;26;22;6;12;23;15;18;7;8;2;16;17;13;20;1;10;9;21;3;2;6259292
2;6259292;14;25;5;19;4;24;11;26;22;6;12;23;15;18;7;8;2;16;17;13;20;1;10;9;21;3
14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;8;2;16;17;13;20;1;10;9;21;3;2;6260092
2;6260092;14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;8;2;16;17;13;20;1;10;9;21;3
14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;8;20;16;17;13;2;1;10;9;21;3;2;6165082
2;6165082;14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;8;20;16;17;13;2;1;10;9;21;3
14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;8;20;21;17;13;2;1;10;9;16;3;2;6152582
2;6152582;14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;8;20;21;17;13;2;1;10;9;16;3
14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;17;20;21;8;13;2;1;10;9;16;3;2;6102574
2;6102574;14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;17;20;21;8;13;2;1;10;9;16;3
14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;17;20;21;10;13;2;1;8;9;16;3;2;6168580
2;6168580;14;25;5;4;19;24;11;26;22;6;12;23;15;18;7;17;20;21;10;13;2;1;8;9;16;3
14;25;5;4;19;24;11;26;22;1;12;23;15;18;7;17;20;21;10;13;2;6;8;9;16;3;2;6084833
2;6084833;14;25;5;4;19;24;11;26;22;1;12;23;15;18;7;17;20;21;10;13;2;6;8;9;16;3
14;25;5;4;19;24;11;26;22;1;12;23;15;18;10;17;20;21;7;13;2;6;8;9;16;3;2;6022723
2;6022723;14;25;5;4;19;24;11;26;22;1;12;23;15;18;10;17;20;21;7;13;2;6;8;9;16;3
14;25;5;4;19;22;11;26;24;1;12;23;15;18;10;17;20;21;7;13;2;6;8;9;16;3;2;6022455
2;6022455;14;25;5;4;19;22;11;26;24;1;12;23;15;18;10;17;20;21;7;13;2;6;8;9;16;3
14;25;5;4;19;22;11;26;24;1;12;23;15;18;10;17;13;21;7;20;2;6;8;9;16;3;2;6137862
2;6137862;14;25;5;4;19;22;11;26;24;1;12;23;15;18;10;17;13;21;7;20;2;6;8;9;16;3
14;25;5;4;19;22;11;26;24;1;12;23;15;18;6;17;13;21;7;20;2;10;8;9;16;3;2;6129882
2;6129882;14;25;5;4;19;22;11;26;24;1;12;23;15;18;6;17;13;21;7;20;2;10;8;9;16;3
14;25;5;4;19;22;11;26;24;1;12;23;15;18;6;17;7;21;13;20;2;10;8;9;16;3;2;6130070
2;6130070;14;25;5;4;19;22;11;26;24;1;12;23;15;18;6;17;7;21;13;20;2;10;8;9;16;3
14;25;5;4;19;22;11;26;8;1;12;23;15;18;6;17;7;21;13;20;2;10;24;9;16;3;2;6121570
2;6121570;14;25;5;4;19;22;11;26;8;1;12;23;15;18;6;17;7;21;13;20;2;10;24;9;16;3
4;25;5;14;19;22;11;26;8;1;12;23;15;18;6;17;7;21;13;20;2;10;24;9;16;3;2;6141353
3;6141353;4;25;5;14;19;22;11;26;8;1;12;23;15;18;6;17;7;21;13;20;2;10;24;9;16;3
4;25;5;14;19;22;11;26;6;1;12;23;15;18;8;17;7;21;13;20;2;10;24;9;16;3;3;6131644
3;6131644;4;25;5;14;19;22;11;26;6;1;12;23;15;18;8;17;7;21;13;20;2;10;24;9;16;3
4;25;15;14;19;22;11;26;6;1;12;23;5;18;8;17;7;21;13;20;2;10;24;9;16;3;3;5968437
3;5968437;4;25;15;14;19;22;11;26;6;1;12;23;5;18;8;17;7;21;13;20;2;10;24;9;16;3
4;25;15;14;19;22;11;26;6;1;12;23;5;13;8;17;7;21;18;20;2;10;24;9;16;3;3;5943723
3;5943723;4;25;15;14;19;22;11;26;6;1;12;23;5;13;8;17;7;21;18;20;2;10;24;9;16;3
4;25;15;14;19;22;11;26;6;1;12;23;5;13;8;17;7;21;16;20;2;10;24;9;18;3;3;5984451
3;5984451;4;25;15;14;19;22;11;26;6;1;12;23;5;13;8;17;7;21;16;20;2;10;24;9;18;3
4;25;15;14;19;22;11;26;6;1;12;23;5;13;24;17;7;21;16;20;2;10;8;9;18;3;3;5994758
3;5994758;4;25;15;14;19;22;11;26;6;1;12;23;5;13;24;17;7;21;16;20;2;10;8;9;18;3
4;25;1;14;19;22;11;26;6;15;12;23;5;13;24;17;7;21;16;20;2;10;8;9;18;3;3;6047274
3;6047274;4;25;1;14;19;22;11;26;6;15;12;23;5;13;24;17;7;21;16;20;2;10;8;9;18;3
4;25;1;14;19;22;11;26;6;15;5;23;12;13;24;17;7;21;16;20;2;10;8;9;18;3;3;6139283
3;6139283;4;25;1;14;19;22;11;26;6;15;5;23;12;13;24;17;7;21;16;20;2;10;8;9;18;3
4;17;1;14;19;22;11;26;6;15;5;23;12;13;24;25;7;21;16;20;2;10;8;9;18;3;3;6138267
3;6138267;4;17;1;14;19;22;11;26;6;15;5;23;12;13;24;25;7;21;16;20;2;10;8;9;18;3
4;21;1;14;19;22;11;26;6;15;5;23;12;13;24;25;7;17;16;20;2;10;8;9;18;3;3;6182603
3;6182603;4;21;1;14;19;22;11;26;6;15;5;23;12;13;24;25;7;17;16;20;2;10;8;9;18;3
4;21;1;14;19;22;11;26;6;15;8;23;12;13;24;25;7;17;16;20;2;10;5;9;18;3;3;6464968
3;6464968;4;21;1;14;19;22;11;26;6;15;8;23;12;13;24;25;7;17;16;20;2;10;5;9;18;3
4;21;1;14;11;22;19;26;6;15;8;23;12;13;24;25;7;17;16;20;2;10;5;9;18;3;3;6351742
3;6351742;4;21;1;14;11;22;19;26;6;15;8;23;12;13;24;25;7;17;16;20;2;10;5;9;18;3
4;21;1;14;11;22;19;26;6;15;8;23;12;13;24;25;7;17;16;20;2;10;9;5;18;3;3;6351742
3;6351742;4;21;1;14;11;22;19;26;6;15;8;23;12;13;24;25;7;17;16;20;2;10;9;5;18;3
4;21;10;14;11;22;19;26;6;15;8;23;12;13;24;25;7;17;16;20;2;1;9;5;18;3;3;6373057
3;6373057;4;21;10;14;11;22;19;26;6;15;8;23;12;13;24;25;7;17;16;20;2;1;9;5;18;3
4;21;10;14;11;22;19;26;6;15;8;7;12;13;24;25;23;17;16;20;2;1;9;5;18;3;3;6388703
3;6388703;4;21;10;14;11;22;19;26;6;15;8;7;12;13;24;25;23;17;16;20;2;1;9;5;18;3
4;21;10;14;11;22;19;9;6;15;8;7;12;13;24;25;23;17;16;20;2;1;26;5;18;3;3;6229873
3;6229873;4;21;10;14;11;22;19;9;6;15;8;7;12;13;24;25;23;17;16;20;2;1;26;5;18;3
4;21;22;14;11;10;19;9;6;15;8;7;12;13;24;25;23;17;16;20;2;1;26;5;18;3;3;6225309
3;6225309;4;21;22;14;11;10;19;9;6;15;8;7;12;13;24;25;23;17;16;20;2;1;26;5;18;3
4;21;22;14;17;10;19;9;6;15;8;7;12;13;24;25;23;11;16;20;2;1;26;5;18;3;3;6204128
3;6204128;4;21;22;14;17;10;19;9;6;15;8;7;12;13;24;25;23;11;16;20;2;1;26;5;18;3
4;21;20;14;17;10;19;9;6;15;8;7;12;13;24;25;23;11;16;22;2;1;26;5;18;3;3;6196521
3;6196521;4;21;20;14;17;10;19;9;6;15;8;7;12;13;24;25;23;11;16;22;2;1;26;5;18;3
4;21;20;14;17;10;19;9;6;15;8;7;12;13;24;25;23;11;16;22;2;1;26;3;18;5;3;5949287
3;5949287;4;21;20;14;17;10;19;9;6;15;8;7;12;13;24;25;23;11;16;22;2;1;26;3;18;5
4;21;20;14;17;10;19;9;6;15;8;22;12;13;24;25;23;11;16;7;2;1;26;3;18;5;3;5978159
4;5978159;4;21;20;14;17;10;19;9;6;15;8;22;12;13;24;25;23;11;16;7;2;1;26;3;18;5
4;21;20;14;17;10;19;9;6;15;8;22;12;13;24;25;23;11;16;7;2;1;18;3;26;5;4;5931936
4;5931936;4;21;20;14;17;10;19;9;6;15;8;22;12;13;24;25;23;11;16;7;2;1;18;3;26;5
4;21;20;14;17;10;1;9;6;15;8;22;12;13;24;25;23;11;16;7;2;19;18;3;26;5;4;5812053
4;5812053;4;21;20;14;17;10;1;9;6;15;8;22;12;13;24;25;23;11;16;7;2;19;18;3;26;5
4;13;20;14;17;10;1;9;6;15;8;22;12;21;24;25;23;11;16;7;2;19;18;3;26;5;4;5802308
4;5802308;4;13;20;14;17;10;1;9;6;15;8;22;12;21;24;25;23;11;16;7;2;19;18;3;26;5
4;13;20;14;17;7;1;9;6;15;8;22;12;21;24;25;23;11;16;10;2;19;18;3;26;5;4;5844035
4;5844035;4;13;20;14;17;7;1;9;6;15;8;22;12;21;24;25;23;11;16;10;2;19;18;3;26;5
4;13;20;14;17;23;1;9;6;15;8;22;12;21;24;25;7;11;16;10;2;19;18;3;26;5;4;5820322
4;5820322;4;13;20;14;17;23;1;9;6;15;8;22;12;21;24;25;7;11;16;10;2;19;18;3;26;5
4;13;16;14;17;23;1;9;6;15;8;22;12;21;24;25;7;11;20;10;2;19;18;3;26;5;4;5797779
4;5797779;4;13;16;14;17;23;1;9;6;15;8;22;12;21;24;25;7;11;20;10;2;19;18;3;26;5
4;13;16;14;17;23;1;9;6;11;8;22;12;21;24;25;7;15;20;10;2;19;18;3;26;5;4;5792711
4;5792711;4;13;16;14;17;23;1;9;6;11;8;22;12;21;24;25;7;15;20;10;2;19;18;3;26;5
4;13;16;14;17;23;11;9;6;1;8;22;12;21;24;25;7;15;20;10;2;19;18;3;26;5;4;5790281
4;5790281;4;13;16;14;17;23;11;9;6;1;8;22;12;21;24;25;7;15;20;10;2;19;18;3;26;5
4;13;16;14;17;23;11;9;6;1;8;22;18;21;24;25;7;15;20;10;2;19;12;3;26;5;4;5773991
4;5773991;4;13;16;14;17;23;11;9;6;1;8;22;18;21;24;25;7;15;20;10;2;19;12;3;26;5
4;13;16;14;17;23;11;9;6;2;8;22;18;21;24;25;7;15;20;10;1;19;12;3;26;5;4;5905906
4;5905906;4;13;16;14;17;23;11;9;6;2;8;22;18;21;24;25;7;15;20;10;1;19;12;3;26;5
4;13;16;14;17;23;11;9;6;2;24;22;18;21;8;25;7;15;20;10;1;19;12;3;26;5;4;5955948
4;5955948;4;13;16;14;17;23;11;9;6;2;24;22;18;21;8;25;7;15;20;10;1;19;12;3;26;5
4;13;16;14;17;23;11;9;6;2;1;22;18;21;8;25;7;15;20;10;24;19;12;3;26;5;4;5883768
4;5883768;4;13;16;14;17;23;11;9;6;2;1;22;18;21;8;25;7;15;20;10;24;19;12;3;26;5
4;13;16;14;17;23;11;9;6;2;1;22;18;20;8;25;7;15;21;10;24;19;12;3;26;5;4;5821905
4;5821905;4;13;16;14;17;23;11;9;6;2;1;22;18;20;8;25;7;15;21;10;24;19;12;3;26;5
4;13;16;14;2;23;11;9;6;17;1;22;18;20;8;25;7;15;21;10;24;19;12;3;26;5;4;5805145
4;5805145;4;13;16;14;2;23;11;9;6;17;1;22;18;20;8;25;7;15;21;10;24;19;12;3;26;5
4;13;16;14;2;23;11;9;6;17;3;22;18;20;8;25;7;15;21;10;24;19;12;1;26;5;4;5877681
4;5877681;4;13;16;14;2;23;11;9;6;17;3;22;18;20;8;25;7;15;21;10;24;19;12;1;26;5
4;13;16;14;2;23;11;9;6;17;3;22;18;20;8;25;7;15;10;21;24;19;12;1;26;5;4;5960118
4;5960118;4;13;16;14;2;23;11;9;6;17;3;22;18;20;8;25;7;15;10;21;24;19;12;1;26;5
4;13;16;14;2;23;10;9;6;17;3;22;18;20;8;25;7;15;11;21;24;19;12;1;26;5;4;5950973
4;5950973;4;13;16;14;2;23;10;9;6;17;3;22;18;20;8;25;7;15;11;21;24;19;12;1;26;5
4;13;16;14;2;23;15;9;6;17;3;22;18;20;8;25;7;10;11;21;24;19;12;1;26;5;4;5959040
4;5959040;4;13;16;14;2;23;15;9;6;17;3;22;18;20;8;25;7;10;11;21;24;19;12;1;26;5
4;13;16;14;2;23;15;9;6;17;3;20;18;22;8;25;7;10;11;21;24;19;12;1;26;5;4;5929371
4;5929371;4;13;16;14;2;23;15;9;6;17;3;20;18;22;8;25;7;10;11;21;24;19;12;1;26;5
4;13;16;14;2;23;15;9;6;17;3;20;18;22;8;25;7;26;11;21;24;19;12;1;10;5;4;5924590
5;5924590;4;13;16;14;2;23;15;9;6;17;3;20;18;22;8;25;7;26;11;21;24;19;12;1;10;5
4;13;16;14;2;23;15;9;6;17;22;20;18;3;8;25;7;26;11;21;24;19;12;1;10;5;5;5925901
5;5925901;4;13;16;14;2;23;15;9;6;17;22;20;18;3;8;25;7;26;11;21;24;19;12;1;10;5
4;13;16;23;2;14;15;9;6;17;22;20;18;3;8;25;7;26;11;21;24;19;12;1;10;5;5;6051186
5;6051186;4;13;16;23;2;14;15;9;6;17;22;20;18;3;8;25;7;26;11;21;24;19;12;1;10;5
4;13;16;23;2;14;15;9;6;17;11;20;18;3;8;25;7;26;22;21;24;19;12;1;10;5;5;6070687
5;6070687;4;13;16;23;2;14;15;9;6;17;11;20;18;3;8;25;7;26;22;21;24;19;12;1;10;5
4;13;16;23;2;14;15;7;6;17;11;20;18;3;8;25;9;26;22;21;24;19;12;1;10;5;5;6066244
5;6066244;4;13;16;23;2;14;15;7;6;17;11;20;18;3;8;25;9;26;22;21;24;19;12;1;10;5
4;12;16;23;2;14;15;7;6;17;11;20;18;3;8;25;9;26;22;21;24;19;13;1;10;5;5;6066960
5;6066960;4;12;16;23;2;14;15;7;6;17;11;20;18;3;8;25;9;26;22;21;24;19;13;1;10;5
4;12;16;23;2;14;15;7;6;17;11;20;18;3;8;25;9;26;21;22;24;19;13;1;10;5;5;6011959
5;6011959;4;12;16;23;2;14;15;7;6;17;11;20;18;3;8;25;9;26;21;22;24;19;13;1;10;5
4;12;16;23;1;14;15;7;6;17;11;20;18;3;8;25;9;26;21;22;24;19;13;2;10;5;5;5996856
5;5996856;4;12;16;23;1;14;15;7;6;17;11;20;18;3;8;25;9;26;21;22;24;19;13;2;10;5
4;12;20;23;1;14;15;7;6;17;11;16;18;3;8;25;9;26;21;22;24;19;13;2;10;5;5;6059706
5;6059706;4;12;20;23;1;14;15;7;6;17;11;16;18;3;8;25;9;26;21;22;24;19;13;2;10;5
4;12;20;23;1;14;15;7;6;17;13;16;18;3;8;25;9;26;21;22;24;19;11;2;10;5;5;6053671
5;6053671;4;12;20;23;1;14;15;7;6;17;13;16;18;3;8;25;9;26;21;22;24;19;11;2;10;5
4;12;20;23;1;14;15;7;6;17;13;16;18;3;8;25;9;26;21;2;24;19;11;22;10;5;5;6047082
5;6047082;4;12;20;23;1;14;15;7;6;17;13;16;18;3;8;25;9;26;21;2;24;19;11;22;10;5
4;10;20;23;1;14;15;7;6;17;13;16;18;3;8;25;9;26;21;2;24;19;11;22;12;5;5;6068878
5;6068878;4;10;20;23;1;14;15;7;6;17;13;16;18;3;8;25;9;26;21;2;24;19;11;22;12;5
4;10;20;23;1;19;15;7;6;17;13;16;18;3;8;25;9;26;21;2;24;14;11;22;12;5;5;5908326
5;5908326;4;10;20;23;1;19;15;7;6;17;13;16;18;3;8;25;9;26;21;2;24;14;11;22;12;5
4;10;20;23;1;19;15;7;6;17;13;16;24;3;8;25;9;26;21;2;18;14;11;22;12;5;5;5949745
5;5949745;4;10;20;23;1;19;15;7;6;17;13;16;24;3;8;25;9;26;21;2;18;14;11;22;12;5
4;10;20;23;1;19;15;2;6;17;13;16;24;3;8;25;9;26;21;7;18;14;11;22;12;5;5;5951908
5;5951908;4;10;20;23;1;19;15;2;6;17;13;16;24;3;8;25;9;26;21;7;18;14;11;22;12;5
4;10;20;23;1;19;15;2;6;17;13;16;24;3;8;25;12;26;21;7;18;14;11;22;9;5;5;5970426
5;5970426;4;10;20;23;1;19;15;2;6;17;13;16;24;3;8;25;12;26;21;7;18;14;11;22;9;5
4;10;20;23;1;19;14;2;6;17;13;16;24;3;8;25;12;26;21;7;18;15;11;22;9;5;5;6203627
5;6203627;4;10;20;23;1;19;14;2;6;17;13;16;24;3;8;25;12;26;21;7;18;15;11;22;9;5
4;10;20;23;1;19;14;2;6;17;13;16;24;7;8;25;12;26;21;3;18;15;11;22;9;5;5;6202359
5;6202359;4;10;20;23;1;19;14;2;6;17;13;16;24;7;8;25;12;26;21;3;18;15;11;22;9;5
4;10;20;23;1;19;14;2;6;25;13;16;24;7;8;17;12;26;21;3;18;15;11;22;9;5;5;6202191
5;6202191;4;10;20;23;1;19;14;2;6;25;13;16;24;7;8;17;12;26;21;3;18;15;11;22;9;5
4;21;20;23;1;19;14;2;6;25;13;16;24;7;8;17;12;26;10;3;18;15;11;22;9;5;5;6224485
5;6224485;4;21;20;23;1;19;14;2;6;25;13;16;24;7;8;17;12;26;10;3;18;15;11;22;9;5
4;21;20;23;1;19;14;2;6;25;13;16;5;7;8;17;12;26;10;3;18;15;11;22;9;24;5;5993206
6;5993206;4;21;20;23;1;19;14;2;6;25;13;16;5;7;8;17;12;26;10;3;18;15;11;22;9;24
5;21;20;23;1;19;14;2;6;25;13;16;4;7;8;17;12;26;10;3;18;15;11;22;9;24;6;6100056
6;6100056;5;21;20;23;1;19;14;2;6;25;13;16;4;7;8;17;12;26;10;3;18;15;11;22;9;24
5;21;20;23;1;19;14;2;6;25;13;16;4;7;8;17;12;26;10;24;18;15;11;22;9;3;6;6086024
6;6086024;5;21;20;23;1;19;14;2;6;25;13;16;4;7;8;17;12;26;10;24;18;15;11;22;9;3
5;21;20;23;16;19;14;2;6;25;13;1;4;7;8;17;12;26;10;24;18;15;11;22;9;3;6;6041501
6;6041501;5;21;20;23;16;19;14;2;6;25;13;1;4;7;8;17;12;26;10;24;18;15;11;22;9;3
5;21;20;23;16;19;14;2;6;25;13;1;4;7;8;24;12;26;10;17;18;15;11;22;9;3;6;6039983
6;6039983;5;21;20;23;16;19;14;2;6;25;13;1;4;7;8;24;12;26;10;17;18;15;11;22;9;3
5;21;20;23;16;19;14;2;6;25;13;1;4;7;8;9;12;26;10;17;18;15;11;22;24;3;6;5964450
6;5964450;5;21;20;23;16;19;14;2;6;25;13;1;4;7;8;9;12;26;10;17;18;15;11;22;24;3
5;21;20;23;16;3;14;2;6;25;13;1;4;7;8;9;12;26;10;17;18;15;11;22;24;19;6;5970967
6;5970967;5;21;20;23;16;3;14;2;6;25;13;1;4;7;8;9;12;26;10;17;18;15;11;22;24;19
5;21;26;23;16;3;14;2;6;25;13;1;4;7;8;9;12;20;10;17;18;15;11;22;24;19;6;5920349
6;5920349;5;21;26;23;16;3;14;2;6;25;13;1;4;7;8;9;12;20;10;17;18;15;11;22;24;19
5;21;26;23;16;3;14;2;6;25;13;1;4;7;8;9;15;20;10;17;18;12;11;22;24;19;6;5929068
6;5929068;5;21;26;23;16;3;14;2;6;25;13;1;4;7;8;9;15;20;10;17;18;12;11;22;24;19
5;14;26;23;16;3;21;2;6;25;13;1;4;7;8;9;15;20;10;17;18;12;11;22;24;19;6;5951218
6;5951218;5;14;26;23;16;3;21;2;6;25;13;1;4;7;8;9;15;20;10;17;18;12;11;22;24;19
5;14;16;23;26;3;21;2;6;25;13;1;4;7;8;9;15;20;10;17;18;12;11;22;24;19;6;5951693
6;5951693;5;14;16;23;26;3;21;2;6;25;13;1;4;7;8;9;15;20;10;17;18;12;11;22;24;19
5;14;16;23;26;3;21;2;6;25;13;18;4;7;8;9;15;20;10;17;1;12;11;22;24;19;6;5917085
6;5917085;5;14;16;23;26;3;21;2;6;25;13;18;4;7;8;9;15;20;10;17;1;12;11;22;24;19
5;14;16;10;26;3;21;2;6;25;13;18;4;7;8;9;15;20;23;17;1;12;11;22;24;19;6;5909927
6;5909927;5;14;16;10;26;3;21;2;6;25;13;18;4;7;8;9;15;20;23;17;1;12;11;22;24;19
5;14;6;10;26;3;21;2;16;25;13;18;4;7;8;9;15;20;23;17;1;12;11;22;24;19;6;5916547
6;5916547;5;14;6;10;26;3;21;2;16;25;13;18;4;7;8;9;15;20;23;17;1;12;11;22;24;19
5;14;6;10;26;3;21;7;16;25;13;18;4;2;8;9;15;20;23;17;1;12;11;22;24;19;6;5916086
6;5916086;5;14;6;10;26;3;21;7;16;25;13;18;4;2;8;9;15;20;23;17;1;12;11;22;24;19
5;14;6;26;10;3;21;7;16;25;13;18;4;2;8;9;15;20;23;17;1;12;11;22;24;19;6;5916106
6;5916106;5;14;6;26;10;3;21;7;16;25;13;18;4;2;8;9;15;20;23;17;1;12;11;22;24;19
5;14;18;26;10;3;21;7;16;25;13;6;4;2;8;9;15;20;23;17;1;12;11;22;24;19;6;5994155
6;5994155;5;14;18;26;10;3;21;7;16;25;13;6;4;2;8;9;15;20;23;17;1;12;11;22;24;19
5;14;18;26;10;3;21;7;11;25;13;6;4;2;8;9;15;20;23;17;1;12;16;22;24;19;6;5987071
6;5987071;5;14;18;26;10;3;21;7;11;25;13;6;4;2;8;9;15;20;23;17;1;12;16;22;24;19
5;14;18;26;10;3;21;7;11;24;13;6;4;2;8;9;15;20;23;17;1;12;16;22;25;19;6;5986958
6;5986958;5;14;18;26;10;3;21;7;11;24;13;6;4;2;8;9;15;20;23;17;1;12;16;22;25;19
