"X1";"X5796177";"X20";"X8";"X23";"X11";"X21";"X18";"X12";"X13";"X17";"X25";"X2";"X19";"X1.1";"X16";"X3";"X7";"X6";"X5";"X14";"X22";"X15";"X9";"X10";"X24";"X4";"X26"
1;5877475;19;7;3;11;21;18;24;13;9;15;2;20;1;16;23;25;22;5;14;6;17;8;10;12;4;26
19;7;3;11;21;18;24;13;9;15;2;20;1;16;23;25;12;5;14;6;17;8;10;22;4;26;1;5841895
1;5841895;19;7;3;11;21;18;24;13;9;15;2;20;1;16;23;25;12;5;14;6;17;8;10;22;4;26
21;7;3;11;19;18;24;13;9;15;2;20;1;16;23;25;12;5;14;6;17;8;10;22;4;26;1;5846041
1;5846041;21;7;3;11;19;18;24;13;9;15;2;20;1;16;23;25;12;5;14;6;17;8;10;22;4;26
21;7;3;11;19;18;24;6;9;15;2;20;1;16;23;25;12;5;14;13;17;8;10;22;4;26;1;5831343
1;5831343;21;7;3;11;19;18;24;6;9;15;2;20;1;16;23;25;12;5;14;13;17;8;10;22;4;26
21;7;3;11;19;18;24;6;9;15;2;20;1;16;23;25;12;13;14;5;17;8;10;22;4;26;1;5949601
1;5949601;21;7;3;11;19;18;24;6;9;15;2;20;1;16;23;25;12;13;14;5;17;8;10;22;4;26
21;5;3;11;19;18;24;6;9;15;2;20;1;16;23;25;12;13;14;7;17;8;10;22;4;26;1;5890339
1;5890339;21;5;3;11;19;18;24;6;9;15;2;20;1;16;23;25;12;13;14;7;17;8;10;22;4;26
21;5;3;11;19;18;24;6;9;15;2;12;1;16;23;25;20;13;14;7;17;8;10;22;4;26;1;5885842
1;5885842;21;5;3;11;19;18;24;6;9;15;2;12;1;16;23;25;20;13;14;7;17;8;10;22;4;26
21;5;3;11;6;18;24;19;9;15;2;12;1;16;23;25;20;13;14;7;17;8;10;22;4;26;1;5870896
1;5870896;21;5;3;11;6;18;24;19;9;15;2;12;1;16;23;25;20;13;14;7;17;8;10;22;4;26
21;5;3;11;6;18;24;19;9;15;2;12;1;20;23;25;16;13;14;7;17;8;10;22;4;26;1;5879744
1;5879744;21;5;3;11;6;18;24;19;9;15;2;12;1;20;23;25;16;13;14;7;17;8;10;22;4;26
21;3;5;11;6;18;24;19;9;15;2;12;1;20;23;25;16;13;14;7;17;8;10;22;4;26;1;5856665
1;5856665;21;3;5;11;6;18;24;19;9;15;2;12;1;20;23;25;16;13;14;7;17;8;10;22;4;26
21;3;5;10;6;18;24;19;9;15;2;12;1;20;23;25;16;13;14;7;17;8;11;22;4;26;1;5859100
1;5859100;21;3;5;10;6;18;24;19;9;15;2;12;1;20;23;25;16;13;14;7;17;8;11;22;4;26
21;3;5;10;6;18;24;19;9;15;8;12;1;20;23;25;16;13;14;7;17;2;11;22;4;26;1;5789221
2;5789221;21;3;5;10;6;18;24;19;9;15;8;12;1;20;23;25;16;13;14;7;17;2;11;22;4;26
21;3;5;10;6;18;24;19;9;15;8;12;1;20;23;25;16;13;14;4;17;2;11;22;7;26;2;5772812
2;5772812;21;3;5;10;6;18;24;19;9;15;8;12;1;20;23;25;16;13;14;4;17;2;11;22;7;26
24;3;5;10;6;18;21;19;9;15;8;12;1;20;23;25;16;13;14;4;17;2;11;22;7;26;2;5771748
2;5771748;24;3;5;10;6;18;21;19;9;15;8;12;1;20;23;25;16;13;14;4;17;2;11;22;7;26
24;3;5;10;6;18;21;19;9;15;8;12;1;20;23;25;16;26;14;4;17;2;11;22;7;13;2;5778806
2;5778806;24;3;5;10;6;18;21;19;9;15;8;12;1;20;23;25;16;26;14;4;17;2;11;22;7;13
24;3;5;10;7;18;21;19;9;15;8;12;1;20;23;25;16;26;14;4;17;2;11;22;6;13;2;5780897
2;5780897;24;3;5;10;7;18;21;19;9;15;8;12;1;20;23;25;16;26;14;4;17;2;11;22;6;13
24;3;5;10;7;18;21;19;9;15;8;12;1;20;23;25;16;26;14;22;17;2;11;4;6;13;2;5781428
2;5781428;24;3;5;10;7;18;21;19;9;15;8;12;1;20;23;25;16;26;14;22;17;2;11;4;6;13
24;3;5;10;7;18;21;19;9;16;8;12;1;20;23;25;15;26;14;22;17;2;11;4;6;13;2;5776136
2;5776136;24;3;5;10;7;18;21;19;9;16;8;12;1;20;23;25;15;26;14;22;17;2;11;4;6;13
24;3;5;10;7;18;21;19;9;1;8;12;16;20;23;25;15;26;14;22;17;2;11;4;6;13;2;5804424
2;5804424;24;3;5;10;7;18;21;19;9;1;8;12;16;20;23;25;15;26;14;22;17;2;11;4;6;13
24;3;5;10;7;26;21;19;9;1;8;12;16;20;23;25;15;18;14;22;17;2;11;4;6;13;2;5770296
2;5770296;24;3;5;10;7;26;21;19;9;1;8;12;16;20;23;25;15;18;14;22;17;2;11;4;6;13
24;3;5;10;7;26;21;19;9;1;8;12;16;20;17;25;15;18;14;22;23;2;11;4;6;13;2;5772496
2;5772496;24;3;5;10;7;26;21;19;9;1;8;12;16;20;17;25;15;18;14;22;23;2;11;4;6;13
24;3;5;10;7;26;21;19;9;1;8;12;16;20;17;25;23;18;14;22;15;2;11;4;6;13;2;5807827
2;5807827;24;3;5;10;7;26;21;19;9;1;8;12;16;20;17;25;23;18;14;22;15;2;11;4;6;13
24;3;5;10;7;26;21;19;9;1;8;12;16;20;17;25;23;18;14;22;13;2;11;4;6;15;2;5775245
2;5775245;24;3;5;10;7;26;21;19;9;1;8;12;16;20;17;25;23;18;14;22;13;2;11;4;6;15
24;3;5;10;7;26;21;19;14;1;8;12;16;20;17;25;23;18;9;22;13;2;11;4;6;15;2;5787787
2;5787787;24;3;5;10;7;26;21;19;14;1;8;12;16;20;17;25;23;18;9;22;13;2;11;4;6;15
24;3;5;10;7;26;21;19;14;1;8;12;16;23;17;25;20;18;9;22;13;2;11;4;6;15;2;5783443
2;5783443;24;3;5;10;7;26;21;19;14;1;8;12;16;23;17;25;20;18;9;22;13;2;11;4;6;15
24;3;5;10;7;19;21;26;14;1;8;12;16;23;17;25;20;18;9;22;13;2;11;4;6;15;2;5815076
2;5815076;24;3;5;10;7;19;21;26;14;1;8;12;16;23;17;25;20;18;9;22;13;2;11;4;6;15
24;3;5;10;7;19;21;26;14;1;8;12;16;23;17;25;4;18;9;22;13;2;11;20;6;15;2;5799051
2;5799051;24;3;5;10;7;19;21;26;14;1;8;12;16;23;17;25;4;18;9;22;13;2;11;20;6;15
24;3;5;10;7;19;21;26;14;1;8;12;16;23;15;25;4;18;9;22;13;2;11;20;6;17;2;5784134
2;5784134;24;3;5;10;7;19;21;26;14;1;8;12;16;23;15;25;4;18;9;22;13;2;11;20;6;17
24;3;5;10;7;20;21;26;14;1;8;12;16;23;15;25;4;18;9;22;13;2;11;19;6;17;2;5809192
2;5809192;24;3;5;10;7;20;21;26;14;1;8;12;16;23;15;25;4;18;9;22;13;2;11;19;6;17
24;3;5;10;7;20;21;26;12;1;8;14;16;23;15;25;4;18;9;22;13;2;11;19;6;17;2;5787708
2;5787708;24;3;5;10;7;20;21;26;12;1;8;14;16;23;15;25;4;18;9;22;13;2;11;19;6;17
24;3;19;10;7;20;21;26;12;1;8;14;16;23;15;25;4;18;9;22;13;2;11;5;6;17;2;5837421
2;5787708;24;3;5;10;7;20;21;26;12;1;8;14;16;23;15;25;4;18;9;22;13;2;11;19;6;17
24;3;5;10;7;20;21;26;12;1;8;14;16;23;15;25;2;18;9;22;13;4;11;19;6;17;2;5856504
3;5856504;24;3;5;10;7;20;21;26;12;1;8;14;16;23;15;25;2;18;9;22;13;4;11;19;6;17
24;3;5;10;7;20;21;26;12;1;8;14;16;23;15;13;2;18;9;22;25;4;11;19;6;17;3;5853055
3;5853055;24;3;5;10;7;20;21;26;12;1;8;14;16;23;15;13;2;18;9;22;25;4;11;19;6;17
24;3;8;10;7;20;21;26;12;1;5;14;16;23;15;13;2;18;9;22;25;4;11;19;6;17;3;5728025
3;5728025;24;3;8;10;7;20;21;26;12;1;5;14;16;23;15;13;2;18;9;22;25;4;11;19;6;17
24;3;8;10;7;22;21;26;12;1;5;14;16;23;15;13;2;18;9;20;25;4;11;19;6;17;3;5769802
3;5769802;24;3;8;10;7;22;21;26;12;1;5;14;16;23;15;13;2;18;9;20;25;4;11;19;6;17
24;3;8;10;7;22;21;26;12;1;5;14;16;25;15;13;2;18;9;20;23;4;11;19;6;17;3;5776225
3;5776225;24;3;8;10;7;22;21;26;12;1;5;14;16;25;15;13;2;18;9;20;23;4;11;19;6;17
24;3;8;10;7;22;21;26;12;1;5;6;16;25;15;13;2;18;9;20;23;4;11;19;14;17;3;5822519
3;5822519;24;3;8;10;7;22;21;26;12;1;5;6;16;25;15;13;2;18;9;20;23;4;11;19;14;17
24;3;8;10;7;22;21;26;12;1;5;20;16;25;15;13;2;18;9;6;23;4;11;19;14;17;3;5738430
3;5738430;24;3;8;10;7;22;21;26;12;1;5;20;16;25;15;13;2;18;9;6;23;4;11;19;14;17
24;3;8;10;7;22;17;26;12;1;5;20;16;25;15;13;2;18;9;6;23;4;11;19;14;21;3;5717741
3;5717741;24;3;8;10;7;22;17;26;12;1;5;20;16;25;15;13;2;18;9;6;23;4;11;19;14;21
24;3;8;10;7;22;17;26;12;1;5;20;16;25;6;13;2;18;9;15;23;4;11;19;14;21;3;5721467
3;5721467;24;3;8;10;7;22;17;26;12;1;5;20;16;25;6;13;2;18;9;15;23;4;11;19;14;21
24;3;8;10;7;22;17;26;12;1;5;20;15;25;6;13;2;18;9;16;23;4;11;19;14;21;3;5705635
3;5705635;24;3;8;10;7;22;17;26;12;1;5;20;15;25;6;13;2;18;9;16;23;4;11;19;14;21
4;3;8;10;7;22;17;26;12;1;5;20;15;25;6;13;2;18;9;16;23;24;11;19;14;21;3;5756060
3;5756060;4;3;8;10;7;22;17;26;12;1;5;20;15;25;6;13;2;18;9;16;23;24;11;19;14;21
4;3;8;10;7;22;17;26;12;1;5;14;15;25;6;13;2;18;9;16;23;24;11;19;20;21;3;5758951
3;5758951;4;3;8;10;7;22;17;26;12;1;5;14;15;25;6;13;2;18;9;16;23;24;11;19;20;21
4;3;8;10;7;5;17;26;12;1;22;14;15;25;6;13;2;18;9;16;23;24;11;19;20;21;3;5859599
3;5859599;4;3;8;10;7;5;17;26;12;1;22;14;15;25;6;13;2;18;9;16;23;24;11;19;20;21
4;3;8;10;7;5;17;11;12;1;22;14;15;25;6;13;2;18;9;16;23;24;26;19;20;21;3;5858917
3;5858917;4;3;8;10;7;5;17;11;12;1;22;14;15;25;6;13;2;18;9;16;23;24;26;19;20;21
4;3;8;10;7;5;25;11;12;1;22;14;15;17;6;13;2;18;9;16;23;24;26;19;20;21;3;5859165
3;5859165;4;3;8;10;7;5;25;11;12;1;22;14;15;17;6;13;2;18;9;16;23;24;26;19;20;21
4;3;8;14;7;5;25;11;12;1;22;10;15;17;6;13;2;18;9;16;23;24;26;19;20;21;3;5881508
3;5881508;4;3;8;14;7;5;25;11;12;1;22;10;15;17;6;13;2;18;9;16;23;24;26;19;20;21
4;3;8;14;7;5;25;18;12;1;22;10;15;17;6;13;2;11;9;16;23;24;26;19;20;21;3;5958368
3;5958368;4;3;8;14;7;5;25;18;12;1;22;10;15;17;6;13;2;11;9;16;23;24;26;19;20;21
4;3;8;14;7;5;25;18;12;1;22;10;9;17;6;13;2;11;15;16;23;24;26;19;20;21;3;5952311
3;5952311;4;3;8;14;7;5;25;18;12;1;22;10;9;17;6;13;2;11;15;16;23;24;26;19;20;21
4;3;8;14;7;5;25;18;12;22;1;10;9;17;6;13;2;11;15;16;23;24;26;19;20;21;3;5932446
3;5932446;4;3;8;14;7;5;25;18;12;22;1;10;9;17;6;13;2;11;15;16;23;24;26;19;20;21
4;3;8;14;7;5;25;18;12;22;16;10;9;17;6;13;2;11;15;1;23;24;26;19;20;21;3;5981024
3;5981024;4;3;8;14;7;5;25;18;12;22;16;10;9;17;6;13;2;11;15;1;23;24;26;19;20;21
4;3;8;21;7;5;25;18;12;22;16;10;9;17;6;13;2;11;15;1;23;24;26;19;20;14;3;6110973
4;6110973;4;3;8;21;7;5;25;18;12;22;16;10;9;17;6;13;2;11;15;1;23;24;26;19;20;14
4;3;8;21;7;5;25;18;12;9;16;10;22;17;6;13;2;11;15;1;23;24;26;19;20;14;4;6224571
4;6224571;4;3;8;21;7;5;25;18;12;9;16;10;22;17;6;13;2;11;15;1;23;24;26;19;20;14
4;3;8;21;7;5;25;18;12;9;16;10;22;17;6;11;2;13;15;1;23;24;26;19;20;14;4;6213725
4;6213725;4;3;8;21;7;5;25;18;12;9;16;10;22;17;6;11;2;13;15;1;23;24;26;19;20;14
4;3;8;21;7;5;24;18;12;9;16;10;22;17;6;11;2;13;15;1;23;25;26;19;20;14;4;6214166
4;6214166;4;3;8;21;7;5;24;18;12;9;16;10;22;17;6;11;2;13;15;1;23;25;26;19;20;14
4;3;8;21;7;5;24;18;12;9;16;10;22;17;6;11;2;13;15;26;23;25;1;19;20;14;4;6217418
4;6217418;4;3;8;21;7;5;24;18;12;9;16;10;22;17;6;11;2;13;15;26;23;25;1;19;20;14
4;3;8;21;7;5;24;18;12;9;16;10;6;17;22;11;2;13;15;26;23;25;1;19;20;14;4;6207280
4;6207280;4;3;8;21;7;5;24;18;12;9;16;10;6;17;22;11;2;13;15;26;23;25;1;19;20;14
4;3;8;21;23;5;24;18;12;9;16;10;6;17;22;11;2;13;15;26;7;25;1;19;20;14;4;6201411
4;6201411;4;3;8;21;23;5;24;18;12;9;16;10;6;17;22;11;2;13;15;26;7;25;1;19;20;14
4;3;1;21;23;5;24;18;12;9;16;10;6;17;22;11;2;13;15;26;7;25;8;19;20;14;4;6195951
4;6195951;4;3;1;21;23;5;24;18;12;9;16;10;6;17;22;11;2;13;15;26;7;25;8;19;20;14
4;3;1;21;23;5;24;18;12;26;16;10;6;17;22;11;2;13;15;9;7;25;8;19;20;14;4;6158201
4;6158201;4;3;1;21;23;5;24;18;12;26;16;10;6;17;22;11;2;13;15;9;7;25;8;19;20;14
4;3;1;21;23;26;24;18;12;5;16;10;6;17;22;11;2;13;15;9;7;25;8;19;20;14;4;6034259
4;6034259;4;3;1;21;23;26;24;18;12;5;16;10;6;17;22;11;2;13;15;9;7;25;8;19;20;14
4;3;6;21;23;26;24;18;12;5;16;10;1;17;22;11;2;13;15;9;7;25;8;19;20;14;4;6009017
4;6009017;4;3;6;21;23;26;24;18;12;5;16;10;1;17;22;11;2;13;15;9;7;25;8;19;20;14
4;3;6;21;7;26;24;18;12;5;16;10;1;17;22;11;2;13;15;9;23;25;8;19;20;14;4;6004812
4;6004812;4;3;6;21;7;26;24;18;12;5;16;10;1;17;22;11;2;13;15;9;23;25;8;19;20;14
4;3;6;21;7;26;24;18;12;5;16;10;1;17;20;11;2;13;15;9;23;25;8;19;22;14;4;6002881
4;6002881;4;3;6;21;7;26;24;18;12;5;16;10;1;17;20;11;2;13;15;9;23;25;8;19;22;14
4;3;6;21;7;26;24;18;12;5;16;10;1;17;20;11;13;2;15;9;23;25;8;19;22;14;4;6004042
4;6004042;4;3;6;21;7;26;24;18;12;5;16;10;1;17;20;11;13;2;15;9;23;25;8;19;22;14
4;3;20;21;7;26;24;18;12;5;16;10;1;17;6;11;13;2;15;9;23;25;8;19;22;14;4;6007699
4;6007699;4;3;20;21;7;26;24;18;12;5;16;10;1;17;6;11;13;2;15;9;23;25;8;19;22;14
4;3;20;21;7;26;24;18;5;12;16;10;1;17;6;11;13;2;15;9;23;25;8;19;22;14;4;6005819
4;6005819;4;3;20;21;7;26;24;18;5;12;16;10;1;17;6;11;13;2;15;9;23;25;8;19;22;14
4;3;20;21;7;26;24;18;5;12;16;10;1;17;6;11;13;2;19;9;23;25;8;15;22;14;4;5932851
4;5932851;4;3;20;21;7;26;24;18;5;12;16;10;1;17;6;11;13;2;19;9;23;25;8;15;22;14
4;3;20;21;22;26;24;18;5;12;16;10;1;17;6;11;13;2;19;9;23;25;8;15;7;14;4;5982461
4;5982461;4;3;20;21;22;26;24;18;5;12;16;10;1;17;6;11;13;2;19;9;23;25;8;15;7;14
4;3;20;21;22;26;24;18;5;12;16;10;17;1;6;11;13;2;19;9;23;25;8;15;7;14;4;5986364
4;5986364;4;3;20;21;22;26;24;18;5;12;16;10;17;1;6;11;13;2;19;9;23;25;8;15;7;14
15;3;20;21;22;26;24;18;5;12;16;10;17;1;6;11;13;2;19;9;23;25;8;4;7;14;4;5972211
4;5972211;15;3;20;21;22;26;24;18;5;12;16;10;17;1;6;11;13;2;19;9;23;25;8;4;7;14
15;3;20;21;22;26;24;18;5;12;16;10;17;1;6;23;13;2;19;9;11;25;8;4;7;14;4;5974969
5;5974969;15;3;20;21;22;26;24;18;5;12;16;10;17;1;6;23;13;2;19;9;11;25;8;4;7;14
2;3;20;21;22;26;24;18;5;12;16;10;17;1;6;23;13;15;19;9;11;25;8;4;7;14;5;5966766
5;5966766;2;3;20;21;22;26;24;18;5;12;16;10;17;1;6;23;13;15;19;9;11;25;8;4;7;14
2;3;20;21;22;26;24;18;5;12;16;10;17;1;6;23;11;15;19;9;13;25;8;4;7;14;5;5987078
5;5987078;2;3;20;21;22;26;24;18;5;12;16;10;17;1;6;23;11;15;19;9;13;25;8;4;7;14
2;3;20;21;16;26;24;18;5;12;22;10;17;1;6;23;11;15;19;9;13;25;8;4;7;14;5;5990059
5;5990059;2;3;20;21;16;26;24;18;5;12;22;10;17;1;6;23;11;15;19;9;13;25;8;4;7;14
2;3;20;21;16;26;24;18;5;12;22;10;17;1;8;23;11;15;19;9;13;25;6;4;7;14;5;5969777
5;5969777;2;3;20;21;16;26;24;18;5;12;22;10;17;1;8;23;11;15;19;9;13;25;6;4;7;14
2;3;20;21;16;6;24;18;5;12;22;10;17;1;8;23;11;15;19;9;13;25;26;4;7;14;5;5970177
5;5970177;2;3;20;21;16;6;24;18;5;12;22;10;17;1;8;23;11;15;19;9;13;25;26;4;7;14
2;3;20;23;16;6;24;18;5;12;22;10;17;1;8;21;11;15;19;9;13;25;26;4;7;14;5;5987031
5;5987031;2;3;20;23;16;6;24;18;5;12;22;10;17;1;8;21;11;15;19;9;13;25;26;4;7;14
2;3;20;23;16;6;19;18;5;12;22;10;17;1;8;21;11;15;24;9;13;25;26;4;7;14;5;6021053
5;6021053;2;3;20;23;16;6;19;18;5;12;22;10;17;1;8;21;11;15;24;9;13;25;26;4;7;14
2;18;20;23;16;6;19;3;5;12;22;10;17;1;8;21;11;15;24;9;13;25;26;4;7;14;5;5932394
5;5932394;2;18;20;23;16;6;19;3;5;12;22;10;17;1;8;21;11;15;24;9;13;25;26;4;7;14
2;18;20;23;16;6;19;22;5;12;3;10;17;1;8;21;11;15;24;9;13;25;26;4;7;14;5;5978869
5;5978869;2;18;20;23;16;6;19;22;5;12;3;10;17;1;8;21;11;15;24;9;13;25;26;4;7;14
2;18;20;23;16;6;19;22;5;12;3;7;17;1;8;21;11;15;24;9;13;25;26;4;10;14;5;5929052
5;5929052;2;18;20;23;16;6;19;22;5;12;3;7;17;1;8;21;11;15;24;9;13;25;26;4;10;14
2;18;20;23;16;6;19;22;5;12;25;7;17;1;8;21;11;15;24;9;13;3;26;4;10;14;5;5943817
5;5943817;2;18;20;23;16;6;19;22;5;12;25;7;17;1;8;21;11;15;24;9;13;3;26;4;10;14
2;18;20;23;16;6;19;22;5;12;24;7;17;1;8;21;11;15;25;9;13;3;26;4;10;14;5;5943176
5;5943176;2;18;20;23;16;6;19;22;5;12;24;7;17;1;8;21;11;15;25;9;13;3;26;4;10;14
2;18;20;23;16;6;19;22;5;12;24;7;17;1;8;21;11;15;25;9;13;3;4;26;10;14;5;5943176
5;5943176;2;18;20;23;16;6;19;22;5;12;24;7;17;1;8;21;11;15;25;9;13;3;4;26;10;14
2;18;20;23;1;6;19;22;5;12;24;7;17;16;8;21;11;15;25;9;13;3;4;26;10;14;5;5978141
5;5978141;2;18;20;23;1;6;19;22;5;12;24;7;17;16;8;21;11;15;25;9;13;3;4;26;10;14
2;18;20;23;1;6;19;22;5;12;24;7;17;16;8;21;11;15;25;9;26;3;4;13;10;14;5;5987427
5;5987427;2;18;20;23;1;6;19;22;5;12;24;7;17;16;8;21;11;15;25;9;26;3;4;13;10;14
2;18;20;13;1;6;19;22;5;12;24;7;17;16;8;21;11;15;25;9;26;3;4;23;10;14;5;5978744
5;5978744;2;18;20;13;1;6;19;22;5;12;24;7;17;16;8;21;11;15;25;9;26;3;4;23;10;14
2;18;20;13;1;6;19;22;5;12;24;7;17;16;8;21;11;15;25;14;26;3;4;23;10;9;5;5901812
5;5901812;2;18;20;13;1;6;19;22;5;12;24;7;17;16;8;21;11;15;25;14;26;3;4;23;10;9
2;18;20;13;1;6;19;22;5;12;24;3;17;16;8;21;11;15;25;14;26;7;4;23;10;9;5;5927325
5;5927325;2;18;20;13;1;6;19;22;5;12;24;3;17;16;8;21;11;15;25;14;26;7;4;23;10;9
2;18;20;13;14;6;19;22;5;12;24;3;17;16;8;21;11;15;25;1;26;7;4;23;10;9;5;5949102
5;5949102;2;18;20;13;14;6;19;22;5;12;24;3;17;16;8;21;11;15;25;1;26;7;4;23;10;9
11;18;20;13;14;6;19;22;5;12;24;3;17;16;8;21;2;15;25;1;26;7;4;23;10;9;5;5965168
6;5965168;11;18;20;13;14;6;19;22;5;12;24;3;17;16;8;21;2;15;25;1;26;7;4;23;10;9
11;18;20;17;14;6;19;22;5;12;24;3;13;16;8;21;2;15;25;1;26;7;4;23;10;9;6;5953265
6;5953265;11;18;20;17;14;6;19;22;5;12;24;3;13;16;8;21;2;15;25;1;26;7;4;23;10;9
11;18;20;17;14;6;19;22;5;12;10;3;13;16;8;21;2;15;25;1;26;7;4;23;24;9;6;5955007
6;5955007;11;18;20;17;14;6;19;22;5;12;10;3;13;16;8;21;2;15;25;1;26;7;4;23;24;9
11;18;20;17;14;6;19;22;5;12;10;3;13;16;8;21;2;15;24;1;26;7;4;23;25;9;6;5956533
6;5956533;11;18;20;17;14;6;19;22;5;12;10;3;13;16;8;21;2;15;24;1;26;7;4;23;25;9
11;10;20;17;14;6;19;22;5;12;18;3;13;16;8;21;2;15;24;1;26;7;4;23;25;9;6;5934147
6;5934147;11;10;20;17;14;6;19;22;5;12;18;3;13;16;8;21;2;15;24;1;26;7;4;23;25;9
11;10;20;17;14;6;19;22;5;12;18;3;13;16;8;21;2;26;24;1;15;7;4;23;25;9;6;5970453
6;5970453;11;10;20;17;14;6;19;22;5;12;18;3;13;16;8;21;2;26;24;1;15;7;4;23;25;9
11;10;20;17;14;6;19;22;5;12;18;3;13;16;8;21;2;23;24;1;15;7;4;26;25;9;6;5973731
6;5973731;11;10;20;17;14;6;19;22;5;12;18;3;13;16;8;21;2;23;24;1;15;7;4;26;25;9
11;10;20;17;14;6;19;22;5;23;18;3;13;16;8;21;2;12;24;1;15;7;4;26;25;9;6;5957830
6;5957830;11;10;20;17;14;6;19;22;5;23;18;3;13;16;8;21;2;12;24;1;15;7;4;26;25;9
11;10;15;17;14;6;19;22;5;23;18;3;13;16;8;21;2;12;24;1;20;7;4;26;25;9;6;5967989
6;5967989;11;10;15;17;14;6;19;22;5;23;18;3;13;16;8;21;2;12;24;1;20;7;4;26;25;9
11;10;15;17;14;1;19;22;5;23;18;3;13;16;8;21;2;12;24;6;20;7;4;26;25;9;6;5894187
6;5894187;11;10;15;17;14;1;19;22;5;23;18;3;13;16;8;21;2;12;24;6;20;7;4;26;25;9
11;10;15;17;13;1;19;22;5;23;18;3;14;16;8;21;2;12;24;6;20;7;4;26;25;9;6;5876689
6;5876689;11;10;15;17;13;1;19;22;5;23;18;3;14;16;8;21;2;12;24;6;20;7;4;26;25;9
11;10;15;17;13;1;19;22;5;23;18;3;14;16;8;21;2;12;6;24;20;7;4;26;25;9;6;5869402
6;5869402;11;10;15;17;13;1;19;22;5;23;18;3;14;16;8;21;2;12;6;24;20;7;4;26;25;9
11;10;15;17;13;14;19;22;5;23;18;3;1;16;8;21;2;12;6;24;20;7;4;26;25;9;6;5950269
6;5950269;11;10;15;17;13;14;19;22;5;23;18;3;1;16;8;21;2;12;6;24;20;7;4;26;25;9
11;10;15;17;13;14;19;22;5;23;2;3;1;16;8;21;18;12;6;24;20;7;4;26;25;9;6;5937804
6;5937804;11;10;15;17;13;14;19;22;5;23;2;3;1;16;8;21;18;12;6;24;20;7;4;26;25;9
11;10;1;17;13;14;19;22;5;23;2;3;15;16;8;21;18;12;6;24;20;7;4;26;25;9;6;5967779
6;5967779;11;10;1;17;13;14;19;22;5;23;2;3;15;16;8;21;18;12;6;24;20;7;4;26;25;9
11;10;1;17;13;14;19;22;5;23;2;3;15;6;8;21;18;12;16;24;20;7;4;26;25;9;6;5968440
6;5968440;11;10;1;17;13;14;19;22;5;23;2;3;15;6;8;21;18;12;16;24;20;7;4;26;25;9
11;10;1;17;13;14;19;22;5;23;2;3;15;6;8;21;18;12;26;24;20;7;4;16;25;9;6;5980808
6;5980808;11;10;1;17;13;14;19;22;5;23;2;3;15;6;8;21;18;12;26;24;20;7;4;16;25;9
11;10;1;17;13;14;19;22;5;23;2;3;15;6;8;21;18;12;26;24;20;7;4;9;25;16;6;5839672
6;5839672;11;10;1;17;13;14;19;22;5;23;2;3;15;6;8;21;18;12;26;24;20;7;4;9;25;16
11;10;1;17;13;14;19;22;5;23;2;3;21;6;8;15;18;12;26;24;20;7;4;9;25;16;6;5852981
6;5852981;11;10;1;17;13;14;19;22;5;23;2;3;21;6;8;15;18;12;26;24;20;7;4;9;25;16
