"X1";"X6007819";"X16";"X24";"X3";"X19";"X7";"X13";"X23";"X26";"X12";"X18";"X14";"X25";"X4";"X20";"X17";"X9";"X10";"X22";"X15";"X21";"X8";"X5";"X11";"X2";"X6";"X1.1"
16;24;3;19;7;13;23;1;15;18;14;25;4;12;26;22;10;9;20;8;21;5;11;17;2;6;1;5853794
1;5853794;16;24;3;19;7;13;23;1;15;18;14;25;4;12;26;22;10;9;20;8;21;5;11;17;2;6
16;24;14;19;7;13;23;1;15;18;3;25;4;12;26;22;10;9;20;8;21;5;11;17;2;6;1;6048276
1;6048276;16;24;14;19;7;13;23;1;15;18;3;25;4;12;26;22;10;9;20;8;21;5;11;17;2;6
16;24;14;15;7;13;23;1;19;18;3;25;4;12;26;22;10;9;20;8;21;5;11;17;2;6;1;6054704
1;6054704;16;24;14;15;7;13;23;1;19;18;3;25;4;12;26;22;10;9;20;8;21;5;11;17;2;6
16;24;14;15;7;13;23;1;19;18;3;25;4;20;26;22;10;9;12;8;21;5;11;17;2;6;1;6050716
1;6050716;16;24;14;15;7;13;23;1;19;18;3;25;4;20;26;22;10;9;12;8;21;5;11;17;2;6
16;24;7;15;14;13;23;1;19;18;3;25;4;20;26;22;10;9;12;8;21;5;11;17;2;6;1;5949956
1;5949956;16;24;7;15;14;13;23;1;19;18;3;25;4;20;26;22;10;9;12;8;21;5;11;17;2;6
16;24;7;15;14;13;23;1;19;18;3;25;21;20;26;22;10;9;12;8;4;5;11;17;2;6;1;5954144
1;5954144;16;24;7;15;14;13;23;1;19;18;3;25;21;20;26;22;10;9;12;8;4;5;11;17;2;6
16;24;7;15;14;13;2;1;19;18;3;25;21;20;26;22;10;9;12;8;4;5;11;17;23;6;1;5949435
1;5949435;16;24;7;15;14;13;2;1;19;18;3;25;21;20;26;22;10;9;12;8;4;5;11;17;23;6
16;24;7;15;25;13;2;1;19;18;3;14;21;20;26;22;10;9;12;8;4;5;11;17;23;6;1;5849817
1;5849817;16;24;7;15;25;13;2;1;19;18;3;14;21;20;26;22;10;9;12;8;4;5;11;17;23;6
16;24;7;15;25;13;23;1;19;18;3;14;21;20;26;22;10;9;12;8;4;5;11;17;2;6;1;5854526
1;5854526;16;24;7;15;25;13;23;1;19;18;3;14;21;20;26;22;10;9;12;8;4;5;11;17;2;6
16;24;7;15;25;13;23;1;19;18;5;14;21;20;26;22;10;9;12;8;4;3;11;17;2;6;1;5647560
1;5647560;16;24;7;15;25;13;23;1;19;18;5;14;21;20;26;22;10;9;12;8;4;3;11;17;2;6
16;24;7;15;25;13;23;1;19;18;10;14;21;20;26;22;5;9;12;8;4;3;11;17;2;6;1;5743636
1;5743636;16;24;7;15;25;13;23;1;19;18;10;14;21;20;26;22;5;9;12;8;4;3;11;17;2;6
16;24;7;15;25;1;23;13;19;18;10;14;21;20;26;22;5;9;12;8;4;3;11;17;2;6;1;5756329
1;5756329;16;24;7;15;25;1;23;13;19;18;10;14;21;20;26;22;5;9;12;8;4;3;11;17;2;6
16;24;7;15;25;1;23;13;19;18;10;14;21;20;2;22;5;9;12;8;4;3;11;17;26;6;1;5717104
2;5717104;16;24;7;15;25;1;23;13;19;18;10;14;21;20;2;22;5;9;12;8;4;3;11;17;26;6
16;24;7;15;25;1;23;13;19;18;10;14;21;20;2;22;11;9;12;8;4;3;5;17;26;6;2;5837684
2;5837684;16;24;7;15;25;1;23;13;19;18;10;14;21;20;2;22;11;9;12;8;4;3;5;17;26;6
16;24;7;15;25;1;23;13;19;18;10;14;12;20;2;22;11;9;21;8;4;3;5;17;26;6;2;5863233
2;5863233;16;24;7;15;25;1;23;13;19;18;10;14;12;20;2;22;11;9;21;8;4;3;5;17;26;6
11;24;7;15;25;1;23;13;19;18;10;14;12;20;2;22;16;9;21;8;4;3;5;17;26;6;2;5877031
2;5877031;11;24;7;15;25;1;23;13;19;18;10;14;12;20;2;22;16;9;21;8;4;3;5;17;26;6
11;24;26;15;25;1;23;13;19;18;10;14;12;20;2;22;16;9;21;8;4;3;5;17;7;6;2;5862031
2;5862031;11;24;26;15;25;1;23;13;19;18;10;14;12;20;2;22;16;9;21;8;4;3;5;17;7;6
11;24;26;15;25;1;18;13;19;23;10;14;12;20;2;22;16;9;21;8;4;3;5;17;7;6;2;5873772
2;5873772;11;24;26;15;25;1;18;13;19;23;10;14;12;20;2;22;16;9;21;8;4;3;5;17;7;6
11;24;26;15;25;2;18;13;19;23;10;14;12;20;1;22;16;9;21;8;4;3;5;17;7;6;2;5836695
2;5836695;11;24;26;15;25;2;18;13;19;23;10;14;12;20;1;22;16;9;21;8;4;3;5;17;7;6
11;24;26;15;25;2;18;13;19;23;10;14;12;20;1;8;16;9;21;22;4;3;5;17;7;6;2;5755496
2;5755496;11;24;26;15;25;2;18;13;19;23;10;14;12;20;1;8;16;9;21;22;4;3;5;17;7;6
11;24;26;15;25;2;18;13;9;23;10;14;12;20;1;8;16;19;21;22;4;3;5;17;7;6;2;5750930
2;5750930;11;24;26;15;25;2;18;13;9;23;10;14;12;20;1;8;16;19;21;22;4;3;5;17;7;6
11;24;26;15;7;2;18;13;9;23;10;14;12;20;1;8;16;19;21;22;4;3;5;17;25;6;2;5819021
2;5819021;11;24;26;15;7;2;18;13;9;23;10;14;12;20;1;8;16;19;21;22;4;3;5;17;25;6
11;24;26;15;7;2;18;13;5;23;10;14;12;20;1;8;16;19;21;22;4;3;9;17;25;6;2;5818600
2;5818600;11;24;26;15;7;2;18;13;5;23;10;14;12;20;1;8;16;19;21;22;4;3;9;17;25;6
11;24;26;15;7;2;18;13;5;23;10;8;12;20;1;14;16;19;21;22;4;3;9;17;25;6;2;5838358
2;5838358;11;24;26;15;7;2;18;13;5;23;10;8;12;20;1;14;16;19;21;22;4;3;9;17;25;6
11;24;26;15;7;9;18;13;5;23;10;8;12;20;1;14;16;19;21;22;4;3;2;17;25;6;2;5846538
2;5846538;11;24;26;15;7;9;18;13;5;23;10;8;12;20;1;14;16;19;21;22;4;3;2;17;25;6
11;24;26;15;7;9;1;13;5;23;10;8;12;20;18;14;16;19;21;22;4;3;2;17;25;6;2;5794822
2;5794822;11;24;26;15;7;9;1;13;5;23;10;8;12;20;18;14;16;19;21;22;4;3;2;17;25;6
11;24;26;15;7;9;1;13;5;23;10;8;12;20;18;14;3;19;21;22;4;16;2;17;25;6;2;5816312
2;5816312;11;24;26;15;7;9;1;13;5;23;10;8;12;20;18;14;3;19;21;22;4;16;2;17;25;6
10;24;26;15;7;9;1;13;5;23;11;8;12;20;18;14;3;19;21;22;4;16;2;17;25;6;2;5811906
2;5811906;10;24;26;15;7;9;1;13;5;23;11;8;12;20;18;14;3;19;21;22;4;16;2;17;25;6
10;24;26;15;7;9;1;13;5;23;19;8;12;20;18;14;3;11;21;22;4;16;2;17;25;6;2;5803155
2;5803155;10;24;26;15;7;9;1;13;5;23;19;8;12;20;18;14;3;11;21;22;4;16;2;17;25;6
10;24;26;15;7;9;1;13;5;23;19;8;12;20;18;14;3;11;21;2;4;16;22;17;25;6;2;5810625
2;5810625;10;24;26;15;7;9;1;13;5;23;19;8;12;20;18;14;3;11;21;2;4;16;22;17;25;6
10;24;26;15;7;9;1;13;5;23;19;8;22;20;18;14;3;11;21;2;4;16;12;17;25;6;2;5837227
2;5837227;10;24;26;15;7;9;1;13;5;23;19;8;22;20;18;14;3;11;21;2;4;16;12;17;25;6
10;24;26;15;7;9;1;13;5;23;19;11;22;20;18;14;3;8;21;2;4;16;12;17;25;6;2;5853575
2;5853575;10;24;26;15;7;9;1;13;5;23;19;11;22;20;18;14;3;8;21;2;4;16;12;17;25;6
10;24;26;15;7;9;1;13;5;12;19;11;22;20;18;14;3;8;21;2;4;16;23;17;25;6;2;5860680
3;5860680;10;24;26;15;7;9;1;13;5;12;19;11;22;20;18;14;3;8;21;2;4;16;23;17;25;6
10;24;26;15;7;9;5;13;1;12;19;11;22;20;18;14;3;8;21;2;4;16;23;17;25;6;3;5897894
3;5897894;10;24;26;15;7;9;5;13;1;12;19;11;22;20;18;14;3;8;21;2;4;16;23;17;25;6
10;24;26;15;7;4;5;13;1;12;19;11;22;20;18;14;3;8;21;2;9;16;23;17;25;6;3;5868961
3;5868961;10;24;26;15;7;4;5;13;1;12;19;11;22;20;18;14;3;8;21;2;9;16;23;17;25;6
11;24;26;15;7;4;5;13;1;12;19;10;22;20;18;14;3;8;21;2;9;16;23;17;25;6;3;5873823
3;5873823;11;24;26;15;7;4;5;13;1;12;19;10;22;20;18;14;3;8;21;2;9;16;23;17;25;6
11;24;15;26;7;4;5;13;1;12;19;10;22;20;18;14;3;8;21;2;9;16;23;17;25;6;3;5870547
3;5870547;11;24;15;26;7;4;5;13;1;12;19;10;22;20;18;14;3;8;21;2;9;16;23;17;25;6
11;24;15;26;7;4;5;13;1;12;19;10;23;20;18;14;3;8;21;2;9;16;22;17;25;6;3;5865388
3;5865388;11;24;15;26;7;4;5;13;1;12;19;10;23;20;18;14;3;8;21;2;9;16;22;17;25;6
11;24;15;26;25;4;5;13;1;12;19;10;23;20;18;14;3;8;21;2;9;16;22;17;7;6;3;5954003
3;5954003;11;24;15;26;25;4;5;13;1;12;19;10;23;20;18;14;3;8;21;2;9;16;22;17;7;6
11;24;15;26;22;4;5;13;1;12;19;10;23;20;18;14;3;8;21;2;9;16;25;17;7;6;3;5953114
3;5953114;11;24;15;26;22;4;5;13;1;12;19;10;23;20;18;14;3;8;21;2;9;16;25;17;7;6
11;24;15;2;22;4;5;13;1;12;19;10;23;20;18;14;3;8;21;26;9;16;25;17;7;6;3;5953512
3;5953512;11;24;15;2;22;4;5;13;1;12;19;10;23;20;18;14;3;8;21;26;9;16;25;17;7;6
11;24;15;2;22;4;5;1;13;12;19;10;23;20;18;14;3;8;21;26;9;16;25;17;7;6;3;5942112
3;5942112;11;24;15;2;22;4;5;1;13;12;19;10;23;20;18;14;3;8;21;26;9;16;25;17;7;6
11;24;15;2;22;4;5;1;13;12;8;10;23;20;18;14;3;19;21;26;9;16;25;17;7;6;3;5918716
3;5918716;11;24;15;2;22;4;5;1;13;12;8;10;23;20;18;14;3;19;21;26;9;16;25;17;7;6
6;24;15;2;22;4;5;1;13;12;8;10;23;20;18;14;3;19;21;26;9;16;25;17;7;11;3;5914113
3;5914113;6;24;15;2;22;4;5;1;13;12;8;10;23;20;18;14;3;19;21;26;9;16;25;17;7;11
6;24;15;2;22;4;5;1;13;12;8;10;25;20;18;14;3;19;21;26;9;16;23;17;7;11;3;5921185
3;5921185;6;24;15;2;22;4;5;1;13;12;8;10;25;20;18;14;3;19;21;26;9;16;23;17;7;11
6;24;15;2;22;4;5;1;13;9;8;10;25;20;18;14;3;19;21;26;12;16;23;17;7;11;3;5988794
3;5988794;6;24;15;2;22;4;5;1;13;9;8;10;25;20;18;14;3;19;21;26;12;16;23;17;7;11
6;24;2;15;22;4;5;1;13;9;8;10;25;20;18;14;3;19;21;26;12;16;23;17;7;11;3;5992612
3;5992612;6;24;2;15;22;4;5;1;13;9;8;10;25;20;18;14;3;19;21;26;12;16;23;17;7;11
6;24;2;15;22;4;5;1;13;9;8;10;25;20;18;14;7;19;21;26;12;16;23;17;3;11;3;5980130
3;5980130;6;24;2;15;22;4;5;1;13;9;8;10;25;20;18;14;7;19;21;26;12;16;23;17;3;11
6;20;2;15;22;4;5;1;13;9;8;10;25;24;18;14;7;19;21;26;12;16;23;17;3;11;3;6005695
3;6005695;6;20;2;15;22;4;5;1;13;9;8;10;25;24;18;14;7;19;21;26;12;16;23;17;3;11
6;20;2;15;4;22;5;1;13;9;8;10;25;24;18;14;7;19;21;26;12;16;23;17;3;11;3;5937131
3;5937131;6;20;2;15;4;22;5;1;13;9;8;10;25;24;18;14;7;19;21;26;12;16;23;17;3;11
5;20;2;15;4;22;6;1;13;9;8;10;25;24;18;14;7;19;21;26;12;16;23;17;3;11;3;5931680
3;5931680;5;20;2;15;4;22;6;1;13;9;8;10;25;24;18;14;7;19;21;26;12;16;23;17;3;11
5;20;2;15;4;8;6;1;13;9;22;10;25;24;18;14;7;19;21;26;12;16;23;17;3;11;3;6019663
3;6019663;5;20;2;15;4;8;6;1;13;9;22;10;25;24;18;14;7;19;21;26;12;16;23;17;3;11
5;20;2;15;4;10;6;1;13;9;22;8;25;24;18;14;7;19;21;26;12;16;23;17;3;11;3;5936712
4;5936712;5;20;2;15;4;10;6;1;13;9;22;8;25;24;18;14;7;19;21;26;12;16;23;17;3;11
5;17;2;15;4;10;6;1;13;9;22;8;25;24;18;14;7;19;21;26;12;16;23;20;3;11;4;5946703
4;5946703;5;17;2;15;4;10;6;1;13;9;22;8;25;24;18;14;7;19;21;26;12;16;23;20;3;11
5;17;2;15;4;10;6;1;13;9;22;19;25;24;18;14;7;8;21;26;12;16;23;20;3;11;4;5937119
4;5937119;5;17;2;15;4;10;6;1;13;9;22;19;25;24;18;14;7;8;21;26;12;16;23;20;3;11
5;17;2;15;4;19;6;1;13;9;22;10;25;24;18;14;7;8;21;26;12;16;23;20;3;11;4;5969004
4;5969004;5;17;2;15;4;19;6;1;13;9;22;10;25;24;18;14;7;8;21;26;12;16;23;20;3;11
5;17;2;15;4;19;6;1;13;9;22;10;25;24;18;14;7;8;3;26;12;16;23;20;21;11;4;5953245
4;5953245;5;17;2;15;4;19;6;1;13;9;22;10;25;24;18;14;7;8;3;26;12;16;23;20;21;11
5;17;2;14;4;19;6;1;13;9;22;10;25;24;18;15;7;8;3;26;12;16;23;20;21;11;4;5943857
4;5943857;5;17;2;14;4;19;6;1;13;9;22;10;25;24;18;15;7;8;3;26;12;16;23;20;21;11
5;17;2;14;4;19;6;18;13;9;22;10;25;24;1;15;7;8;3;26;12;16;23;20;21;11;4;5911611
4;5911611;5;17;2;14;4;19;6;18;13;9;22;10;25;24;1;15;7;8;3;26;12;16;23;20;21;11
5;17;2;14;4;19;1;18;13;9;22;10;25;24;6;15;7;8;3;26;12;16;23;20;21;11;4;5913193
4;5913193;5;17;2;14;4;19;1;18;13;9;22;10;25;24;6;15;7;8;3;26;12;16;23;20;21;11
13;17;2;14;4;19;1;18;5;9;22;10;25;24;6;15;7;8;3;26;12;16;23;20;21;11;4;5864453
4;5864453;13;17;2;14;4;19;1;18;5;9;22;10;25;24;6;15;7;8;3;26;12;16;23;20;21;11
13;17;2;9;4;19;1;18;5;14;22;10;25;24;6;15;7;8;3;26;12;16;23;20;21;11;4;5983930
4;5983930;13;17;2;9;4;19;1;18;5;14;22;10;25;24;6;15;7;8;3;26;12;16;23;20;21;11
13;17;2;9;4;19;1;18;5;14;22;10;25;24;6;15;7;8;3;26;12;16;23;20;11;21;4;5983930
4;5983930;13;17;2;9;4;19;1;18;5;14;22;10;25;24;6;15;7;8;3;26;12;16;23;20;11;21
13;17;2;9;4;19;1;18;5;14;22;10;25;24;12;15;7;8;3;26;6;16;23;20;11;21;4;5981821
4;5981821;13;17;2;9;4;19;1;18;5;14;22;10;25;24;12;15;7;8;3;26;6;16;23;20;11;21
13;17;2;9;4;19;1;18;5;14;22;10;25;26;12;15;7;8;3;24;6;16;23;20;11;21;4;5979269
4;5979269;13;17;2;9;4;19;1;18;5;14;22;10;25;26;12;15;7;8;3;24;6;16;23;20;11;21
13;17;2;9;4;19;1;18;5;14;22;10;25;26;24;15;7;8;3;12;6;16;23;20;11;21;4;5983111
4;5983111;13;17;2;9;4;19;1;18;5;14;22;10;25;26;24;15;7;8;3;12;6;16;23;20;11;21
13;17;2;9;4;19;1;18;5;12;22;10;25;26;24;15;7;8;3;14;6;16;23;20;11;21;4;5942259
4;5942259;13;17;2;9;4;19;1;18;5;12;22;10;25;26;24;15;7;8;3;14;6;16;23;20;11;21
13;17;2;9;4;19;1;18;5;12;22;10;25;26;14;15;7;8;3;24;6;16;23;20;11;21;4;5942366
4;5942366;13;17;2;9;4;19;1;18;5;12;22;10;25;26;14;15;7;8;3;24;6;16;23;20;11;21
13;17;2;9;4;19;1;18;5;12;22;10;25;26;14;24;7;8;3;15;6;16;23;20;11;21;4;5967880
4;5967880;13;17;2;9;4;19;1;18;5;12;22;10;25;26;14;24;7;8;3;15;6;16;23;20;11;21
22;17;2;9;4;19;1;18;5;12;13;10;25;26;14;24;7;8;3;15;6;16;23;20;11;21;4;5965087
4;5965087;22;17;2;9;4;19;1;18;5;12;13;10;25;26;14;24;7;8;3;15;6;16;23;20;11;21
22;17;2;9;4;19;1;18;5;12;13;10;25;26;14;24;7;8;3;15;6;16;11;20;23;21;4;5948424
4;5948424;22;17;2;9;4;19;1;18;5;12;13;10;25;26;14;24;7;8;3;15;6;16;11;20;23;21
22;17;2;9;4;19;1;18;5;12;13;10;25;26;14;24;7;8;3;15;23;16;11;20;6;21;4;5957559
4;5957559;22;17;2;9;4;19;1;18;5;12;13;10;25;26;14;24;7;8;3;15;23;16;11;20;6;21
22;17;2;9;4;10;1;18;5;12;13;19;25;26;14;24;7;8;3;15;23;16;11;20;6;21;4;5942443
5;5942443;22;17;2;9;4;10;1;18;5;12;13;19;25;26;14;24;7;8;3;15;23;16;11;20;6;21
22;1;2;9;4;10;17;18;5;12;13;19;25;26;14;24;7;8;3;15;23;16;11;20;6;21;5;5936626
5;5936626;22;1;2;9;4;10;17;18;5;12;13;19;25;26;14;24;7;8;3;15;23;16;11;20;6;21
22;1;2;9;4;10;23;18;5;12;13;19;25;26;14;24;7;8;3;15;17;16;11;20;6;21;5;5923175
5;5923175;22;1;2;9;4;10;23;18;5;12;13;19;25;26;14;24;7;8;3;15;17;16;11;20;6;21
22;1;2;9;4;10;23;18;5;12;13;19;25;26;8;24;7;14;3;15;17;16;11;20;6;21;5;5831698
5;5831698;22;1;2;9;4;10;23;18;5;12;13;19;25;26;8;24;7;14;3;15;17;16;11;20;6;21
22;1;2;9;4;10;23;13;5;12;18;19;25;26;8;24;7;14;3;15;17;16;11;20;6;21;5;5785398
5;5785398;22;1;2;9;4;10;23;13;5;12;18;19;25;26;8;24;7;14;3;15;17;16;11;20;6;21
22;1;2;9;4;10;23;13;5;12;18;19;25;26;11;24;7;14;3;15;17;16;8;20;6;21;5;5787395
5;5787395;22;1;2;9;4;10;23;13;5;12;18;19;25;26;11;24;7;14;3;15;17;16;8;20;6;21
22;1;2;18;4;10;23;13;5;12;9;19;25;26;11;24;7;14;3;15;17;16;8;20;6;21;5;5771864
5;5771864;22;1;2;18;4;10;23;13;5;12;9;19;25;26;11;24;7;14;3;15;17;16;8;20;6;21
22;1;2;18;4;10;23;13;5;12;9;19;3;26;11;24;7;14;25;15;17;16;8;20;6;21;5;5834062
5;5834062;22;1;2;18;4;10;23;13;5;12;9;19;3;26;11;24;7;14;25;15;17;16;8;20;6;21
22;1;2;18;4;10;23;13;5;12;9;19;3;26;11;24;7;14;25;15;17;16;8;20;21;6;5;5834062
5;5834062;22;1;2;18;4;10;23;13;5;12;9;19;3;26;11;24;7;14;25;15;17;16;8;20;21;6
22;1;2;18;4;10;23;13;5;12;15;19;3;26;11;24;7;14;25;9;17;16;8;20;21;6;5;5870747
5;5870747;22;1;2;18;4;10;23;13;5;12;15;19;3;26;11;24;7;14;25;9;17;16;8;20;21;6
22;1;2;18;4;10;23;13;5;19;15;12;3;26;11;24;7;14;25;9;17;16;8;20;21;6;5;5872688
5;5872688;22;1;2;18;4;10;23;13;5;19;15;12;3;26;11;24;7;14;25;9;17;16;8;20;21;6
22;1;2;18;11;10;23;13;5;19;15;12;3;26;4;24;7;14;25;9;17;16;8;20;21;6;5;5877017
5;5877017;22;1;2;18;11;10;23;13;5;19;15;12;3;26;4;24;7;14;25;9;17;16;8;20;21;6
22;1;2;18;11;10;23;13;5;19;15;12;3;26;4;24;7;25;14;9;17;16;8;20;21;6;5;5971897
5;5877017;22;1;2;18;11;10;23;13;5;19;15;12;3;26;4;24;7;14;25;9;17;16;8;20;21;6
22;1;2;18;11;10;23;13;5;19;15;12;3;26;4;24;7;14;25;17;9;16;8;20;21;6;5;5879021
5;5879021;22;1;2;18;11;10;23;13;5;19;15;12;3;26;4;24;7;14;25;17;9;16;8;20;21;6
22;1;2;18;11;10;23;13;5;19;15;12;3;6;4;24;7;14;25;17;9;16;8;20;21;26;5;5886794
5;5886794;22;1;2;18;11;10;23;13;5;19;15;12;3;6;4;24;7;14;25;17;9;16;8;20;21;26
22;26;2;18;11;10;23;13;5;19;15;12;3;6;4;24;7;14;25;17;9;16;8;20;21;1;5;5853586
5;5853586;22;26;2;18;11;10;23;13;5;19;15;12;3;6;4;24;7;14;25;17;9;16;8;20;21;1
22;26;2;18;11;10;23;13;5;19;15;9;3;6;4;24;7;14;25;17;12;16;8;20;21;1;5;5813824
5;5813824;22;26;2;18;11;10;23;13;5;19;15;9;3;6;4;24;7;14;25;17;12;16;8;20;21;1
22;26;2;18;11;10;23;13;5;19;15;9;3;4;6;24;7;14;25;17;12;16;8;20;21;1;5;5812003
5;5812003;22;26;2;18;11;10;23;13;5;19;15;9;3;4;6;24;7;14;25;17;12;16;8;20;21;1
22;26;2;18;11;10;23;13;5;19;15;17;3;4;6;24;7;14;25;9;12;16;8;20;21;1;5;5884211
5;5884211;22;26;2;18;11;10;23;13;5;19;15;17;3;4;6;24;7;14;25;9;12;16;8;20;21;1
22;26;2;15;11;10;23;13;5;19;18;17;3;4;6;24;7;14;25;9;12;16;8;20;21;1;5;5843824
5;5843824;22;26;2;15;11;10;23;13;5;19;18;17;3;4;6;24;7;14;25;9;12;16;8;20;21;1
22;20;2;15;11;10;23;13;5;19;18;17;3;4;6;24;7;14;25;9;12;16;8;26;21;1;5;5831680
6;5831680;22;20;2;15;11;10;23;13;5;19;18;17;3;4;6;24;7;14;25;9;12;16;8;26;21;1
22;20;2;15;11;10;23;13;5;19;18;17;3;16;6;24;7;14;25;9;12;4;8;26;21;1;6;5844178
6;5844178;22;20;2;15;11;10;23;13;5;19;18;17;3;16;6;24;7;14;25;9;12;4;8;26;21;1
22;6;2;15;11;10;23;13;5;19;18;17;3;16;20;24;7;14;25;9;12;4;8;26;21;1;6;5839618
6;5839618;22;6;2;15;11;10;23;13;5;19;18;17;3;16;20;24;7;14;25;9;12;4;8;26;21;1
22;6;2;15;11;10;23;13;5;19;18;17;3;16;20;24;21;14;25;9;12;4;8;26;7;1;6;5853357
6;5853357;22;6;2;15;11;10;23;13;5;19;18;17;3;16;20;24;21;14;25;9;12;4;8;26;7;1
22;6;2;15;11;26;23;13;5;19;18;17;3;16;20;24;21;14;25;9;12;4;8;10;7;1;6;5850377
6;5850377;22;6;2;15;11;26;23;13;5;19;18;17;3;16;20;24;21;14;25;9;12;4;8;10;7;1
22;6;2;15;11;26;23;13;5;21;18;17;3;16;20;24;19;14;25;9;12;4;8;10;7;1;6;5825300
6;5825300;22;6;2;15;11;26;23;13;5;21;18;17;3;16;20;24;19;14;25;9;12;4;8;10;7;1
22;6;26;15;11;2;23;13;5;21;18;17;3;16;20;24;19;14;25;9;12;4;8;10;7;1;6;5850122
6;5850122;22;6;26;15;11;2;23;13;5;21;18;17;3;16;20;24;19;14;25;9;12;4;8;10;7;1
22;6;26;15;11;2;23;13;5;1;18;17;3;16;20;24;19;14;25;9;12;4;8;10;7;21;6;5845758
6;5845758;22;6;26;15;11;2;23;13;5;1;18;17;3;16;20;24;19;14;25;9;12;4;8;10;7;21
22;6;26;15;17;2;23;13;5;1;18;11;3;16;20;24;19;14;25;9;12;4;8;10;7;21;6;5835088
6;5835088;22;6;26;15;17;2;23;13;5;1;18;11;3;16;20;24;19;14;25;9;12;4;8;10;7;21
22;6;26;15;17;2;23;13;5;1;18;11;3;16;24;20;19;14;25;9;12;4;8;10;7;21;6;5862702
6;5862702;22;6;26;15;17;2;23;13;5;1;18;11;3;16;24;20;19;14;25;9;12;4;8;10;7;21
22;20;26;15;17;2;23;13;5;1;18;11;3;16;24;6;19;14;25;9;12;4;8;10;7;21;6;5847334
6;5847334;22;20;26;15;17;2;23;13;5;1;18;11;3;16;24;6;19;14;25;9;12;4;8;10;7;21
22;20;26;15;17;2;23;13;5;1;18;11;3;16;24;6;19;21;25;9;12;4;8;10;7;14;6;5952844
6;5952844;22;20;26;15;17;2;23;13;5;1;18;11;3;16;24;6;19;21;25;9;12;4;8;10;7;14
22;20;26;15;17;2;23;13;5;1;18;11;3;16;24;6;19;21;25;4;12;9;8;10;7;14;6;5964762
6;5964762;22;20;26;15;17;2;23;13;5;1;18;11;3;16;24;6;19;21;25;4;12;9;8;10;7;14
4;20;26;15;17;2;23;13;5;1;18;11;3;16;24;6;19;21;25;22;12;9;8;10;7;14;6;5960741
6;5960741;4;20;26;15;17;2;23;13;5;1;18;11;3;16;24;6;19;21;25;22;12;9;8;10;7;14
4;20;16;15;17;2;23;13;5;1;18;11;3;26;24;6;19;21;25;22;12;9;8;10;7;14;6;5955712
6;5955712;4;20;16;15;17;2;23;13;5;1;18;11;3;26;24;6;19;21;25;22;12;9;8;10;7;14
4;20;16;15;17;2;23;13;5;1;18;11;3;26;24;6;19;21;7;22;12;9;8;10;25;14;6;5928350
6;5928350;4;20;16;15;17;2;23;13;5;1;18;11;3;26;24;6;19;21;7;22;12;9;8;10;25;14
4;20;3;15;17;2;23;13;5;1;18;11;16;26;24;6;19;21;7;22;12;9;8;10;25;14;6;5948183
6;5948183;4;20;3;15;17;2;23;13;5;1;18;11;16;26;24;6;19;21;7;22;12;9;8;10;25;14
1;20;3;15;17;2;23;13;5;4;18;11;16;26;24;6;19;21;7;22;12;9;8;10;25;14;6;5993416
6;5993416;1;20;3;15;17;2;23;13;5;4;18;11;16;26;24;6;19;21;7;22;12;9;8;10;25;14
1;20;3;23;17;2;15;13;5;4;18;11;16;26;24;6;19;21;7;22;12;9;8;10;25;14;6;6006195
6;6006195;1;20;3;23;17;2;15;13;5;4;18;11;16;26;24;6;19;21;7;22;12;9;8;10;25;14
