"X1";"X5758141";"X11";"X15";"X10";"X9";"X26";"X19";"X24";"X6";"X25";"X17";"X21";"X5";"X12";"X3";"X13";"X23";"X7";"X14";"X2";"X22";"X4";"X1.1";"X16";"X20";"X8";"X18"
1;6112249;6;9;12;5;19;21;24;14;15;17;8;26;10;2;11;18;7;13;25;1;4;3;16;20;22;23
14;9;12;5;19;21;24;6;15;17;8;26;10;2;11;18;7;13;25;1;4;3;16;20;22;23;1;6273267
1;6273267;14;9;12;5;19;21;24;6;15;17;8;26;10;2;11;18;7;13;25;1;4;3;16;20;22;23
14;9;12;5;19;21;24;6;23;17;8;26;10;2;11;18;7;13;25;1;4;3;16;20;22;15;1;6277331
2;6277331;14;9;12;5;19;21;24;6;23;17;8;26;10;2;11;18;7;13;25;1;4;3;16;20;22;15
14;9;12;22;19;21;24;6;23;17;8;26;10;2;11;18;7;13;25;1;4;3;16;20;5;15;2;6079380
2;6079380;14;9;12;22;19;21;24;6;23;17;8;26;10;2;11;18;7;13;25;1;4;3;16;20;5;15
14;9;12;22;19;4;24;6;23;17;8;26;10;2;11;18;7;13;25;1;21;3;16;20;5;15;2;6153555
2;6153555;14;9;12;22;19;4;24;6;23;17;8;26;10;2;11;18;7;13;25;1;21;3;16;20;5;15
14;6;12;22;19;4;24;9;23;17;8;26;10;2;11;18;7;13;25;1;21;3;16;20;5;15;2;6156488
2;6156488;14;6;12;22;19;4;24;9;23;17;8;26;10;2;11;18;7;13;25;1;21;3;16;20;5;15
14;6;12;22;19;4;24;9;13;17;8;26;10;2;11;18;7;23;25;1;21;3;16;20;5;15;2;6162518
2;6162518;14;6;12;22;19;4;24;9;13;17;8;26;10;2;11;18;7;23;25;1;21;3;16;20;5;15
14;6;12;22;19;4;21;9;13;17;8;26;10;2;11;18;7;23;25;1;24;3;16;20;5;15;2;6095160
2;6095160;14;6;12;22;19;4;21;9;13;17;8;26;10;2;11;18;7;23;25;1;24;3;16;20;5;15
14;6;12;22;19;4;21;9;13;17;16;26;10;2;11;18;7;23;25;1;24;3;8;20;5;15;2;6151390
2;6151390;14;6;12;22;19;4;21;9;13;17;16;26;10;2;11;18;7;23;25;1;24;3;8;20;5;15
14;6;18;22;19;4;21;9;13;17;16;26;10;2;11;12;7;23;25;1;24;3;8;20;5;15;2;6102905
2;6102905;14;6;18;22;19;4;21;9;13;17;16;26;10;2;11;12;7;23;25;1;24;3;8;20;5;15
14;6;18;22;19;4;21;9;13;17;5;26;10;2;11;12;7;23;25;1;24;3;8;20;16;15;2;6009790
2;6009790;14;6;18;22;19;4;21;9;13;17;5;26;10;2;11;12;7;23;25;1;24;3;8;20;16;15
20;6;18;22;19;4;21;9;13;17;5;26;10;2;11;12;7;23;25;1;24;3;8;14;16;15;2;6014680
2;6014680;20;6;18;22;19;4;21;9;13;17;5;26;10;2;11;12;7;23;25;1;24;3;8;14;16;15
20;6;18;22;19;4;21;9;24;17;5;26;10;2;11;12;7;23;25;1;13;3;8;14;16;15;2;6024518
2;6024518;20;6;18;22;19;4;21;9;24;17;5;26;10;2;11;12;7;23;25;1;13;3;8;14;16;15
20;6;18;17;19;4;21;9;24;22;5;26;10;2;11;12;7;23;25;1;13;3;8;14;16;15;2;6034300
2;6034300;20;6;18;17;19;4;21;9;24;22;5;26;10;2;11;12;7;23;25;1;13;3;8;14;16;15
20;6;18;17;19;4;21;9;24;22;5;26;10;2;11;1;7;23;25;12;13;3;8;14;16;15;2;5958387
2;5958387;20;6;18;17;19;4;21;9;24;22;5;26;10;2;11;1;7;23;25;12;13;3;8;14;16;15
20;6;18;17;19;4;21;9;24;22;5;26;10;2;14;1;7;23;25;12;13;3;8;11;16;15;2;5920626
2;5920626;20;6;18;17;19;4;21;9;24;22;5;26;10;2;14;1;7;23;25;12;13;3;8;11;16;15
20;6;18;17;19;4;21;9;24;22;5;26;25;2;14;1;7;23;10;12;13;3;8;11;16;15;2;5923967
2;5923967;20;6;18;17;19;4;21;9;24;22;5;26;25;2;14;1;7;23;10;12;13;3;8;11;16;15
20;6;18;21;19;4;17;9;24;22;5;26;25;2;14;1;7;23;10;12;13;3;8;11;16;15;2;6000664
2;6000664;20;6;18;21;19;4;17;9;24;22;5;26;25;2;14;1;7;23;10;12;13;3;8;11;16;15
20;6;18;21;19;4;17;9;24;7;5;26;25;2;14;1;22;23;10;12;13;3;8;11;16;15;2;6005860
2;6005860;20;6;18;21;19;4;17;9;24;7;5;26;25;2;14;1;22;23;10;12;13;3;8;11;16;15
20;4;18;21;19;6;17;9;24;7;5;26;25;2;14;1;22;23;10;12;13;3;8;11;16;15;2;6000398
2;6000398;20;4;18;21;19;6;17;9;24;7;5;26;25;2;14;1;22;23;10;12;13;3;8;11;16;15
20;18;4;21;19;6;17;9;24;7;5;26;25;2;14;1;22;23;10;12;13;3;8;11;16;15;2;6002702
2;6002702;20;18;4;21;19;6;17;9;24;7;5;26;25;2;14;1;22;23;10;12;13;3;8;11;16;15
20;18;4;21;19;6;8;9;24;7;5;26;25;2;14;1;22;23;10;12;13;3;17;11;16;15;2;5921831
2;5921831;20;18;4;21;19;6;8;9;24;7;5;26;25;2;14;1;22;23;10;12;13;3;17;11;16;15
20;18;4;21;19;6;8;9;24;7;5;26;14;2;25;1;22;23;10;12;13;3;17;11;16;15;2;5823570
3;5823570;20;18;4;21;19;6;8;9;24;7;5;26;14;2;25;1;22;23;10;12;13;3;17;11;16;15
20;18;2;21;19;6;8;9;24;7;5;26;14;4;25;1;22;23;10;12;13;3;17;11;16;15;3;5802916
3;5802916;20;18;2;21;19;6;8;9;24;7;5;26;14;4;25;1;22;23;10;12;13;3;17;11;16;15
20;18;2;21;19;6;8;9;24;7;10;26;14;4;25;1;22;23;5;12;13;3;17;11;16;15;3;5672284
3;5672284;20;18;2;21;19;6;8;9;24;7;10;26;14;4;25;1;22;23;5;12;13;3;17;11;16;15
20;18;2;26;19;6;8;9;24;7;10;21;14;4;25;1;22;23;5;12;13;3;17;11;16;15;3;5654802
3;5654802;20;18;2;26;19;6;8;9;24;7;10;21;14;4;25;1;22;23;5;12;13;3;17;11;16;15
20;18;2;24;19;6;8;9;26;7;10;21;14;4;25;1;22;23;5;12;13;3;17;11;16;15;3;5659677
3;5659677;20;18;2;24;19;6;8;9;26;7;10;21;14;4;25;1;22;23;5;12;13;3;17;11;16;15
20;12;2;24;19;6;8;9;26;7;10;21;14;4;25;1;22;23;5;18;13;3;17;11;16;15;3;5665830
3;5665830;20;12;2;24;19;6;8;9;26;7;10;21;14;4;25;1;22;23;5;18;13;3;17;11;16;15
20;12;9;24;19;6;8;2;26;7;10;21;14;4;25;1;22;23;5;18;13;3;17;11;16;15;3;5788454
3;5788454;20;12;9;24;19;6;8;2;26;7;10;21;14;4;25;1;22;23;5;18;13;3;17;11;16;15
20;12;9;24;19;6;23;2;26;7;10;21;14;4;25;1;22;8;5;18;13;3;17;11;16;15;3;5777723
3;5777723;20;12;9;24;19;6;23;2;26;7;10;21;14;4;25;1;22;8;5;18;13;3;17;11;16;15
20;12;9;24;18;6;23;2;26;7;10;21;14;4;25;1;22;8;5;19;13;3;17;11;16;15;3;5811533
3;5811533;20;12;9;24;18;6;23;2;26;7;10;21;14;4;25;1;22;8;5;19;13;3;17;11;16;15
20;12;9;24;8;6;23;2;26;7;10;21;14;4;25;1;22;18;5;19;13;3;17;11;16;15;3;5834993
3;5834993;20;12;9;24;8;6;23;2;26;7;10;21;14;4;25;1;22;18;5;19;13;3;17;11;16;15
19;12;9;24;8;6;23;2;26;7;10;21;14;4;25;1;22;18;5;20;13;3;17;11;16;15;3;5840494
3;5840494;19;12;9;24;8;6;23;2;26;7;10;21;14;4;25;1;22;18;5;20;13;3;17;11;16;15
11;12;9;24;8;6;23;2;26;7;10;21;14;4;25;1;22;18;5;20;13;3;17;19;16;15;3;5835445
3;5835445;11;12;9;24;8;6;23;2;26;7;10;21;14;4;25;1;22;18;5;20;13;3;17;19;16;15
11;12;9;24;8;6;23;2;26;7;10;21;14;4;17;1;22;18;5;20;13;3;25;19;16;15;3;5835739
3;5835739;11;12;9;24;8;6;23;2;26;7;10;21;14;4;17;1;22;18;5;20;13;3;25;19;16;15
11;12;25;24;8;6;23;2;26;7;10;21;14;4;17;1;22;18;5;20;13;3;9;19;16;15;3;5809321
3;5809321;11;12;25;24;8;6;23;2;26;7;10;21;14;4;17;1;22;18;5;20;13;3;9;19;16;15
11;12;25;24;8;6;23;2;26;7;10;21;14;4;17;9;22;18;5;20;13;3;1;19;16;15;3;5806284
3;5806284;11;12;25;24;8;6;23;2;26;7;10;21;14;4;17;9;22;18;5;20;13;3;1;19;16;15
11;12;25;24;8;6;23;2;26;3;10;21;14;4;17;9;22;18;5;20;13;7;1;19;16;15;3;5776131
3;5776131;11;12;25;24;8;6;23;2;26;3;10;21;14;4;17;9;22;18;5;20;13;7;1;19;16;15
11;22;25;24;8;6;23;2;26;3;10;21;14;4;17;9;12;18;5;20;13;7;1;19;16;15;3;5743573
3;5743573;11;22;25;24;8;6;23;2;26;3;10;21;14;4;17;9;12;18;5;20;13;7;1;19;16;15
11;22;2;24;8;6;23;25;26;3;10;21;14;4;17;9;12;18;5;20;13;7;1;19;16;15;3;5743383
3;5743383;11;22;2;24;8;6;23;25;26;3;10;21;14;4;17;9;12;18;5;20;13;7;1;19;16;15
11;22;2;24;23;6;8;25;26;3;10;21;14;4;17;9;12;18;5;20;13;7;1;19;16;15;3;5751660
3;5751660;11;22;2;24;23;6;8;25;26;3;10;21;14;4;17;9;12;18;5;20;13;7;1;19;16;15
11;22;2;24;23;6;8;25;26;3;15;21;14;4;17;9;12;18;5;20;13;7;1;19;16;10;3;5727744
3;5727744;11;22;2;24;23;6;8;25;26;3;15;21;14;4;17;9;12;18;5;20;13;7;1;19;16;10
11;22;2;24;23;3;8;25;26;6;15;21;14;4;17;9;12;18;5;20;13;7;1;19;16;10;3;5724899
4;5724899;11;22;2;24;23;3;8;25;26;6;15;21;14;4;17;9;12;18;5;20;13;7;1;19;16;10
11;22;2;24;23;3;8;25;5;6;15;21;14;4;17;9;12;18;26;20;13;7;1;19;16;10;4;5797169
4;5797169;11;22;2;24;23;3;8;25;5;6;15;21;14;4;17;9;12;18;26;20;13;7;1;19;16;10
11;22;2;24;23;3;26;25;5;6;15;21;14;4;17;9;12;18;8;20;13;7;1;19;16;10;4;5752344
4;5752344;11;22;2;24;23;3;26;25;5;6;15;21;14;4;17;9;12;18;8;20;13;7;1;19;16;10
11;22;2;24;23;3;26;25;5;6;15;21;14;4;17;9;12;18;8;20;13;7;1;10;16;19;4;5797077
4;5797077;11;22;2;24;23;3;26;25;5;6;15;21;14;4;17;9;12;18;8;20;13;7;1;10;16;19
11;22;2;24;23;3;26;25;5;6;15;21;14;4;18;9;12;17;8;20;13;7;1;10;16;19;4;5835451
4;5835451;11;22;2;24;23;3;26;25;5;6;15;21;14;4;18;9;12;17;8;20;13;7;1;10;16;19
11;22;2;24;23;3;26;25;5;6;15;18;14;4;21;9;12;17;8;20;13;7;1;10;16;19;4;5827465
4;5827465;11;22;2;24;23;3;26;25;5;6;15;18;14;4;21;9;12;17;8;20;13;7;1;10;16;19
26;22;2;24;23;3;11;25;5;6;15;18;14;4;21;9;12;17;8;20;13;7;1;10;16;19;4;5831315
4;5831315;26;22;2;24;23;3;11;25;5;6;15;18;14;4;21;9;12;17;8;20;13;7;1;10;16;19
26;22;2;24;15;3;11;25;5;6;23;18;14;4;21;9;12;17;8;20;13;7;1;10;16;19;4;5846113
4;5846113;26;22;2;24;15;3;11;25;5;6;23;18;14;4;21;9;12;17;8;20;13;7;1;10;16;19
26;22;25;24;15;3;11;2;5;6;23;18;14;4;21;9;12;17;8;20;13;7;1;10;16;19;4;5853745
4;5853745;26;22;25;24;15;3;11;2;5;6;23;18;14;4;21;9;12;17;8;20;13;7;1;10;16;19
26;22;25;24;15;3;11;21;5;6;23;18;14;4;2;9;12;17;8;20;13;7;1;10;16;19;4;5826583
4;5826583;26;22;25;24;15;3;11;21;5;6;23;18;14;4;2;9;12;17;8;20;13;7;1;10;16;19
26;22;25;24;15;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;13;7;1;10;16;19;4;5760156
4;5760156;26;22;25;24;15;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;13;7;1;10;16;19
26;19;25;24;15;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;13;7;1;10;16;22;4;5739722
4;5739722;26;19;25;24;15;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;13;7;1;10;16;22
26;19;15;24;25;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;13;7;1;10;16;22;4;5739975
4;5739975;26;19;15;24;25;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;13;7;1;10;16;22
26;19;15;7;25;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;13;24;1;10;16;22;4;5714922
4;5714922;26;19;15;7;25;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;13;24;1;10;16;22
26;19;15;13;25;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;7;24;1;10;16;22;4;5722763
4;5722763;26;19;15;13;25;3;11;21;14;6;23;18;5;4;2;9;12;17;8;20;7;24;1;10;16;22
26;19;15;13;25;3;11;21;14;6;10;18;5;4;2;9;12;17;8;20;7;24;1;23;16;22;4;5727914
4;5727914;26;19;15;13;25;3;11;21;14;6;10;18;5;4;2;9;12;17;8;20;7;24;1;23;16;22
18;19;15;13;25;3;11;21;14;6;10;26;5;4;2;9;12;17;8;20;7;24;1;23;16;22;4;5810665
4;5810665;18;19;15;13;25;3;11;21;14;6;10;26;5;4;2;9;12;17;8;20;7;24;1;23;16;22
18;19;15;21;25;3;11;13;14;6;10;26;5;4;2;9;12;17;8;20;7;24;1;23;16;22;4;5826160
4;5826160;18;19;15;21;25;3;11;13;14;6;10;26;5;4;2;9;12;17;8;20;7;24;1;23;16;22
18;19;15;21;25;3;11;13;14;6;10;1;5;4;2;9;12;17;8;20;7;24;26;23;16;22;4;5782222
4;5782222;18;19;15;21;25;3;11;13;14;6;10;1;5;4;2;9;12;17;8;20;7;24;26;23;16;22
18;19;15;21;25;3;11;13;14;5;10;1;6;4;2;9;12;17;8;20;7;24;26;23;16;22;4;5874187
4;5874187;18;19;15;21;25;3;11;13;14;5;10;1;6;4;2;9;12;17;8;20;7;24;26;23;16;22
18;19;15;21;25;3;11;13;14;5;10;1;2;4;6;9;12;17;8;20;7;24;26;23;16;22;4;5877400
5;5877400;18;19;15;21;25;3;11;13;14;5;10;1;2;4;6;9;12;17;8;20;7;24;26;23;16;22
18;19;15;21;25;3;11;13;14;5;10;1;2;26;6;9;12;17;8;20;7;24;4;23;16;22;5;5873821
5;5873821;18;19;15;21;25;3;11;13;14;5;10;1;2;26;6;9;12;17;8;20;7;24;4;23;16;22
12;19;15;21;25;3;11;13;14;5;10;1;2;26;6;9;18;17;8;20;7;24;4;23;16;22;5;5842687
5;5842687;12;19;15;21;25;3;11;13;14;5;10;1;2;26;6;9;18;17;8;20;7;24;4;23;16;22
18;19;15;21;25;3;11;13;14;5;10;1;2;26;6;9;12;17;8;20;7;24;4;23;16;22;5;5873821
5;5873821;18;19;15;21;25;3;11;13;14;5;10;1;2;26;6;9;12;17;8;20;7;24;4;23;16;22
18;19;15;21;25;3;11;13;14;5;10;1;2;7;6;9;12;17;8;20;26;24;4;23;16;22;5;5862287
5;5862287;18;19;15;21;25;3;11;13;14;5;10;1;2;7;6;9;12;17;8;20;26;24;4;23;16;22
18;19;15;21;25;3;11;13;12;5;10;1;2;7;6;9;14;17;8;20;26;24;4;23;16;22;5;5809064
5;5809064;18;19;15;21;25;3;11;13;12;5;10;1;2;7;6;9;14;17;8;20;26;24;4;23;16;22
18;19;15;21;25;3;11;5;12;13;10;1;2;7;6;9;14;17;8;20;26;24;4;23;16;22;5;5809124
5;5809124;18;19;15;21;25;3;11;5;12;13;10;1;2;7;6;9;14;17;8;20;26;24;4;23;16;22
18;19;15;21;26;3;11;5;12;13;10;1;2;7;6;9;14;17;8;20;25;24;4;23;16;22;5;5806529
5;5806529;18;19;15;21;26;3;11;5;12;13;10;1;2;7;6;9;14;17;8;20;25;24;4;23;16;22
12;19;15;21;26;3;11;5;18;13;10;1;2;7;6;9;14;17;8;20;25;24;4;23;16;22;5;5830326
5;5830326;12;19;15;21;26;3;11;5;18;13;10;1;2;7;6;9;14;17;8;20;25;24;4;23;16;22
12;19;15;21;26;3;11;13;18;5;10;1;2;7;6;9;14;17;8;20;25;24;4;23;16;22;5;5830266
5;5830266;12;19;15;21;26;3;11;13;18;5;10;1;2;7;6;9;14;17;8;20;25;24;4;23;16;22
12;19;10;21;26;3;11;13;18;5;15;1;2;7;6;9;14;17;8;20;25;24;4;23;16;22;5;5818624
5;5818624;12;19;10;21;26;3;11;13;18;5;15;1;2;7;6;9;14;17;8;20;25;24;4;23;16;22
12;19;10;21;26;3;7;13;18;5;15;1;2;11;6;9;14;17;8;20;25;24;4;23;16;22;5;5856063
5;5856063;12;19;10;21;26;3;7;13;18;5;15;1;2;11;6;9;14;17;8;20;25;24;4;23;16;22
12;19;10;21;26;3;7;13;18;5;15;1;2;11;23;9;14;17;8;20;25;24;4;6;16;22;5;5860460
5;5860460;12;19;10;21;26;3;7;13;18;5;15;1;2;11;23;9;14;17;8;20;25;24;4;6;16;22
20;19;10;21;26;3;7;13;18;5;15;1;2;11;23;9;14;17;8;12;25;24;4;6;16;22;5;5850511
5;5850511;20;19;10;21;26;3;7;13;18;5;15;1;2;11;23;9;14;17;8;12;25;24;4;6;16;22
20;19;10;21;26;3;7;13;18;5;9;1;2;11;23;15;14;17;8;12;25;24;4;6;16;22;5;5794048
5;5794048;20;19;10;21;26;3;7;13;18;5;9;1;2;11;23;15;14;17;8;12;25;24;4;6;16;22
20;19;10;21;26;3;7;13;18;5;14;1;2;11;23;15;9;17;8;12;25;24;4;6;16;22;5;5806513
5;5806513;20;19;10;21;26;3;7;13;18;5;14;1;2;11;23;15;9;17;8;12;25;24;4;6;16;22
20;19;10;21;14;3;7;13;18;5;26;1;2;11;23;15;9;17;8;12;25;24;4;6;16;22;5;5861189
5;5861189;20;19;10;21;14;3;7;13;18;5;26;1;2;11;23;15;9;17;8;12;25;24;4;6;16;22
20;9;10;21;14;3;7;13;18;5;26;1;2;11;23;15;19;17;8;12;25;24;4;6;16;22;5;5894621
5;5894621;20;9;10;21;14;3;7;13;18;5;26;1;2;11;23;15;19;17;8;12;25;24;4;6;16;22
20;9;10;21;14;3;7;13;18;5;26;1;2;11;23;15;19;12;8;17;25;24;4;6;16;22;5;5845434
5;5845434;20;9;10;21;14;3;7;13;18;5;26;1;2;11;23;15;19;12;8;17;25;24;4;6;16;22
20;7;10;21;14;3;9;13;18;5;26;1;2;11;23;15;19;12;8;17;25;24;4;6;16;22;5;5888851
5;5888851;20;7;10;21;14;3;9;13;18;5;26;1;2;11;23;15;19;12;8;17;25;24;4;6;16;22
20;7;10;21;14;3;9;13;18;22;26;1;2;11;23;15;19;12;8;17;25;24;4;6;16;5;5;6025753
6;6025753;20;7;10;21;14;3;9;13;18;22;26;1;2;11;23;15;19;12;8;17;25;24;4;6;16;5
20;7;10;21;14;3;9;13;18;22;26;1;2;11;23;25;19;12;8;17;15;24;4;6;16;5;6;6022042
6;6022042;20;7;10;21;14;3;9;13;18;22;26;1;2;11;23;25;19;12;8;17;15;24;4;6;16;5
20;7;10;21;14;3;9;13;18;22;26;1;2;19;23;25;11;12;8;17;15;24;4;6;16;5;6;5980952
6;5980952;20;7;10;21;14;3;9;13;18;22;26;1;2;19;23;25;11;12;8;17;15;24;4;6;16;5
20;7;10;21;14;3;9;13;18;22;5;1;2;19;23;25;11;12;8;17;15;24;4;6;16;26;6;5798774
6;5798774;20;7;10;21;14;3;9;13;18;22;5;1;2;19;23;25;11;12;8;17;15;24;4;6;16;26
20;7;10;21;14;3;9;13;18;22;5;1;4;19;23;25;11;12;8;17;15;24;2;6;16;26;6;5761712
6;5761712;20;7;10;21;14;3;9;13;18;22;5;1;4;19;23;25;11;12;8;17;15;24;2;6;16;26
20;7;10;21;14;3;9;13;18;22;5;1;4;19;23;11;25;12;8;17;15;24;2;6;16;26;6;5764845
6;5764845;20;7;10;21;14;3;9;13;18;22;5;1;4;19;23;11;25;12;8;17;15;24;2;6;16;26
23;7;10;21;14;3;9;13;18;22;5;1;4;19;20;11;25;12;8;17;15;24;2;6;16;26;6;5745442
6;5745442;23;7;10;21;14;3;9;13;18;22;5;1;4;19;20;11;25;12;8;17;15;24;2;6;16;26
23;7;10;21;14;3;9;13;18;22;5;1;4;19;20;11;25;12;8;17;15;2;24;6;16;26;6;5740353
6;5740353;23;7;10;21;14;3;9;13;18;22;5;1;4;19;20;11;25;12;8;17;15;2;24;6;16;26
9;7;10;21;14;3;23;13;18;22;5;1;4;19;20;11;25;12;8;17;15;2;24;6;16;26;6;5830334
6;5830334;9;7;10;21;14;3;23;13;18;22;5;1;4;19;20;11;25;12;8;17;15;2;24;6;16;26
9;7;10;21;14;3;23;13;18;22;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;26;6;5852858
6;5852858;9;7;10;21;14;3;23;13;18;22;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;26
9;18;10;21;14;3;23;13;7;22;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;26;6;5943848
6;5943848;9;18;10;21;14;3;23;13;7;22;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;26
9;18;10;21;22;3;23;13;7;14;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;26;6;5783625
6;5783625;9;18;10;21;22;3;23;13;7;14;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;26
9;18;10;21;22;26;23;13;7;14;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;3;6;5779478
6;5779478;9;18;10;21;22;26;23;13;7;14;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;3
3;18;10;21;22;26;23;13;7;14;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;9;6;5770248
6;5770248;3;18;10;21;22;26;23;13;7;14;5;1;2;19;20;11;25;12;8;17;15;4;24;6;16;9
3;18;10;21;22;26;23;24;7;14;5;1;2;19;20;11;25;12;8;17;15;4;13;6;16;9;6;5789896
6;5789896;3;18;10;21;22;26;23;24;7;14;5;1;2;19;20;11;25;12;8;17;15;4;13;6;16;9
3;18;10;21;22;26;23;24;7;14;5;1;2;19;20;11;4;12;8;17;15;25;13;6;16;9;6;5791866
6;5791866;3;18;10;21;22;26;23;24;7;14;5;1;2;19;20;11;4;12;8;17;15;25;13;6;16;9
3;18;10;21;24;26;23;22;7;14;5;1;2;19;20;11;4;12;8;17;15;25;13;6;16;9;6;5782959
6;5782959;3;18;10;21;24;26;23;22;7;14;5;1;2;19;20;11;4;12;8;17;15;25;13;6;16;9
3;18;10;22;24;26;23;21;7;14;5;1;2;19;20;11;4;12;8;17;15;25;13;6;16;9;6;5760949
6;5760949;3;18;10;22;24;26;23;21;7;14;5;1;2;19;20;11;4;12;8;17;15;25;13;6;16;9
3;18;10;22;24;26;16;21;7;14;5;1;2;19;20;11;4;12;8;17;15;25;13;6;23;9;6;5756265
6;5756265;3;18;10;22;24;26;16;21;7;14;5;1;2;19;20;11;4;12;8;17;15;25;13;6;23;9
