"X1";"X5801793";"X2";"X20";"X16";"X23";"X14";"X21";"X25";"X22";"X17";"X4";"X11";"X3";"X1.1";"X24";"X5";"X8";"X12";"X9";"X15";"X26";"X13";"X10";"X6";"X19";"X7";"X18"
2;5882869;22;20;16;23;8;4;21;26;19;15;14;3;2;9;13;5;25;17;1;11;6;10;12;24;7;18
22;20;16;23;8;4;21;26;19;15;14;3;2;9;13;5;25;17;1;11;6;10;7;24;12;18;2;5887312
2;5887312;22;20;16;23;8;4;21;26;19;15;14;3;2;9;13;5;25;17;1;11;6;10;7;24;12;18
22;20;16;23;8;4;21;26;19;15;14;25;2;9;13;5;3;17;1;11;6;10;7;24;12;18;2;5851099
2;5851099;22;20;16;23;8;4;21;26;19;15;14;25;2;9;13;5;3;17;1;11;6;10;7;24;12;18
22;20;16;23;8;2;21;26;19;15;14;25;4;9;13;5;3;17;1;11;6;10;7;24;12;18;2;5821522
2;5821522;22;20;16;23;8;2;21;26;19;15;14;25;4;9;13;5;3;17;1;11;6;10;7;24;12;18
22;20;16;23;8;2;21;26;19;15;14;25;4;9;13;11;3;17;1;5;6;10;7;24;12;18;2;5992644
2;5992644;22;20;16;23;8;2;21;26;19;15;14;25;4;9;13;11;3;17;1;5;6;10;7;24;12;18
22;20;16;23;24;2;21;26;19;15;14;25;4;9;13;11;3;17;1;5;6;10;7;8;12;18;2;6000350
2;6000350;22;20;16;23;24;2;21;26;19;15;14;25;4;9;13;11;3;17;1;5;6;10;7;8;12;18
22;20;16;23;24;2;21;26;19;15;14;25;4;9;13;11;3;17;1;5;6;10;7;8;18;12;2;6000350
2;6000350;22;20;16;23;24;2;21;26;19;15;14;25;4;9;13;11;3;17;1;5;6;10;7;8;18;12
22;20;16;23;24;2;21;26;6;15;14;25;4;9;13;11;3;17;1;5;19;10;7;8;18;12;2;6109496
2;6109496;22;20;16;23;24;2;21;26;6;15;14;25;4;9;13;11;3;17;1;5;19;10;7;8;18;12
22;20;16;15;24;2;21;26;6;23;14;25;4;9;13;11;3;17;1;5;19;10;7;8;18;12;2;6094654
2;6094654;22;20;16;15;24;2;21;26;6;23;14;25;4;9;13;11;3;17;1;5;19;10;7;8;18;12
22;20;16;15;24;2;21;26;6;23;14;25;4;9;13;11;3;5;1;17;19;10;7;8;18;12;2;5824727
2;5824727;22;20;16;15;24;2;21;26;6;23;14;25;4;9;13;11;3;5;1;17;19;10;7;8;18;12
22;20;16;15;24;2;21;26;6;23;14;13;4;9;25;11;3;5;1;17;19;10;7;8;18;12;2;5806532
2;5806532;22;20;16;15;24;2;21;26;6;23;14;13;4;9;25;11;3;5;1;17;19;10;7;8;18;12
22;20;16;15;24;2;21;18;6;23;14;13;4;9;25;11;3;5;1;17;19;10;7;8;26;12;2;5777081
2;5777081;22;20;16;15;24;2;21;18;6;23;14;13;4;9;25;11;3;5;1;17;19;10;7;8;26;12
22;20;16;15;24;2;21;25;6;23;14;13;4;9;18;11;3;5;1;17;19;10;7;8;26;12;2;5728841
2;5728841;22;20;16;15;24;2;21;25;6;23;14;13;4;9;18;11;3;5;1;17;19;10;7;8;26;12
22;20;16;15;25;2;21;24;6;23;14;13;4;9;18;11;3;5;1;17;19;10;7;8;26;12;2;5729882
2;5729882;22;20;16;15;25;2;21;24;6;23;14;13;4;9;18;11;3;5;1;17;19;10;7;8;26;12
22;20;16;15;25;2;6;24;21;23;14;13;4;9;18;11;3;5;1;17;19;10;7;8;26;12;2;5709953
2;5709953;22;20;16;15;25;2;6;24;21;23;14;13;4;9;18;11;3;5;1;17;19;10;7;8;26;12
22;20;16;15;25;2;6;24;10;23;14;13;4;9;18;11;3;5;1;17;19;21;7;8;26;12;2;5724219
3;5724219;22;20;16;15;25;2;6;24;10;23;14;13;4;9;18;11;3;5;1;17;19;21;7;8;26;12
22;20;18;15;25;2;6;24;10;23;14;13;4;9;16;11;3;5;1;17;19;21;7;8;26;12;3;5733599
3;5733599;22;20;18;15;25;2;6;24;10;23;14;13;4;9;16;11;3;5;1;17;19;21;7;8;26;12
22;20;18;15;25;9;6;24;10;23;14;13;4;2;16;11;3;5;1;17;19;21;7;8;26;12;3;5777353
3;5777353;22;20;18;15;25;9;6;24;10;23;14;13;4;2;16;11;3;5;1;17;19;21;7;8;26;12
22;20;18;15;25;9;6;24;10;23;14;1;4;2;16;11;3;5;13;17;19;21;7;8;26;12;3;5825208
3;5825208;22;20;18;15;25;9;6;24;10;23;14;1;4;2;16;11;3;5;13;17;19;21;7;8;26;12
22;12;18;15;25;9;6;24;10;23;14;1;4;2;16;11;3;5;13;17;19;21;7;8;26;20;3;5780108
3;5780108;22;12;18;15;25;9;6;24;10;23;14;1;4;2;16;11;3;5;13;17;19;21;7;8;26;20
22;10;18;15;25;9;6;24;12;23;14;1;4;2;16;11;3;5;13;17;19;21;7;8;26;20;3;5771769
3;5771769;22;10;18;15;25;9;6;24;12;23;14;1;4;2;16;11;3;5;13;17;19;21;7;8;26;20
22;10;18;15;25;9;6;24;12;23;14;1;4;2;16;11;3;7;13;17;19;21;5;8;26;20;3;5958317
3;5958317;22;10;18;15;25;9;6;24;12;23;14;1;4;2;16;11;3;7;13;17;19;21;5;8;26;20
22;10;18;15;25;17;6;24;12;23;14;1;4;2;16;11;3;7;13;9;19;21;5;8;26;20;3;6063371
3;6063371;22;10;18;15;25;17;6;24;12;23;14;1;4;2;16;11;3;7;13;9;19;21;5;8;26;20
22;10;18;15;25;17;6;24;9;23;14;1;4;2;16;11;3;7;13;12;19;21;5;8;26;20;3;5964743
3;5964743;22;10;18;15;25;17;6;24;9;23;14;1;4;2;16;11;3;7;13;12;19;21;5;8;26;20
22;10;18;15;25;17;6;24;9;23;14;1;4;2;16;11;3;21;13;12;19;7;5;8;26;20;3;5984960
3;5984960;22;10;18;15;25;17;6;24;9;23;14;1;4;2;16;11;3;21;13;12;19;7;5;8;26;20
22;10;18;15;25;17;6;24;9;23;14;1;3;2;16;11;4;21;13;12;19;7;5;8;26;20;3;5995106
3;5995106;22;10;18;15;25;17;6;24;9;23;14;1;3;2;16;11;4;21;13;12;19;7;5;8;26;20
22;10;18;15;25;17;6;12;9;23;14;1;3;2;16;11;4;21;13;24;19;7;5;8;26;20;3;5951063
3;5951063;22;10;18;15;25;17;6;12;9;23;14;1;3;2;16;11;4;21;13;24;19;7;5;8;26;20
22;10;18;15;25;17;6;12;9;23;14;1;3;2;16;11;4;21;7;24;19;13;5;8;26;20;3;5902165
3;5902165;22;10;18;15;25;17;6;12;9;23;14;1;3;2;16;11;4;21;7;24;19;13;5;8;26;20
22;10;18;15;25;17;6;12;9;23;14;3;1;2;16;11;4;21;7;24;19;13;5;8;26;20;3;5924080
3;5924080;22;10;18;15;25;17;6;12;9;23;14;3;1;2;16;11;4;21;7;24;19;13;5;8;26;20
22;10;1;15;25;17;6;12;9;23;14;3;18;2;16;11;4;21;7;24;19;13;5;8;26;20;3;5878513
3;5878513;22;10;1;15;25;17;6;12;9;23;14;3;18;2;16;11;4;21;7;24;19;13;5;8;26;20
22;10;1;15;25;23;6;12;9;17;14;3;18;2;16;11;4;21;7;24;19;13;5;8;26;20;3;5882295
3;5882295;22;10;1;15;25;23;6;12;9;17;14;3;18;2;16;11;4;21;7;24;19;13;5;8;26;20
5;10;1;15;25;23;6;12;9;17;14;3;18;2;16;11;4;21;7;24;19;13;22;8;26;20;3;5945531
3;5945531;5;10;1;15;25;23;6;12;9;17;14;3;18;2;16;11;4;21;7;24;19;13;22;8;26;20
5;10;1;15;25;23;6;12;9;17;20;3;18;2;16;11;4;21;7;24;19;13;22;8;26;14;3;5916455
3;5916455;5;10;1;15;25;23;6;12;9;17;20;3;18;2;16;11;4;21;7;24;19;13;22;8;26;14
5;10;1;15;25;23;21;12;9;17;20;3;18;2;16;11;4;6;7;24;19;13;22;8;26;14;3;5955629
3;5955629;5;10;1;15;25;23;21;12;9;17;20;3;18;2;16;11;4;6;7;24;19;13;22;8;26;14
5;10;1;15;25;23;21;12;9;17;20;3;18;2;7;11;4;6;16;24;19;13;22;8;26;14;3;5975496
3;5975496;5;10;1;15;25;23;21;12;9;17;20;3;18;2;7;11;4;6;16;24;19;13;22;8;26;14
5;10;1;15;24;23;21;12;9;17;20;3;18;2;7;11;4;6;16;25;19;13;22;8;26;14;3;5974983
4;5974983;5;10;1;15;24;23;21;12;9;17;20;3;18;2;7;11;4;6;16;25;19;13;22;8;26;14
5;10;1;15;24;23;21;12;9;17;20;3;16;2;7;11;4;6;18;25;19;13;22;8;26;14;4;5950518
4;5950518;5;10;1;15;24;23;21;12;9;17;20;3;16;2;7;11;4;6;18;25;19;13;22;8;26;14
5;10;1;15;24;23;21;12;4;17;20;3;16;2;7;11;9;6;18;25;19;13;22;8;26;14;4;5925672
4;5925672;5;10;1;15;24;23;21;12;4;17;20;3;16;2;7;11;9;6;18;25;19;13;22;8;26;14
5;10;1;15;24;23;21;12;4;17;20;3;11;2;7;16;9;6;18;25;19;13;22;8;26;14;4;5923329
4;5923329;5;10;1;15;24;23;21;12;4;17;20;3;11;2;7;16;9;6;18;25;19;13;22;8;26;14
5;10;1;15;24;23;21;12;4;17;20;3;11;2;7;16;9;6;18;25;14;13;22;8;26;19;4;5939189
4;5939189;5;10;1;15;24;23;21;12;4;17;20;3;11;2;7;16;9;6;18;25;14;13;22;8;26;19
5;10;1;15;23;24;21;12;4;17;20;3;11;2;7;16;9;6;18;25;14;13;22;8;26;19;4;5942781
4;5942781;5;10;1;15;23;24;21;12;4;17;20;3;11;2;7;16;9;6;18;25;14;13;22;8;26;19
5;10;1;15;23;24;21;12;4;17;7;3;11;2;20;16;9;6;18;25;14;13;22;8;26;19;4;5954287
4;5954287;5;10;1;15;23;24;21;12;4;17;7;3;11;2;20;16;9;6;18;25;14;13;22;8;26;19
5;10;1;15;23;24;21;12;4;17;7;3;11;2;20;22;9;6;18;25;14;13;16;8;26;19;4;5938090
4;5938090;5;10;1;15;23;24;21;12;4;17;7;3;11;2;20;22;9;6;18;25;14;13;16;8;26;19
5;10;1;15;23;24;21;12;4;17;7;3;11;2;20;22;9;8;18;25;14;13;16;6;26;19;4;5838859
4;5838859;5;10;1;15;23;24;21;12;4;17;7;3;11;2;20;22;9;8;18;25;14;13;16;6;26;19
5;10;1;15;23;24;21;12;4;17;7;3;11;2;20;22;26;8;18;25;14;13;16;6;9;19;4;5875910
4;5875910;5;10;1;15;23;24;21;12;4;17;7;3;11;2;20;22;26;8;18;25;14;13;16;6;9;19
5;10;1;15;23;19;21;12;4;17;7;3;11;2;20;22;26;8;18;25;14;13;16;6;9;24;4;5892036
4;5892036;5;10;1;15;23;19;21;12;4;17;7;3;11;2;20;22;26;8;18;25;14;13;16;6;9;24
5;10;1;15;23;19;21;12;4;17;7;3;11;8;20;22;26;2;18;25;14;13;16;6;9;24;4;5913110
4;5913110;5;10;1;15;23;19;21;12;4;17;7;3;11;8;20;22;26;2;18;25;14;13;16;6;9;24
5;10;1;15;9;19;21;12;4;17;7;3;11;8;20;22;26;2;18;25;14;13;16;6;23;24;4;5945028
4;5945028;5;10;1;15;9;19;21;12;4;17;7;3;11;8;20;22;26;2;18;25;14;13;16;6;23;24
3;10;1;15;9;19;21;12;4;17;7;5;11;8;20;22;26;2;18;25;14;13;16;6;23;24;4;5847455
4;5847455;3;10;1;15;9;19;21;12;4;17;7;5;11;8;20;22;26;2;18;25;14;13;16;6;23;24
3;10;1;25;9;19;21;12;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;6;23;24;4;5852177
4;5852177;3;10;1;25;9;19;21;12;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;6;23;24
3;6;1;25;9;19;21;12;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;23;24;4;5851622
4;5851622;3;6;1;25;9;19;21;12;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;23;24
3;6;1;25;9;19;21;23;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;12;24;4;5859089
4;5859089;3;6;1;25;9;19;21;23;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;12;24
3;6;1;25;9;23;21;19;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;12;24;4;5855021
4;5855021;3;6;1;25;9;23;21;19;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;12;24
3;6;1;25;23;9;21;19;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;12;24;4;5804460
4;5804460;3;6;1;25;23;9;21;19;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;12;24
1;6;3;25;23;9;21;19;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;12;24;4;5798788
4;5798788;1;6;3;25;23;9;21;19;4;17;7;5;11;8;20;22;26;2;18;15;14;13;16;10;12;24
1;6;3;25;23;9;21;19;4;17;7;5;11;26;20;22;8;2;18;15;14;13;16;10;12;24;4;5781027
5;5781027;1;6;3;25;23;9;21;19;4;17;7;5;11;26;20;22;8;2;18;15;14;13;16;10;12;24
22;6;3;25;23;9;21;19;4;17;7;5;11;26;20;1;8;2;18;15;14;13;16;10;12;24;5;5784512
5;5784512;22;6;3;25;23;9;21;19;4;17;7;5;11;26;20;1;8;2;18;15;14;13;16;10;12;24
22;6;3;25;23;8;21;19;4;17;7;5;11;26;20;1;9;2;18;15;14;13;16;10;12;24;5;5740763
5;5740763;22;6;3;25;23;8;21;19;4;17;7;5;11;26;20;1;9;2;18;15;14;13;16;10;12;24
22;6;3;25;11;8;21;19;4;17;7;5;23;26;20;1;9;2;18;15;14;13;16;10;12;24;5;5740758
5;5740758;22;6;3;25;11;8;21;19;4;17;7;5;23;26;20;1;9;2;18;15;14;13;16;10;12;24
22;6;3;25;11;14;21;19;4;17;7;5;23;26;20;1;9;2;18;15;8;13;16;10;12;24;5;5776890
5;5776890;22;6;3;25;11;14;21;19;4;17;7;5;23;26;20;1;9;2;18;15;8;13;16;10;12;24
22;6;3;25;11;14;21;19;4;17;7;5;23;26;20;1;9;2;15;18;8;13;16;10;12;24;5;5862511
5;5862511;22;6;3;25;11;14;21;19;4;17;7;5;23;26;20;1;9;2;15;18;8;13;16;10;12;24
22;6;3;25;11;14;21;15;4;17;7;5;23;26;20;1;9;2;19;18;8;13;16;10;12;24;5;5836853
5;5836853;22;6;3;25;11;14;21;15;4;17;7;5;23;26;20;1;9;2;19;18;8;13;16;10;12;24
22;23;3;25;11;14;21;15;4;17;7;5;6;26;20;1;9;2;19;18;8;13;16;10;12;24;5;5844646
5;5844646;22;23;3;25;11;14;21;15;4;17;7;5;6;26;20;1;9;2;19;18;8;13;16;10;12;24
22;23;3;25;11;14;21;15;4;17;7;5;2;26;20;1;9;6;19;18;8;13;16;10;12;24;5;5841223
5;5841223;22;23;3;25;11;14;21;15;4;17;7;5;2;26;20;1;9;6;19;18;8;13;16;10;12;24
22;7;3;25;11;14;21;15;4;17;23;5;2;26;20;1;9;6;19;18;8;13;16;10;12;24;5;5867342
5;5867342;22;7;3;25;11;14;21;15;4;17;23;5;2;26;20;1;9;6;19;18;8;13;16;10;12;24
22;7;3;25;18;14;21;15;4;17;23;5;2;26;20;1;9;6;19;11;8;13;16;10;12;24;5;5837410
5;5837410;22;7;3;25;18;14;21;15;4;17;23;5;2;26;20;1;9;6;19;11;8;13;16;10;12;24
22;7;3;25;18;14;2;15;4;17;23;5;21;26;20;1;9;6;19;11;8;13;16;10;12;24;5;5827313
5;5827313;22;7;3;25;18;14;2;15;4;17;23;5;21;26;20;1;9;6;19;11;8;13;16;10;12;24
22;7;3;25;5;14;2;15;4;17;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24;5;5817730
5;5817730;22;7;3;25;5;14;2;15;4;17;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24
22;7;3;25;5;14;2;4;15;17;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24;5;5819150
5;5819150;22;7;3;25;5;14;2;4;15;17;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24
22;7;17;25;5;14;2;4;15;3;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24;5;5783268
5;5783268;22;7;17;25;5;14;2;4;15;3;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24
14;7;17;25;5;22;2;4;15;3;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24;5;5827672
5;5827672;14;7;17;25;5;22;2;4;15;3;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24
14;7;2;25;5;22;17;4;15;3;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24;5;5837080
5;5837080;14;7;2;25;5;22;17;4;15;3;23;18;21;26;20;1;9;6;19;11;8;13;16;10;12;24
14;7;2;25;5;22;21;4;15;3;23;18;17;26;20;1;9;6;19;11;8;13;16;10;12;24;5;5825909
5;5825909;14;7;2;25;5;22;21;4;15;3;23;18;17;26;20;1;9;6;19;11;8;13;16;10;12;24
14;7;2;25;5;22;21;4;15;3;23;18;17;9;20;1;26;6;19;11;8;13;16;10;12;24;5;5878946
5;5878946;14;7;2;25;5;22;21;4;15;3;23;18;17;9;20;1;26;6;19;11;8;13;16;10;12;24
20;7;2;25;5;22;21;4;15;3;23;18;17;9;14;1;26;6;19;11;8;13;16;10;12;24;5;5910250
5;5910250;20;7;2;25;5;22;21;4;15;3;23;18;17;9;14;1;26;6;19;11;8;13;16;10;12;24
20;7;2;25;5;22;21;4;15;3;23;18;17;9;13;1;26;6;19;11;8;14;16;10;12;24;5;5925185
6;5925185;20;7;2;25;5;22;21;4;15;3;23;18;17;9;13;1;26;6;19;11;8;14;16;10;12;24
20;7;2;25;5;22;21;4;15;3;23;10;17;9;13;1;26;6;19;11;8;14;16;18;12;24;6;6122554
6;6122554;20;7;2;25;5;22;21;4;15;3;23;10;17;9;13;1;26;6;19;11;8;14;16;18;12;24
12;7;2;25;5;22;21;4;15;3;23;10;17;9;13;1;26;6;19;11;8;14;16;18;20;24;6;6102316
6;6102316;12;7;2;25;5;22;21;4;15;3;23;10;17;9;13;1;26;6;19;11;8;14;16;18;20;24
12;7;2;25;5;22;21;4;15;3;23;10;17;9;13;1;26;6;19;11;8;14;20;18;16;24;6;6202004
6;6102316;12;7;2;25;5;22;21;4;15;3;23;10;17;9;13;1;26;6;19;11;8;14;16;18;20;24
12;7;2;25;5;22;21;4;15;3;23;10;17;8;13;1;26;6;19;11;9;14;16;18;20;24;6;6201241
6;6201241;12;7;2;25;5;22;21;4;15;3;23;10;17;8;13;1;26;6;19;11;9;14;16;18;20;24
12;7;2;25;5;6;21;4;15;3;23;10;17;8;13;1;26;22;19;11;9;14;16;18;20;24;6;6213732
6;6213732;12;7;2;25;5;6;21;4;15;3;23;10;17;8;13;1;26;22;19;11;9;14;16;18;20;24
18;7;2;25;5;6;21;4;15;3;23;10;17;8;13;1;26;22;19;11;9;14;16;12;20;24;6;6135875
6;6135875;18;7;2;25;5;6;21;4;15;3;23;10;17;8;13;1;26;22;19;11;9;14;16;12;20;24
18;7;2;25;5;6;21;4;15;3;13;10;17;8;23;1;26;22;19;11;9;14;16;12;20;24;6;6123180
6;6123180;18;7;2;25;5;6;21;4;15;3;13;10;17;8;23;1;26;22;19;11;9;14;16;12;20;24
18;7;2;25;5;6;21;4;16;3;13;10;17;8;23;1;26;22;19;11;9;14;15;12;20;24;6;6154873
6;6154873;18;7;2;25;5;6;21;4;16;3;13;10;17;8;23;1;26;22;19;11;9;14;15;12;20;24
18;7;2;25;5;6;21;4;16;3;13;26;17;8;23;1;10;22;19;11;9;14;15;12;20;24;6;6154450
6;6154450;18;7;2;25;5;6;21;4;16;3;13;26;17;8;23;1;10;22;19;11;9;14;15;12;20;24
18;7;2;25;16;6;21;4;5;3;13;26;17;8;23;1;10;22;19;11;9;14;15;12;20;24;6;5898713
6;5898713;18;7;2;25;16;6;21;4;5;3;13;26;17;8;23;1;10;22;19;11;9;14;15;12;20;24
1;7;2;25;16;6;21;4;5;3;13;26;17;8;23;18;10;22;19;11;9;14;15;12;20;24;6;5991318
6;5991318;1;7;2;25;16;6;21;4;5;3;13;26;17;8;23;18;10;22;19;11;9;14;15;12;20;24
1;7;2;25;16;6;21;14;5;3;13;26;17;8;23;18;10;22;19;11;9;4;15;12;20;24;6;5979622
6;5979622;1;7;2;25;16;6;21;14;5;3;13;26;17;8;23;18;10;22;19;11;9;4;15;12;20;24
1;7;2;25;16;6;21;14;5;3;13;26;17;8;23;18;10;22;19;11;9;12;15;4;20;24;6;5982538
6;5982538;1;7;2;25;16;6;21;14;5;3;13;26;17;8;23;18;10;22;19;11;9;12;15;4;20;24
1;7;2;25;19;6;21;14;5;3;13;26;17;8;23;18;10;22;16;11;9;12;15;4;20;24;6;5961075
6;5961075;1;7;2;25;19;6;21;14;5;3;13;26;17;8;23;18;10;22;16;11;9;12;15;4;20;24
1;7;2;25;19;21;6;14;5;3;13;26;17;8;23;18;10;22;16;11;9;12;15;4;20;24;6;5961075
6;5961075;1;7;2;25;19;21;6;14;5;3;13;26;17;8;23;18;10;22;16;11;9;12;15;4;20;24
1;7;16;25;19;21;6;14;5;3;13;26;17;8;23;18;10;22;2;11;9;12;15;4;20;24;6;5973163
6;5973163;1;7;16;25;19;21;6;14;5;3;13;26;17;8;23;18;10;22;2;11;9;12;15;4;20;24
1;7;15;25;19;21;6;14;5;3;13;26;17;8;23;18;10;22;2;11;9;12;16;4;20;24;6;5967073
6;5967073;1;7;15;25;19;21;6;14;5;3;13;26;17;8;23;18;10;22;2;11;9;12;16;4;20;24
1;7;15;25;19;21;6;14;5;3;13;26;17;8;24;18;10;22;2;11;9;12;16;4;20;23;6;5963423
6;5963423;1;7;15;25;19;21;6;14;5;3;13;26;17;8;24;18;10;22;2;11;9;12;16;4;20;23
