"X1";"X6216985";"X6";"X20";"X18";"X13";"X9";"X26";"X21";"X10";"X15";"X2";"X12";"X11";"X25";"X8";"X7";"X23";"X4";"X1.1";"X16";"X17";"X5";"X22";"X14";"X3";"X24";"X19"
21;11;13;3;10;4;5;7;20;14;1;18;23;8;9;12;16;24;15;26;22;2;25;19;6;17;4;5930874
4;5930874;21;11;13;3;10;4;5;7;20;14;1;18;23;8;9;12;16;24;15;26;22;2;25;19;6;17
21;11;13;3;10;4;5;7;20;24;1;18;23;8;9;12;16;14;15;26;22;2;25;19;6;17;4;5858491
4;5858491;21;11;13;3;10;4;5;7;20;24;1;18;23;8;9;12;16;14;15;26;22;2;25;19;6;17
20;11;13;3;10;4;5;7;21;24;1;18;23;8;9;12;16;14;15;26;22;2;25;19;6;17;4;5855968
4;5855968;20;11;13;3;10;4;5;7;21;24;1;18;23;8;9;12;16;14;15;26;22;2;25;19;6;17
5;11;13;3;10;4;20;7;21;24;1;18;23;8;9;12;16;14;15;26;22;2;25;19;6;17;4;5870608
4;5870608;5;11;13;3;10;4;20;7;21;24;1;18;23;8;9;12;16;14;15;26;22;2;25;19;6;17
5;11;13;9;10;4;20;7;21;24;1;18;23;8;3;12;16;14;15;26;22;2;25;19;6;17;4;5860729
4;5860729;5;11;13;9;10;4;20;7;21;24;1;18;23;8;3;12;16;14;15;26;22;2;25;19;6;17
13;11;5;9;10;4;20;7;21;24;1;18;23;8;3;12;16;14;15;26;22;2;25;19;6;17;4;5888133
4;5888133;13;11;5;9;10;4;20;7;21;24;1;18;23;8;3;12;16;14;15;26;22;2;25;19;6;17
13;14;5;9;10;4;20;7;21;24;1;18;23;8;3;12;16;11;15;26;22;2;25;19;6;17;4;5976966
4;5976966;13;14;5;9;10;4;20;7;21;24;1;18;23;8;3;12;16;11;15;26;22;2;25;19;6;17
13;14;5;9;10;4;20;12;21;24;1;18;23;8;3;7;16;11;15;26;22;2;25;19;6;17;4;5975703
4;5975703;13;14;5;9;10;4;20;12;21;24;1;18;23;8;3;7;16;11;15;26;22;2;25;19;6;17
13;14;5;9;10;17;20;12;21;24;1;18;23;8;3;7;16;11;15;26;22;2;25;19;6;4;4;5977714
4;5977714;13;14;5;9;10;17;20;12;21;24;1;18;23;8;3;7;16;11;15;26;22;2;25;19;6;4
13;14;20;9;10;17;5;12;21;24;1;18;23;8;3;7;16;11;15;26;22;2;25;19;6;4;4;5917759
4;5917759;13;14;20;9;10;17;5;12;21;24;1;18;23;8;3;7;16;11;15;26;22;2;25;19;6;4
13;14;20;15;10;17;5;12;21;24;1;18;23;8;3;7;16;11;9;26;22;2;25;19;6;4;4;5845274
4;5845274;13;14;20;15;10;17;5;12;21;24;1;18;23;8;3;7;16;11;9;26;22;2;25;19;6;4
13;14;20;15;10;17;5;12;21;24;19;18;23;8;3;7;16;11;9;26;22;2;25;1;6;4;4;5857565
4;5857565;13;14;20;15;10;17;5;12;21;24;19;18;23;8;3;7;16;11;9;26;22;2;25;1;6;4
13;14;20;15;10;17;5;12;21;24;19;18;23;8;3;7;6;11;9;26;22;2;25;1;16;4;4;5844402
4;5844402;13;14;20;15;10;17;5;12;21;24;19;18;23;8;3;7;6;11;9;26;22;2;25;1;16;4
13;8;20;15;10;17;5;12;21;24;19;18;23;14;3;7;6;11;9;26;22;2;25;1;16;4;4;5858535
4;5858535;13;8;20;15;10;17;5;12;21;24;19;18;23;14;3;7;6;11;9;26;22;2;25;1;16;4
13;8;20;15;10;17;5;12;4;24;19;18;23;14;3;7;6;11;9;26;22;2;25;1;16;21;4;5841646
4;5841646;13;8;20;15;10;17;5;12;4;24;19;18;23;14;3;7;6;11;9;26;22;2;25;1;16;21
13;8;20;15;16;17;5;12;4;24;19;18;23;14;3;7;6;11;9;26;22;2;25;1;10;21;4;5848251
4;5848251;13;8;20;15;16;17;5;12;4;24;19;18;23;14;3;7;6;11;9;26;22;2;25;1;10;21
13;8;20;15;4;17;5;12;16;24;19;18;23;14;3;7;6;11;9;26;22;2;25;1;10;21;4;5817966
5;5817966;13;8;20;15;4;17;5;12;16;24;19;18;23;14;3;7;6;11;9;26;22;2;25;1;10;21
13;8;20;15;4;17;5;12;16;25;19;18;23;14;3;7;6;11;9;26;22;2;24;1;10;21;5;5816345
5;5816345;13;8;20;15;4;17;5;12;16;25;19;18;23;14;3;7;6;11;9;26;22;2;24;1;10;21
23;8;20;15;4;17;5;12;16;25;19;18;13;14;3;7;6;11;9;26;22;2;24;1;10;21;5;5809585
5;5809585;23;8;20;15;4;17;5;12;16;25;19;18;13;14;3;7;6;11;9;26;22;2;24;1;10;21
23;8;20;15;4;17;5;12;16;25;19;18;13;14;3;9;6;11;7;26;22;2;24;1;10;21;5;5853446
5;5853446;23;8;20;15;4;17;5;12;16;25;19;18;13;14;3;9;6;11;7;26;22;2;24;1;10;21
23;8;9;15;4;17;5;12;16;25;19;18;13;14;3;20;6;11;7;26;22;2;24;1;10;21;5;5842254
5;5842254;23;8;9;15;4;17;5;12;16;25;19;18;13;14;3;20;6;11;7;26;22;2;24;1;10;21
23;8;9;15;4;17;5;12;16;25;19;6;13;14;3;20;18;11;7;26;22;2;24;1;10;21;5;5915203
5;5915203;23;8;9;15;4;17;5;12;16;25;19;6;13;14;3;20;18;11;7;26;22;2;24;1;10;21
23;8;9;15;4;17;10;12;16;25;19;6;13;14;3;20;18;11;7;26;22;2;24;1;5;21;5;5917302
5;5917302;23;8;9;15;4;17;10;12;16;25;19;6;13;14;3;20;18;11;7;26;22;2;24;1;5;21
23;18;9;15;4;17;10;12;16;25;19;6;13;14;3;20;8;11;7;26;22;2;24;1;5;21;5;5847674
5;5847674;23;18;9;15;4;17;10;12;16;25;19;6;13;14;3;20;8;11;7;26;22;2;24;1;5;21
23;18;9;15;4;24;10;12;16;25;19;6;13;14;3;20;8;11;7;26;22;2;17;1;5;21;5;5848577
5;5848577;23;18;9;15;4;24;10;12;16;25;19;6;13;14;3;20;8;11;7;26;22;2;17;1;5;21
23;18;9;15;4;24;10;12;16;25;19;6;13;14;3;22;8;11;7;26;20;2;17;1;5;21;5;5907271
5;5907271;23;18;9;15;4;24;10;12;16;25;19;6;13;14;3;22;8;11;7;26;20;2;17;1;5;21
23;6;9;15;4;24;10;12;16;25;19;18;13;14;3;22;8;11;7;26;20;2;17;1;5;21;5;5880324
5;5880324;23;6;9;15;4;24;10;12;16;25;19;18;13;14;3;22;8;11;7;26;20;2;17;1;5;21
23;6;9;15;4;24;10;12;16;25;19;18;13;21;3;22;8;11;7;26;20;2;17;1;5;14;5;5888049
5;5888049;23;6;9;15;4;24;10;12;16;25;19;18;13;21;3;22;8;11;7;26;20;2;17;1;5;14
23;6;9;15;4;24;10;26;16;25;19;18;13;21;3;22;8;11;7;12;20;2;17;1;5;14;5;5921865
5;5921865;23;6;9;15;4;24;10;26;16;25;19;18;13;21;3;22;8;11;7;12;20;2;17;1;5;14
23;6;9;15;4;24;10;14;16;25;19;18;13;21;3;22;8;11;7;12;20;2;17;1;5;26;5;5928952
5;5928952;23;6;9;15;4;24;10;14;16;25;19;18;13;21;3;22;8;11;7;12;20;2;17;1;5;26
23;6;18;15;4;24;10;14;16;25;19;9;13;21;3;22;8;11;7;12;20;2;17;1;5;26;5;5897355
5;5897355;23;6;18;15;4;24;10;14;16;25;19;9;13;21;3;22;8;11;7;12;20;2;17;1;5;26
10;6;18;15;4;24;23;14;16;25;19;9;13;21;3;22;8;11;7;12;20;2;17;1;5;26;5;5912209
5;5912209;10;6;18;15;4;24;23;14;16;25;19;9;13;21;3;22;8;11;7;12;20;2;17;1;5;26
10;6;18;15;4;24;9;14;16;25;19;23;13;21;3;22;8;11;7;12;20;2;17;1;5;26;5;6026665
5;6026665;10;6;18;15;4;24;9;14;16;25;19;23;13;21;3;22;8;11;7;12;20;2;17;1;5;26
10;6;18;15;4;24;9;14;16;25;19;23;13;21;3;22;8;26;7;12;20;2;17;1;5;11;5;6030315
5;6030315;10;6;18;15;4;24;9;14;16;25;19;23;13;21;3;22;8;26;7;12;20;2;17;1;5;11
10;6;18;15;4;24;9;14;16;25;19;23;13;21;3;22;17;26;7;12;20;2;8;1;5;11;5;6106414
5;6106414;10;6;18;15;4;24;9;14;16;25;19;23;13;21;3;22;17;26;7;12;20;2;8;1;5;11
10;6;18;15;4;24;25;14;16;9;19;23;13;21;3;22;17;26;7;12;20;2;8;1;5;11;5;6034326
5;6034326;10;6;18;15;4;24;25;14;16;9;19;23;13;21;3;22;17;26;7;12;20;2;8;1;5;11
10;6;18;15;4;24;25;14;16;9;11;23;13;21;3;22;17;26;7;12;20;2;8;1;5;19;5;6054480
6;6054480;10;6;18;15;4;24;25;14;16;9;11;23;13;21;3;22;17;26;7;12;20;2;8;1;5;19
10;6;18;15;4;24;25;14;16;9;11;23;13;21;3;22;26;17;7;12;20;2;8;1;5;19;6;6052399
6;6052399;10;6;18;15;4;24;25;14;16;9;11;23;13;21;3;22;26;17;7;12;20;2;8;1;5;19
10;6;18;15;4;11;25;14;16;9;24;23;13;21;3;22;26;17;7;12;20;2;8;1;5;19;6;6055475
6;6055475;10;6;18;15;4;11;25;14;16;9;24;23;13;21;3;22;26;17;7;12;20;2;8;1;5;19
10;6;18;15;4;11;25;14;16;9;24;23;13;19;3;22;26;17;7;12;20;2;8;1;5;21;6;6056623
6;6056623;10;6;18;15;4;11;25;14;16;9;24;23;13;19;3;22;26;17;7;12;20;2;8;1;5;21
10;6;18;15;4;11;25;14;16;9;24;23;13;8;3;22;26;17;7;12;20;2;19;1;5;21;6;6064212
6;6064212;10;6;18;15;4;11;25;14;16;9;24;23;13;8;3;22;26;17;7;12;20;2;19;1;5;21
10;6;18;15;4;11;25;14;16;9;24;23;13;8;3;5;26;17;7;12;20;2;19;1;22;21;6;6017871
6;6017871;10;6;18;15;4;11;25;14;16;9;24;23;13;8;3;5;26;17;7;12;20;2;19;1;22;21
10;6;18;15;4;1;25;14;16;9;24;23;13;8;3;5;26;17;7;12;20;2;19;11;22;21;6;5946233
6;5946233;10;6;18;15;4;1;25;14;16;9;24;23;13;8;3;5;26;17;7;12;20;2;19;11;22;21
10;6;18;15;4;1;25;14;16;9;23;24;13;8;3;5;26;17;7;12;20;2;19;11;22;21;6;5944952
6;5944952;10;6;18;15;4;1;25;14;16;9;23;24;13;8;3;5;26;17;7;12;20;2;19;11;22;21
10;6;18;15;4;1;25;9;16;14;23;24;13;8;3;5;26;17;7;12;20;2;19;11;22;21;6;5945012
6;5945012;10;6;18;15;4;1;25;9;16;14;23;24;13;8;3;5;26;17;7;12;20;2;19;11;22;21
10;6;18;15;4;1;25;9;16;14;23;24;13;8;3;22;26;17;7;12;20;2;19;11;5;21;6;5985627
6;5985627;10;6;18;15;4;1;25;9;16;14;23;24;13;8;3;22;26;17;7;12;20;2;19;11;5;21
10;6;18;15;4;17;25;9;16;14;23;24;13;8;3;22;26;1;7;12;20;2;19;11;5;21;6;5960400
6;5960400;10;6;18;15;4;17;25;9;16;14;23;24;13;8;3;22;26;1;7;12;20;2;19;11;5;21
10;6;18;15;4;17;25;9;16;14;23;24;13;8;3;22;26;1;12;7;20;2;19;11;5;21;6;5927079
6;5927079;10;6;18;15;4;17;25;9;16;14;23;24;13;8;3;22;26;1;12;7;20;2;19;11;5;21
10;6;18;15;26;17;25;9;16;14;23;24;13;8;3;22;4;1;12;7;20;2;19;11;5;21;6;5978996
6;5978996;10;6;18;15;26;17;25;9;16;14;23;24;13;8;3;22;4;1;12;7;20;2;19;11;5;21
10;6;18;15;26;5;25;9;16;14;23;24;13;8;3;22;4;1;12;7;20;2;19;11;17;21;6;5937324
6;5937324;10;6;18;15;26;5;25;9;16;14;23;24;13;8;3;22;4;1;12;7;20;2;19;11;17;21
10;6;18;15;26;5;25;9;1;14;23;24;13;8;3;22;4;16;12;7;20;2;19;11;17;21;6;5969410
6;5969410;10;6;18;15;26;5;25;9;1;14;23;24;13;8;3;22;4;16;12;7;20;2;19;11;17;21
10;6;18;15;26;5;25;9;1;14;23;17;13;8;3;22;4;16;12;7;20;2;19;11;24;21;6;5971091
6;5971091;10;6;18;15;26;5;25;9;1;14;23;17;13;8;3;22;4;16;12;7;20;2;19;11;24;21
10;6;18;15;26;5;25;9;1;19;23;17;13;8;3;22;4;16;12;7;20;2;14;11;24;21;6;5879627
6;5879627;10;6;18;15;26;5;25;9;1;19;23;17;13;8;3;22;4;16;12;7;20;2;14;11;24;21
10;6;18;15;26;5;25;9;1;19;23;17;13;16;3;22;4;8;12;7;20;2;14;11;24;21;6;5846423
6;5846423;10;6;18;15;26;5;25;9;1;19;23;17;13;16;3;22;4;8;12;7;20;2;14;11;24;21
10;6;18;15;26;5;25;2;1;19;23;17;13;16;3;22;4;8;12;7;20;9;14;11;24;21;6;5923932
6;5923932;10;6;18;15;26;5;25;2;1;19;23;17;13;16;3;22;4;8;12;7;20;9;14;11;24;21
