"X1";"X6013404";"X23";"X17";"X4";"X21";"X14";"X25";"X9";"X20";"X22";"X26";"X12";"X10";"X5";"X16";"X7";"X6";"X18";"X11";"X2";"X8";"X19";"X3";"X13";"X1.1";"X24";"X15"
23;16;3;25;11;21;9;20;13;22;12;10;5;17;4;2;18;26;24;19;6;8;14;15;7;1;1;5953616
1;5953616;23;16;3;25;11;21;9;20;13;22;12;10;5;17;4;2;18;26;24;19;6;8;14;15;7;1
23;16;3;25;11;19;9;20;13;22;12;10;5;17;4;2;18;26;24;21;6;8;14;15;7;1;1;5962878
1;5962878;23;16;3;25;11;19;9;20;13;22;12;10;5;17;4;2;18;26;24;21;6;8;14;15;7;1
23;16;3;25;11;19;9;20;13;22;12;10;5;14;4;2;18;26;24;21;6;8;17;15;7;1;1;5827284
2;5827284;23;16;3;25;11;19;9;20;13;22;12;10;5;14;4;2;18;26;24;21;6;8;17;15;7;1
23;16;3;25;11;19;9;20;13;22;1;10;5;14;4;2;18;26;24;21;6;8;17;15;7;12;2;5834030
2;5834030;23;16;3;25;11;19;9;20;13;22;1;10;5;14;4;2;18;26;24;21;6;8;17;15;7;12
23;16;3;25;11;19;9;20;14;22;1;10;5;13;4;2;18;26;24;21;6;8;17;15;7;12;2;5859719
2;5859719;23;16;3;25;11;19;9;20;14;22;1;10;5;13;4;2;18;26;24;21;6;8;17;15;7;12
23;16;3;25;11;19;9;20;17;22;1;10;5;13;4;2;18;26;24;21;6;8;14;15;7;12;2;5984504
2;5984504;23;16;3;25;11;19;9;20;17;22;1;10;5;13;4;2;18;26;24;21;6;8;14;15;7;12
23;16;3;25;11;19;9;20;17;22;1;10;5;13;4;6;18;26;24;21;2;8;14;15;7;12;2;5982085
2;5982085;23;16;3;25;11;19;9;20;17;22;1;10;5;13;4;6;18;26;24;21;2;8;14;15;7;12
23;16;3;25;11;19;9;20;17;22;1;10;5;13;4;6;18;26;24;21;2;8;14;15;12;7;2;5982085
2;5982085;23;16;3;25;11;19;9;20;17;22;1;10;5;13;4;6;18;26;24;21;2;8;14;15;12;7
23;16;3;25;11;19;9;20;17;22;1;10;5;13;26;6;18;4;24;21;2;8;14;15;12;7;2;5976113
2;5976113;23;16;3;25;11;19;9;20;17;22;1;10;5;13;26;6;18;4;24;21;2;8;14;15;12;7
23;12;3;25;11;19;9;20;17;22;1;10;5;13;26;6;18;4;24;21;2;8;14;15;16;7;2;5969512
2;5969512;23;12;3;25;11;19;9;20;17;22;1;10;5;13;26;6;18;4;24;21;2;8;14;15;16;7
23;12;3;25;11;15;9;20;17;22;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7;2;5974412
2;5974412;23;12;3;25;11;15;9;20;17;22;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7
23;12;3;17;11;15;9;20;25;22;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7;2;5972586
2;5972586;23;12;3;17;11;15;9;20;25;22;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7
23;25;3;17;11;15;9;20;12;22;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7;2;5966789
2;5966789;23;25;3;17;11;15;9;20;12;22;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7
23;25;3;17;11;15;9;22;12;20;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7;2;5966689
2;5966689;23;25;3;17;11;15;9;22;12;20;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7
23;25;3;17;11;12;9;22;15;20;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7;2;5954708
2;5954708;23;25;3;17;11;12;9;22;15;20;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7
20;25;3;17;11;12;9;22;15;23;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7;2;5997482
2;5997482;20;25;3;17;11;12;9;22;15;23;1;10;5;13;26;6;18;4;24;21;2;8;14;19;16;7
20;25;3;17;11;12;9;22;15;23;1;10;24;13;26;6;18;4;5;21;2;8;14;19;16;7;2;5881261
2;5881261;20;25;3;17;11;12;9;22;15;23;1;10;24;13;26;6;18;4;5;21;2;8;14;19;16;7
20;25;18;17;11;12;9;22;15;23;1;10;24;13;26;6;3;4;5;21;2;8;14;19;16;7;2;5822619
2;5822619;20;25;18;17;11;12;9;22;15;23;1;10;24;13;26;6;3;4;5;21;2;8;14;19;16;7
20;25;18;17;11;12;9;22;15;23;8;10;24;13;26;6;3;4;5;21;2;1;14;19;16;7;2;5875535
2;5875535;20;25;18;17;11;12;9;22;15;23;8;10;24;13;26;6;3;4;5;21;2;1;14;19;16;7
20;25;18;24;11;12;9;22;15;23;8;10;17;13;26;6;3;4;5;21;2;1;14;19;16;7;2;5875612
2;5875612;20;25;18;24;11;12;9;22;15;23;8;10;17;13;26;6;3;4;5;21;2;1;14;19;16;7
20;25;18;24;11;12;9;22;15;23;8;10;17;13;26;6;16;4;5;21;2;1;14;19;3;7;2;5889216
2;5889216;20;25;18;24;11;12;9;22;15;23;8;10;17;13;26;6;16;4;5;21;2;1;14;19;3;7
20;25;7;24;11;12;9;22;15;23;8;10;17;13;26;6;16;4;5;21;2;1;14;19;3;18;2;5956577
2;5956577;20;25;7;24;11;12;9;22;15;23;8;10;17;13;26;6;16;4;5;21;2;1;14;19;3;18
20;25;7;24;11;12;9;22;15;23;8;10;17;13;26;14;16;4;5;21;2;1;6;19;3;18;2;5983550
3;5983550;20;25;7;24;11;12;9;22;15;23;8;10;17;13;26;14;16;4;5;21;2;1;6;19;3;18
20;25;7;24;11;12;9;22;15;23;8;10;17;13;6;14;16;4;5;21;2;1;26;19;3;18;3;5981425
3;5981425;20;25;7;24;11;12;9;22;15;23;8;10;17;13;6;14;16;4;5;21;2;1;26;19;3;18
20;25;7;24;11;12;9;22;15;23;19;10;17;13;6;14;16;4;5;21;2;1;26;8;3;18;3;5967144
3;5967144;20;25;7;24;11;12;9;22;15;23;19;10;17;13;6;14;16;4;5;21;2;1;26;8;3;18
20;25;7;24;11;12;9;22;15;23;19;18;17;13;6;14;16;4;5;21;2;1;26;8;3;10;3;5851524
3;5851524;20;25;7;24;11;12;9;22;15;23;19;18;17;13;6;14;16;4;5;21;2;1;26;8;3;10
20;25;7;24;11;12;9;22;15;23;19;18;17;13;6;14;5;4;16;21;2;1;26;8;3;10;3;5926564
3;5926564;20;25;7;24;11;12;9;22;15;23;19;18;17;13;6;14;5;4;16;21;2;1;26;8;3;10
20;25;7;24;11;12;9;22;15;23;19;18;26;13;6;14;5;4;16;21;2;1;17;8;3;10;3;5918115
3;5918115;20;25;7;24;11;12;9;22;15;23;19;18;26;13;6;14;5;4;16;21;2;1;17;8;3;10
20;25;7;24;11;12;3;22;15;23;19;18;26;13;6;14;5;4;16;21;2;1;17;8;9;10;3;5940759
3;5940759;20;25;7;24;11;12;3;22;15;23;19;18;26;13;6;14;5;4;16;21;2;1;17;8;9;10
20;25;7;24;11;12;3;22;15;23;19;18;26;13;6;14;5;4;17;21;2;1;16;8;9;10;3;5951682
3;5951682;20;25;7;24;11;12;3;22;15;23;19;18;26;13;6;14;5;4;17;21;2;1;16;8;9;10
20;25;7;24;11;22;3;12;15;23;19;18;26;13;6;14;5;4;17;21;2;1;16;8;9;10;3;5933662
3;5933662;20;25;7;24;11;22;3;12;15;23;19;18;26;13;6;14;5;4;17;21;2;1;16;8;9;10
20;25;7;24;11;22;3;12;15;23;19;18;26;13;10;14;5;4;17;21;2;1;16;8;9;6;3;5931584
3;5931584;20;25;7;24;11;22;3;12;15;23;19;18;26;13;10;14;5;4;17;21;2;1;16;8;9;6
20;25;7;21;11;22;3;12;15;23;19;18;26;13;10;14;5;4;17;24;2;1;16;8;9;6;3;5907857
3;5907857;20;25;7;21;11;22;3;12;15;23;19;18;26;13;10;14;5;4;17;24;2;1;16;8;9;6
20;25;7;21;11;22;3;17;15;23;19;18;26;13;10;14;5;4;12;24;2;1;16;8;9;6;3;5891359
3;5891359;20;25;7;21;11;22;3;17;15;23;19;18;26;13;10;14;5;4;12;24;2;1;16;8;9;6
20;25;7;21;2;22;3;17;15;23;19;18;26;13;10;14;5;4;12;24;11;1;16;8;9;6;3;5888820
3;5888820;20;25;7;21;2;22;3;17;15;23;19;18;26;13;10;14;5;4;12;24;11;1;16;8;9;6
20;25;7;19;2;22;3;17;15;23;21;18;26;13;10;14;5;4;12;24;11;1;16;8;9;6;3;5876175
3;5876175;20;25;7;19;2;22;3;17;15;23;21;18;26;13;10;14;5;4;12;24;11;1;16;8;9;6
20;25;7;19;2;22;3;17;15;23;21;18;24;13;10;14;5;4;12;26;11;1;16;8;9;6;3;5895227
3;5895227;20;25;7;19;2;22;3;17;15;23;21;18;24;13;10;14;5;4;12;26;11;1;16;8;9;6
20;25;7;19;2;22;3;17;15;9;21;18;24;13;10;14;5;4;12;26;11;1;16;8;23;6;3;5818061
3;5818061;20;25;7;19;2;22;3;17;15;9;21;18;24;13;10;14;5;4;12;26;11;1;16;8;23;6
20;25;7;19;2;6;3;17;15;9;21;18;24;13;10;14;5;4;12;26;11;1;16;8;23;22;3;5814686
3;5814686;20;25;7;19;2;6;3;17;15;9;21;18;24;13;10;14;5;4;12;26;11;1;16;8;23;22
20;25;7;19;2;6;3;17;15;4;21;18;24;13;10;14;5;9;12;26;11;1;16;8;23;22;3;5770135
3;5770135;20;25;7;19;2;6;3;17;15;4;21;18;24;13;10;14;5;9;12;26;11;1;16;8;23;22
20;25;7;19;2;6;17;3;15;4;21;18;24;13;10;14;5;9;12;26;11;1;16;8;23;22;3;5769963
3;5769963;20;25;7;19;2;6;17;3;15;4;21;18;24;13;10;14;5;9;12;26;11;1;16;8;23;22
20;25;7;19;2;6;17;21;15;4;3;18;24;13;10;14;5;9;12;26;11;1;16;8;23;22;3;5832210
3;5769963;20;25;7;19;2;6;17;3;15;4;21;18;24;13;10;14;5;9;12;26;11;1;16;8;23;22
20;25;7;19;2;6;17;3;15;4;21;18;26;13;10;14;5;9;12;24;11;1;16;8;23;22;3;5750911
4;5750911;20;25;7;19;2;6;17;3;15;4;21;18;26;13;10;14;5;9;12;24;11;1;16;8;23;22
20;25;7;19;2;6;17;3;15;4;21;18;26;13;10;23;5;9;12;24;11;1;16;8;14;22;4;5805448
4;5805448;20;25;7;19;2;6;17;3;15;4;21;18;26;13;10;23;5;9;12;24;11;1;16;8;14;22
20;25;7;19;2;6;17;3;5;4;21;18;26;13;10;23;15;9;12;24;11;1;16;8;14;22;4;5878507
4;5878507;20;25;7;19;2;6;17;3;5;4;21;18;26;13;10;23;15;9;12;24;11;1;16;8;14;22
6;25;7;19;2;20;17;3;5;4;21;18;26;13;10;23;15;9;12;24;11;1;16;8;14;22;4;5889935
4;5889935;6;25;7;19;2;20;17;3;5;4;21;18;26;13;10;23;15;9;12;24;11;1;16;8;14;22
6;25;7;19;9;20;17;3;5;4;21;18;26;13;10;23;15;2;12;24;11;1;16;8;14;22;4;5864609
4;5864609;6;25;7;19;9;20;17;3;5;4;21;18;26;13;10;23;15;2;12;24;11;1;16;8;14;22
6;25;7;19;9;20;17;3;5;21;4;18;26;13;10;23;15;2;12;24;11;1;16;8;14;22;4;5870689
4;5870689;6;25;7;19;9;20;17;3;5;21;4;18;26;13;10;23;15;2;12;24;11;1;16;8;14;22
6;25;7;19;9;20;17;3;5;21;4;11;26;13;10;23;15;2;12;24;18;1;16;8;14;22;4;5911322
4;5911322;6;25;7;19;9;20;17;3;5;21;4;11;26;13;10;23;15;2;12;24;18;1;16;8;14;22
6;25;7;19;9;20;17;3;5;21;26;11;4;13;10;23;15;2;12;24;18;1;16;8;14;22;4;5912102
4;5912102;6;25;7;19;9;20;17;3;5;21;26;11;4;13;10;23;15;2;12;24;18;1;16;8;14;22
6;25;7;19;16;20;17;3;5;21;26;11;4;13;10;23;15;2;12;24;18;1;9;8;14;22;4;5954333
4;5954333;6;25;7;19;16;20;17;3;5;21;26;11;4;13;10;23;15;2;12;24;18;1;9;8;14;22
6;25;7;19;16;20;17;3;5;21;26;11;4;13;10;23;15;1;12;24;18;2;9;8;14;22;4;5884837
4;5884837;6;25;7;19;16;20;17;3;5;21;26;11;4;13;10;23;15;1;12;24;18;2;9;8;14;22
6;25;7;19;16;20;17;3;5;21;26;11;4;24;10;23;15;1;12;13;18;2;9;8;14;22;4;5892150
4;5892150;6;25;7;19;16;20;17;3;5;21;26;11;4;24;10;23;15;1;12;13;18;2;9;8;14;22
6;25;7;19;16;20;17;3;5;21;26;11;4;8;10;23;15;1;12;13;18;2;9;24;14;22;4;5886762
4;5886762;6;25;7;19;16;20;17;3;5;21;26;11;4;8;10;23;15;1;12;13;18;2;9;24;14;22
6;25;7;19;16;20;17;3;5;26;21;11;4;8;10;23;15;1;12;13;18;2;9;24;14;22;4;5862054
4;5862054;6;25;7;19;16;20;17;3;5;26;21;11;4;8;10;23;15;1;12;13;18;2;9;24;14;22
6;25;21;19;16;20;17;3;5;26;7;11;4;8;10;23;15;1;12;13;18;2;9;24;14;22;4;5868087
4;5868087;6;25;21;19;16;20;17;3;5;26;7;11;4;8;10;23;15;1;12;13;18;2;9;24;14;22
6;25;21;19;16;20;17;3;5;26;7;11;24;8;10;23;15;1;12;13;18;2;9;4;14;22;4;5872164
4;5872164;6;25;21;19;16;20;17;3;5;26;7;11;24;8;10;23;15;1;12;13;18;2;9;4;14;22
6;25;21;19;16;20;17;3;5;26;7;11;24;8;10;23;15;18;12;13;1;2;9;4;14;22;4;5882887
4;5882887;6;25;21;19;16;20;17;3;5;26;7;11;24;8;10;23;15;18;12;13;1;2;9;4;14;22
6;25;21;19;16;20;17;3;5;26;7;11;24;8;10;23;15;9;12;13;1;2;18;4;14;22;4;5941625
4;5941625;6;25;21;19;16;20;17;3;5;26;7;11;24;8;10;23;15;9;12;13;1;2;18;4;14;22
6;25;21;19;2;20;17;3;5;26;7;11;24;8;10;23;15;9;12;13;1;16;18;4;14;22;4;5938039
4;5938039;6;25;21;19;2;20;17;3;5;26;7;11;24;8;10;23;15;9;12;13;1;16;18;4;14;22
6;25;21;19;2;20;17;3;5;26;7;16;24;8;10;23;15;9;12;13;1;11;18;4;14;22;4;5937462
4;5937462;6;25;21;19;2;20;17;3;5;26;7;16;24;8;10;23;15;9;12;13;1;11;18;4;14;22
26;25;21;19;2;20;17;3;5;6;7;16;24;8;10;23;15;9;12;13;1;11;18;4;14;22;4;5925065
4;5925065;26;25;21;19;2;20;17;3;5;6;7;16;24;8;10;23;15;9;12;13;1;11;18;4;14;22
26;25;21;19;2;20;17;3;5;6;7;12;24;8;10;23;15;9;16;13;1;11;18;4;14;22;4;5912648
5;5912648;26;25;21;19;2;20;17;3;5;6;7;12;24;8;10;23;15;9;16;13;1;11;18;4;14;22
26;25;21;19;2;20;17;3;5;6;7;12;24;16;10;23;15;9;8;13;1;11;18;4;14;22;5;5931195
5;5912648;26;25;21;19;2;20;17;3;5;6;7;12;24;8;10;23;15;9;16;13;1;11;18;4;14;22
26;25;21;3;2;20;17;19;5;6;7;12;24;8;10;23;15;9;16;13;1;11;18;4;14;22;5;6011226
5;6011226;26;25;21;3;2;20;17;19;5;6;7;12;24;8;10;23;15;9;16;13;1;11;18;4;14;22
26;25;21;3;2;20;17;19;5;7;6;12;24;8;10;23;15;9;16;13;1;11;18;4;14;22;5;6051714
5;6051714;26;25;21;3;2;20;17;19;5;7;6;12;24;8;10;23;15;9;16;13;1;11;18;4;14;22
26;25;21;3;2;20;17;19;5;7;6;12;18;8;10;23;15;9;16;13;1;11;24;4;14;22;5;6012168
5;6012168;26;25;21;3;2;20;17;19;5;7;6;12;18;8;10;23;15;9;16;13;1;11;24;4;14;22
26;25;21;3;2;20;17;19;5;7;6;12;18;8;10;23;15;9;16;24;1;11;13;4;14;22;5;6012640
5;6012640;26;25;21;3;2;20;17;19;5;7;6;12;18;8;10;23;15;9;16;24;1;11;13;4;14;22
26;25;21;3;2;20;17;19;5;7;6;12;18;8;22;23;15;9;16;24;1;11;13;4;14;10;5;5995695
5;5995695;26;25;21;3;2;20;17;19;5;7;6;12;18;8;22;23;15;9;16;24;1;11;13;4;14;10
26;25;21;3;2;20;17;19;5;7;6;12;18;8;22;23;15;9;16;10;1;11;13;4;14;24;5;5998076
5;5998076;26;25;21;3;2;20;17;19;5;7;6;12;18;8;22;23;15;9;16;10;1;11;13;4;14;24
26;25;21;3;2;20;17;19;5;7;6;12;18;8;22;4;15;9;16;10;1;11;13;23;14;24;5;6032349
5;6032349;26;25;21;3;2;20;17;19;5;7;6;12;18;8;22;4;15;9;16;10;1;11;13;23;14;24
26;25;21;3;2;20;17;19;5;7;13;12;18;8;22;4;15;9;16;10;1;11;6;23;14;24;5;6028263
5;6028263;26;25;21;3;2;20;17;19;5;7;13;12;18;8;22;4;15;9;16;10;1;11;6;23;14;24
26;25;21;3;2;20;17;19;5;7;13;12;18;8;22;4;15;14;16;10;1;11;6;23;9;24;5;5985187
5;5985187;26;25;21;3;2;20;17;19;5;7;13;12;18;8;22;4;15;14;16;10;1;11;6;23;9;24
26;25;21;3;2;20;17;19;5;7;13;12;18;16;22;4;15;14;8;10;1;11;6;23;9;24;5;5943993
5;5943993;26;25;21;3;2;20;17;19;5;7;13;12;18;16;22;4;15;14;8;10;1;11;6;23;9;24
26;25;21;3;2;20;17;19;5;7;13;12;18;4;22;16;15;14;8;10;1;11;6;23;9;24;5;5877934
5;5877934;26;25;21;3;2;20;17;19;5;7;13;12;18;4;22;16;15;14;8;10;1;11;6;23;9;24
26;25;21;3;2;20;17;19;5;7;13;12;18;4;22;16;1;14;8;10;15;11;6;23;9;24;5;5844659
5;5844659;26;25;21;3;2;20;17;19;5;7;13;12;18;4;22;16;1;14;8;10;15;11;6;23;9;24
26;25;21;3;2;20;17;19;5;7;13;12;18;4;22;16;1;14;8;10;15;24;6;23;9;11;5;5850090
5;5850090;26;25;21;3;2;20;17;19;5;7;13;12;18;4;22;16;1;14;8;10;15;24;6;23;9;11
26;25;21;3;2;20;17;19;5;7;13;12;18;4;16;22;1;14;8;10;15;24;6;23;9;11;5;5846216
5;5846216;26;25;21;3;2;20;17;19;5;7;13;12;18;4;16;22;1;14;8;10;15;24;6;23;9;11
5;25;21;3;2;20;17;19;26;7;13;12;18;4;16;22;1;14;8;10;15;24;6;23;9;11;5;5757155
5;5757155;5;25;21;3;2;20;17;19;26;7;13;12;18;4;16;22;1;14;8;10;15;24;6;23;9;11
5;25;21;3;2;20;17;19;26;7;13;9;18;4;16;22;1;14;8;10;15;24;6;23;12;11;5;5720182
5;5720182;5;25;21;3;2;20;17;19;26;7;13;9;18;4;16;22;1;14;8;10;15;24;6;23;12;11
5;25;21;3;1;20;17;19;26;7;13;9;18;4;16;22;2;14;8;10;15;24;6;23;12;11;5;5712755
5;5712755;5;25;21;3;1;20;17;19;26;7;13;9;18;4;16;22;2;14;8;10;15;24;6;23;12;11
5;25;21;3;1;20;17;19;26;23;13;9;18;4;16;22;2;14;8;10;15;24;6;7;12;11;5;5734855
5;5734855;5;25;21;3;1;20;17;19;26;23;13;9;18;4;16;22;2;14;8;10;15;24;6;7;12;11
5;25;21;3;1;20;17;19;26;23;13;9;18;4;16;22;2;14;10;8;15;24;6;7;12;11;5;5855902
6;5855902;5;25;21;3;1;20;17;19;26;23;13;9;18;4;16;22;2;14;10;8;15;24;6;7;12;11
5;25;21;3;1;20;17;19;26;23;13;9;18;4;16;11;2;14;10;8;15;24;6;7;12;22;6;5851234
6;5851234;5;25;21;3;1;20;17;19;26;23;13;9;18;4;16;11;2;14;10;8;15;24;6;7;12;22
5;25;21;3;1;20;17;19;16;23;13;9;18;4;26;11;2;14;10;8;15;24;6;7;12;22;6;5852341
6;5852341;5;25;21;3;1;20;17;19;16;23;13;9;18;4;26;11;2;14;10;8;15;24;6;7;12;22
5;25;21;3;1;20;19;17;16;23;13;9;18;4;26;11;2;14;10;8;15;24;6;7;12;22;6;5859954
6;5859954;5;25;21;3;1;20;19;17;16;23;13;9;18;4;26;11;2;14;10;8;15;24;6;7;12;22
5;25;21;3;1;20;17;19;16;23;13;9;18;4;26;11;2;14;10;8;15;24;6;7;12;22;6;5852341
6;5852341;5;25;21;3;1;20;17;19;16;23;13;9;18;4;26;11;2;14;10;8;15;24;6;7;12;22
5;25;21;14;1;20;17;19;16;23;13;9;18;4;26;11;2;3;10;8;15;24;6;7;12;22;6;6009449
6;6009449;5;25;21;14;1;20;17;19;16;23;13;9;18;4;26;11;2;3;10;8;15;24;6;7;12;22
20;25;21;14;1;5;17;19;16;23;13;9;18;4;26;11;2;3;10;8;15;24;6;7;12;22;6;5909093
6;5909093;20;25;21;14;1;5;17;19;16;23;13;9;18;4;26;11;2;3;10;8;15;24;6;7;12;22
20;25;21;1;14;5;17;19;16;23;13;9;18;4;26;11;2;3;10;8;15;24;6;7;12;22;6;5881413
6;5881413;20;25;21;1;14;5;17;19;16;23;13;9;18;4;26;11;2;3;10;8;15;24;6;7;12;22
20;25;21;1;14;5;17;19;16;23;13;9;18;4;26;11;2;24;10;8;15;3;6;7;12;22;6;5958174
6;5958174;20;25;21;1;14;5;17;19;16;23;13;9;18;4;26;11;2;24;10;8;15;3;6;7;12;22
20;25;21;1;14;5;17;19;16;23;13;9;18;3;26;11;2;24;10;8;15;4;6;7;12;22;6;5973178
6;5973178;20;25;21;1;14;5;17;19;16;23;13;9;18;3;26;11;2;24;10;8;15;4;6;7;12;22
20;25;21;1;14;5;17;19;16;23;13;9;18;3;26;12;2;24;10;8;15;4;6;7;11;22;6;5954656
6;5954656;20;25;21;1;14;5;17;19;16;23;13;9;18;3;26;12;2;24;10;8;15;4;6;7;11;22
20;25;21;6;14;5;17;19;16;23;13;9;18;3;26;12;2;24;10;8;15;4;1;7;11;22;6;5984647
6;5984647;20;25;21;6;14;5;17;19;16;23;13;9;18;3;26;12;2;24;10;8;15;4;1;7;11;22
20;25;21;6;14;5;17;19;16;23;13;9;12;3;26;18;2;24;10;8;15;4;1;7;11;22;6;6044481
6;6044481;20;25;21;6;14;5;17;19;16;23;13;9;12;3;26;18;2;24;10;8;15;4;1;7;11;22
20;25;21;6;14;5;17;19;16;23;13;9;12;3;26;22;2;24;10;8;15;4;1;7;11;18;6;6114321
6;6114321;20;25;21;6;14;5;17;19;16;23;13;9;12;3;26;22;2;24;10;8;15;4;1;7;11;18
20;25;21;6;14;7;17;19;16;23;13;9;12;3;26;22;2;24;10;8;15;4;1;5;11;18;6;6236637
6;6236637;20;25;21;6;14;7;17;19;16;23;13;9;12;3;26;22;2;24;10;8;15;4;1;5;11;18
13;25;21;6;14;7;17;19;16;23;20;9;12;3;26;22;2;24;10;8;15;4;1;5;11;18;6;6200369
6;6200369;13;25;21;6;14;7;17;19;16;23;20;9;12;3;26;22;2;24;10;8;15;4;1;5;11;18
13;25;21;6;14;7;17;19;16;23;20;9;12;3;26;22;2;24;10;8;11;4;1;5;15;18;6;6226261
6;6226261;13;25;21;6;14;7;17;19;16;23;20;9;12;3;26;22;2;24;10;8;11;4;1;5;15;18
13;25;21;6;14;7;15;19;16;23;20;9;12;3;26;22;2;24;10;8;11;4;1;5;17;18;6;6234164
6;6234164;13;25;21;6;14;7;15;19;16;23;20;9;12;3;26;22;2;24;10;8;11;4;1;5;17;18
13;25;22;6;14;7;15;19;16;23;20;9;12;3;26;21;2;24;10;8;11;4;1;5;17;18;6;6190095
6;6190095;13;25;22;6;14;7;15;19;16;23;20;9;12;3;26;21;2;24;10;8;11;4;1;5;17;18
