"X1";"X5807479";"X17";"X4";"X2";"X9";"X22";"X24";"X26";"X16";"X14";"X3";"X15";"X20";"X21";"X7";"X1.1";"X12";"X10";"X13";"X8";"X23";"X25";"X19";"X6";"X11";"X5";"X18"
2;12;11;25;22;26;5;10;17;13;24;18;19;15;21;6;7;16;8;23;4;9;20;1;3;14;2;5980455
2;5980455;2;12;11;25;22;26;5;10;17;13;24;18;19;15;21;6;7;16;8;23;4;9;20;1;3;14
2;12;11;25;22;26;5;10;17;13;24;14;19;15;21;6;7;16;8;23;4;9;20;1;3;18;2;5998108
2;5998108;2;12;11;25;22;26;5;10;17;13;24;14;19;15;21;6;7;16;8;23;4;9;20;1;3;18
2;12;11;25;22;26;5;10;17;13;24;18;19;15;21;6;7;16;8;23;4;9;20;1;3;14;2;5980455
2;5980455;2;12;11;25;22;26;5;10;17;13;24;18;19;15;21;6;7;16;8;23;4;9;20;1;3;14
2;12;11;25;22;26;5;10;17;13;24;7;19;15;21;6;18;16;8;23;4;9;20;1;3;14;2;6009271
3;6009271;2;12;11;25;22;26;5;10;17;13;24;7;19;15;21;6;18;16;8;23;4;9;20;1;3;14
2;12;11;25;22;26;5;10;17;13;24;20;19;15;21;6;18;16;8;23;4;9;7;1;3;14;3;5957209
3;5957209;2;12;11;25;22;26;5;10;17;13;24;20;19;15;21;6;18;16;8;23;4;9;7;1;3;14
2;12;11;25;22;26;5;10;17;21;24;20;19;15;13;6;18;16;8;23;4;9;7;1;3;14;3;6006035
3;6006035;2;12;11;25;22;26;5;10;17;21;24;20;19;15;13;6;18;16;8;23;4;9;7;1;3;14
2;12;11;25;22;26;5;10;17;21;16;20;19;15;13;6;18;24;8;23;4;9;7;1;3;14;3;6010192
3;6010192;2;12;11;25;22;26;5;10;17;21;16;20;19;15;13;6;18;24;8;23;4;9;7;1;3;14
2;12;11;25;17;26;5;10;22;21;16;20;19;15;13;6;18;24;8;23;4;9;7;1;3;14;3;6012044
3;6012044;2;12;11;25;17;26;5;10;22;21;16;20;19;15;13;6;18;24;8;23;4;9;7;1;3;14
2;12;11;25;17;26;5;10;20;21;16;22;19;15;13;6;18;24;8;23;4;9;7;1;3;14;3;6050184
3;6050184;2;12;11;25;17;26;5;10;20;21;16;22;19;15;13;6;18;24;8;23;4;9;7;1;3;14
2;12;11;25;17;26;5;22;20;21;16;10;19;15;13;6;18;24;8;23;4;9;7;1;3;14;3;6056572
3;6056572;2;12;11;25;17;26;5;22;20;21;16;10;19;15;13;6;18;24;8;23;4;9;7;1;3;14
2;12;11;26;17;25;5;22;20;21;16;10;19;15;13;6;18;24;8;23;4;9;7;1;3;14;3;6042463
3;6042463;2;12;11;26;17;25;5;22;20;21;16;10;19;15;13;6;18;24;8;23;4;9;7;1;3;14
2;12;11;26;20;25;5;22;17;21;16;10;19;15;13;6;18;24;8;23;4;9;7;1;3;14;3;6069691
3;6069691;2;12;11;26;20;25;5;22;17;21;16;10;19;15;13;6;18;24;8;23;4;9;7;1;3;14
2;12;11;26;20;25;5;22;17;21;16;10;19;9;13;6;18;24;8;23;4;15;7;1;3;14;3;6004913
3;6004913;2;12;11;26;20;25;5;22;17;21;16;10;19;9;13;6;18;24;8;23;4;15;7;1;3;14
2;12;11;26;20;25;5;22;17;21;16;10;19;9;13;6;24;18;8;23;4;15;7;1;3;14;3;5913302
3;5913302;2;12;11;26;20;25;5;22;17;21;16;10;19;9;13;6;24;18;8;23;4;15;7;1;3;14
2;18;11;26;20;25;5;22;17;21;16;10;19;9;13;6;24;12;8;23;4;15;7;1;3;14;3;5941130
3;5941130;2;18;11;26;20;25;5;22;17;21;16;10;19;9;13;6;24;12;8;23;4;15;7;1;3;14
2;18;11;26;20;25;5;6;17;21;16;10;19;9;13;22;24;12;8;23;4;15;7;1;3;14;3;5941838
3;5941838;2;18;11;26;20;25;5;6;17;21;16;10;19;9;13;22;24;12;8;23;4;15;7;1;3;14
2;18;16;26;20;25;5;6;17;21;11;10;19;9;13;22;24;12;8;23;4;15;7;1;3;14;3;5940521
3;5940521;2;18;16;26;20;25;5;6;17;21;11;10;19;9;13;22;24;12;8;23;4;15;7;1;3;14
2;18;16;26;20;25;5;6;17;21;11;10;19;22;13;9;24;12;8;23;4;15;7;1;3;14;3;6048831
3;6048831;2;18;16;26;20;25;5;6;17;21;11;10;19;22;13;9;24;12;8;23;4;15;7;1;3;14
2;18;16;26;20;25;5;6;10;21;11;17;19;22;13;9;24;12;8;23;4;15;7;1;3;14;3;6046927
3;6046927;2;18;16;26;20;25;5;6;10;21;11;17;19;22;13;9;24;12;8;23;4;15;7;1;3;14
2;18;16;26;20;25;10;6;5;21;11;17;19;22;13;9;24;12;8;23;4;15;7;1;3;14;3;5956326
3;5956326;2;18;16;26;20;25;10;6;5;21;11;17;19;22;13;9;24;12;8;23;4;15;7;1;3;14
2;18;16;26;20;25;10;6;5;21;11;17;4;22;13;9;24;12;8;23;19;15;7;1;3;14;3;5979332
3;5979332;2;18;16;26;20;25;10;6;5;21;11;17;4;22;13;9;24;12;8;23;19;15;7;1;3;14
2;18;16;24;20;25;10;6;5;21;11;17;4;22;13;9;26;12;8;23;19;15;7;1;3;14;3;5984408
3;5984408;2;18;16;24;20;25;10;6;5;21;11;17;4;22;13;9;26;12;8;23;19;15;7;1;3;14
2;18;16;24;20;25;10;6;5;21;11;17;4;7;13;9;26;12;8;23;19;15;22;1;3;14;3;5975309
3;5975309;2;18;16;24;20;25;10;6;5;21;11;17;4;7;13;9;26;12;8;23;19;15;22;1;3;14
2;18;16;24;20;12;10;6;5;21;11;17;4;7;13;9;26;25;8;23;19;15;22;1;3;14;3;6001411
4;6001411;2;18;16;24;20;12;10;6;5;21;11;17;4;7;13;9;26;25;8;23;19;15;22;1;3;14
2;18;16;24;20;11;10;6;5;21;12;17;4;7;13;9;26;25;8;23;19;15;22;1;3;14;4;5980991
4;5980991;2;18;16;24;20;11;10;6;5;21;12;17;4;7;13;9;26;25;8;23;19;15;22;1;3;14
2;10;16;24;20;11;18;6;5;21;12;17;4;7;13;9;26;25;8;23;19;15;22;1;3;14;4;6029408
4;6029408;2;10;16;24;20;11;18;6;5;21;12;17;4;7;13;9;26;25;8;23;19;15;22;1;3;14
2;10;16;24;20;11;18;6;5;21;12;17;4;7;13;1;26;25;8;23;19;15;22;9;3;14;4;6031556
4;6031556;2;10;16;24;20;11;18;6;5;21;12;17;4;7;13;1;26;25;8;23;19;15;22;9;3;14
2;8;16;24;20;11;18;6;5;21;12;17;4;7;13;1;26;25;10;23;19;15;22;9;3;14;4;6017552
4;6017552;2;8;16;24;20;11;18;6;5;21;12;17;4;7;13;1;26;25;10;23;19;15;22;9;3;14
2;8;16;24;20;11;18;6;5;21;12;17;4;9;13;1;26;25;10;23;19;15;22;7;3;14;4;5914531
4;5914531;2;8;16;24;20;11;18;6;5;21;12;17;4;9;13;1;26;25;10;23;19;15;22;7;3;14
2;8;16;17;20;11;18;6;5;21;12;24;4;9;13;1;26;25;10;23;19;15;22;7;3;14;4;5914205
4;5914205;2;8;16;17;20;11;18;6;5;21;12;24;4;9;13;1;26;25;10;23;19;15;22;7;3;14
2;8;16;17;20;11;18;6;5;21;12;24;4;9;13;1;26;25;10;23;19;15;3;7;22;14;4;5973776
4;5973776;2;8;16;17;20;11;18;6;5;21;12;24;4;9;13;1;26;25;10;23;19;15;3;7;22;14
2;8;16;17;20;11;18;6;5;21;12;24;4;9;13;1;26;19;10;23;25;15;3;7;22;14;4;5889726
4;5889726;2;8;16;17;20;11;18;6;5;21;12;24;4;9;13;1;26;19;10;23;25;15;3;7;22;14
2;8;16;17;20;6;18;11;5;21;12;24;4;9;13;1;26;19;10;23;25;15;3;7;22;14;4;5888305
4;5888305;2;8;16;17;20;6;18;11;5;21;12;24;4;9;13;1;26;19;10;23;25;15;3;7;22;14
2;8;16;17;20;6;1;11;5;21;12;24;4;9;13;18;26;19;10;23;25;15;3;7;22;14;4;5907636
4;5907636;2;8;16;17;20;6;1;11;5;21;12;24;4;9;13;18;26;19;10;23;25;15;3;7;22;14
2;8;16;17;20;6;1;11;9;21;12;24;4;5;13;18;26;19;10;23;25;15;3;7;22;14;4;5761942
4;5761942;2;8;16;17;20;6;1;11;9;21;12;24;4;5;13;18;26;19;10;23;25;15;3;7;22;14
2;8;16;17;20;1;6;11;9;21;12;24;4;5;13;18;26;19;10;23;25;15;3;7;22;14;4;5761942
4;5761942;2;8;16;17;20;1;6;11;9;21;12;24;4;5;13;18;26;19;10;23;25;15;3;7;22;14
2;8;16;17;20;1;6;11;9;21;3;24;4;5;13;18;26;19;10;23;25;15;12;7;22;14;4;5806207
4;5806207;2;8;16;17;20;1;6;11;9;21;3;24;4;5;13;18;26;19;10;23;25;15;12;7;22;14
2;8;16;17;20;1;6;3;9;21;11;24;4;5;13;18;26;19;10;23;25;15;12;7;22;14;4;5794773
4;5794773;2;8;16;17;20;1;6;3;9;21;11;24;4;5;13;18;26;19;10;23;25;15;12;7;22;14
2;8;16;17;20;1;6;3;9;21;11;24;4;5;25;18;26;19;10;23;13;15;12;7;22;14;4;5795046
4;5795046;2;8;16;17;20;1;6;3;9;21;11;24;4;5;25;18;26;19;10;23;13;15;12;7;22;14
2;8;16;17;20;1;13;3;9;21;11;24;4;5;25;18;26;19;10;23;6;15;12;7;22;14;4;5792759
4;5792759;2;8;16;17;20;1;13;3;9;21;11;24;4;5;25;18;26;19;10;23;6;15;12;7;22;14
2;8;16;17;20;1;13;3;9;21;11;6;4;5;25;18;26;19;10;23;24;15;12;7;22;14;4;5786179
4;5786179;2;8;16;17;20;1;13;3;9;21;11;6;4;5;25;18;26;19;10;23;24;15;12;7;22;14
2;8;16;17;20;1;24;3;9;21;11;6;4;5;25;18;26;19;10;23;13;15;12;7;22;14;4;5781217
4;5781217;2;8;16;17;20;1;24;3;9;21;11;6;4;5;25;18;26;19;10;23;13;15;12;7;22;14
2;8;16;17;20;1;24;3;4;21;11;6;9;5;25;18;26;19;10;23;13;15;12;7;22;14;4;5768892
4;5768892;2;8;16;17;20;1;24;3;4;21;11;6;9;5;25;18;26;19;10;23;13;15;12;7;22;14
2;8;16;17;20;1;24;3;4;15;11;6;9;5;25;18;26;19;10;23;13;21;12;7;22;14;4;5739668
5;5739668;2;8;16;17;20;1;24;3;4;15;11;6;9;5;25;18;26;19;10;23;13;21;12;7;22;14
2;8;16;17;20;1;24;3;4;15;11;6;9;5;25;18;26;19;10;21;13;23;12;7;22;14;5;5747497
5;5747497;2;8;16;17;20;1;24;3;4;15;11;6;9;5;25;18;26;19;10;21;13;23;12;7;22;14
2;8;16;17;20;1;24;3;7;15;11;6;9;5;25;18;26;19;10;21;13;23;12;4;22;14;5;5734709
5;5734709;2;8;16;17;20;1;24;3;7;15;11;6;9;5;25;18;26;19;10;21;13;23;12;4;22;14
2;8;21;17;20;1;24;3;7;15;11;6;9;5;25;18;26;19;10;16;13;23;12;4;22;14;5;5721681
5;5721681;2;8;21;17;20;1;24;3;7;15;11;6;9;5;25;18;26;19;10;16;13;23;12;4;22;14
2;3;21;17;20;1;24;8;7;15;11;6;9;5;25;18;26;19;10;16;13;23;12;4;22;14;5;5721087
5;5721087;2;3;21;17;20;1;24;8;7;15;11;6;9;5;25;18;26;19;10;16;13;23;12;4;22;14
2;3;21;26;20;1;24;8;7;15;11;6;9;5;25;18;17;19;10;16;13;23;12;4;22;14;5;5740594
5;5740594;2;3;21;26;20;1;24;8;7;15;11;6;9;5;25;18;17;19;10;16;13;23;12;4;22;14
2;3;21;22;20;1;24;8;7;15;11;6;9;5;25;18;17;19;10;16;13;23;12;4;26;14;5;5727235
5;5727235;2;3;21;22;20;1;24;8;7;15;11;6;9;5;25;18;17;19;10;16;13;23;12;4;26;14
2;3;21;22;20;1;24;8;7;15;14;6;9;5;25;18;17;19;10;16;13;23;12;4;26;11;5;5696130
5;5696130;2;3;21;22;20;1;24;8;7;15;14;6;9;5;25;18;17;19;10;16;13;23;12;4;26;11
2;22;21;3;20;1;24;8;7;15;14;6;9;5;25;18;17;19;10;16;13;23;12;4;26;11;5;5686289
5;5686289;2;22;21;3;20;1;24;8;7;15;14;6;9;5;25;18;17;19;10;16;13;23;12;4;26;11
2;22;21;3;20;1;24;8;7;15;14;4;9;5;25;18;17;19;10;16;13;23;12;6;26;11;5;5635574
5;5635574;2;22;21;3;20;1;24;8;7;15;14;4;9;5;25;18;17;19;10;16;13;23;12;6;26;11
2;22;21;3;20;1;24;8;7;15;14;4;9;5;25;18;17;19;10;16;13;23;12;6;11;26;5;5635574
5;5635574;2;22;21;3;20;1;24;8;7;15;14;4;9;5;25;18;17;19;10;16;13;23;12;6;11;26
2;22;21;3;20;1;24;8;7;15;14;4;9;5;25;18;17;19;10;16;13;23;26;6;11;12;5;5657329
5;5657329;2;22;21;3;20;1;24;8;7;15;14;4;9;5;25;18;17;19;10;16;13;23;26;6;11;12
2;22;21;3;20;1;24;8;7;15;14;4;9;5;19;18;17;25;10;16;13;23;26;6;11;12;5;5752191
5;5752191;2;22;21;3;20;1;24;8;7;15;14;4;9;5;19;18;17;25;10;16;13;23;26;6;11;12
2;16;21;3;20;1;24;8;7;15;14;4;9;5;19;18;17;25;10;22;13;23;26;6;11;12;5;5751491
5;5751491;2;16;21;3;20;1;24;8;7;15;14;4;9;5;19;18;17;25;10;22;13;23;26;6;11;12
2;16;21;3;20;5;24;8;7;15;14;4;9;1;19;18;17;25;10;22;13;23;26;6;11;12;5;5863609
5;5863609;2;16;21;3;20;5;24;8;7;15;14;4;9;1;19;18;17;25;10;22;13;23;26;6;11;12
2;16;21;3;20;8;24;5;7;15;14;4;9;1;19;18;17;25;10;22;13;23;26;6;11;12;5;5808277
5;5808277;2;16;21;3;20;8;24;5;7;15;14;4;9;1;19;18;17;25;10;22;13;23;26;6;11;12
2;16;21;3;20;8;24;5;7;15;14;4;9;1;19;23;17;25;10;22;13;18;26;6;11;12;5;5788358
5;5788358;2;16;21;3;20;8;24;5;7;15;14;4;9;1;19;23;17;25;10;22;13;18;26;6;11;12
2;16;21;3;20;8;24;5;7;15;14;4;9;1;19;23;22;25;10;17;13;18;26;6;11;12;5;5798077
5;5798077;2;16;21;3;20;8;24;5;7;15;14;4;9;1;19;23;22;25;10;17;13;18;26;6;11;12
2;16;21;3;20;8;24;5;7;15;14;25;9;1;19;23;22;4;10;17;13;18;26;6;11;12;5;5835233
5;5835233;2;16;21;3;20;8;24;5;7;15;14;25;9;1;19;23;22;4;10;17;13;18;26;6;11;12
2;16;21;22;20;8;24;5;7;15;14;25;9;1;19;23;3;4;10;17;13;18;26;6;11;12;5;5833133
5;5833133;2;16;21;22;20;8;24;5;7;15;14;25;9;1;19;23;3;4;10;17;13;18;26;6;11;12
2;16;21;22;20;8;24;5;7;17;14;25;9;1;19;23;3;4;10;15;13;18;26;6;11;12;5;5893942
6;5893942;2;16;21;22;20;8;24;5;7;17;14;25;9;1;19;23;3;4;10;15;13;18;26;6;11;12
2;16;21;22;20;8;24;5;7;17;26;25;9;1;19;23;3;4;10;15;13;18;14;6;11;12;6;6003508
6;6003508;2;16;21;22;20;8;24;5;7;17;26;25;9;1;19;23;3;4;10;15;13;18;14;6;11;12
2;16;21;22;20;8;24;5;7;17;26;25;15;1;19;23;3;4;10;9;13;18;14;6;11;12;6;6027941
6;6027941;2;16;21;22;20;8;24;5;7;17;26;25;15;1;19;23;3;4;10;9;13;18;14;6;11;12
2;16;21;22;20;8;24;5;7;17;26;25;15;1;19;23;3;12;10;9;13;18;14;6;11;4;6;6017623
6;6017623;2;16;21;22;20;8;24;5;7;17;26;25;15;1;19;23;3;12;10;9;13;18;14;6;11;4
2;16;21;22;7;8;24;5;20;17;26;25;15;1;19;23;3;12;10;9;13;18;14;6;11;4;6;5987321
6;5987321;2;16;21;22;7;8;24;5;20;17;26;25;15;1;19;23;3;12;10;9;13;18;14;6;11;4
2;18;21;22;7;8;24;5;20;17;26;25;15;1;19;23;3;12;10;9;13;16;14;6;11;4;6;5958976
6;5958976;2;18;21;22;7;8;24;5;20;17;26;25;15;1;19;23;3;12;10;9;13;16;14;6;11;4
2;18;21;22;7;8;24;5;20;1;26;25;15;17;19;23;3;12;10;9;13;16;14;6;11;4;6;5926297
6;5926297;2;18;21;22;7;8;24;5;20;1;26;25;15;17;19;23;3;12;10;9;13;16;14;6;11;4
2;18;21;22;7;8;24;5;20;13;26;25;15;17;19;23;3;12;10;9;1;16;14;6;11;4;6;5983019
6;5983019;2;18;21;22;7;8;24;5;20;13;26;25;15;17;19;23;3;12;10;9;1;16;14;6;11;4
3;18;21;22;7;8;24;5;20;13;26;25;15;17;19;23;2;12;10;9;1;16;14;6;11;4;6;5987869
6;5987869;3;18;21;22;7;8;24;5;20;13;26;25;15;17;19;23;2;12;10;9;1;16;14;6;11;4
3;18;21;22;7;8;24;5;20;13;26;25;15;17;19;23;2;12;10;9;11;16;14;6;1;4;6;5973165
6;5973165;3;18;21;22;7;8;24;5;20;13;26;25;15;17;19;23;2;12;10;9;11;16;14;6;1;4
3;18;25;22;7;8;24;5;20;13;26;21;15;17;19;23;2;12;10;9;11;16;14;6;1;4;6;5960527
6;5960527;3;18;25;22;7;8;24;5;20;13;26;21;15;17;19;23;2;12;10;9;11;16;14;6;1;4
3;18;25;22;10;8;24;5;20;13;26;21;15;17;19;23;2;12;7;9;11;16;14;6;1;4;6;5929200
6;5929200;3;18;25;22;10;8;24;5;20;13;26;21;15;17;19;23;2;12;7;9;11;16;14;6;1;4
19;18;25;22;10;8;24;5;20;13;26;21;15;17;3;23;2;12;7;9;11;16;14;6;1;4;6;5937721
6;5937721;19;18;25;22;10;8;24;5;20;13;26;21;15;17;3;23;2;12;7;9;11;16;14;6;1;4
19;18;25;22;10;8;24;5;20;13;26;9;15;17;3;23;2;12;7;21;11;16;14;6;1;4;6;5906183
6;5906183;19;18;25;22;10;8;24;5;20;13;26;9;15;17;3;23;2;12;7;21;11;16;14;6;1;4
2;18;25;22;10;8;24;5;20;13;26;9;15;17;3;23;19;12;7;21;11;16;14;6;1;4;6;5869304
6;5869304;2;18;25;22;10;8;24;5;20;13;26;9;15;17;3;23;19;12;7;21;11;16;14;6;1;4
2;18;25;22;10;8;14;5;20;13;26;9;15;17;3;23;19;12;7;21;11;16;24;6;1;4;6;5962127
6;5869304;2;18;25;22;10;8;24;5;20;13;26;9;15;17;3;23;19;12;7;21;11;16;14;6;1;4
2;18;25;22;10;8;24;5;20;13;26;9;15;17;3;23;19;12;11;21;7;16;14;6;1;4;6;5877708
6;5877708;2;18;25;22;10;8;24;5;20;13;26;9;15;17;3;23;19;12;11;21;7;16;14;6;1;4
2;18;25;22;10;20;24;5;8;13;26;9;15;17;3;23;19;12;11;21;7;16;14;6;1;4;6;5885531
6;5885531;2;18;25;22;10;20;24;5;8;13;26;9;15;17;3;23;19;12;11;21;7;16;14;6;1;4
2;18;25;22;10;20;24;5;8;13;26;9;15;17;3;23;19;12;11;21;7;16;6;14;1;4;6;5885531
6;5885531;2;18;25;22;10;20;24;5;8;13;26;9;15;17;3;23;19;12;11;21;7;16;6;14;1;4
