"X1";"X42164";"X6";"X10";"X4";"X11";"X8";"X7";"X9";"X2";"X12";"X3";"X5";"X1.1"
2;59318;10;2;4;1;9;11;5;6;8;7;3;12
10;2;4;1;9;8;5;6;11;7;3;12;2;58446
3;58446;10;2;4;1;9;8;5;6;11;7;3;12
10;11;4;1;9;8;5;6;2;7;3;12;3;53266
3;53266;10;11;4;1;9;8;5;6;2;7;3;12
10;11;12;1;9;8;5;6;2;7;3;4;3;54512
3;54512;10;11;12;1;9;8;5;6;2;7;3;4
10;11;3;1;9;8;5;6;2;7;12;4;3;50450
3;50450;10;11;3;1;9;8;5;6;2;7;12;4
2;11;3;1;9;8;5;6;10;7;12;4;3;53458
3;53458;2;11;3;1;9;8;5;6;10;7;12;4
2;11;3;1;10;8;5;6;9;7;12;4;3;51222
3;51222;2;11;3;1;10;8;5;6;9;7;12;4
2;11;3;1;10;12;5;6;9;7;8;4;3;52366
3;52366;2;11;3;1;10;12;5;6;9;7;8;4
6;11;3;1;10;12;5;2;9;7;8;4;3;27702
3;27702;6;11;3;1;10;12;5;2;9;7;8;4
6;5;3;1;10;12;11;2;9;7;8;4;3;51718
3;51718;6;5;3;1;10;12;11;2;9;7;8;4
6;5;3;1;10;11;12;2;9;7;8;4;3;39702
3;39702;6;5;3;1;10;11;12;2;9;7;8;4
6;5;3;1;10;9;12;2;11;7;8;4;3;50516
3;50516;6;5;3;1;10;9;12;2;11;7;8;4
6;5;3;1;10;9;12;2;7;11;8;4;3;65488
3;65488;6;5;3;1;10;9;12;2;7;11;8;4
12;5;3;1;10;9;6;2;7;11;8;4;3;72546
3;72546;12;5;3;1;10;9;6;2;7;11;8;4
4;5;3;1;10;9;6;2;7;11;8;12;3;64624
3;64624;4;5;3;1;10;9;6;2;7;11;8;12
4;5;3;1;10;9;2;6;7;11;8;12;3;48976
3;48976;4;5;3;1;10;9;2;6;7;11;8;12
7;5;3;1;10;9;2;6;4;11;8;12;3;27422
3;27422;7;5;3;1;10;9;2;6;4;11;8;12
7;5;3;1;10;4;2;6;9;11;8;12;3;30646
3;30646;7;5;3;1;10;4;2;6;9;11;8;12
7;5;3;1;10;4;2;6;9;12;8;11;3;37174
3;37174;7;5;3;1;10;4;2;6;9;12;8;11
7;5;3;1;10;9;2;6;4;12;8;11;3;33950
3;33950;7;5;3;1;10;9;2;6;4;12;8;11
7;5;3;1;10;9;2;6;4;8;12;11;3;40370
3;40370;7;5;3;1;10;9;2;6;4;8;12;11
10;5;3;1;7;9;2;6;4;8;12;11;3;42778
4;42778;10;5;3;1;7;9;2;6;4;8;12;11
10;5;3;1;7;12;2;6;4;8;9;11;4;40090
4;40090;10;5;3;1;7;12;2;6;4;8;9;11
10;5;3;1;7;12;8;6;4;2;9;11;4;45038
4;40090;10;5;3;1;7;12;2;6;4;8;9;11
10;5;3;12;7;1;2;6;4;8;9;11;4;40154
4;40154;10;5;3;12;7;1;2;6;4;8;9;11
10;5;3;12;7;1;4;6;2;8;9;11;4;37354
4;37354;10;5;3;12;7;1;4;6;2;8;9;11
8;5;3;12;7;1;4;6;2;10;9;11;4;49588
4;49588;8;5;3;12;7;1;4;6;2;10;9;11
8;5;3;12;7;11;4;6;2;10;9;1;4;36248
4;36248;8;5;3;12;7;11;4;6;2;10;9;1
8;5;3;2;7;11;4;6;12;10;9;1;4;35918
4;35918;8;5;3;2;7;11;4;6;12;10;9;1
8;9;3;2;7;11;4;6;12;10;5;1;4;47096
4;47096;8;9;3;2;7;11;4;6;12;10;5;1
8;9;10;2;7;11;4;6;12;3;5;1;4;57038
4;47096;8;9;3;2;7;11;4;6;12;10;5;1
8;9;3;7;2;11;4;6;12;10;5;1;4;46896
4;46896;8;9;3;7;2;11;4;6;12;10;5;1
8;9;3;7;12;11;4;6;2;10;5;1;4;48002
4;46896;8;9;3;7;2;11;4;6;12;10;5;1
8;9;3;7;2;11;6;4;12;10;5;1;4;47264
4;47264;8;9;3;7;2;11;6;4;12;10;5;1
4;9;3;7;2;11;6;8;12;10;5;1;4;34232
4;34232;4;9;3;7;2;11;6;8;12;10;5;1
8;9;3;7;2;11;6;4;12;10;5;1;4;47264
4;47264;8;9;3;7;2;11;6;4;12;10;5;1
8;9;3;7;2;11;6;4;10;12;5;1;4;56764
4;56764;8;9;3;7;2;11;6;4;10;12;5;1
8;9;4;7;2;11;6;3;10;12;5;1;4;47600
4;47600;8;9;4;7;2;11;6;3;10;12;5;1
8;12;4;7;2;11;6;3;10;9;5;1;4;50352
4;50352;8;12;4;7;2;11;6;3;10;9;5;1
8;12;4;7;2;11;6;5;10;9;3;1;4;56610
4;56610;8;12;4;7;2;11;6;5;10;9;3;1
8;12;4;7;2;5;6;11;10;9;3;1;4;58806
4;58806;8;12;4;7;2;5;6;11;10;9;3;1
8;12;4;7;2;11;6;5;10;9;3;1;4;56610
5;56610;8;12;4;7;2;11;6;5;10;9;3;1
8;12;3;7;2;11;6;5;10;9;4;1;5;58140
5;58140;8;12;3;7;2;11;6;5;10;9;4;1
8;12;3;7;2;9;6;5;10;11;4;1;5;44694
5;44694;8;12;3;7;2;9;6;5;10;11;4;1
8;7;3;12;2;9;6;5;10;11;4;1;5;45448
5;45448;8;7;3;12;2;9;6;5;10;11;4;1
8;7;3;5;2;9;6;12;10;11;4;1;5;47294
5;47294;8;7;3;5;2;9;6;12;10;11;4;1
7;8;3;5;2;9;6;12;10;11;4;1;5;43486
5;43486;7;8;3;5;2;9;6;12;10;11;4;1
7;8;11;5;2;9;6;12;10;3;4;1;5;46194
5;46194;7;8;11;5;2;9;6;12;10;3;4;1
8;7;11;5;2;9;6;12;10;3;4;1;5;49022
5;49022;8;7;11;5;2;9;6;12;10;3;4;1
8;7;1;5;2;9;6;12;10;3;4;11;5;55610
5;49022;8;7;11;5;2;9;6;12;10;3;4;1
8;7;11;5;2;9;6;12;4;3;10;1;5;48968
5;48968;8;7;11;5;2;9;6;12;4;3;10;1
8;7;11;5;2;9;6;12;10;3;4;1;5;49022
5;49022;8;7;11;5;2;9;6;12;10;3;4;1
8;7;5;11;2;9;6;12;10;3;4;1;5;53842
5;53842;8;7;5;11;2;9;6;12;10;3;4;1
6;7;5;11;2;9;8;12;10;3;4;1;5;52652
5;52652;6;7;5;11;2;9;8;12;10;3;4;1
6;8;5;11;2;9;7;12;10;3;4;1;5;45608
5;45608;6;8;5;11;2;9;7;12;10;3;4;1
6;8;5;11;1;9;7;12;10;3;4;2;5;48218
5;48218;6;8;5;11;1;9;7;12;10;3;4;2
6;8;2;11;1;9;7;12;10;3;4;5;5;43456
5;43456;6;8;2;11;1;9;7;12;10;3;4;5
6;8;11;2;1;9;7;12;10;3;4;5;5;45740
5;45740;6;8;11;2;1;9;7;12;10;3;4;5
5;8;11;2;1;9;7;12;10;3;4;6;5;47952
5;47952;5;8;11;2;1;9;7;12;10;3;4;6
5;11;8;2;1;9;7;12;10;3;4;6;5;46620
5;46620;5;11;8;2;1;9;7;12;10;3;4;6
5;11;8;2;7;9;1;12;10;3;4;6;5;39428
5;39428;5;11;8;2;7;9;1;12;10;3;4;6
1;11;8;2;7;9;5;12;10;3;4;6;5;44508
6;44508;1;11;8;2;7;9;5;12;10;3;4;6
1;9;8;2;7;11;5;12;10;3;4;6;6;50460
6;50460;1;9;8;2;7;11;5;12;10;3;4;6
6;9;8;2;7;11;5;12;10;3;4;1;6;48812
6;48812;6;9;8;2;7;11;5;12;10;3;4;1
6;9;8;2;7;4;5;12;10;3;11;1;6;49692
6;49692;6;9;8;2;7;4;5;12;10;3;11;1
6;9;12;2;7;4;5;8;10;3;11;1;6;52292
6;52292;6;9;12;2;7;4;5;8;10;3;11;1
6;9;12;2;7;8;5;4;10;3;11;1;6;44972
6;44972;6;9;12;2;7;8;5;4;10;3;11;1
6;9;11;2;7;8;5;4;10;3;12;1;6;40984
6;40984;6;9;11;2;7;8;5;4;10;3;12;1
6;9;11;2;7;4;5;8;10;3;12;1;6;46768
6;46768;6;9;11;2;7;4;5;8;10;3;12;1
1;9;11;2;7;4;5;8;10;3;12;6;6;49756
6;46768;6;9;11;2;7;4;5;8;10;3;12;1
6;9;2;11;7;4;5;8;10;3;12;1;6;51696
6;51696;6;9;2;11;7;4;5;8;10;3;12;1
6;9;2;11;7;4;5;8;10;3;1;12;6;48360
6;48360;6;9;2;11;7;4;5;8;10;3;1;12
6;4;2;11;7;9;5;8;10;3;1;12;6;43712
6;43712;6;4;2;11;7;9;5;8;10;3;1;12
2;4;6;11;7;9;5;8;10;3;1;12;6;43722
6;43722;2;4;6;11;7;9;5;8;10;3;1;12
2;4;6;11;12;9;5;8;10;3;1;7;6;43868
6;43868;2;4;6;11;12;9;5;8;10;3;1;7
2;4;9;11;12;6;5;8;10;3;1;7;6;39260
6;39260;2;4;9;11;12;6;5;8;10;3;1;7
2;4;9;11;12;6;5;8;10;7;1;3;6;42524
6;42524;2;4;9;11;12;6;5;8;10;7;1;3
2;4;9;6;12;11;5;8;10;7;1;3;6;51446
6;51446;2;4;9;6;12;11;5;8;10;7;1;3
10;4;9;6;12;11;5;8;2;7;1;3;6;59602
6;59602;10;4;9;6;12;11;5;8;2;7;1;3
10;4;9;6;12;8;5;11;2;7;1;3;6;49328
6;49328;10;4;9;6;12;8;5;11;2;7;1;3
10;4;9;6;12;8;5;2;11;7;1;3;6;44662
6;44662;10;4;9;6;12;8;5;2;11;7;1;3
10;11;9;6;12;8;5;2;4;7;1;3;6;43112
7;43112;10;11;9;6;12;8;5;2;4;7;1;3
10;11;9;6;12;8;5;2;4;3;1;7;7;51368
7;51368;10;11;9;6;12;8;5;2;4;3;1;7
12;11;9;6;10;8;5;2;4;3;1;7;7;40468
7;40468;12;11;9;6;10;8;5;2;4;3;1;7
12;11;9;6;10;8;7;2;4;3;1;5;7;34784
7;34784;12;11;9;6;10;8;7;2;4;3;1;5
12;1;9;6;10;8;7;2;4;3;11;5;7;54424
7;34784;12;11;9;6;10;8;7;2;4;3;1;5
12;11;9;6;10;8;4;2;7;3;1;5;7;33988
7;33988;12;11;9;6;10;8;4;2;7;3;1;5
12;11;10;6;9;8;4;2;7;3;1;5;7;31350
7;31350;12;11;10;6;9;8;4;2;7;3;1;5
5;11;10;6;9;8;4;2;7;3;1;12;7;36610
7;36610;5;11;10;6;9;8;4;2;7;3;1;12
5;11;10;9;6;8;4;2;7;3;1;12;7;36130
7;36130;5;11;10;9;6;8;4;2;7;3;1;12
5;11;10;9;6;2;4;8;7;3;1;12;7;44920
7;44920;5;11;10;9;6;2;4;8;7;3;1;12
5;11;4;9;6;2;10;8;7;3;1;12;7;47356
7;47356;5;11;4;9;6;2;10;8;7;3;1;12
2;11;4;9;6;5;10;8;7;3;1;12;7;44040
7;44040;2;11;4;9;6;5;10;8;7;3;1;12
2;11;4;9;6;1;10;8;7;3;5;12;7;51032
7;51032;2;11;4;9;6;1;10;8;7;3;5;12
2;11;4;9;6;5;10;8;7;3;1;12;7;44040
7;44040;2;11;4;9;6;5;10;8;7;3;1;12
1;11;4;9;6;5;10;8;7;3;2;12;7;42366
7;42366;1;11;4;9;6;5;10;8;7;3;2;12
1;11;4;6;9;5;10;8;7;3;2;12;7;42646
7;42646;1;11;4;6;9;5;10;8;7;3;2;12
1;11;4;6;9;5;10;2;7;3;8;12;7;46904
7;46904;1;11;4;6;9;5;10;2;7;3;8;12
1;5;4;6;9;11;10;2;7;3;8;12;7;49346
7;49346;1;5;4;6;9;11;10;2;7;3;8;12
1;5;4;6;9;11;7;2;10;3;8;12;7;45152
7;45152;1;5;4;6;9;11;7;2;10;3;8;12
1;8;4;6;9;11;7;2;10;3;5;12;7;42644
7;42644;1;8;4;6;9;11;7;2;10;3;5;12
1;8;4;6;9;5;7;2;10;3;11;12;7;48132
8;42644;1;8;4;6;9;11;7;2;10;3;5;12
1;12;4;6;9;11;7;2;10;3;5;8;8;54374
8;54374;1;12;4;6;9;11;7;2;10;3;5;8
1;12;2;6;9;11;7;4;10;3;5;8;8;43758
8;43758;1;12;2;6;9;11;7;4;10;3;5;8
1;12;2;6;3;11;7;4;10;9;5;8;8;43052
8;43052;1;12;2;6;3;11;7;4;10;9;5;8
1;7;2;6;3;11;12;4;10;9;5;8;8;34572
8;34572;1;7;2;6;3;11;12;4;10;9;5;8
1;7;10;6;3;11;12;4;2;9;5;8;8;41518
8;41518;1;7;10;6;3;11;12;4;2;9;5;8
10;7;1;6;3;11;12;4;2;9;5;8;8;41416
8;41416;10;7;1;6;3;11;12;4;2;9;5;8
10;7;1;6;3;11;12;4;2;8;5;9;8;41992
8;41992;10;7;1;6;3;11;12;4;2;8;5;9
11;7;1;6;3;10;12;4;2;8;5;9;8;39596
8;39596;11;7;1;6;3;10;12;4;2;8;5;9
11;3;1;6;7;10;12;4;2;8;5;9;8;48208
8;48208;11;3;1;6;7;10;12;4;2;8;5;9
11;3;1;6;2;10;12;4;7;8;5;9;8;45190
8;45190;11;3;1;6;2;10;12;4;7;8;5;9
11;3;1;6;2;10;12;5;7;8;4;9;8;46512
8;46512;11;3;1;6;2;10;12;5;7;8;4;9
11;3;1;6;2;10;12;4;7;8;5;9;8;45190
8;45190;11;3;1;6;2;10;12;4;7;8;5;9
11;3;1;6;8;10;12;4;7;2;5;9;8;38060
8;38060;11;3;1;6;8;10;12;4;7;2;5;9
11;3;1;8;6;10;12;4;7;2;5;9;8;37460
8;37460;11;3;1;8;6;10;12;4;7;2;5;9
11;3;10;8;6;1;12;4;7;2;5;9;8;36940
8;36940;11;3;10;8;6;1;12;4;7;2;5;9
11;3;10;4;6;1;12;8;7;2;5;9;8;46482
8;46482;11;3;10;4;6;1;12;8;7;2;5;9
3;11;10;4;6;1;12;8;7;2;5;9;8;51074
8;46482;11;3;10;4;6;1;12;8;7;2;5;9
11;3;10;4;12;1;6;8;7;2;5;9;8;46366
8;46366;11;3;10;4;12;1;6;8;7;2;5;9
10;3;11;4;12;1;6;8;7;2;5;9;8;49842
8;49842;10;3;11;4;12;1;6;8;7;2;5;9
10;12;11;4;3;1;6;8;7;2;5;9;8;59408
9;59408;10;12;11;4;3;1;6;8;7;2;5;9
10;12;11;4;3;1;6;8;7;9;5;2;9;52880
9;52880;10;12;11;4;3;1;6;8;7;9;5;2
10;12;11;4;3;1;6;8;5;9;7;2;9;52980
9;52980;10;12;11;4;3;1;6;8;5;9;7;2
10;12;11;4;3;6;1;8;5;9;7;2;9;44646
9;44646;10;12;11;4;3;6;1;8;5;9;7;2
10;12;7;4;3;6;1;8;5;9;11;2;9;43718
9;43718;10;12;7;4;3;6;1;8;5;9;11;2
8;12;7;4;3;6;1;10;5;9;11;2;9;45676
9;45676;8;12;7;4;3;6;1;10;5;9;11;2
8;7;12;4;3;6;1;10;5;9;11;2;9;63940
9;63940;8;7;12;4;3;6;1;10;5;9;11;2
8;7;12;4;3;6;2;10;5;9;11;1;9;64128
9;64128;8;7;12;4;3;6;2;10;5;9;11;1
2;7;12;4;3;6;8;10;5;9;11;1;9;56368
9;56368;2;7;12;4;3;6;8;10;5;9;11;1
2;7;12;4;3;1;8;10;5;9;11;6;9;38012
9;38012;2;7;12;4;3;1;8;10;5;9;11;6
6;7;12;4;3;1;8;10;5;9;11;2;9;50636
9;50636;6;7;12;4;3;1;8;10;5;9;11;2
6;7;4;12;3;1;8;10;5;9;11;2;9;47912
9;47912;6;7;4;12;3;1;8;10;5;9;11;2
6;7;11;12;3;1;8;10;5;9;4;2;9;52180
9;52180;6;7;11;12;3;1;8;10;5;9;4;2
7;6;11;12;3;1;8;10;5;9;4;2;9;61172
9;61172;7;6;11;12;3;1;8;10;5;9;4;2
12;6;11;7;3;1;8;10;5;9;4;2;9;49682
9;49682;12;6;11;7;3;1;8;10;5;9;4;2
12;6;9;7;3;1;8;10;5;11;4;2;9;55706
9;55706;12;6;9;7;3;1;8;10;5;11;4;2
12;6;9;7;10;1;8;3;5;11;4;2;9;54772
9;54772;12;6;9;7;10;1;8;3;5;11;4;2
12;8;9;7;10;1;6;3;5;11;4;2;9;56052
9;56052;12;8;9;7;10;1;6;3;5;11;4;2
12;7;9;8;10;1;6;3;5;11;4;2;9;45890
9;45890;12;7;9;8;10;1;6;3;5;11;4;2
12;7;9;8;10;1;2;3;5;11;4;6;9;39888
9;39888;12;7;9;8;10;1;2;3;5;11;4;6
12;7;9;8;10;1;2;3;6;11;4;5;9;35586
10;35586;12;7;9;8;10;1;2;3;6;11;4;5
12;7;9;8;2;1;10;3;6;11;4;5;10;32794
10;32794;12;7;9;8;2;1;10;3;6;11;4;5
12;7;5;8;2;1;10;3;6;11;4;9;10;31786
10;31786;12;7;5;8;2;1;10;3;6;11;4;9
12;7;5;8;2;1;10;3;6;4;11;9;10;24606
10;24606;12;7;5;8;2;1;10;3;6;4;11;9
12;7;5;8;11;1;10;3;6;4;2;9;10;26422
10;26422;12;7;5;8;11;1;10;3;6;4;2;9
12;7;5;8;11;1;3;10;6;4;2;9;10;31486
10;31486;12;7;5;8;11;1;3;10;6;4;2;9
12;7;5;8;11;1;9;10;6;4;2;3;10;33734
10;31486;12;7;5;8;11;1;3;10;6;4;2;9
12;7;9;8;11;1;3;10;6;4;2;5;10;39374
10;39374;12;7;9;8;11;1;3;10;6;4;2;5
12;7;9;8;11;1;3;10;2;4;6;5;10;39302
10;39302;12;7;9;8;11;1;3;10;2;4;6;5
12;7;4;8;11;1;3;10;2;9;6;5;10;39148
10;39148;12;7;4;8;11;1;3;10;2;9;6;5
12;7;4;8;11;1;3;2;10;9;6;5;10;32894
10;32894;12;7;4;8;11;1;3;2;10;9;6;5
12;7;4;11;8;1;3;2;10;9;6;5;10;35374
10;35374;12;7;4;11;8;1;3;2;10;9;6;5
12;7;4;3;8;1;11;2;10;9;6;5;10;39888
10;39888;12;7;4;3;8;1;11;2;10;9;6;5
12;7;4;9;8;1;11;2;10;3;6;5;10;40920
10;40920;12;7;4;9;8;1;11;2;10;3;6;5
12;7;4;9;8;1;11;2;5;3;6;10;10;45358
10;45358;12;7;4;9;8;1;11;2;5;3;6;10
12;7;3;9;8;1;11;2;5;4;6;10;10;37148
10;37148;12;7;3;9;8;1;11;2;5;4;6;10
12;6;3;9;8;1;11;2;5;4;7;10;10;44274
10;44274;12;6;3;9;8;1;11;2;5;4;7;10
12;6;3;10;8;1;11;2;5;4;7;9;10;45898
10;45898;12;6;3;10;8;1;11;2;5;4;7;9
12;6;11;10;8;1;3;2;5;4;7;9;10;45190
10;45190;12;6;11;10;8;1;3;2;5;4;7;9
12;6;11;1;8;10;3;2;5;4;7;9;10;42350
10;42350;12;6;11;1;8;10;3;2;5;4;7;9
12;6;8;1;11;10;3;2;5;4;7;9;10;38850
11;38850;12;6;8;1;11;10;3;2;5;4;7;9
12;6;8;1;11;10;3;5;2;4;7;9;11;49924
11;49924;12;6;8;1;11;10;3;5;2;4;7;9
12;6;8;1;11;10;5;3;2;4;7;9;11;35360
11;35360;12;6;8;1;11;10;5;3;2;4;7;9
1;6;8;12;11;10;5;3;2;4;7;9;11;43688
11;35360;12;6;8;1;11;10;5;3;2;4;7;9
12;3;8;1;11;10;5;6;2;4;7;9;11;39732
11;35360;12;6;8;1;11;10;5;3;2;4;7;9
12;6;7;1;11;10;5;3;2;4;8;9;11;35780
11;35780;12;6;7;1;11;10;5;3;2;4;8;9
1;6;7;12;11;10;5;3;2;4;8;9;11;44468
11;44468;1;6;7;12;11;10;5;3;2;4;8;9
1;6;7;11;12;10;5;3;2;4;8;9;11;46428
11;46428;1;6;7;11;12;10;5;3;2;4;8;9
1;6;7;4;12;10;5;3;2;11;8;9;11;51992
11;51992;1;6;7;4;12;10;5;3;2;11;8;9
1;6;7;4;5;10;12;3;2;11;8;9;11;50560
11;50560;1;6;7;4;5;10;12;3;2;11;8;9
1;6;7;4;5;12;10;3;2;11;8;9;11;45672
11;45672;1;6;7;4;5;12;10;3;2;11;8;9
2;6;7;4;5;12;10;3;1;11;8;9;11;44218
11;44218;2;6;7;4;5;12;10;3;1;11;8;9
2;6;7;1;5;12;10;3;4;11;8;9;11;44592
11;44592;2;6;7;1;5;12;10;3;4;11;8;9
2;6;7;8;5;12;10;3;4;11;1;9;11;45712
11;45712;2;6;7;8;5;12;10;3;4;11;1;9
10;6;7;8;5;12;2;3;4;11;1;9;11;36200
11;36200;10;6;7;8;5;12;2;3;4;11;1;9
10;6;7;8;5;12;2;3;9;11;1;4;11;41316
11;41316;10;6;7;8;5;12;2;3;9;11;1;4
10;6;7;8;1;12;2;3;9;11;5;4;11;41228
11;41228;10;6;7;8;1;12;2;3;9;11;5;4
8;6;7;10;1;12;2;3;9;11;5;4;11;44310
11;41228;10;6;7;8;1;12;2;3;9;11;5;4
10;6;7;8;5;12;2;3;9;11;1;4;11;41316
11;41316;10;6;7;8;5;12;2;3;9;11;1;4
10;6;7;8;5;12;2;3;9;1;11;4;11;35888
11;35888;10;6;7;8;5;12;2;3;9;1;11;4
10;6;7;8;5;4;2;3;9;1;11;12;11;37130
12;37130;10;6;7;8;5;4;2;3;9;1;11;12
10;6;7;8;5;4;2;11;9;1;3;12;12;37270
12;37270;10;6;7;8;5;4;2;11;9;1;3;12
10;6;7;8;5;2;4;11;9;1;3;12;12;46194
12;37270;10;6;7;8;5;4;2;11;9;1;3;12
4;6;7;8;5;10;2;11;9;1;3;12;12;45766
12;45766;4;6;7;8;5;10;2;11;9;1;3;12
4;3;7;8;5;10;2;11;9;1;6;12;12;46820
12;46820;4;3;7;8;5;10;2;11;9;1;6;12
4;3;5;8;7;10;2;11;9;1;6;12;12;45206
12;45206;4;3;5;8;7;10;2;11;9;1;6;12
12;3;5;8;7;10;2;11;9;1;6;4;12;48386
12;48386;12;3;5;8;7;10;2;11;9;1;6;4
12;3;5;8;7;10;2;11;1;9;6;4;12;49734
12;49734;12;3;5;8;7;10;2;11;1;9;6;4
4;3;5;8;7;10;2;11;1;9;6;12;12;41152
12;41152;4;3;5;8;7;10;2;11;1;9;6;12
10;3;5;8;7;4;2;11;1;9;6;12;12;35492
12;35492;10;3;5;8;7;4;2;11;1;9;6;12
10;3;5;8;7;4;2;11;9;1;6;12;12;39474
12;39474;10;3;5;8;7;4;2;11;9;1;6;12
10;9;5;8;7;4;2;11;3;1;6;12;12;46220
12;46220;10;9;5;8;7;4;2;11;3;1;6;12
9;10;5;8;7;4;2;11;3;1;6;12;12;52892
12;46220;10;9;5;8;7;4;2;11;3;1;6;12
10;9;5;8;7;4;2;11;3;12;6;1;12;40844
12;40844;10;9;5;8;7;4;2;11;3;12;6;1
4;9;5;8;7;10;2;11;3;12;6;1;12;46654
12;46654;4;9;5;8;7;10;2;11;3;12;6;1
4;9;5;12;7;10;2;11;3;8;6;1;12;43634
12;43634;4;9;5;12;7;10;2;11;3;8;6;1
4;9;5;12;8;10;2;11;3;7;6;1;12;49140
12;43634;4;9;5;12;7;10;2;11;3;8;6;1
4;9;5;12;7;10;2;1;3;8;6;11;12;47604
12;43634;4;9;5;12;7;10;2;11;3;8;6;1
4;9;5;3;7;10;2;11;12;8;6;1;12;37086
12;37086;4;9;5;3;7;10;2;11;12;8;6;1
4;9;5;3;7;10;2;6;12;8;11;1;12;45726
