"X1";"X48206";"X3";"X2";"X1.1";"X6";"X5";"X10";"X12";"X9";"X11";"X4";"X7";"X8"
2;44150;4;2;1;5;10;12;6;11;8;3;9;7
4;2;1;5;10;12;7;11;8;3;9;6;2;43760
2;43760;4;2;1;5;10;12;7;11;8;3;9;6
4;10;1;5;2;12;7;11;8;3;9;6;2;53782
2;53782;4;10;1;5;2;12;7;11;8;3;9;6
4;10;1;5;2;12;7;11;6;3;9;8;2;51048
2;51048;4;10;1;5;2;12;7;11;6;3;9;8
4;10;1;5;2;12;7;11;6;3;8;9;2;52256
2;52256;4;10;1;5;2;12;7;11;6;3;8;9
2;10;1;5;4;12;7;11;6;3;8;9;2;51598
2;51598;2;10;1;5;4;12;7;11;6;3;8;9
2;10;1;5;4;7;12;11;6;3;8;9;2;42994
2;42994;2;10;1;5;4;7;12;11;6;3;8;9
2;10;1;5;3;7;12;11;6;4;8;9;2;46582
2;46582;2;10;1;5;3;7;12;11;6;4;8;9
2;10;1;5;3;9;12;11;6;4;8;7;2;56460
2;56460;2;10;1;5;3;9;12;11;6;4;8;7
2;10;1;8;3;9;12;11;6;4;5;7;2;56430
3;56430;2;10;1;8;3;9;12;11;6;4;5;7
2;10;1;8;3;7;12;11;6;4;5;9;3;46552
3;46552;2;10;1;8;3;7;12;11;6;4;5;9
1;10;2;8;3;7;12;11;6;4;5;9;3;36022
3;36022;1;10;2;8;3;7;12;11;6;4;5;9
1;10;2;4;3;7;12;11;6;8;5;9;3;25996
3;25996;1;10;2;4;3;7;12;11;6;8;5;9
1;10;2;4;3;7;8;11;6;12;5;9;3;27942
3;27942;1;10;2;4;3;7;8;11;6;12;5;9
1;10;2;4;3;7;8;6;11;12;5;9;3;26840
3;26840;1;10;2;4;3;7;8;6;11;12;5;9
7;10;2;4;3;1;8;6;11;12;5;9;3;27940
3;27940;7;10;2;4;3;1;8;6;11;12;5;9
7;5;2;4;3;1;8;6;11;12;10;9;3;38022
3;38022;7;5;2;4;3;1;8;6;11;12;10;9
1;5;2;4;3;7;8;6;11;12;10;9;3;37114
3;37114;1;5;2;4;3;7;8;6;11;12;10;9
1;5;2;4;3;7;8;6;11;10;12;9;3;40232
3;40232;1;5;2;4;3;7;8;6;11;10;12;9
1;12;2;4;3;7;8;6;11;10;5;9;3;51590
3;40232;1;5;2;4;3;7;8;6;11;10;12;9
1;5;2;10;3;7;8;6;11;4;12;9;3;29756
3;29756;1;5;2;10;3;7;8;6;11;4;12;9
1;5;2;10;4;7;8;6;11;3;12;9;3;46036
3;46036;1;5;2;10;4;7;8;6;11;3;12;9
1;5;7;10;4;2;8;6;11;3;12;9;3;61978
3;61978;1;5;7;10;4;2;8;6;11;3;12;9
1;5;7;10;4;8;2;6;11;3;12;9;3;48358
3;48358;1;5;7;10;4;8;2;6;11;3;12;9
1;5;12;10;4;8;2;6;11;3;7;9;3;50610
3;50610;1;5;12;10;4;8;2;6;11;3;7;9
1;5;12;9;4;8;2;6;11;3;7;10;3;52870
3;52870;1;5;12;9;4;8;2;6;11;3;7;10
1;11;12;9;4;8;2;6;5;3;7;10;3;45136
3;45136;1;11;12;9;4;8;2;6;5;3;7;10
1;11;12;3;4;8;2;6;5;9;7;10;3;32880
3;32880;1;11;12;3;4;8;2;6;5;9;7;10
2;11;12;3;4;8;1;6;5;9;7;10;3;42356
3;42356;2;11;12;3;4;8;1;6;5;9;7;10
2;11;12;3;7;8;1;6;5;9;4;10;3;47030
4;47030;2;11;12;3;7;8;1;6;5;9;4;10
8;11;12;3;7;2;1;6;5;9;4;10;4;52012
4;52012;8;11;12;3;7;2;1;6;5;9;4;10
8;11;12;3;7;2;1;4;5;9;6;10;4;51770
4;51770;8;11;12;3;7;2;1;4;5;9;6;10
8;11;12;3;2;7;1;4;5;9;6;10;4;47122
4;47122;8;11;12;3;2;7;1;4;5;9;6;10
8;1;12;3;2;7;11;4;5;9;6;10;4;38266
4;38266;8;1;12;3;2;7;11;4;5;9;6;10
8;1;12;3;2;5;11;4;7;9;6;10;4;48922
4;48922;8;1;12;3;2;5;11;4;7;9;6;10
8;1;2;3;12;5;11;4;7;9;6;10;4;50626
4;50626;8;1;2;3;12;5;11;4;7;9;6;10
8;1;9;3;12;5;11;4;7;2;6;10;4;46066
4;46066;8;1;9;3;12;5;11;4;7;2;6;10
8;1;9;3;12;5;11;6;7;2;4;10;4;47614
4;47614;8;1;9;3;12;5;11;6;7;2;4;10
8;5;9;3;12;1;11;6;7;2;4;10;4;46722
4;46722;8;5;9;3;12;1;11;6;7;2;4;10
8;7;9;3;12;1;11;6;5;2;4;10;4;50468
4;50468;8;7;9;3;12;1;11;6;5;2;4;10
7;8;9;3;12;1;11;6;5;2;4;10;4;50622
4;50622;7;8;9;3;12;1;11;6;5;2;4;10
7;8;4;3;12;1;11;6;5;2;9;10;4;50532
4;50532;7;8;4;3;12;1;11;6;5;2;9;10
7;8;4;11;12;1;3;6;5;2;9;10;4;47996
4;47996;7;8;4;11;12;1;3;6;5;2;9;10
11;8;4;7;12;1;3;6;5;2;9;10;4;34562
4;34562;11;8;4;7;12;1;3;6;5;2;9;10
11;8;6;7;12;1;3;4;5;2;9;10;4;32738
4;32738;11;8;6;7;12;1;3;4;5;2;9;10
11;8;6;7;12;1;2;4;5;3;9;10;4;29280
4;29280;11;8;6;7;12;1;2;4;5;3;9;10
11;4;6;7;12;1;2;8;5;3;9;10;4;47428
4;29280;11;8;6;7;12;1;2;4;5;3;9;10
11;8;6;7;12;1;2;10;5;3;9;4;4;35344
4;35344;11;8;6;7;12;1;2;10;5;3;9;4
11;8;7;6;12;1;2;10;5;3;9;4;4;31056
4;31056;11;8;7;6;12;1;2;10;5;3;9;4
11;8;7;1;12;6;2;10;5;3;9;4;4;36878
5;36878;11;8;7;1;12;6;2;10;5;3;9;4
11;6;7;1;12;8;2;10;5;3;9;4;5;34108
5;34108;11;6;7;1;12;8;2;10;5;3;9;4
1;6;7;11;12;8;2;10;5;3;9;4;5;52750
5;52750;1;6;7;11;12;8;2;10;5;3;9;4
1;10;7;11;12;8;2;6;5;3;9;4;5;44914
5;44914;1;10;7;11;12;8;2;6;5;3;9;4
1;10;7;9;12;8;2;6;5;3;11;4;5;42314
5;42314;1;10;7;9;12;8;2;6;5;3;11;4
1;10;7;9;12;4;2;6;5;3;11;8;5;52108
5;52108;1;10;7;9;12;4;2;6;5;3;11;8
1;11;7;9;12;4;2;6;5;3;10;8;5;61486
5;61486;1;11;7;9;12;4;2;6;5;3;10;8
2;11;7;9;12;4;1;6;5;3;10;8;5;59656
5;59656;2;11;7;9;12;4;1;6;5;3;10;8
2;11;12;9;7;4;1;6;5;3;10;8;5;61748
5;61748;2;11;12;9;7;4;1;6;5;3;10;8
2;11;12;9;7;4;1;6;5;8;10;3;5;53684
5;53684;2;11;12;9;7;4;1;6;5;8;10;3
2;11;4;9;7;12;1;6;5;8;10;3;5;40538
5;40538;2;11;4;9;7;12;1;6;5;8;10;3
2;1;4;9;7;12;11;6;5;8;10;3;5;48534
5;48534;2;1;4;9;7;12;11;6;5;8;10;3
2;1;4;9;7;12;11;6;8;5;10;3;5;45894
5;45894;2;1;4;9;7;12;11;6;8;5;10;3
2;1;4;5;7;12;11;6;8;9;10;3;5;47798
5;47798;2;1;4;5;7;12;11;6;8;9;10;3
2;1;4;5;7;12;11;6;8;10;9;3;5;52134
5;52134;2;1;4;5;7;12;11;6;8;10;9;3
4;1;2;5;7;12;11;6;8;10;9;3;5;53892
5;53892;4;1;2;5;7;12;11;6;8;10;9;3
4;1;2;9;7;12;11;6;8;10;5;3;5;50446
5;50446;4;1;2;9;7;12;11;6;8;10;5;3
4;7;2;9;1;12;11;6;8;10;5;3;5;42118
5;42118;4;7;2;9;1;12;11;6;8;10;5;3
4;7;2;9;1;12;11;5;8;10;6;3;5;37354
5;37354;4;7;2;9;1;12;11;5;8;10;6;3
4;7;2;11;1;12;9;5;8;10;6;3;5;36492
5;36492;4;7;2;11;1;12;9;5;8;10;6;3
4;7;10;11;1;12;9;5;8;2;6;3;5;50988
6;50988;4;7;10;11;1;12;9;5;8;2;6;3
4;7;10;11;1;12;5;9;8;2;6;3;6;39468
6;39468;4;7;10;11;1;12;5;9;8;2;6;3
4;7;10;6;1;12;5;9;8;2;11;3;6;34572
6;34572;4;7;10;6;1;12;5;9;8;2;11;3
4;7;10;6;1;12;5;9;3;2;11;8;6;37170
6;37170;4;7;10;6;1;12;5;9;3;2;11;8
4;7;10;3;1;12;5;9;6;2;11;8;6;34394
6;34394;4;7;10;3;1;12;5;9;6;2;11;8
4;12;10;3;1;7;5;9;6;2;11;8;6;41538
6;41538;4;12;10;3;1;7;5;9;6;2;11;8
4;12;10;3;1;7;9;5;6;2;11;8;6;53058
6;53058;4;12;10;3;1;7;9;5;6;2;11;8
4;12;10;3;1;7;9;5;11;2;6;8;6;52978
6;52978;4;12;10;3;1;7;9;5;11;2;6;8
2;12;10;3;1;7;9;5;11;4;6;8;6;45094
6;45094;2;12;10;3;1;7;9;5;11;4;6;8
2;12;9;3;1;7;10;5;11;4;6;8;6;46834
6;46834;2;12;9;3;1;7;10;5;11;4;6;8
2;12;9;3;1;4;10;5;11;7;6;8;6;41592
6;41592;2;12;9;3;1;4;10;5;11;7;6;8
2;12;6;3;1;4;10;5;11;7;9;8;6;43410
6;43410;2;12;6;3;1;4;10;5;11;7;9;8
2;5;6;3;1;4;10;12;11;7;9;8;6;59722
6;59722;2;5;6;3;1;4;10;12;11;7;9;8
2;5;9;3;1;4;10;12;11;7;6;8;6;57488
6;57488;2;5;9;3;1;4;10;12;11;7;6;8
2;5;9;3;1;4;10;8;11;7;6;12;6;63268
6;63268;2;5;9;3;1;4;10;8;11;7;6;12
2;5;9;3;1;4;10;8;11;12;6;7;6;62692
6;62692;2;5;9;3;1;4;10;8;11;12;6;7
2;5;11;3;1;4;10;8;9;12;6;7;6;65098
6;65098;2;5;11;3;1;4;10;8;9;12;6;7
2;5;12;3;1;4;10;8;9;11;6;7;6;56076
6;56076;2;5;12;3;1;4;10;8;9;11;6;7
2;1;12;3;5;4;10;8;9;11;6;7;6;39208
6;39208;2;1;12;3;5;4;10;8;9;11;6;7
2;1;12;3;5;4;10;8;9;6;11;7;6;49906
6;49906;2;1;12;3;5;4;10;8;9;6;11;7
2;1;12;3;5;4;10;8;9;6;7;11;6;42570
7;42570;2;1;12;3;5;4;10;8;9;6;7;11
12;1;2;3;5;4;10;8;9;6;7;11;7;49278
7;49278;12;1;2;3;5;4;10;8;9;6;7;11
12;1;2;3;5;4;10;8;11;6;7;9;7;53370
7;53370;12;1;2;3;5;4;10;8;11;6;7;9
12;1;2;3;5;4;10;8;11;6;9;7;7;56676
7;56676;12;1;2;3;5;4;10;8;11;6;9;7
12;1;2;5;3;4;10;8;11;6;9;7;7;56156
7;56156;12;1;2;5;3;4;10;8;11;6;9;7
12;1;8;5;3;4;10;2;11;6;9;7;7;55948
7;55948;12;1;8;5;3;4;10;2;11;6;9;7
12;1;2;5;3;4;10;8;11;6;9;7;7;56156
7;56156;12;1;2;5;3;4;10;8;11;6;9;7
12;1;2;5;9;4;10;8;11;6;3;7;7;54446
7;54446;12;1;2;5;9;4;10;8;11;6;3;7
12;1;2;5;9;4;6;8;11;10;3;7;7;40628
7;40628;12;1;2;5;9;4;6;8;11;10;3;7
7;1;2;5;9;4;6;8;11;10;3;12;7;27484
7;27484;7;1;2;5;9;4;6;8;11;10;3;12
3;1;2;5;9;4;6;8;11;10;7;12;7;39714
7;39714;3;1;2;5;9;4;6;8;11;10;7;12
3;1;9;5;2;4;6;8;11;10;7;12;7;37850
7;37850;3;1;9;5;2;4;6;8;11;10;7;12
3;1;9;5;11;4;6;8;2;10;7;12;7;34642
7;34642;3;1;9;5;11;4;6;8;2;10;7;12
3;1;9;5;11;4;2;8;6;10;7;12;7;38268
7;38268;3;1;9;5;11;4;2;8;6;10;7;12
3;1;9;10;11;4;2;8;6;5;7;12;7;43138
7;43138;3;1;9;10;11;4;2;8;6;5;7;12
3;1;9;10;11;12;2;8;6;5;7;4;7;56584
7;43138;3;1;9;10;11;4;2;8;6;5;7;12
3;1;9;10;11;4;2;7;6;5;8;12;7;35864
7;35864;3;1;9;10;11;4;2;7;6;5;8;12
3;1;9;10;11;4;2;5;6;7;8;12;7;34290
7;34290;3;1;9;10;11;4;2;5;6;7;8;12
3;4;9;10;11;1;2;5;6;7;8;12;7;28470
7;28470;3;4;9;10;11;1;2;5;6;7;8;12
3;4;9;12;11;1;2;5;6;7;8;10;7;26638
7;26638;3;4;9;12;11;1;2;5;6;7;8;10
3;4;9;6;11;1;2;5;12;7;8;10;7;29698
8;29698;3;4;9;6;11;1;2;5;12;7;8;10
3;4;9;6;11;1;2;5;12;7;10;8;8;35374
8;35374;3;4;9;6;11;1;2;5;12;7;10;8
3;4;5;6;11;1;2;9;12;7;10;8;8;42814
8;42814;3;4;5;6;11;1;2;9;12;7;10;8
3;4;8;6;11;1;2;9;12;7;10;5;8;36514
8;36514;3;4;8;6;11;1;2;9;12;7;10;5
3;4;8;6;11;1;2;10;12;7;9;5;8;27808
8;27808;3;4;8;6;11;1;2;10;12;7;9;5
3;4;8;7;11;1;2;10;12;6;9;5;8;38636
8;27808;3;4;8;6;11;1;2;10;12;7;9;5
3;8;4;6;11;1;2;10;12;7;9;5;8;35332
8;27808;3;4;8;6;11;1;2;10;12;7;9;5
6;4;8;3;11;1;2;10;12;7;9;5;8;21324
8;21324;6;4;8;3;11;1;2;10;12;7;9;5
6;4;8;3;11;10;2;1;12;7;9;5;8;25498
8;25498;6;4;8;3;11;10;2;1;12;7;9;5
9;4;8;3;11;10;2;1;12;7;6;5;8;31902
8;31902;9;4;8;3;11;10;2;1;12;7;6;5
6;4;8;3;11;10;2;1;12;7;9;5;8;25498
8;25498;6;4;8;3;11;10;2;1;12;7;9;5
6;4;8;3;11;10;2;1;5;7;9;12;8;30220
8;30220;6;4;8;3;11;10;2;1;5;7;9;12
6;4;8;3;11;10;12;1;5;7;9;2;8;29806
8;29806;6;4;8;3;11;10;12;1;5;7;9;2
10;4;8;3;11;6;12;1;5;7;9;2;8;33550
8;33550;10;4;8;3;11;6;12;1;5;7;9;2
9;4;8;3;11;6;12;1;5;7;10;2;8;26432
8;26432;9;4;8;3;11;6;12;1;5;7;10;2
9;4;8;3;11;2;12;1;5;7;10;6;8;35416
8;26432;9;4;8;3;11;6;12;1;5;7;10;2
9;2;8;3;11;6;12;1;5;7;10;4;8;35352
8;35352;9;2;8;3;11;6;12;1;5;7;10;4
9;3;8;2;11;6;12;1;5;7;10;4;8;46772
8;35352;9;2;8;3;11;6;12;1;5;7;10;4
9;3;8;2;11;6;12;1;5;7;10;4;8;46772
8;46772;9;3;8;2;11;6;12;1;5;7;10;4
12;3;8;2;11;6;9;1;5;7;10;4;8;42780
8;42780;12;3;8;2;11;6;9;1;5;7;10;4
12;3;8;2;11;6;9;1;5;4;10;7;8;46044
9;42780;12;3;8;2;11;6;9;1;5;7;10;4
12;3;1;2;11;6;9;8;5;7;10;4;9;59108
9;42780;12;3;8;2;11;6;9;1;5;7;10;4
12;3;8;2;11;6;9;1;5;10;7;4;9;43826
9;43826;12;3;8;2;11;6;9;1;5;10;7;4
12;3;8;6;11;2;9;1;5;10;7;4;9;39562
9;39562;12;3;8;6;11;2;9;1;5;10;7;4
12;3;8;6;1;2;9;11;5;10;7;4;9;55752
9;39562;12;3;8;6;11;2;9;1;5;10;7;4
12;10;8;6;11;2;9;1;5;3;7;4;9;43704
9;43704;12;10;8;6;11;2;9;1;5;3;7;4
12;10;8;6;11;2;3;1;5;9;7;4;9;50832
9;50832;12;10;8;6;11;2;3;1;5;9;7;4
12;10;11;6;8;2;3;1;5;9;7;4;9;54684
9;54684;12;10;11;6;8;2;3;1;5;9;7;4
12;10;11;7;8;2;3;1;5;9;6;4;9;58244
9;58244;12;10;11;7;8;2;3;1;5;9;6;4
12;10;11;7;8;6;3;1;5;9;2;4;9;61460
9;61460;12;10;11;7;8;6;3;1;5;9;2;4
12;10;11;7;8;6;3;1;5;4;2;9;9;51284
9;51284;12;10;11;7;8;6;3;1;5;4;2;9
5;10;11;7;8;6;3;1;12;4;2;9;9;29374
9;29374;5;10;11;7;8;6;3;1;12;4;2;9
5;10;11;7;4;6;3;1;12;8;2;9;9;36932
9;36932;5;10;11;7;4;6;3;1;12;8;2;9
4;10;11;7;5;6;3;1;12;8;2;9;9;45838
9;45838;4;10;11;7;5;6;3;1;12;8;2;9
4;10;11;7;5;6;3;9;12;8;2;1;9;46794
9;46794;4;10;11;7;5;6;3;9;12;8;2;1
4;10;11;7;5;6;3;9;1;8;2;12;9;50274
9;50274;4;10;11;7;5;6;3;9;1;8;2;12
4;10;11;7;5;6;3;9;1;2;8;12;9;45174
9;45174;4;10;11;7;5;6;3;9;1;2;8;12
4;10;11;7;5;6;3;9;1;12;8;2;9;44790
9;44790;4;10;11;7;5;6;3;9;1;12;8;2
4;10;11;7;5;6;8;9;1;12;3;2;9;43922
9;43922;4;10;11;7;5;6;8;9;1;12;3;2
4;1;11;7;5;6;8;9;10;12;3;2;9;43500
9;43500;4;1;11;7;5;6;8;9;10;12;3;2
4;1;11;7;5;6;8;2;10;12;3;9;9;45134
10;45134;4;1;11;7;5;6;8;2;10;12;3;9
4;1;11;7;8;6;5;2;10;12;3;9;10;40056
10;40056;4;1;11;7;8;6;5;2;10;12;3;9
4;1;9;7;8;6;5;2;10;12;3;11;10;40610
10;40610;4;1;9;7;8;6;5;2;10;12;3;11
4;1;9;12;8;6;5;2;10;7;3;11;10;44064
10;44064;4;1;9;12;8;6;5;2;10;7;3;11
11;1;9;12;8;6;5;2;10;7;3;4;10;41732
10;41732;11;1;9;12;8;6;5;2;10;7;3;4
11;1;6;12;8;9;5;2;10;7;3;4;10;42316
10;42316;11;1;6;12;8;9;5;2;10;7;3;4
11;2;6;12;8;9;5;1;10;7;3;4;10;36928
10;36928;11;2;6;12;8;9;5;1;10;7;3;4
11;2;6;12;8;9;5;4;10;7;3;1;10;39374
10;39374;11;2;6;12;8;9;5;4;10;7;3;1
11;2;6;12;8;9;1;4;10;7;3;5;10;39494
10;39494;11;2;6;12;8;9;1;4;10;7;3;5
11;2;6;5;8;9;1;4;10;7;3;12;10;41264
10;41264;11;2;6;5;8;9;1;4;10;7;3;12
11;2;6;5;4;9;1;8;10;7;3;12;10;54302
10;54302;11;2;6;5;4;9;1;8;10;7;3;12
7;2;6;5;4;9;1;8;10;11;3;12;10;31048
10;31048;7;2;6;5;4;9;1;8;10;11;3;12
7;8;6;5;4;9;1;2;10;11;3;12;10;54556
10;31048;7;2;6;5;4;9;1;8;10;11;3;12
7;2;3;5;4;9;1;8;10;11;6;12;10;29298
10;29298;7;2;3;5;4;9;1;8;10;11;6;12
7;2;3;6;4;9;1;8;10;11;5;12;10;31280
10;31280;7;2;3;6;4;9;1;8;10;11;5;12
7;2;3;6;4;10;1;8;9;11;5;12;10;36344
10;36344;7;2;3;6;4;10;1;8;9;11;5;12
7;2;3;6;4;10;5;8;9;11;1;12;10;34230
10;34230;7;2;3;6;4;10;5;8;9;11;1;12
7;2;9;6;4;10;5;8;3;11;1;12;10;35042
10;35042;7;2;9;6;4;10;5;8;3;11;1;12
7;2;9;3;4;10;5;8;6;11;1;12;10;34324
10;34324;7;2;9;3;4;10;5;8;6;11;1;12
7;2;9;3;4;10;5;8;11;6;1;12;10;41712
10;41712;7;2;9;3;4;10;5;8;11;6;1;12
7;2;9;12;4;10;5;8;11;6;1;3;10;45408
11;45408;7;2;9;12;4;10;5;8;11;6;1;3
7;2;5;12;4;10;9;8;11;6;1;3;11;44328
11;44328;7;2;5;12;4;10;9;8;11;6;1;3
7;2;5;12;4;10;9;8;11;3;1;6;11;46440
11;46440;7;2;5;12;4;10;9;8;11;3;1;6
10;2;5;12;4;7;9;8;11;3;1;6;11;49114
11;49114;10;2;5;12;4;7;9;8;11;3;1;6
10;2;5;9;4;7;12;8;11;3;1;6;11;48102
11;48102;10;2;5;9;4;7;12;8;11;3;1;6
10;12;5;9;4;7;2;8;11;3;1;6;11;57622
11;57622;10;12;5;9;4;7;2;8;11;3;1;6
10;12;5;9;4;3;2;8;11;7;1;6;11;65384
11;65384;10;12;5;9;4;3;2;8;11;7;1;6
10;7;5;9;4;3;2;8;11;12;1;6;11;45840
11;45840;10;7;5;9;4;3;2;8;11;12;1;6
10;12;5;9;4;3;2;8;11;7;1;6;11;65384
11;45840;10;7;5;9;4;3;2;8;11;12;1;6
10;7;8;9;4;3;2;5;11;12;1;6;11;44368
11;44368;10;7;8;9;4;3;2;5;11;12;1;6
10;7;8;5;4;3;2;9;11;12;1;6;11;34384
11;34384;10;7;8;5;4;3;2;9;11;12;1;6
10;7;1;5;4;3;2;9;11;12;8;6;11;31622
11;31622;10;7;1;5;4;3;2;9;11;12;8;6
10;7;1;5;4;3;2;11;9;12;8;6;11;29398
11;29398;10;7;1;5;4;3;2;11;9;12;8;6
10;7;1;5;6;3;2;11;9;12;8;4;11;33688
11;33688;10;7;1;5;6;3;2;11;9;12;8;4
2;7;1;5;6;3;10;11;9;12;8;4;11;40248
11;40248;2;7;1;5;6;3;10;11;9;12;8;4
2;10;1;5;6;3;7;11;9;12;8;4;11;42880
11;42880;2;10;1;5;6;3;7;11;9;12;8;4
2;10;1;5;6;3;12;11;9;7;8;4;11;51762
11;51762;2;10;1;5;6;3;12;11;9;7;8;4
2;10;1;5;6;3;12;8;9;7;11;4;11;56272
11;56272;2;10;1;5;6;3;12;8;9;7;11;4
2;10;1;5;6;4;12;8;9;7;11;3;11;54808
11;54808;2;10;1;5;6;4;12;8;9;7;11;3
2;11;1;5;6;4;12;8;9;7;10;3;11;66078
11;54808;2;10;1;5;6;4;12;8;9;7;11;3
2;10;1;5;8;4;12;6;9;7;11;3;11;60240
12;60240;2;10;1;5;8;4;12;6;9;7;11;3
2;10;1;6;8;4;12;5;9;7;11;3;12;40880
12;40880;2;10;1;6;8;4;12;5;9;7;11;3
2;10;1;6;7;4;12;5;9;8;11;3;12;41952
12;41952;2;10;1;6;7;4;12;5;9;8;11;3
12;10;1;6;7;4;2;5;9;8;11;3;12;47122
12;47122;12;10;1;6;7;4;2;5;9;8;11;3
11;10;1;6;7;4;2;5;9;8;12;3;12;42984
12;42984;11;10;1;6;7;4;2;5;9;8;12;3
11;10;1;6;9;4;2;5;7;8;12;3;12;41772
12;41772;11;10;1;6;9;4;2;5;7;8;12;3
11;10;1;3;9;4;2;5;7;8;12;6;12;43442
12;43442;11;10;1;3;9;4;2;5;7;8;12;6
11;6;1;3;9;4;2;5;7;8;12;10;12;21324
12;21324;11;6;1;3;9;4;2;5;7;8;12;10
11;6;1;4;9;3;2;5;7;8;12;10;12;36952
12;36952;11;6;1;4;9;3;2;5;7;8;12;10
11;6;12;4;9;3;2;5;7;8;1;10;12;35312
12;35312;11;6;12;4;9;3;2;5;7;8;1;10
11;6;12;8;9;3;2;5;7;4;1;10;12;47826
12;47826;11;6;12;8;9;3;2;5;7;4;1;10
11;6;12;8;5;3;2;9;7;4;1;10;12;32774
12;32774;11;6;12;8;5;3;2;9;7;4;1;10
11;6;12;8;5;7;2;9;3;4;1;10;12;35208
12;35208;11;6;12;8;5;7;2;9;3;4;1;10
11;6;10;8;5;7;2;9;3;4;1;12;12;40394
12;35208;11;6;12;8;5;7;2;9;3;4;1;10
11;5;12;8;6;7;2;9;3;4;1;10;12;19662
12;19662;11;5;12;8;6;7;2;9;3;4;1;10
11;5;12;4;6;7;2;9;3;8;1;10;12;20780
12;20780;11;5;12;4;6;7;2;9;3;8;1;10
11;6;12;4;5;7;2;9;3;8;1;10;12;36326
12;20780;11;5;12;4;6;7;2;9;3;8;1;10
11;5;12;4;6;7;2;9;8;3;1;10;12;28096
12;28096;11;5;12;4;6;7;2;9;8;3;1;10
11;5;12;4;6;8;2;9;7;3;1;10;12;30870
12;30870;11;5;12;4;6;8;2;9;7;3;1;10
11;5;12;4;8;6;2;9;7;3;1;10;12;38346
