"X1";"X47600";"X4";"X11";"X5";"X1.1";"X6";"X2";"X10";"X12";"X8";"X7";"X9";"X3"
2;39212;11;12;1;2;5;10;3;7;6;9;8;4
11;12;1;2;5;10;3;6;7;9;8;4;2;43342
2;43342;11;12;1;2;5;10;3;6;7;9;8;4
11;12;2;1;5;10;3;6;7;9;8;4;2;43024
3;43024;11;12;2;1;5;10;3;6;7;9;8;4
11;12;2;1;5;9;3;6;7;10;8;4;3;37630
3;37630;11;12;2;1;5;9;3;6;7;10;8;4
6;12;2;1;5;9;3;11;7;10;8;4;3;50104
3;50104;6;12;2;1;5;9;3;11;7;10;8;4
6;12;2;1;5;9;3;11;10;7;8;4;3;43208
3;43208;6;12;2;1;5;9;3;11;10;7;8;4
6;12;2;1;5;9;3;7;10;11;8;4;3;43268
3;43268;6;12;2;1;5;9;3;7;10;11;8;4
6;12;7;1;5;9;3;2;10;11;8;4;3;47664
3;47664;6;12;7;1;5;9;3;2;10;11;8;4
1;12;7;6;5;9;3;2;10;11;8;4;3;56474
3;56474;1;12;7;6;5;9;3;2;10;11;8;4
1;12;7;6;5;9;3;10;2;11;8;4;3;57908
3;57908;1;12;7;6;5;9;3;10;2;11;8;4
1;12;7;10;5;9;3;6;2;11;8;4;3;44658
3;44658;1;12;7;10;5;9;3;6;2;11;8;4
1;12;7;10;5;2;3;6;9;11;8;4;3;43214
3;43214;1;12;7;10;5;2;3;6;9;11;8;4
1;12;7;10;2;5;3;6;9;11;8;4;3;48358
3;48358;1;12;7;10;2;5;3;6;9;11;8;4
1;12;7;10;2;5;3;9;6;11;8;4;3;54508
3;54508;1;12;7;10;2;5;3;9;6;11;8;4
12;1;7;10;2;5;3;9;6;11;8;4;3;55250
3;55250;12;1;7;10;2;5;3;9;6;11;8;4
12;1;7;10;2;4;3;9;6;11;8;5;3;44676
3;44676;12;1;7;10;2;4;3;9;6;11;8;5
12;1;7;10;2;4;3;9;5;11;8;6;3;42960
3;42960;12;1;7;10;2;4;3;9;5;11;8;6
12;1;7;10;2;6;3;9;5;11;8;4;3;56030
3;56030;12;1;7;10;2;6;3;9;5;11;8;4
10;1;7;12;2;6;3;9;5;11;8;4;3;42158
3;42158;10;1;7;12;2;6;3;9;5;11;8;4
10;1;7;12;9;6;3;2;5;11;8;4;3;51398
3;51398;10;1;7;12;9;6;3;2;5;11;8;4
10;3;7;12;9;6;1;2;5;11;8;4;3;61170
3;61170;10;3;7;12;9;6;1;2;5;11;8;4
10;3;7;12;9;4;1;2;5;11;8;6;3;42820
3;42820;10;3;7;12;9;4;1;2;5;11;8;6
6;3;7;12;9;4;1;2;5;11;8;10;3;51552
4;51552;6;3;7;12;9;4;1;2;5;11;8;10
6;4;7;12;9;3;1;2;5;11;8;10;4;36086
4;36086;6;4;7;12;9;3;1;2;5;11;8;10
6;4;7;12;9;10;1;2;5;11;8;3;4;39666
4;39666;6;4;7;12;9;10;1;2;5;11;8;3
6;4;7;12;9;10;1;8;5;11;2;3;4;32612
4;32612;6;4;7;12;9;10;1;8;5;11;2;3
9;4;7;12;6;10;1;8;5;11;2;3;4;35846
4;35846;9;4;7;12;6;10;1;8;5;11;2;3
9;4;7;12;6;3;1;8;5;11;2;10;4;32266
4;32266;9;4;7;12;6;3;1;8;5;11;2;10
9;4;7;12;11;3;1;8;5;6;2;10;4;38848
4;38848;9;4;7;12;11;3;1;8;5;6;2;10
9;4;7;12;5;3;1;8;11;6;2;10;4;41480
4;41480;9;4;7;12;5;3;1;8;11;6;2;10
9;4;7;12;5;3;1;10;11;6;2;8;4;39058
4;39058;9;4;7;12;5;3;1;10;11;6;2;8
10;4;7;12;5;3;1;9;11;6;2;8;4;35532
4;35532;10;4;7;12;5;3;1;9;11;6;2;8
10;4;7;12;5;6;1;9;11;3;2;8;4;40606
4;40606;10;4;7;12;5;6;1;9;11;3;2;8
1;4;7;12;5;6;10;9;11;3;2;8;4;40822
4;40822;1;4;7;12;5;6;10;9;11;3;2;8
1;4;7;12;5;6;3;9;11;10;2;8;4;38310
4;38310;1;4;7;12;5;6;3;9;11;10;2;8
1;4;10;12;5;6;3;9;11;7;2;8;4;39240
4;39240;1;4;10;12;5;6;3;9;11;7;2;8
1;4;10;2;5;6;3;9;11;7;12;8;4;32988
4;32988;1;4;10;2;5;6;3;9;11;7;12;8
1;10;4;2;5;6;3;9;11;7;12;8;4;35996
4;35996;1;10;4;2;5;6;3;9;11;7;12;8
1;10;6;2;5;4;3;9;11;7;12;8;4;39980
4;39980;1;10;6;2;5;4;3;9;11;7;12;8
1;10;6;12;5;4;3;9;11;7;2;8;4;46232
4;46232;1;10;6;12;5;4;3;9;11;7;2;8
1;9;6;12;5;4;3;10;11;7;2;8;4;51360
4;51360;1;9;6;12;5;4;3;10;11;7;2;8
1;11;6;12;5;4;3;10;9;7;2;8;4;48262
4;48262;1;11;6;12;5;4;3;10;9;7;2;8
1;11;6;12;5;4;3;10;9;7;8;2;4;44862
5;44862;1;11;6;12;5;4;3;10;9;7;8;2
1;11;6;12;5;4;3;7;9;10;8;2;5;47242
5;47242;1;11;6;12;5;4;3;7;9;10;8;2
1;11;6;12;5;4;3;7;9;8;10;2;5;64742
5;47242;1;11;6;12;5;4;3;7;9;10;8;2
1;11;6;12;5;4;2;7;9;10;8;3;5;46472
5;46472;1;11;6;12;5;4;2;7;9;10;8;3
1;11;6;12;5;4;7;2;9;10;8;3;5;53568
5;53568;1;11;6;12;5;4;7;2;9;10;8;3
1;2;6;12;5;4;7;11;9;10;8;3;5;49096
5;49096;1;2;6;12;5;4;7;11;9;10;8;3
1;2;6;12;5;9;7;11;4;10;8;3;5;48864
5;48864;1;2;6;12;5;9;7;11;4;10;8;3
1;2;12;6;5;9;7;11;4;10;8;3;5;45774
5;45774;1;2;12;6;5;9;7;11;4;10;8;3
1;2;12;3;5;9;7;11;4;10;8;6;5;44428
5;44428;1;2;12;3;5;9;7;11;4;10;8;6
1;2;12;3;5;9;6;11;4;10;8;7;5;41090
5;41090;1;2;12;3;5;9;6;11;4;10;8;7
1;2;12;5;3;9;6;11;4;10;8;7;5;40890
5;40890;1;2;12;5;3;9;6;11;4;10;8;7
1;2;12;5;3;9;4;11;6;10;8;7;5;44414
5;44414;1;2;12;5;3;9;4;11;6;10;8;7
1;2;12;5;3;9;4;10;6;11;8;7;5;49920
5;49920;1;2;12;5;3;9;4;10;6;11;8;7
8;2;12;5;3;9;4;10;6;11;1;7;5;57818
5;57818;8;2;12;5;3;9;4;10;6;11;1;7
8;12;2;5;3;9;4;10;6;11;1;7;5;53842
5;53842;8;12;2;5;3;9;4;10;6;11;1;7
8;12;2;5;10;9;4;3;6;11;1;7;5;47054
5;47054;8;12;2;5;10;9;4;3;6;11;1;7
8;12;2;5;10;9;4;11;6;3;1;7;5;47394
5;47394;8;12;2;5;10;9;4;11;6;3;1;7
10;12;2;5;8;9;4;11;6;3;1;7;5;47196
5;47196;10;12;2;5;8;9;4;11;6;3;1;7
10;12;2;5;8;6;4;11;9;3;1;7;5;47778
5;47778;10;12;2;5;8;6;4;11;9;3;1;7
10;1;2;5;8;6;4;11;9;3;12;7;5;39378
5;39378;10;1;2;5;8;6;4;11;9;3;12;7
10;1;4;5;8;6;2;11;9;3;12;7;5;39106
6;39106;10;1;4;5;8;6;2;11;9;3;12;7
10;1;9;5;8;6;2;11;4;3;12;7;6;41462
6;41462;10;1;9;5;8;6;2;11;4;3;12;7
10;1;9;5;6;8;2;11;4;3;12;7;6;38442
6;38442;10;1;9;5;6;8;2;11;4;3;12;7
10;1;9;5;12;8;2;11;4;3;6;7;6;36960
6;36960;10;1;9;5;12;8;2;11;4;3;6;7
10;1;9;5;12;4;2;11;8;3;6;7;6;38046
6;38046;10;1;9;5;12;4;2;11;8;3;6;7
10;1;9;5;12;4;2;3;8;11;6;7;6;38858
6;38858;10;1;9;5;12;4;2;3;8;11;6;7
10;6;9;5;12;4;2;3;8;11;1;7;6;41836
6;41836;10;6;9;5;12;4;2;3;8;11;1;7
6;10;9;5;12;4;2;3;8;11;1;7;6;45388
6;45388;6;10;9;5;12;4;2;3;8;11;1;7
5;10;9;6;12;4;2;3;8;11;1;7;6;42920
6;42920;5;10;9;6;12;4;2;3;8;11;1;7
5;10;9;4;12;6;2;3;8;11;1;7;6;45340
6;45340;5;10;9;4;12;6;2;3;8;11;1;7
5;10;9;7;12;6;2;3;8;11;1;4;6;42180
6;42180;5;10;9;7;12;6;2;3;8;11;1;4
5;6;9;7;12;10;2;3;8;11;1;4;6;50734
6;50734;5;6;9;7;12;10;2;3;8;11;1;4
5;2;9;7;12;10;6;3;8;11;1;4;6;53810
6;53810;5;2;9;7;12;10;6;3;8;11;1;4
5;2;10;7;12;9;6;3;8;11;1;4;6;51666
6;51666;5;2;10;7;12;9;6;3;8;11;1;4
5;2;3;7;12;9;6;10;8;11;1;4;6;56854
6;56854;5;2;3;7;12;9;6;10;8;11;1;4
5;2;6;7;12;9;3;10;8;11;1;4;6;57710
6;57710;5;2;6;7;12;9;3;10;8;11;1;4
5;9;6;7;12;2;3;10;8;11;1;4;6;55258
6;55258;5;9;6;7;12;2;3;10;8;11;1;4
5;9;6;7;12;11;3;10;8;2;1;4;6;48402
6;48402;5;9;6;7;12;11;3;10;8;2;1;4
5;9;7;6;12;11;3;10;8;2;1;4;6;46532
6;46532;5;9;7;6;12;11;3;10;8;2;1;4
5;9;7;6;12;11;8;10;3;2;1;4;6;49070
6;49070;5;9;7;6;12;11;8;10;3;2;1;4
5;9;7;6;3;11;8;10;12;2;1;4;6;45700
7;45700;5;9;7;6;3;11;8;10;12;2;1;4
5;4;7;6;3;11;8;10;12;2;1;9;7;53864
7;45700;5;9;7;6;3;11;8;10;12;2;1;4
5;2;7;6;3;11;8;10;12;9;1;4;7;59248
7;45700;5;9;7;6;3;11;8;10;12;2;1;4
1;9;7;6;3;11;8;10;12;2;5;4;7;49370
7;49370;1;9;7;6;3;11;8;10;12;2;5;4
1;9;7;6;3;11;8;10;12;2;4;5;7;53962
7;53962;1;9;7;6;3;11;8;10;12;2;4;5
1;9;7;6;3;11;8;10;12;5;4;2;7;48586
7;48586;1;9;7;6;3;11;8;10;12;5;4;2
1;9;7;6;3;11;2;10;12;5;4;8;7;41316
7;41316;1;9;7;6;3;11;2;10;12;5;4;8
11;9;7;6;3;1;2;10;12;5;4;8;7;38938
7;38938;11;9;7;6;3;1;2;10;12;5;4;8
11;9;7;4;3;1;2;10;12;5;6;8;7;39108
7;39108;11;9;7;4;3;1;2;10;12;5;6;8
11;9;7;2;3;1;4;10;12;5;6;8;7;40446
7;40446;11;9;7;2;3;1;4;10;12;5;6;8
11;9;7;2;3;12;4;10;1;5;6;8;7;34554
7;34554;11;9;7;2;3;12;4;10;1;5;6;8
11;9;7;2;4;12;3;10;1;5;6;8;7;36382
7;36382;11;9;7;2;4;12;3;10;1;5;6;8
11;10;7;2;4;12;3;9;1;5;6;8;7;63578
7;36382;11;9;7;2;4;12;3;10;1;5;6;8
11;9;7;3;4;12;2;10;1;5;6;8;7;33776
7;33776;11;9;7;3;4;12;2;10;1;5;6;8
9;11;7;3;4;12;2;10;1;5;6;8;7;28740
7;28740;9;11;7;3;4;12;2;10;1;5;6;8
9;1;7;3;4;12;2;10;11;5;6;8;7;45162
7;28740;9;11;7;3;4;12;2;10;1;5;6;8
9;11;7;8;4;12;2;10;1;5;6;3;7;26184
7;26184;9;11;7;8;4;12;2;10;1;5;6;3
9;12;7;8;4;11;2;10;1;5;6;3;7;25006
7;25006;9;12;7;8;4;11;2;10;1;5;6;3
9;12;7;1;4;11;2;10;8;5;6;3;7;25568
7;25568;9;12;7;1;4;11;2;10;8;5;6;3
1;12;7;9;4;11;2;10;8;5;6;3;7;35262
7;35262;1;12;7;9;4;11;2;10;8;5;6;3
1;9;7;12;4;11;2;10;8;5;6;3;7;36814
8;36814;1;9;7;12;4;11;2;10;8;5;6;3
1;9;7;8;4;11;2;10;12;5;6;3;8;32796
8;32796;1;9;7;8;4;11;2;10;12;5;6;3
1;9;7;8;4;11;2;10;3;5;6;12;8;41406
8;32796;1;9;7;8;4;11;2;10;12;5;6;3
1;9;7;8;4;5;2;10;12;11;6;3;8;53048
8;53048;1;9;7;8;4;5;2;10;12;11;6;3
1;9;7;6;4;5;2;10;12;11;8;3;8;57464
8;57464;1;9;7;6;4;5;2;10;12;11;8;3
1;12;7;6;4;5;2;10;9;11;8;3;8;58256
8;58256;1;12;7;6;4;5;2;10;9;11;8;3
8;12;7;6;4;5;2;10;9;11;1;3;8;59488
8;59488;8;12;7;6;4;5;2;10;9;11;1;3
8;12;7;6;5;4;2;10;9;11;1;3;8;60048
8;60048;8;12;7;6;5;4;2;10;9;11;1;3
8;5;7;6;12;4;2;10;9;11;1;3;8;56662
8;56662;8;5;7;6;12;4;2;10;9;11;1;3
8;5;7;6;12;4;2;10;1;11;9;3;8;56640
8;56640;8;5;7;6;12;4;2;10;1;11;9;3
8;5;7;6;12;11;2;10;1;4;9;3;8;34526
8;34526;8;5;7;6;12;11;2;10;1;4;9;3
8;5;7;6;11;12;2;10;1;4;9;3;8;41530
8;34526;8;5;7;6;12;11;2;10;1;4;9;3
8;5;7;12;6;11;2;10;1;4;9;3;8;33526
8;33526;8;5;7;12;6;11;2;10;1;4;9;3
8;5;7;12;6;11;2;4;1;10;9;3;8;37606
8;37606;8;5;7;12;6;11;2;4;1;10;9;3
8;5;7;12;6;11;2;4;3;10;9;1;8;33786
8;33786;8;5;7;12;6;11;2;4;3;10;9;1
8;5;7;3;6;11;2;4;12;10;9;1;8;30982
8;30982;8;5;7;3;6;11;2;4;12;10;9;1
8;4;7;3;6;11;2;5;12;10;9;1;8;36594
8;36594;8;4;7;3;6;11;2;5;12;10;9;1
8;4;7;3;6;11;2;5;12;10;1;9;8;43668
8;36594;8;4;7;3;6;11;2;5;12;10;9;1
8;4;7;5;6;11;2;3;12;10;9;1;8;45228
8;45228;8;4;7;5;6;11;2;3;12;10;9;1
8;4;7;5;6;11;12;3;2;10;9;1;8;45830
8;45830;8;4;7;5;6;11;12;3;2;10;9;1
8;4;7;5;6;11;9;3;2;10;12;1;8;45784
9;45784;8;4;7;5;6;11;9;3;2;10;12;1
8;4;7;5;6;11;12;3;2;10;9;1;9;45830
9;45830;8;4;7;5;6;11;12;3;2;10;9;1
8;4;7;5;3;11;12;6;2;10;9;1;9;46648
9;46648;8;4;7;5;3;11;12;6;2;10;9;1
8;4;7;5;3;11;2;6;12;10;9;1;9;46046
9;46046;8;4;7;5;3;11;2;6;12;10;9;1
8;4;12;5;3;11;2;6;7;10;9;1;9;44506
9;44506;8;4;12;5;3;11;2;6;7;10;9;1
8;6;12;5;3;11;2;4;7;10;9;1;9;35718
9;35718;8;6;12;5;3;11;2;4;7;10;9;1
8;12;6;5;3;11;2;4;7;10;9;1;9;41694
9;41694;8;12;6;5;3;11;2;4;7;10;9;1
8;12;6;9;3;11;2;4;7;10;5;1;9;40644
9;40644;8;12;6;9;3;11;2;4;7;10;5;1
8;5;6;9;3;11;2;4;7;10;12;1;9;31032
9;31032;8;5;6;9;3;11;2;4;7;10;12;1
8;5;6;9;1;11;2;4;7;10;12;3;9;31536
9;31536;8;5;6;9;1;11;2;4;7;10;12;3
1;5;6;9;8;11;2;4;7;10;12;3;9;38886
9;31536;8;5;6;9;1;11;2;4;7;10;12;3
8;5;6;9;3;11;2;4;7;10;12;1;9;31032
9;31032;8;5;6;9;3;11;2;4;7;10;12;1
8;5;2;9;3;11;6;4;7;10;12;1;9;32228
9;32228;8;5;2;9;3;11;6;4;7;10;12;1
8;5;10;9;3;11;6;4;7;2;12;1;9;30026
9;30026;8;5;10;9;3;11;6;4;7;2;12;1
8;5;10;9;3;11;6;4;7;2;1;12;9;28402
9;28402;8;5;10;9;3;11;6;4;7;2;1;12
11;5;10;9;3;8;6;4;7;2;1;12;9;28258
9;28258;11;5;10;9;3;8;6;4;7;2;1;12
11;5;10;9;3;8;6;4;2;7;1;12;9;32000
9;28258;11;5;10;9;3;8;6;4;7;2;1;12
11;5;10;9;6;8;3;4;7;2;1;12;9;23978
9;23978;11;5;10;9;6;8;3;4;7;2;1;12
11;5;2;9;6;8;3;4;7;10;1;12;9;30562
9;30562;11;5;2;9;6;8;3;4;7;10;1;12
11;5;2;8;6;9;3;4;7;10;1;12;9;37634
9;37634;11;5;2;8;6;9;3;4;7;10;1;12
11;5;2;7;6;9;3;4;8;10;1;12;9;40988
10;40988;11;5;2;7;6;9;3;4;8;10;1;12
11;5;2;7;6;9;3;4;12;10;1;8;10;39028
10;39028;11;5;2;7;6;9;3;4;12;10;1;8
11;5;2;7;10;9;3;4;12;6;1;8;10;41318
10;41318;11;5;2;7;10;9;3;4;12;6;1;8
11;6;2;7;10;9;3;4;12;5;1;8;10;47358
10;47358;11;6;2;7;10;9;3;4;12;5;1;8
11;6;2;7;10;9;3;4;12;5;8;1;10;48708
10;48708;11;6;2;7;10;9;3;4;12;5;8;1
11;6;2;7;5;9;3;4;12;10;8;1;10;31370
10;31370;11;6;2;7;5;9;3;4;12;10;8;1
11;6;5;7;2;9;3;4;12;10;8;1;10;34834
10;34834;11;6;5;7;2;9;3;4;12;10;8;1
11;6;5;1;2;9;3;4;12;10;8;7;10;33930
10;33930;11;6;5;1;2;9;3;4;12;10;8;7
8;6;5;1;2;9;3;4;12;10;11;7;10;40076
10;40076;8;6;5;1;2;9;3;4;12;10;11;7
6;8;5;1;2;9;3;4;12;10;11;7;10;41860
10;41860;6;8;5;1;2;9;3;4;12;10;11;7
6;8;5;4;2;9;3;1;12;10;11;7;10;32060
10;32060;6;8;5;4;2;9;3;1;12;10;11;7
6;8;5;7;2;9;3;1;12;10;11;4;10;38662
10;38662;6;8;5;7;2;9;3;1;12;10;11;4
6;12;5;7;2;9;3;1;8;10;11;4;10;32794
10;32794;6;12;5;7;2;9;3;1;8;10;11;4
6;12;5;7;2;9;3;8;1;10;11;4;10;32742
10;32742;6;12;5;7;2;9;3;8;1;10;11;4
6;12;5;10;2;9;3;8;1;7;11;4;10;44294
10;32742;6;12;5;7;2;9;3;8;1;10;11;4
6;12;5;7;4;9;3;8;1;10;11;2;10;28490
10;28490;6;12;5;7;4;9;3;8;1;10;11;2
6;12;5;10;4;9;3;8;1;7;11;2;10;39154
10;39154;6;12;5;10;4;9;3;8;1;7;11;2
10;12;5;6;4;9;3;8;1;7;11;2;10;50650
10;39154;6;12;5;10;4;9;3;8;1;7;11;2
6;12;5;10;4;9;3;7;1;8;11;2;10;41938
10;41938;6;12;5;10;4;9;3;7;1;8;11;2
6;12;5;10;4;9;2;7;1;8;11;3;10;45210
10;41938;6;12;5;10;4;9;3;7;1;8;11;2
6;12;5;10;8;9;3;7;1;4;11;2;10;35350
11;35350;6;12;5;10;8;9;3;7;1;4;11;2
6;12;5;10;8;9;4;7;1;3;11;2;11;44782
11;35350;6;12;5;10;8;9;3;7;1;4;11;2
6;12;5;10;11;9;3;7;1;4;8;2;11;29924
11;29924;6;12;5;10;11;9;3;7;1;4;8;2
6;1;5;10;11;9;3;7;12;4;8;2;11;47436
11;29924;6;12;5;10;11;9;3;7;1;4;8;2
6;12;5;10;11;9;3;7;1;8;4;2;11;39746
11;39746;6;12;5;10;11;9;3;7;1;8;4;2
1;12;5;10;11;9;3;7;6;8;4;2;11;51986
11;51986;1;12;5;10;11;9;3;7;6;8;4;2
1;6;5;10;11;9;3;7;12;8;4;2;11;52950
11;52950;1;6;5;10;11;9;3;7;12;8;4;2
1;4;5;10;11;9;3;7;12;8;6;2;11;41536
11;41536;1;4;5;10;11;9;3;7;12;8;6;2
11;4;5;10;1;9;3;7;12;8;6;2;11;50454
11;50454;11;4;5;10;1;9;3;7;12;8;6;2
11;4;5;10;1;9;8;7;12;3;6;2;11;46272
11;46272;11;4;5;10;1;9;8;7;12;3;6;2
9;4;5;10;1;11;8;7;12;3;6;2;11;50100
11;50100;9;4;5;10;1;11;8;7;12;3;6;2
9;4;5;10;1;11;7;8;12;3;6;2;11;51156
11;51156;9;4;5;10;1;11;7;8;12;3;6;2
9;4;5;10;7;11;1;8;12;3;6;2;11;50180
11;50180;9;4;5;10;7;11;1;8;12;3;6;2
9;4;5;10;7;11;1;8;6;3;12;2;11;50144
11;50144;9;4;5;10;7;11;1;8;6;3;12;2
4;9;5;10;7;11;1;8;6;3;12;2;11;45590
11;45590;4;9;5;10;7;11;1;8;6;3;12;2
4;9;5;6;7;11;1;8;10;3;12;2;11;47090
11;47090;4;9;5;6;7;11;1;8;10;3;12;2
4;9;5;6;7;11;1;2;10;3;12;8;11;49868
11;49868;4;9;5;6;7;11;1;2;10;3;12;8
4;9;5;6;2;11;1;7;10;3;12;8;11;43322
11;43322;4;9;5;6;2;11;1;7;10;3;12;8
4;9;5;6;2;11;1;7;10;12;3;8;11;38876
11;38876;4;9;5;6;2;11;1;7;10;12;3;8
4;9;3;6;2;11;1;7;10;12;5;8;11;36262
11;36262;4;9;3;6;2;11;1;7;10;12;5;8
4;9;3;10;2;11;1;7;6;12;5;8;11;40562
12;40562;4;9;3;10;2;11;1;7;6;12;5;8
11;9;3;10;2;4;1;7;6;12;5;8;12;46050
12;46050;11;9;3;10;2;4;1;7;6;12;5;8
11;9;3;10;2;1;4;7;6;12;5;8;12;51846
12;51846;11;9;3;10;2;1;4;7;6;12;5;8
11;9;12;10;2;1;4;7;6;3;5;8;12;56778
12;56778;11;9;12;10;2;1;4;7;6;3;5;8
5;9;12;10;2;1;4;7;6;3;11;8;12;59348
12;59348;5;9;12;10;2;1;4;7;6;3;11;8
5;9;10;12;2;1;4;7;6;3;11;8;12;58152
12;58152;5;9;10;12;2;1;4;7;6;3;11;8
12;9;10;5;2;1;4;7;6;3;11;8;12;47168
12;47168;12;9;10;5;2;1;4;7;6;3;11;8
12;9;10;5;2;1;4;7;8;3;11;6;12;50256
12;50256;12;9;10;5;2;1;4;7;8;3;11;6
12;7;10;5;2;1;4;9;8;3;11;6;12;42464
12;42464;12;7;10;5;2;1;4;9;8;3;11;6
12;7;10;5;2;1;4;11;8;3;9;6;12;41458
12;41458;12;7;10;5;2;1;4;11;8;3;9;6
12;7;10;5;4;1;2;11;8;3;9;6;12;45464
12;45464;12;7;10;5;4;1;2;11;8;3;9;6
12;7;10;6;4;1;2;11;8;3;9;5;12;37094
12;37094;12;7;10;6;4;1;2;11;8;3;9;5
12;7;10;4;6;1;2;11;8;3;9;5;12;35054
12;35054;12;7;10;4;6;1;2;11;8;3;9;5
12;7;10;4;6;1;9;11;8;3;2;5;12;38066
12;38066;12;7;10;4;6;1;9;11;8;3;2;5
12;7;8;4;6;1;9;11;10;3;2;5;12;33140
12;33140;12;7;8;4;6;1;9;11;10;3;2;5
12;7;9;4;6;1;8;11;10;3;2;5;12;32968
12;32968;12;7;9;4;6;1;8;11;10;3;2;5
12;7;9;3;6;1;8;11;10;4;2;5;12;40786
12;40786;12;7;9;3;6;1;8;11;10;4;2;5
12;7;9;3;6;1;10;11;8;4;2;5;12;43832
12;43832;12;7;9;3;6;1;10;11;8;4;2;5
10;7;9;3;6;1;12;11;8;4;2;5;12;39788
12;39788;10;7;9;3;6;1;12;11;8;4;2;5
8;7;9;3;6;1;12;11;10;4;2;5;12;50658
