"X1";"X5882852";"X23";"X25";"X8";"X10";"X14";"X26";"X4";"X7";"X11";"X17";"X22";"X6";"X18";"X19";"X24";"X13";"X20";"X12";"X9";"X1.1";"X5";"X2";"X3";"X15";"X21";"X16"
1;5763151;20;1;8;16;22;7;23;11;3;17;2;18;5;19;10;13;4;12;9;25;26;15;6;14;21;24
20;1;8;16;22;18;23;11;3;17;2;7;5;19;10;13;4;12;9;25;26;15;6;14;21;24;1;5760615
1;5760615;20;1;8;16;22;18;23;11;3;17;2;7;5;19;10;13;4;12;9;25;26;15;6;14;21;24
20;7;8;16;22;18;23;11;3;17;2;1;5;19;10;13;4;12;9;25;26;15;6;14;21;24;1;5747995
1;5747995;20;7;8;16;22;18;23;11;3;17;2;1;5;19;10;13;4;12;9;25;26;15;6;14;21;24
20;7;8;16;22;18;23;11;3;17;2;1;5;19;10;13;12;4;9;25;26;15;6;14;21;24;1;5741539
1;5741539;20;7;8;16;22;18;23;11;3;17;2;1;5;19;10;13;12;4;9;25;26;15;6;14;21;24
20;7;8;16;22;18;4;11;3;17;2;1;5;19;10;13;12;23;9;25;26;15;6;14;21;24;1;5752362
1;5752362;20;7;8;16;22;18;4;11;3;17;2;1;5;19;10;13;12;23;9;25;26;15;6;14;21;24
20;7;8;16;22;18;4;23;3;17;2;1;5;19;10;13;12;11;9;25;26;15;6;14;21;24;1;5745288
1;5745288;20;7;8;16;22;18;4;23;3;17;2;1;5;19;10;13;12;11;9;25;26;15;6;14;21;24
13;7;8;16;22;18;4;23;3;17;2;1;5;19;10;20;12;11;9;25;26;15;6;14;21;24;1;5732411
2;5732411;13;7;8;16;22;18;4;23;3;17;2;1;5;19;10;20;12;11;9;25;26;15;6;14;21;24
13;7;8;16;22;18;4;23;3;17;2;1;5;19;10;20;12;11;9;25;26;21;6;14;15;24;2;5787201
2;5787201;13;7;8;16;22;18;4;23;3;17;2;1;5;19;10;20;12;11;9;25;26;21;6;14;15;24
8;7;13;16;22;18;4;23;3;17;2;1;5;19;10;20;12;11;9;25;26;21;6;14;15;24;2;5777362
2;5777362;8;7;13;16;22;18;4;23;3;17;2;1;5;19;10;20;12;11;9;25;26;21;6;14;15;24
8;7;17;16;22;18;4;23;3;13;2;1;5;19;10;20;12;11;9;25;26;21;6;14;15;24;2;5751086
2;5751086;8;7;17;16;22;18;4;23;3;13;2;1;5;19;10;20;12;11;9;25;26;21;6;14;15;24
8;7;17;14;22;18;4;23;3;13;2;1;5;19;10;20;12;11;9;25;26;21;6;16;15;24;2;5704254
2;5704254;8;7;17;14;22;18;4;23;3;13;2;1;5;19;10;20;12;11;9;25;26;21;6;16;15;24
8;7;17;14;22;18;4;13;3;23;2;1;5;19;10;20;12;11;9;25;26;21;6;16;15;24;2;5704354
2;5704354;8;7;17;14;22;18;4;13;3;23;2;1;5;19;10;20;12;11;9;25;26;21;6;16;15;24
8;7;17;14;22;18;4;13;3;23;2;1;5;10;19;20;12;11;9;25;26;21;6;16;15;24;2;5738180
2;5738180;8;7;17;14;22;18;4;13;3;23;2;1;5;10;19;20;12;11;9;25;26;21;6;16;15;24
8;7;17;14;22;12;4;13;3;23;2;1;5;10;19;20;18;11;9;25;26;21;6;16;15;24;2;5729807
2;5729807;8;7;17;14;22;12;4;13;3;23;2;1;5;10;19;20;18;11;9;25;26;21;6;16;15;24
8;15;17;14;22;12;4;13;3;23;2;1;5;10;19;20;18;11;9;25;26;21;6;16;7;24;2;5700744
2;5700744;8;15;17;14;22;12;4;13;3;23;2;1;5;10;19;20;18;11;9;25;26;21;6;16;7;24
15;8;17;14;22;12;4;13;3;23;2;1;5;10;19;20;18;11;9;25;26;21;6;16;7;24;2;5712502
2;5712502;15;8;17;14;22;12;4;13;3;23;2;1;5;10;19;20;18;11;9;25;26;21;6;16;7;24
15;8;17;14;22;12;4;13;3;23;2;1;5;10;6;20;18;11;9;25;26;21;19;16;7;24;2;5728181
2;5728181;15;8;17;14;22;12;4;13;3;23;2;1;5;10;6;20;18;11;9;25;26;21;19;16;7;24
15;8;7;14;22;12;4;13;3;23;2;1;5;10;6;20;18;11;9;25;26;21;19;16;17;24;2;5777199
2;5777199;15;8;7;14;22;12;4;13;3;23;2;1;5;10;6;20;18;11;9;25;26;21;19;16;17;24
1;8;7;14;22;12;4;13;3;23;2;15;5;10;6;20;18;11;9;25;26;21;19;16;17;24;2;5782204
2;5782204;1;8;7;14;22;12;4;13;3;23;2;15;5;10;6;20;18;11;9;25;26;21;19;16;17;24
1;8;21;14;22;12;4;13;3;23;2;15;5;10;6;20;18;11;9;25;26;7;19;16;17;24;2;5766349
2;5766349;1;8;21;14;22;12;4;13;3;23;2;15;5;10;6;20;18;11;9;25;26;7;19;16;17;24
1;8;21;14;6;12;4;13;3;23;2;15;5;10;22;20;18;11;9;25;26;7;19;16;17;24;2;5767022
2;5767022;1;8;21;14;6;12;4;13;3;23;2;15;5;10;22;20;18;11;9;25;26;7;19;16;17;24
1;8;21;14;6;5;4;13;3;23;2;15;12;10;22;20;18;11;9;25;26;7;19;16;17;24;2;5869172
2;5869172;1;8;21;14;6;5;4;13;3;23;2;15;12;10;22;20;18;11;9;25;26;7;19;16;17;24
1;21;8;14;6;5;4;13;3;23;2;15;12;10;22;20;18;11;9;25;26;7;19;16;17;24;2;5877661
2;5877661;1;21;8;14;6;5;4;13;3;23;2;15;12;10;22;20;18;11;9;25;26;7;19;16;17;24
1;21;8;14;15;5;4;13;3;23;2;6;12;10;22;20;18;11;9;25;26;7;19;16;17;24;2;5906682
2;5906682;1;21;8;14;15;5;4;13;3;23;2;6;12;10;22;20;18;11;9;25;26;7;19;16;17;24
1;21;8;14;15;5;4;13;3;23;11;6;12;10;22;20;18;2;9;25;26;7;19;16;17;24;2;5914586
2;5914586;1;21;8;14;15;5;4;13;3;23;11;6;12;10;22;20;18;2;9;25;26;7;19;16;17;24
1;21;8;14;15;5;4;13;3;23;11;6;12;10;22;20;18;2;9;25;19;7;26;16;17;24;2;5902903
2;5902903;1;21;8;14;15;5;4;13;3;23;11;6;12;10;22;20;18;2;9;25;19;7;26;16;17;24
1;21;8;14;15;5;4;13;3;23;11;6;12;10;22;20;18;2;9;25;24;7;26;16;17;19;2;5981348
3;5981348;1;21;8;14;15;5;4;13;3;23;11;6;12;10;22;20;18;2;9;25;24;7;26;16;17;19
1;21;8;5;15;14;4;13;3;23;11;6;12;10;22;20;18;2;9;25;24;7;26;16;17;19;3;5760399
3;5760399;1;21;8;5;15;14;4;13;3;23;11;6;12;10;22;20;18;2;9;25;24;7;26;16;17;19
24;21;8;5;15;14;4;13;3;23;11;6;12;10;22;20;18;2;9;25;1;7;26;16;17;19;3;5794538
3;5794538;24;21;8;5;15;14;4;13;3;23;11;6;12;10;22;20;18;2;9;25;1;7;26;16;17;19
24;21;8;5;15;14;4;13;3;23;11;10;12;6;22;20;18;2;9;25;1;7;26;16;17;19;3;5787908
3;5787908;24;21;8;5;15;14;4;13;3;23;11;10;12;6;22;20;18;2;9;25;1;7;26;16;17;19
24;21;8;5;15;14;4;13;3;19;11;10;12;6;22;20;18;2;9;25;1;7;26;16;17;23;3;5765008
3;5765008;24;21;8;5;15;14;4;13;3;19;11;10;12;6;22;20;18;2;9;25;1;7;26;16;17;23
24;21;8;5;11;14;4;13;3;19;15;10;12;6;22;20;18;2;9;25;1;7;26;16;17;23;3;5746658
3;5746658;24;21;8;5;11;14;4;13;3;19;15;10;12;6;22;20;18;2;9;25;1;7;26;16;17;23
24;21;8;14;11;5;4;13;3;19;15;10;12;6;22;20;18;2;9;25;1;7;26;16;17;23;3;5947555
3;5947555;24;21;8;14;11;5;4;13;3;19;15;10;12;6;22;20;18;2;9;25;1;7;26;16;17;23
24;21;8;14;11;5;4;18;3;19;15;10;12;6;22;20;13;2;9;25;1;7;26;16;17;23;3;5921763
3;5921763;24;21;8;14;11;5;4;18;3;19;15;10;12;6;22;20;13;2;9;25;1;7;26;16;17;23
24;11;8;14;21;5;4;18;3;19;15;10;12;6;22;20;13;2;9;25;1;7;26;16;17;23;3;5919394
3;5919394;24;11;8;14;21;5;4;18;3;19;15;10;12;6;22;20;13;2;9;25;1;7;26;16;17;23
24;11;8;14;21;5;4;18;3;19;15;10;12;6;22;20;13;2;9;25;1;23;26;16;17;7;3;5961076
3;5961076;24;11;8;14;21;5;4;18;3;19;15;10;12;6;22;20;13;2;9;25;1;23;26;16;17;7
24;11;8;14;21;13;4;18;3;19;15;10;12;6;22;20;5;2;9;25;1;23;26;16;17;7;3;5870720
3;5870720;24;11;8;14;21;13;4;18;3;19;15;10;12;6;22;20;5;2;9;25;1;23;26;16;17;7
24;11;8;14;18;13;4;21;3;19;15;10;12;6;22;20;5;2;9;25;1;23;26;16;17;7;3;5802656
3;5802656;24;11;8;14;18;13;4;21;3;19;15;10;12;6;22;20;5;2;9;25;1;23;26;16;17;7
24;11;8;14;18;13;4;21;3;19;15;10;12;6;22;16;5;2;9;25;1;23;26;20;17;7;3;5813406
3;5813406;24;11;8;14;18;13;4;21;3;19;15;10;12;6;22;16;5;2;9;25;1;23;26;20;17;7
24;11;4;14;18;13;8;21;3;19;15;10;12;6;22;16;5;2;9;25;1;23;26;20;17;7;3;5819358
3;5819358;24;11;4;14;18;13;8;21;3;19;15;10;12;6;22;16;5;2;9;25;1;23;26;20;17;7
24;11;3;14;18;13;8;21;4;19;15;10;12;6;22;16;5;2;9;25;1;23;26;20;17;7;3;5747268
3;5747268;24;11;3;14;18;13;8;21;4;19;15;10;12;6;22;16;5;2;9;25;1;23;26;20;17;7
24;11;3;14;18;13;8;21;4;19;15;10;12;6;22;23;5;2;9;25;1;16;26;20;17;7;3;5752467
3;5752467;24;11;3;14;18;13;8;21;4;19;15;10;12;6;22;23;5;2;9;25;1;16;26;20;17;7
24;11;3;14;18;13;8;21;4;19;15;10;12;6;22;23;5;20;9;25;1;16;26;2;17;7;3;5695941
3;5695941;24;11;3;14;18;13;8;21;4;19;15;10;12;6;22;23;5;20;9;25;1;16;26;2;17;7
24;12;3;14;18;13;8;21;4;19;15;10;11;6;22;23;5;20;9;25;1;16;26;2;17;7;3;5725465
3;5725465;24;12;3;14;18;13;8;21;4;19;15;10;11;6;22;23;5;20;9;25;1;16;26;2;17;7
24;12;3;14;18;13;8;21;4;19;15;10;11;6;22;23;5;20;9;25;1;17;26;2;16;7;3;5724385
3;5724385;24;12;3;14;18;13;8;21;4;19;15;10;11;6;22;23;5;20;9;25;1;17;26;2;16;7
24;26;3;14;18;13;8;21;4;19;15;10;11;6;22;23;5;20;9;25;1;17;12;2;16;7;3;5714286
3;5714286;24;26;3;14;18;13;8;21;4;19;15;10;11;6;22;23;5;20;9;25;1;17;12;2;16;7
24;26;3;14;18;13;8;21;4;19;15;10;11;20;22;23;5;6;9;25;1;17;12;2;16;7;3;5734045
4;5734045;24;26;3;14;18;13;8;21;4;19;15;10;11;20;22;23;5;6;9;25;1;17;12;2;16;7
24;26;3;14;18;13;8;21;4;19;15;10;11;5;22;23;20;6;9;25;1;17;12;2;16;7;4;5810912
4;5810912;24;26;3;14;18;13;8;21;4;19;15;10;11;5;22;23;20;6;9;25;1;17;12;2;16;7
24;26;3;14;18;13;8;23;4;19;15;10;11;5;22;21;20;6;9;25;1;17;12;2;16;7;4;5807829
4;5807829;24;26;3;14;18;13;8;23;4;19;15;10;11;5;22;21;20;6;9;25;1;17;12;2;16;7
24;26;3;14;18;13;8;23;7;19;15;10;11;5;22;21;20;6;9;25;1;17;12;2;16;4;4;5782571
4;5782571;24;26;3;14;18;13;8;23;7;19;15;10;11;5;22;21;20;6;9;25;1;17;12;2;16;4
24;26;10;14;18;13;8;23;7;19;15;3;11;5;22;21;20;6;9;25;1;17;12;2;16;4;4;5772437
4;5772437;24;26;10;14;18;13;8;23;7;19;15;3;11;5;22;21;20;6;9;25;1;17;12;2;16;4
24;26;2;14;18;13;8;23;7;19;15;3;11;5;22;21;20;6;9;25;1;17;12;10;16;4;4;5746225
4;5746225;24;26;2;14;18;13;8;23;7;19;15;3;11;5;22;21;20;6;9;25;1;17;12;10;16;4
24;26;2;14;18;13;8;23;7;11;15;3;19;5;22;21;20;6;9;25;1;17;12;10;16;4;4;5712668
4;5712668;24;26;2;14;18;13;8;23;7;11;15;3;19;5;22;21;20;6;9;25;1;17;12;10;16;4
24;26;2;12;18;13;8;23;7;11;15;3;19;5;22;21;20;6;9;25;1;17;14;10;16;4;4;5743900
4;5743900;24;26;2;12;18;13;8;23;7;11;15;3;19;5;22;21;20;6;9;25;1;17;14;10;16;4
24;26;5;12;18;13;8;23;7;11;15;3;19;2;22;21;20;6;9;25;1;17;14;10;16;4;4;5802337
4;5802337;24;26;5;12;18;13;8;23;7;11;15;3;19;2;22;21;20;6;9;25;1;17;14;10;16;4
24;26;5;12;18;13;8;23;7;17;15;3;19;2;22;21;20;6;9;25;1;11;14;10;16;4;4;5836642
4;5836642;24;26;5;12;18;13;8;23;7;17;15;3;19;2;22;21;20;6;9;25;1;11;14;10;16;4
24;26;5;12;18;13;8;23;7;17;15;3;25;2;22;21;20;6;9;19;1;11;14;10;16;4;4;5877645
4;5877645;24;26;5;12;18;13;8;23;7;17;15;3;25;2;22;21;20;6;9;19;1;11;14;10;16;4
24;26;5;12;18;13;8;9;7;17;15;3;25;2;22;21;20;6;23;19;1;11;14;10;16;4;4;5917526
4;5917526;24;26;5;12;18;13;8;9;7;17;15;3;25;2;22;21;20;6;23;19;1;11;14;10;16;4
24;26;5;12;18;13;8;9;7;16;15;3;25;2;22;21;20;6;23;19;1;11;14;10;17;4;4;5914417
4;5914417;24;26;5;12;18;13;8;9;7;16;15;3;25;2;22;21;20;6;23;19;1;11;14;10;17;4
24;26;5;12;18;13;8;9;7;16;15;3;25;21;22;2;20;6;23;19;1;11;14;10;17;4;4;5928053
4;5928053;24;26;5;12;18;13;8;9;7;16;15;3;25;21;22;2;20;6;23;19;1;11;14;10;17;4
24;8;5;12;18;13;26;9;7;16;15;3;25;21;22;2;20;6;23;19;1;11;14;10;17;4;4;6016297
4;6016297;24;8;5;12;18;13;26;9;7;16;15;3;25;21;22;2;20;6;23;19;1;11;14;10;17;4
24;8;5;12;18;13;26;9;7;16;15;3;25;21;22;1;20;6;23;19;2;11;14;10;17;4;4;5969098
4;5969098;24;8;5;12;18;13;26;9;7;16;15;3;25;21;22;1;20;6;23;19;2;11;14;10;17;4
24;8;5;12;18;13;26;3;7;16;15;9;25;21;22;1;20;6;23;19;2;11;14;10;17;4;4;5979870
4;5979870;24;8;5;12;18;13;26;3;7;16;15;9;25;21;22;1;20;6;23;19;2;11;14;10;17;4
24;8;5;9;18;13;26;3;7;16;15;12;25;21;22;1;20;6;23;19;2;11;14;10;17;4;4;6051295
4;6051295;24;8;5;9;18;13;26;3;7;16;15;12;25;21;22;1;20;6;23;19;2;11;14;10;17;4
24;8;5;9;12;13;26;3;7;16;15;18;25;21;22;1;20;6;23;19;2;11;14;10;17;4;4;5999664
4;5999664;24;8;5;9;12;13;26;3;7;16;15;18;25;21;22;1;20;6;23;19;2;11;14;10;17;4
24;8;5;9;12;13;26;3;7;16;15;18;25;21;20;1;22;6;23;19;2;11;14;10;17;4;4;6106621
4;5999664;24;8;5;9;12;13;26;3;7;16;15;18;25;21;22;1;20;6;23;19;2;11;14;10;17;4
24;8;5;9;12;13;26;3;7;16;15;21;25;18;22;1;20;6;23;19;2;11;14;10;17;4;4;5991745
5;5991745;24;8;5;9;12;13;26;3;7;16;15;21;25;18;22;1;20;6;23;19;2;11;14;10;17;4
24;8;5;9;12;13;26;3;7;16;15;21;25;18;22;1;20;6;23;19;4;11;14;10;17;2;5;6056622
5;6056622;24;8;5;9;12;13;26;3;7;16;15;21;25;18;22;1;20;6;23;19;4;11;14;10;17;2
24;8;5;9;12;13;26;3;7;16;15;21;25;18;22;1;10;6;23;19;4;11;14;20;17;2;5;6230566
5;6230566;24;8;5;9;12;13;26;3;7;16;15;21;25;18;22;1;10;6;23;19;4;11;14;20;17;2
24;8;5;9;6;13;26;3;7;16;15;21;25;18;22;1;10;12;23;19;4;11;14;20;17;2;5;6191978
5;6191978;24;8;5;9;6;13;26;3;7;16;15;21;25;18;22;1;10;12;23;19;4;11;14;20;17;2
24;8;5;9;6;13;26;3;7;16;15;21;25;18;2;1;10;12;23;19;4;11;14;20;17;22;5;6204418
5;6204418;24;8;5;9;6;13;26;3;7;16;15;21;25;18;2;1;10;12;23;19;4;11;14;20;17;22
24;8;5;9;6;13;26;3;7;16;15;21;20;18;2;1;10;12;23;19;4;11;14;25;17;22;5;6076251
5;6076251;24;8;5;9;6;13;26;3;7;16;15;21;20;18;2;1;10;12;23;19;4;11;14;25;17;22
24;8;5;9;6;13;26;3;7;16;15;21;23;18;2;1;10;12;20;19;4;11;14;25;17;22;5;6040639
5;6040639;24;8;5;9;6;13;26;3;7;16;15;21;23;18;2;1;10;12;20;19;4;11;14;25;17;22
24;8;11;9;6;13;26;3;7;16;15;21;23;18;2;1;10;12;20;19;4;5;14;25;17;22;5;6117212
5;6117212;24;8;11;9;6;13;26;3;7;16;15;21;23;18;2;1;10;12;20;19;4;5;14;25;17;22
24;8;11;9;6;5;26;3;7;16;15;21;23;18;2;1;10;12;20;19;4;13;14;25;17;22;5;5817352
5;5817352;24;8;11;9;6;5;26;3;7;16;15;21;23;18;2;1;10;12;20;19;4;13;14;25;17;22
24;8;11;9;6;3;26;5;7;16;15;21;23;18;2;1;10;12;20;19;4;13;14;25;17;22;5;5821489
5;5821489;24;8;11;9;6;3;26;5;7;16;15;21;23;18;2;1;10;12;20;19;4;13;14;25;17;22
24;8;11;6;9;3;26;5;7;16;15;21;23;18;2;1;10;12;20;19;4;13;14;25;17;22;5;5819749
5;5819749;24;8;11;6;9;3;26;5;7;16;15;21;23;18;2;1;10;12;20;19;4;13;14;25;17;22
9;8;11;6;24;3;26;5;7;16;15;21;23;18;2;1;10;12;20;19;4;13;14;25;17;22;5;5813673
5;5813673;9;8;11;6;24;3;26;5;7;16;15;21;23;18;2;1;10;12;20;19;4;13;14;25;17;22
9;8;11;6;24;3;26;5;7;16;15;21;23;18;10;1;2;12;20;19;4;13;14;25;17;22;5;5820807
5;5820807;9;8;11;6;24;3;26;5;7;16;15;21;23;18;10;1;2;12;20;19;4;13;14;25;17;22
9;8;11;6;24;3;26;5;7;16;15;21;23;18;10;17;2;12;20;19;4;13;14;25;1;22;5;5837694
5;5837694;9;8;11;6;24;3;26;5;7;16;15;21;23;18;10;17;2;12;20;19;4;13;14;25;1;22
9;8;11;6;10;3;26;5;7;16;15;21;23;18;24;17;2;12;20;19;4;13;14;25;1;22;5;5837813
5;5837813;9;8;11;6;10;3;26;5;7;16;15;21;23;18;24;17;2;12;20;19;4;13;14;25;1;22
9;8;11;6;10;3;26;5;7;16;15;21;23;18;24;17;2;12;20;19;4;13;14;1;25;22;5;5917277
5;5917277;9;8;11;6;10;3;26;5;7;16;15;21;23;18;24;17;2;12;20;19;4;13;14;1;25;22
9;22;11;6;10;3;26;5;7;16;15;21;23;18;24;17;2;12;20;19;4;13;14;1;25;8;5;6002324
5;6002324;9;22;11;6;10;3;26;5;7;16;15;21;23;18;24;17;2;12;20;19;4;13;14;1;25;8
9;22;11;6;10;3;26;5;7;13;15;21;23;18;24;17;2;12;20;19;4;16;14;1;25;8;5;5989340
5;5989340;9;22;11;6;10;3;26;5;7;13;15;21;23;18;24;17;2;12;20;19;4;16;14;1;25;8
9;22;11;6;10;3;26;5;7;24;15;21;23;18;13;17;2;12;20;19;4;16;14;1;25;8;5;6008687
5;6008687;9;22;11;6;10;3;26;5;7;24;15;21;23;18;13;17;2;12;20;19;4;16;14;1;25;8
9;22;11;6;10;3;26;5;7;24;15;21;23;18;13;17;2;12;20;19;25;16;14;1;4;8;5;5975794
5;5975794;9;22;11;6;10;3;26;5;7;24;15;21;23;18;13;17;2;12;20;19;25;16;14;1;4;8
9;25;11;6;10;3;26;5;7;24;15;21;23;18;13;17;2;12;20;19;22;16;14;1;4;8;5;5976975
6;5976975;9;25;11;6;10;3;26;5;7;24;15;21;23;18;13;17;2;12;20;19;22;16;14;1;4;8
9;25;11;6;10;3;26;5;7;24;15;21;19;18;13;17;2;12;20;23;22;16;14;1;4;8;6;5900429
6;5900429;9;25;11;6;10;3;26;5;7;24;15;21;19;18;13;17;2;12;20;23;22;16;14;1;4;8
9;25;11;6;10;3;26;5;7;24;15;21;19;18;13;17;2;12;4;23;22;16;14;1;20;8;6;5926450
6;5926450;9;25;11;6;10;3;26;5;7;24;15;21;19;18;13;17;2;12;4;23;22;16;14;1;20;8
9;25;20;6;10;3;26;5;7;24;15;21;19;18;13;17;2;12;4;23;22;16;14;1;11;8;6;5947508
6;5947508;9;25;20;6;10;3;26;5;7;24;15;21;19;18;13;17;2;12;4;23;22;16;14;1;11;8
9;25;20;6;10;3;26;5;7;24;15;21;19;18;13;23;2;12;4;17;22;16;14;1;11;8;6;5929823
6;5929823;9;25;20;6;10;3;26;5;7;24;15;21;19;18;13;23;2;12;4;17;22;16;14;1;11;8
24;25;20;6;10;3;26;5;7;9;15;21;19;18;13;23;2;12;4;17;22;16;14;1;11;8;6;5944653
6;5944653;24;25;20;6;10;3;26;5;7;9;15;21;19;18;13;23;2;12;4;17;22;16;14;1;11;8
24;25;20;6;10;3;17;5;7;9;15;21;19;18;13;23;2;12;4;26;22;16;14;1;11;8;6;5948556
6;5948556;24;25;20;6;10;3;17;5;7;9;15;21;19;18;13;23;2;12;4;26;22;16;14;1;11;8
24;25;4;6;10;3;17;5;7;9;15;21;19;18;13;23;2;12;20;26;22;16;14;1;11;8;6;5904865
6;5904865;24;25;4;6;10;3;17;5;7;9;15;21;19;18;13;23;2;12;20;26;22;16;14;1;11;8
24;25;4;6;10;17;3;5;7;9;15;21;19;18;13;23;2;12;20;26;22;16;14;1;11;8;6;5904865
6;5904865;24;25;4;6;10;17;3;5;7;9;15;21;19;18;13;23;2;12;20;26;22;16;14;1;11;8
24;25;4;6;3;17;10;5;7;9;15;21;19;18;13;23;2;12;20;26;22;16;14;1;11;8;6;5811729
6;5811729;24;25;4;6;3;17;10;5;7;9;15;21;19;18;13;23;2;12;20;26;22;16;14;1;11;8
24;25;4;1;3;17;10;5;7;9;15;21;19;18;13;23;2;12;20;26;22;16;14;6;11;8;6;5829079
6;5829079;24;25;4;1;3;17;10;5;7;9;15;21;19;18;13;23;2;12;20;26;22;16;14;6;11;8
24;25;4;1;3;17;10;5;7;9;15;21;19;18;14;23;2;12;20;26;22;16;13;6;11;8;6;5805851
6;5805851;24;25;4;1;3;17;10;5;7;9;15;21;19;18;14;23;2;12;20;26;22;16;13;6;11;8
24;25;4;1;3;17;18;5;7;9;15;21;19;10;14;23;2;12;20;26;22;16;13;6;11;8;6;5900745
6;5900745;24;25;4;1;3;17;18;5;7;9;15;21;19;10;14;23;2;12;20;26;22;16;13;6;11;8
24;7;4;1;3;17;18;5;25;9;15;21;19;10;14;23;2;12;20;26;22;16;13;6;11;8;6;5878825
6;5878825;24;7;4;1;3;17;18;5;25;9;15;21;19;10;14;23;2;12;20;26;22;16;13;6;11;8
24;7;4;1;22;17;18;5;25;9;15;21;19;10;14;23;2;12;20;26;3;16;13;6;11;8;6;5891071
6;5891071;24;7;4;1;22;17;18;5;25;9;15;21;19;10;14;23;2;12;20;26;3;16;13;6;11;8
24;7;4;1;22;17;18;9;25;5;15;21;19;10;14;23;2;12;20;26;3;16;13;6;11;8;6;5883531
6;5883531;24;7;4;1;22;17;18;9;25;5;15;21;19;10;14;23;2;12;20;26;3;16;13;6;11;8
24;7;12;1;22;17;18;9;25;5;15;21;19;10;14;23;2;4;20;26;3;16;13;6;11;8;6;5913580
6;5913580;24;7;12;1;22;17;18;9;25;5;15;21;19;10;14;23;2;4;20;26;3;16;13;6;11;8
24;7;12;1;22;17;18;9;25;5;15;6;19;10;14;23;2;4;20;26;3;16;13;21;11;8;6;5944498
6;5944498;24;7;12;1;22;17;18;9;25;5;15;6;19;10;14;23;2;4;20;26;3;16;13;21;11;8
24;7;12;1;22;17;18;9;25;5;15;8;19;10;14;23;2;4;20;26;3;16;13;21;11;6;6;5960806
6;5960806;24;7;12;1;22;17;18;9;25;5;15;8;19;10;14;23;2;4;20;26;3;16;13;21;11;6
